date,동운아나텍주가
2020-07-28,0.13414
2020-07-29,0.09332
2020-07-30,0.15164
2020-07-31,0.13998
2020-08-03,0.13998
2020-08-04,0.04666
2020-08-05,0.06415
2020-08-06,0.27413
2020-08-07,0.17497
2020-08-08,0.06999
2020-08-09,0.05249
2020-08-10,0.16914
2020-08-11,0.32662
2020-08-12,0.29163
2020-08-13,0.30912
2020-08-14,0.2158
2020-08-18,0.29163
2020-08-19,0.11665
2020-08-20,0.12831
2020-08-21,0.10498
2020-08-24,0.17497
2020-08-25,0.2333
2020-08-26,0.2508
2020-08-27,0.16331
2020-08-28,0.16914
2020-08-31,0.26246
2020-09-01,0.2333
2020-09-02,0.30329
2020-09-03,0.40828
2020-09-04,0.18664
2020-09-07,0.33245
2020-09-08,0.2508
2020-09-09,1.06153
2020-09-10,0.81656
2020-09-11,0.88072
2020-09-12,0.06999
2020-09-13,0.08748
2020-09-14,1.46981
2020-09-15,1.15485
2020-09-16,0.89238
2020-09-17,0.88655
2020-09-18,1.11402
2020-09-19,0.08748
2020-09-20,0.11081
2020-09-21,0.97404
2020-09-22,0.55993
2020-09-23,0.57742
2020-09-24,0.55993
2020-09-25,1.28317
2020-09-26,0.14581
2020-09-27,0.10498
2020-09-28,1.23067
2020-09-29,0.68824
2020-09-30,0.04666
2020-10-02,0.02916
2020-10-04,0.04666
2020-10-05,0.70574
2020-10-06,0.67658
2020-10-07,1.11986
2020-10-08,1.0382
2020-10-09,0.08748
2020-10-10,0.02916
2020-10-11,0.03499
2020-10-12,0.98571
2020-10-13,0.7349
2020-10-14,1.21901
2020-10-15,1.11402
2020-10-16,0.89822
2020-10-17,0.12248
2020-10-18,0.05832
2020-10-19,0.63575
2020-10-20,0.69991
2020-10-21,0.53076
2020-10-22,0.58326
2020-10-23,0.41994
2020-10-24,0.05832
2020-10-25,0.03499
2020-10-26,0.67074
2020-10-27,0.58326
2020-10-28,0.67074
2020-10-29,0.68241
2020-10-30,0.53076
2020-10-31,0.05249
2020-11-01,0.04082
2020-11-02,0.7524
2020-11-03,0.40244
2020-11-04,0.64741
2020-11-05,0.64158
2020-11-06,0.38495
2020-11-07,0.02916
2020-11-09,0.5191
2020-11-10,0.39078
2020-11-11,0.37911
2020-11-12,0.44327
2020-11-13,0.47244
2020-11-14,0.06999
2020-11-15,0.05249
2020-11-16,0.47827
2020-11-17,0.30912
2020-11-18,0.26246
2020-11-19,0.30912
2020-11-20,0.36162
2020-11-21,0.03499
2020-11-22,0.07582
2020-11-23,0.40828
2020-11-24,0.49577
2020-11-25,0.40828
2020-11-26,0.27996
2020-11-27,0.36745
2020-11-28,0.02916
2020-11-30,0.36745
2020-12-01,0.42578
2020-12-02,0.68241
2020-12-03,0.44911
2020-12-04,0.4666
2020-12-05,0.11081
2020-12-06,0.08748
2020-12-07,0.39078
2020-12-08,0.32079
2020-12-09,0.32662
2020-12-10,0.35578
2020-12-11,0.27996
2020-12-12,0.03499
2020-12-13,0.03499
2020-12-14,0.2508
2020-12-15,0.39661
2020-12-16,0.92155
2020-12-17,0.70574
2020-12-18,0.64741
2020-12-19,0.08165
2020-12-20,0.14581
2020-12-21,0.63575
2020-12-22,0.83989
2020-12-23,0.54243
2020-12-24,0.39078
2020-12-25,0.11081
2020-12-26,0.06415
2020-12-27,0.12248
2020-12-28,0.52493
2020-12-29,0.55409
2020-12-30,0.64158
2020-12-31,0.12248
2021-01-01,0.05249
2021-01-02,0.08165
2021-01-03,0.07582
2021-01-04,0.66491
2021-01-05,0.48993
2021-01-06,0.61825
2021-01-07,0.65325
2021-01-08,0.60075
2021-01-09,0.08748
2021-01-10,0.05832
2021-01-11,0.39078
2021-01-12,0.35578
2021-01-13,0.33829
2021-01-14,0.31496
2021-01-15,0.4841
2021-01-16,0.04666
2021-01-17,0.04082
2021-01-18,0.30912
2021-01-19,0.32662
2021-01-20,0.56576
2021-01-21,0.50743
2021-01-22,0.5016
2021-01-23,0.06999
2021-01-24,0.09915
2021-01-25,0.56576
2021-01-26,0.50743
2021-01-27,0.32079
2021-01-28,0.2508
2021-01-29,0.44911
2021-01-30,0.08165
2021-01-31,0.12248
2021-02-01,0.4666
2021-02-02,0.82239
2021-02-03,0.99737
2021-02-04,0.32079
2021-02-05,0.45494
2021-02-06,0.05832
2021-02-07,0.18081
2021-02-08,0.38495
2021-02-09,1.289
2021-02-10,3.07378
2021-02-11,0.7524
2021-02-12,0.45494
2021-02-13,0.44327
2021-02-14,0.46077
2021-02-15,2.46719
2021-02-16,2.79381
2021-02-17,2.95713
2021-02-18,1.86643
2021-02-19,6.99329
2021-02-20,0.55409
2021-02-21,0.72907
2021-02-22,2.33304
2021-02-23,2.00641
2021-02-24,2.32137
2021-02-25,2.02391
2021-02-26,1.66812
2021-02-27,0.29746
2021-02-28,0.18664
2021-03-01,0.10498
2021-03-02,1.48148
2021-03-03,2.16972
2021-03-04,1.5573
2021-03-05,1.37066
2021-03-06,0.23913
2021-03-07,0.29163
2021-03-08,1.15485
2021-03-09,0.93904
2021-03-10,1.02653
2021-03-11,1.18985
2021-03-12,1.17818
2021-03-13,0.17497
2021-03-14,0.10498
2021-03-15,0.80489
2021-03-16,1.02653
2021-03-17,0.88072
2021-03-18,0.74657
2021-03-19,1.09069
2021-03-20,0.26246
2021-03-21,0.20997
2021-03-22,1.14319
2021-03-23,2.21055
2021-03-24,1.16652
2021-03-25,1.20734
2021-03-26,0.97404
2021-03-27,0.18081
2021-03-28,0.09332
2021-03-29,1.19568
2021-03-30,0.99154
2021-03-31,1.02653
2021-04-01,1.07319
2021-04-02,1.37649
2021-04-03,0.25663
2021-04-04,0.31496
2021-04-05,1.36482
2021-04-06,1.18985
2021-04-07,1.20734
2021-04-08,0.93904
2021-04-09,1.39399
2021-04-10,0.23913
2021-04-11,0.23913
2021-04-12,1.84893
2021-04-13,1.30067
2021-04-14,1.48731
2021-04-15,1.44648
2021-04-16,1.79644
2021-04-17,0.31496
2021-04-18,0.17497
2021-04-19,1.5748
2021-04-20,1.50481
2021-04-21,1.2715
2021-04-22,1.32983
2021-04-23,1.35899
2021-04-24,0.26829
2021-04-25,0.36745
2021-04-26,1.09069
2021-04-27,1.18401
2021-04-28,0.98571
2021-04-29,0.88655
2021-04-30,1.31816
2021-05-01,0.28579
2021-05-02,0.12831
2021-05-03,1.71478
2021-05-04,1.65062
2021-05-05,0.27413
2021-05-06,1.90142
2021-05-07,1.28317
2021-05-08,0.30329
2021-05-09,0.42578
2021-05-10,1.22484
2021-05-11,3.23709
2021-05-12,2.72965
2021-05-13,2.28638
2021-05-14,1.88393
2021-05-15,0.4666
2021-05-16,0.4666
2021-05-17,1.45231
2021-05-18,1.93059
2021-05-19,0.57742
2021-05-20,1.63896
2021-05-21,2.16972
2021-05-22,0.30912
2021-05-23,0.29163
2021-05-24,1.46398
2021-05-25,1.63896
2021-05-26,1.29483
2021-05-27,1.58063
2021-05-28,1.56313
2021-05-29,0.37328
2021-05-30,0.39661
2021-05-31,1.70312
2021-06-01,2.16389
2021-06-02,2.22222
2021-06-03,2.8988
2021-06-04,1.33566
2021-06-05,0.18081
2021-06-06,0.19247
2021-06-07,1.27734
2021-06-08,1.16068
2021-06-09,0.98571
2021-06-10,1.10236
2021-06-11,1.22484
2021-06-12,0.1983
2021-06-13,0.15164
2021-06-14,1.14319
2021-06-15,1.5748
2021-06-16,1.38815
2021-06-17,1.41732
2021-06-18,1.62146
2021-06-19,0.27996
2021-06-20,0.18081
2021-06-21,1.40565
2021-06-22,1.8081
2021-06-23,1.8081
2021-06-24,1.68562
2021-06-25,1.67979
2021-06-26,0.31496
2021-06-27,0.33245
2021-06-28,1.34733
2021-06-29,1.20151
2021-06-30,1.34733
2021-07-01,1.38815
2021-07-02,1.254
2021-07-03,0.40828
2021-07-04,1.06153
2021-07-05,2.63633
2021-07-06,2.98046
2021-07-07,2.94546
2021-07-08,4.42111
2021-07-09,2.57217
2021-07-10,0.43161
2021-07-11,0.33829
2021-07-12,2.30971
2021-07-13,2.93379
2021-07-14,1.97725
2021-07-15,2.1289
2021-07-16,2.0589
2021-07-17,0.2158
2021-07-18,0.27413
2021-07-19,1.66229
2021-07-20,1.60396
2021-07-21,1.41149
2021-07-22,1.83143
2021-07-23,1.47564
2021-07-24,0.14581
2021-07-25,0.12248
2021-07-26,1.46398
2021-07-27,1.31233
2021-07-28,1.09069
2021-07-29,1.11402
2021-07-30,0.79906
2021-07-31,0.11665
2021-08-01,0.04666
2021-08-02,0.71741
2021-08-03,0.85739
2021-08-04,1.06736
2021-08-05,0.96237
2021-08-06,0.81656
2021-08-07,0.07582
2021-08-08,0.06415
2021-08-09,0.83989
2021-08-10,0.80489
2021-08-11,1.02653
2021-08-12,1.0032
2021-08-13,0.88072
2021-08-14,0.11081
2021-08-15,0.04666
2021-08-16,0.13998
2021-08-17,0.67074
2021-08-18,0.76407
2021-08-19,0.69407
2021-08-20,0.68824
2021-08-21,0.08165
2021-08-22,0.05832
2021-08-23,0.7699
2021-08-24,0.89822
2021-08-25,0.76407
2021-08-26,0.67658
2021-08-27,0.7699
2021-08-28,0.05249
2021-08-29,0.06999
2021-08-30,0.86322
2021-08-31,0.83406
2021-09-01,1.22484
2021-09-02,1.24817
2021-09-03,1.10236
2021-09-04,0.06999
2021-09-05,0.06415
2021-09-06,0.99737
2021-09-07,0.80489
2021-09-08,0.90988
2021-09-09,0.86322
2021-09-10,0.96237
2021-09-11,0.08165
2021-09-12,0.04666
2021-09-13,0.57159
2021-09-14,0.69991
2021-09-15,0.74074
2021-09-16,0.65325
2021-09-17,0.64158
2021-09-18,0.04666
2021-09-19,0.12831
2021-09-20,0.04082
2021-09-21,0.03499
2021-09-22,0.03499
2021-09-23,0.85739
2021-09-24,0.74074
2021-09-25,0.04666
2021-09-26,0.02916
2021-09-27,0.80489
2021-09-28,0.71741
2021-09-29,0.82822
2021-09-30,0.67074
2021-10-01,0.74074
2021-10-02,0.04666
2021-10-03,0.04082
2021-10-04,0.11665
2021-10-05,0.74074
2021-10-06,0.64158
2021-10-07,0.78156
2021-10-08,0.61825
2021-10-09,0.02916
2021-10-11,0.02916
2021-10-12,0.58909
2021-10-13,0.62992
2021-10-14,0.62992
2021-10-15,0.70574
2021-10-16,0.02916
2021-10-17,0.08165
2021-10-18,0.72324
2021-10-19,0.69407
2021-10-20,0.7524
2021-10-21,0.56576
2021-10-22,0.56576
2021-10-24,0.04082
2021-10-25,0.55993
2021-10-26,0.64741
2021-10-27,0.60075
2021-10-28,0.63575
2021-10-29,0.43744
2021-10-30,0.05249
2021-11-01,0.48993
2021-11-02,0.65325
2021-11-03,0.5016
2021-11-04,0.54243
2021-11-05,0.4666
2021-11-06,0.03499
2021-11-07,0.04666
2021-11-08,0.49577
2021-11-09,0.41411
2021-11-10,0.40244
2021-11-11,0.33245
2021-11-12,0.41411
2021-11-13,0.03499
2021-11-14,0.06999
2021-11-15,0.84572
2021-11-16,0.83406
2021-11-17,1.2715
2021-11-18,1.85476
2021-11-19,2.02391
2021-11-20,0.25663
2021-11-21,0.49577
2021-11-22,1.89559
2021-11-23,1.69145
2021-11-24,1.38232
2021-11-25,1.13735
2021-11-26,1.23651
2021-11-27,0.25663
2021-11-28,0.13414
2021-11-29,1.51064
2021-11-30,1.53397
2021-12-01,1.39399
2021-12-02,1.38232
2021-12-03,1.44648
2021-12-04,0.29746
2021-12-05,0.2158
2021-12-06,1.90142
2021-12-07,5.261
2021-12-08,4.35695
2021-12-09,2.56051
2021-12-10,2.82881
2021-12-11,0.43744
2021-12-12,1.13152
2021-12-13,7.03995
2021-12-14,4.98104
2021-12-15,3.59871
2021-12-16,4.95188
2021-12-17,2.93379
2021-12-18,1.91892
2021-12-19,3.30125
2021-12-20,6.57917
2021-12-21,5.01603
2021-12-22,3.73869
2021-12-23,4.85272
2021-12-24,4.29279
2021-12-25,0.86322
2021-12-26,0.90405
2021-12-27,3.10877
2021-12-28,3.62204
2021-12-29,3.937
2021-12-30,7.44823
2021-12-31,2.06474
2022-01-01,1.0557
2022-01-02,1.17235
2022-01-03,7.43073
2022-01-04,8.33479
2022-01-05,6.0659
2022-01-06,4.61942
2022-01-07,10.42286
2022-01-08,5.05103
2022-01-09,5.63429
2022-01-10,18.64683
2022-01-11,11.28608
2022-01-12,11.06445
2022-01-13,11.54272
2022-01-14,10.04374
2022-01-15,2.09973
2022-01-16,2.15223
2022-01-17,9.07553
2022-01-18,9.47798
2022-01-19,7.70487
2022-01-20,7.27909
2022-01-21,7.43073
2022-01-22,1.43482
2022-01-23,1.43482
2022-01-24,13.40332
2022-01-25,11.12277
2022-01-26,8.46894
2022-01-27,7.08078
2022-01-28,6.66083
2022-01-29,0.7349
2022-01-30,0.77573
2022-01-31,0.62408
2022-02-01,0.48993
2022-02-02,0.7349
2022-02-03,6.30504
2022-02-04,4.77107
2022-02-05,0.62408
2022-02-06,0.4841
2022-02-07,3.78536
2022-02-08,3.73286
2022-02-09,3.76202
2022-02-10,3.07378
2022-02-11,2.69466
2022-02-12,0.40828
2022-02-13,0.47827
2022-02-14,2.99212
2022-02-15,2.9163
2022-02-16,3.1846
2022-02-17,3.09711
2022-02-18,2.73549
2022-02-19,0.36745
2022-02-20,0.25663
2022-02-21,2.72965
2022-02-22,2.65966
2022-02-23,2.68299
2022-02-24,3.21376
2022-02-25,3.41207
2022-02-26,0.33829
2022-02-27,0.27996
2022-02-28,3.24876
2022-03-01,0.36162
2022-03-02,3.06794
2022-03-03,3.47039
2022-03-04,3.30125
2022-03-05,0.34412
2022-03-06,0.26246
2022-03-07,2.68299
2022-03-08,2.57217
2022-03-09,0.29163
2022-03-10,2.48468
2022-03-11,2.26305
2022-03-12,0.29746
2022-03-13,0.1983
2022-03-14,2.63633
2022-03-15,2.55468
2022-03-16,2.64216
2022-03-17,4.14114
2022-03-18,2.97462
2022-03-19,0.37911
2022-03-20,0.37911
2022-03-21,2.35053
2022-03-22,2.16972
2022-03-23,2.31554
2022-03-24,1.73811
2022-03-25,1.69728
2022-03-26,0.26829
2022-03-27,0.12248
2022-03-28,1.60396
2022-03-29,1.61563
2022-03-30,1.73811
2022-03-31,1.65062
2022-04-01,1.5748
2022-04-02,0.37328
2022-04-03,0.27413
2022-04-04,1.87226
2022-04-05,2.11723
2022-04-06,1.56897
2022-04-07,1.53397
2022-04-08,1.69145
2022-04-09,0.16331
2022-04-10,0.12831
2022-04-11,1.39982
2022-04-12,1.38232
2022-04-13,1.61563
2022-04-14,1.289
2022-04-15,1.27734
2022-04-16,0.1983
2022-04-17,0.11665
2022-04-18,1.34149
2022-04-19,1.49897
2022-04-20,1.8256
2022-04-21,1.48731
2022-04-22,1.03237
2022-04-23,0.13414
2022-04-24,0.12248
2022-04-25,0.7874
2022-04-26,1.31816
2022-04-27,1.18401
2022-04-28,1.21901
2022-04-29,1.18985
2022-04-30,0.11665
2022-05-01,0.16331
2022-05-02,0.96237
2022-05-03,1.28317
2022-05-04,1.11402
2022-05-05,0.16914
2022-05-06,0.98571
2022-05-07,0.07582
2022-05-08,0.06999
2022-05-09,0.72907
2022-05-10,0.77573
2022-05-11,0.68824
2022-05-12,0.74074
2022-05-13,0.82822
2022-05-14,0.08748
2022-05-15,0.05832
2022-05-16,0.79906
2022-05-17,1.74978
2022-05-18,1.81977
2022-05-19,1.44648
2022-05-20,1.324
2022-05-21,0.15164
2022-05-22,0.11665
2022-05-23,1.29483
2022-05-24,0.96237
2022-05-25,0.97404
2022-05-26,0.98571
2022-05-27,0.83406
2022-05-28,0.16914
2022-05-29,0.06415
2022-05-30,1.14902
2022-05-31,1.12569
2022-06-01,0.18664
2022-06-02,1.09069
2022-06-03,1.27734
2022-06-04,0.15748
2022-06-05,0.08165
2022-06-06,0.11081
2022-06-07,1.10819
2022-06-08,1.67979
2022-06-09,1.3065
2022-06-10,1.17235
2022-06-11,0.12248
2022-06-12,0.16331
2022-06-13,1.0032
2022-06-14,1.10236
2022-06-15,1.28317
2022-06-16,1.38232
2022-06-17,1.60979
2022-06-18,0.09915
2022-06-19,0.07582
2022-06-20,1.48731
2022-06-21,1.69145
2022-06-22,1.72645
2022-06-23,1.40565
2022-06-24,2.88713
2022-06-25,0.58909
2022-06-26,0.99154
2022-06-27,2.55468
2022-06-28,2.08223
2022-06-29,4.08865
2022-06-30,3.15543
2022-07-01,4.22863
2022-07-02,0.82239
2022-07-03,1.48148
2022-07-04,4.88188
2022-07-05,4.1878
2022-07-06,3.41207
2022-07-07,3.01545
2022-07-08,2.57217
2022-07-09,0.32662
2022-07-10,0.53659
2022-07-11,2.51968
2022-07-12,1.93059
2022-07-13,2.08807
2022-07-14,2.22805
2022-07-15,2.17556
2022-07-16,0.32662
2022-07-17,0.19247
2022-07-18,2.00058
2022-07-19,2.92213
2022-07-20,2.50801
2022-07-21,2.30387
2022-07-22,4.9927
2022-07-23,1.26567
2022-07-24,1.27734
2022-07-25,6.59084
2022-07-26,3.26625
2022-07-27,3.07961
2022-07-28,3.03295
2022-07-29,2.15806
2022-07-30,0.32662
2022-07-31,0.2333
2022-08-01,2.46719
2022-08-02,2.17556
2022-08-03,2.85214
2022-08-04,2.35053
2022-08-05,2.57801
2022-08-06,0.5016
2022-08-07,0.61825
2022-08-08,2.3622
2022-08-09,2.25721
2022-08-10,2.30387
2022-08-11,2.47302
2022-08-12,2.50218
2022-08-13,0.39661
2022-08-14,0.29163
2022-08-15,0.30329
2022-08-16,2.08807
2022-08-17,2.40303
2022-08-18,2.50801
2022-08-19,2.50218
2022-08-20,0.26246
2022-08-21,0.2508
2022-08-22,2.26888
2022-08-23,2.30387
2022-08-24,3.44706
2022-08-25,4.2403
2022-08-26,3.62787
2022-08-27,0.34995
2022-08-28,0.20414
2022-08-29,3.90784
2022-08-30,4.22863
2022-08-31,3.42957
2022-09-01,3.40624
2022-09-02,2.71799
2022-09-03,0.41411
2022-09-04,0.36745
2022-09-05,2.96296
2022-09-06,2.93963
2022-09-07,2.78215
2022-09-08,3.86701
2022-09-09,0.47244
2022-09-10,0.48993
2022-09-11,0.29163
2022-09-12,0.4666
2022-09-13,3.19043
2022-09-14,2.44386
2022-09-15,3.10877
2022-09-16,2.54884
2022-09-17,0.32662
2022-09-18,0.41994
2022-09-19,2.67133
2022-09-20,2.98046
2022-09-21,1.90142
2022-09-22,2.53135
2022-09-23,2.18139
2022-09-24,0.2508
2022-09-25,0.16914
2022-09-26,1.76144
2022-09-27,2.43802
2022-09-28,6.69582
2022-09-29,3.70953
2022-09-30,5.13269
2022-10-01,0.66491
2022-10-02,0.58326
2022-10-03,0.7524
2022-10-04,4.01866
2022-10-05,3.972
2022-10-06,3.42957
2022-10-07,3.22543
2022-10-08,0.45494
2022-10-09,0.22163
2022-10-10,0.27413
2022-10-11,2.3272
2022-10-12,2.49052
2022-10-13,2.15806
2022-10-14,2.47302
2022-10-15,0.45494
2022-10-16,0.26246
2022-10-17,2.14056
2022-10-18,2.28638
2022-10-19,1.8431
2022-10-20,2.56051
2022-10-21,2.90463
2022-10-22,0.36745
2022-10-23,0.2333
2022-10-24,2.04724
2022-10-25,1.76727
2022-10-26,1.5923
2022-10-27,1.72645
2022-10-28,1.8606
2022-10-29,0.22163
2022-10-30,0.22163
2022-10-31,2.1289
2022-11-01,2.29804
2022-11-02,2.11723
2022-11-03,2.12306
2022-11-04,1.67395
2022-11-05,0.18081
2022-11-06,0.27996
2022-11-07,1.63896
2022-11-08,1.56897
2022-11-09,3.09711
2022-11-10,2.87547
2022-11-11,2.46719
2022-11-12,0.32079
2022-11-13,0.27413
2022-11-14,2.35637
2022-11-15,5.87343
2022-11-16,3.00379
2022-11-17,2.71799
2022-11-18,2.61883
2022-11-19,0.44911
2022-11-20,0.20997
2022-11-21,2.15223
2022-11-22,1.8256
2022-11-23,1.73811
2022-11-24,1.75561
2022-11-25,2.14056
2022-11-26,0.33829
2022-11-27,0.2508
2022-11-28,1.66812
2022-11-29,2.15223
2022-11-30,1.86643
2022-12-01,1.61563
2022-12-02,1.51647
2022-12-03,0.20414
2022-12-04,0.2333
2022-12-05,1.8256
2022-12-06,1.48731
2022-12-07,1.51647
2022-12-08,1.68562
2022-12-09,1.76144
2022-12-10,0.36162
2022-12-11,0.11665
2022-12-12,1.37649
2022-12-13,1.26567
2022-12-14,2.00058
2022-12-15,2.08223
2022-12-16,1.58646
2022-12-17,0.27996
2022-12-18,0.13998
2022-12-19,1.22484
2022-12-20,1.59813
2022-12-21,1.35316
2022-12-22,1.50481
2022-12-23,1.41732
2022-12-24,0.11665
2022-12-25,0.16914
2022-12-26,1.80227
2022-12-27,1.5223
2022-12-28,2.04141
2022-12-29,1.27734
2022-12-30,0.44911
2022-12-31,0.25663
2023-01-01,0.20997
2023-01-02,1.68562
2023-01-03,1.69728
2023-01-04,1.35316
2023-01-05,1.31816
2023-01-06,1.12569
2023-01-07,0.26829
2023-01-08,0.1983
2023-01-09,1.0382
2023-01-10,1.14319
2023-01-11,0.7874
2023-01-12,0.85739
2023-01-13,0.69407
2023-01-14,0.19247
2023-01-15,0.11665
2023-01-16,0.90988
2023-01-17,0.63575
2023-01-18,0.68241
2023-01-19,1.31233
2023-01-20,1.38232
2023-01-21,0.2333
2023-01-22,0.09915
2023-01-23,0.13414
2023-01-24,0.28579
2023-01-25,1.34733
2023-01-26,1.04986
2023-01-27,1.0382
2023-01-28,0.22747
2023-01-29,0.15748
2023-01-30,0.83406
2023-01-31,0.71741
2023-02-01,0.88072
2023-02-02,1.35316
2023-02-03,0.7874
2023-02-04,0.13414
2023-02-05,0.14581
2023-02-06,1.07903
2023-02-07,1.30067
2023-02-08,1.13152
2023-02-09,1.2715
2023-02-10,1.20734
2023-02-11,0.2158
2023-02-12,0.11081
2023-02-13,1.22484
2023-02-14,1.49314
2023-02-15,0.96237
2023-02-16,1.11402
2023-02-17,1.289
2023-02-18,0.17497
2023-02-19,0.11665
2023-02-20,1.0382
2023-02-21,1.0382
2023-02-22,0.71157
2023-02-23,0.88072
2023-02-24,0.7699
2023-02-25,0.08165
2023-02-26,0.06999
2023-02-27,0.7699
2023-02-28,0.90988
2023-03-01,0.18081
2023-03-02,0.93904
2023-03-03,0.86905
2023-03-04,0.16914
2023-03-05,0.13414
2023-03-06,1.20151
2023-03-07,1.27734
2023-03-08,0.64158
2023-03-09,1.12569
2023-03-10,0.55993
2023-03-11,0.12248
2023-03-12,0.08165
2023-03-13,0.84572
2023-03-14,0.88072
2023-03-15,0.81073
2023-03-16,0.7699
2023-03-17,1.0207
2023-03-18,0.34995
2023-03-19,0.18664
2023-03-20,1.67979
2023-03-21,1.52814
2023-03-22,2.33304
2023-03-23,2.02391
2023-03-24,1.64479
2023-03-25,0.2158
2023-03-26,0.13414
2023-03-27,0.94488
2023-03-28,0.99154
2023-03-29,1.11402
2023-03-30,1.5748
2023-03-31,1.20734
2023-04-01,0.16331
2023-04-02,0.15748
2023-04-03,1.43482
2023-04-04,1.324
2023-04-05,1.04986
2023-04-06,1.06153
2023-04-07,1.0032
2023-04-08,0.1983
2023-04-09,0.09915
2023-04-10,1.11986
2023-04-11,1.10236
2023-04-12,2.75882
2023-04-13,1.94808
2023-04-14,1.36482
2023-04-15,0.20414
2023-04-16,0.15164
2023-04-17,1.20734
2023-04-18,1.15485
2023-04-19,0.89822
2023-04-20,1.21318
2023-04-21,0.87489
2023-04-22,0.24496
2023-04-23,0.09332
2023-04-24,1.17818
2023-04-25,0.95071
2023-04-26,1.11402
2023-04-27,1.34733
2023-04-28,1.33566
2023-04-29,0.2508
2023-04-30,0.17497
2023-05-01,0.36745
2023-05-02,1.30067
2023-05-03,1.04403
2023-05-04,1.48731
2023-05-05,0.18081
2023-05-06,0.09332
2023-05-07,0.09915
2023-05-08,1.19568
2023-05-09,1.40565
2023-05-10,1.12569
2023-05-11,1.49897
2023-05-12,1.16068
2023-05-13,0.18081
2023-05-14,0.16331
2023-05-15,1.07319
2023-05-16,0.86905
2023-05-17,0.88072
2023-05-18,1.09652
2023-05-19,1.13152
2023-05-20,0.41411
2023-05-21,0.20414
2023-05-22,1.66229
2023-05-23,1.52814
2023-05-24,1.24817
2023-05-25,1.45815
2023-05-26,1.16068
2023-05-27,0.11081
2023-05-28,0.08748
2023-05-29,0.09915
2023-05-30,1.14902
2023-05-31,0.82239
2023-06-01,1.04403
2023-06-02,0.82822
2023-06-03,0.18664
2023-06-04,0.18081
2023-06-05,0.99154
2023-06-06,0.09332
2023-06-07,0.85739
2023-06-08,0.7524
2023-06-09,0.74074
2023-06-10,0.16331
2023-06-11,0.15164
2023-06-12,0.96821
2023-06-13,0.85156
2023-06-14,0.95071
2023-06-15,1.07903
2023-06-16,0.7699
2023-06-17,0.09915
2023-06-18,0.11665
2023-06-19,1.0382
2023-06-20,3.10877
2023-06-21,13.65412
2023-06-22,18.79848
2023-06-23,8.08982
2023-06-24,1.25984
2023-06-25,1.06153
2023-06-26,30.55118
2023-06-27,35.16477
2023-06-28,54.66316
2023-06-29,23.20209
2023-06-30,23.86701
2023-07-01,6.3867
