date,자동차보험료비교견적
2020-10-19,60.85526
2020-10-20,55.1535
2020-10-21,61.51315
2020-10-22,60.58114
2020-10-23,47.25877
2020-10-24,27.52192
2020-10-25,25.54824
2020-10-26,54.60526
2020-10-27,58.33333
2020-10-28,52.9057
2020-10-29,50.60307
2020-10-30,42.70833
2020-10-31,26.04166
2020-11-01,33.16885
2020-11-02,63.92543
2020-11-03,55.1535
2020-11-04,56.25
2020-11-05,49.3421
2020-11-06,49.06798
2020-11-07,30.20833
2020-11-08,31.08552
2020-11-09,62.17105
2020-11-10,60.36184
2020-11-11,55.92105
2020-11-12,54.00219
2020-11-13,43.64035
2020-11-14,22.53289
2020-11-15,27.19298
2020-11-16,59.70394
2020-11-17,55.42763
2020-11-18,53.45394
2020-11-19,41.33771
2020-11-20,44.02412
2020-11-21,26.64473
2020-11-22,30.1535
2020-11-23,54.82456
2020-11-24,54.27631
2020-11-25,50.05482
2020-11-26,44.57236
2020-11-27,47.36842
2020-11-28,29.71491
2020-11-29,31.35964
2020-11-30,59.1557
2020-12-01,59.21052
2020-12-02,57.73026
2020-12-03,55.92105
2020-12-04,52.0285
2020-12-05,31.08552
2020-12-06,33.22368
2020-12-07,58.16885
2020-12-08,56.30482
2020-12-09,59.75877
2020-12-10,54.71491
2020-12-11,50.82236
2020-12-12,31.0307
2020-12-13,34.32017
2020-12-14,64.85745
2020-12-15,54.44078
2020-12-16,52.35745
2020-12-17,53.45394
2020-12-18,48.30043
2020-12-19,34.59429
2020-12-20,41.33771
2020-12-21,63.48684
2020-12-22,58.4978
2020-12-23,53.56359
2020-12-24,44.24342
2020-12-25,26.37061
2020-12-26,29.93421
2020-12-27,32.51096
2020-12-28,74.1228
2020-12-29,57.73026
2020-12-30,52.35745
2020-12-31,47.20394
2021-01-01,34.70394
2021-01-02,35.14254
2021-01-03,37.5
2021-01-04,74.94517
2021-01-05,66.88596
2021-01-06,62.33552
2021-01-07,61.51315
2021-01-08,53.67324
2021-01-09,40.46052
2021-01-10,35.19736
2021-01-11,61.78728
2021-01-12,60.91008
2021-01-13,57.23684
2021-01-14,68.64035
2021-01-15,55.70175
2021-01-16,36.95175
2021-01-17,32.01754
2021-01-18,66.61184
2021-01-19,64.5285
2021-01-20,56.30482
2021-01-21,56.08552
2021-01-22,51.42543
2021-01-23,33.99122
2021-01-24,32.23684
2021-01-25,59.92324
2021-01-26,57.94956
2021-01-27,54.11184
2021-01-28,48.24561
2021-01-29,46.6557
2021-01-30,29.76973
2021-01-31,34.04605
2021-02-01,52.35745
2021-02-02,58.05921
2021-02-03,50.87719
2021-02-04,48.51973
2021-02-05,45.06578
2021-02-06,31.96271
2021-02-07,30.86622
2021-02-08,53.78289
2021-02-09,41.33771
2021-02-10,40.51535
2021-02-11,26.80921
2021-02-12,24.50657
2021-02-13,27.52192
2021-02-14,37.33552
2021-02-15,75.49342
2021-02-16,67.05043
2021-02-17,65.02192
2021-02-18,55.3728
2021-02-19,49.23245
2021-02-20,33.77192
2021-02-21,30.64692
2021-02-22,62.33552
2021-02-23,56.19517
2021-02-24,52.96052
2021-02-25,53.72807
2021-02-26,48.13596
2021-02-27,33.60745
2021-02-28,34.375
2021-03-01,41.44736
2021-03-02,69.95614
2021-03-03,61.34868
2021-03-04,59.53947
2021-03-05,48.51973
2021-03-06,37.2807
2021-03-07,37.55482
2021-03-08,58.00438
2021-03-09,52.85087
2021-03-10,60.14254
2021-03-11,57.67543
2021-03-12,44.18859
2021-03-13,32.40131
2021-03-14,33.44298
2021-03-15,61.34868
2021-03-16,53.01535
2021-03-17,55.42763
2021-03-18,52.96052
2021-03-19,47.53289
2021-03-20,29.87938
2021-03-21,34.1557
2021-03-22,61.45833
2021-03-23,51.86403
2021-03-24,51.80921
2021-03-25,46.16228
2021-03-26,38.48684
2021-03-27,28.83771
2021-03-28,30.04385
2021-03-29,54.55043
2021-03-30,48.51973
2021-03-31,44.29824
2021-04-01,48.24561
2021-04-02,41.33771
2021-04-03,29.05701
2021-04-04,33.00438
2021-04-05,53.125
2021-04-06,51.26096
2021-04-07,48.46491
2021-04-08,41.66666
2021-04-09,44.57236
2021-04-10,27.96052
2021-04-11,31.79824
2021-04-12,58.16885
2021-04-13,55.31798
2021-04-14,46.4364
2021-04-15,47.47807
2021-04-16,41.44736
2021-04-17,31.19517
2021-04-18,29.55043
2021-04-19,54.44078
2021-04-20,52.79605
2021-04-21,50.05482
2021-04-22,42.70833
2021-04-23,41.72149
2021-04-24,26.20614
2021-04-25,30.75657
2021-04-26,49.23245
2021-04-27,48.51973
2021-04-28,44.46271
2021-04-29,49.06798
2021-04-30,37.71929
2021-05-01,30.8114
2021-05-02,35.25219
2021-05-03,59.64912
2021-05-04,53.07017
2021-05-05,36.45833
2021-05-06,56.25
2021-05-07,52.52192
2021-05-08,30.64692
2021-05-09,32.07236
2021-05-10,57.78508
2021-05-11,62.71929
2021-05-12,48.30043
2021-05-13,49.61622
2021-05-14,48.19078
2021-05-15,28.83771
2021-05-16,35.25219
2021-05-17,58.00438
2021-05-18,51.42543
2021-05-19,34.42982
2021-05-20,56.41447
2021-05-21,47.69736
2021-05-22,28.56359
2021-05-23,33.9364
2021-05-24,64.5285
2021-05-25,52.63157
2021-05-26,47.53289
2021-05-27,48.41008
2021-05-28,45.83333
2021-05-29,28.72807
2021-05-30,28.125
2021-05-31,56.90789
2021-06-01,57.73026
2021-06-02,54.16666
2021-06-03,50.16447
2021-06-04,47.14912
2021-06-05,29.33114
2021-06-06,33.44298
2021-06-07,63.10307
2021-06-08,54.44078
2021-06-09,54.27631
2021-06-10,46.49122
2021-06-11,51.37061
2021-06-12,29.66008
2021-06-13,32.23684
2021-06-14,56.35964
2021-06-15,58.2785
2021-06-16,51.75438
2021-06-17,49.89035
2021-06-18,47.91666
2021-06-19,31.63377
2021-06-20,28.83771
2021-06-21,51.58991
2021-06-22,45.12061
2021-06-23,48.19078
2021-06-24,46.54605
2021-06-25,46.76535
2021-06-26,26.86403
2021-06-27,31.46929
2021-06-28,58.55263
2021-06-29,55.97587
2021-06-30,50.71271
2021-07-01,54.38596
2021-07-02,49.45175
2021-07-03,31.0307
2021-07-04,36.6228
2021-07-05,59.75877
2021-07-06,62.0614
2021-07-07,52.13815
2021-07-08,51.31578
2021-07-09,48.24561
2021-07-10,32.45614
2021-07-11,28.34429
2021-07-12,58.60745
2021-07-13,53.61842
2021-07-14,51.97368
2021-07-15,49.45175
2021-07-16,52.30263
2021-07-17,27.63157
2021-07-18,32.83991
2021-07-19,58.05921
2021-07-20,49.61622
2021-07-21,51.37061
2021-07-22,47.42324
2021-07-23,40.4057
2021-07-24,27.6864
2021-07-25,27.0285
2021-07-26,49.28728
2021-07-27,46.16228
2021-07-28,44.57236
2021-07-29,48.68421
2021-07-30,39.9671
2021-07-31,24.28728
2021-08-01,31.41447
2021-08-02,55.3728
2021-08-03,57.18201
2021-08-04,47.36842
2021-08-05,47.47807
2021-08-06,40.67982
2021-08-07,27.41228
2021-08-08,31.14035
2021-08-09,58.2785
2021-08-10,53.28947
2021-08-11,54.87938
2021-08-12,49.67105
2021-08-13,50.49342
2021-08-14,27.85087
2021-08-15,32.29166
2021-08-16,37.44517
2021-08-17,53.89254
2021-08-18,53.28947
2021-08-19,51.86403
2021-08-20,42.92763
2021-08-21,28.17982
2021-08-22,30.70175
2021-08-23,50.05482
2021-08-24,47.97149
2021-08-25,44.13377
2021-08-26,47.20394
2021-08-27,43.85964
2021-08-28,25.71271
2021-08-29,25.38377
2021-08-30,48.08114
2021-08-31,46.54605
2021-09-01,51.53508
2021-09-02,45.61403
2021-09-03,46.05263
2021-09-04,30.48245
2021-09-05,32.40131
2021-09-06,52.08333
2021-09-07,49.06798
2021-09-08,38.59649
2021-09-09,41.99561
2021-09-10,39.80263
2021-09-11,26.20614
2021-09-12,32.73026
2021-09-13,55.5921
2021-09-14,51.80921
2021-09-15,48.08114
2021-09-16,47.47807
2021-09-17,43.80482
2021-09-18,24.1228
2021-09-19,18.75
2021-09-20,18.69517
2021-09-21,21.92982
2021-09-22,30.92105
2021-09-23,60.96491
2021-09-24,48.41008
2021-09-25,28.125
2021-09-26,32.89473
2021-09-27,56.57894
2021-09-28,50.54824
2021-09-29,54.87938
2021-09-30,52.52192
2021-10-01,45.61403
2021-10-02,29.16666
2021-10-03,27.74122
2021-10-04,35.52631
2021-10-05,61.73245
2021-10-06,50.43859
2021-10-07,47.47807
2021-10-08,43.96929
2021-10-09,30.1535
2021-10-10,31.08552
2021-10-11,31.90789
2021-10-12,53.34429
2021-10-13,49.50657
2021-10-14,47.69736
2021-10-15,36.89692
2021-10-16,24.1228
2021-10-17,25.05482
2021-10-18,45.01096
2021-10-19,44.07894
2021-10-20,41.77631
2021-10-21,41.88596
2021-10-22,41.00877
2021-10-23,21.6557
2021-10-24,28.07017
2021-10-25,50.43859
2021-10-26,45.44956
2021-10-27,41.06359
2021-10-28,42.21491
2021-10-29,34.81359
2021-10-30,25.27412
2021-10-31,23.84868
2021-11-01,42.76315
2021-11-02,48.24561
2021-11-03,41.77631
2021-11-04,41.17324
2021-11-05,35.52631
2021-11-06,21.2171
2021-11-07,26.31578
2021-11-08,41.11842
2021-11-09,42.76315
2021-11-10,41.39254
2021-11-11,37.44517
2021-11-12,37.77412
2021-11-13,22.53289
2021-11-14,26.26096
2021-11-15,50.71271
2021-11-16,44.24342
2021-11-17,37.99342
2021-11-18,35.36184
2021-11-19,33.60745
2021-11-20,23.24561
2021-11-21,24.06798
2021-11-22,42.16008
2021-11-23,36.78728
2021-11-24,40.24122
2021-11-25,38.54166
2021-11-26,30.8114
2021-11-27,22.36842
2021-11-28,24.45175
2021-11-29,39.9671
2021-11-30,42.43421
2021-12-01,42.32456
2021-12-02,37.88377
2021-12-03,35.58114
2021-12-04,24.17763
2021-12-05,27.08333
2021-12-06,42.48903
2021-12-07,48.08114
2021-12-08,37.11622
2021-12-09,40.13157
2021-12-10,33.77192
2021-12-11,22.58771
2021-12-12,30.3728
2021-12-13,46.27192
2021-12-14,48.35526
2021-12-15,43.64035
2021-12-16,38.59649
2021-12-17,34.70394
2021-12-18,22.69736
2021-12-19,28.45394
2021-12-20,43.96929
2021-12-21,40.1864
2021-12-22,38.87061
2021-12-23,37.82894
2021-12-24,30.26315
2021-12-25,23.02631
2021-12-26,28.39912
2021-12-27,44.79166
2021-12-28,41.83114
2021-12-29,39.41885
2021-12-30,35.30701
2021-12-31,31.63377
2022-01-01,27.30263
2022-01-02,32.07236
2022-01-03,56.46929
2022-01-04,52.74122
2022-01-05,45.88815
2022-01-06,48.02631
2022-01-07,41.50219
2022-01-08,26.37061
2022-01-09,30.09868
2022-01-10,51.15131
2022-01-11,47.86184
2022-01-12,48.73903
2022-01-13,38.76096
2022-01-14,40.07675
2022-01-15,25.82236
2022-01-16,31.30482
2022-01-17,49.17763
2022-01-18,40.57017
2022-01-19,40.67982
2022-01-20,39.58333
2022-01-21,33.9364
2022-01-22,25.65789
2022-01-23,27.08333
2022-01-24,46.2171
2022-01-25,38.87061
2022-01-26,41.61184
2022-01-27,36.95175
2022-01-28,34.32017
2022-01-29,22.75219
2022-01-30,17.81798
2022-01-31,18.91447
2022-02-01,23.02631
2022-02-02,30.20833
2022-02-03,60.36184
2022-02-04,57.23684
2022-02-05,32.29166
2022-02-06,31.96271
2022-02-07,50.10964
2022-02-08,42.37938
2022-02-09,46.875
2022-02-10,44.68201
2022-02-11,43.3114
2022-02-12,27.35745
2022-02-13,31.19517
2022-02-14,56.57894
2022-02-15,51.69956
2022-02-16,42.21491
2022-02-17,45.66885
2022-02-18,44.35307
2022-02-19,29.55043
2022-02-20,29.00219
2022-02-21,56.79824
2022-02-22,54.71491
2022-02-23,50.0
2022-02-24,48.02631
2022-02-25,43.69517
2022-02-26,26.37061
2022-02-27,28.45394
2022-02-28,48.73903
2022-03-01,39.47368
2022-03-02,51.15131
2022-03-03,52.2478
2022-03-04,48.62938
2022-03-05,30.8114
2022-03-06,28.23464
2022-03-07,49.39692
2022-03-08,47.36842
2022-03-09,32.34649
2022-03-10,48.79385
2022-03-11,46.16228
2022-03-12,29.66008
2022-03-13,29.93421
2022-03-14,53.61842
2022-03-15,49.39692
2022-03-16,46.875
2022-03-17,45.33991
2022-03-18,39.5285
2022-03-19,25.27412
2022-03-20,27.08333
2022-03-21,45.72368
2022-03-22,44.02412
2022-03-23,41.88596
2022-03-24,33.55263
2022-03-25,35.91008
2022-03-26,25.10964
2022-03-27,23.68421
2022-03-28,40.1864
2022-03-29,39.80263
2022-03-30,41.11842
2022-03-31,35.96491
2022-04-01,37.88377
2022-04-02,24.45175
2022-04-03,24.50657
2022-04-04,44.90131
2022-04-05,44.57236
2022-04-06,39.7478
2022-04-07,35.52631
2022-04-08,35.63596
2022-04-09,20.01096
2022-04-10,25.93201
2022-04-11,45.94298
2022-04-12,42.43421
2022-04-13,41.66666
2022-04-14,42.6535
2022-04-15,34.04605
2022-04-16,21.4364
2022-04-17,25.21929
2022-04-18,41.94078
2022-04-19,40.4057
2022-04-20,35.25219
2022-04-21,35.03289
2022-04-22,34.375
2022-04-23,22.47807
2022-04-24,21.49122
2022-04-25,37.2807
2022-04-26,41.11842
2022-04-27,34.70394
2022-04-28,34.32017
2022-04-29,30.26315
2022-04-30,22.97149
2022-05-01,23.9035
2022-05-02,43.80482
2022-05-03,38.65131
2022-05-04,36.45833
2022-05-05,24.5614
2022-05-06,34.64912
2022-05-07,20.50438
2022-05-08,24.67105
2022-05-09,46.76535
2022-05-10,43.20175
2022-05-11,41.11842
2022-05-12,35.52631
2022-05-13,33.7171
2022-05-14,23.57456
2022-05-15,23.30043
2022-05-16,43.20175
2022-05-17,38.81578
2022-05-18,36.73245
2022-05-19,40.07675
2022-05-20,37.60964
2022-05-21,18.58552
2022-05-22,21.76535
2022-05-23,41.33771
2022-05-24,38.92543
2022-05-25,40.35087
2022-05-26,35.80043
2022-05-27,33.4978
2022-05-28,18.58552
2022-05-29,20.83333
2022-05-30,42.05043
2022-05-31,34.97807
2022-06-01,26.31578
2022-06-02,37.33552
2022-06-03,36.23903
2022-06-04,20.55921
2022-06-05,21.4364
2022-06-06,27.35745
2022-06-07,38.92543
2022-06-08,44.46271
2022-06-09,38.54166
2022-06-10,32.34649
2022-06-11,21.54605
2022-06-12,24.28728
2022-06-13,40.51535
2022-06-14,45.06578
2022-06-15,43.64035
2022-06-16,41.06359
2022-06-17,31.63377
2022-06-18,20.83333
2022-06-19,23.30043
2022-06-20,44.13377
2022-06-21,39.80263
2022-06-22,37.82894
2022-06-23,31.0307
2022-06-24,31.52412
2022-06-25,20.28508
2022-06-26,22.42324
2022-06-27,40.1864
2022-06-28,38.87061
2022-06-29,35.36184
2022-06-30,36.73245
2022-07-01,34.59429
2022-07-02,27.2478
2022-07-03,26.04166
2022-07-04,49.67105
2022-07-05,43.14692
2022-07-06,36.73245
2022-07-07,33.44298
2022-07-08,29.98903
2022-07-09,19.68201
2022-07-10,22.42324
2022-07-11,42.26973
2022-07-12,44.51754
2022-07-13,35.85526
2022-07-14,37.2807
2022-07-15,33.38815
2022-07-16,19.79166
2022-07-17,23.08114
2022-07-18,38.21271
2022-07-19,36.78728
2022-07-20,38.76096
2022-07-21,40.24122
2022-07-22,30.75657
2022-07-23,19.24342
2022-07-24,25.43859
2022-07-25,44.84649
2022-07-26,39.69298
2022-07-27,35.91008
2022-07-28,34.42982
2022-07-29,32.23684
2022-07-30,19.62719
2022-07-31,23.9035
2022-08-01,38.26754
2022-08-02,39.08991
2022-08-03,36.56798
2022-08-04,34.32017
2022-08-05,32.89473
2022-08-06,23.02631
2022-08-07,24.17763
2022-08-08,43.03728
2022-08-09,42.05043
2022-08-10,39.5285
2022-08-11,39.08991
2022-08-12,34.26535
2022-08-13,21.54605
2022-08-14,18.85964
2022-08-15,25.05482
2022-08-16,41.77631
2022-08-17,42.26973
2022-08-18,35.58114
2022-08-19,30.86622
2022-08-20,23.95833
2022-08-21,23.41008
2022-08-22,41.17324
2022-08-23,36.67763
2022-08-24,35.91008
2022-08-25,39.47368
2022-08-26,30.75657
2022-08-27,16.00877
2022-08-28,17.76315
2022-08-29,34.70394
2022-08-30,38.98026
2022-08-31,35.19736
2022-09-01,37.17105
2022-09-02,32.40131
2022-09-03,17.16008
2022-09-04,22.47807
2022-09-05,34.70394
2022-09-06,32.62061
2022-09-07,29.44078
2022-09-08,27.79605
2022-09-09,17.32456
2022-09-10,16.33771
2022-09-11,16.94078
2022-09-12,22.03947
2022-09-13,47.91666
2022-09-14,47.53289
2022-09-15,42.98245
2022-09-16,37.44517
2022-09-17,20.33991
2022-09-18,18.14692
2022-09-19,41.83114
2022-09-20,39.91228
2022-09-21,35.47149
2022-09-22,32.01754
2022-09-23,26.48026
2022-09-24,18.3114
2022-09-25,19.68201
2022-09-26,39.41885
2022-09-27,34.81359
2022-09-28,35.03289
2022-09-29,35.19736
2022-09-30,31.08552
2022-10-01,16.28289
2022-10-02,15.13157
2022-10-03,25.27412
2022-10-04,45.50438
2022-10-05,36.51315
2022-10-06,31.35964
2022-10-07,27.74122
2022-10-08,15.29605
2022-10-09,16.50219
2022-10-10,19.68201
2022-10-11,31.19517
2022-10-12,35.74561
2022-10-13,30.70175
2022-10-14,29.22149
2022-10-15,17.6535
2022-10-16,22.14912
2022-10-17,35.69078
2022-10-18,33.55263
2022-10-19,30.53728
2022-10-20,27.79605
2022-10-21,24.94517
2022-10-22,14.9671
2022-10-23,15.51535
2022-10-24,28.50877
2022-10-25,26.37061
2022-10-26,28.56359
2022-10-27,25.98684
2022-10-28,21.92982
2022-10-29,16.66666
2022-10-30,13.59649
2022-10-31,27.13815
2022-11-01,27.13815
2022-11-02,25.16447
2022-11-03,23.08114
2022-11-04,21.82017
2022-11-05,15.46052
2022-11-06,14.85745
2022-11-07,29.27631
2022-11-08,31.35964
2022-11-09,29.76973
2022-11-10,31.63377
2022-11-11,23.24561
2022-11-12,14.14473
2022-11-13,16.94078
2022-11-14,27.52192
2022-11-15,24.5614
2022-11-16,25.38377
2022-11-17,27.57675
2022-11-18,21.10745
2022-11-19,13.43201
2022-11-20,14.91228
2022-11-21,28.34429
2022-11-22,26.91885
2022-11-23,28.61842
2022-11-24,24.45175
2022-11-25,21.98464
2022-11-26,12.44517
2022-11-27,13.98026
2022-11-28,27.08333
2022-11-29,25.98684
2022-11-30,27.57675
2022-12-01,27.63157
2022-12-02,22.31359
2022-12-03,16.00877
2022-12-04,19.02412
2022-12-05,34.81359
2022-12-06,34.375
2022-12-07,29.33114
2022-12-08,29.76973
2022-12-09,25.71271
2022-12-10,19.73684
2022-12-11,20.06578
2022-12-12,36.78728
2022-12-13,34.42982
2022-12-14,30.97587
2022-12-15,28.72807
2022-12-16,26.58991
2022-12-17,14.30921
2022-12-18,19.29824
2022-12-19,38.32236
2022-12-20,31.63377
2022-12-21,32.23684
2022-12-22,29.11184
2022-12-23,26.53508
2022-12-24,15.84429
2022-12-25,17.92763
2022-12-26,33.2785
2022-12-27,33.44298
2022-12-28,30.70175
2022-12-29,26.97368
2022-12-30,23.46491
2022-12-31,16.44736
2023-01-01,22.75219
2023-01-02,37.44517
2023-01-03,33.77192
2023-01-04,34.48464
2023-01-05,32.07236
2023-01-06,25.65789
2023-01-07,18.25657
2023-01-08,19.29824
2023-01-09,32.67543
2023-01-10,35.96491
2023-01-11,29.44078
2023-01-12,28.56359
2023-01-13,29.44078
2023-01-14,19.57236
2023-01-15,19.07894
2023-01-16,34.97807
2023-01-17,33.82675
2023-01-18,29.87938
2023-01-19,24.61622
2023-01-20,20.50438
2023-01-21,16.00877
2023-01-22,14.03508
2023-01-23,16.55701
2023-01-24,19.95614
2023-01-25,45.7785
2023-01-26,38.59649
2023-01-27,33.38815
2023-01-28,22.14912
2023-01-29,17.76315
2023-01-30,34.42982
2023-01-31,32.73026
2023-02-01,32.73026
2023-02-02,32.07236
2023-02-03,32.18201
2023-02-04,23.84868
2023-02-05,21.875
2023-02-06,39.63815
2023-02-07,36.73245
2023-02-08,33.66228
2023-02-09,31.35964
2023-02-10,27.74122
2023-02-11,18.20175
2023-02-12,20.66885
2023-02-13,36.01973
2023-02-14,36.07456
2023-02-15,35.19736
2023-02-16,33.82675
2023-02-17,28.50877
2023-02-18,18.5307
2023-02-19,22.80701
2023-02-20,36.29385
2023-02-21,32.78508
2023-02-22,30.09868
2023-02-23,29.66008
2023-02-24,27.57675
2023-02-25,19.84649
2023-02-26,23.57456
2023-02-27,35.25219
2023-02-28,35.19736
2023-03-01,26.91885
2023-03-02,35.30701
2023-03-03,31.08552
2023-03-04,23.46491
2023-03-05,26.09649
2023-03-06,35.25219
2023-03-07,34.1557
2023-03-08,33.11403
2023-03-09,32.62061
2023-03-10,28.94736
2023-03-11,17.8728
2023-03-12,20.28508
2023-03-13,36.12938
2023-03-14,34.10087
2023-03-15,35.14254
2023-03-16,36.34868
2023-03-17,25.60307
2023-03-18,19.51754
2023-03-19,19.35307
2023-03-20,33.82675
2023-03-21,32.07236
2023-03-22,31.96271
2023-03-23,29.87938
2023-03-24,24.72587
2023-03-25,16.55701
2023-03-26,18.25657
2023-03-27,33.4978
2023-03-28,32.89473
2023-03-29,27.9057
2023-03-30,20.72368
2023-03-31,26.42543
2023-04-01,16.50219
2023-04-02,16.99561
2023-04-03,31.85307
2023-04-04,31.96271
2023-04-05,28.94736
2023-04-06,27.08333
2023-04-07,27.19298
2023-04-08,16.33771
2023-04-09,19.29824
2023-04-10,29.44078
2023-04-11,29.60526
2023-04-12,27.52192
2023-04-13,29.05701
2023-04-14,26.26096
2023-04-15,16.50219
2023-04-16,19.40789
2023-04-17,33.82675
2023-04-18,28.94736
2023-04-19,25.32894
2023-04-20,25.82236
2023-04-21,19.40789
2023-04-22,17.16008
2023-04-23,17.43421
2023-04-24,32.07236
2023-04-25,28.28947
2023-04-26,30.70175
2023-04-27,27.74122
2023-04-28,25.71271
2023-04-29,19.02412
2023-04-30,17.6535
2023-05-01,22.80701
2023-05-02,34.26535
2023-05-03,29.27631
2023-05-04,27.19298
2023-05-05,18.25657
2023-05-06,17.54385
2023-05-07,18.91447
2023-05-08,32.67543
2023-05-09,28.28947
2023-05-10,28.07017
2023-05-11,25.05482
2023-05-12,25.43859
2023-05-13,13.65131
2023-05-14,15.4057
2023-05-15,29.93421
2023-05-16,27.41228
2023-05-17,26.53508
2023-05-18,26.75438
2023-05-19,23.19078
2023-05-20,15.13157
2023-05-21,16.66666
2023-05-22,26.64473
2023-05-23,23.41008
2023-05-24,24.5614
2023-05-25,23.35526
2023-05-26,20.33991
2023-05-27,13.04824
2023-05-28,9.42982
