date,금한돈중량
2020-08-13,28.57915
2020-08-14,17.62876
2020-08-15,23.96917
2020-08-16,19.83236
2020-08-17,19.19697
2020-08-18,21.1437
2020-08-19,19.46735
2020-08-20,16.79059
2020-08-21,20.96795
2020-08-22,17.77747
2020-08-23,15.56036
2020-08-24,16.99337
2020-08-25,20.76517
2020-08-26,14.37069
2020-08-27,16.89874
2020-08-28,17.34486
2020-08-29,14.7357
2020-08-30,16.3715
2020-08-31,19.53494
2020-09-01,16.27686
2020-09-02,17.18264
2020-09-03,14.08679
2020-09-04,18.92659
2020-09-05,18.87251
2020-09-06,16.34446
2020-09-07,18.03433
2020-09-08,14.77626
2020-09-09,16.38502
2020-09-10,15.93889
2020-09-11,15.14127
2020-09-12,19.80532
2020-09-13,16.29038
2020-09-14,17.70988
2020-09-15,17.62876
2020-09-16,15.37109
2020-09-17,13.62714
2020-09-18,18.65621
2020-09-19,17.79099
2020-09-20,14.10031
2020-09-21,15.5198
2020-09-22,14.43828
2020-09-23,12.80248
2020-09-24,14.35717
2020-09-25,14.78977
2020-09-26,12.62674
2020-09-27,11.47762
2020-09-28,15.79018
2020-09-29,13.24861
2020-09-30,15.31702
2020-10-01,22.23874
2020-10-02,18.0073
2020-10-03,15.60091
2020-10-04,17.69636
2020-10-05,17.91266
2020-10-06,15.68203
2020-10-07,14.03271
2020-10-08,13.89752
2020-10-09,13.49195
2020-10-10,14.30309
2020-10-11,12.82952
2020-10-12,15.00608
2020-10-13,13.78937
2020-10-14,16.62836
2020-10-15,13.43788
2020-10-16,14.07327
2020-10-17,13.26213
2020-10-18,13.12694
2020-10-19,13.77585
2020-10-20,13.46491
2020-10-21,14.49236
2020-10-22,15.62795
2020-10-23,13.72177
2020-10-24,12.96471
2020-10-25,12.42395
2020-10-26,14.2355
2020-10-27,14.18142
2020-10-28,16.16871
2020-10-29,14.74922
2020-10-30,14.00567
2020-10-31,11.66689
2020-11-01,12.38339
2020-11-02,14.15438
2020-11-03,13.68122
2020-11-04,13.64066
2020-11-05,13.93808
2020-11-06,14.08679
2020-11-07,13.53251
2020-11-08,12.14005
2020-11-09,13.47843
2020-11-10,15.47924
2020-11-11,14.18142
2020-11-12,12.85656
2020-11-13,12.23468
2020-11-14,14.10031
2020-11-15,11.34243
2020-11-16,13.89752
2020-11-17,12.77544
2020-11-18,14.4518
2020-11-19,13.27565
2020-11-20,13.92456
2020-11-21,13.9516
2020-11-22,12.85656
2020-11-23,12.38339
2020-11-24,12.61322
2020-11-25,14.37069
2020-11-26,13.00527
2020-11-27,15.03312
2020-11-28,14.42476
2020-11-29,12.2482
2020-11-30,15.37109
2020-12-01,13.93808
2020-12-02,21.08963
2020-12-03,15.96593
2020-12-04,15.19534
2020-12-05,15.19534
2020-12-06,13.32972
2020-12-07,16.92578
2020-12-08,14.64107
2020-12-09,15.61443
2020-12-10,16.69595
2020-12-11,15.99297
2020-12-12,14.69514
2020-12-13,13.53251
2020-12-14,14.34365
2020-12-15,16.27686
2020-12-16,17.10152
2020-12-17,16.22279
2020-12-18,19.15641
2020-12-19,17.02041
2020-12-20,15.27646
2020-12-21,17.62876
2020-12-22,17.20967
2020-12-23,17.60173
2020-12-24,20.17033
2020-12-25,16.23631
2020-12-26,15.92537
2020-12-27,14.952
2020-12-28,18.60213
2020-12-29,18.66973
2020-12-30,19.54846
2020-12-31,19.33216
2021-01-01,43.13911
2021-01-02,28.26821
2021-01-03,23.68527
2021-01-04,22.23874
2021-01-05,22.54968
2021-01-06,26.18629
2021-01-07,20.48127
2021-01-08,19.54846
2021-01-09,43.92321
2021-01-10,40.94903
2021-01-11,27.47059
2021-01-12,24.75327
2021-01-13,25.40219
2021-01-14,24.78031
2021-01-15,21.76558
2021-01-16,23.64472
2021-01-17,23.15803
2021-01-18,20.50831
2021-01-19,20.04866
2021-01-20,22.30634
2021-01-21,19.54846
2021-01-22,17.88562
2021-01-23,19.2916
2021-01-24,25.7672
2021-01-25,20.27849
2021-01-26,20.83277
2021-01-27,17.58821
2021-01-28,18.30471
2021-01-29,22.45504
2021-01-30,17.31783
2021-01-31,19.5755
2021-02-01,16.39853
2021-02-02,18.87251
2021-02-03,17.03393
2021-02-04,15.33053
2021-02-05,18.26416
2021-02-06,18.61565
2021-02-07,17.62876
2021-02-08,19.45383
2021-02-09,22.06299
2021-02-10,23.90158
2021-02-11,21.72502
2021-02-12,28.78193
2021-02-13,22.73894
2021-02-14,27.43003
2021-02-15,24.44234
2021-02-16,24.00973
2021-02-17,21.18426
2021-02-18,20.53535
2021-02-19,34.67622
2021-02-20,27.87616
2021-02-21,28.17358
2021-02-22,22.69839
2021-02-23,23.22563
2021-02-24,19.89995
2021-02-25,19.27808
2021-02-26,17.41246
2021-02-27,22.34689
2021-02-28,21.4276
2021-03-01,18.52102
2021-03-02,18.7914
2021-03-03,20.80573
2021-03-04,23.64472
2021-03-05,19.71069
2021-03-06,23.71231
2021-03-07,23.15803
2021-03-08,19.21049
2021-03-09,16.84466
2021-03-10,17.62876
2021-03-11,18.61565
2021-03-12,17.62876
2021-03-13,19.23752
2021-03-14,22.10355
2021-03-15,18.64269
2021-03-16,18.42638
2021-03-17,18.88603
2021-03-18,18.83195
2021-03-19,16.5878
2021-03-20,19.49438
2021-03-21,17.57469
2021-03-22,19.30512
2021-03-23,16.43909
2021-03-24,16.29038
2021-03-25,15.89833
2021-03-26,16.64188
2021-03-27,19.0753
2021-03-28,17.80451
2021-03-29,18.18304
2021-03-30,16.42557
2021-03-31,18.38583
2021-04-01,17.99378
2021-04-02,16.47965
2021-04-03,18.57509
2021-04-04,17.87211
2021-04-05,20.29201
2021-04-06,18.03433
2021-04-07,16.84466
2021-04-08,17.088
2021-04-09,17.88562
2021-04-10,19.67013
2021-04-11,19.38623
2021-04-12,17.88562
2021-04-13,17.04745
2021-04-14,18.77788
2021-04-15,18.92659
2021-04-16,20.56239
2021-04-17,20.79221
2021-04-18,15.64147
2021-04-19,17.91266
2021-04-20,19.23752
2021-04-21,17.11504
2021-04-22,19.44031
2021-04-23,16.60132
2021-04-24,16.91226
2021-04-25,16.02
2021-04-26,19.02122
2021-04-27,18.48046
2021-04-28,23.86102
2021-04-29,18.56157
2021-04-30,18.42638
2021-05-01,25.57793
2021-05-02,28.28173
2021-05-03,20.18385
2021-05-04,21.00851
2021-05-05,21.23833
2021-05-06,20.68406
2021-05-07,20.00811
2021-05-08,22.03596
2021-05-09,20.0757
2021-05-10,22.00892
2021-05-11,19.91347
2021-05-12,18.34527
2021-05-13,16.8717
2021-05-14,16.8041
2021-05-15,17.64228
2021-05-16,16.50669
2021-05-17,19.224
2021-05-18,17.45302
2021-05-19,24.23955
2021-05-20,20.60294
2021-05-21,21.00851
2021-05-22,21.57631
2021-05-23,20.96795
2021-05-24,21.03555
2021-05-25,17.92618
2021-05-26,17.77747
2021-05-27,21.08963
2021-05-28,19.03474
2021-05-29,23.0634
2021-05-30,14.70866
2021-05-31,16.42557
2021-06-01,19.27808
2021-06-02,18.41287
2021-06-03,18.12897
2021-06-04,17.99378
2021-06-05,16.23631
2021-06-06,20.22441
2021-06-07,14.89793
2021-06-08,15.74962
2021-06-09,16.26335
2021-06-10,17.64228
2021-06-11,16.85818
2021-06-12,22.06299
2021-06-13,18.27768
2021-06-14,18.41287
2021-06-15,16.60132
2021-06-16,17.9397
2021-06-17,17.14208
2021-06-18,18.81843
2021-06-19,18.53454
2021-06-20,15.62795
2021-06-21,20.12978
2021-06-22,19.18345
2021-06-23,18.56157
2021-06-24,17.9397
2021-06-25,16.77707
2021-06-26,17.60173
2021-06-27,15.77666
2021-06-28,17.39894
2021-06-29,17.64228
2021-06-30,22.86061
2021-07-01,18.06137
2021-07-02,25.09125
2021-07-03,30.45829
2021-07-04,20.17033
2021-07-05,21.6439
2021-07-06,21.79261
2021-07-07,23.42841
2021-07-08,18.87251
2021-07-09,20.33256
2021-07-10,22.67135
2021-07-11,24.56401
2021-07-12,16.84466
2021-07-13,18.41287
2021-07-14,16.41205
2021-07-15,18.92659
2021-07-16,18.80492
2021-07-17,21.17074
2021-07-18,21.23833
2021-07-19,17.6558
2021-07-20,18.83195
2021-07-21,18.25064
2021-07-22,18.62917
2021-07-23,15.03312
2021-07-24,17.76395
2021-07-25,18.88603
2021-07-26,15.83074
2021-07-27,17.10152
2021-07-28,17.12856
2021-07-29,14.28957
2021-07-30,20.0757
2021-07-31,18.10193
2021-08-01,20.61646
2021-08-02,18.0073
2021-08-03,16.75003
2021-08-04,15.83074
2021-08-05,18.95362
2021-08-06,15.16831
2021-08-07,22.09003
2021-08-08,20.50831
2021-08-09,18.35879
2021-08-10,17.50709
2021-08-11,18.80492
2021-08-12,20.75165
2021-08-13,19.73773
2021-08-14,23.75287
2021-08-15,18.61565
2021-08-16,15.27646
2021-08-17,17.9397
2021-08-18,20.02163
2021-08-19,18.19656
2021-08-20,18.48046
2021-08-21,24.28011
2021-08-22,19.8594
2021-08-23,17.6558
2021-08-24,20.19737
2021-08-25,17.62876
2021-08-26,19.35919
2021-08-27,17.41246
2021-08-28,20.75165
2021-08-29,23.00932
2021-08-30,17.7234
2021-08-31,18.31823
2021-09-01,16.3039
2021-09-02,19.12937
2021-09-03,17.16912
2021-09-04,19.95403
2021-09-05,17.10152
2021-09-06,16.34446
2021-09-07,17.96674
2021-09-08,15.41165
2021-09-09,17.70988
2021-09-10,14.76274
2021-09-11,17.50709
2021-09-12,17.7234
2021-09-13,15.84426
2021-09-14,17.16912
2021-09-15,17.4395
2021-09-16,20.65702
2021-09-17,18.80492
2021-09-18,21.75206
2021-09-19,19.15641
2021-09-20,16.79059
2021-09-21,21.9954
2021-09-22,25.4833
2021-09-23,18.98066
2021-09-24,20.37312
2021-09-25,27.18669
2021-09-26,16.15519
2021-09-27,17.1556
2021-09-28,15.89833
2021-09-29,16.57428
2021-09-30,18.87251
2021-10-01,16.45261
2021-10-02,17.18264
2021-10-03,19.83236
2021-10-04,17.3719
2021-10-05,17.06097
2021-10-06,15.69555
2021-10-07,16.19575
2021-10-08,16.46613
2021-10-09,19.62957
2021-10-10,17.06097
2021-10-11,15.85778
2021-10-12,15.26294
2021-10-13,17.088
2021-10-14,16.00648
2021-10-15,16.3039
2021-10-16,19.11585
2021-10-17,16.47965
2021-10-18,13.87048
2021-10-19,15.49276
2021-10-20,12.89712
2021-10-21,15.18183
2021-10-22,16.3039
2021-10-23,17.1556
2021-10-24,17.29079
2021-10-25,18.25064
2021-10-26,14.34365
2021-10-27,14.89793
2021-10-28,16.12816
2021-10-29,13.45139
2021-10-30,14.27605
2021-10-31,13.97863
2021-11-01,15.84426
2021-11-02,15.24942
2021-11-03,13.6677
2021-11-04,15.87129
2021-11-05,13.89752
2021-11-06,14.18142
2021-11-07,17.39894
2021-11-08,14.50588
2021-11-09,13.76233
2021-11-10,14.81681
2021-11-11,15.04664
2021-11-12,15.11423
2021-11-13,23.59064
2021-11-14,15.92537
2021-11-15,14.97904
2021-11-16,16.83114
2021-11-17,17.00689
2021-11-18,15.45221
2021-11-19,14.92496
2021-11-20,22.36041
2021-11-21,16.43909
2021-11-22,26.06462
2021-11-23,14.39772
2021-11-24,13.26213
2021-11-25,15.12775
2021-11-26,13.81641
2021-11-27,16.47965
2021-11-28,16.49317
2021-11-29,17.95322
2021-11-30,17.70988
2021-12-01,17.14208
2021-12-02,15.19534
2021-12-03,14.91145
2021-12-04,17.3719
2021-12-05,14.92496
2021-12-06,16.12816
2021-12-07,16.8717
2021-12-08,16.89874
2021-12-09,14.03271
2021-12-10,18.77788
2021-12-11,16.95281
2021-12-12,20.73813
2021-12-13,14.61403
2021-12-14,16.60132
2021-12-15,18.81843
2021-12-16,19.06178
2021-12-17,15.49276
2021-12-18,17.80451
2021-12-19,16.83114
2021-12-20,21.44112
2021-12-21,19.33216
2021-12-22,17.11504
2021-12-23,19.88644
2021-12-24,19.56198
2021-12-25,19.33216
2021-12-26,21.08963
2021-12-27,18.34527
2021-12-28,20.1433
2021-12-29,21.02203
2021-12-30,21.36001
2021-12-31,26.88927
2022-01-01,33.64877
2022-01-02,29.32269
2022-01-03,23.22563
2022-01-04,22.00892
2022-01-05,22.64431
2022-01-06,30.78274
2022-01-07,28.94416
2022-01-08,26.51074
2022-01-09,26.09165
2022-01-10,20.67054
2022-01-11,57.7937
2022-01-12,40.0027
2022-01-13,25.11829
2022-01-14,19.49438
2022-01-15,30.64755
2022-01-16,23.38785
2022-01-17,18.33175
2022-01-18,21.95484
2022-01-19,19.33216
2022-01-20,18.92659
2022-01-21,20.23793
2022-01-22,34.00027
2022-01-23,28.24117
2022-01-24,20.72461
2022-01-25,18.88603
2022-01-26,20.34608
2022-01-27,19.03474
2022-01-28,23.25267
2022-01-29,23.57712
2022-01-30,27.75449
2022-01-31,20.37312
2022-02-01,35.60903
2022-02-02,32.9593
2022-02-03,21.48168
2022-02-04,22.33337
2022-02-05,25.86183
2022-02-06,31.06664
2022-02-07,18.46694
2022-02-08,21.46816
2022-02-09,21.23833
2022-02-10,19.42679
2022-02-11,18.88603
2022-02-12,22.83358
2022-02-13,22.91469
2022-02-14,20.11626
2022-02-15,28.1195
2022-02-16,19.87292
2022-02-17,16.96633
2022-02-18,17.18264
2022-02-19,19.58902
2022-02-20,19.73773
2022-02-21,16.84466
2022-02-22,19.03474
2022-02-23,20.76517
2022-02-24,23.57712
2022-02-25,19.52142
2022-02-26,18.88603
2022-02-27,20.73813
2022-02-28,19.04826
2022-03-01,22.67135
2022-03-02,17.088
2022-03-03,17.62876
2022-03-04,17.57469
2022-03-05,20.08922
2022-03-06,32.71596
2022-03-07,20.4272
2022-03-08,20.69758
2022-03-09,18.14249
2022-03-10,14.07327
2022-03-11,16.06056
2022-03-12,16.99337
2022-03-13,16.3039
2022-03-14,16.34446
2022-03-15,16.64188
2022-03-16,16.14167
2022-03-17,14.3842
2022-03-18,15.68203
2022-03-19,15.33053
2022-03-20,12.55914
2022-03-21,12.39691
2022-03-22,13.51899
2022-03-23,14.84385
2022-03-24,13.70826
2022-03-25,14.08679
2022-03-26,14.37069
2022-03-27,13.15398
2022-03-28,11.748
2022-03-29,12.82952
2022-03-30,13.89752
2022-03-31,13.884
2022-04-01,13.76233
2022-04-02,13.43788
2022-04-03,12.34284
2022-04-04,12.84304
2022-04-05,13.6677
2022-04-06,12.74841
2022-04-07,12.65377
2022-04-08,12.82952
2022-04-09,13.68122
2022-04-10,11.57225
2022-04-11,11.4641
2022-04-12,12.84304
2022-04-13,15.88481
2022-04-14,12.82952
2022-04-15,13.3162
2022-04-16,14.30309
2022-04-17,13.15398
2022-04-18,13.51899
2022-04-19,14.77626
2022-04-20,16.41205
2022-04-21,14.6681
2022-04-22,14.49236
2022-04-23,15.31702
2022-04-24,16.19575
2022-04-25,15.60091
2022-04-26,15.26294
2022-04-27,17.56117
2022-04-28,17.27727
2022-04-29,17.18264
2022-04-30,18.64269
2022-05-01,15.43869
2022-05-02,15.93889
2022-05-03,15.95241
2022-05-04,15.89833
2022-05-05,15.65499
2022-05-06,14.97904
2022-05-07,19.08881
2022-05-08,16.70947
2022-05-09,16.3039
2022-05-10,16.76355
2022-05-11,20.45423
2022-05-12,17.14208
2022-05-13,15.26294
2022-05-14,15.68203
2022-05-15,13.72177
2022-05-16,15.12775
2022-05-17,16.00648
2022-05-18,16.04704
2022-05-19,14.49236
2022-05-20,15.10071
2022-05-21,14.96552
2022-05-22,14.77626
2022-05-23,12.68081
2022-05-24,15.14127
2022-05-25,17.88562
2022-05-26,14.57347
2022-05-27,15.45221
2022-05-28,13.49195
2022-05-29,12.64025
2022-05-30,12.96471
2022-05-31,13.81641
2022-06-01,19.04826
2022-06-02,13.92456
2022-06-03,12.87008
2022-06-04,13.45139
2022-06-05,13.41084
2022-06-06,19.10233
2022-06-07,14.46532
2022-06-08,14.30309
2022-06-09,16.31742
2022-06-10,13.22157
2022-06-11,15.07367
2022-06-12,16.54724
2022-06-13,17.83155
2022-06-14,14.96552
2022-06-15,15.47924
2022-06-16,16.10112
2022-06-17,14.26253
2022-06-18,14.84385
2022-06-19,13.05934
2022-06-20,15.26294
2022-06-21,14.58699
2022-06-22,15.43869
2022-06-23,12.91063
2022-06-24,13.91104
2022-06-25,14.39772
2022-06-26,13.14046
2022-06-27,14.26253
2022-06-28,13.61362
2022-06-29,14.10031
2022-06-30,14.37069
2022-07-01,15.14127
2022-07-02,14.80329
2022-07-03,13.30269
2022-07-04,13.96512
2022-07-05,13.53251
2022-07-06,14.7357
2022-07-07,14.54643
2022-07-08,13.61362
2022-07-09,15.99297
2022-07-10,13.70826
2022-07-11,13.22157
2022-07-12,14.28957
2022-07-13,13.41084
2022-07-14,13.04582
2022-07-15,12.82952
2022-07-16,13.96512
2022-07-17,13.78937
2022-07-18,13.26213
2022-07-19,13.3838
2022-07-20,14.11382
2022-07-21,13.93808
2022-07-22,12.5997
2022-07-23,14.74922
2022-07-24,14.04623
2022-07-25,13.53251
2022-07-26,15.65499
2022-07-27,12.93767
2022-07-28,12.35636
2022-07-29,13.64066
2022-07-30,14.57347
2022-07-31,12.68081
2022-08-01,14.84385
2022-08-02,13.87048
2022-08-03,13.08638
2022-08-04,13.58658
2022-08-05,14.24901
2022-08-06,15.8037
2022-08-07,12.68081
2022-08-08,13.85696
2022-08-09,12.41043
2022-08-10,14.1679
2022-08-11,13.91104
2022-08-12,13.97863
2022-08-13,13.92456
2022-08-14,13.81641
2022-08-15,15.60091
2022-08-16,14.89793
2022-08-17,13.72177
2022-08-18,13.04582
2022-08-19,13.84345
2022-08-20,13.96512
2022-08-21,12.99175
2022-08-22,14.15438
2022-08-23,15.64147
2022-08-24,17.34486
2022-08-25,15.35757
2022-08-26,13.91104
2022-08-27,14.42476
2022-08-28,13.76233
2022-08-29,12.22117
2022-08-30,13.72177
2022-08-31,13.87048
2022-09-01,14.14086
2022-09-02,14.952
2022-09-03,14.15438
2022-09-04,14.64107
2022-09-05,11.51818
2022-09-06,12.39691
2022-09-07,17.60173
2022-09-08,11.95079
2022-09-09,14.46532
2022-09-10,14.99256
2022-09-11,17.79099
2022-09-12,17.64228
2022-09-13,17.30431
2022-09-14,16.31742
2022-09-15,15.97945
2022-09-16,12.8836
2022-09-17,13.50547
2022-09-18,15.42517
2022-09-19,15.41165
2022-09-20,13.81641
2022-09-21,14.57347
2022-09-22,13.34324
2022-09-23,12.54562
2022-09-24,14.61403
2022-09-25,12.74841
2022-09-26,13.45139
2022-09-27,14.49236
2022-09-28,13.68122
2022-09-29,13.6001
2022-09-30,8.44937
2022-10-01,4.13681
2022-10-02,4.28552
2022-10-03,4.74516
2022-10-04,4.47478
2022-10-05,7.9762
2022-10-06,7.21914
2022-10-07,7.1245
2022-10-08,7.93564
2022-10-09,5.97539
2022-10-10,6.32688
2022-10-11,8.28714
2022-10-12,8.0438
2022-10-13,7.30025
2022-10-14,7.6923
2022-10-15,5.08314
2022-10-16,3.93402
2022-10-17,5.63742
2022-10-18,7.58415
2022-10-19,5.31296
2022-10-20,7.21914
2022-10-21,6.85413
2022-10-22,6.75949
2022-10-23,5.34
2022-10-24,7.21914
2022-10-25,7.35433
2022-10-26,7.94916
2022-10-27,8.50344
2022-10-28,7.80045
2022-10-29,8.55752
2022-10-30,6.35392
2022-10-31,7.51656
2022-11-01,7.66526
2022-11-02,3.79883
2022-11-03,8.38177
2022-11-04,4.35311
2022-11-05,4.32607
2022-11-06,3.29863
2022-11-07,3.47438
2022-11-08,7.63823
2022-11-09,7.24618
2022-11-10,7.25969
2022-11-11,7.16506
2022-11-12,7.39488
2022-11-13,7.31377
2022-11-14,7.24618
2022-11-15,7.32729
2022-11-16,7.07043
2022-11-17,6.70542
2022-11-18,7.86805
2022-11-19,6.9758
2022-11-20,8.00324
2022-11-21,7.73286
2022-11-22,7.38137
2022-11-23,8.23306
2022-11-24,7.20562
2022-11-25,7.57063
2022-11-26,8.46289
2022-11-27,8.61159
2022-11-28,8.81438
2022-11-29,7.77342
2022-11-30,8.42233
2022-12-01,12.41043
2022-12-02,11.39651
2022-12-03,6.54319
2022-12-04,4.33959
2022-12-05,4.63701
2022-12-06,8.20602
2022-12-07,9.66608
2022-12-08,6.00243
2022-12-09,7.55711
2022-12-10,8.53048
2022-12-11,8.3277
2022-12-12,8.27362
2022-12-13,9.03068
2022-12-14,8.88197
2022-12-15,8.71975
2022-12-16,10.38258
2022-12-17,9.51737
2022-12-18,9.49033
2022-12-19,8.7603
2022-12-20,9.43625
2022-12-21,10.99094
2022-12-22,9.27403
2022-12-23,9.57144
2022-12-24,9.8959
2022-12-25,9.3957
2022-12-26,9.24699
2022-12-27,9.86886
2022-12-28,5.93483
2022-12-29,9.59848
2022-12-30,10.35554
2022-12-31,7.84101
2023-01-01,14.00567
2023-01-02,10.97742
2023-01-03,6.08354
2023-01-04,6.6243
2023-01-05,5.92131
2023-01-06,9.8283
2023-01-07,8.63863
2023-01-08,6.25929
2023-01-09,5.23185
2023-01-10,8.48992
2023-01-11,8.36825
2023-01-12,6.11058
2023-01-13,5.89428
2023-01-14,8.88197
2023-01-15,7.51656
2023-01-16,7.70582
2023-01-17,6.44856
2023-01-18,5.47519
2023-01-19,5.25888
2023-01-20,9.19291
2023-01-21,10.4637
2023-01-22,11.16668
2023-01-23,11.2478
2023-01-24,9.53089
2023-01-25,7.94916
2023-01-26,9.88238
2023-01-27,9.66608
2023-01-28,6.66486
2023-01-29,6.32688
2023-01-30,5.52926
2023-01-31,6.16466
2023-02-01,8.30066
2023-02-02,10.88279
2023-02-03,9.00365
2023-02-04,7.86805
2023-02-05,5.25888
2023-02-06,5.71853
2023-02-07,7.44896
2023-02-08,8.57104
2023-02-09,6.0565
2023-02-10,9.1118
2023-02-11,8.88197
2023-02-12,5.94835
2023-02-13,6.31337
2023-02-14,5.12369
2023-02-15,5.8402
2023-02-16,8.71975
2023-02-17,9.63904
2023-02-18,6.48911
2023-02-19,4.92091
2023-02-20,4.29904
2023-02-21,5.35352
2023-02-22,10.08516
2023-02-23,8.08435
2023-02-24,8.78734
2023-02-25,8.84142
2023-02-26,8.66567
2023-02-27,8.3277
2023-02-28,8.24658
2023-03-01,13.20805
2023-03-02,5.66445
2023-03-03,7.13802
2023-03-04,8.36825
2023-03-05,7.90861
2023-03-06,7.07043
2023-03-07,7.08395
2023-03-08,5.08314
2023-03-09,4.09625
2023-03-10,4.31255
2023-03-11,4.90739
2023-03-12,4.36663
2023-03-13,4.56942
2023-03-14,5.98891
2023-03-15,8.13843
2023-03-16,7.88157
2023-03-17,8.20602
2023-03-18,8.0438
2023-03-19,6.6919
2023-03-20,8.43585
2023-03-21,9.99053
2023-03-22,6.51615
2023-03-23,9.13884
2023-03-24,8.27362
2023-03-25,8.20602
2023-03-26,10.15276
2023-03-27,8.44937
2023-03-28,9.77423
2023-03-29,10.54481
2023-03-30,9.77423
2023-03-31,10.54481
2023-04-01,9.21995
2023-04-02,9.97701
2023-04-03,9.96349
2023-04-04,7.82749
2023-04-05,12.04542
2023-04-06,21.53575
2023-04-07,11.00446
2023-04-08,5.74557
2023-04-09,7.30025
2023-04-10,7.21914
2023-04-11,6.85413
2023-04-12,10.62592
2023-04-13,6.52967
2023-04-14,6.86764
2023-04-15,5.69149
2023-04-16,5.86724
2023-04-17,7.39488
2023-04-18,9.74719
2023-04-19,9.69311
2023-04-20,7.93564
2023-04-21,6.92172
2023-04-22,5.0561
2023-04-23,3.52845
2023-04-24,4.12329
2023-04-25,6.32688
2023-04-26,6.55671
2023-04-27,6.93524
2023-04-28,5.0561
2023-04-29,6.54319
2023-04-30,4.79924
2023-05-01,4.82628
2023-05-02,4.92091
2023-05-03,5.25888
2023-05-04,5.39407
2023-05-05,5.02906
2023-05-06,5.31296
2023-05-07,4.67757
2023-05-08,5.44815
2023-05-09,6.67838
2023-05-10,4.85331
2023-05-11,5.00202
2023-05-12,4.51534
2023-05-13,4.7722
2023-05-14,3.4879
2023-05-15,4.39367
2023-05-16,4.16385
2023-05-17,4.10977
2023-05-18,4.92091
2023-05-19,4.43423
2023-05-20,5.5563
2023-05-21,3.96106
2023-05-22,4.47478
2023-05-23,7.20562
2023-05-24,7.74638
2023-05-25,9.09828
2023-05-26,7.13802
2023-05-27,4.42071
2023-05-28,3.4203
2023-05-29,3.59605
