date,마석역
2020-08-22,0.73283
2020-08-23,0.61671
2020-08-24,0.81848
2020-08-25,0.79374
2020-08-26,0.65859
2020-08-27,0.64527
2020-08-28,0.71189
2020-08-29,0.69285
2020-08-30,0.57103
2020-08-31,0.69856
2020-09-01,0.67763
2020-09-02,0.65669
2020-09-03,0.60149
2020-09-04,0.74996
2020-09-05,0.63956
2020-09-06,0.51774
2020-09-07,0.64717
2020-09-08,0.79754
2020-09-09,0.70237
2020-09-10,0.61671
2020-09-11,0.7747
2020-09-12,0.76138
2020-09-13,0.70237
2020-09-14,0.7176
2020-09-15,0.73092
2020-09-16,0.67382
2020-09-17,0.71379
2020-09-18,0.80896
2020-09-19,0.8851
2020-09-20,0.80516
2020-09-21,0.828
2020-09-22,0.80135
2020-09-23,0.80325
2020-09-24,0.73092
2020-09-25,0.91556
2020-09-26,0.80135
2020-09-27,0.65478
2020-09-28,0.83942
2020-09-29,0.83752
2020-09-30,0.85845
2020-10-01,0.68143
2020-10-02,0.74996
2020-10-03,0.9403
2020-10-04,0.72141
2020-10-05,0.86226
2020-10-06,0.83181
2020-10-07,0.89272
2020-10-08,0.76328
2020-10-09,0.88891
2020-10-10,1.08687
2020-10-11,0.76138
2020-10-12,0.97456
2020-10-13,1.01454
2020-10-14,0.82229
2020-10-15,0.8851
2020-10-16,0.95553
2020-10-17,1.05832
2020-10-18,0.80706
2020-10-19,0.89462
2020-10-20,1.03928
2020-10-21,1.00502
2020-10-22,0.97647
2020-10-23,1.05451
2020-10-24,0.97456
2020-10-25,0.84513
2020-10-26,0.93269
2020-10-27,0.97456
2020-10-28,1.10019
2020-10-29,1.1611
2020-10-30,1.12303
2020-10-31,1.10971
2020-11-01,0.85465
2020-11-02,0.95363
2020-11-03,1.05451
2020-11-04,0.96124
2020-11-05,1.08687
2020-11-06,1.25057
2020-11-07,1.20298
2020-11-08,1.02977
2020-11-09,0.96124
2020-11-10,0.99741
2020-11-11,1.05261
2020-11-12,1.06974
2020-11-13,1.17823
2020-11-14,1.20298
2020-11-15,1.02025
2020-11-16,0.97456
2020-11-17,1.01263
2020-11-18,0.97647
2020-11-19,0.95363
2020-11-20,1.04499
2020-11-21,1.06403
2020-11-22,0.85274
2020-11-23,1.01073
2020-11-24,0.94982
2020-11-25,0.78993
2020-11-26,0.85084
2020-11-27,0.97076
2020-11-28,0.73092
2020-11-29,0.68334
2020-11-30,0.79945
2020-12-01,0.7195
2020-12-02,0.75947
2020-12-03,0.78232
2020-12-04,0.78612
2020-12-05,0.79374
2020-12-06,1.27531
2020-12-07,1.60651
2020-12-08,1.1592
2020-12-09,0.94792
2020-12-10,0.92698
2020-12-11,1.03548
2020-12-12,0.96885
2020-12-13,0.7747
2020-12-14,0.73854
2020-12-15,0.79374
2020-12-16,0.71379
2020-12-17,0.83752
2020-12-18,0.82419
2020-12-19,0.74615
2020-12-20,0.6624
2020-12-21,0.82229
2020-12-22,0.85084
2020-12-23,0.67382
2020-12-24,0.82038
2020-12-25,0.68905
2020-12-26,0.61481
2020-12-27,0.54819
2020-12-28,0.79183
2020-12-29,0.79374
2020-12-30,0.80325
2020-12-31,0.76138
2021-01-01,0.59958
2021-01-02,0.68143
2021-01-03,0.53677
2021-01-04,0.91746
2021-01-05,0.83561
2021-01-06,0.97266
2021-01-07,0.99741
2021-01-08,0.81087
2021-01-09,0.73663
2021-01-10,0.68143
2021-01-11,0.77661
2021-01-12,0.9936
2021-01-13,0.90033
2021-01-14,0.89081
2021-01-15,0.91936
2021-01-16,0.84132
2021-01-17,0.7747
2021-01-18,1.00692
2021-01-19,0.76518
2021-01-20,0.83752
2021-01-21,0.86987
2021-01-22,1.05832
2021-01-23,0.89272
2021-01-24,0.86226
2021-01-25,0.98028
2021-01-26,0.84513
2021-01-27,0.9917
2021-01-28,0.85845
2021-01-29,0.93459
2021-01-30,0.95934
2021-01-31,0.78422
2021-02-01,0.87749
2021-02-02,0.84703
2021-02-03,0.95363
2021-02-04,0.95553
2021-02-05,0.83181
2021-02-06,0.75376
2021-02-07,0.72331
2021-02-08,0.87559
2021-02-09,0.74996
2021-02-10,0.80516
2021-02-11,0.63385
2021-02-12,0.74425
2021-02-13,0.74615
2021-02-14,0.68524
2021-02-15,0.88891
2021-02-16,0.87939
2021-02-17,0.71379
2021-02-18,0.77661
2021-02-19,0.78232
2021-02-20,0.74805
2021-02-21,0.79945
2021-02-22,0.76138
2021-02-23,0.81467
2021-02-24,0.79564
2021-02-25,0.82038
2021-02-26,0.98979
2021-02-27,0.97837
2021-02-28,0.79183
2021-03-01,0.80135
2021-03-02,0.94792
2021-03-03,0.82419
2021-03-04,0.84132
2021-03-05,0.84132
2021-03-06,0.83752
2021-03-07,0.78803
2021-03-08,0.95934
2021-03-09,0.87368
2021-03-10,0.70998
2021-03-11,0.86607
2021-03-12,0.90223
2021-03-13,0.78232
2021-03-14,0.83752
2021-03-15,0.88891
2021-03-16,0.7747
2021-03-17,0.82038
2021-03-18,0.78232
2021-03-19,0.86416
2021-03-20,0.90794
2021-03-21,0.77089
2021-03-22,0.78612
2021-03-23,0.81467
2021-03-24,0.97456
2021-03-25,0.86987
2021-03-26,0.85845
2021-03-27,0.85274
2021-03-28,0.65859
2021-03-29,0.80135
2021-03-30,0.75186
2021-03-31,0.79754
2021-04-01,0.77089
2021-04-02,0.86416
2021-04-03,0.75186
2021-04-04,0.67382
2021-04-05,0.78612
2021-04-06,0.75947
2021-04-07,0.75567
2021-04-08,0.71379
2021-04-09,0.83942
2021-04-10,0.84894
2021-04-11,0.78422
2021-04-12,0.74044
2021-04-13,0.75376
2021-04-14,0.72521
2021-04-15,0.79564
2021-04-16,0.75376
2021-04-17,0.79183
2021-04-18,0.79564
2021-04-19,0.78803
2021-04-20,0.74044
2021-04-21,0.86226
2021-04-22,0.81467
2021-04-23,0.8261
2021-04-24,0.96314
2021-04-25,0.79754
2021-04-26,0.82419
2021-04-27,0.78041
2021-04-28,0.69095
2021-04-29,0.70618
2021-04-30,0.75757
2021-05-01,0.76518
2021-05-02,0.81467
2021-05-03,0.73663
2021-05-04,0.78612
2021-05-05,0.83181
2021-05-06,0.82419
2021-05-07,0.89081
2021-05-08,0.89272
2021-05-09,0.86226
2021-05-10,0.75376
2021-05-11,0.77661
2021-05-12,0.77089
2021-05-13,0.73854
2021-05-14,0.94221
2021-05-15,0.8299
2021-05-16,0.64146
2021-05-17,0.77661
2021-05-18,0.75757
2021-05-19,0.80706
2021-05-20,0.80325
2021-05-21,0.82038
2021-05-22,0.96124
2021-05-23,0.76709
2021-05-24,0.75947
2021-05-25,0.72712
2021-05-26,0.68143
2021-05-27,0.65669
2021-05-28,0.74615
2021-05-29,0.74234
2021-05-30,0.63765
2021-05-31,0.65859
2021-06-01,0.63956
2021-06-02,0.60529
2021-06-03,0.64907
2021-06-04,0.72712
2021-06-05,0.82038
2021-06-06,0.7176
2021-06-07,0.73663
2021-06-08,0.71569
2021-06-09,0.76138
2021-06-10,0.74234
2021-06-11,0.70618
2021-06-12,0.80325
2021-06-13,0.64907
2021-06-14,0.73473
2021-06-15,0.69666
2021-06-16,0.74996
2021-06-17,0.80135
2021-06-18,0.8832
2021-06-19,0.83371
2021-06-20,0.67382
2021-06-21,0.75757
2021-06-22,0.65859
2021-06-23,0.72521
2021-06-24,0.67001
2021-06-25,0.87178
2021-06-26,0.83942
2021-06-27,0.65288
2021-06-28,0.67192
2021-06-29,0.65669
2021-06-30,0.7195
2021-07-01,0.63004
2021-07-02,0.75186
2021-07-03,0.80516
2021-07-04,0.54058
2021-07-05,0.70237
2021-07-06,0.70618
2021-07-07,0.61481
2021-07-08,0.56723
2021-07-09,0.67382
2021-07-10,0.67382
2021-07-11,0.59768
2021-07-12,0.66811
2021-07-13,0.52154
2021-07-14,0.56913
2021-07-15,0.62243
2021-07-16,0.63194
2021-07-17,0.67763
2021-07-18,0.62623
2021-07-19,0.58816
2021-07-20,0.67572
2021-07-21,0.552
2021-07-22,0.50822
2021-07-23,0.552
2021-07-24,0.63194
2021-07-25,0.66049
2021-07-26,0.65288
2021-07-27,0.58816
2021-07-28,0.65859
2021-07-29,0.59387
2021-07-30,0.552
2021-07-31,0.67001
2021-08-01,0.63575
2021-08-02,0.6072
2021-08-03,0.63765
2021-08-04,0.6624
2021-08-05,0.91175
2021-08-06,0.63956
2021-08-07,0.7195
2021-08-08,0.61481
2021-08-09,0.71379
2021-08-10,0.64717
2021-08-11,0.68334
2021-08-12,0.65478
2021-08-13,0.6662
2021-08-14,0.79183
2021-08-15,0.68524
2021-08-16,0.83181
2021-08-17,0.61291
2021-08-18,0.59958
2021-08-19,0.64146
2021-08-20,0.70618
2021-08-21,0.56913
2021-08-22,0.61671
2021-08-23,0.59197
2021-08-24,0.5539
2021-08-25,0.66049
2021-08-26,0.57484
2021-08-27,0.58436
2021-08-28,0.83181
2021-08-29,0.75947
2021-08-30,0.69476
2021-08-31,0.57674
2021-09-01,0.62433
2021-09-02,0.68334
2021-09-03,0.88701
2021-09-04,0.75376
2021-09-05,0.68143
2021-09-06,0.75567
2021-09-07,0.61481
2021-09-08,0.70047
2021-09-09,0.78803
2021-09-10,0.71189
2021-09-11,0.89462
2021-09-12,0.81658
2021-09-13,0.73092
2021-09-14,0.62814
2021-09-15,0.59958
2021-09-16,0.69285
2021-09-17,0.78422
2021-09-18,0.82229
2021-09-19,0.7176
2021-09-20,0.68524
2021-09-21,0.83942
2021-09-22,0.81277
2021-09-23,0.84894
2021-09-24,0.73854
2021-09-25,0.69285
2021-09-26,0.72521
2021-09-27,0.77661
2021-09-28,0.81848
2021-09-29,0.64527
2021-09-30,0.7747
2021-10-01,0.89462
2021-10-02,0.83561
2021-10-03,0.79374
2021-10-04,0.80135
2021-10-05,0.69856
2021-10-06,0.64527
2021-10-07,0.70237
2021-10-08,0.80706
2021-10-09,0.84894
2021-10-10,0.76899
2021-10-11,0.80135
2021-10-12,0.75947
2021-10-13,0.71379
2021-10-14,0.74805
2021-10-15,0.81467
2021-10-16,0.83371
2021-10-17,0.68334
2021-10-18,0.61862
2021-10-19,0.68905
2021-10-20,0.6624
2021-10-21,0.73663
2021-10-22,0.71379
2021-10-23,0.86987
2021-10-24,0.84323
2021-10-25,0.74805
2021-10-26,0.7176
2021-10-27,0.70427
2021-10-28,0.76899
2021-10-29,0.82229
2021-10-30,0.86036
2021-10-31,0.69856
2021-11-01,0.78422
2021-11-02,0.75947
2021-11-03,0.76138
2021-11-04,0.74805
2021-11-05,0.91365
2021-11-06,1.02215
2021-11-07,0.71569
2021-11-08,0.74044
2021-11-09,0.58245
2021-11-10,0.67763
2021-11-11,0.76518
2021-11-12,0.86036
2021-11-13,0.84132
2021-11-14,0.81467
2021-11-15,0.66811
2021-11-16,0.64146
2021-11-17,0.70047
2021-11-18,0.74996
2021-11-19,0.86607
2021-11-20,0.83181
2021-11-21,0.76709
2021-11-22,0.72331
2021-11-23,0.75567
2021-11-24,0.72712
2021-11-25,0.72712
2021-11-26,0.79183
2021-11-27,0.80325
2021-11-28,0.69095
2021-11-29,0.66049
2021-11-30,0.60149
2021-12-01,0.63765
2021-12-02,0.63575
2021-12-03,0.71379
2021-12-04,0.73473
2021-12-05,0.67763
2021-12-06,0.72521
2021-12-07,0.6624
2021-12-08,0.65859
2021-12-09,0.81658
2021-12-10,0.72141
2021-12-11,0.6662
2021-12-12,0.70427
2021-12-13,0.74996
2021-12-14,0.67572
2021-12-15,0.63765
2021-12-16,0.69285
2021-12-17,0.59958
2021-12-18,0.79183
2021-12-19,0.58055
2021-12-20,0.67192
2021-12-21,0.63004
2021-12-22,0.68714
2021-12-23,0.65478
2021-12-24,0.72902
2021-12-25,0.62243
2021-12-26,0.56532
2021-12-27,0.61671
2021-12-28,0.62814
2021-12-29,0.74234
2021-12-30,0.61481
2021-12-31,0.79564
2022-01-01,0.58816
2022-01-02,0.6091
2022-01-03,0.64527
2022-01-04,0.6624
2022-01-05,0.62623
2022-01-06,0.7195
2022-01-07,0.77089
2022-01-08,0.79754
2022-01-09,0.611
2022-01-10,0.69666
2022-01-11,0.74805
2022-01-12,0.6643
2022-01-13,0.65098
2022-01-14,0.73663
2022-01-15,0.78041
2022-01-16,0.55961
2022-01-17,0.77851
2022-01-18,0.69666
2022-01-19,0.73092
2022-01-20,0.71379
2022-01-21,0.69856
2022-01-22,0.72521
2022-01-23,0.6624
2022-01-24,0.74234
2022-01-25,0.6643
2022-01-26,0.7176
2022-01-27,0.65288
2022-01-28,0.69476
2022-01-29,0.66049
2022-01-30,0.5558
2022-01-31,0.64907
2022-02-01,0.66811
2022-02-02,0.62052
2022-02-03,0.83942
2022-02-04,0.74805
2022-02-05,0.66811
2022-02-06,0.61291
2022-02-07,0.73283
2022-02-08,0.72331
2022-02-09,0.69476
2022-02-10,0.68905
2022-02-11,0.72712
2022-02-12,0.74425
2022-02-13,0.70047
2022-02-14,0.70427
2022-02-15,0.65098
2022-02-16,0.6072
2022-02-17,0.63956
2022-02-18,0.68905
2022-02-19,0.68334
2022-02-20,0.63575
2022-02-21,0.69285
2022-02-22,0.60149
2022-02-23,0.67572
2022-02-24,0.59578
2022-02-25,0.72331
2022-02-26,0.70427
2022-02-27,0.67572
2022-02-28,0.72712
2022-03-01,0.70047
2022-03-02,0.85655
2022-03-03,0.75757
2022-03-04,0.72331
2022-03-05,0.74615
2022-03-06,0.62433
2022-03-07,0.81848
2022-03-08,0.76899
2022-03-09,0.67763
2022-03-10,0.71189
2022-03-11,0.76518
2022-03-12,0.66811
2022-03-13,0.57865
2022-03-14,0.6624
2022-03-15,0.76899
2022-03-16,0.71379
2022-03-17,0.70427
2022-03-18,0.73663
2022-03-19,0.611
2022-03-20,0.59387
2022-03-21,0.69285
2022-03-22,0.86226
2022-03-23,0.74805
2022-03-24,0.80135
2022-03-25,0.74615
2022-03-26,0.67953
2022-03-27,0.7176
2022-03-28,0.72521
2022-03-29,0.76138
2022-03-30,0.83561
2022-03-31,0.80896
2022-04-01,0.76518
2022-04-02,0.75186
2022-04-03,0.79945
2022-04-04,0.7728
2022-04-05,0.7747
2022-04-06,0.82419
2022-04-07,0.80706
2022-04-08,0.81277
2022-04-09,0.79374
2022-04-10,0.70998
2022-04-11,0.81848
2022-04-12,0.8261
2022-04-13,0.86607
2022-04-14,0.81277
2022-04-15,0.87939
2022-04-16,0.81277
2022-04-17,0.64907
2022-04-18,0.81848
2022-04-19,0.79374
2022-04-20,0.73854
2022-04-21,0.72521
2022-04-22,0.76138
2022-04-23,1.02215
2022-04-24,0.78803
2022-04-25,0.85274
2022-04-26,0.87939
2022-04-27,0.78232
2022-04-28,0.86607
2022-04-29,0.84132
2022-04-30,1.00883
2022-05-01,0.8851
2022-05-02,0.95363
2022-05-03,0.81848
2022-05-04,1.07164
2022-05-05,1.0488
2022-05-06,1.03738
2022-05-07,1.12113
2022-05-08,0.96505
2022-05-09,0.8813
2022-05-10,0.9384
2022-05-11,0.81277
2022-05-12,0.94411
2022-05-13,1.16491
2022-05-14,1.02025
2022-05-15,0.94982
2022-05-16,0.86607
2022-05-17,0.84513
2022-05-18,0.84894
2022-05-19,0.92698
2022-05-20,1.04119
2022-05-21,1.05832
2022-05-22,0.90604
2022-05-23,0.98408
2022-05-24,0.828
2022-05-25,0.87559
2022-05-26,0.91746
2022-05-27,0.98979
2022-05-28,0.98789
2022-05-29,0.80706
2022-05-30,0.95172
2022-05-31,0.95743
2022-06-01,0.81848
2022-06-02,0.93269
2022-06-03,0.90033
2022-06-04,0.97266
2022-06-05,0.82229
2022-06-06,0.78232
2022-06-07,0.78232
2022-06-08,0.86416
2022-06-09,0.8813
2022-06-10,0.87939
2022-06-11,0.94411
2022-06-12,0.79564
2022-06-13,0.85845
2022-06-14,0.90794
2022-06-15,0.90033
2022-06-16,0.91556
2022-06-17,1.08877
2022-06-18,1.10781
2022-06-19,0.81467
2022-06-20,0.83371
2022-06-21,0.90223
2022-06-22,0.90985
2022-06-23,0.81848
2022-06-24,0.90794
2022-06-25,0.97456
2022-06-26,0.85465
2022-06-27,0.84513
2022-06-28,0.8851
2022-06-29,0.91556
2022-06-30,0.87939
2022-07-01,1.00121
2022-07-02,1.01073
2022-07-03,0.87559
2022-07-04,0.92507
2022-07-05,0.8832
2022-07-06,0.85274
2022-07-07,0.84703
2022-07-08,0.89081
2022-07-09,1.08687
2022-07-10,0.82229
2022-07-11,0.92507
2022-07-12,0.89272
2022-07-13,0.68714
2022-07-14,0.83752
2022-07-15,1.03548
2022-07-16,0.92698
2022-07-17,0.76138
2022-07-18,0.92698
2022-07-19,0.89462
2022-07-20,0.87368
2022-07-21,0.80706
2022-07-22,0.83752
2022-07-23,0.92127
2022-07-24,0.81277
2022-07-25,0.93459
2022-07-26,1.02596
2022-07-27,0.89462
2022-07-28,0.9384
2022-07-29,0.97647
2022-07-30,0.89843
2022-07-31,0.73283
2022-08-01,0.96314
2022-08-02,0.79183
2022-08-03,0.81467
2022-08-04,0.8832
2022-08-05,0.86226
2022-08-06,0.8851
2022-08-07,0.7176
2022-08-08,0.79754
2022-08-09,0.7728
2022-08-10,0.83942
2022-08-11,0.76899
2022-08-12,0.81467
2022-08-13,0.84894
2022-08-14,0.86226
2022-08-15,0.76328
2022-08-16,1.23343
2022-08-17,1.14397
2022-08-18,0.87368
2022-08-19,0.91175
2022-08-20,0.87559
2022-08-21,0.68143
2022-08-22,0.85655
2022-08-23,0.75757
2022-08-24,0.87749
2022-08-25,0.91936
2022-08-26,1.32861
2022-08-27,1.15539
2022-08-28,0.9917
2022-08-29,0.9955
2022-08-30,0.92317
2022-08-31,0.98408
2022-09-01,0.94982
2022-09-02,0.97837
2022-09-03,1.08497
2022-09-04,0.81848
2022-09-05,1.02977
2022-09-06,1.01454
2022-09-07,1.30386
2022-09-08,1.13065
2022-09-09,1.02977
2022-09-10,0.94411
2022-09-11,0.87368
2022-09-12,0.83371
2022-09-13,0.86036
2022-09-14,0.76709
2022-09-15,0.84323
2022-09-16,0.84132
2022-09-17,0.8813
2022-09-18,0.75567
2022-09-19,0.96885
2022-09-20,0.96505
2022-09-21,0.89081
2022-09-22,0.86987
2022-09-23,0.81277
2022-09-24,0.98218
2022-09-25,0.74234
2022-09-26,0.86987
2022-09-27,0.86226
2022-09-28,0.74425
2022-09-29,0.86607
2022-09-30,0.90604
2022-10-01,1.12684
2022-10-02,0.86036
2022-10-03,0.67192
2022-10-04,0.78232
2022-10-05,0.89462
2022-10-06,0.87559
2022-10-07,1.03928
2022-10-08,1.11542
2022-10-09,0.75186
2022-10-10,0.85274
2022-10-11,0.77851
2022-10-12,0.72331
2022-10-13,0.97837
2022-10-14,0.99931
2022-10-15,1.17252
2022-10-16,0.9936
2022-10-17,0.89462
2022-10-18,0.71569
2022-10-19,0.82229
2022-10-20,0.78612
2022-10-21,0.95172
2022-10-22,0.94982
2022-10-23,0.79183
2022-10-24,0.80135
2022-10-25,0.78612
2022-10-26,0.78803
2022-10-27,0.76709
2022-10-28,0.94221
2022-10-29,1.03548
2022-10-30,0.81467
2022-10-31,0.71569
2022-11-01,0.72712
2022-11-02,0.76899
2022-11-03,0.85845
2022-11-04,0.85084
2022-11-05,0.90985
2022-11-06,0.67001
2022-11-07,0.75567
2022-11-08,0.80706
2022-11-09,0.75947
2022-11-10,0.76709
2022-11-11,0.78612
2022-11-12,0.86226
2022-11-13,0.73092
2022-11-14,0.77661
2022-11-15,0.64527
2022-11-16,0.69856
2022-11-17,0.87749
2022-11-18,0.84894
2022-11-19,0.94221
2022-11-20,0.74996
2022-11-21,0.68524
2022-11-22,0.78612
2022-11-23,0.828
2022-11-24,0.7176
2022-11-25,0.80325
2022-11-26,0.93079
2022-11-27,0.63575
2022-11-28,0.78232
2022-11-29,0.62623
2022-11-30,0.75947
2022-12-01,0.64717
2022-12-02,0.75567
2022-12-03,0.7728
2022-12-04,0.57865
2022-12-05,0.66811
2022-12-06,0.6624
2022-12-07,0.6662
2022-12-08,0.81277
2022-12-09,0.73663
2022-12-10,0.87939
2022-12-11,0.68334
2022-12-12,0.70427
2022-12-13,0.77851
2022-12-14,0.69285
2022-12-15,1.0507
2022-12-16,0.82229
2022-12-17,0.75186
2022-12-18,0.53487
2022-12-19,0.70427
2022-12-20,0.81467
2022-12-21,0.88701
2022-12-22,0.81277
2022-12-23,0.91556
2022-12-24,0.81277
2022-12-25,0.6643
2022-12-26,0.76328
2022-12-27,0.79183
2022-12-28,0.74234
2022-12-29,0.74044
2022-12-30,0.86226
2022-12-31,0.84323
2023-01-01,0.75757
2023-01-02,0.72141
2023-01-03,0.66811
2023-01-04,0.6624
2023-01-05,0.65098
2023-01-06,0.78993
2023-01-07,0.79754
2023-01-08,0.65288
2023-01-09,0.73854
2023-01-10,0.70237
2023-01-11,0.71569
2023-01-12,0.67001
2023-01-13,0.86797
2023-01-14,0.75186
2023-01-15,0.63194
2023-01-16,0.59768
2023-01-17,0.67763
2023-01-18,0.78612
2023-01-19,0.83181
2023-01-20,0.73092
2023-01-21,0.65478
2023-01-22,0.7747
2023-01-23,0.69476
2023-01-24,0.5539
2023-01-25,0.68524
2023-01-26,0.76518
2023-01-27,0.7747
2023-01-28,0.7728
2023-01-29,0.57865
2023-01-30,0.72712
2023-01-31,0.62052
2023-02-01,0.75947
2023-02-02,0.7176
2023-02-03,0.81848
2023-02-04,0.81658
2023-02-05,0.61862
2023-02-06,0.611
2023-02-07,0.70998
2023-02-08,0.74234
2023-02-09,0.70237
2023-02-10,0.74044
2023-02-11,0.78612
2023-02-12,0.62814
2023-02-13,0.76138
2023-02-14,0.67001
2023-02-15,0.70808
2023-02-16,0.67763
2023-02-17,0.80516
2023-02-18,0.75947
2023-02-19,0.67192
2023-02-20,0.81848
2023-02-21,0.63575
2023-02-22,0.73663
2023-02-23,0.71379
2023-02-24,0.81087
2023-02-25,0.92888
2023-02-26,0.73283
2023-02-27,0.79374
2023-02-28,0.89272
2023-03-01,0.74234
2023-03-02,0.88891
2023-03-03,0.81467
2023-03-04,0.82419
2023-03-05,0.65669
2023-03-06,0.82419
2023-03-07,0.77089
2023-03-08,0.79564
2023-03-09,0.76518
2023-03-10,0.79183
2023-03-11,0.9403
2023-03-12,0.60529
2023-03-13,0.83561
2023-03-14,0.75376
2023-03-15,0.72331
2023-03-16,0.78041
2023-03-17,0.78993
2023-03-18,0.89081
2023-03-19,0.74805
2023-03-20,0.75186
2023-03-21,0.79754
2023-03-22,0.79754
2023-03-23,0.74425
2023-03-24,0.81087
2023-03-25,0.90604
2023-03-26,0.84894
2023-03-27,0.83561
2023-03-28,0.76138
2023-03-29,0.81087
2023-03-30,0.74996
2023-03-31,0.86797
2023-04-01,0.97266
2023-04-02,0.71379
2023-04-03,0.77851
2023-04-04,0.75376
2023-04-05,0.62814
2023-04-06,0.6643
2023-04-07,0.83371
2023-04-08,0.80896
2023-04-09,0.74615
2023-04-10,0.76709
2023-04-11,0.67763
2023-04-12,0.67763
2023-04-13,0.74996
2023-04-14,0.81467
2023-04-15,0.78612
2023-04-16,0.58436
2023-04-17,0.69476
2023-04-18,0.72902
2023-04-19,0.7195
2023-04-20,0.78041
2023-04-21,0.70047
2023-04-22,0.74805
2023-04-23,0.69856
2023-04-24,0.74425
2023-04-25,0.69856
2023-04-26,0.78041
2023-04-27,0.81087
2023-04-28,0.70237
2023-04-29,0.72331
2023-04-30,0.76138
2023-05-01,0.89081
2023-05-02,0.74044
2023-05-03,0.81848
2023-05-04,0.91365
2023-05-05,0.69095
2023-05-06,0.82419
2023-05-07,0.828
2023-05-08,0.8832
2023-05-09,0.78232
2023-05-10,0.84323
2023-05-11,0.80325
2023-05-12,0.96695
2023-05-13,0.94982
2023-05-14,0.77089
2023-05-15,0.94982
2023-05-16,0.80516
2023-05-17,0.78803
2023-05-18,0.73092
2023-05-19,0.82419
2023-05-20,0.8851
2023-05-21,0.67382
2023-05-22,0.82419
2023-05-23,0.73283
2023-05-24,0.70047
2023-05-25,0.72331
2023-05-26,0.8299
2023-05-27,0.98218
2023-05-28,0.68334
2023-05-29,0.76899
