date,채권수익률
2020-08-25,9.11823
2020-08-26,9.61923
2020-08-27,6.71342
2020-08-28,10.32064
2020-08-29,5.11022
2020-08-30,4.60921
2020-08-31,8.21643
2020-09-01,10.32064
2020-09-02,7.31462
2020-09-03,9.11823
2020-09-04,8.41683
2020-09-05,6.01202
2020-09-06,6.41282
2020-09-07,7.21442
2020-09-08,7.01402
2020-09-09,7.11422
2020-09-10,6.41282
2020-09-11,7.71543
2020-09-12,3.00601
2020-09-13,4.50901
2020-09-14,7.51503
2020-09-15,7.71543
2020-09-16,7.21442
2020-09-17,7.81563
2020-09-18,6.81362
2020-09-19,4.60921
2020-09-20,5.31062
2020-09-21,7.41482
2020-09-22,7.41482
2020-09-23,8.71743
2020-09-24,7.91583
2020-09-25,5.31062
2020-09-26,4.60921
2020-09-27,6.41282
2020-09-28,6.01202
2020-09-29,5.21042
2020-09-30,4.00801
2020-10-01,3.30661
2020-10-02,4.10821
2020-10-03,4.60921
2020-10-04,4.80961
2020-10-05,6.21242
2020-10-06,6.71342
2020-10-07,7.71543
2020-10-08,6.81362
2020-10-09,4.10821
2020-10-10,3.80761
2020-10-11,7.21442
2020-10-12,5.91182
2020-10-13,10.02004
2020-10-14,7.31462
2020-10-15,8.21643
2020-10-16,7.91583
2020-10-17,6.61322
2020-10-18,8.51703
2020-10-19,10.02004
2020-10-20,9.41883
2020-10-21,10.22044
2020-10-22,8.21643
2020-10-23,7.01402
2020-10-24,5.71142
2020-10-25,4.30861
2020-10-26,9.21843
2020-10-27,7.21442
2020-10-28,6.61322
2020-10-29,6.41282
2020-10-30,5.41082
2020-10-31,3.40681
2020-11-01,3.90781
2020-11-02,5.81162
2020-11-03,5.91182
2020-11-04,7.31462
2020-11-05,9.21843
2020-11-06,6.41282
2020-11-07,5.21042
2020-11-08,4.60921
2020-11-09,9.31863
2020-11-10,11.02204
2020-11-11,8.51703
2020-11-12,8.91783
2020-11-13,6.01202
2020-11-14,5.31062
2020-11-15,5.91182
2020-11-16,7.61523
2020-11-17,8.71743
2020-11-18,7.61523
2020-11-19,6.01202
2020-11-20,7.71543
2020-11-21,4.30861
2020-11-22,5.81162
2020-11-23,6.31262
2020-11-24,7.21442
2020-11-25,7.21442
2020-11-26,5.51102
2020-11-27,7.91583
2020-11-28,3.80761
2020-11-29,4.20841
2020-11-30,8.11623
2020-12-01,8.41683
2020-12-02,8.11623
2020-12-03,10.12024
2020-12-04,8.21643
2020-12-05,6.51302
2020-12-06,7.21442
2020-12-07,9.11823
2020-12-08,11.12224
2020-12-09,8.21643
2020-12-10,7.51503
2020-12-11,11.62324
2020-12-12,4.80961
2020-12-13,4.60921
2020-12-14,7.61523
2020-12-15,10.72144
2020-12-16,8.31663
2020-12-17,7.21442
2020-12-18,8.91783
2020-12-19,5.11022
2020-12-20,6.51302
2020-12-21,6.01202
2020-12-22,5.41082
2020-12-23,5.51102
2020-12-24,7.61523
2020-12-25,8.51703
2020-12-26,7.91583
2020-12-27,10.12024
2020-12-28,13.32665
2020-12-29,11.92384
2020-12-30,12.22444
2020-12-31,11.82364
2021-01-01,8.21643
2021-01-02,9.71943
2021-01-03,14.32865
2021-01-04,20.64128
2021-01-05,17.03406
2021-01-06,27.1543
2021-01-07,25.7515
2021-01-08,32.46492
2021-01-09,23.64729
2021-01-10,23.84769
2021-01-11,37.57515
2021-01-12,42.08416
2021-01-13,36.07214
2021-01-14,30.06012
2021-01-15,26.1523
2021-01-16,18.13627
2021-01-17,21.04208
2021-01-18,25.7515
2021-01-19,20.74148
2021-01-20,22.64529
2021-01-21,23.14629
2021-01-22,18.93787
2021-01-23,15.73146
2021-01-24,16.83366
2021-01-25,26.7535
2021-01-26,23.74749
2021-01-27,15.83166
2021-01-28,17.73547
2021-01-29,16.13226
2021-01-30,12.92585
2021-01-31,10.32064
2021-02-01,14.02805
2021-02-02,15.43086
2021-02-03,20.04008
2021-02-04,19.63927
2021-02-05,15.83166
2021-02-06,10.72144
2021-02-07,12.22444
2021-02-08,20.14028
2021-02-09,18.13627
2021-02-10,12.62525
2021-02-11,12.32464
2021-02-12,13.42685
2021-02-13,14.52905
2021-02-14,10.32064
2021-02-15,17.93587
2021-02-16,24.04809
2021-02-17,32.96593
2021-02-18,25.3507
2021-02-19,26.6533
2021-02-20,17.63527
2021-02-21,12.82565
2021-02-22,35.97194
2021-02-23,43.18637
2021-02-24,48.59719
2021-02-25,56.41282
2021-02-26,100.0
2021-02-27,31.46292
2021-02-28,25.6513
2021-03-01,29.95991
2021-03-02,25.1503
2021-03-03,21.04208
2021-03-04,26.5531
2021-03-05,30.76152
2021-03-06,17.13426
2021-03-07,15.13026
2021-03-08,25.5511
2021-03-09,27.2545
2021-03-10,26.1523
2021-03-11,22.74549
2021-03-12,30.06012
2021-03-13,18.23647
2021-03-14,14.62925
2021-03-15,24.44889
2021-03-16,17.83567
2021-03-17,21.24248
2021-03-18,27.0541
2021-03-19,26.0521
2021-03-20,16.03206
2021-03-21,11.72344
2021-03-22,17.83567
2021-03-23,11.32264
2021-03-24,13.42685
2021-03-25,13.32665
2021-03-26,9.71943
2021-03-27,6.01202
2021-03-28,6.71342
2021-03-29,10.02004
2021-03-30,13.42685
2021-03-31,10.52104
2021-04-01,11.12224
2021-04-02,9.31863
2021-04-03,8.91783
2021-04-04,7.21442
2021-04-05,10.42084
2021-04-06,13.42685
2021-04-07,10.82164
2021-04-08,9.51903
2021-04-09,7.21442
2021-04-10,6.91382
2021-04-11,5.51102
2021-04-12,9.91983
2021-04-13,13.82765
2021-04-14,11.52304
2021-04-15,11.32264
2021-04-16,10.42084
2021-04-17,11.12224
2021-04-18,8.41683
2021-04-19,11.42284
2021-04-20,11.92384
2021-04-21,13.72745
2021-04-22,11.02204
2021-04-23,8.61723
2021-04-24,5.61122
2021-04-25,5.61122
2021-04-26,8.41683
2021-04-27,6.91382
2021-04-28,8.31663
2021-04-29,5.01002
2021-04-30,6.21242
2021-05-01,3.70741
2021-05-02,3.20641
2021-05-03,5.31062
2021-05-04,6.51302
2021-05-05,4.00801
2021-05-06,5.41082
2021-05-07,6.01202
2021-05-08,4.90981
2021-05-09,3.70741
2021-05-10,6.71342
2021-05-11,6.71342
2021-05-12,7.31462
2021-05-13,7.81563
2021-05-14,6.31262
2021-05-15,5.71142
2021-05-16,4.60921
2021-05-17,5.51102
2021-05-18,5.31062
2021-05-19,6.21242
2021-05-20,6.51302
2021-05-21,5.61122
2021-05-22,5.11022
2021-05-23,5.41082
2021-05-24,9.21843
2021-05-25,7.71543
2021-05-26,8.11623
2021-05-27,7.11422
2021-05-28,5.91182
2021-05-29,5.31062
2021-05-30,4.20841
2021-05-31,6.31262
2021-06-01,7.61523
2021-06-02,6.51302
2021-06-03,7.71543
2021-06-04,7.51503
2021-06-05,4.40881
2021-06-06,5.11022
2021-06-07,7.51503
2021-06-08,9.31863
2021-06-09,8.01603
2021-06-10,8.71743
2021-06-11,9.91983
2021-06-12,4.80961
2021-06-13,4.60921
2021-06-14,8.61723
2021-06-15,8.11623
2021-06-16,8.71743
2021-06-17,9.21843
2021-06-18,11.02204
2021-06-19,4.70941
2021-06-20,3.40681
2021-06-21,10.02004
2021-06-22,7.21442
2021-06-23,5.61122
2021-06-24,6.51302
2021-06-25,5.81162
2021-06-26,4.50901
2021-06-27,4.40881
2021-06-28,6.61322
2021-06-29,7.21442
2021-06-30,5.41082
2021-07-01,6.31262
2021-07-02,7.41482
2021-07-03,4.30861
2021-07-04,3.20641
2021-07-05,5.01002
2021-07-06,6.51302
2021-07-07,7.61523
2021-07-08,11.22244
2021-07-09,7.71543
2021-07-10,4.30861
2021-07-11,3.60721
2021-07-12,5.71142
2021-07-13,6.51302
2021-07-14,7.71543
2021-07-15,7.81563
2021-07-16,5.91182
2021-07-17,4.00801
2021-07-18,2.60521
2021-07-19,8.31663
2021-07-20,10.02004
2021-07-21,6.31262
2021-07-22,7.71543
2021-07-23,5.31062
2021-07-24,3.00601
2021-07-25,2.4048
2021-07-26,4.60921
2021-07-27,4.10821
2021-07-28,3.90781
2021-07-29,5.11022
2021-07-30,3.10621
2021-07-31,2.90581
2021-08-01,2.004
2021-08-02,3.70741
2021-08-03,5.71142
2021-08-04,4.80961
2021-08-05,4.60921
2021-08-06,6.01202
2021-08-07,3.70741
2021-08-08,3.50701
2021-08-09,6.31262
2021-08-10,4.30861
2021-08-11,5.81162
2021-08-12,5.21042
2021-08-13,5.31062
2021-08-14,3.40681
2021-08-15,2.80561
2021-08-16,3.80761
2021-08-17,4.90981
2021-08-18,3.70741
2021-08-19,5.71142
2021-08-20,5.51102
2021-08-21,4.00801
2021-08-22,3.90781
2021-08-23,5.11022
2021-08-24,5.41082
2021-08-25,6.31262
2021-08-26,6.51302
2021-08-27,5.11022
2021-08-28,4.10821
2021-08-29,3.90781
2021-08-30,6.51302
2021-08-31,4.10821
2021-09-01,3.60721
2021-09-02,4.40881
2021-09-03,4.00801
2021-09-04,2.1042
2021-09-05,2.90581
2021-09-06,4.00801
2021-09-07,6.01202
2021-09-08,4.80961
2021-09-09,3.60721
2021-09-10,4.30861
2021-09-11,3.90781
2021-09-12,2.70541
2021-09-13,3.40681
2021-09-14,4.60921
2021-09-15,4.90981
2021-09-16,4.70941
2021-09-17,4.20841
2021-09-18,2.4048
2021-09-19,3.00601
2021-09-20,2.60521
2021-09-21,2.80561
2021-09-22,3.30661
2021-09-23,5.41082
2021-09-24,6.61322
2021-09-25,4.90981
2021-09-26,3.70741
2021-09-27,5.81162
2021-09-28,12.22444
2021-09-29,12.52505
2021-09-30,7.01402
2021-10-01,7.21442
2021-10-02,3.80761
2021-10-03,2.1042
2021-10-04,4.10821
2021-10-05,7.01402
2021-10-06,11.12224
2021-10-07,7.41482
2021-10-08,6.01202
2021-10-09,2.4048
2021-10-10,4.80961
2021-10-11,5.71142
2021-10-12,8.01603
2021-10-13,8.11623
2021-10-14,9.01803
2021-10-15,5.61122
2021-10-16,4.10821
2021-10-17,5.61122
2021-10-18,5.81162
2021-10-19,7.11422
2021-10-20,7.21442
2021-10-21,6.81362
2021-10-22,7.81563
2021-10-23,3.50701
2021-10-24,3.60721
2021-10-25,8.91783
2021-10-26,6.71342
2021-10-27,7.11422
2021-10-28,8.41683
2021-10-29,15.33066
2021-10-30,5.01002
2021-10-31,5.21042
2021-11-01,8.01603
2021-11-02,8.01603
2021-11-03,5.51102
2021-11-04,6.41282
2021-11-05,4.60921
2021-11-06,4.20841
2021-11-07,6.01202
2021-11-08,5.31062
2021-11-09,6.11222
2021-11-10,7.71543
2021-11-11,6.61322
2021-11-12,6.21242
2021-11-13,3.60721
2021-11-14,3.90781
2021-11-15,4.70941
2021-11-16,4.10821
2021-11-17,6.01202
2021-11-18,5.61122
2021-11-19,3.80761
2021-11-20,4.40881
2021-11-21,2.80561
2021-11-22,4.10821
2021-11-23,7.11422
2021-11-24,4.20841
2021-11-25,6.41282
2021-11-26,7.71543
2021-11-27,4.90981
2021-11-28,4.40881
2021-11-29,6.51302
2021-11-30,6.01202
2021-12-01,6.01202
2021-12-02,4.80961
2021-12-03,4.50901
2021-12-04,4.90981
2021-12-05,4.20841
2021-12-06,5.51102
2021-12-07,5.31062
2021-12-08,5.21042
2021-12-09,4.70941
2021-12-10,5.01002
2021-12-11,3.00601
2021-12-12,3.70741
2021-12-13,5.61122
2021-12-14,7.61523
2021-12-15,6.11222
2021-12-16,4.50901
2021-12-17,3.50701
2021-12-18,4.20841
2021-12-19,2.70541
2021-12-20,4.60921
2021-12-21,5.01002
2021-12-22,4.90981
2021-12-23,3.80761
2021-12-24,2.70541
2021-12-25,1.2024
2021-12-26,2.70541
2021-12-27,3.50701
2021-12-28,4.90981
2021-12-29,4.60921
2021-12-30,4.00801
2021-12-31,2.4048
2022-01-01,2.3046
2022-01-02,1.9038
2022-01-03,4.00801
2022-01-04,6.21242
2022-01-05,4.60921
2022-01-06,7.21442
2022-01-07,6.11222
2022-01-08,4.10821
2022-01-09,4.70941
2022-01-10,9.51903
2022-01-11,7.91583
2022-01-12,7.71543
2022-01-13,5.91182
2022-01-14,5.41082
2022-01-15,2.70541
2022-01-16,3.20641
2022-01-17,4.70941
2022-01-18,7.31462
2022-01-19,10.02004
2022-01-20,7.51503
2022-01-21,6.11222
2022-01-22,4.10821
2022-01-23,4.80961
2022-01-24,8.11623
2022-01-25,6.21242
2022-01-26,7.31462
2022-01-27,8.31663
2022-01-28,6.31262
2022-01-29,4.30861
2022-01-30,3.00601
2022-01-31,2.50501
2022-02-01,2.004
2022-02-02,4.20841
2022-02-03,4.30861
2022-02-04,6.31262
2022-02-05,5.91182
2022-02-06,4.60921
2022-02-07,4.90981
2022-02-08,6.61322
2022-02-09,6.11222
2022-02-10,6.31262
2022-02-11,7.61523
2022-02-12,7.21442
2022-02-13,3.40681
2022-02-14,5.61122
2022-02-15,5.71142
2022-02-16,6.51302
2022-02-17,5.61122
2022-02-18,3.30661
2022-02-19,3.30661
2022-02-20,2.60521
2022-02-21,5.01002
2022-02-22,5.61122
2022-02-23,2.50501
2022-02-24,6.81362
2022-02-25,7.41482
2022-02-26,1.6032
2022-02-27,4.80961
2022-02-28,5.71142
2022-03-01,4.90981
2022-03-02,6.21242
2022-03-03,6.71342
2022-03-04,4.80961
2022-03-05,3.10621
2022-03-06,2.004
2022-03-07,5.21042
2022-03-08,4.20841
2022-03-09,4.30861
2022-03-10,3.60721
2022-03-11,5.11022
2022-03-12,3.30661
2022-03-13,3.10621
2022-03-14,4.50901
2022-03-15,8.21643
2022-03-16,4.10821
2022-03-17,6.71342
2022-03-18,4.60921
2022-03-19,4.00801
2022-03-20,4.30861
2022-03-21,5.31062
2022-03-22,7.91583
2022-03-23,8.21643
2022-03-24,5.51102
2022-03-25,4.70941
2022-03-26,4.40881
2022-03-27,3.10621
2022-03-28,11.12224
2022-03-29,10.52104
2022-03-30,9.81963
2022-03-31,7.61523
2022-04-01,5.01002
2022-04-02,4.60921
2022-04-03,4.40881
2022-04-04,7.71543
2022-04-05,8.01603
2022-04-06,8.81763
2022-04-07,10.12024
2022-04-08,5.91182
2022-04-09,3.00601
2022-04-10,4.80961
2022-04-11,9.21843
2022-04-12,12.82565
2022-04-13,11.22244
2022-04-14,7.91583
2022-04-15,10.42084
2022-04-16,5.11022
2022-04-17,9.31863
2022-04-18,9.91983
2022-04-19,11.72344
2022-04-20,9.81963
2022-04-21,9.51903
2022-04-22,5.31062
2022-04-23,5.11022
2022-04-24,4.40881
2022-04-25,8.31663
2022-04-26,7.71543
2022-04-27,7.21442
2022-04-28,7.51503
2022-04-29,4.60921
2022-04-30,5.11022
2022-05-01,4.80961
2022-05-02,7.31462
2022-05-03,7.81563
2022-05-04,8.11623
2022-05-05,6.01202
2022-05-06,12.12424
2022-05-07,6.51302
2022-05-08,3.80761
2022-05-09,9.01803
2022-05-10,10.32064
2022-05-11,8.11623
2022-05-12,9.81963
2022-05-13,8.51703
2022-05-14,5.81162
2022-05-15,6.21242
2022-05-16,5.91182
2022-05-17,9.21843
2022-05-18,7.01402
2022-05-19,8.51703
2022-05-20,9.61923
2022-05-21,6.51302
2022-05-22,6.81362
2022-05-23,6.51302
2022-05-24,8.01603
2022-05-25,8.21643
2022-05-26,9.51903
2022-05-27,6.01202
2022-05-28,4.60921
2022-05-29,5.61122
2022-05-30,7.41482
2022-05-31,9.51903
2022-06-01,6.61322
2022-06-02,7.81563
2022-06-03,7.41482
2022-06-04,5.81162
2022-06-05,6.01202
2022-06-06,5.91182
2022-06-07,9.71943
2022-06-08,10.62124
2022-06-09,9.01803
2022-06-10,9.61923
2022-06-11,8.21643
2022-06-12,7.91583
2022-06-13,16.43286
2022-06-14,12.22444
2022-06-15,15.13026
2022-06-16,13.62725
2022-06-17,10.22044
2022-06-18,6.31262
2022-06-19,5.91182
2022-06-20,11.92384
2022-06-21,9.51903
2022-06-22,10.52104
2022-06-23,8.91783
2022-06-24,8.91783
2022-06-25,4.40881
2022-06-26,3.20641
2022-06-27,9.51903
2022-06-28,10.72144
2022-06-29,8.51703
2022-06-30,7.51503
2022-07-01,7.81563
2022-07-02,6.11222
2022-07-03,4.60921
2022-07-04,10.42084
2022-07-05,10.22044
2022-07-06,10.52104
2022-07-07,7.61523
2022-07-08,6.21242
2022-07-09,3.20641
2022-07-10,6.11222
2022-07-11,7.21442
2022-07-12,9.31863
2022-07-13,12.82565
2022-07-14,10.12024
2022-07-15,10.62124
2022-07-16,3.80761
2022-07-17,4.70941
2022-07-18,9.41883
2022-07-19,8.31663
2022-07-20,7.61523
2022-07-21,7.71543
2022-07-22,11.22244
2022-07-23,5.81162
2022-07-24,5.01002
2022-07-25,6.81362
2022-07-26,9.41883
2022-07-27,7.31462
2022-07-28,8.21643
2022-07-29,7.81563
2022-07-30,3.70741
2022-07-31,3.90781
2022-08-01,8.61723
2022-08-02,7.81563
2022-08-03,8.91783
2022-08-04,6.31262
2022-08-05,8.11623
2022-08-06,4.80961
2022-08-07,5.91182
2022-08-08,8.61723
2022-08-09,9.01803
2022-08-10,7.71543
2022-08-11,7.41482
2022-08-12,5.11022
2022-08-13,4.80961
2022-08-14,5.71142
2022-08-15,5.61122
2022-08-16,8.11623
2022-08-17,10.02004
2022-08-18,8.61723
2022-08-19,9.61923
2022-08-20,5.11022
2022-08-21,6.01202
2022-08-22,9.11823
2022-08-23,8.41683
2022-08-24,11.62324
2022-08-25,11.72344
2022-08-26,11.22244
2022-08-27,3.60721
2022-08-28,5.71142
2022-08-29,11.22244
2022-08-30,9.91983
2022-08-31,10.82164
2022-09-01,8.81763
2022-09-02,9.01803
2022-09-03,4.10821
2022-09-04,7.21442
2022-09-05,10.32064
2022-09-06,8.81763
2022-09-07,12.12424
2022-09-08,8.31663
2022-09-09,4.00801
2022-09-10,3.30661
2022-09-11,3.00601
2022-09-12,5.21042
2022-09-13,9.41883
2022-09-14,13.32665
2022-09-15,10.22044
2022-09-16,10.62124
2022-09-17,6.11222
2022-09-18,4.70941
2022-09-19,14.62925
2022-09-20,13.22645
2022-09-21,13.32665
2022-09-22,15.23046
2022-09-23,15.03006
2022-09-24,8.11623
2022-09-25,6.81362
2022-09-26,16.33266
2022-09-27,18.33667
2022-09-28,19.33867
2022-09-29,20.84168
2022-09-30,14.22845
2022-10-01,7.01402
2022-10-02,7.71543
2022-10-03,7.21442
2022-10-04,18.73747
2022-10-05,11.62324
2022-10-06,12.62525
2022-10-07,15.33066
2022-10-08,7.61523
2022-10-09,8.81763
2022-10-10,11.02204
2022-10-11,20.64128
2022-10-12,21.84368
2022-10-13,20.74148
2022-10-14,14.52905
2022-10-15,9.71943
2022-10-16,11.62324
2022-10-17,15.93186
2022-10-18,16.23246
2022-10-19,17.13426
2022-10-20,22.64529
2022-10-21,28.95791
2022-10-22,15.03006
2022-10-23,13.72745
2022-10-24,23.24649
2022-10-25,27.2545
2022-10-26,20.24048
2022-10-27,19.73947
2022-10-28,17.63527
2022-10-29,8.11623
2022-10-30,6.81362
2022-10-31,15.53106
2022-11-01,16.63326
2022-11-02,16.73346
2022-11-03,20.04008
2022-11-04,13.72745
2022-11-05,10.42084
2022-11-06,8.61723
2022-11-07,14.72945
2022-11-08,15.63126
2022-11-09,15.23046
2022-11-10,14.62925
2022-11-11,17.03406
2022-11-12,6.81362
2022-11-13,7.31462
2022-11-14,13.52705
2022-11-15,14.52905
2022-11-16,13.02605
2022-11-17,12.32464
2022-11-18,10.82164
2022-11-19,4.90981
2022-11-20,6.61322
2022-11-21,11.12224
2022-11-22,12.12424
2022-11-23,11.92384
2022-11-24,12.12424
2022-11-25,11.92384
2022-11-26,6.51302
2022-11-27,5.31062
2022-11-28,10.82164
2022-11-29,12.52505
2022-11-30,10.12024
2022-12-01,13.52705
2022-12-02,9.91983
2022-12-03,4.20841
2022-12-04,5.41082
2022-12-05,11.22244
2022-12-06,10.22044
2022-12-07,10.62124
2022-12-08,11.42284
2022-12-09,10.62124
2022-12-10,8.01603
2022-12-11,6.91382
2022-12-12,8.11623
2022-12-13,10.72144
2022-12-14,12.22444
2022-12-15,10.12024
2022-12-16,8.71743
2022-12-17,5.01002
2022-12-18,7.61523
2022-12-19,11.52304
2022-12-20,14.32865
2022-12-21,12.82565
2022-12-22,9.41883
2022-12-23,9.91983
2022-12-24,5.21042
2022-12-25,5.51102
2022-12-26,10.12024
2022-12-27,11.52304
2022-12-28,9.91983
2022-12-29,10.42084
2022-12-30,7.91583
2022-12-31,5.01002
2023-01-01,4.40881
2023-01-02,11.42284
2023-01-03,9.61923
2023-01-04,10.52104
2023-01-05,10.82164
2023-01-06,8.71743
2023-01-07,6.71342
2023-01-08,6.71342
2023-01-09,12.42484
2023-01-10,12.42484
2023-01-11,10.82164
2023-01-12,8.71743
2023-01-13,11.12224
2023-01-14,8.11623
2023-01-15,6.31262
2023-01-16,8.91783
2023-01-17,10.92184
2023-01-18,10.62124
2023-01-19,10.82164
2023-01-20,8.81763
2023-01-21,5.21042
2023-01-22,4.60921
2023-01-23,4.90981
2023-01-24,9.61923
2023-01-25,9.11823
2023-01-26,10.32064
2023-01-27,7.71543
2023-01-28,5.31062
2023-01-29,7.31462
2023-01-30,8.51703
2023-01-31,10.92184
2023-02-01,9.71943
2023-02-02,12.32464
2023-02-03,11.52304
2023-02-04,6.81362
2023-02-05,7.01402
2023-02-06,9.61923
2023-02-07,14.22845
2023-02-08,11.32264
2023-02-09,9.91983
2023-02-10,10.32064
2023-02-11,6.11222
2023-02-12,4.00801
2023-02-13,8.61723
2023-02-14,11.92384
2023-02-15,11.82364
2023-02-16,11.62324
2023-02-17,13.62725
2023-02-18,8.51703
2023-02-19,5.81162
2023-02-20,9.21843
2023-02-21,14.02805
2023-02-22,17.03406
2023-02-23,12.52505
2023-02-24,9.61923
2023-02-25,5.61122
2023-02-26,5.31062
2023-02-27,13.12625
2023-02-28,13.12625
2023-03-01,8.91783
2023-03-02,16.33266
2023-03-03,14.12825
2023-03-04,8.41683
2023-03-05,5.11022
2023-03-06,10.82164
2023-03-07,14.02805
2023-03-08,15.03006
2023-03-09,13.62725
2023-03-10,13.82765
2023-03-11,9.91983
2023-03-12,10.82164
2023-03-13,25.1503
2023-03-14,28.55711
2023-03-15,20.04008
2023-03-16,17.93587
2023-03-17,15.63126
2023-03-18,9.31863
2023-03-19,8.01603
2023-03-20,17.13426
2023-03-21,15.73146
2023-03-22,15.23046
2023-03-23,15.53106
2023-03-24,15.63126
2023-03-25,7.61523
2023-03-26,8.31663
2023-03-27,16.83366
2023-03-28,17.13426
2023-03-29,14.22845
2023-03-30,13.02605
2023-03-31,15.43086
2023-04-01,6.51302
2023-04-02,6.21242
2023-04-03,11.32264
2023-04-04,11.02204
2023-04-05,14.92985
2023-04-06,13.02605
2023-04-07,13.12625
2023-04-08,7.51503
2023-04-09,7.01402
2023-04-10,11.22244
2023-04-11,14.32865
2023-04-12,15.23046
2023-04-13,15.03006
2023-04-14,12.62525
2023-04-15,6.31262
2023-04-16,5.71142
2023-04-17,15.93186
2023-04-18,14.42885
2023-04-19,13.22645
2023-04-20,14.52905
2023-04-21,11.12224
2023-04-22,5.51102
2023-04-23,4.50901
2023-04-24,11.22244
2023-04-25,12.42484
2023-04-26,10.52104
2023-04-27,12.12424
2023-04-28,8.11623
2023-04-29,4.90981
2023-04-30,4.10821
2023-05-01,5.71142
2023-05-02,11.12224
2023-05-03,11.72344
2023-05-04,10.52104
2023-05-05,6.91382
2023-05-06,5.91182
2023-05-07,6.01202
2023-05-08,9.81963
2023-05-09,12.62525
2023-05-10,10.32064
2023-05-11,13.52705
2023-05-12,11.62324
2023-05-13,5.31062
2023-05-14,5.41082
2023-05-15,10.12024
2023-05-16,9.81963
2023-05-17,8.91783
2023-05-18,10.52104
2023-05-19,9.21843
2023-05-20,4.90981
2023-05-21,6.81362
2023-05-22,12.42484
2023-05-23,13.92785
2023-05-24,12.52505
2023-05-25,12.52505
2023-05-26,9.41883
2023-05-27,5.81162
2023-05-28,5.91182
