date,정기예금이율
2020-10-27,27.32558
2020-10-28,27.61627
2020-10-29,28.48837
2020-10-30,27.90697
2020-10-31,10.46511
2020-11-01,13.95348
2020-11-02,28.19767
2020-11-03,19.47674
2020-11-04,18.60465
2020-11-05,20.34883
2020-11-06,26.74418
2020-11-07,14.53488
2020-11-08,19.76744
2020-11-09,37.2093
2020-11-10,38.95348
2020-11-11,25.87209
2020-11-12,24.7093
2020-11-13,22.96511
2020-11-14,18.60465
2020-11-15,13.95348
2020-11-16,37.5
2020-11-17,26.74418
2020-11-18,28.77906
2020-11-19,32.84883
2020-11-20,29.06976
2020-11-21,16.27906
2020-11-22,13.95348
2020-11-23,31.97674
2020-11-24,31.97674
2020-11-25,38.08139
2020-11-26,34.01162
2020-11-27,25.0
2020-11-28,9.01162
2020-11-29,12.79069
2020-11-30,31.97674
2020-12-01,23.25581
2020-12-02,28.19767
2020-12-03,31.68604
2020-12-04,29.36046
2020-12-05,13.37209
2020-12-06,13.08139
2020-12-07,27.03488
2020-12-08,29.65116
2020-12-09,26.74418
2020-12-10,35.17441
2020-12-11,27.90697
2020-12-12,12.5
2020-12-13,18.31395
2020-12-14,26.45348
2020-12-15,23.25581
2020-12-16,30.52325
2020-12-17,21.80232
2020-12-18,20.05813
2020-12-19,15.69767
2020-12-20,12.2093
2020-12-21,23.54651
2020-12-22,26.45348
2020-12-23,33.72093
2020-12-24,32.55813
2020-12-25,16.56976
2020-12-26,12.5
2020-12-27,14.24418
2020-12-28,43.31395
2020-12-29,38.37209
2020-12-30,39.24418
2020-12-31,29.65116
2021-01-01,22.09302
2021-01-02,20.34883
2021-01-03,24.1279
2021-01-04,51.16279
2021-01-05,45.93023
2021-01-06,42.73255
2021-01-07,37.5
2021-01-08,27.90697
2021-01-09,18.60465
2021-01-10,30.23255
2021-01-11,49.1279
2021-01-12,36.3372
2021-01-13,38.95348
2021-01-14,44.18604
2021-01-15,39.53488
2021-01-16,21.22093
2021-01-17,19.47674
2021-01-18,45.34883
2021-01-19,44.18604
2021-01-20,44.47674
2021-01-21,44.47674
2021-01-22,41.86046
2021-01-23,17.44186
2021-01-24,18.02325
2021-01-25,44.47674
2021-01-26,34.88372
2021-01-27,34.01162
2021-01-28,41.56976
2021-01-29,38.66279
2021-01-30,25.58139
2021-01-31,22.96511
2021-02-01,48.54651
2021-02-02,35.75581
2021-02-03,38.95348
2021-02-04,42.44186
2021-02-05,42.15116
2021-02-06,25.29069
2021-02-07,19.76744
2021-02-08,48.25581
2021-02-09,41.27906
2021-02-10,30.81395
2021-02-11,14.24418
2021-02-12,13.95348
2021-02-13,15.40697
2021-02-14,25.0
2021-02-15,52.32558
2021-02-16,39.82558
2021-02-17,44.76744
2021-02-18,38.08139
2021-02-19,35.46511
2021-02-20,13.37209
2021-02-21,25.58139
2021-02-22,43.60465
2021-02-23,36.04651
2021-02-24,34.01162
2021-02-25,42.15116
2021-02-26,36.9186
2021-02-27,19.47674
2021-02-28,17.15116
2021-03-01,23.8372
2021-03-02,44.76744
2021-03-03,44.76744
2021-03-04,44.47674
2021-03-05,35.17441
2021-03-06,14.53488
2021-03-07,18.31395
2021-03-08,36.6279
2021-03-09,39.82558
2021-03-10,34.59302
2021-03-11,31.10465
2021-03-12,29.94186
2021-03-13,19.18604
2021-03-14,15.69767
2021-03-15,42.44186
2021-03-16,36.9186
2021-03-17,48.8372
2021-03-18,41.86046
2021-03-19,29.94186
2021-03-20,15.69767
2021-03-21,19.76744
2021-03-22,38.95348
2021-03-23,40.98837
2021-03-24,26.45348
2021-03-25,34.30232
2021-03-26,30.81395
2021-03-27,16.56976
2021-03-28,13.95348
2021-03-29,37.5
2021-03-30,43.89534
2021-03-31,31.39534
2021-04-01,36.04651
2021-04-02,27.61627
2021-04-03,15.69767
2021-04-04,21.22093
2021-04-05,35.75581
2021-04-06,32.55813
2021-04-07,21.51162
2021-04-08,31.97674
2021-04-09,25.0
2021-04-10,11.6279
2021-04-11,13.95348
2021-04-12,35.75581
2021-04-13,25.29069
2021-04-14,29.06976
2021-04-15,28.19767
2021-04-16,28.77906
2021-04-17,15.11627
2021-04-18,11.3372
2021-04-19,32.84883
2021-04-20,33.13953
2021-04-21,25.58139
2021-04-22,28.77906
2021-04-23,30.52325
2021-04-24,12.2093
2021-04-25,12.5
2021-04-26,35.17441
2021-04-27,33.43023
2021-04-28,32.55813
2021-04-29,31.68604
2021-04-30,27.61627
2021-05-01,13.66279
2021-05-02,26.16279
2021-05-03,34.88372
2021-05-04,37.5
2021-05-05,16.27906
2021-05-06,31.68604
2021-05-07,35.17441
2021-05-08,14.24418
2021-05-09,20.93023
2021-05-10,38.66279
2021-05-11,31.39534
2021-05-12,34.59302
2021-05-13,20.34883
2021-05-14,27.03488
2021-05-15,15.98837
2021-05-16,13.37209
2021-05-17,37.5
2021-05-18,27.90697
2021-05-19,10.46511
2021-05-20,33.43023
2021-05-21,25.29069
2021-05-22,11.3372
2021-05-23,18.02325
2021-05-24,34.01162
2021-05-25,35.17441
2021-05-26,32.55813
2021-05-27,28.77906
2021-05-28,31.10465
2021-05-29,11.6279
2021-05-30,8.72093
2021-05-31,29.94186
2021-06-01,31.68604
2021-06-02,28.48837
2021-06-03,30.23255
2021-06-04,23.25581
2021-06-05,11.9186
2021-06-06,18.02325
2021-06-07,27.90697
2021-06-08,31.39534
2021-06-09,22.96511
2021-06-10,29.06976
2021-06-11,18.02325
2021-06-12,8.72093
2021-06-13,10.75581
2021-06-14,26.74418
2021-06-15,25.87209
2021-06-16,25.87209
2021-06-17,25.0
2021-06-18,22.67441
2021-06-19,8.72093
2021-06-20,15.11627
2021-06-21,30.23255
2021-06-22,27.32558
2021-06-23,25.58139
2021-06-24,23.8372
2021-06-25,27.03488
2021-06-26,11.04651
2021-06-27,9.01162
2021-06-28,26.74418
2021-06-29,25.58139
2021-06-30,26.16279
2021-07-01,29.65116
2021-07-02,20.34883
2021-07-03,11.3372
2021-07-04,16.56976
2021-07-05,24.4186
2021-07-06,29.06976
2021-07-07,25.29069
2021-07-08,24.7093
2021-07-09,23.8372
2021-07-10,6.68604
2021-07-11,11.9186
2021-07-12,26.16279
2021-07-13,22.96511
2021-07-14,27.32558
2021-07-15,21.22093
2021-07-16,23.54651
2021-07-17,6.39534
2021-07-18,11.3372
2021-07-19,20.93023
2021-07-20,25.29069
2021-07-21,26.16279
2021-07-22,26.16279
2021-07-23,19.47674
2021-07-24,11.3372
2021-07-25,13.95348
2021-07-26,25.29069
2021-07-27,25.87209
2021-07-28,22.38372
2021-07-29,32.84883
2021-07-30,27.61627
2021-07-31,10.75581
2021-08-01,15.69767
2021-08-02,30.81395
2021-08-03,26.16279
2021-08-04,27.61627
2021-08-05,24.1279
2021-08-06,24.7093
2021-08-07,13.95348
2021-08-08,12.5
2021-08-09,25.29069
2021-08-10,31.39534
2021-08-11,24.4186
2021-08-12,28.19767
2021-08-13,22.67441
2021-08-14,13.66279
2021-08-15,6.68604
2021-08-16,11.9186
2021-08-17,22.09302
2021-08-18,20.34883
2021-08-19,25.0
2021-08-20,25.0
2021-08-21,10.75581
2021-08-22,15.40697
2021-08-23,29.06976
2021-08-24,22.09302
2021-08-25,30.81395
2021-08-26,35.46511
2021-08-27,32.26744
2021-08-28,9.01162
2021-08-29,16.86046
2021-08-30,29.36046
2021-08-31,34.30232
2021-09-01,40.40697
2021-09-02,29.94186
2021-09-03,28.19767
2021-09-04,11.3372
2021-09-05,17.44186
2021-09-06,29.06976
2021-09-07,25.58139
2021-09-08,26.74418
2021-09-09,30.52325
2021-09-10,22.96511
2021-09-11,13.95348
2021-09-12,10.46511
2021-09-13,24.7093
2021-09-14,21.22093
2021-09-15,24.4186
2021-09-16,21.80232
2021-09-17,21.80232
2021-09-18,11.3372
2021-09-19,6.97674
2021-09-20,8.43023
2021-09-21,8.72093
2021-09-22,9.59302
2021-09-23,38.08139
2021-09-24,28.77906
2021-09-25,8.72093
2021-09-26,15.11627
2021-09-27,27.03488
2021-09-28,33.13953
2021-09-29,28.48837
2021-09-30,32.84883
2021-10-01,28.19767
2021-10-02,12.2093
2021-10-03,10.75581
2021-10-04,17.15116
2021-10-05,24.7093
2021-10-06,23.8372
2021-10-07,26.16279
2021-10-08,21.80232
2021-10-09,8.43023
2021-10-10,9.30232
2021-10-11,11.04651
2021-10-12,30.52325
2021-10-13,27.61627
2021-10-14,25.29069
2021-10-15,21.80232
2021-10-16,7.26744
2021-10-17,9.59302
2021-10-18,23.8372
2021-10-19,26.74418
2021-10-20,27.03488
2021-10-21,24.7093
2021-10-22,23.54651
2021-10-23,6.39534
2021-10-24,9.59302
2021-10-25,34.30232
2021-10-26,23.54651
2021-10-27,20.93023
2021-10-28,21.51162
2021-10-29,26.45348
2021-10-30,18.60465
2021-10-31,12.2093
2021-11-01,26.74418
2021-11-02,25.87209
2021-11-03,28.19767
2021-11-04,21.22093
2021-11-05,22.96511
2021-11-06,8.13953
2021-11-07,9.01162
2021-11-08,29.94186
2021-11-09,22.09302
2021-11-10,20.63953
2021-11-11,15.69767
2021-11-12,15.40697
2021-11-13,10.17441
2021-11-14,9.59302
2021-11-15,24.4186
2021-11-16,25.0
2021-11-17,21.80232
2021-11-18,22.96511
2021-11-19,17.44186
2021-11-20,8.13953
2021-11-21,7.55813
2021-11-22,18.60465
2021-11-23,17.73255
2021-11-24,21.51162
2021-11-25,28.77906
2021-11-26,20.93023
2021-11-27,9.88372
2021-11-28,13.37209
2021-11-29,27.03488
2021-11-30,30.81395
2021-12-01,27.90697
2021-12-02,31.68604
2021-12-03,29.65116
2021-12-04,15.98837
2021-12-05,14.82558
2021-12-06,28.48837
2021-12-07,23.25581
2021-12-08,27.03488
2021-12-09,26.74418
2021-12-10,22.38372
2021-12-11,16.27906
2021-12-12,18.31395
2021-12-13,36.6279
2021-12-14,33.72093
2021-12-15,31.68604
2021-12-16,27.90697
2021-12-17,27.03488
2021-12-18,13.37209
2021-12-19,18.89534
2021-12-20,31.68604
2021-12-21,31.39534
2021-12-22,29.65116
2021-12-23,27.61627
2021-12-24,20.93023
2021-12-25,16.56976
2021-12-26,15.40697
2021-12-27,28.19767
2021-12-28,34.01162
2021-12-29,33.43023
2021-12-30,38.37209
2021-12-31,23.25581
2022-01-01,11.9186
2022-01-02,23.54651
2022-01-03,36.3372
2022-01-04,36.04651
2022-01-05,36.6279
2022-01-06,29.36046
2022-01-07,31.97674
2022-01-08,16.56976
2022-01-09,15.98837
2022-01-10,45.05813
2022-01-11,40.11627
2022-01-12,37.79069
2022-01-13,40.98837
2022-01-14,40.98837
2022-01-15,23.54651
2022-01-16,22.96511
2022-01-17,54.36046
2022-01-18,47.67441
2022-01-19,43.02325
2022-01-20,47.67441
2022-01-21,36.9186
2022-01-22,22.67441
2022-01-23,22.09302
2022-01-24,45.05813
2022-01-25,50.87209
2022-01-26,43.89534
2022-01-27,52.61627
2022-01-28,43.60465
2022-01-29,15.98837
2022-01-30,14.82558
2022-01-31,17.44186
2022-02-01,20.93023
2022-02-02,27.61627
2022-02-03,72.38372
2022-02-04,45.05813
2022-02-05,23.25581
2022-02-06,28.48837
2022-02-07,55.52325
2022-02-08,50.87209
2022-02-09,39.24418
2022-02-10,39.82558
2022-02-11,39.24418
2022-02-12,17.73255
2022-02-13,21.80232
2022-02-14,40.40697
2022-02-15,42.44186
2022-02-16,41.86046
2022-02-17,34.59302
2022-02-18,38.37209
2022-02-19,18.02325
2022-02-20,23.8372
2022-02-21,56.68604
2022-02-22,41.56976
2022-02-23,52.61627
2022-02-24,47.09302
2022-02-25,41.56976
2022-02-26,19.18604
2022-02-27,29.36046
2022-02-28,54.94186
2022-03-01,28.19767
2022-03-02,46.22093
2022-03-03,43.02325
2022-03-04,33.43023
2022-03-05,16.56976
2022-03-06,20.34883
2022-03-07,36.9186
2022-03-08,31.68604
2022-03-09,20.63953
2022-03-10,40.40697
2022-03-11,31.68604
2022-03-12,17.15116
2022-03-13,23.25581
2022-03-14,43.31395
2022-03-15,43.60465
2022-03-16,37.79069
2022-03-17,35.75581
2022-03-18,32.84883
2022-03-19,21.80232
2022-03-20,15.69767
2022-03-21,29.94186
2022-03-22,32.84883
2022-03-23,25.58139
2022-03-24,37.79069
2022-03-25,37.5
2022-03-26,20.05813
2022-03-27,18.60465
2022-03-28,29.36046
2022-03-29,31.97674
2022-03-30,40.69767
2022-03-31,43.02325
2022-04-01,39.82558
2022-04-02,19.47674
2022-04-03,20.05813
2022-04-04,37.2093
2022-04-05,39.53488
2022-04-06,31.10465
2022-04-07,31.10465
2022-04-08,29.36046
2022-04-09,9.59302
2022-04-10,14.24418
2022-04-11,31.97674
2022-04-12,28.77906
2022-04-13,30.81395
2022-04-14,42.15116
2022-04-15,32.84883
2022-04-16,17.15116
2022-04-17,18.89534
2022-04-18,40.11627
2022-04-19,41.86046
2022-04-20,36.3372
2022-04-21,34.01162
2022-04-22,30.23255
2022-04-23,20.34883
2022-04-24,14.53488
2022-04-25,42.73255
2022-04-26,45.05813
2022-04-27,37.5
2022-04-28,42.73255
2022-04-29,39.53488
2022-04-30,17.73255
2022-05-01,12.2093
2022-05-02,41.27906
2022-05-03,32.26744
2022-05-04,31.10465
2022-05-05,14.82558
2022-05-06,27.90697
2022-05-07,16.86046
2022-05-08,13.37209
2022-05-09,34.30232
2022-05-10,37.2093
2022-05-11,36.04651
2022-05-12,40.98837
2022-05-13,30.52325
2022-05-14,12.2093
2022-05-15,18.31395
2022-05-16,33.43023
2022-05-17,25.29069
2022-05-18,31.10465
2022-05-19,29.65116
2022-05-20,27.03488
2022-05-21,14.24418
2022-05-22,15.11627
2022-05-23,29.36046
2022-05-24,36.9186
2022-05-25,38.95348
2022-05-26,41.27906
2022-05-27,32.84883
2022-05-28,20.63953
2022-05-29,16.27906
2022-05-30,54.06976
2022-05-31,49.7093
2022-06-01,29.36046
2022-06-02,53.48837
2022-06-03,40.11627
2022-06-04,19.76744
2022-06-05,19.18604
2022-06-06,25.58139
2022-06-07,49.7093
2022-06-08,36.9186
2022-06-09,44.18604
2022-06-10,39.24418
2022-06-11,15.98837
2022-06-12,19.76744
2022-06-13,35.75581
2022-06-14,46.80232
2022-06-15,43.02325
2022-06-16,45.34883
2022-06-17,42.73255
2022-06-18,22.67441
2022-06-19,23.8372
2022-06-20,52.03488
2022-06-21,46.80232
2022-06-22,53.48837
2022-06-23,48.25581
2022-06-24,53.19767
2022-06-25,18.89534
2022-06-26,22.38372
2022-06-27,58.13953
2022-06-28,52.61627
2022-06-29,54.36046
2022-06-30,45.05813
2022-07-01,42.44186
2022-07-02,21.80232
2022-07-03,21.80232
2022-07-04,45.05813
2022-07-05,56.97674
2022-07-06,42.15116
2022-07-07,35.75581
2022-07-08,40.69767
2022-07-09,19.47674
2022-07-10,29.06976
2022-07-11,36.9186
2022-07-12,55.23255
2022-07-13,72.38372
2022-07-14,75.29069
2022-07-15,69.18604
2022-07-16,29.06976
2022-07-17,25.58139
2022-07-18,71.80232
2022-07-19,63.08139
2022-07-20,55.81395
2022-07-21,52.03488
2022-07-22,53.19767
2022-07-23,25.0
2022-07-24,31.97674
2022-07-25,61.04651
2022-07-26,64.53488
2022-07-27,57.55813
2022-07-28,58.72093
2022-07-29,56.39534
2022-07-30,16.86046
2022-07-31,24.1279
2022-08-01,65.40697
2022-08-02,52.90697
2022-08-03,59.59302
2022-08-04,57.26744
2022-08-05,56.68604
2022-08-06,26.16279
2022-08-07,21.22093
2022-08-08,56.10465
2022-08-09,43.89534
2022-08-10,51.45348
2022-08-11,57.84883
2022-08-12,50.58139
2022-08-13,18.02325
2022-08-14,20.34883
2022-08-15,30.52325
2022-08-16,52.03488
2022-08-17,58.72093
2022-08-18,47.67441
2022-08-19,49.7093
2022-08-20,21.51162
2022-08-21,15.69767
2022-08-22,56.68604
2022-08-23,54.94186
2022-08-24,52.03488
2022-08-25,64.53488
2022-08-26,54.06976
2022-08-27,20.93023
2022-08-28,24.1279
2022-08-29,56.68604
2022-08-30,50.58139
2022-08-31,60.17441
2022-09-01,70.63953
2022-09-02,56.39534
2022-09-03,28.19767
2022-09-04,24.7093
2022-09-05,55.52325
2022-09-06,39.24418
2022-09-07,58.43023
2022-09-08,34.88372
2022-09-09,17.44186
2022-09-10,19.18604
2022-09-11,18.02325
2022-09-12,30.81395
2022-09-13,73.54651
2022-09-14,62.2093
2022-09-15,59.59302
2022-09-16,47.38372
2022-09-17,22.67441
2022-09-18,32.84883
2022-09-19,56.97674
2022-09-20,59.88372
2022-09-21,47.38372
2022-09-22,55.52325
2022-09-23,58.43023
2022-09-24,27.03488
2022-09-25,30.52325
2022-09-26,68.02325
2022-09-27,67.15116
2022-09-28,72.38372
2022-09-29,77.90697
2022-09-30,85.75581
2022-10-01,30.52325
2022-10-02,21.22093
2022-10-03,21.51162
2022-10-04,65.98837
2022-10-05,71.51162
2022-10-06,57.55813
2022-10-07,60.75581
2022-10-08,17.44186
2022-10-09,21.22093
2022-10-10,30.81395
2022-10-11,61.6279
2022-10-12,64.24418
2022-10-13,85.75581
2022-10-14,72.38372
2022-10-15,33.72093
2022-10-16,33.72093
2022-10-17,77.03488
2022-10-18,80.52325
2022-10-19,100.0
2022-10-20,89.82558
2022-10-21,72.96511
2022-10-22,25.29069
2022-10-23,31.97674
2022-10-24,79.06976
2022-10-25,81.39534
2022-10-26,77.03488
2022-10-27,73.8372
2022-10-28,65.11627
2022-10-29,28.19767
2022-10-30,23.25581
2022-10-31,70.93023
2022-11-01,72.96511
2022-11-02,64.82558
2022-11-03,55.81395
2022-11-04,47.09302
2022-11-05,19.18604
2022-11-06,23.25581
2022-11-07,61.3372
2022-11-08,65.40697
2022-11-09,58.43023
2022-11-10,59.30232
2022-11-11,47.96511
2022-11-12,16.86046
2022-11-13,19.18604
2022-11-14,65.40697
2022-11-15,58.43023
2022-11-16,55.23255
2022-11-17,58.13953
2022-11-18,46.51162
2022-11-19,19.76744
2022-11-20,18.60465
2022-11-21,54.65116
2022-11-22,47.38372
2022-11-23,49.7093
2022-11-24,57.84883
2022-11-25,51.45348
2022-11-26,18.89534
2022-11-27,24.1279
2022-11-28,58.13953
2022-11-29,58.72093
2022-11-30,58.72093
2022-12-01,45.63953
2022-12-02,38.66279
2022-12-03,12.79069
2022-12-04,14.53488
2022-12-05,46.51162
2022-12-06,42.73255
2022-12-07,41.56976
2022-12-08,44.47674
2022-12-09,28.19767
2022-12-10,14.24418
2022-12-11,15.11627
2022-12-12,53.77906
2022-12-13,40.11627
2022-12-14,32.26744
2022-12-15,29.65116
2022-12-16,30.23255
2022-12-17,14.82558
2022-12-18,15.11627
2022-12-19,26.74418
2022-12-20,27.03488
2022-12-21,28.48837
2022-12-22,25.29069
2022-12-23,22.38372
2022-12-24,15.98837
2022-12-25,15.69767
2022-12-26,40.98837
2022-12-27,35.17441
2022-12-28,30.81395
2022-12-29,27.90697
2022-12-30,34.59302
2022-12-31,12.79069
2023-01-01,20.05813
2023-01-02,40.11627
2023-01-03,36.9186
2023-01-04,31.68604
2023-01-05,39.24418
2023-01-06,29.65116
2023-01-07,14.82558
2023-01-08,17.73255
2023-01-09,34.01162
2023-01-10,35.17441
2023-01-11,24.1279
2023-01-12,24.4186
2023-01-13,38.66279
2023-01-14,16.56976
2023-01-15,18.31395
2023-01-16,30.23255
2023-01-17,33.43023
2023-01-18,26.16279
2023-01-19,37.5
2023-01-20,32.26744
2023-01-21,8.43023
2023-01-22,10.46511
2023-01-23,12.2093
2023-01-24,14.53488
2023-01-25,45.05813
2023-01-26,42.73255
2023-01-27,31.68604
2023-01-28,13.95348
2023-01-29,13.37209
2023-01-30,38.66279
2023-01-31,38.08139
2023-02-01,34.59302
2023-02-02,31.68604
2023-02-03,34.01162
2023-02-04,17.44186
2023-02-05,16.56976
2023-02-06,30.81395
2023-02-07,35.75581
2023-02-08,22.67441
2023-02-09,27.61627
2023-02-10,33.72093
2023-02-11,12.5
2023-02-12,9.59302
2023-02-13,35.75581
2023-02-14,29.36046
2023-02-15,27.32558
2023-02-16,24.4186
2023-02-17,27.32558
2023-02-18,13.66279
2023-02-19,15.40697
2023-02-20,29.36046
2023-02-21,27.32558
2023-02-22,32.84883
2023-02-23,19.47674
2023-02-24,23.54651
2023-02-25,12.2093
2023-02-26,13.95348
2023-02-27,31.97674
2023-02-28,22.96511
2023-03-01,15.98837
2023-03-02,30.52325
2023-03-03,34.30232
2023-03-04,15.98837
2023-03-05,17.44186
2023-03-06,34.01162
2023-03-07,27.90697
2023-03-08,26.16279
2023-03-09,27.32558
2023-03-10,23.25581
2023-03-11,9.88372
2023-03-12,13.95348
2023-03-13,31.10465
2023-03-14,20.05813
2023-03-15,34.88372
2023-03-16,29.06976
2023-03-17,27.32558
2023-03-18,9.88372
2023-03-19,10.17441
2023-03-20,27.03488
2023-03-21,30.81395
2023-03-22,29.06976
2023-03-23,27.90697
2023-03-24,35.46511
2023-03-25,9.30232
2023-03-26,14.24418
2023-03-27,35.75581
2023-03-28,30.52325
2023-03-29,33.43023
2023-03-30,31.10465
2023-03-31,30.81395
2023-04-01,13.95348
2023-04-02,11.04651
2023-04-03,27.61627
2023-04-04,26.74418
2023-04-05,23.8372
2023-04-06,24.7093
2023-04-07,21.80232
2023-04-08,6.97674
2023-04-09,10.75581
2023-04-10,27.32558
2023-04-11,23.8372
2023-04-12,22.67441
2023-04-13,25.29069
2023-04-14,20.34883
2023-04-15,9.88372
2023-04-16,13.08139
2023-04-17,25.29069
2023-04-18,24.4186
2023-04-19,23.25581
2023-04-20,20.93023
2023-04-21,22.09302
2023-04-22,6.39534
2023-04-23,9.01162
2023-04-24,23.8372
2023-04-25,20.05813
2023-04-26,27.03488
2023-04-27,20.93023
2023-04-28,19.18604
2023-04-29,6.39534
2023-04-30,8.72093
2023-05-01,16.86046
2023-05-02,30.52325
2023-05-03,30.81395
2023-05-04,22.38372
2023-05-05,15.11627
2023-05-06,14.82558
2023-05-07,17.15116
2023-05-08,34.88372
2023-05-09,24.7093
2023-05-10,29.36046
2023-05-11,26.45348
2023-05-12,20.05813
2023-05-13,10.46511
2023-05-14,8.13953
2023-05-15,25.0
2023-05-16,22.96511
2023-05-17,31.10465
2023-05-18,20.63953
2023-05-19,20.05813
2023-05-20,12.5
2023-05-21,5.81395
2023-05-22,25.0
2023-05-23,25.29069
2023-05-24,16.86046
2023-05-25,27.61627
2023-05-26,19.18604
2023-05-27,9.88372
2023-05-28,10.46511
2023-05-29,12.5
2023-05-30,22.67441
