date,우국원
2020-08-20,0.07774
2020-08-21,0.1495
2020-08-23,0.08372
2020-08-24,0.04784
2020-08-25,0.07774
2020-08-26,0.03588
2020-08-27,0.0897
2020-08-28,0.07774
2020-08-29,0.07774
2020-08-30,0.04186
2020-08-31,0.07176
2020-09-01,0.14352
2020-09-02,0.07176
2020-09-03,0.06578
2020-09-04,0.11362
2020-09-05,0.07774
2020-09-06,0.0299
2020-09-07,0.1196
2020-09-08,0.0598
2020-09-09,0.07176
2020-09-10,0.07176
2020-09-11,0.0598
2020-09-12,0.05382
2020-09-13,0.07774
2020-09-14,0.07774
2020-09-15,0.13156
2020-09-16,0.11362
2020-09-17,0.1495
2020-09-18,0.0897
2020-09-19,0.09568
2020-09-20,0.0598
2020-09-21,0.10764
2020-09-22,0.05382
2020-09-23,0.10764
2020-09-24,0.13754
2020-09-25,0.0598
2020-09-26,0.10166
2020-09-27,0.09568
2020-09-28,0.12558
2020-09-29,0.12558
2020-09-30,0.1196
2020-10-01,0.07176
2020-10-02,0.04186
2020-10-03,0.07176
2020-10-04,0.04186
2020-10-05,0.11362
2020-10-06,0.05382
2020-10-07,0.05382
2020-10-08,0.2093
2020-10-10,0.10166
2020-10-11,0.07774
2020-10-12,0.0299
2020-10-14,0.04784
2020-10-15,0.10764
2020-10-16,0.13754
2020-10-17,0.0598
2020-10-18,0.13754
2020-10-19,0.07176
2020-10-20,0.06578
2020-10-21,0.19136
2020-10-22,0.09568
2020-10-23,0.04784
2020-10-24,0.04784
2020-10-25,0.0897
2020-10-26,0.11362
2020-10-27,0.05382
2020-10-28,0.03588
2020-10-29,0.04186
2020-10-30,0.06578
2020-10-31,0.0897
2020-11-01,0.03588
2020-11-02,0.07774
2020-11-03,0.11362
2020-11-04,0.06578
2020-11-05,0.2093
2020-11-06,0.28704
2020-11-07,0.299
2020-11-08,0.15548
2020-11-09,0.22126
2020-11-10,0.18538
2020-11-11,0.15548
2020-11-12,0.12558
2020-11-13,0.10764
2020-11-14,0.13754
2020-11-15,0.15548
2020-11-16,0.13754
2020-11-17,0.17342
2020-11-18,0.11362
2020-11-19,0.17342
2020-11-20,0.12558
2020-11-21,0.1495
2020-11-22,0.11362
2020-11-23,0.10166
2020-11-24,0.0897
2020-11-25,0.1196
2020-11-26,0.09568
2020-11-27,0.0598
2020-11-28,0.08372
2020-11-29,0.12558
2020-11-30,0.17342
2020-12-01,0.07176
2020-12-02,0.07176
2020-12-03,0.14352
2020-12-04,0.19734
2020-12-05,0.08372
2020-12-06,0.0897
2020-12-07,0.18538
2020-12-08,0.17342
2020-12-09,0.13754
2020-12-10,0.37674
2020-12-11,0.20332
2020-12-12,0.30498
2020-12-13,0.22724
2020-12-14,0.2093
2020-12-15,0.16146
2020-12-16,0.20332
2020-12-17,0.14352
2020-12-18,0.65781
2020-12-19,0.37076
2020-12-20,0.16146
2020-12-21,0.29302
2020-12-22,0.34086
2020-12-23,0.1794
2020-12-24,0.1495
2020-12-25,0.26312
2020-12-26,0.25714
2020-12-27,0.28106
2020-12-28,0.21528
2020-12-29,0.2691
2020-12-30,0.40066
2020-12-31,0.69967
2021-01-01,0.54419
2021-01-02,0.32292
2021-01-03,0.3588
2021-01-04,1.82992
2021-01-05,1.38141
2021-01-06,1.25583
2021-01-07,1.36347
2021-01-08,1.05848
2021-01-09,0.58605
2021-01-10,0.51429
2021-01-11,0.83124
2021-01-12,1.03456
2021-01-13,0.72359
2021-01-14,0.8731
2021-01-15,0.68173
2021-01-16,0.58007
2021-01-17,0.45449
2021-01-18,0.40664
2021-01-19,0.19734
2021-01-20,0.54419
2021-01-21,0.36478
2021-01-22,0.39468
2021-01-23,0.41263
2021-01-24,0.52625
2021-01-25,0.3887
2021-01-26,0.49635
2021-01-27,0.46047
2021-01-28,0.33488
2021-01-29,0.25714
2021-01-30,0.38272
2021-01-31,0.45449
2021-02-01,0.50831
2021-02-02,0.44253
2021-02-03,0.40066
2021-02-04,0.59801
2021-02-05,0.50831
2021-02-06,0.34086
2021-02-07,0.42459
2021-02-08,0.75349
2021-02-09,0.52027
2021-02-10,0.52625
2021-02-11,0.23322
2021-02-12,0.30498
2021-02-13,0.52625
2021-02-14,0.48439
2021-02-15,0.3588
2021-02-16,0.3887
2021-02-17,0.27508
2021-02-18,0.33488
2021-02-19,0.36478
2021-02-20,0.37674
2021-02-21,0.50233
2021-02-22,0.43655
2021-02-23,0.33488
2021-02-24,0.31096
2021-02-25,0.59801
2021-02-26,0.43655
2021-02-27,0.22724
2021-02-28,0.3289
2021-03-01,0.25714
2021-03-02,0.19136
2021-03-03,0.51429
2021-03-04,0.55615
2021-03-05,0.49037
2021-03-06,0.3588
2021-03-07,0.71761
2021-03-08,0.53223
2021-03-09,0.33488
2021-03-10,0.72359
2021-03-11,0.69967
2021-03-12,0.23322
2021-03-13,0.23322
2021-03-14,0.19136
2021-03-15,0.33488
2021-03-16,0.31694
2021-03-17,0.1794
2021-03-18,0.24518
2021-03-19,0.299
2021-03-20,0.1794
2021-03-21,0.25116
2021-03-22,0.19734
2021-03-23,0.37674
2021-03-24,0.25714
2021-03-25,0.25714
2021-03-26,0.37674
2021-03-27,0.29302
2021-03-28,0.19136
2021-03-29,0.23322
2021-03-30,0.16744
2021-03-31,0.64585
2021-04-01,0.14352
2021-04-02,0.16146
2021-04-03,0.12558
2021-04-04,0.2691
2021-04-05,0.2691
2021-04-06,0.23322
2021-04-07,0.3588
2021-04-08,0.3588
2021-04-09,0.23322
2021-04-10,0.22126
2021-04-11,0.2093
2021-04-12,0.41263
2021-04-13,0.47243
2021-04-14,0.27508
2021-04-15,0.25116
2021-04-16,0.35282
2021-04-17,0.2691
2021-04-18,0.36478
2021-04-19,0.21528
2021-04-20,0.3588
2021-04-21,0.35282
2021-04-22,0.39468
2021-04-23,0.2093
2021-04-24,0.2691
2021-04-25,0.22126
2021-04-26,0.2392
2021-04-27,0.18538
2021-04-28,0.47841
2021-04-29,0.36478
2021-04-30,0.3887
2021-05-01,0.28704
2021-05-02,0.20332
2021-05-03,0.25116
2021-05-04,0.46047
2021-05-05,0.22126
2021-05-06,0.299
2021-05-07,0.28106
2021-05-08,0.25116
2021-05-09,0.26312
2021-05-10,0.25116
2021-05-11,0.24518
2021-05-12,0.20332
2021-05-13,0.37076
2021-05-14,0.3887
2021-05-15,0.3887
2021-05-16,0.55017
2021-05-17,0.40066
2021-05-18,0.43057
2021-05-19,0.24518
2021-05-20,0.32292
2021-05-21,0.31694
2021-05-22,0.3588
2021-05-23,0.26312
2021-05-24,0.25116
2021-05-25,0.16146
2021-05-26,0.28704
2021-05-27,0.28704
2021-05-28,0.21528
2021-05-29,0.17342
2021-05-30,0.16146
2021-05-31,0.25714
2021-06-01,0.2691
2021-06-02,0.28106
2021-06-03,0.21528
2021-06-04,0.2392
2021-06-05,0.28704
2021-06-06,0.25116
2021-06-07,0.26312
2021-06-08,0.40066
2021-06-09,0.47841
2021-06-10,0.74751
2021-06-11,0.86712
2021-06-12,57.72036
2021-06-13,82.45425
2021-06-14,12.65996
2021-06-15,6.48845
2021-06-16,4.31168
2021-06-17,2.74488
2021-06-18,2.30833
2021-06-19,2.12295
2021-06-20,1.97942
2021-06-21,1.73424
2021-06-22,2.06315
2021-06-23,2.0452
2021-06-24,6.56022
2021-06-25,4.13228
2021-06-26,2.21863
2021-06-27,1.85384
2021-06-28,1.78806
2021-06-29,2.33225
2021-06-30,1.91962
2021-07-01,1.52493
2021-07-02,1.85384
2021-07-03,1.56679
2021-07-04,1.40533
2021-07-05,1.202
2021-07-06,1.44121
2021-07-07,1.51297
2021-07-08,1.11828
2021-07-09,1.23191
2021-07-10,1.7163
2021-07-11,1.73424
2021-07-12,1.75816
2021-07-13,1.57875
2021-07-14,1.16014
2021-07-15,1.20798
2021-07-16,1.04652
2021-07-17,0.95682
2021-07-18,1.53091
2021-07-19,1.07044
2021-07-20,1.00466
2021-07-21,1.53689
2021-07-22,1.68042
2021-07-23,2.27245
2021-07-24,1.63257
2021-07-25,1.16014
2021-07-26,2.36813
2021-07-27,49.69501
2021-07-28,6.88314
2021-07-29,25.24219
2021-07-30,9.1556
2021-07-31,3.10967
2021-08-01,2.25451
2021-08-02,1.7761
2021-08-03,1.51895
2021-08-04,1.41131
2021-08-05,1.23789
2021-08-06,1.33955
2021-08-07,1.37543
2021-08-08,1.15416
2021-08-09,1.0824
2021-08-10,1.24985
2021-08-11,1.06446
2021-08-12,1.14818
2021-08-13,1.29769
2021-08-14,1.23789
2021-08-15,1.33955
2021-08-16,2.12295
2021-08-17,1.6565
2021-08-18,1.33955
2021-08-19,1.38739
2021-08-20,1.23191
2021-08-21,1.14818
2021-08-22,1.0525
2021-08-23,1.21994
2021-08-24,1.63257
2021-08-25,100.0
2021-08-26,28.33393
2021-08-27,6.90108
2021-08-28,3.34888
2021-08-29,2.4698
2021-08-30,2.17079
2021-08-31,1.84188
2021-09-01,2.63126
2021-09-02,2.09305
2021-09-03,2.03324
2021-09-04,2.78076
2021-09-05,1.84188
2021-09-06,1.94952
2021-09-07,1.80002
2021-09-08,1.59071
2021-09-09,1.91364
2021-09-10,1.30367
2021-09-11,1.46513
2021-09-12,1.39935
2021-09-13,1.49503
2021-09-14,2.07511
2021-09-15,5.18478
2021-09-16,3.90503
2021-09-17,1.99138
2021-09-18,1.806
2021-09-19,1.74022
2021-09-20,10.71044
2021-09-21,2.70302
2021-09-22,1.81198
2021-09-23,2.08707
2021-09-24,1.67444
2021-09-25,1.78806
2021-09-26,1.25583
2021-09-27,1.61463
2021-09-28,1.66248
2021-09-29,3.24123
2021-09-30,3.87513
2021-10-01,2.66116
2021-10-02,1.88374
2021-10-03,2.24853
2021-10-04,1.58473
2021-10-05,1.72228
2021-10-06,1.66248
2021-10-07,1.56679
2021-10-08,1.63257
2021-10-09,1.40533
2021-10-10,1.44121
2021-10-11,1.26779
2021-10-12,1.34553
2021-10-13,1.96148
2021-10-14,2.79272
2021-10-15,3.01399
2021-10-16,2.59538
2021-10-17,2.49372
2021-10-18,2.21863
2021-10-19,1.54885
2021-10-20,1.84188
2021-10-21,1.9256
2021-10-22,2.48774
2021-10-23,2.709
2021-10-24,1.48905
2021-10-25,1.47111
2021-10-26,1.75816
2021-10-27,2.4997
2021-10-28,1.7761
2021-10-29,1.85982
2021-10-30,1.37543
2021-10-31,1.33955
2021-11-01,1.53689
2021-11-02,1.54885
2021-11-03,1.43523
2021-11-04,1.51297
2021-11-05,1.35151
2021-11-06,1.53689
2021-11-07,1.22592
2021-11-08,1.23789
2021-11-09,1.41729
2021-11-10,1.24985
2021-11-11,1.07044
2021-11-12,1.85384
2021-11-13,1.63257
2021-11-14,1.19004
2021-11-15,1.17808
2021-11-16,1.17808
2021-11-17,1.31563
2021-11-18,1.27377
2021-11-19,1.27975
2021-11-20,0.82526
2021-11-21,1.0824
2021-11-22,1.26181
2021-11-23,1.67444
2021-11-24,1.29769
2021-11-25,1.03456
2021-11-26,1.20798
2021-11-27,1.19602
2021-11-28,0.89702
2021-11-29,0.91496
2021-11-30,0.9927
2021-12-01,0.88506
2021-12-02,0.8731
2021-12-03,1.03456
2021-12-04,1.08838
2021-12-05,1.0525
2021-12-06,1.11828
2021-12-07,1.10632
2021-12-08,1.12426
2021-12-09,1.48307
2021-12-10,1.06446
2021-12-11,1.13622
2021-12-12,0.89104
2021-12-13,0.95682
2021-12-14,0.86114
2021-12-15,1.02858
2021-12-16,0.81927
2021-12-17,1.13024
2021-12-18,0.81927
2021-12-19,0.98074
2021-12-20,4.55687
2021-12-21,4.08443
2021-12-22,3.29506
2021-12-23,2.08109
2021-12-24,1.27975
2021-12-25,1.09436
2021-12-26,1.26779
2021-12-27,1.35151
2021-12-28,1.07642
2021-12-29,1.00466
2021-12-30,1.02858
2021-12-31,0.94486
2022-01-01,0.72957
2022-01-02,0.66977
2022-01-03,0.67575
2022-01-04,1.10034
2022-01-05,0.85516
2022-01-06,0.71761
2022-01-07,0.92094
2022-01-08,0.71163
2022-01-09,0.69369
2022-01-10,0.76545
2022-01-11,0.85516
2022-01-12,0.74153
2022-01-13,0.78339
2022-01-14,0.74153
2022-01-15,0.75947
2022-01-16,0.77143
2022-01-17,0.71761
2022-01-18,0.89104
2022-01-19,0.92692
2022-01-20,1.0226
2022-01-21,1.62061
2022-01-22,1.1422
2022-01-23,0.94486
2022-01-24,0.87908
2022-01-25,1.26181
2022-01-26,0.97476
2022-01-27,1.04054
2022-01-28,0.94486
2022-01-29,0.80731
2022-01-30,0.62791
2022-01-31,0.49037
2022-02-01,0.76545
2022-02-02,0.53821
2022-02-03,0.77741
2022-02-04,0.70565
2022-02-05,0.66379
2022-02-06,0.85516
2022-02-07,0.68173
2022-02-08,0.75349
2022-02-09,0.94486
2022-02-10,0.90898
2022-02-11,1.1721
2022-02-12,1.59071
2022-02-13,1.19602
2022-02-14,1.25583
2022-02-15,1.10632
2022-02-16,1.93756
2022-02-17,1.54885
2022-02-18,1.04054
2022-02-19,1.0824
2022-02-20,0.9628
2022-02-21,1.0525
2022-02-22,1.17808
2022-02-23,1.42327
2022-02-24,1.54885
2022-02-25,1.49503
2022-02-26,1.72228
2022-02-27,25.48738
2022-02-28,14.62145
2022-03-01,8.15691
2022-03-02,2.00932
2022-03-03,2.12295
2022-03-04,1.8359
2022-03-05,2.58342
2022-03-06,1.0525
2022-03-07,1.07044
2022-03-08,1.26779
2022-03-09,0.8432
2022-03-10,0.90898
2022-03-11,0.83124
2022-03-12,1.20798
2022-03-13,1.03456
2022-03-14,0.93888
2022-03-15,1.37543
2022-03-16,1.36347
2022-03-17,2.23059
2022-03-18,2.03324
2022-03-19,1.44719
2022-03-20,1.28573
2022-03-21,1.0824
2022-03-22,1.26779
2022-03-23,1.1721
2022-03-24,0.82526
2022-03-25,0.92692
2022-03-26,0.78937
2022-03-27,0.71163
2022-03-28,0.77741
2022-03-29,0.62193
2022-03-30,0.8731
2022-03-31,0.85516
2022-04-01,0.91496
2022-04-02,0.49635
2022-04-03,0.63987
2022-04-04,0.63389
2022-04-05,0.79535
2022-04-06,0.74751
2022-04-07,0.9927
2022-04-08,1.0824
2022-04-09,0.85516
2022-04-10,0.86114
2022-04-11,1.08838
2022-04-12,0.92692
2022-04-13,0.69369
2022-04-14,0.69967
2022-04-15,0.71163
2022-04-16,0.56811
2022-04-17,0.61595
2022-04-18,0.53223
2022-04-19,0.69967
2022-04-20,0.49037
2022-04-21,0.52027
2022-04-22,0.61595
2022-04-23,0.51429
2022-04-24,0.62193
2022-04-25,0.44253
2022-04-26,0.92692
2022-04-27,1.6565
2022-04-28,0.93888
2022-04-29,0.86114
2022-04-30,0.49635
2022-05-01,0.52027
2022-05-02,2.14089
2022-05-03,1.13024
2022-05-04,1.08838
2022-05-05,0.80133
2022-05-06,0.77143
2022-05-07,0.75349
2022-05-08,0.88506
2022-05-09,0.77741
2022-05-10,0.80731
2022-05-11,1.01662
2022-05-12,1.48307
2022-05-13,1.28573
2022-05-14,1.14818
2022-05-15,1.13622
2022-05-16,1.39935
2022-05-17,1.05848
2022-05-18,1.11828
2022-05-19,1.07044
2022-05-20,0.8432
2022-05-21,0.59203
2022-05-22,0.53821
2022-05-23,0.92094
2022-05-24,0.92692
2022-05-25,0.66379
2022-05-26,0.70565
2022-05-27,0.78937
2022-05-28,0.62193
2022-05-29,0.72957
2022-05-30,35.83303
2022-05-31,54.20404
2022-06-01,9.47853
2022-06-02,3.5821
2022-06-03,2.6791
2022-06-04,1.87776
2022-06-05,2.03324
2022-06-06,1.44121
2022-06-07,1.42925
2022-06-08,1.24985
2022-06-09,1.29171
2022-06-10,1.23789
2022-06-11,0.96878
2022-06-12,0.83722
2022-06-13,1.16014
2022-06-14,1.12426
2022-06-15,0.87908
2022-06-16,0.86712
2022-06-17,0.82526
2022-06-18,0.91496
2022-06-19,0.81329
2022-06-20,0.88506
2022-06-21,0.73555
2022-06-22,0.81927
2022-06-23,0.66977
2022-06-24,0.82526
2022-06-25,0.903
2022-06-26,0.84918
2022-06-27,0.74153
2022-06-28,0.91496
2022-06-29,0.99868
2022-06-30,0.83124
2022-07-01,0.60997
2022-07-02,0.86114
2022-07-03,0.77143
2022-07-04,0.63987
2022-07-05,0.74751
2022-07-06,0.77143
2022-07-07,0.74751
2022-07-08,0.71163
2022-07-09,0.70565
2022-07-10,0.60997
2022-07-11,0.66977
2022-07-12,0.91496
2022-07-13,0.70565
2022-07-14,0.66379
2022-07-15,0.71163
2022-07-16,0.95682
2022-07-17,0.72359
2022-07-18,0.60399
2022-07-19,1.19004
2022-07-20,2.45783
2022-07-21,1.35151
2022-07-22,0.82526
2022-07-23,0.63987
2022-07-24,0.72957
2022-07-25,0.64585
2022-07-26,0.60399
2022-07-27,0.63987
2022-07-28,0.59203
2022-07-29,0.63987
2022-07-30,0.54419
2022-07-31,0.52625
2022-08-01,2.09305
2022-08-02,1.66248
2022-08-03,1.05848
2022-08-04,0.83722
2022-08-05,0.69369
2022-08-06,0.55017
2022-08-07,0.52027
2022-08-08,0.80731
2022-08-09,0.69967
2022-08-10,0.78937
2022-08-11,1.66248
2022-08-12,1.12426
2022-08-13,0.74153
2022-08-14,0.73555
2022-08-15,1.26779
2022-08-16,1.88972
2022-08-17,1.26181
2022-08-18,1.0525
2022-08-19,0.84918
2022-08-20,0.75947
2022-08-21,0.72957
2022-08-22,0.71163
2022-08-23,0.52625
2022-08-24,0.75349
2022-08-25,0.63987
2022-08-26,0.77741
2022-08-27,0.57409
2022-08-28,0.55615
2022-08-29,0.54419
2022-08-30,0.68173
2022-08-31,0.55615
2022-09-01,0.72359
2022-09-02,1.02858
2022-09-03,1.58473
2022-09-04,1.85384
2022-09-05,1.97942
2022-09-06,1.68042
2022-09-07,1.50699
2022-09-08,0.80133
2022-09-09,0.58605
2022-09-10,0.50233
2022-09-11,0.62193
2022-09-12,0.64585
2022-09-13,0.65183
2022-09-14,0.75947
2022-09-15,0.65781
2022-09-16,0.59203
2022-09-17,0.50233
2022-09-18,0.54419
2022-09-19,0.51429
2022-09-20,0.63389
2022-09-21,0.71761
2022-09-22,0.66379
2022-09-23,0.58007
2022-09-24,0.55017
2022-09-25,0.53223
2022-09-26,0.46047
2022-09-27,0.44851
2022-09-28,0.59801
2022-09-29,0.52625
2022-09-30,0.55017
2022-10-01,0.43655
2022-10-02,0.44851
2022-10-03,0.55017
2022-10-04,0.73555
2022-10-05,0.58605
2022-10-06,0.47243
2022-10-07,0.56811
2022-10-08,0.38272
2022-10-09,0.52625
2022-10-10,0.57409
2022-10-11,0.59203
2022-10-12,0.52027
2022-10-13,0.46645
2022-10-14,0.52625
2022-10-15,0.58605
2022-10-16,0.36478
2022-10-17,0.49037
2022-10-18,0.46645
2022-10-19,0.55615
2022-10-20,0.47841
2022-10-21,0.51429
2022-10-22,0.33488
2022-10-23,0.44253
2022-10-24,0.53223
2022-10-25,0.47841
2022-10-26,0.42459
2022-10-27,0.39468
2022-10-28,0.43057
2022-10-29,0.46047
2022-10-30,0.40664
2022-10-31,0.3289
2022-11-01,0.299
2022-11-02,0.62791
2022-11-03,0.51429
2022-11-04,0.65183
2022-11-05,0.40664
2022-11-06,0.299
2022-11-07,0.46645
2022-11-08,0.49635
2022-11-09,0.47243
2022-11-10,0.47243
2022-11-11,0.46645
2022-11-12,0.3887
2022-11-13,0.3289
2022-11-14,0.49635
2022-11-15,0.45449
2022-11-16,0.53821
2022-11-17,0.44253
2022-11-18,0.54419
2022-11-19,0.50233
2022-11-20,0.46047
2022-11-21,0.46645
2022-11-22,0.50233
2022-11-23,0.58007
2022-11-24,0.59801
2022-11-25,0.71761
2022-11-26,0.55615
2022-11-27,0.52625
2022-11-28,0.43655
2022-11-29,0.65183
2022-11-30,0.89104
2022-12-01,0.56811
2022-12-02,0.69369
2022-12-03,0.50233
2022-12-04,0.43057
2022-12-05,0.3887
2022-12-06,0.38272
2022-12-07,0.41263
2022-12-08,0.40066
2022-12-09,0.56811
2022-12-10,0.37076
2022-12-11,0.34086
2022-12-12,0.51429
2022-12-13,0.44851
2022-12-14,0.46047
2022-12-15,0.45449
2022-12-16,0.50233
2022-12-17,0.36478
2022-12-18,0.46047
2022-12-19,0.299
2022-12-20,0.40066
2022-12-21,0.55615
2022-12-22,0.56213
2022-12-23,0.36478
2022-12-24,0.28106
2022-12-25,0.43057
2022-12-26,0.34684
2022-12-27,0.31096
2022-12-28,0.47841
2022-12-29,0.46645
2022-12-30,0.43655
2022-12-31,0.35282
2023-01-01,0.46047
2023-01-02,0.37674
2023-01-03,0.53223
2023-01-04,0.3289
2023-01-05,0.53223
2023-01-06,0.31096
2023-01-07,0.30498
2023-01-08,0.39468
2023-01-09,0.43655
2023-01-10,0.56213
2023-01-11,0.50831
2023-01-12,0.63987
2023-01-13,0.73555
2023-01-14,0.46047
2023-01-15,0.42459
2023-01-16,0.50233
2023-01-17,0.40664
2023-01-18,0.60997
2023-01-19,0.61595
2023-01-20,0.58605
2023-01-21,0.3887
2023-01-22,0.37076
2023-01-23,0.46645
2023-01-24,0.46047
2023-01-25,0.56811
2023-01-26,0.52027
2023-01-27,0.62193
2023-01-28,0.3887
2023-01-29,0.49037
2023-01-30,0.59801
2023-01-31,0.55017
2023-02-01,0.44851
2023-02-02,0.50831
2023-02-03,0.60997
2023-02-04,0.40066
2023-02-05,0.41861
2023-02-06,0.37674
2023-02-07,0.46047
2023-02-08,0.54419
2023-02-09,0.53223
2023-02-10,0.63987
2023-02-11,0.52625
2023-02-12,0.53821
2023-02-13,0.47841
2023-02-14,0.58605
2023-02-15,0.47841
2023-02-16,0.38272
2023-02-17,0.47243
2023-02-18,0.39468
2023-02-19,0.40664
2023-02-20,0.64585
2023-02-21,0.50233
2023-02-22,0.52625
2023-02-23,0.56213
2023-02-24,0.55615
2023-02-25,0.45449
2023-02-26,0.49635
2023-02-27,0.53223
2023-02-28,0.46645
2023-03-01,0.43057
2023-03-02,0.47243
2023-03-03,0.49037
2023-03-04,0.49037
2023-03-05,0.43057
2023-03-06,0.39468
2023-03-07,0.59203
2023-03-08,0.46645
2023-03-09,0.53821
2023-03-10,0.41861
2023-03-11,0.36478
2023-03-12,0.22126
2023-03-13,0.55615
2023-03-14,0.93888
2023-03-15,0.71761
2023-03-16,0.70565
2023-03-17,1.34553
2023-03-18,1.25583
2023-03-19,1.14818
2023-03-20,1.15416
2023-03-21,1.56679
2023-03-22,0.95084
2023-03-23,1.24387
2023-03-24,0.81329
2023-03-25,0.903
2023-03-26,0.81329
2023-03-27,0.85516
2023-03-28,0.83124
2023-03-29,0.55615
2023-03-30,0.74751
2023-03-31,0.61595
2023-04-01,0.77143
2023-04-02,0.53821
2023-04-03,0.68173
2023-04-04,0.87908
2023-04-05,0.75349
2023-04-06,0.98672
2023-04-07,1.1123
2023-04-08,0.92094
2023-04-09,0.8731
2023-04-10,0.78937
2023-04-11,0.60997
2023-04-12,0.66379
2023-04-13,0.69369
2023-04-14,0.73555
2023-04-15,0.66977
2023-04-16,0.61595
2023-04-17,0.56811
2023-04-18,0.62193
2023-04-19,0.59203
2023-04-20,0.61595
2023-04-21,0.53821
2023-04-22,0.3887
2023-04-23,0.44851
2023-04-24,0.58605
2023-04-25,0.41861
2023-04-26,0.42459
2023-04-27,0.59203
2023-04-28,0.54419
2023-04-29,0.43057
2023-04-30,0.39468
2023-05-01,0.40664
2023-05-02,0.48439
2023-05-03,0.58605
2023-05-04,1.0525
2023-05-05,1.09436
2023-05-06,1.33357
2023-05-07,1.09436
2023-05-08,1.15416
2023-05-09,0.78339
2023-05-10,1.00466
2023-05-11,0.903
2023-05-12,0.61595
2023-05-13,0.65781
2023-05-14,0.25714
2023-05-15,0.74153
2023-05-16,0.56811
2023-05-17,0.49635
2023-05-18,0.38272
2023-05-19,0.53223
2023-05-20,0.49037
2023-05-21,0.50831
2023-05-22,0.47841
2023-05-23,0.49635
2023-05-24,0.66379
2023-05-25,0.58007
2023-05-26,0.46047
2023-05-27,0.43655
2023-05-28,0.33488
2023-05-29,0.40066
2023-05-30,0.48439
2023-05-31,0.62193
2023-06-01,0.52625
