date,항셍
2020-08-23,0.20683
2020-08-24,1.94861
2020-08-25,2.14456
2020-08-26,1.63291
2020-08-27,2.13368
2020-08-28,2.26431
2020-08-29,0.37012
2020-08-30,0.16329
2020-08-31,2.41672
2020-09-01,2.44937
2020-09-02,2.38406
2020-09-03,2.12279
2020-09-04,2.09013
2020-09-05,0.47898
2020-09-06,0.41367
2020-09-07,2.65621
2020-09-08,2.29697
2020-09-09,2.55824
2020-09-10,1.94861
2020-09-11,2.04659
2020-09-12,0.50076
2020-09-13,0.28303
2020-09-14,1.99216
2020-09-15,2.00304
2020-09-16,2.30785
2020-09-17,2.23165
2020-09-18,1.75266
2020-09-19,0.30481
2020-09-20,0.32658
2020-09-21,2.37317
2020-09-22,2.19899
2020-09-23,1.67646
2020-09-24,2.3514
2020-09-25,1.73089
2020-09-26,0.43544
2020-09-27,0.21772
2020-09-28,1.62203
2020-09-29,1.76355
2020-09-30,1.48051
2020-10-01,0.72937
2020-10-02,0.65316
2020-10-03,0.40278
2020-10-04,0.33747
2020-10-05,2.04659
2020-10-06,1.76355
2020-10-07,2.05747
2020-10-08,1.93773
2020-10-09,1.42608
2020-10-10,0.29392
2020-10-11,0.10886
2020-10-12,2.00304
2020-10-13,4.07141
2020-10-14,2.05747
2020-10-15,1.33899
2020-10-16,1.67646
2020-10-17,0.27215
2020-10-18,0.2286
2020-10-19,1.83975
2020-10-20,1.5676
2020-10-21,1.80709
2020-10-22,1.40431
2020-10-23,1.23013
2020-10-24,0.14151
2020-10-25,0.21772
2020-10-26,2.12279
2020-10-27,1.6438
2020-10-28,1.66557
2020-10-29,2.13368
2020-10-30,1.60026
2020-10-31,0.25038
2020-11-01,0.19595
2020-11-02,1.62203
2020-11-03,2.10102
2020-11-04,1.90507
2020-11-05,2.24254
2020-11-06,1.53494
2020-11-07,0.28303
2020-11-08,0.20683
2020-11-09,2.15545
2020-11-10,1.75266
2020-11-11,2.09013
2020-11-12,1.5676
2020-11-13,1.28456
2020-11-14,0.28303
2020-11-15,0.31569
2020-11-16,2.44937
2020-11-17,1.77443
2020-11-18,1.75266
2020-11-19,2.69976
2020-11-20,1.78532
2020-11-21,0.29392
2020-11-22,0.2286
2020-11-23,2.77596
2020-11-24,2.10102
2020-11-25,2.32963
2020-11-26,1.91595
2020-11-27,2.32963
2020-11-28,0.37012
2020-11-29,0.21772
2020-11-30,2.53646
2020-12-01,2.25342
2020-12-02,2.15545
2020-12-03,1.91595
2020-12-04,2.06836
2020-12-05,0.32658
2020-12-06,0.23949
2020-12-07,3.35292
2020-12-08,2.01393
2020-12-09,2.71064
2020-12-10,2.62355
2020-12-11,2.09013
2020-12-12,0.40278
2020-12-13,0.41367
2020-12-14,2.79773
2020-12-15,2.51469
2020-12-16,2.48203
2020-12-17,2.76507
2020-12-18,2.4276
2020-12-19,0.70759
2020-12-20,0.29392
2020-12-21,2.29697
2020-12-22,2.61267
2020-12-23,2.91748
2020-12-24,2.31874
2020-12-25,0.48987
2020-12-26,0.40278
2020-12-27,0.38101
2020-12-28,3.00457
2020-12-29,2.38406
2020-12-30,3.72305
2020-12-31,2.62355
2021-01-01,0.40278
2021-01-02,0.31569
2021-01-03,0.35924
2021-01-04,3.16786
2021-01-05,3.059
2021-01-06,3.00457
2021-01-07,2.78684
2021-01-08,3.48356
2021-01-09,0.86
2021-01-10,0.53342
2021-01-11,4.12584
2021-01-12,4.40888
2021-01-13,3.4509
2021-01-14,4.72458
2021-01-15,4.16938
2021-01-16,0.76202
2021-01-17,0.6205
2021-01-18,4.72458
2021-01-19,6.15066
2021-01-20,5.06205
2021-01-21,4.63749
2021-01-22,3.70128
2021-01-23,0.82734
2021-01-24,0.6205
2021-01-25,5.44306
2021-01-26,5.62812
2021-01-27,5.0947
2021-01-28,4.18027
2021-01-29,3.96255
2021-01-30,0.74025
2021-01-31,0.5443
2021-02-01,3.87546
2021-02-02,3.059
2021-02-03,3.55976
2021-02-04,4.10407
2021-02-05,3.10254
2021-02-06,0.56607
2021-02-07,0.6205
2021-02-08,3.40735
2021-02-09,5.34509
2021-02-10,3.77748
2021-02-11,2.31874
2021-02-12,1.01241
2021-02-13,0.58785
2021-02-14,0.68582
2021-02-15,2.37317
2021-02-16,4.07141
2021-02-17,4.65926
2021-02-18,4.9423
2021-02-19,3.33115
2021-02-20,0.76202
2021-02-21,0.80557
2021-02-22,4.25647
2021-02-23,4.19116
2021-02-24,8.69801
2021-02-25,6.3575
2021-02-26,4.92053
2021-02-27,1.03418
2021-02-28,1.04506
2021-03-01,4.49597
2021-03-02,5.81319
2021-03-03,5.36686
2021-03-04,5.56281
2021-03-05,4.90964
2021-03-06,0.7838
2021-03-07,0.76202
2021-03-08,7.62029
2021-03-09,7.5332
2021-03-10,6.13977
2021-03-11,7.02155
2021-03-12,6.56433
2021-03-13,1.51317
2021-03-14,0.9362
2021-03-15,4.97496
2021-03-16,3.41824
2021-03-17,4.03875
2021-03-18,4.00609
2021-03-19,3.12431
2021-03-20,0.71848
2021-03-21,0.56607
2021-03-22,3.78837
2021-03-23,4.49597
2021-03-24,5.67167
2021-03-25,5.44306
2021-03-26,3.44001
2021-03-27,0.7838
2021-03-28,0.52253
2021-03-29,4.00609
2021-03-30,3.28761
2021-03-31,3.16786
2021-04-01,2.6671
2021-04-02,2.29697
2021-04-03,0.45721
2021-04-04,0.48987
2021-04-05,2.29697
2021-04-06,2.38406
2021-04-07,4.02786
2021-04-08,2.31874
2021-04-09,3.08077
2021-04-10,0.50076
2021-04-11,0.4681
2021-04-12,3.23318
2021-04-13,3.04811
2021-04-14,2.00304
2021-04-15,3.059
2021-04-16,2.34051
2021-04-17,0.5443
2021-04-18,0.40278
2021-04-19,3.09166
2021-04-20,2.44937
2021-04-21,2.83039
2021-04-22,2.04659
2021-04-23,2.29697
2021-04-24,0.45721
2021-04-25,0.4681
2021-04-26,3.02634
2021-04-27,1.94861
2021-04-28,1.89418
2021-04-29,2.01393
2021-04-30,2.34051
2021-05-01,0.51164
2021-05-02,0.38101
2021-05-03,2.77596
2021-05-04,2.49292
2021-05-05,1.68735
2021-05-06,2.04659
2021-05-07,1.72
2021-05-08,0.50076
2021-05-09,0.27215
2021-05-10,2.71064
2021-05-11,2.40583
2021-05-12,2.97191
2021-05-13,2.49292
2021-05-14,1.52405
2021-05-15,0.28303
2021-05-16,0.42455
2021-05-17,2.39494
2021-05-18,2.25342
2021-05-19,1.31722
2021-05-20,2.07925
2021-05-21,2.04659
2021-05-22,0.31569
2021-05-23,0.25038
2021-05-24,1.91595
2021-05-25,2.28608
2021-05-26,1.9595
2021-05-27,1.63291
2021-05-28,1.90507
2021-05-29,0.27215
2021-05-30,0.28303
2021-05-31,2.85216
2021-06-01,2.44937
2021-06-02,2.05747
2021-06-03,2.36229
2021-06-04,1.89418
2021-06-05,0.41367
2021-06-06,0.2286
2021-06-07,1.57848
2021-06-08,3.35292
2021-06-09,2.8195
2021-06-10,1.98127
2021-06-11,2.31874
2021-06-12,0.53342
2021-06-13,0.27215
2021-06-14,1.62203
2021-06-15,3.82103
2021-06-16,2.2752
2021-06-17,2.38406
2021-06-18,1.81798
2021-06-19,0.3919
2021-06-20,0.16329
2021-06-21,2.18811
2021-06-22,2.09013
2021-06-23,2.17722
2021-06-24,1.66557
2021-06-25,1.85064
2021-06-26,0.41367
2021-06-27,0.47898
2021-06-28,5.3342
2021-06-29,2.50381
2021-06-30,2.12279
2021-07-01,1.60026
2021-07-02,3.59242
2021-07-03,0.47898
2021-07-04,0.37012
2021-07-05,3.57065
2021-07-06,3.61419
2021-07-07,2.51469
2021-07-08,5.99825
2021-07-09,4.09318
2021-07-10,0.65316
2021-07-11,0.52253
2021-07-12,3.06988
2021-07-13,3.20052
2021-07-14,2.65621
2021-07-15,2.60178
2021-07-16,2.53646
2021-07-17,0.47898
2021-07-18,0.41367
2021-07-19,3.09166
2021-07-20,2.95014
2021-07-21,3.95166
2021-07-22,3.18963
2021-07-23,3.41824
2021-07-24,0.75114
2021-07-25,0.41367
2021-07-26,13.40082
2021-07-27,25.1143
2021-07-28,20.18288
2021-07-29,10.42891
2021-07-30,7.44611
2021-07-31,0.99063
2021-08-01,0.92532
2021-08-02,5.86762
2021-08-03,5.91116
2021-08-04,4.69192
2021-08-05,5.88939
2021-08-06,3.89723
2021-08-07,0.79468
2021-08-08,0.58785
2021-08-09,4.43065
2021-08-10,3.98432
2021-08-11,3.71217
2021-08-12,3.10254
2021-08-13,3.79925
2021-08-14,0.68582
2021-08-15,0.35924
2021-08-16,4.33268
2021-08-17,5.62812
2021-08-18,4.01698
2021-08-19,5.26888
2021-08-20,7.6094
2021-08-21,0.92532
2021-08-22,0.80557
2021-08-23,4.65926
2021-08-24,4.96407
2021-08-25,5.78053
2021-08-26,4.69192
2021-08-27,3.44001
2021-08-28,0.6205
2021-08-29,0.40278
2021-08-30,4.11495
2021-08-31,4.69192
2021-09-01,4.36533
2021-09-02,3.95166
2021-09-03,3.2114
2021-09-04,0.4681
2021-09-05,0.51164
2021-09-06,3.50533
2021-09-07,3.98432
2021-09-08,3.38558
2021-09-09,3.97343
2021-09-10,3.36381
2021-09-11,0.63139
2021-09-12,0.3919
2021-09-13,3.78837
2021-09-14,4.14761
2021-09-15,5.13825
2021-09-16,6.48813
2021-09-17,5.05116
2021-09-18,0.47898
2021-09-19,0.3919
2021-09-20,37.01284
2021-09-21,32.66927
2021-09-22,13.64032
2021-09-23,10.62486
2021-09-24,8.57827
2021-09-25,1.11038
2021-09-26,0.88177
2021-09-27,7.65295
2021-09-28,7.15218
2021-09-29,7.70738
2021-09-30,5.04027
2021-10-01,3.03723
2021-10-02,0.42455
2021-10-03,0.5443
2021-10-04,23.20923
2021-10-05,13.36816
2021-10-06,11.21271
2021-10-07,7.33725
2021-10-08,6.69497
2021-10-09,0.63139
2021-10-10,0.60962
2021-10-11,8.77422
2021-10-12,7.54408
2021-10-13,6.86914
2021-10-14,4.2347
2021-10-15,4.3109
2021-10-16,0.4681
2021-10-17,0.37012
2021-10-18,4.65926
2021-10-19,3.99521
2021-10-20,4.76812
2021-10-21,4.21293
2021-10-22,3.61419
2021-10-23,0.3919
2021-10-24,0.45721
2021-10-25,4.18027
2021-10-26,3.57065
2021-10-27,4.96407
2021-10-28,3.2114
2021-10-29,3.3747
2021-10-30,0.51164
2021-10-31,0.43544
2021-11-01,3.6033
2021-11-02,11.64816
2021-11-03,14.9902
2021-11-04,13.20487
2021-11-05,12.88917
2021-11-06,3.36381
2021-11-07,1.77443
2021-11-08,13.42259
2021-11-09,12.51905
2021-11-10,15.67602
2021-11-11,14.92488
2021-11-12,10.42891
2021-11-13,2.46026
2021-11-14,1.65469
2021-11-15,12.14892
2021-11-16,13.94513
2021-11-17,11.26714
2021-11-18,12.29044
2021-11-19,12.8674
2021-11-20,2.24254
2021-11-21,1.41519
2021-11-22,10.77726
2021-11-23,11.18005
2021-11-24,11.27803
2021-11-25,9.69954
2021-11-26,17.27629
2021-11-27,3.8428
2021-11-28,1.92684
2021-11-29,16.29653
2021-11-30,27.74874
2021-12-01,14.88134
2021-12-02,12.54082
2021-12-03,13.85804
2021-12-04,2.96102
2021-12-05,1.51317
2021-12-06,22.08795
2021-12-07,18.22338
2021-12-08,15.24058
2021-12-09,12.95449
2021-12-10,11.85499
2021-12-11,2.31874
2021-12-12,1.69823
2021-12-13,13.85804
2021-12-14,12.61702
2021-12-15,12.70411
2021-12-16,14.83779
2021-12-17,11.55018
2021-12-18,3.00457
2021-12-19,1.5676
2021-12-20,17.06945
2021-12-21,13.86893
2021-12-22,12.8674
2021-12-23,10.92967
2021-12-24,10.65752
2021-12-25,2.07925
2021-12-26,1.39342
2021-12-27,7.05421
2021-12-28,11.51752
2021-12-29,10.22207
2021-12-30,10.6684
2021-12-31,11.12562
2022-01-01,2.09013
2022-01-02,1.99216
2022-01-03,13.1831
2022-01-04,13.1069
2022-01-05,15.91552
2022-01-06,16.62312
2022-01-07,15.25146
2022-01-08,3.48356
2022-01-09,2.46026
2022-01-10,17.33072
2022-01-11,15.80666
2022-01-12,17.84236
2022-01-13,15.01197
2022-01-14,12.74765
2022-01-15,2.02482
2022-01-16,1.38253
2022-01-17,13.69475
2022-01-18,14.82691
2022-01-19,14.81602
2022-01-20,25.37557
2022-01-21,22.22947
2022-01-22,5.18179
2022-01-23,3.3747
2022-01-24,20.52035
2022-01-25,22.08795
2022-01-26,15.93729
2022-01-27,22.34922
2022-01-28,16.7973
2022-01-29,2.86305
2022-01-30,1.45874
2022-01-31,15.01197
2022-02-01,8.27345
2022-02-02,8.83953
2022-02-03,9.50359
2022-02-04,22.5234
2022-02-05,4.28913
2022-02-06,1.94861
2022-02-07,14.69627
2022-02-08,15.09906
2022-02-09,15.02286
2022-02-10,14.51121
2022-02-11,11.73524
2022-02-12,1.94861
2022-02-13,1.2519
2022-02-14,12.91095
2022-02-15,13.30285
2022-02-16,11.43043
2022-02-17,17.49401
2022-02-18,15.39298
2022-02-19,2.64532
2022-02-20,1.60026
2022-02-21,13.41171
2022-02-22,19.02895
2022-02-23,13.92336
2022-02-24,21.43479
2022-02-25,15.99172
2022-02-26,2.99368
2022-02-27,1.74178
2022-02-28,13.87981
2022-03-01,12.64968
2022-03-02,13.60766
2022-03-03,13.2593
2022-03-04,16.17679
2022-03-05,3.04811
2022-03-06,1.5676
2022-03-07,21.1082
2022-03-08,18.22338
2022-03-09,26.6057
2022-03-10,13.60766
2022-03-11,24.94012
2022-03-12,4.56128
2022-03-13,2.41672
2022-03-14,42.65186
2022-03-15,67.90768
2022-03-16,65.74134
2022-03-17,54.39799
2022-03-18,32.70193
2022-03-19,5.10559
2022-03-20,3.24406
2022-03-21,25.77835
2022-03-22,24.37404
2022-03-23,24.77683
2022-03-24,21.21706
2022-03-25,24.19986
2022-03-26,4.08229
2022-03-27,2.6671
2022-03-28,22.17504
2022-03-29,17.54844
2022-03-30,19.95427
2022-03-31,16.85173
2022-04-01,17.72262
2022-04-02,2.4276
2022-04-03,1.76355
2022-04-04,18.833
2022-04-05,12.67145
2022-04-06,15.34944
2022-04-07,16.44894
2022-04-08,14.30437
2022-04-09,1.9595
2022-04-10,1.48051
2022-04-11,21.33681
2022-04-12,21.79403
2022-04-13,15.65425
2022-04-14,15.93729
2022-04-15,9.59068
2022-04-16,2.12279
2022-04-17,1.9595
2022-04-18,10.11321
2022-04-19,18.5173
2022-04-20,14.96843
2022-04-21,18.63705
2022-04-22,17.30894
2022-04-23,2.39494
2022-04-24,1.33899
2022-04-25,23.03505
2022-04-26,19.62769
2022-04-27,21.8158
2022-04-28,17.13477
2022-04-29,22.98062
2022-04-30,4.95318
2022-05-01,2.17722
2022-05-02,11.27803
2022-05-03,19.32288
2022-05-04,15.70868
2022-05-05,17.39603
2022-05-06,19.00718
2022-05-07,3.3747
2022-05-08,1.63291
2022-05-09,16.86261
2022-05-10,19.7801
2022-05-11,16.10058
2022-05-12,17.3416
2022-05-13,14.27171
2022-05-14,2.32963
2022-05-15,1.27367
2022-05-16,16.91704
2022-05-17,19.34465
2022-05-18,17.61376
2022-05-19,18.833
2022-05-20,16.43805
2022-05-21,2.91748
2022-05-22,1.48051
2022-05-23,16.60134
2022-05-24,15.49096
2022-05-25,14.64184
2022-05-26,15.91552
2022-05-27,15.8502
2022-05-28,2.07925
2022-05-29,1.50228
2022-05-30,15.09906
2022-05-31,16.25299
2022-06-01,14.51121
2022-06-02,13.42259
2022-06-03,7.69649
2022-06-04,1.54583
2022-06-05,0.83823
2022-06-06,19.27933
2022-06-07,17.43958
2022-06-08,22.00087
2022-06-09,20.49858
2022-06-10,17.61376
2022-06-11,2.56912
2022-06-12,1.54583
2022-06-13,22.81733
2022-06-14,21.71783
2022-06-15,23.52492
2022-06-16,20.61833
2022-06-17,20.4006
2022-06-18,2.79773
2022-06-19,1.89418
2022-06-20,20.60744
2022-06-21,18.41933
2022-06-22,22.15327
2022-06-23,23.35075
2022-06-24,17.59198
2022-06-25,2.64532
2022-06-26,1.6438
2022-06-27,20.57478
2022-06-28,18.4411
2022-06-29,15.93729
2022-06-30,17.33072
2022-07-01,10.53777
2022-07-02,2.10102
2022-07-03,1.24101
2022-07-04,15.46919
2022-07-05,16.03527
2022-07-06,16.28565
2022-07-07,14.5983
2022-07-08,14.2064
2022-07-09,1.98127
2022-07-10,0.94709
2022-07-11,21.94644
2022-07-12,15.37121
2022-07-13,13.43348
2022-07-14,13.22664
2022-07-15,14.29349
2022-07-16,2.20988
2022-07-17,1.1757
2022-07-18,15.70868
2022-07-19,12.44284
2022-07-20,13.1069
2022-07-21,11.92031
2022-07-22,11.0603
2022-07-23,1.52405
2022-07-24,0.88177
2022-07-25,10.516
2022-07-26,11.55018
2022-07-27,10.5922
2022-07-28,10.72283
2022-07-29,21.78314
2022-07-30,3.71217
2022-07-31,1.61114
2022-08-01,13.76006
2022-08-02,18.9092
2022-08-03,13.23753
2022-08-04,12.23601
2022-08-05,11.58284
2022-08-06,1.68735
2022-08-07,1.01241
2022-08-08,11.73524
2022-08-09,11.93119
2022-08-10,14.46766
2022-08-11,13.31373
2022-08-12,10.79904
2022-08-13,1.91595
2022-08-14,1.09949
2022-08-15,12.20335
2022-08-16,15.26235
2022-08-17,13.23753
2022-08-18,10.22207
2022-08-19,10.95144
2022-08-20,1.98127
2022-08-21,1.67646
2022-08-22,13.1831
2022-08-23,11.15828
2022-08-24,14.41323
2022-08-25,26.22468
2022-08-26,16.27476
2022-08-27,2.92836
2022-08-28,1.14304
2022-08-29,13.44437
2022-08-30,12.58436
2022-08-31,13.11778
2022-09-01,12.29044
2022-09-02,10.43979
2022-09-03,1.62203
2022-09-04,0.91443
2022-09-05,11.34334
2022-09-06,11.13651
2022-09-07,12.06183
2022-09-08,9.52536
2022-09-09,11.02765
2022-09-10,2.10102
2022-09-11,1.39342
2022-09-12,8.38232
2022-09-13,13.23753
2022-09-14,13.62943
2022-09-15,10.40714
2022-09-16,10.25473
2022-09-17,1.85064
2022-09-18,1.00152
2022-09-19,11.28891
2022-09-20,9.30764
2022-09-21,12.0074
2022-09-22,13.92336
2022-09-23,11.86588
2022-09-24,2.52558
2022-09-25,1.20836
2022-09-26,17.94034
2022-09-27,14.62007
2022-09-28,21.92466
2022-09-29,17.43958
2022-09-30,14.62007
2022-10-01,2.83039
2022-10-02,1.9595
2022-10-03,25.1905
2022-10-04,9.44916
2022-10-05,34.25865
2022-10-06,16.634
2022-10-07,10.8317
2022-10-08,2.17722
2022-10-09,1.33899
2022-10-10,32.34269
2022-10-11,21.26061
2022-10-12,19.69301
2022-10-13,18.00566
2022-10-14,16.42717
2022-10-15,2.86305
2022-10-16,1.66557
2022-10-17,18.43021
2022-10-18,15.65425
2022-10-19,14.70716
2022-10-20,18.47376
2022-10-21,12.91095
2022-10-22,2.28608
2022-10-23,1.37165
2022-10-24,100.0
2022-10-25,53.3747
2022-10-26,27.83583
2022-10-27,20.97757
2022-10-28,31.25408
2022-10-29,5.6499
2022-10-30,2.20988
2022-10-31,24.23252
2022-11-01,30.10015
2022-11-02,29.84977
2022-11-03,24.091
2022-11-04,46.44023
2022-11-05,6.70585
2022-11-06,3.44001
2022-11-07,40.23514
2022-11-08,19.8563
2022-11-09,20.03048
2022-11-10,16.15501
2022-11-11,28.64141
2022-11-12,6.32484
2022-11-13,2.86305
2022-11-14,25.43
2022-11-15,29.61027
2022-11-16,22.64315
2022-11-17,20.172
2022-11-18,21.96821
2022-11-19,2.51469
2022-11-20,1.29544
2022-11-21,19.42085
2022-11-22,17.7335
2022-11-23,16.90616
2022-11-24,13.70563
2022-11-25,13.59677
2022-11-26,1.86152
2022-11-27,1.27367
2022-11-28,20.04136
2022-11-29,32.97409
2022-11-30,28.87001
2022-12-01,23.52492
2022-12-02,16.82995
2022-12-03,2.14456
2022-12-04,1.39342
2022-12-05,31.4718
2022-12-06,23.06771
2022-12-07,30.10015
2022-12-08,28.73938
2022-12-09,26.91051
2022-12-10,3.54887
2022-12-11,2.25342
2022-12-12,18.66971
2022-12-13,17.99477
2022-12-14,18.13629
2022-12-15,17.08033
2022-12-16,19.25756
2022-12-17,3.08077
2022-12-18,2.49292
2022-12-19,16.61223
2022-12-20,18.29958
2022-12-21,14.92488
2022-12-22,17.973
2022-12-23,17.20008
2022-12-24,1.86152
2022-12-25,1.2519
2022-12-26,9.86283
2022-12-27,9.97169
2022-12-28,19.86718
2022-12-29,15.13172
2022-12-30,14.09753
2022-12-31,2.10102
2023-01-01,1.38253
2023-01-02,8.12105
2023-01-03,26.63836
2023-01-04,30.36141
2023-01-05,27.66165
2023-01-06,22.68669
2023-01-07,3.14609
2023-01-08,2.18811
2023-01-09,23.02416
2023-01-10,19.35554
2023-01-11,19.2249
2023-01-12,21.55453
2023-01-13,18.60439
2023-01-14,3.54887
2023-01-15,2.0357
2023-01-16,20.59655
2023-01-17,18.40844
2023-01-18,17.77705
2023-01-19,17.27629
2023-01-20,18.22338
2023-01-21,3.17875
2023-01-22,1.85064
2023-01-23,5.44306
2023-01-24,6.49902
2023-01-25,9.53625
2023-01-26,23.88417
2023-01-27,22.77378
2023-01-28,3.57065
2023-01-29,2.30785
2023-01-30,30.57914
2023-01-31,23.02416
2023-02-01,18.64794
2023-02-02,20.50947
2023-02-03,19.45351
2023-02-04,2.50381
2023-02-05,1.67646
2023-02-06,19.51883
2023-02-07,19.0725
2023-02-08,18.22338
2023-02-09,19.35554
2023-02-10,18.5173
2023-02-11,2.51469
2023-02-12,1.42608
2023-02-13,17.14565
2023-02-14,15.26235
2023-02-15,17.16742
2023-02-16,21.16263
2023-02-17,13.575
2023-02-18,2.37317
2023-02-19,1.54583
2023-02-20,16.56869
2023-02-21,21.55453
2023-02-22,19.09427
2023-02-23,15.54539
2023-02-24,16.56869
2023-02-25,2.72153
2023-02-26,1.65469
2023-02-27,15.4583
2023-02-28,16.28565
2023-03-01,44.8182
2023-03-02,25.1143
2023-03-03,17.75527
2023-03-04,2.71064
2023-03-05,1.80709
2023-03-06,18.93098
2023-03-07,22.10973
2023-03-08,18.02743
2023-03-09,17.12388
2023-03-10,18.21249
2023-03-11,3.03723
2023-03-12,1.65469
2023-03-13,19.71478
2023-03-14,21.40213
2023-03-15,17.67907
2023-03-16,16.66666
2023-03-17,14.58741
2023-03-18,2.02482
2023-03-19,1.24101
2023-03-20,22.66492
2023-03-21,16.50337
2023-03-22,15.99172
2023-03-23,18.80034
2023-03-24,13.74918
2023-03-25,2.04659
2023-03-26,1.3281
2023-03-27,16.82995
2023-03-28,15.32767
2023-03-29,18.96364
2023-03-30,16.76464
2023-03-31,14.69627
2023-04-01,2.69976
2023-04-02,1.49139
2023-04-03,15.774
2023-04-04,13.1831
2023-04-05,9.0246
2023-04-06,13.73829
2023-04-07,7.64206
2023-04-08,1.60026
2023-04-09,1.08861
2023-04-10,9.36207
2023-04-11,16.29653
2023-04-12,14.27171
2023-04-13,14.58741
2023-04-14,12.4755
2023-04-15,2.0357
2023-04-16,1.03418
2023-04-17,16.47071
2023-04-18,14.48944
2023-04-19,13.54234
2023-04-20,12.3993
2023-04-21,12.04006
2023-04-22,1.93773
2023-04-23,1.37165
2023-04-24,13.60766
2023-04-25,17.66819
2023-04-26,16.26387
2023-04-27,12.10537
2023-04-28,11.66993
2023-04-29,2.10102
2023-04-30,1.2519
2023-05-01,5.81319
2023-05-02,15.52362
2023-05-03,12.48639
2023-05-04,12.1598
2023-05-05,11.27803
2023-05-06,2.04659
2023-05-07,1.07772
2023-05-08,12.13803
2023-05-09,16.66666
2023-05-10,12.17069
2023-05-11,11.19094
2023-05-12,10.92967
2023-05-13,1.98127
2023-05-14,1.19747
2023-05-15,16.11147
2023-05-16,14.83779
2023-05-17,14.94665
2023-05-18,11.99651
2023-05-19,14.41323
2023-05-20,2.26431
2023-05-21,1.04506
2023-05-22,13.83627
2023-05-23,15.27324
2023-05-24,14.51121
2023-05-25,19.76921
2023-05-26,12.17069
2023-05-27,2.30785
2023-05-28,1.2519
2023-05-29,17.38515
2023-05-30,19.31199
