date,덕성주가
2020-03-20,0.13509
2020-03-21,0.02122
2020-03-22,0.01736
2020-03-23,0.11386
2020-03-24,0.21422
2020-03-25,0.19299
2020-03-26,0.2258
2020-03-27,0.2258
2020-03-28,0.01543
2020-03-29,0.00964
2020-03-30,0.18913
2020-03-31,0.21808
2020-04-01,0.1872
2020-04-02,0.11772
2020-04-03,0.12351
2020-04-04,0.0135
2020-04-05,0.01929
2020-04-06,0.14281
2020-04-07,0.10807
2020-04-08,0.15632
2020-04-09,0.17948
2020-04-10,0.15246
2020-04-11,0.01736
2020-04-12,0.01543
2020-04-13,0.13316
2020-04-14,0.1486
2020-04-15,0.03087
2020-04-16,0.14088
2020-04-17,0.10614
2020-04-18,0.02122
2020-04-19,0.0135
2020-04-20,0.09649
2020-04-21,0.09842
2020-04-22,0.10228
2020-04-23,0.07333
2020-04-24,0.05982
2020-04-25,0.00964
2020-04-27,0.09649
2020-04-28,0.80094
2020-04-29,0.74304
2020-04-30,0.09842
2020-05-01,0.07526
2020-05-02,0.01929
2020-05-03,0.03666
2020-05-04,0.28756
2020-05-05,0.05017
2020-05-06,0.46126
2020-05-07,0.303
2020-05-08,0.25475
2020-05-09,0.03473
2020-05-10,0.03087
2020-05-11,0.17562
2020-05-12,0.14474
2020-05-13,0.16983
2020-05-14,0.21036
2020-05-15,0.21615
2020-05-16,0.02315
2020-05-17,0.0328
2020-05-18,0.18141
2020-05-19,0.16018
2020-05-20,0.23545
2020-05-21,0.21615
2020-05-22,0.18334
2020-05-23,0.04824
2020-05-24,0.02122
2020-05-25,0.24317
2020-05-26,0.21422
2020-05-27,0.25282
2020-05-28,0.17755
2020-05-29,0.49986
2020-05-30,0.38792
2020-05-31,0.28563
2020-06-01,1.46099
2020-06-02,1.34519
2020-06-03,1.08271
2020-06-04,0.83375
2020-06-05,0.66777
2020-06-06,0.08491
2020-06-07,0.05982
2020-06-08,0.49986
2020-06-09,0.45547
2020-06-10,0.43617
2020-06-11,0.33388
2020-06-12,0.27212
2020-06-13,0.03859
2020-06-14,0.04052
2020-06-15,0.23545
2020-06-16,0.27212
2020-06-17,0.3416
2020-06-18,0.24317
2020-06-19,0.303
2020-06-20,0.12544
2020-06-21,0.09456
2020-06-22,1.11166
2020-06-23,0.67163
2020-06-24,0.4188
2020-06-25,0.3802
2020-06-26,0.65233
2020-06-27,0.08877
2020-06-28,0.06368
2020-06-29,0.38599
2020-06-30,0.49793
2020-07-01,0.59057
2020-07-02,0.90902
2020-07-03,0.77778
2020-07-04,0.07912
2020-07-05,0.05982
2020-07-06,0.54811
2020-07-07,0.44775
2020-07-08,0.80866
2020-07-09,0.98235
2020-07-10,0.70444
2020-07-11,0.05596
2020-07-12,0.06175
2020-07-13,0.52109
2020-07-14,0.53846
2020-07-15,0.55776
2020-07-16,0.64075
2020-07-17,0.97464
2020-07-18,0.10614
2020-07-19,0.06368
2020-07-20,0.54039
2020-07-21,0.52302
2020-07-22,0.50372
2020-07-23,0.41687
2020-07-24,0.39757
2020-07-25,0.04052
2020-07-26,0.03666
2020-07-27,0.35704
2020-07-28,0.35897
2020-07-29,0.4574
2020-07-30,0.38792
2020-07-31,0.29721
2020-08-01,0.04052
2020-08-02,0.05017
2020-08-03,0.50758
2020-08-04,1.25448
2020-08-05,1.04218
2020-08-06,1.28343
2020-08-07,1.59416
2020-08-08,0.18913
2020-08-09,0.14088
2020-08-10,1.01323
2020-08-11,0.7276
2020-08-12,0.6504
2020-08-13,0.97271
2020-08-14,1.17149
2020-08-15,0.07912
2020-08-16,0.03473
2020-08-17,0.13316
2020-08-18,0.71409
2020-08-19,0.5925
2020-08-20,0.83568
2020-08-21,0.75655
2020-08-22,0.06754
2020-08-23,0.06368
2020-08-24,0.59057
2020-08-25,0.77585
2020-08-26,0.73918
2020-08-27,0.64075
2020-08-28,0.48442
2020-08-29,0.05017
2020-08-30,0.04631
2020-08-31,0.41301
2020-09-01,0.41301
2020-09-02,0.48442
2020-09-03,0.37827
2020-09-04,0.45547
2020-09-05,0.03473
2020-09-06,0.02894
2020-09-07,0.44389
2020-09-08,0.35125
2020-09-09,0.36283
2020-09-10,0.33388
2020-09-11,0.43038
2020-09-12,0.04052
2020-09-13,0.0328
2020-09-14,0.29914
2020-09-15,0.2837
2020-09-16,0.21808
2020-09-17,0.2451
2020-09-18,0.22001
2020-09-19,0.02122
2020-09-20,0.02122
2020-09-21,0.22001
2020-09-22,0.25475
2020-09-23,0.22966
2020-09-24,0.20843
2020-09-25,0.22387
2020-09-26,0.02315
2020-09-27,0.02122
2020-09-28,0.16597
2020-09-29,0.23159
2020-09-30,0.03087
2020-10-01,0.03473
2020-10-02,0.02701
2020-10-03,0.0135
2020-10-04,0.02122
2020-10-05,0.17562
2020-10-06,0.2644
2020-10-07,0.21229
2020-10-08,0.14088
2020-10-09,0.04824
2020-10-10,0.00964
2020-10-11,0.02122
2020-10-12,0.21036
2020-10-13,0.27019
2020-10-14,0.26633
2020-10-15,0.18527
2020-10-16,0.15439
2020-10-17,0.02508
2020-10-18,0.0135
2020-10-19,0.40529
2020-10-20,0.26826
2020-10-21,0.27212
2020-10-22,0.29142
2020-10-23,0.56548
2020-10-24,0.06175
2020-10-25,0.08684
2020-10-26,0.54618
2020-10-27,0.3802
2020-10-28,0.32616
2020-10-29,0.35318
2020-10-30,0.30107
2020-10-31,0.02508
2020-11-01,0.02508
2020-11-02,1.72154
2020-11-03,3.71907
2020-11-04,2.79847
2020-11-05,1.83155
2020-11-06,1.4166
2020-11-07,0.18334
2020-11-08,0.10807
2020-11-09,2.25614
2020-11-10,1.8026
2020-11-11,9.07283
2020-11-12,8.38383
2020-11-13,4.97741
2020-11-14,0.5346
2020-11-15,0.44775
2020-11-16,3.0648
2020-11-17,3.79627
2020-11-18,3.75381
2020-11-19,4.02786
2020-11-20,2.54564
2020-11-21,0.30879
2020-11-22,0.27791
2020-11-23,2.05349
2020-11-24,2.05156
2020-11-25,3.61485
2020-11-26,2.47616
2020-11-27,1.94542
2020-11-28,0.33388
2020-11-29,0.27019
2020-11-30,2.35843
2020-12-01,2.67302
2020-12-02,3.335
2020-12-03,2.37966
2020-12-04,2.18473
2020-12-05,0.31265
2020-12-06,0.21422
2020-12-07,1.57486
2020-12-08,1.71189
2020-12-09,1.89524
2020-12-10,2.03805
2020-12-11,1.65592
2020-12-12,0.15246
2020-12-13,0.18527
2020-12-14,1.43976
2020-12-15,1.36449
2020-12-16,1.5517
2020-12-17,1.28536
2020-12-18,1.0499
2020-12-19,0.10807
2020-12-20,0.12544
2020-12-21,1.4359
2020-12-22,1.41274
2020-12-23,1.18693
2020-12-24,1.57679
2020-12-25,0.68707
2020-12-26,0.33581
2020-12-27,0.28177
2020-12-28,3.35816
2020-12-29,1.83348
2020-12-30,1.44169
2020-12-31,0.25089
2021-01-01,0.2451
2021-01-02,0.22773
2021-01-03,0.44196
2021-01-04,2.1249
2021-01-05,1.79681
2021-01-06,2.49739
2021-01-07,2.93936
2021-01-08,2.09788
2021-01-09,0.31072
2021-01-10,0.30493
2021-01-11,1.7061
2021-01-12,1.8219
2021-01-13,2.03226
2021-01-14,1.91261
2021-01-15,1.65785
2021-01-16,0.40722
2021-01-17,0.33388
2021-01-18,1.48801
2021-01-19,3.03006
2021-01-20,5.96942
2021-01-21,2.97602
2021-01-22,2.15192
2021-01-23,0.38599
2021-01-24,0.31072
2021-01-25,1.82769
2021-01-26,1.51503
2021-01-27,1.37221
2021-01-28,1.2622
2021-01-29,1.28343
2021-01-30,0.19685
2021-01-31,0.15439
2021-02-01,1.48994
2021-02-02,1.4359
2021-02-03,1.2236
2021-02-04,1.0885
2021-02-05,1.16377
2021-02-06,0.21036
2021-02-07,0.14667
2021-02-08,1.03832
2021-02-09,1.10201
2021-02-10,0.92832
2021-02-11,0.14474
2021-02-12,0.09649
2021-02-13,0.0907
2021-02-14,0.10807
2021-02-15,1.02867
2021-02-16,0.81445
2021-02-17,0.78743
2021-02-18,0.89165
2021-02-19,0.84919
2021-02-20,0.0907
2021-02-21,0.05982
2021-02-22,1.02481
2021-02-23,0.85884
2021-02-24,0.77006
2021-02-25,0.80673
2021-02-26,1.03253
2021-02-27,0.11386
2021-02-28,0.10228
2021-03-01,0.10035
2021-03-02,3.12463
2021-03-03,3.17867
2021-03-04,13.93252
2021-03-05,12.41942
2021-03-06,2.42019
2021-03-07,1.56907
2021-03-08,25.3831
2021-03-09,18.94082
2021-03-10,13.14123
