date,자동차다이렉트보험
2023-05-29,27.11409
2023-05-30,46.91275
2023-05-31,48.38926
2023-06-01,41.67785
2023-06-02,39.59731
2023-06-03,18.92617
2023-06-04,24.42953
2023-06-05,45.23489
2023-06-06,23.75838
2023-06-07,43.22147
2023-06-08,47.31543
2023-06-09,40.0
2023-06-10,20.33557
2023-06-11,22.21476
2023-06-12,47.71812
2023-06-13,44.83221
2023-06-14,42.68456
2023-06-15,43.08724
2023-06-16,38.5906
2023-06-17,20.80536
2023-06-18,20.93959
2023-06-19,49.19463
2023-06-20,43.15436
2023-06-21,41.40939
2023-06-22,43.8255
2023-06-23,39.32885
2023-06-24,23.08724
2023-06-25,24.2953
2023-06-26,45.03355
2023-06-27,45.70469
2023-06-28,45.90604
2023-06-29,42.8859
2023-06-30,37.1812
2023-07-01,24.2953
2023-07-02,21.47651
2023-07-03,48.32214
2023-07-04,47.31543
2023-07-05,44.83221
2023-07-06,40.13422
2023-07-07,35.77181
2023-07-08,22.4161
2023-07-09,22.28187
2023-07-10,44.42953
2023-07-11,41.81208
2023-07-12,44.83221
2023-07-13,40.60402
2023-07-14,39.39597
2023-07-15,22.08053
2023-07-16,21.9463
2023-07-17,47.91946
2023-07-18,47.31543
2023-07-19,44.22818
2023-07-20,45.50335
2023-07-21,37.24832
2023-07-22,19.73154
2023-07-23,22.81879
2023-07-24,46.84563
2023-07-25,39.32885
2023-07-26,37.58389
2023-07-27,36.97986
2023-07-28,34.83221
2023-07-29,19.26174
2023-07-30,22.21476
2023-07-31,33.75838
2023-08-01,28.32214
2023-08-02,20.93959
2023-08-03,20.60402
2023-08-04,18.5906
2023-08-05,6.91275
2023-08-06,9.79865
2023-08-07,25.90604
2023-08-08,22.28187
2023-08-09,31.67785
2023-08-10,38.25503
2023-08-11,32.81879
2023-08-12,18.99328
2023-08-13,19.32885
2023-08-14,38.18791
2023-08-15,26.84563
2023-08-16,39.86577
2023-08-17,40.46979
2023-08-18,38.99328
2023-08-19,19.59731
2023-08-20,22.4161
2023-08-21,48.38926
2023-08-22,35.63758
2023-08-23,34.63087
2023-08-24,33.08724
2023-08-25,36.7114
2023-08-26,24.42953
2023-08-27,27.71812
2023-08-28,51.14093
2023-08-29,45.77181
2023-08-30,42.21476
2023-08-31,38.99328
2023-09-01,31.9463
2023-09-02,17.91946
2023-09-03,20.87248
2023-09-04,41.00671
2023-09-05,37.1812
2023-09-06,38.52348
2023-09-07,39.73154
2023-09-08,35.70469
2023-09-09,21.07382
2023-09-10,20.13422
2023-09-11,40.93959
2023-09-12,39.46308
2023-09-13,37.58389
2023-09-14,37.58389
2023-09-15,36.30872
2023-09-16,17.98657
2023-09-17,19.93288
2023-09-18,42.95302
2023-09-19,37.11409
2023-09-20,39.0604
2023-09-21,36.51006
2023-09-22,33.89261
2023-09-23,14.42953
2023-09-24,16.64429
2023-09-25,43.02013
2023-09-26,43.28859
2023-09-27,26.7114
2023-09-28,12.8859
2023-09-29,13.89261
2023-09-30,14.2953
2023-10-01,12.68456
2023-10-02,15.36912
2023-10-03,15.43624
2023-10-04,52.81879
2023-10-05,45.43624
2023-10-06,32.61744
2023-10-07,17.38255
2023-10-08,19.39597
2023-10-09,23.15436
2023-10-10,50.93959
2023-10-11,44.42953
2023-10-12,39.32885
2023-10-13,39.32885
2023-10-14,21.27516
2023-10-15,19.32885
2023-10-16,47.91946
2023-10-17,45.43624
2023-10-18,38.32214
2023-10-19,39.32885
2023-10-20,33.89261
2023-10-21,19.19463
2023-10-22,19.19463
2023-10-23,42.01342
2023-10-24,40.06711
2023-10-25,37.24832
2023-10-26,38.18791
2023-10-27,37.58389
2023-10-28,18.25503
2023-10-29,20.73825
2023-10-30,44.7651
2023-10-31,35.30201
2023-11-01,42.61744
2023-11-02,39.79865
2023-11-03,33.55704
2023-11-04,21.61073
2023-11-05,21.9463
2023-11-06,43.62416
2023-11-07,40.33557
2023-11-08,40.20134
2023-11-09,45.10067
2023-11-10,34.22818
2023-11-11,19.32885
2023-11-12,21.40939
2023-11-13,45.70469
2023-11-14,41.14093
2023-11-15,42.55033
2023-11-16,40.46979
2023-11-17,33.89261
2023-11-18,19.46308
2023-11-19,23.3557
2023-11-20,41.87919
2023-11-21,44.16107
2023-11-22,38.5906
2023-11-23,43.8255
2023-11-24,35.97315
2023-11-25,17.11409
2023-11-26,22.68456
2023-11-27,41.67785
2023-11-28,40.60402
2023-11-29,39.46308
2023-11-30,39.79865
2023-12-01,33.75838
2023-12-02,24.02684
2023-12-03,26.04026
2023-12-04,45.03355
2023-12-05,44.42953
2023-12-06,42.55033
2023-12-07,38.52348
2023-12-08,35.36912
2023-12-09,24.16107
2023-12-10,25.83892
2023-12-11,42.4161
2023-12-12,45.23489
2023-12-13,41.87919
2023-12-14,39.59731
2023-12-15,33.62416
2023-12-16,19.26174
2023-12-17,25.10067
2023-12-18,44.89932
2023-12-19,41.07382
2023-12-20,44.2953
2023-12-21,38.65771
2023-12-22,36.24161
2023-12-23,17.38255
2023-12-24,15.43624
2023-12-25,21.61073
2023-12-26,45.36912
2023-12-27,38.92617
2023-12-28,38.85906
2023-12-29,38.1208
2023-12-30,20.26845
2023-12-31,17.71812
2024-01-01,24.42953
2024-01-02,55.63758
2024-01-03,45.43624
2024-01-04,41.67785
2024-01-05,38.38926
2024-01-06,23.95973
2024-01-07,24.83221
2024-01-08,40.20134
2024-01-09,41.54362
2024-01-10,39.39597
2024-01-11,41.47651
2024-01-12,38.92617
2024-01-13,22.34899
2024-01-14,21.9463
2024-01-15,49.12751
2024-01-16,42.68456
2024-01-17,34.02684
2024-01-18,44.63087
2024-01-19,56.64429
2024-01-20,44.96644
2024-01-21,47.1812
2024-01-22,64.22818
2024-01-23,61.20805
2024-01-24,55.90604
2024-01-25,57.651
2024-01-26,53.75838
2024-01-27,44.36241
2024-01-28,43.75838
2024-01-29,71.27516
2024-01-30,65.63758
2024-01-31,67.11409
2024-02-01,69.32885
2024-02-02,71.87919
2024-02-03,52.55033
2024-02-04,55.03355
2024-02-05,65.90604
2024-02-06,64.89932
2024-02-07,66.17449
2024-02-08,68.85906
2024-02-09,49.59731
2024-02-10,52.75167
2024-02-11,55.16778
2024-02-12,57.98657
2024-02-13,91.47651
2024-02-14,79.86577
2024-02-15,92.68456
2024-02-16,80.33557
2024-02-17,56.7114
2024-02-18,63.08724
2024-02-19,100.0
2024-02-20,78.38926
2024-02-21,83.69127
2024-02-22,69.46308
2024-02-23,80.06711
2024-02-24,47.1812
2024-02-25,53.8255
2024-02-26,74.83221
2024-02-27,76.51006
2024-02-28,78.32214
2024-02-29,70.53691
2024-03-01,50.53691
2024-03-02,52.14765
2024-03-03,49.12751
2024-03-04,80.80536
2024-03-05,78.5906
2024-03-06,67.11409
2024-03-07,70.26845
2024-03-08,69.59731
2024-03-09,44.69798
2024-03-10,53.8255
2024-03-11,75.77181
2024-03-12,75.63758
2024-03-13,74.42953
2024-03-14,70.40268
2024-03-15,65.63758
2024-03-16,47.91946
2024-03-17,51.67785
2024-03-18,79.86577
2024-03-19,73.48993
2024-03-20,72.01342
