date,중개수수료계산기
2020-03-20,2.61031
2020-03-21,1.1187
2020-03-22,1.18085
2020-03-23,2.70354
2020-03-24,2.45494
2020-03-25,2.61031
2020-03-26,2.51709
2020-03-27,2.36171
2020-03-28,2.17526
2020-03-29,1.08763
2020-03-30,2.76569
2020-03-31,2.54816
2020-04-01,2.48601
2020-04-02,2.92106
2020-04-03,2.82784
2020-04-04,1.80236
2020-04-05,1.18085
2020-04-06,2.76569
2020-04-07,1.83343
2020-04-08,2.33064
2020-04-09,2.33064
2020-04-10,2.36171
2020-04-11,2.11311
2020-04-12,1.74021
2020-04-13,2.88999
2020-04-14,2.61031
2020-04-15,1.92666
2020-04-16,2.51709
2020-04-17,2.39279
2020-04-18,2.17526
2020-04-19,1.14978
2020-04-20,2.92106
2020-04-21,2.39279
2020-04-22,2.42386
2020-04-23,1.95773
2020-04-24,2.88999
2020-04-25,1.83343
2020-04-26,1.1187
2020-04-27,3.13859
2020-04-28,2.29956
2020-04-29,2.20633
2020-04-30,1.70913
2020-05-01,1.83343
2020-05-02,1.58483
2020-05-03,0.80795
2020-05-04,2.76569
2020-05-05,1.61591
2020-05-06,2.64139
2020-05-07,2.14418
2020-05-08,2.79676
2020-05-09,1.46053
2020-05-10,1.18085
2020-05-11,2.76569
2020-05-12,2.08203
2020-05-13,2.51709
2020-05-14,1.86451
2020-05-15,2.14418
2020-05-16,1.74021
2020-05-17,1.243
2020-05-18,2.48601
2020-05-19,2.73461
2020-05-20,2.79676
2020-05-21,2.42386
2020-05-22,2.17526
2020-05-23,1.58483
2020-05-24,1.243
2020-05-25,2.70354
2020-05-26,2.61031
2020-05-27,2.61031
2020-05-28,1.89558
2020-05-29,2.29956
2020-05-30,2.14418
2020-05-31,1.18085
2020-06-01,2.45494
2020-06-02,1.86451
2020-06-03,2.92106
2020-06-04,2.79676
2020-06-05,2.17526
2020-06-06,1.64698
2020-06-07,0.9944
2020-06-08,2.95214
2020-06-09,2.85891
2020-06-10,2.85891
2020-06-11,3.41827
2020-06-12,2.98321
2020-06-13,2.11311
2020-06-14,1.42945
2020-06-15,2.73461
2020-06-16,3.13859
2020-06-17,3.23182
2020-06-18,2.70354
2020-06-19,2.57924
2020-06-20,2.42386
2020-06-21,1.33623
2020-06-22,3.32504
2020-06-23,3.20074
2020-06-24,2.67246
2020-06-25,2.73461
2020-06-26,3.13859
2020-06-27,2.64139
2020-06-28,1.64698
2020-06-29,3.29397
2020-06-30,3.20074
2020-07-01,3.13859
2020-07-02,3.57364
2020-07-03,3.32504
2020-07-04,2.14418
2020-07-05,1.27408
2020-07-06,3.94655
2020-07-07,3.16967
2020-07-08,3.01429
2020-07-09,3.16967
2020-07-10,3.20074
2020-07-11,2.14418
2020-07-12,1.14978
2020-07-13,3.16967
2020-07-14,3.60472
2020-07-15,3.60472
2020-07-16,2.98321
2020-07-17,2.51709
2020-07-18,2.73461
2020-07-19,1.18085
2020-07-20,3.91547
2020-07-21,2.76569
2020-07-22,3.01429
2020-07-23,3.54257
2020-07-24,2.73461
2020-07-25,2.48601
2020-07-26,1.52268
2020-07-27,3.32504
2020-07-28,3.32504
2020-07-29,3.01429
2020-07-30,2.73461
2020-07-31,3.82224
2020-08-01,2.33064
2020-08-02,1.243
2020-08-03,2.64139
2020-08-04,2.45494
2020-08-05,2.61031
2020-08-06,2.67246
2020-08-07,2.95214
2020-08-08,1.64698
2020-08-09,0.9944
2020-08-10,3.20074
2020-08-11,3.04536
2020-08-12,2.92106
2020-08-13,3.35612
2020-08-14,3.13859
2020-08-15,1.64698
2020-08-16,1.21193
2020-08-17,2.70354
2020-08-18,2.95214
2020-08-19,3.07644
2020-08-20,3.23182
2020-08-21,3.16967
2020-08-22,1.77128
2020-08-23,0.93225
2020-08-24,2.79676
2020-08-25,3.23182
2020-08-26,2.92106
2020-08-27,2.95214
2020-08-28,2.57924
2020-08-29,2.98321
2020-08-30,1.98881
2020-08-31,4.84773
2020-09-01,3.54257
2020-09-02,2.57924
2020-09-03,3.69794
2020-09-04,2.57924
2020-09-05,2.26848
2020-09-06,1.55376
2020-09-07,2.85891
2020-09-08,2.48601
2020-09-09,2.76569
2020-09-10,2.29956
2020-09-11,2.76569
2020-09-12,2.14418
2020-09-13,1.67806
2020-09-14,3.82224
2020-09-15,2.85891
2020-09-16,3.29397
2020-09-17,2.54816
2020-09-18,3.07644
2020-09-19,2.11311
2020-09-20,1.33623
2020-09-21,2.85891
2020-09-22,2.85891
2020-09-23,2.54816
2020-09-24,2.82784
2020-09-25,3.85332
2020-09-26,2.39279
2020-09-27,1.1187
2020-09-28,3.01429
2020-09-29,2.51709
2020-09-30,0.77688
2020-10-01,0.46612
2020-10-02,0.6215
2020-10-03,0.90118
2020-10-04,0.93225
2020-10-05,3.57364
2020-10-06,2.61031
2020-10-07,3.66687
2020-10-08,2.85891
2020-10-09,1.80236
2020-10-10,2.23741
2020-10-11,1.42945
2020-10-12,3.63579
2020-10-13,3.69794
2020-10-14,3.23182
2020-10-15,3.41827
2020-10-16,2.95214
2020-10-17,1.89558
2020-10-18,0.90118
2020-10-19,3.20074
2020-10-20,3.01429
2020-10-21,3.13859
2020-10-22,2.73461
2020-10-23,3.16967
2020-10-24,2.01988
2020-10-25,1.46053
2020-10-26,2.79676
2020-10-27,2.57924
2020-10-28,3.13859
2020-10-29,2.70354
2020-10-30,3.16967
2020-10-31,2.57924
2020-11-01,1.18085
2020-11-02,3.63579
2020-11-03,2.48601
2020-11-04,2.79676
2020-11-05,2.45494
2020-11-06,2.82784
2020-11-07,2.42386
2020-11-08,1.67806
2020-11-09,3.54257
2020-11-10,3.66687
2020-11-11,3.26289
2020-11-12,3.13859
2020-11-13,3.07644
2020-11-14,2.54816
2020-11-15,1.83343
2020-11-16,3.41827
2020-11-17,2.88999
2020-11-18,2.73461
2020-11-19,2.73461
2020-11-20,3.29397
2020-11-21,2.08203
2020-11-22,0.7458
2020-11-23,3.54257
2020-11-24,2.88999
2020-11-25,3.82224
2020-11-26,3.44934
2020-11-27,4.19515
2020-11-28,2.82784
2020-11-29,1.89558
2020-11-30,4.53697
2020-12-01,3.54257
2020-12-02,3.32504
2020-12-03,3.79117
2020-12-04,3.60472
2020-12-05,2.61031
2020-12-06,1.30515
2020-12-07,3.82224
2020-12-08,3.32504
2020-12-09,2.51709
2020-12-10,3.32504
2020-12-11,4.03977
2020-12-12,2.51709
2020-12-13,1.18085
2020-12-14,4.16407
2020-12-15,3.82224
2020-12-16,3.69794
2020-12-17,3.23182
2020-12-18,3.57364
2020-12-19,3.29397
2020-12-20,1.46053
2020-12-21,4.07085
2020-12-22,4.0087
2020-12-23,2.85891
2020-12-24,2.76569
2020-12-25,1.46053
2020-12-26,2.11311
2020-12-27,1.67806
2020-12-28,3.94655
2020-12-29,4.16407
2020-12-30,2.79676
2020-12-31,2.39279
2021-01-01,1.21193
2021-01-02,1.98881
2021-01-03,1.86451
2021-01-04,3.69794
2021-01-05,3.41827
2021-01-06,3.01429
2021-01-07,2.48601
2021-01-08,3.29397
2021-01-09,2.76569
2021-01-10,2.61031
2021-01-11,4.19515
2021-01-12,4.10192
2021-01-13,3.91547
2021-01-14,3.69794
2021-01-15,3.51149
2021-01-16,3.04536
2021-01-17,2.20633
2021-01-18,4.44375
2021-01-19,4.07085
2021-01-20,4.41267
2021-01-21,3.54257
2021-01-22,3.54257
2021-01-23,3.23182
2021-01-24,2.54816
2021-01-25,5.28278
2021-01-26,4.78558
2021-01-27,4.90988
2021-01-28,4.53697
2021-01-29,3.97762
2021-01-30,3.69794
2021-01-31,1.86451
2021-02-01,4.31945
2021-02-02,3.63579
2021-02-03,4.59912
2021-02-04,3.79117
2021-02-05,3.91547
2021-02-06,4.2573
2021-02-07,2.17526
2021-02-08,4.31945
2021-02-09,5.09633
2021-02-10,3.51149
2021-02-11,1.30515
2021-02-12,0.43505
2021-02-13,1.3673
2021-02-14,1.39838
2021-02-15,4.69235
2021-02-16,4.84773
2021-02-17,4.47482
2021-02-18,4.2573
2021-02-19,4.8788
2021-02-20,3.38719
2021-02-21,2.14418
2021-02-22,4.84773
2021-02-23,4.19515
2021-02-24,4.10192
2021-02-25,4.78558
2021-02-26,4.53697
2021-02-27,3.38719
2021-02-28,1.74021
2021-03-01,2.54816
2021-03-02,4.22622
2021-03-03,3.63579
2021-03-04,3.41827
2021-03-05,4.22622
2021-03-06,3.13859
2021-03-07,1.70913
2021-03-08,4.7545
2021-03-09,3.76009
2021-03-10,4.35052
2021-03-11,3.57364
2021-03-12,3.51149
2021-03-13,2.79676
2021-03-14,1.74021
2021-03-15,3.63579
2021-03-16,4.07085
2021-03-17,4.07085
2021-03-18,3.13859
2021-03-19,3.69794
2021-03-20,2.82784
2021-03-21,1.64698
2021-03-22,4.133
2021-03-23,4.22622
2021-03-24,4.16407
2021-03-25,3.20074
2021-03-26,3.29397
2021-03-27,2.64139
2021-03-28,1.55376
2021-03-29,4.66128
2021-03-30,3.82224
2021-03-31,3.85332
2021-04-01,4.16407
2021-04-02,5.0031
2021-04-03,2.67246
2021-04-04,1.21193
2021-04-05,3.48042
2021-04-06,3.38719
2021-04-07,3.20074
2021-04-08,4.0087
2021-04-09,2.39279
2021-04-10,1.61591
2021-04-11,1.4916
2021-04-12,4.5059
2021-04-13,3.38719
2021-04-14,3.60472
2021-04-15,3.69794
2021-04-16,3.26289
2021-04-17,2.29956
2021-04-18,1.3673
2021-04-19,3.79117
2021-04-20,3.76009
2021-04-21,4.133
2021-04-22,3.72902
2021-04-23,3.20074
2021-04-24,2.17526
2021-04-25,1.42945
2021-04-26,3.85332
2021-04-27,3.35612
2021-04-28,3.29397
2021-04-29,3.16967
2021-04-30,3.72902
2021-05-01,2.39279
2021-05-02,1.08763
2021-05-03,3.29397
2021-05-04,3.32504
2021-05-05,2.14418
2021-05-06,2.82784
2021-05-07,3.04536
2021-05-08,2.20633
2021-05-09,1.70913
2021-05-10,3.66687
2021-05-11,3.51149
2021-05-12,3.38719
2021-05-13,2.54816
2021-05-14,3.04536
2021-05-15,1.74021
2021-05-16,1.4916
2021-05-17,2.92106
2021-05-18,3.16967
2021-05-19,1.80236
2021-05-20,4.2573
2021-05-21,3.04536
2021-05-22,1.80236
2021-05-23,1.55376
2021-05-24,3.72902
2021-05-25,3.35612
2021-05-26,3.63579
2021-05-27,3.04536
2021-05-28,2.92106
2021-05-29,2.20633
2021-05-30,1.3673
2021-05-31,3.85332
2021-06-01,3.63579
2021-06-02,3.07644
2021-06-03,3.48042
2021-06-04,2.79676
2021-06-05,2.33064
2021-06-06,1.02548
2021-06-07,2.61031
2021-06-08,3.10752
2021-06-09,2.98321
2021-06-10,3.26289
2021-06-11,3.35612
2021-06-12,2.05096
2021-06-13,1.08763
2021-06-14,3.66687
2021-06-15,3.01429
2021-06-16,3.63579
2021-06-17,3.29397
2021-06-18,3.35612
2021-06-19,2.54816
2021-06-20,1.30515
2021-06-21,3.26289
2021-06-22,3.20074
2021-06-23,3.29397
2021-06-24,3.76009
2021-06-25,3.23182
2021-06-26,1.98881
2021-06-27,1.33623
2021-06-28,2.98321
2021-06-29,3.44934
2021-06-30,4.03977
2021-07-01,3.69794
2021-07-02,3.63579
2021-07-03,2.54816
2021-07-04,1.42945
2021-07-05,4.41267
2021-07-06,4.16407
2021-07-07,3.63579
2021-07-08,4.2573
2021-07-09,3.79117
2021-07-10,2.88999
2021-07-11,1.27408
2021-07-12,3.60472
2021-07-13,3.85332
2021-07-14,4.44375
2021-07-15,4.19515
2021-07-16,3.94655
2021-07-17,2.64139
2021-07-18,1.14978
2021-07-19,4.56805
2021-07-20,4.31945
2021-07-21,3.94655
2021-07-22,3.20074
2021-07-23,3.72902
2021-07-24,2.70354
2021-07-25,1.64698
2021-07-26,3.91547
2021-07-27,3.97762
2021-07-28,3.82224
2021-07-29,4.28837
2021-07-30,4.133
2021-07-31,3.41827
2021-08-01,1.92666
2021-08-02,3.44934
2021-08-03,3.69794
2021-08-04,3.29397
2021-08-05,3.63579
2021-08-06,3.94655
2021-08-07,2.51709
2021-08-08,1.61591
2021-08-09,4.07085
2021-08-10,3.94655
2021-08-11,4.07085
2021-08-12,3.76009
2021-08-13,4.03977
2021-08-14,3.16967
2021-08-15,1.39838
2021-08-16,3.72902
2021-08-17,4.81665
2021-08-18,4.8788
2021-08-19,3.94655
2021-08-20,5.53138
2021-08-21,3.72902
2021-08-22,2.05096
2021-08-23,4.66128
2021-08-24,4.7545
2021-08-25,4.28837
2021-08-26,3.97762
2021-08-27,4.28837
2021-08-28,2.82784
2021-08-29,1.89558
2021-08-30,4.53697
2021-08-31,4.94095
2021-09-01,4.28837
2021-09-02,3.72902
2021-09-03,4.35052
2021-09-04,2.73461
2021-09-05,1.30515
2021-09-06,4.56805
2021-09-07,3.72902
2021-09-08,3.54257
2021-09-09,4.03977
2021-09-10,3.85332
2021-09-11,2.79676
2021-09-12,1.4916
2021-09-13,4.28837
2021-09-14,3.35612
2021-09-15,4.0087
2021-09-16,3.8844
2021-09-17,4.07085
2021-09-18,1.80236
2021-09-19,0.90118
2021-09-20,0.80795
2021-09-21,0.52827
2021-09-22,0.90118
2021-09-23,4.59912
2021-09-24,4.72343
2021-09-25,3.29397
2021-09-26,1.70913
2021-09-27,6.02858
2021-09-28,5.71783
2021-09-29,4.28837
2021-09-30,5.71783
2021-10-01,4.56805
2021-10-02,3.01429
2021-10-03,2.08203
2021-10-04,3.54257
2021-10-05,4.66128
2021-10-06,4.47482
2021-10-07,3.85332
2021-10-08,5.31385
2021-10-09,3.07644
2021-10-10,1.80236
2021-10-11,3.57364
2021-10-12,4.41267
2021-10-13,4.133
2021-10-14,3.44934
2021-10-15,4.78558
2021-10-16,3.41827
2021-10-17,1.46053
2021-10-18,4.35052
2021-10-19,5.59353
2021-10-20,4.8788
2021-10-21,3.8844
2021-10-22,4.66128
2021-10-23,2.88999
2021-10-24,1.92666
2021-10-25,3.79117
2021-10-26,4.44375
2021-10-27,4.16407
2021-10-28,4.31945
2021-10-29,3.82224
2021-10-30,2.64139
2021-10-31,1.4916
2021-11-01,4.28837
2021-11-02,4.44375
2021-11-03,3.69794
2021-11-04,3.63579
2021-11-05,3.69794
2021-11-06,2.82784
2021-11-07,1.77128
2021-11-08,3.72902
2021-11-09,3.94655
2021-11-10,4.0087
2021-11-11,3.76009
2021-11-12,3.72902
2021-11-13,2.08203
2021-11-14,1.64698
2021-11-15,4.03977
2021-11-16,4.6302
2021-11-17,3.32504
2021-11-18,3.13859
2021-11-19,3.20074
2021-11-20,2.98321
2021-11-21,1.46053
2021-11-22,4.3816
2021-11-23,4.10192
2021-11-24,3.69794
2021-11-25,3.41827
2021-11-26,3.94655
2021-11-27,2.73461
2021-11-28,1.46053
2021-11-29,4.47482
2021-11-30,5.0031
2021-12-01,3.57364
2021-12-02,4.53697
2021-12-03,4.07085
2021-12-04,2.48601
2021-12-05,1.55376
2021-12-06,4.6302
2021-12-07,4.19515
2021-12-08,3.94655
2021-12-09,4.03977
2021-12-10,4.07085
2021-12-11,2.26848
2021-12-12,1.58483
2021-12-13,4.31945
2021-12-14,3.97762
2021-12-15,4.10192
2021-12-16,4.2573
2021-12-17,3.82224
2021-12-18,3.38719
2021-12-19,1.64698
2021-12-20,4.53697
2021-12-21,4.47482
2021-12-22,3.44934
2021-12-23,3.85332
2021-12-24,3.20074
2021-12-25,1.58483
2021-12-26,1.05655
2021-12-27,4.8788
2021-12-28,4.22622
2021-12-29,4.35052
2021-12-30,4.97203
2021-12-31,3.01429
2022-01-01,1.02548
2022-01-02,1.46053
2022-01-03,5.34493
2022-01-04,3.82224
2022-01-05,4.72343
2022-01-06,4.66128
2022-01-07,4.35052
