date,임야
2020-03-20,28.54014
2020-03-21,21.31386
2020-03-22,24.23357
2020-03-23,29.48905
2020-03-24,31.38686
2020-03-25,29.34306
2020-03-26,27.59124
2020-03-27,25.76642
2020-03-28,21.9708
2020-03-29,21.75182
2020-03-30,30.58394
2020-03-31,24.9635
2020-04-01,25.69343
2020-04-02,29.63503
2020-04-03,26.20437
2020-04-04,18.83211
2020-04-05,24.9635
2020-04-06,31.53284
2020-04-07,30.72992
2020-04-08,31.60583
2020-04-09,30.58394
2020-04-10,25.25547
2020-04-11,20.65693
2020-04-12,22.18978
2020-04-13,31.38686
2020-04-14,30.72992
2020-04-15,22.84671
2020-04-16,30.14598
2020-04-17,29.34306
2020-04-18,22.77372
2020-04-19,23.79562
2020-04-20,31.60583
2020-04-21,31.24087
2020-04-22,32.9197
2020-04-23,34.9635
2020-04-24,29.85401
2020-04-25,25.83941
2020-04-26,27.81021
2020-04-27,30.58394
2020-04-28,32.9927
2020-04-29,29.41605
2020-04-30,23.06569
2020-05-01,25.03649
2020-05-02,30.21897
2020-05-03,25.9854
2020-05-04,28.9781
2020-05-05,26.20437
2020-05-06,30.87591
2020-05-07,32.33576
2020-05-08,27.73722
2020-05-09,20.65693
2020-05-10,25.32846
2020-05-11,31.75182
2020-05-12,30.80291
2020-05-13,29.27007
2020-05-14,29.70802
2020-05-15,30.07299
2020-05-16,22.26277
2020-05-17,24.81751
2020-05-18,34.08759
2020-05-19,35.40145
2020-05-20,30.07299
2020-05-21,29.78102
2020-05-22,26.9343
2020-05-23,20.9489
2020-05-24,23.50364
2020-05-25,31.82481
2020-05-26,32.55474
2020-05-27,27.9562
2020-05-28,28.83211
2020-05-29,29.41605
2020-05-30,17.9562
2020-05-31,20.72992
2020-06-01,31.38686
2020-06-02,33.43065
2020-06-03,32.40875
2020-06-04,32.11678
2020-06-05,33.79562
2020-06-06,23.28467
2020-06-07,23.79562
2020-06-08,33.35766
2020-06-09,34.08759
2020-06-10,35.76642
2020-06-11,32.77372
2020-06-12,29.05109
2020-06-13,22.9927
2020-06-14,27.88321
2020-06-15,32.33576
2020-06-16,32.62773
2020-06-17,36.35036
2020-06-18,31.9708
2020-06-19,26.35036
2020-06-20,20.0
2020-06-21,25.83941
2020-06-22,32.18978
2020-06-23,34.01459
2020-06-24,30.72992
2020-06-25,28.9051
2020-06-26,26.05839
2020-06-27,21.82481
2020-06-28,21.16788
2020-06-29,33.50364
2020-06-30,27.59124
2020-07-01,28.10218
2020-07-02,26.78832
2020-07-03,27.88321
2020-07-04,19.27007
2020-07-05,25.9854
2020-07-06,31.31386
2020-07-07,33.64963
2020-07-08,46.56934
2020-07-09,34.16058
2020-07-10,28.61313
2020-07-11,24.30656
2020-07-12,25.10948
2020-07-13,33.06569
2020-07-14,32.18978
2020-07-15,35.18248
2020-07-16,39.34306
2020-07-17,28.68613
2020-07-18,25.32846
2020-07-19,29.41605
2020-07-20,36.49635
2020-07-21,35.83941
2020-07-22,34.23357
2020-07-23,34.74452
2020-07-24,29.70802
2020-07-25,26.05839
2020-07-26,29.927
2020-07-27,36.27737
2020-07-28,36.64233
2020-07-29,34.01459
2020-07-30,35.18248
2020-07-31,28.68613
2020-08-01,21.09489
2020-08-02,24.67153
2020-08-03,31.45985
2020-08-04,31.31386
2020-08-05,26.86131
2020-08-06,28.02919
2020-08-07,25.47445
2020-08-08,16.49635
2020-08-09,17.9562
2020-08-10,26.86131
2020-08-11,26.71532
2020-08-12,26.05839
2020-08-13,24.59854
2020-08-14,24.59854
2020-08-15,16.13138
2020-08-16,17.51824
2020-08-17,20.36496
2020-08-18,25.40145
2020-08-19,27.81021
2020-08-20,28.32116
2020-08-21,24.37956
2020-08-22,20.65693
2020-08-23,19.78102
2020-08-24,30.51094
2020-08-25,28.9051
2020-08-26,29.85401
2020-08-27,30.58394
2020-08-28,26.64233
2020-08-29,18.75912
2020-08-30,20.72992
2020-08-31,27.44525
2020-09-01,32.18978
2020-09-02,32.77372
2020-09-03,33.13868
2020-09-04,24.59854
2020-09-05,20.58394
2020-09-06,24.30656
2020-09-07,35.83941
2020-09-08,32.55474
2020-09-09,32.33576
2020-09-10,32.9927
2020-09-11,32.70072
2020-09-12,25.18248
2020-09-13,24.08759
2020-09-14,34.30656
2020-09-15,36.78832
2020-09-16,35.03649
2020-09-17,28.46715
2020-09-18,30.51094
2020-09-19,22.04379
2020-09-20,24.81751
2020-09-21,31.9708
2020-09-22,30.72992
2020-09-23,29.85401
2020-09-24,29.56204
2020-09-25,24.89051
2020-09-26,21.89781
2020-09-27,23.28467
2020-09-28,28.17518
2020-09-29,23.13868
2020-09-30,23.50364
2020-10-01,25.62043
2020-10-02,27.88321
2020-10-03,30.9489
2020-10-04,31.02189
2020-10-05,41.9708
2020-10-06,40.58394
2020-10-07,38.68613
2020-10-08,34.37956
2020-10-09,31.24087
2020-10-10,30.43795
2020-10-11,40.80291
2020-10-12,44.01459
2020-10-13,40.9489
2020-10-14,44.59854
2020-10-15,44.45255
2020-10-16,35.25547
2020-10-17,30.65693
2020-10-18,38.9781
2020-10-19,46.9343
2020-10-20,42.9927
2020-10-21,41.60583
2020-10-22,36.35036
2020-10-23,34.16058
2020-10-24,26.13138
2020-10-25,26.71532
2020-10-26,40.29197
2020-10-27,31.82481
2020-10-28,30.87591
2020-10-29,33.21167
2020-10-30,26.49635
2020-10-31,21.09489
2020-11-01,24.81751
2020-11-02,31.24087
2020-11-03,33.28467
2020-11-04,30.80291
2020-11-05,30.21897
2020-11-06,28.9051
2020-11-07,20.0
2020-11-08,24.81751
2020-11-09,30.80291
2020-11-10,33.28467
2020-11-11,28.83211
2020-11-12,29.19708
2020-11-13,29.927
2020-11-14,21.45985
2020-11-15,23.35766
2020-11-16,36.49635
2020-11-17,34.30656
2020-11-18,35.54744
2020-11-19,35.10948
2020-11-20,30.36496
2020-11-21,26.20437
2020-11-22,25.69343
2020-11-23,34.74452
2020-11-24,32.48175
2020-11-25,35.83941
2020-11-26,34.59854
2020-11-27,29.12408
2020-11-28,26.05839
2020-11-29,30.0
2020-11-30,35.9854
2020-12-01,37.15328
2020-12-02,38.68613
2020-12-03,30.80291
2020-12-04,33.64963
2020-12-05,24.52554
2020-12-06,30.43795
2020-12-07,33.13868
2020-12-08,30.36496
2020-12-09,35.10948
2020-12-10,35.10948
2020-12-11,26.42335
2020-12-12,25.18248
2020-12-13,22.9927
2020-12-14,33.35766
2020-12-15,33.28467
2020-12-16,31.09489
2020-12-17,28.32116
2020-12-18,23.9416
2020-12-19,18.46715
2020-12-20,21.9708
2020-12-21,26.86131
2020-12-22,27.9562
2020-12-23,26.42335
2020-12-24,25.47445
2020-12-25,16.35036
2020-12-26,17.37226
2020-12-27,18.83211
2020-12-28,27.59124
2020-12-29,27.37226
2020-12-30,27.22627
2020-12-31,20.43795
2021-01-01,15.32846
2021-01-02,21.31386
2021-01-03,22.11678
2021-01-04,39.78102
2021-01-05,30.51094
2021-01-06,33.72262
2021-01-07,28.32116
2021-01-08,21.82481
2021-01-09,18.24817
2021-01-10,22.11678
2021-01-11,26.27737
2021-01-12,27.9562
2021-01-13,31.60583
2021-01-14,31.53284
2021-01-15,27.66423
2021-01-16,20.9489
2021-01-17,28.02919
2021-01-18,30.72992
2021-01-19,26.13138
2021-01-20,30.36496
2021-01-21,31.82481
2021-01-22,28.75912
2021-01-23,26.71532
2021-01-24,25.54744
2021-01-25,32.9197
2021-01-26,32.9927
2021-01-27,35.54744
2021-01-28,31.67883
2021-01-29,26.56934
2021-01-30,21.75182
2021-01-31,24.67153
2021-02-01,32.70072
2021-02-02,29.27007
2021-02-03,29.05109
2021-02-04,31.16788
2021-02-05,24.89051
2021-02-06,20.51094
2021-02-07,24.9635
2021-02-08,33.28467
2021-02-09,27.88321
2021-02-10,24.16058
2021-02-11,21.31386
2021-02-12,24.30656
2021-02-13,25.62043
2021-02-14,27.08029
2021-02-15,36.71532
2021-02-16,34.9635
2021-02-17,33.9416
2021-02-18,31.60583
2021-02-19,31.38686
2021-02-20,23.79562
2021-02-21,22.48175
2021-02-22,34.01459
2021-02-23,33.9416
2021-02-24,36.20437
2021-02-25,34.30656
2021-02-26,28.10218
2021-02-27,20.65693
2021-02-28,23.64963
2021-03-01,27.22627
2021-03-02,30.51094
2021-03-03,34.16058
2021-03-04,35.9854
2021-03-05,28.10218
2021-03-06,28.32116
2021-03-07,29.48905
2021-03-08,39.56204
2021-03-09,41.89781
2021-03-10,46.05839
2021-03-11,49.12408
2021-03-12,40.65693
2021-03-13,32.18978
2021-03-14,29.85401
2021-03-15,42.11678
2021-03-16,42.11678
2021-03-17,44.74452
2021-03-18,36.86131
2021-03-19,37.44525
2021-03-20,25.9854
2021-03-21,28.75912
2021-03-22,43.35766
2021-03-23,75.18248
2021-03-24,54.9635
2021-03-25,43.86861
2021-03-26,37.81021
2021-03-27,29.41605
2021-03-28,30.87591
2021-03-29,40.14598
2021-03-30,37.9562
2021-03-31,34.67153
2021-04-01,35.9854
2021-04-02,32.48175
2021-04-03,24.08759
2021-04-04,26.78832
2021-04-05,35.03649
2021-04-06,35.83941
2021-04-07,36.64233
2021-04-08,37.44525
2021-04-09,32.04379
2021-04-10,26.56934
2021-04-11,29.56204
2021-04-12,36.9343
2021-04-13,38.02919
2021-04-14,34.89051
2021-04-15,29.927
2021-04-16,32.33576
2021-04-17,27.37226
2021-04-18,27.88321
2021-04-19,37.9562
2021-04-20,38.9051
2021-04-21,39.63503
2021-04-22,34.23357
2021-04-23,33.9416
2021-04-24,27.66423
2021-04-25,32.04379
2021-04-26,41.53284
2021-04-27,36.9343
2021-04-28,34.59854
2021-04-29,40.36496
2021-04-30,28.46715
2021-05-01,22.40875
2021-05-02,23.72262
2021-05-03,30.80291
2021-05-04,30.36496
2021-05-05,22.48175
2021-05-06,30.9489
2021-05-07,27.15328
2021-05-08,21.45985
2021-05-09,26.56934
2021-05-10,34.23357
2021-05-11,37.15328
2021-05-12,33.35766
2021-05-13,31.67883
2021-05-14,29.78102
2021-05-15,22.40875
2021-05-16,23.57664
2021-05-17,36.56934
2021-05-18,31.9708
2021-05-19,29.12408
2021-05-20,34.59854
2021-05-21,31.67883
2021-05-22,23.86861
2021-05-23,25.69343
2021-05-24,34.89051
2021-05-25,33.72262
2021-05-26,37.66423
2021-05-27,35.69343
2021-05-28,34.74452
2021-05-29,25.18248
2021-05-30,27.08029
2021-05-31,39.78102
2021-06-01,39.05109
2021-06-02,37.81021
2021-06-03,33.21167
2021-06-04,32.04379
2021-06-05,23.28467
2021-06-06,26.42335
2021-06-07,39.27007
2021-06-08,34.81751
2021-06-09,34.01459
2021-06-10,35.03649
