date,상장폐지주식
2021-07-21,4.76911
2021-07-22,3.40651
2021-07-23,3.06585
2021-07-24,1.55185
2021-07-25,1.77895
2021-07-26,2.9523
2021-07-27,3.36866
2021-07-28,3.74716
2021-07-29,5.29901
2021-07-30,4.73126
2021-07-31,1.9682
2021-08-01,1.8168
2021-08-02,10.52233
2021-08-03,16.27554
2021-08-04,10.52233
2021-08-05,7.26722
2021-08-06,8.17562
2021-08-07,3.52006
2021-08-08,2.7252
2021-08-09,7.15367
2021-08-10,19.5685
2021-08-11,19.60635
2021-08-12,11.92278
2021-08-13,9.38682
2021-08-14,3.70931
2021-08-15,3.2551
2021-08-16,3.1794
2021-08-17,9.61392
2021-08-18,10.52233
2021-08-19,9.46252
2021-08-20,12.60408
2021-08-21,4.46631
2021-08-22,3.29295
2021-08-23,6.54806
2021-08-24,7.94852
2021-08-25,7.30507
2021-08-26,7.22937
2021-08-27,5.60181
2021-08-28,2.3467
2021-08-29,1.8168
2021-08-30,4.95836
2021-08-31,6.47236
2021-09-01,6.73732
2021-09-02,8.59197
2021-09-03,4.46631
2021-09-04,2.6495
2021-09-05,1.17335
2021-09-06,4.88266
2021-09-07,6.39666
2021-09-08,5.60181
2021-09-09,5.41256
2021-09-10,9.00832
2021-09-11,2.76305
2021-09-12,1.8168
2021-09-13,4.23921
2021-09-14,4.84481
2021-09-15,8.09992
2021-09-16,8.55412
2021-09-17,5.90461
2021-09-18,1.70325
2021-09-19,1.8168
2021-09-20,1.2869
2021-09-21,1.09765
2021-09-22,1.3626
2021-09-23,3.74716
2021-09-24,5.75321
2021-09-25,2.53595
2021-09-26,2.30885
2021-09-27,5.41256
2021-09-28,7.22937
2021-09-29,6.73732
2021-09-30,5.41256
2021-10-01,4.65556
2021-10-02,2.23315
2021-10-03,1.40045
2021-10-04,2.7252
2021-10-05,7.07797
2021-10-06,8.28917
2021-10-07,7.53217
2021-10-08,6.28311
2021-10-09,2.23315
2021-10-10,1.24905
2021-10-11,1.32475
2021-10-12,4.88266
2021-10-13,3.89856
2021-10-14,5.71536
2021-10-15,4.20136
2021-10-16,2.00605
2021-10-17,1.40045
2021-10-18,3.028
2021-10-19,3.29295
2021-10-20,3.59576
2021-10-21,3.59576
2021-10-22,3.14155
2021-10-23,1.2869
2021-10-24,1.24905
2021-10-25,6.81302
2021-10-26,4.80696
2021-10-27,4.04996
2021-10-28,4.16351
2021-10-29,3.86071
2021-10-30,1.5897
2021-10-31,1.70325
2021-11-01,3.59576
2021-11-02,4.76911
2021-11-03,7.15367
2021-11-04,6.24526
2021-11-05,4.20136
2021-11-06,2.53595
2021-11-07,2.1196
2021-11-08,4.01211
2021-11-09,5.60181
2021-11-10,5.71536
2021-11-11,6.16956
2021-11-12,4.54201
2021-11-13,1.47615
2021-11-14,1.8925
2021-11-15,3.48221
2021-11-16,4.76911
2021-11-17,6.66161
2021-11-18,5.60181
2021-11-19,3.74716
2021-11-20,1.3626
2021-11-21,3.44436
2021-11-22,5.07191
2021-11-23,5.29901
2021-11-24,6.81302
2021-11-25,9.46252
2021-11-26,6.43451
2021-11-27,2.30885
2021-11-28,1.77895
2021-11-29,4.12566
2021-11-30,4.99621
2021-12-01,5.79106
2021-12-02,3.78501
2021-12-03,4.73126
2021-12-04,3.48221
2021-12-05,1.2112
2021-12-06,3.44436
2021-12-07,5.45041
2021-12-08,5.10976
2021-12-09,8.40272
2021-12-10,7.00227
2021-12-11,2.30885
2021-12-12,3.44436
2021-12-13,7.00227
2021-12-14,5.45041
2021-12-15,4.31491
2021-12-16,6.09386
2021-12-17,10.03028
2021-12-18,2.68735
2021-12-19,2.08175
2021-12-20,6.69947
2021-12-21,5.26116
2021-12-22,4.73126
2021-12-23,4.76911
2021-12-24,8.32702
2021-12-25,1.9682
2021-12-26,2.271
2021-12-27,7.75927
2021-12-28,6.73732
2021-12-29,5.41256
2021-12-30,5.10976
2021-12-31,2.46025
2022-01-01,1.8168
2022-01-02,3.21725
2022-01-03,22.25586
2022-01-04,21.46101
2022-01-05,12.56623
2022-01-06,9.87887
2022-01-07,9.99242
2022-01-08,5.10976
2022-01-09,4.08781
2022-01-10,6.47236
2022-01-11,5.86676
2022-01-12,5.41256
2022-01-13,5.33686
2022-01-14,6.73732
2022-01-15,3.67146
2022-01-16,3.74716
2022-01-17,8.17562
2022-01-18,100.0
2022-01-19,63.96669
2022-01-20,53.48221
2022-01-21,16.27554
2022-01-22,7.30507
2022-01-23,7.79712
2022-01-24,13.02043
2022-01-25,10.86298
2022-01-26,8.70552
2022-01-27,6.66161
2022-01-28,6.96442
2022-01-29,2.9523
2022-01-30,2.271
2022-01-31,2.15745
2022-02-01,1.85465
2022-02-02,3.86071
2022-02-03,6.73732
2022-02-04,4.73126
2022-02-05,2.4224
2022-02-06,2.38455
2022-02-07,4.73126
2022-02-08,8.59197
2022-02-09,9.04617
2022-02-10,10.29523
2022-02-11,13.58819
2022-02-12,5.03406
2022-02-13,5.56396
2022-02-14,11.69568
2022-02-15,15.21574
2022-02-16,11.43073
2022-02-17,21.57456
2022-02-18,21.27176
2022-02-19,7.07797
2022-02-20,4.99621
2022-02-21,12.90688
2022-02-22,8.74337
2022-02-23,7.07797
2022-02-24,5.82891
2022-02-25,4.73126
2022-02-26,4.31491
2022-02-27,3.3308
2022-02-28,4.23921
2022-03-01,8.40272
2022-03-02,7.53217
2022-03-03,10.63588
2022-03-04,8.17562
2022-03-05,3.3308
2022-03-06,3.36866
2022-03-07,5.33686
2022-03-08,4.88266
2022-03-09,2.91445
2022-03-10,3.3308
2022-03-11,4.04996
2022-03-12,3.40651
2022-03-13,3.93641
2022-03-14,7.72142
2022-03-15,8.28917
2022-03-16,7.53217
2022-03-17,5.63966
2022-03-18,6.28311
2022-03-19,3.14155
2022-03-20,3.82286
2022-03-21,6.32096
2022-03-22,19.45495
2022-03-23,47.61544
2022-03-24,35.5791
2022-03-25,15.40499
2022-03-26,7.38077
2022-03-27,25.54882
2022-03-28,25.01892
2022-03-29,24.67827
2022-03-30,51.17335
2022-03-31,21.30961
2022-04-01,11.73353
2022-04-02,5.48826
2022-04-03,50.34065
2022-04-04,51.9682
2022-04-05,17.2975
2022-04-06,11.61998
2022-04-07,12.60408
2022-04-08,11.99848
2022-04-09,3.97426
2022-04-10,3.1037
2022-04-11,18.433
2022-04-12,12.75548
2022-04-13,7.72142
2022-04-14,7.98637
2022-04-15,9.50037
2022-04-16,2.91445
2022-04-17,4.31491
2022-04-18,10.56018
2022-04-19,6.81302
2022-04-20,8.59197
2022-04-21,8.70552
2022-04-22,6.96442
2022-04-23,4.92051
2022-04-24,3.59576
2022-04-25,7.60787
2022-04-26,8.25132
2022-04-27,5.82891
2022-04-28,6.09386
2022-04-29,4.99621
2022-04-30,1.6654
2022-05-01,1.2869
2022-05-02,2.83875
2022-05-03,3.44436
2022-05-04,5.03406
2022-05-05,4.08781
2022-05-06,4.69341
2022-05-07,1.4383
2022-05-08,1.24905
2022-05-09,3.29295
2022-05-10,2.9523
2022-05-11,2.91445
2022-05-12,4.39061
2022-05-13,8.36487
2022-05-14,4.42846
2022-05-15,1.5897
2022-05-16,4.54201
2022-05-17,6.85087
2022-05-18,5.79106
2022-05-19,3.97426
2022-05-20,8.44057
2022-05-21,2.5738
2022-05-22,1.8925
2022-05-23,4.65556
2022-05-24,5.71536
2022-05-25,10.97653
2022-05-26,9.15972
2022-05-27,6.13171
2022-05-28,1.85465
2022-05-29,2.271
2022-05-30,7.49432
2022-05-31,7.30507
2022-06-01,3.70931
2022-06-02,5.98031
2022-06-03,4.73126
2022-06-04,1.6654
2022-06-05,1.2869
2022-06-06,1.4383
2022-06-07,5.03406
2022-06-08,5.03406
2022-06-09,4.12566
2022-06-10,4.20136
2022-06-11,1.5897
2022-06-12,1.8168
2022-06-13,4.50416
2022-06-14,4.31491
2022-06-15,4.95836
2022-06-16,3.97426
2022-06-17,4.08781
2022-06-18,2.0439
2022-06-19,1.32475
2022-06-20,3.36866
2022-06-21,3.67146
2022-06-22,3.52006
2022-06-23,6.39666
2022-06-24,3.67146
2022-06-25,1.55185
2022-06-26,1.1355
2022-06-27,3.2551
2022-06-28,1.9682
2022-06-29,3.028
2022-06-30,2.9523
2022-07-01,3.14155
2022-07-02,1.85465
2022-07-03,1.24905
2022-07-04,2.99015
2022-07-05,2.91445
2022-07-06,3.78501
2022-07-07,3.14155
2022-07-08,3.14155
2022-07-09,1.93035
2022-07-10,0.9841
2022-07-11,1.6654
2022-07-12,3.2551
2022-07-13,3.36866
2022-07-14,3.48221
2022-07-15,3.89856
2022-07-16,1.2869
2022-07-17,1.17335
2022-07-18,2.38455
2022-07-19,3.2551
2022-07-20,2.1953
2022-07-21,1.3626
2022-07-22,2.46025
2022-07-23,1.02195
2022-07-24,0.56775
2022-07-25,2.30885
2022-07-26,2.0439
2022-07-27,2.1953
2022-07-28,1.5897
2022-07-29,2.46025
2022-07-30,1.1355
2022-07-31,1.02195
2022-08-01,1.7411
2022-08-02,2.38455
2022-08-03,2.76305
2022-08-04,2.1196
2022-08-05,1.93035
2022-08-06,0.6056
2022-08-07,0.757
2022-08-08,2.00605
2022-08-09,1.2869
2022-08-10,1.62755
2022-08-11,2.9523
2022-08-12,3.1037
2022-08-13,1.55185
2022-08-14,0.6056
2022-08-15,0.9084
2022-08-16,2.23315
2022-08-17,5.56396
2022-08-18,3.67146
2022-08-19,2.91445
2022-08-20,1.55185
2022-08-21,2.00605
2022-08-22,2.68735
2022-08-23,3.21725
2022-08-24,3.028
2022-08-25,3.59576
2022-08-26,8.28917
2022-08-27,4.31491
2022-08-28,2.38455
2022-08-29,5.94246
2022-08-30,8.70552
2022-08-31,5.07191
2022-09-01,3.63361
2022-09-02,3.14155
2022-09-03,1.7411
2022-09-04,0.9841
2022-09-05,2.8766
2022-09-06,5.90461
2022-09-07,3.97426
2022-09-08,2.91445
2022-09-09,1.55185
2022-09-10,0.94625
2022-09-11,0.9841
2022-09-12,1.32475
2022-09-13,3.21725
2022-09-14,2.53595
2022-09-15,2.3467
2022-09-16,2.4981
2022-09-17,1.2112
2022-09-18,0.5299
2022-09-19,3.63361
2022-09-20,3.63361
2022-09-21,2.3467
2022-09-22,2.8766
2022-09-23,4.31491
2022-09-24,1.5897
2022-09-25,1.55185
2022-09-26,4.08781
2022-09-27,3.70931
2022-09-28,4.57986
2022-09-29,3.93641
2022-09-30,3.3308
2022-10-01,1.4383
2022-10-02,0.9084
2022-10-03,1.8925
2022-10-04,4.16351
2022-10-05,5.63966
2022-10-06,3.74716
2022-10-07,3.93641
2022-10-08,2.0439
2022-10-09,1.24905
2022-10-10,1.24905
2022-10-11,5.56396
2022-10-12,5.75321
2022-10-13,6.77517
2022-10-14,6.01816
2022-10-15,3.1037
2022-10-16,2.23315
2022-10-17,8.97047
2022-10-18,6.20741
2022-10-19,5.82891
2022-10-20,3.21725
2022-10-21,3.1037
2022-10-22,1.1355
2022-10-23,1.40045
2022-10-24,4.01211
2022-10-25,4.76911
2022-10-26,6.73732
2022-10-27,5.07191
2022-10-28,4.31491
2022-10-29,1.77895
2022-10-30,1.32475
2022-10-31,4.35276
2022-11-01,3.52006
2022-11-02,9.19757
2022-11-03,4.46631
2022-11-04,3.89856
2022-11-05,1.24905
2022-11-06,1.02195
2022-11-07,2.6495
2022-11-08,3.48221
2022-11-09,3.97426
2022-11-10,2.15745
2022-11-11,2.6495
2022-11-12,1.77895
2022-11-13,0.56775
2022-11-14,2.4981
2022-11-15,3.028
2022-11-16,2.38455
2022-11-17,2.00605
2022-11-18,2.3467
2022-11-19,0.9084
2022-11-20,1.1355
2022-11-21,2.38455
2022-11-22,3.21725
2022-11-23,3.06585
2022-11-24,5.10976
2022-11-25,8.78122
2022-11-26,2.7252
2022-11-27,1.8168
2022-11-28,2.8766
2022-11-29,3.36866
2022-11-30,2.83875
2022-12-01,2.3467
2022-12-02,2.8009
2022-12-03,1.09765
2022-12-04,0.6056
2022-12-05,1.24905
2022-12-06,2.3467
2022-12-07,4.35276
2022-12-08,9.80317
2022-12-09,4.65556
2022-12-10,1.93035
2022-12-11,1.2869
2022-12-12,2.99015
2022-12-13,2.4224
2022-12-14,2.30885
2022-12-15,2.1196
2022-12-16,1.85465
2022-12-17,0.94625
2022-12-18,3.21725
2022-12-19,2.30885
2022-12-20,2.1953
2022-12-21,2.7252
2022-12-22,2.8009
2022-12-23,1.8168
2022-12-24,1.0598
2022-12-25,1.1355
2022-12-26,1.7411
2022-12-27,2.7252
2022-12-28,2.91445
2022-12-29,3.89856
2022-12-30,1.2112
2022-12-31,1.24905
2023-01-01,1.1355
2023-01-02,3.21725
2023-01-03,3.52006
2023-01-04,3.74716
2023-01-05,3.06585
2023-01-06,4.46631
2023-01-07,2.0439
2023-01-08,1.55185
2023-01-09,3.2551
2023-01-10,2.7252
2023-01-11,2.8009
2023-01-12,3.1794
2023-01-13,3.63361
2023-01-14,1.0598
2023-01-15,1.5897
2023-01-16,3.3308
2023-01-17,4.54201
2023-01-18,3.93641
2023-01-19,2.8009
2023-01-20,2.68735
2023-01-21,1.6654
2023-01-22,1.2869
2023-01-23,1.2869
2023-01-24,2.7252
2023-01-25,6.32096
2023-01-26,5.03406
2023-01-27,4.65556
2023-01-28,2.91445
2023-01-29,1.5897
2023-01-30,4.04996
2023-01-31,10.03028
2023-02-01,5.94246
2023-02-02,9.61392
2023-02-03,4.46631
2023-02-04,2.91445
2023-02-05,1.47615
2023-02-06,5.10976
2023-02-07,4.57986
2023-02-08,6.16956
2023-02-09,5.33686
2023-02-10,4.57986
2023-02-11,2.00605
2023-02-12,2.1196
2023-02-13,6.24526
2023-02-14,4.39061
2023-02-15,6.39666
2023-02-16,5.45041
2023-02-17,7.79712
2023-02-18,3.06585
2023-02-19,1.70325
2023-02-20,5.10976
2023-02-21,5.90461
2023-02-22,6.58591
2023-02-23,4.76911
2023-02-24,4.57986
2023-02-25,3.1794
2023-02-26,2.4224
2023-02-27,5.22331
2023-02-28,8.36487
2023-03-01,5.41256
2023-03-02,6.73732
2023-03-03,7.64572
2023-03-04,3.59576
2023-03-05,7.83497
2023-03-06,10.71158
2023-03-07,8.32702
2023-03-08,5.79106
2023-03-09,5.60181
2023-03-10,5.45041
2023-03-11,2.83875
2023-03-12,2.3467
2023-03-13,4.84481
2023-03-14,6.39666
2023-03-15,5.18546
2023-03-16,5.18546
2023-03-17,3.67146
2023-03-18,2.9523
2023-03-19,1.2869
2023-03-20,2.68735
2023-03-21,5.10976
2023-03-22,7.04012
2023-03-23,9.65177
2023-03-24,12.90688
2023-03-25,3.36866
2023-03-26,2.4981
2023-03-27,5.33686
2023-03-28,5.98031
2023-03-29,5.41256
2023-03-30,4.20136
2023-03-31,7.07797
2023-04-01,3.55791
2023-04-02,2.1953
2023-04-03,7.26722
2023-04-04,6.01816
2023-04-05,6.39666
2023-04-06,10.71158
2023-04-07,10.48448
2023-04-08,4.65556
2023-04-09,2.83875
2023-04-10,12.64193
2023-04-11,13.85314
2023-04-12,7.91067
2023-04-13,6.35881
2023-04-14,5.26116
2023-04-15,2.46025
2023-04-16,1.70325
2023-04-17,4.16351
2023-04-18,4.95836
2023-04-19,3.74716
2023-04-20,4.12566
2023-04-21,3.44436
2023-04-22,1.32475
2023-04-23,1.2112
2023-04-24,2.8009
2023-04-25,4.08781
2023-04-26,4.31491
2023-04-27,5.14761
2023-04-28,3.70931
2023-04-29,2.7252
2023-04-30,2.0439
2023-05-01,3.1037
2023-05-02,8.25132
2023-05-03,5.26116
2023-05-04,4.54201
2023-05-05,1.93035
2023-05-06,1.70325
2023-05-07,0.8327
2023-05-08,3.82286
2023-05-09,3.97426
2023-05-10,4.50416
2023-05-11,4.54201
2023-05-12,5.18546
2023-05-13,2.1953
2023-05-14,2.23315
2023-05-15,5.37471
2023-05-16,3.93641
2023-05-17,4.31491
2023-05-18,4.99621
2023-05-19,4.20136
2023-05-20,2.23315
2023-05-21,1.514
2023-05-22,4.27706
2023-05-23,3.89856
2023-05-24,3.40651
2023-05-25,3.70931
2023-05-26,5.07191
2023-05-27,1.55185
2023-05-28,1.40045
2023-05-29,4.88266
