date,상장폐지주식
2020-03-20,8.89477
2020-03-21,3.40651
2020-03-22,2.3467
2020-03-23,6.43451
2020-03-24,7.30507
2020-03-25,5.75321
2020-03-26,5.07191
2020-03-27,5.10976
2020-03-28,2.68735
2020-03-29,1.17335
2020-03-30,4.57986
2020-03-31,11.31718
2020-04-01,14.72369
2020-04-02,5.26116
2020-04-03,3.40651
2020-04-04,1.47615
2020-04-05,1.47615
2020-04-06,3.93641
2020-04-07,3.48221
2020-04-08,4.65556
2020-04-09,4.73126
2020-04-10,3.74716
2020-04-11,1.62755
2020-04-12,1.40045
2020-04-13,2.38455
2020-04-14,2.08175
2020-04-15,1.02195
2020-04-16,2.38455
2020-04-17,2.1953
2020-04-18,1.47615
2020-04-19,1.2869
2020-04-20,2.83875
2020-04-21,2.68735
2020-04-22,3.40651
2020-04-23,2.46025
2020-04-24,2.3467
2020-04-25,1.0598
2020-04-26,1.0598
2020-04-27,2.23315
2020-04-28,2.6495
2020-04-29,2.15745
2020-04-30,0.8327
2020-05-01,0.9084
2020-05-02,0.56775
2020-05-03,0.34065
2020-05-04,2.30885
2020-05-05,1.3626
2020-05-06,2.9523
2020-05-07,3.1794
2020-05-08,2.271
2020-05-09,2.00605
2020-05-10,1.47615
2020-05-11,4.95836
2020-05-12,7.45647
2020-05-13,6.58591
2020-05-14,5.26116
2020-05-15,4.01211
2020-05-16,1.3626
2020-05-17,3.1037
2020-05-18,5.79106
2020-05-19,3.52006
2020-05-20,4.23921
2020-05-21,7.75927
2020-05-22,19.07645
2020-05-23,5.33686
2020-05-24,3.2551
2020-05-25,5.94246
2020-05-26,7.41862
2020-05-27,6.54806
2020-05-28,6.51021
2020-05-29,10.82513
2020-05-30,2.91445
2020-05-31,2.83875
2020-06-01,6.39666
2020-06-02,3.97426
2020-06-03,4.39061
2020-06-04,4.35276
2020-06-05,3.1794
2020-06-06,1.514
2020-06-07,0.9841
2020-06-08,2.4224
2020-06-09,2.15745
2020-06-10,3.2551
2020-06-11,4.08781
2020-06-12,2.4224
2020-06-13,1.24905
2020-06-14,1.24905
2020-06-15,2.7252
2020-06-16,2.7252
2020-06-17,3.06585
2020-06-18,3.29295
2020-06-19,8.81907
2020-06-20,6.28311
2020-06-21,1.8168
2020-06-22,3.2551
2020-06-23,3.44436
2020-06-24,2.99015
2020-06-25,2.83875
2020-06-26,3.14155
2020-06-27,1.8925
2020-06-28,2.15745
2020-06-29,4.31491
2020-06-30,4.61771
2020-07-01,3.40651
2020-07-02,2.4981
2020-07-03,1.6654
2020-07-04,0.41635
2020-07-05,1.55185
2020-07-06,2.53595
2020-07-07,1.8925
2020-07-08,3.40651
2020-07-09,4.01211
2020-07-10,2.99015
2020-07-11,0.6056
2020-07-12,0.49205
2020-07-13,1.62755
2020-07-14,1.5897
2020-07-15,2.4981
2020-07-16,3.14155
2020-07-17,3.2551
2020-07-18,0.8327
2020-07-19,0.64345
2020-07-20,1.7411
2020-07-21,2.23315
2020-07-22,2.76305
2020-07-23,2.4981
2020-07-24,2.8766
2020-07-25,1.09765
2020-07-26,0.8327
2020-07-27,2.08175
2020-07-28,2.91445
2020-07-29,4.84481
2020-07-30,4.50416
2020-07-31,4.12566
2020-08-01,1.70325
2020-08-02,1.09765
2020-08-03,2.271
2020-08-04,2.68735
2020-08-05,2.68735
2020-08-06,5.82891
2020-08-07,4.31491
2020-08-08,1.93035
2020-08-09,1.2869
2020-08-10,2.8009
2020-08-11,5.48826
2020-08-12,3.78501
2020-08-13,3.06585
2020-08-14,4.04996
2020-08-15,3.40651
2020-08-16,1.70325
2020-08-17,2.00605
2020-08-18,4.31491
2020-08-19,3.3308
2020-08-20,2.99015
2020-08-21,2.1196
2020-08-22,1.09765
2020-08-23,1.514
2020-08-24,2.8766
2020-08-25,2.4224
2020-08-26,2.30885
2020-08-27,2.3467
2020-08-28,2.8009
2020-08-29,0.9841
2020-08-30,0.5299
2020-08-31,1.62755
2020-09-01,1.70325
2020-09-02,3.1037
2020-09-03,2.4981
2020-09-04,2.61165
2020-09-05,1.2869
2020-09-06,0.9084
2020-09-07,2.76305
2020-09-08,6.51021
2020-09-09,4.95836
2020-09-10,3.06585
2020-09-11,2.4981
2020-09-12,1.47615
2020-09-13,0.3785
2020-09-14,2.1196
2020-09-15,2.3467
2020-09-16,2.46025
2020-09-17,2.46025
2020-09-18,1.85465
2020-09-19,0.3785
2020-09-20,0.6813
2020-09-21,1.24905
2020-09-22,1.17335
2020-09-23,1.85465
2020-09-24,1.93035
2020-09-25,1.514
2020-09-26,0.64345
2020-09-27,0.79485
2020-09-28,1.7411
2020-09-29,0.6813
2020-09-30,0.8327
2020-10-01,0.26495
2020-10-02,0.49205
2020-10-03,0.6813
2020-10-04,0.49205
2020-10-05,1.7411
2020-10-06,2.08175
2020-10-07,1.8168
2020-10-08,0.71915
2020-10-09,0.5299
2020-10-10,0.3785
2020-10-11,0.34065
2020-10-12,1.4383
2020-10-13,1.70325
2020-10-14,2.30885
2020-10-15,2.9523
2020-10-16,1.93035
2020-10-17,0.71915
2020-10-18,0.79485
2020-10-19,2.1953
2020-10-20,2.5738
2020-10-21,2.61165
2020-10-22,1.4383
2020-10-23,2.0439
2020-10-24,1.0598
2020-10-25,0.56775
2020-10-26,2.23315
2020-10-27,2.0439
2020-10-28,2.23315
2020-10-29,1.9682
2020-10-30,1.514
2020-10-31,0.8327
2020-11-01,1.8925
2020-11-02,1.2112
2020-11-03,1.47615
2020-11-04,9.72747
2020-11-05,13.39894
2020-11-06,4.20136
2020-11-07,2.15745
2020-11-08,1.40045
2020-11-09,1.9682
2020-11-10,2.271
2020-11-11,3.1037
2020-11-12,4.69341
2020-11-13,4.20136
2020-11-14,2.0439
2020-11-15,1.40045
2020-11-16,2.1196
2020-11-17,3.1794
2020-11-18,2.76305
2020-11-19,2.4224
2020-11-20,2.1953
2020-11-21,0.8327
2020-11-22,0.79485
2020-11-23,1.8168
2020-11-24,2.3467
2020-11-25,2.00605
2020-11-26,1.77895
2020-11-27,2.08175
2020-11-28,1.32475
2020-11-29,0.79485
2020-11-30,3.48221
2020-12-01,2.4981
2020-12-02,2.00605
2020-12-03,1.32475
2020-12-04,2.15745
2020-12-05,1.2112
2020-12-06,1.514
2020-12-07,2.53595
2020-12-08,2.1953
2020-12-09,1.8925
2020-12-10,1.77895
2020-12-11,2.271
2020-12-12,1.62755
2020-12-13,1.24905
2020-12-14,2.4224
2020-12-15,2.4981
2020-12-16,2.53595
2020-12-17,2.91445
2020-12-18,3.14155
2020-12-19,1.55185
2020-12-20,1.5897
2020-12-21,3.1794
2020-12-22,2.5738
2020-12-23,2.4981
2020-12-24,1.93035
2020-12-25,1.02195
2020-12-26,0.757
2020-12-27,0.56775
2020-12-28,1.6654
2020-12-29,3.028
2020-12-30,3.48221
2020-12-31,2.83875
2021-01-01,1.24905
2021-01-02,1.62755
2021-01-03,1.5897
2021-01-04,2.8009
2021-01-05,2.23315
2021-01-06,3.70931
2021-01-07,7.98637
2021-01-08,10.37093
2021-01-09,3.78501
2021-01-10,3.63361
2021-01-11,6.32096
2021-01-12,5.82891
2021-01-13,6.13171
2021-01-14,5.94246
2021-01-15,4.46631
2021-01-16,2.68735
2021-01-17,2.46025
2021-01-18,3.70931
2021-01-19,5.52611
2021-01-20,4.57986
2021-01-21,5.41256
2021-01-22,5.63966
2021-01-23,3.97426
2021-01-24,3.44436
2021-01-25,8.13777
2021-01-26,10.48448
2021-01-27,10.18168
2021-01-28,7.26722
2021-01-29,7.98637
2021-01-30,4.54201
2021-01-31,4.16351
2021-02-01,8.13777
2021-02-02,13.58819
2021-02-03,13.73959
2021-02-04,12.07418
2021-02-05,8.89477
2021-02-06,5.10976
2021-02-07,4.12566
2021-02-08,6.69947
2021-02-09,11.77138
2021-02-10,11.20363
2021-02-11,4.35276
2021-02-12,3.44436
2021-02-13,2.1196
2021-02-14,3.52006
2021-02-15,7.72142
2021-02-16,11.05223
2021-02-17,15.82134
2021-02-18,7.60787
2021-02-19,5.07191
2021-02-20,2.99015
2021-02-21,2.3467
2021-02-22,4.95836
2021-02-23,4.95836
2021-02-24,4.92051
2021-02-25,5.94246
2021-02-26,2.99015
2021-02-27,1.8925
2021-02-28,1.7411
2021-03-01,1.24905
2021-03-02,3.1794
2021-03-03,3.93641
2021-03-04,3.21725
2021-03-05,4.76911
2021-03-06,3.52006
2021-03-07,2.76305
2021-03-08,4.57986
2021-03-09,5.10976
2021-03-10,5.14761
2021-03-11,4.76911
2021-03-12,3.86071
2021-03-13,2.53595
2021-03-14,3.44436
2021-03-15,5.22331
2021-03-16,4.08781
2021-03-17,8.17562
2021-03-18,6.73732
2021-03-19,4.54201
2021-03-20,2.1953
2021-03-21,2.38455
2021-03-22,8.66767
2021-03-23,29.56093
2021-03-24,35.84405
2021-03-25,14.04239
2021-03-26,11.31718
2021-03-27,4.16351
2021-03-28,7.64572
2021-03-29,10.21953
2021-03-30,24.52687
2021-03-31,22.89931
2021-04-01,12.79333
2021-04-02,10.71158
2021-04-03,4.31491
2021-04-04,3.52006
2021-04-05,5.07191
2021-04-06,4.31491
2021-04-07,6.24526
2021-04-08,6.66161
2021-04-09,3.93641
2021-04-10,2.61165
2021-04-11,2.8766
2021-04-12,5.86676
2021-04-13,4.50416
2021-04-14,4.84481
2021-04-15,4.27706
2021-04-16,6.13171
2021-04-17,2.61165
2021-04-18,1.55185
2021-04-19,3.55791
2021-04-20,3.67146
2021-04-21,4.08781
2021-04-22,4.54201
2021-04-23,2.4981
2021-04-24,3.028
2021-04-25,2.3467
2021-04-26,5.75321
2021-04-27,18.39515
2021-04-28,6.88872
2021-04-29,5.26116
2021-04-30,6.35881
2021-05-01,3.14155
2021-05-02,2.23315
2021-05-03,5.82891
2021-05-04,4.42846
2021-05-05,2.8009
2021-05-06,2.7252
2021-05-07,3.2551
2021-05-08,2.00605
2021-05-09,2.38455
2021-05-10,4.46631
2021-05-11,4.31491
2021-05-12,2.99015
2021-05-13,3.89856
2021-05-14,5.98031
2021-05-15,3.48221
2021-05-16,3.2551
2021-05-17,7.38077
2021-05-18,7.15367
2021-05-19,3.74716
2021-05-20,5.33686
2021-05-21,4.50416
2021-05-22,2.08175
2021-05-23,1.7411
2021-05-24,5.22331
2021-05-25,4.39061
2021-05-26,13.02043
2021-05-27,11.09008
2021-05-28,7.53217
2021-05-29,3.74716
2021-05-30,2.4981
2021-05-31,6.81302
2021-06-01,7.83497
2021-06-02,7.45647
2021-06-03,8.85692
2021-06-04,10.48448
2021-06-05,2.68735
2021-06-06,3.29295
2021-06-07,5.79106
2021-06-08,5.60181
2021-06-09,7.53217
2021-06-10,6.66161
2021-06-11,8.13777
2021-06-12,46.21498
2021-06-13,7.00227
2021-06-14,7.68357
2021-06-15,6.47236
2021-06-16,5.63966
2021-06-17,10.86298
2021-06-18,15.29144
2021-06-19,6.51021
2021-06-20,3.70931
2021-06-21,5.26116
2021-06-22,7.26722
2021-06-23,8.02422
2021-06-24,6.09386
2021-06-25,5.79106
2021-06-26,3.97426
2021-06-27,3.70931
2021-06-28,6.69947
2021-06-29,5.90461
2021-06-30,6.54806
2021-07-01,5.45041
2021-07-02,6.16956
2021-07-03,3.67146
2021-07-04,4.39061
2021-07-05,4.65556
2021-07-06,5.29901
2021-07-07,8.06207
2021-07-08,7.64572
2021-07-09,4.12566
2021-07-10,4.92051
2021-07-11,3.52006
2021-07-12,4.61771
2021-07-13,5.82891
2021-07-14,4.42846
2021-07-15,4.95836
2021-07-16,3.48221
2021-07-17,1.7411
2021-07-18,1.2112
2021-07-19,2.6495
2021-07-20,3.44436
