date,크라우드
2020-03-20,12.07692
2020-03-21,11.0
2020-03-22,9.07692
2020-03-23,13.07692
2020-03-24,12.0
2020-03-25,11.76923
2020-03-26,12.84615
2020-03-27,13.46153
2020-03-28,9.84615
2020-03-29,9.0
2020-03-30,13.84615
2020-03-31,13.0
2020-04-01,13.15384
2020-04-02,12.53846
2020-04-03,10.30769
2020-04-04,11.46153
2020-04-05,10.07692
2020-04-06,14.6923
2020-04-07,12.92307
2020-04-08,11.92307
2020-04-09,12.15384
2020-04-10,11.07692
2020-04-11,10.15384
2020-04-12,11.61538
2020-04-13,14.92307
2020-04-14,10.0
2020-04-15,10.38461
2020-04-16,12.53846
2020-04-17,13.15384
2020-04-18,11.15384
2020-04-19,11.53846
2020-04-20,13.15384
2020-04-21,14.76923
2020-04-22,14.53846
2020-04-23,13.30769
2020-04-24,14.46153
2020-04-25,11.38461
2020-04-26,11.38461
2020-04-27,18.53846
2020-04-28,15.53846
2020-04-29,10.38461
2020-04-30,13.46153
2020-05-01,12.38461
2020-05-02,11.0
2020-05-03,10.15384
2020-05-04,11.6923
2020-05-05,12.46153
2020-05-06,12.6923
2020-05-07,11.76923
2020-05-08,9.61538
2020-05-09,9.15384
2020-05-10,9.76923
2020-05-11,10.92307
2020-05-12,13.92307
2020-05-13,12.6923
2020-05-14,13.23076
2020-05-15,12.23076
2020-05-16,8.53846
2020-05-17,8.84615
2020-05-18,11.84615
2020-05-19,17.53846
2020-05-20,15.15384
2020-05-21,13.6923
2020-05-22,12.53846
2020-05-23,10.07692
2020-05-24,10.84615
2020-05-25,11.61538
2020-05-26,13.30769
2020-05-27,11.6923
2020-05-28,12.0
2020-05-29,12.15384
2020-05-30,10.23076
2020-05-31,7.61538
2020-06-01,10.84615
2020-06-02,16.92307
2020-06-03,11.46153
2020-06-04,12.84615
2020-06-05,10.07692
2020-06-06,7.92307
2020-06-07,7.84615
2020-06-08,11.46153
2020-06-09,12.6923
2020-06-10,12.0
2020-06-11,10.61538
2020-06-12,12.53846
2020-06-13,7.30769
2020-06-14,8.61538
2020-06-15,10.53846
2020-06-16,12.15384
2020-06-17,9.84615
2020-06-18,11.15384
2020-06-19,13.07692
2020-06-20,9.53846
2020-06-21,8.6923
2020-06-22,12.23076
2020-06-23,12.23076
2020-06-24,10.6923
2020-06-25,9.61538
2020-06-26,10.38461
2020-06-27,6.46153
2020-06-28,9.76923
2020-06-29,11.38461
2020-06-30,11.0
2020-07-01,11.15384
2020-07-02,8.76923
2020-07-03,10.92307
2020-07-04,8.76923
2020-07-05,8.0
2020-07-06,8.76923
2020-07-07,11.61538
2020-07-08,11.15384
2020-07-09,12.38461
2020-07-10,9.53846
2020-07-11,10.0
2020-07-12,9.15384
2020-07-13,9.46153
2020-07-14,13.84615
2020-07-15,13.6923
2020-07-16,13.38461
2020-07-17,11.61538
2020-07-18,8.84615
2020-07-19,9.61538
2020-07-20,13.76923
2020-07-21,12.84615
2020-07-22,16.30769
2020-07-23,15.0
2020-07-24,12.61538
2020-07-25,9.92307
2020-07-26,10.61538
2020-07-27,10.61538
2020-07-28,14.0
2020-07-29,13.30769
2020-07-30,10.46153
2020-07-31,11.92307
2020-08-01,10.53846
2020-08-02,8.30769
2020-08-03,12.6923
2020-08-04,13.30769
2020-08-05,9.6923
2020-08-06,12.46153
2020-08-07,9.38461
2020-08-08,9.07692
2020-08-09,10.30769
2020-08-10,13.23076
2020-08-11,10.92307
2020-08-12,12.15384
2020-08-13,11.46153
2020-08-14,10.0
2020-08-15,8.07692
2020-08-16,10.0
2020-08-17,10.15384
2020-08-18,11.84615
2020-08-19,12.0
2020-08-20,9.15384
2020-08-21,10.15384
2020-08-22,11.07692
2020-08-23,10.15384
2020-08-24,9.76923
2020-08-25,11.84615
2020-08-26,11.6923
2020-08-27,11.76923
2020-08-28,9.30769
2020-08-29,7.84615
2020-08-30,9.23076
2020-08-31,12.07692
2020-09-01,11.84615
2020-09-02,11.53846
2020-09-03,10.07692
2020-09-04,10.84615
2020-09-05,9.23076
2020-09-06,10.84615
2020-09-07,12.6923
2020-09-08,12.38461
2020-09-09,15.92307
2020-09-10,14.07692
2020-09-11,13.0
2020-09-12,9.53846
2020-09-13,11.76923
2020-09-14,11.76923
2020-09-15,14.07692
2020-09-16,17.15384
2020-09-17,13.46153
2020-09-18,14.92307
2020-09-19,10.07692
2020-09-20,9.92307
2020-09-21,13.30769
2020-09-22,11.46153
2020-09-23,12.76923
2020-09-24,10.53846
2020-09-25,10.38461
2020-09-26,9.61538
2020-09-27,9.38461
2020-09-28,8.84615
2020-09-29,9.15384
2020-09-30,7.76923
2020-10-01,8.84615
2020-10-02,8.6923
2020-10-03,9.38461
2020-10-04,9.53846
2020-10-05,12.46153
2020-10-06,12.6923
2020-10-07,9.61538
2020-10-08,10.38461
2020-10-09,9.61538
2020-10-10,7.61538
2020-10-11,8.38461
2020-10-12,14.15384
2020-10-13,9.61538
2020-10-14,10.23076
2020-10-15,14.53846
2020-10-16,11.53846
2020-10-17,9.61538
2020-10-18,11.76923
2020-10-19,13.6923
2020-10-20,13.84615
2020-10-21,14.15384
2020-10-22,12.38461
2020-10-23,10.23076
2020-10-24,8.6923
2020-10-25,10.84615
2020-10-26,12.0
2020-10-27,11.30769
2020-10-28,12.15384
2020-10-29,10.61538
2020-10-30,12.92307
2020-10-31,7.92307
2020-11-01,8.15384
2020-11-02,15.15384
2020-11-03,11.76923
2020-11-04,12.15384
2020-11-05,11.61538
2020-11-06,11.38461
2020-11-07,8.30769
2020-11-08,9.76923
2020-11-09,12.07692
2020-11-10,17.76923
2020-11-11,24.84615
2020-11-12,16.38461
2020-11-13,17.30769
2020-11-14,11.46153
2020-11-15,12.23076
2020-11-16,16.76923
2020-11-17,14.6923
2020-11-18,14.38461
2020-11-19,13.0
2020-11-20,12.76923
2020-11-21,9.61538
2020-11-22,9.92307
2020-11-23,12.61538
2020-11-24,13.61538
2020-11-25,10.84615
2020-11-26,12.84615
2020-11-27,8.53846
2020-11-28,9.30769
2020-11-29,8.84615
2020-11-30,16.46153
2020-12-01,12.23076
2020-12-02,11.15384
2020-12-03,12.15384
2020-12-04,12.0
2020-12-05,8.6923
2020-12-06,10.84615
2020-12-07,9.38461
2020-12-08,10.61538
2020-12-09,15.0
2020-12-10,15.46153
2020-12-11,14.15384
2020-12-12,10.0
2020-12-13,9.46153
2020-12-14,9.07692
2020-12-15,9.76923
2020-12-16,13.07692
2020-12-17,12.38461
2020-12-18,12.07692
2020-12-19,9.6923
2020-12-20,9.30769
2020-12-21,10.76923
2020-12-22,14.07692
2020-12-23,15.92307
2020-12-24,12.38461
2020-12-25,9.07692
2020-12-26,10.53846
2020-12-27,10.15384
2020-12-28,12.30769
2020-12-29,10.38461
2020-12-30,11.84615
2020-12-31,10.61538
2021-01-01,11.38461
2021-01-02,9.07692
2021-01-03,10.0
2021-01-04,13.07692
2021-01-05,12.76923
2021-01-06,15.07692
2021-01-07,13.38461
2021-01-08,10.76923
2021-01-09,10.38461
2021-01-10,10.23076
2021-01-11,12.38461
2021-01-12,13.6923
2021-01-13,11.53846
2021-01-14,11.76923
2021-01-15,15.30769
2021-01-16,12.23076
2021-01-17,13.84615
2021-01-18,13.30769
2021-01-19,13.15384
2021-01-20,11.53846
2021-01-21,11.07692
2021-01-22,14.23076
2021-01-23,12.23076
2021-01-24,11.6923
2021-01-25,13.53846
2021-01-26,13.84615
2021-01-27,13.15384
2021-01-28,15.0
2021-01-29,14.76923
2021-01-30,12.53846
2021-01-31,10.46153
2021-02-01,14.53846
2021-02-02,16.38461
2021-02-03,13.07692
2021-02-04,15.61538
2021-02-05,16.76923
2021-02-06,11.38461
2021-02-07,13.30769
2021-02-08,16.15384
2021-02-09,15.38461
2021-02-10,13.23076
2021-02-11,11.61538
2021-02-12,10.6923
2021-02-13,12.61538
2021-02-14,13.61538
2021-02-15,16.23076
2021-02-16,18.0
2021-02-17,17.76923
2021-02-18,14.6923
2021-02-19,17.38461
2021-02-20,14.38461
2021-02-21,14.07692
2021-02-22,17.84615
2021-02-23,15.6923
2021-02-24,14.23076
2021-02-25,15.6923
2021-02-26,13.84615
2021-02-27,13.30769
2021-02-28,13.0
2021-03-01,15.30769
2021-03-02,15.84615
2021-03-03,16.30769
2021-03-04,12.84615
2021-03-05,15.15384
2021-03-06,13.30769
2021-03-07,23.15384
2021-03-08,17.92307
2021-03-09,16.23076
2021-03-10,15.07692
2021-03-11,17.38461
2021-03-12,16.46153
2021-03-13,11.53846
2021-03-14,12.6923
2021-03-15,13.76923
2021-03-16,14.53846
2021-03-17,14.30769
2021-03-18,17.76923
2021-03-19,16.0
2021-03-20,14.30769
2021-03-21,13.61538
2021-03-22,17.38461
2021-03-23,14.23076
2021-03-24,17.46153
2021-03-25,17.76923
2021-03-26,16.92307
2021-03-27,11.92307
2021-03-28,14.92307
2021-03-29,21.23076
2021-03-30,19.30769
2021-03-31,20.84615
2021-04-01,16.23076
2021-04-02,14.6923
2021-04-03,13.38461
2021-04-04,12.6923
2021-04-05,16.0
2021-04-06,17.46153
2021-04-07,13.15384
2021-04-08,14.38461
2021-04-09,11.92307
2021-04-10,10.0
2021-04-11,10.61538
2021-04-12,14.76923
2021-04-13,12.23076
2021-04-14,15.84615
2021-04-15,17.0
2021-04-16,18.30769
2021-04-17,13.46153
2021-04-18,13.15384
2021-04-19,12.38461
2021-04-20,14.30769
2021-04-21,14.07692
2021-04-22,11.84615
2021-04-23,12.23076
2021-04-24,11.53846
2021-04-25,11.23076
2021-04-26,10.23076
2021-04-27,11.30769
2021-04-28,12.6923
2021-04-29,12.6923
2021-04-30,14.07692
2021-05-01,9.46153
2021-05-02,12.0
2021-05-03,13.15384
2021-05-04,12.61538
2021-05-05,9.61538
2021-05-06,11.07692
2021-05-07,9.53846
2021-05-08,9.23076
2021-05-09,9.76923
2021-05-10,13.07692
2021-05-11,13.15384
2021-05-12,13.0
2021-05-13,13.46153
2021-05-14,11.0
2021-05-15,10.23076
2021-05-16,9.61538
2021-05-17,16.6923
2021-05-18,15.15384
2021-05-19,11.84615
2021-05-20,15.30769
2021-05-21,17.53846
2021-05-22,13.15384
2021-05-23,10.92307
2021-05-24,12.23076
2021-05-25,14.53846
2021-05-26,13.6923
2021-05-27,13.46153
2021-05-28,12.76923
2021-05-29,10.23076
2021-05-30,10.53846
2021-05-31,11.6923
