date,신종자본증권
2020-09-21,4.77326
2020-09-22,4.23627
2020-09-23,5.31026
2020-09-24,5.31026
2020-09-25,5.01193
2020-09-26,0.95465
2020-09-27,1.19331
2020-09-28,6.9809
2020-09-29,3.52028
2020-09-30,0.71599
2020-10-01,1.31264
2020-10-02,0.71599
2020-10-03,0.89498
2020-10-04,3.10262
2020-10-05,7.27923
2020-10-06,5.31026
2020-10-07,7.69689
2020-10-08,5.96658
2020-10-09,2.14797
2020-10-10,1.55131
2020-10-11,1.07398
2020-10-12,4.23627
2020-10-13,6.50357
2020-10-14,6.9809
2020-10-15,9.84486
2020-10-16,5.84725
2020-10-17,1.73031
2020-10-18,2.02863
2020-10-19,9.7852
2020-10-20,7.93556
2020-10-21,10.62052
2020-10-22,9.06921
2020-10-23,5.19093
2020-10-24,2.98329
2020-10-25,1.78997
2020-10-26,9.12887
2020-10-27,7.63723
2020-10-28,7.51789
2020-10-29,6.08591
2020-10-30,6.20525
2020-10-31,1.13365
2020-11-01,2.14797
2020-11-02,12.64916
2020-11-03,8.77088
2020-11-04,6.32458
2020-11-05,31.26491
2020-11-06,25.53699
2020-11-07,7.63723
2020-11-08,2.80429
2020-11-09,6.20525
2020-11-10,4.41527
2020-11-11,4.59427
2020-11-12,4.5346
2020-11-13,4.47494
2020-11-14,6.8019
2020-11-15,8.53221
2020-11-16,9.54653
2020-11-17,6.26491
2020-11-18,5.36992
2020-11-19,6.20525
2020-11-20,6.8019
2020-11-21,1.84964
2020-11-22,3.16229
2020-11-23,3.40095
2020-11-24,3.69928
2020-11-25,3.63961
2020-11-26,3.63961
2020-11-27,3.16229
2020-11-28,0.83532
2020-11-29,1.67064
2020-11-30,3.22195
2020-12-01,5.13126
2020-12-02,3.87828
2020-12-03,3.93794
2020-12-04,2.62529
2020-12-05,1.19331
2020-12-06,2.50596
2020-12-07,3.75894
2020-12-08,4.59427
2020-12-09,3.10262
2020-12-10,3.57995
2020-12-11,2.4463
2020-12-12,1.43198
2020-12-13,2.92362
2020-12-14,5.36992
2020-12-15,4.23627
2020-12-16,3.16229
2020-12-17,2.68496
2020-12-18,2.4463
2020-12-19,1.01431
2020-12-20,1.13365
2020-12-21,2.02863
2020-12-22,2.62529
2020-12-23,2.2673
2020-12-24,3.46062
2020-12-25,0.89498
2020-12-26,0.41766
2020-12-27,0.89498
2020-12-28,2.92362
2020-12-29,2.92362
2020-12-30,2.92362
2020-12-31,5.54892
2021-01-01,1.84964
2021-01-02,1.37231
2021-01-03,1.43198
2021-01-04,2.98329
2021-01-05,2.20763
2021-01-06,3.04295
2021-01-07,3.46062
2021-01-08,2.2673
2021-01-09,0.83532
2021-01-10,1.96897
2021-01-11,3.40095
2021-01-12,3.69928
2021-01-13,3.46062
2021-01-14,3.28162
2021-01-15,3.63961
2021-01-16,1.9093
2021-01-17,21.47971
2021-01-18,6.86157
2021-01-19,4.5346
2021-01-20,6.8019
2021-01-21,5.31026
2021-01-22,2.86396
2021-01-23,0.59665
2021-01-24,1.73031
2021-01-25,3.75894
2021-01-26,4.8926
2021-01-27,6.38424
2021-01-28,3.22195
2021-01-29,3.93794
2021-01-30,1.31264
2021-01-31,1.19331
2021-02-01,4.59427
2021-02-02,5.01193
2021-02-03,4.7136
2021-02-04,5.31026
2021-02-05,4.59427
2021-02-06,1.61097
2021-02-07,0.89498
2021-02-08,5.42959
2021-02-09,5.42959
2021-02-10,4.47494
2021-02-11,1.19331
2021-02-13,1.19331
2021-02-14,1.43198
2021-02-15,4.8926
2021-02-16,4.7136
2021-02-17,3.46062
2021-02-18,5.60859
2021-02-19,18.91408
2021-02-20,3.63961
2021-02-21,2.74463
2021-02-22,5.36992
2021-02-23,5.60859
2021-02-24,4.23627
2021-02-25,4.05727
2021-02-26,26.25298
2021-02-27,1.25298
2021-02-28,1.31264
2021-03-01,1.9093
2021-03-02,3.93794
2021-03-03,11.27684
2021-03-04,6.50357
2021-03-05,5.66825
2021-03-06,1.73031
2021-03-07,2.0883
2021-03-08,4.8926
2021-03-09,6.14558
2021-03-10,6.86157
2021-03-11,9.4272
2021-03-12,6.50357
2021-03-13,1.55131
2021-03-14,3.63961
2021-03-15,10.91885
2021-03-16,8.35322
2021-03-17,5.42959
2021-03-18,6.02625
2021-03-19,3.93794
2021-03-20,1.61097
2021-03-21,1.43198
2021-03-22,5.66825
2021-03-23,3.46062
2021-03-24,5.07159
2021-03-25,3.04295
2021-03-26,3.34128
2021-03-27,2.02863
2021-03-28,2.14797
2021-03-29,3.57995
2021-03-30,3.46062
2021-03-31,4.3556
2021-04-01,3.10262
2021-04-02,3.46062
2021-04-03,1.07398
2021-04-04,0.89498
2021-04-05,3.40095
2021-04-06,3.69928
2021-04-07,3.87828
2021-04-08,4.29594
2021-04-09,3.57995
2021-04-10,1.01431
2021-04-11,0.71599
2021-04-12,3.46062
2021-04-13,4.59427
2021-04-14,2.98329
2021-04-15,3.87828
2021-04-16,4.11694
2021-04-17,1.01431
2021-04-18,0.59665
2021-04-19,4.77326
2021-04-20,4.3556
2021-04-21,5.07159
2021-04-22,4.23627
2021-04-23,4.3556
2021-04-24,1.61097
2021-04-25,1.31264
2021-04-26,3.99761
2021-04-27,4.05727
2021-04-28,4.7136
2021-04-29,4.41527
2021-04-30,3.16229
2021-05-01,1.49164
2021-05-02,1.13365
2021-05-03,4.3556
2021-05-04,5.66825
2021-05-05,0.35799
2021-05-06,5.90692
2021-05-07,3.46062
2021-05-08,1.19331
2021-05-09,2.38663
2021-05-10,3.93794
2021-05-11,3.52028
2021-05-12,4.8926
2021-05-13,5.25059
2021-05-14,3.34128
2021-05-15,0.71599
2021-05-16,0.53699
2021-05-17,4.23627
2021-05-18,4.8926
2021-05-19,1.25298
2021-05-20,4.59427
2021-05-21,4.3556
2021-05-22,0.89498
2021-05-23,0.83532
2021-05-24,4.8926
2021-05-25,4.41527
2021-05-26,5.13126
2021-05-27,4.65393
2021-05-28,3.69928
2021-05-29,0.83532
2021-05-30,0.41766
2021-05-31,3.69928
2021-06-01,4.3556
2021-06-02,4.23627
2021-06-03,5.36992
2021-06-04,3.34128
2021-06-05,1.25298
2021-06-06,1.43198
2021-06-07,3.99761
2021-06-08,3.46062
2021-06-09,3.87828
2021-06-10,3.69928
2021-06-11,3.75894
2021-06-12,0.77565
2021-06-13,0.71599
2021-06-14,3.57995
2021-06-15,4.11694
2021-06-16,4.23627
2021-06-17,3.69928
2021-06-18,2.50596
2021-06-19,0.77565
2021-06-20,1.01431
2021-06-21,3.28162
2021-06-22,4.29594
2021-06-23,4.47494
2021-06-24,3.57995
2021-06-25,3.22195
2021-06-26,0.95465
2021-06-27,0.47732
2021-06-28,3.69928
2021-06-29,3.40095
2021-06-30,3.93794
2021-07-01,4.29594
2021-07-02,3.16229
2021-07-03,1.13365
2021-07-04,0.71599
2021-07-05,2.20763
2021-07-06,3.40095
2021-07-07,3.22195
2021-07-08,3.10262
2021-07-09,2.92362
2021-07-11,0.83532
2021-07-12,2.50596
2021-07-13,3.22195
2021-07-14,2.62529
2021-07-15,2.14797
2021-07-16,2.80429
2021-07-17,0.83532
2021-07-18,1.19331
2021-07-19,3.10262
2021-07-20,3.40095
2021-07-21,3.87828
2021-07-22,3.28162
2021-07-23,2.20763
2021-07-24,0.77565
2021-07-25,0.47732
2021-07-26,3.28162
2021-07-27,2.32696
2021-07-28,3.63961
2021-07-29,3.63961
2021-07-30,2.80429
2021-07-31,0.77565
2021-08-01,1.67064
2021-08-02,3.40095
2021-08-03,3.22195
2021-08-04,2.92362
2021-08-05,3.52028
2021-08-06,2.02863
2021-08-07,0.29832
2021-08-08,0.83532
2021-08-09,3.10262
2021-08-10,2.50596
2021-08-11,3.52028
2021-08-12,3.75894
2021-08-13,3.22195
2021-08-14,0.47732
2021-08-15,1.07398
2021-08-16,1.07398
2021-08-17,3.28162
2021-08-18,2.98329
2021-08-19,3.87828
2021-08-20,2.92362
2021-08-21,1.13365
2021-08-22,1.07398
2021-08-23,5.25059
2021-08-24,3.40095
2021-08-25,3.99761
2021-08-26,2.98329
2021-08-27,2.74463
2021-08-28,0.65632
2021-08-29,0.89498
2021-08-30,4.47494
2021-08-31,3.69928
2021-09-01,3.81861
2021-09-02,3.75894
2021-09-03,4.05727
2021-09-04,0.95465
2021-09-05,0.83532
2021-09-06,3.28162
2021-09-07,3.63961
2021-09-08,3.93794
2021-09-09,2.4463
2021-09-10,3.28162
2021-09-11,0.77565
2021-09-12,0.59665
2021-09-13,3.93794
2021-09-14,3.75894
2021-09-15,4.77326
2021-09-16,4.05727
2021-09-17,2.0883
2021-09-18,0.59665
2021-09-19,0.35799
2021-09-20,0.29832
2021-09-21,1.13365
2021-09-22,1.49164
2021-09-23,4.11694
2021-09-24,3.04295
2021-09-25,0.41766
2021-09-27,4.5346
2021-09-28,4.5346
2021-09-29,4.05727
2021-09-30,3.10262
2021-10-01,2.74463
2021-10-02,0.95465
2021-10-03,0.59665
2021-10-04,1.31264
2021-10-05,3.28162
2021-10-06,5.07159
2021-10-07,5.07159
2021-10-08,3.34128
2021-10-09,0.59665
2021-10-10,0.47732
2021-10-11,1.55131
2021-10-12,3.04295
2021-10-13,5.13126
2021-10-14,4.17661
2021-10-15,3.93794
2021-10-16,0.71599
2021-10-17,0.89498
2021-10-18,3.52028
2021-10-19,3.28162
2021-10-20,2.86396
2021-10-21,6.02625
2021-10-22,3.57995
2021-10-23,1.31264
2021-10-24,1.19331
2021-10-25,3.46062
2021-10-26,3.57995
2021-10-27,4.11694
2021-10-28,3.34128
2021-10-29,3.52028
2021-10-30,0.47732
2021-10-31,0.71599
2021-11-01,2.68496
2021-11-02,3.99761
2021-11-03,3.63961
2021-11-04,3.16229
2021-11-05,1.78997
2021-11-06,1.37231
2021-11-07,0.65632
2021-11-08,3.87828
2021-11-09,3.75894
2021-11-10,5.36992
2021-11-11,4.59427
2021-11-12,3.16229
2021-11-13,1.43198
2021-11-14,2.32696
2021-11-15,5.19093
2021-11-16,3.75894
2021-11-17,4.05727
2021-11-18,3.75894
2021-11-19,2.86396
2021-11-20,0.53699
2021-11-21,0.65632
2021-11-22,3.40095
2021-11-23,3.99761
2021-11-24,3.81861
2021-11-25,3.16229
2021-11-26,4.29594
2021-11-27,0.89498
2021-11-28,1.01431
2021-11-29,4.5346
2021-11-30,3.28162
2021-12-01,3.16229
2021-12-02,4.8926
2021-12-03,2.98329
2021-12-04,0.89498
2021-12-05,0.83532
2021-12-06,3.69928
2021-12-07,3.16229
2021-12-08,3.99761
2021-12-09,5.01193
2021-12-10,9.24821
2021-12-11,2.92362
2021-12-12,1.67064
2021-12-13,2.86396
2021-12-14,3.22195
2021-12-15,3.46062
2021-12-16,3.69928
2021-12-17,2.4463
2021-12-18,0.35799
2021-12-19,1.73031
2021-12-20,2.86396
2021-12-21,3.34128
2021-12-22,3.28162
2021-12-23,2.14797
2021-12-24,1.13365
2021-12-26,0.47732
2021-12-27,1.84964
2021-12-28,3.81861
2021-12-29,2.20763
2021-12-30,2.32696
2021-12-31,1.13365
2022-01-01,0.71599
2022-01-02,1.01431
2022-01-03,3.69928
2022-01-04,3.52028
2022-01-05,2.38663
2022-01-06,3.57995
2022-01-07,2.86396
2022-01-08,0.65632
2022-01-09,0.77565
2022-01-10,3.16229
2022-01-11,3.87828
2022-01-12,4.23627
2022-01-13,3.93794
2022-01-14,3.40095
2022-01-15,1.31264
2022-01-16,0.95465
2022-01-17,3.69928
2022-01-18,5.96658
2022-01-19,4.95226
2022-01-20,4.7136
2022-01-21,4.17661
2022-01-22,1.67064
2022-01-23,0.59665
2022-01-24,4.5346
2022-01-25,5.01193
2022-01-26,8.65155
2022-01-27,4.47494
2022-01-28,2.92362
2022-01-29,1.07398
2022-01-30,3.16229
2022-01-31,2.32696
2022-02-01,1.07398
2022-02-02,1.25298
2022-02-03,5.01193
2022-02-04,4.11694
2022-02-05,2.80429
2022-02-06,2.32696
2022-02-07,4.77326
2022-02-08,5.36992
2022-02-09,6.50357
2022-02-10,7.21957
2022-02-11,6.8019
2022-02-12,2.32696
2022-02-13,2.02863
2022-02-14,14.91646
2022-02-15,9.84486
2022-02-16,10.50119
2022-02-17,10.02386
2022-02-18,6.56324
2022-02-19,2.38663
2022-02-20,1.78997
2022-02-21,6.02625
2022-02-22,7.99522
2022-02-23,6.50357
2022-02-24,7.1599
2022-02-25,7.04057
2022-02-26,3.63961
2022-02-27,32.45823
2022-02-28,46.8377
2022-03-01,15.27446
2022-03-02,11.8735
2022-03-03,11.27684
2022-03-04,8.83054
2022-03-05,2.62529
2022-03-06,2.20763
2022-03-07,6.86157
2022-03-08,5.60859
2022-03-09,1.67064
2022-03-10,6.26491
2022-03-11,6.14558
2022-03-12,2.68496
2022-03-13,2.92362
2022-03-14,6.14558
2022-03-15,6.44391
2022-03-16,9.30787
2022-03-17,7.69689
2022-03-18,6.8019
2022-03-19,3.63961
2022-03-20,3.34128
2022-03-21,6.50357
2022-03-22,7.1599
2022-03-23,7.51789
2022-03-24,6.26491
2022-03-25,4.65393
2022-03-26,1.25298
2022-03-27,2.32696
2022-03-28,6.14558
2022-03-29,4.17661
2022-03-30,5.96658
2022-03-31,5.72792
2022-04-01,5.07159
2022-04-02,3.52028
2022-04-03,3.22195
2022-04-04,9.6062
2022-04-05,6.56324
2022-04-06,6.26491
2022-04-07,6.86157
2022-04-08,5.42959
2022-04-09,2.2673
2022-04-10,1.19331
2022-04-11,5.84725
2022-04-12,7.10023
2022-04-13,7.57756
2022-04-14,9.24821
2022-04-15,6.14558
2022-04-16,2.14797
2022-04-17,2.62529
2022-04-18,6.8019
2022-04-19,8.41288
2022-04-20,8.77088
2022-04-21,7.10023
2022-04-22,5.96658
2022-04-23,2.80429
2022-04-24,2.38663
2022-04-25,6.74224
2022-04-26,7.04057
2022-04-27,7.3389
2022-04-28,14.79713
2022-04-29,9.24821
2022-04-30,3.22195
2022-05-01,2.92362
2022-05-02,10.38186
2022-05-03,12.2315
2022-05-04,19.5704
2022-05-05,9.12887
2022-05-06,11.57517
2022-05-07,4.05727
2022-05-08,17.72076
2022-05-09,17.72076
2022-05-10,27.86396
2022-05-11,38.00715
2022-05-12,21.89737
2022-05-13,15.45346
2022-05-14,9.30787
2022-05-15,10.73985
2022-05-16,16.88544
2022-05-17,15.33412
2022-05-18,13.18615
2022-05-19,13.06682
2022-05-20,9.06921
2022-05-21,3.69928
2022-05-22,4.77326
2022-05-23,14.97613
2022-05-24,28.04295
2022-05-25,15.93078
2022-05-26,10.68019
2022-05-27,9.9642
2022-05-28,5.54892
2022-05-29,3.40095
2022-05-30,10.97852
2022-05-31,9.72553
2022-06-01,5.01193
2022-06-02,9.84486
2022-06-03,9.36754
2022-06-04,2.50596
2022-06-05,2.20763
2022-06-06,6.32458
2022-06-07,35.38186
2022-06-08,25.77565
2022-06-09,15.99045
2022-06-10,16.88544
2022-06-11,18.07875
2022-06-12,9.24821
2022-06-13,14.3198
2022-06-14,11.75417
2022-06-15,13.84248
2022-06-16,10.50119
2022-06-17,8.94988
2022-06-18,4.65393
2022-06-19,3.99761
2022-06-20,11.33651
2022-06-21,14.20047
2022-06-22,15.03579
2022-06-23,11.09785
2022-06-24,11.93317
2022-06-25,5.01193
2022-06-26,5.42959
2022-06-27,9.90453
2022-06-28,9.4272
2022-06-29,7.87589
2022-06-30,9.84486
2022-07-01,8.35322
2022-07-02,4.05727
2022-07-03,3.52028
2022-07-04,8.11455
2022-07-05,7.39856
2022-07-06,11.99284
2022-07-07,12.88782
2022-07-08,7.81622
2022-07-09,2.98329
2022-07-10,3.99761
2022-07-11,7.75656
2022-07-12,9.06921
2022-07-13,9.24821
2022-07-14,8.71121
2022-07-15,7.75656
2022-07-16,2.0883
2022-07-17,5.42959
2022-07-18,11.03818
2022-07-19,9.36754
2022-07-20,9.4272
2022-07-21,11.33651
2022-07-22,9.00954
2022-07-23,3.40095
2022-07-24,3.99761
2022-07-25,10.02386
2022-07-26,10.38186
2022-07-27,8.65155
2022-07-28,9.48687
2022-07-29,5.84725
2022-07-30,2.92362
2022-07-31,4.11694
2022-08-01,8.77088
2022-08-02,7.3389
2022-08-03,7.39856
2022-08-04,7.39856
2022-08-05,7.04057
2022-08-06,2.56563
2022-08-07,5.07159
2022-08-08,14.3198
2022-08-09,10.08353
2022-08-10,15.87112
2022-08-11,13.24582
2022-08-12,12.76849
2022-08-13,5.07159
2022-08-14,4.11694
2022-08-15,4.65393
2022-08-16,9.4272
2022-08-17,12.64916
2022-08-18,15.33412
2022-08-19,13.06682
2022-08-20,5.25059
2022-08-21,5.36992
2022-08-22,14.55847
2022-08-23,13.84248
2022-08-24,11.99284
2022-08-25,14.43914
2022-08-26,12.29116
2022-08-27,4.29594
2022-08-28,4.77326
2022-08-29,14.61813
2022-08-30,9.9642
2022-08-31,14.08114
2022-09-01,8.65155
2022-09-02,6.68257
2022-09-03,3.93794
2022-09-04,4.29594
2022-09-05,9.36754
2022-09-06,7.93556
2022-09-07,5.36992
2022-09-08,7.3389
2022-09-09,7.75656
2022-09-10,3.63961
2022-09-11,4.17661
2022-09-12,5.72792
2022-09-13,10.97852
2022-09-14,24.40334
2022-09-15,11.27684
2022-09-16,9.18854
2022-09-17,2.68496
2022-09-18,4.65393
2022-09-19,10.91885
2022-09-20,14.14081
2022-09-21,10.56085
2022-09-22,12.58949
2022-09-23,7.27923
2022-09-24,3.57995
2022-09-25,4.17661
2022-09-26,7.99522
2022-09-27,23.32935
2022-09-28,10.50119
2022-09-29,8.53221
2022-09-30,8.77088
2022-10-01,4.17661
2022-10-02,4.05727
2022-10-03,3.75894
2022-10-04,9.84486
2022-10-05,9.06921
2022-10-06,17.42243
2022-10-07,11.51551
2022-10-08,4.05727
2022-10-09,5.19093
2022-10-10,3.87828
2022-10-11,9.90453
2022-10-12,13.72315
2022-10-13,17.00477
2022-10-14,13.18615
2022-10-15,5.36992
2022-10-16,5.01193
2022-10-17,16.34844
2022-10-18,16.64677
2022-10-19,21.53937
2022-10-20,17.89976
2022-10-21,12.58949
2022-10-22,4.17661
2022-10-23,4.77326
2022-10-24,11.75417
2022-10-25,14.97613
2022-10-26,18.25775
2022-10-27,12.82816
2022-10-28,10.73985
2022-10-29,3.28162
2022-10-30,2.92362
2022-10-31,6.86157
2022-11-01,20.04773
2022-11-02,70.94272
2022-11-03,100.0
2022-11-04,96.24105
2022-11-05,31.74224
2022-11-06,33.35322
2022-11-07,64.73747
2022-11-08,73.56801
2022-11-09,49.70167
2022-11-10,30.66825
2022-11-11,17.42243
2022-11-12,7.45823
2022-11-13,8.05489
2022-11-14,18.49642
2022-11-15,18.25775
2022-11-16,14.08114
2022-11-17,13.42482
2022-11-18,13.60381
2022-11-19,4.23627
2022-11-20,5.13126
2022-11-21,13.60381
2022-11-22,9.72553
2022-11-23,7.99522
2022-11-24,9.84486
2022-11-25,8.65155
2022-11-26,2.74463
2022-11-27,3.75894
2022-11-28,8.83054
2022-11-29,7.45823
2022-11-30,8.53221
2022-12-01,7.81622
2022-12-02,6.86157
2022-12-03,1.73031
2022-12-04,4.05727
2022-12-05,6.08591
2022-12-06,7.21957
2022-12-07,7.45823
2022-12-08,6.8019
2022-12-09,5.72792
2022-12-10,1.84964
2022-12-11,3.10262
2022-12-12,7.27923
2022-12-13,6.68257
2022-12-14,6.56324
2022-12-15,4.47494
2022-12-16,6.38424
2022-12-17,2.2673
2022-12-18,2.38663
2022-12-19,5.78758
2022-12-20,7.1599
2022-12-21,6.14558
2022-12-22,5.78758
2022-12-23,5.36992
2022-12-24,2.0883
2022-12-25,2.14797
2022-12-26,5.31026
2022-12-27,5.78758
2022-12-28,4.7136
2022-12-29,4.65393
2022-12-30,4.05727
2022-12-31,1.25298
2023-01-01,2.0883
2023-01-02,5.60859
2023-01-03,7.75656
2023-01-04,7.39856
2023-01-05,7.10023
2023-01-06,8.11455
2023-01-07,5.25059
2023-01-08,3.69928
2023-01-09,6.92124
2023-01-10,8.35322
2023-01-11,10.91885
2023-01-12,11.21718
2023-01-13,12.11217
2023-01-14,3.22195
2023-01-15,5.54892
2023-01-16,11.39618
2023-01-17,17.72076
2023-01-18,12.2315
2023-01-19,13.78281
2023-01-20,7.93556
2023-01-21,3.16229
2023-01-22,2.92362
2023-01-23,3.16229
2023-01-24,4.5346
2023-01-25,11.63484
2023-01-26,12.4105
2023-01-27,10.44152
2023-01-28,3.28162
2023-01-29,3.57995
2023-01-30,12.58949
2023-01-31,15.93078
2023-02-01,13.60381
2023-02-02,22.91169
2023-02-03,13.90214
2023-02-04,9.36754
2023-02-05,10.85918
2023-02-06,18.61575
2023-02-07,15.63245
2023-02-08,10.08353
2023-02-09,11.03818
2023-02-10,11.33651
2023-02-11,6.32458
2023-02-12,4.23627
2023-02-13,9.54653
2023-02-14,15.81145
2023-02-15,11.51551
2023-02-16,9.30787
2023-02-17,9.48687
2023-02-18,12.88782
2023-02-19,5.19093
2023-02-20,10.44152
2023-02-21,11.03818
2023-02-22,9.06921
2023-02-23,10.68019
2023-02-24,9.06921
2023-02-25,4.17661
2023-02-26,4.5346
2023-02-27,8.41288
2023-02-28,7.63723
2023-03-01,4.17661
2023-03-02,8.53221
2023-03-03,7.27923
2023-03-04,2.56563
2023-03-05,2.50596
2023-03-06,6.50357
2023-03-07,10.08353
2023-03-08,8.41288
2023-03-09,6.92124
2023-03-10,8.05489
2023-03-11,1.84964
2023-03-12,2.50596
2023-03-13,7.04057
2023-03-14,9.30787
2023-03-15,7.45823
2023-03-16,6.50357
2023-03-17,7.04057
2023-03-18,2.2673
2023-03-19,2.86396
2023-03-20,35.14319
2023-03-21,78.52028
2023-03-22,55.90692
2023-03-23,29.59427
2023-03-24,15.09546
2023-03-25,24.88066
2023-03-26,29.3556
2023-03-27,41.22911
2023-03-28,28.22195
2023-03-29,28.99761
2023-03-30,20.16706
2023-03-31,10.44152
2023-04-01,6.68257
2023-04-02,3.75894
2023-04-03,10.26252
2023-04-04,11.27684
2023-04-05,9.30787
2023-04-06,7.75656
2023-04-07,6.20525
2023-04-08,3.87828
2023-04-09,3.04295
2023-04-10,6.8019
2023-04-11,8.65155
2023-04-12,7.1599
2023-04-13,7.63723
2023-04-14,5.72792
2023-04-15,2.92362
2023-04-16,2.32696
2023-04-17,8.59188
2023-04-18,7.99522
2023-04-19,6.56324
2023-04-20,6.44391
2023-04-21,6.8019
2023-04-22,3.93794
2023-04-23,3.16229
2023-04-24,7.51789
2023-04-25,8.35322
2023-04-26,7.45823
2023-04-27,7.63723
2023-04-28,6.08591
2023-04-29,2.32696
2023-04-30,2.62529
2023-05-01,3.16229
2023-05-02,8.83054
2023-05-03,10.20286
2023-05-04,7.69689
2023-05-05,2.56563
2023-05-06,2.14797
2023-05-07,2.74463
2023-05-08,8.94988
2023-05-09,9.24821
2023-05-10,8.47255
2023-05-11,8.23389
2023-05-12,10.44152
2023-05-13,3.04295
2023-05-14,2.2673
2023-05-15,8.47255
2023-05-16,7.93556
2023-05-17,9.18854
2023-05-18,12.2315
2023-05-19,6.86157
2023-05-20,2.68496
2023-05-21,2.02863
2023-05-22,5.66825
2023-05-23,9.06921
2023-05-24,9.7852
2023-05-25,8.11455
2023-05-26,6.8019
2023-05-27,2.20763
2023-05-28,2.14797
2023-05-29,2.98329
2023-05-30,7.87589
2023-05-31,7.39856
2023-06-01,8.77088
