date,스팩주
2022-01-20,1.48714
2022-01-21,1.29317
2022-01-22,0.93216
2022-01-23,0.92138
2022-01-24,1.2339
2022-01-25,1.17463
2022-01-26,1.31472
2022-01-27,1.66496
2022-01-28,1.21234
2022-01-29,0.819
2022-01-30,0.89444
2022-01-31,0.72202
2022-02-01,0.53882
2022-02-02,0.82978
2022-02-03,1.40632
2022-02-04,1.43865
2022-02-05,1.5087
2022-02-06,1.7835
2022-02-07,2.52707
2022-02-08,2.29538
2022-02-09,1.90204
2022-02-10,1.735
2022-02-11,1.60568
2022-02-12,0.68969
2022-02-13,0.59809
2022-02-14,0.85672
2022-02-15,1.19079
2022-02-16,1.30394
2022-02-17,0.7759
2022-02-18,1.31472
2022-02-19,0.57115
2022-02-20,0.64119
2022-02-21,1.08842
2022-02-22,0.92677
2022-02-23,1.39016
2022-02-24,0.82978
2022-02-25,0.84595
2022-02-26,0.33945
2022-02-27,0.43644
2022-02-28,0.67352
2022-03-01,0.57115
2022-03-02,0.68969
2022-03-03,0.85133
2022-03-04,0.7274
2022-03-05,0.38256
2022-03-06,0.39872
2022-03-07,0.66813
2022-03-08,0.90522
2022-03-09,0.35562
2022-03-10,0.45261
2022-03-11,0.43105
2022-03-12,0.23169
2022-03-13,0.30712
2022-03-14,0.52265
2022-03-15,0.57653
2022-03-16,0.69508
2022-03-17,1.02376
2022-03-18,2.0583
2022-03-19,0.99682
2022-03-20,0.75435
2022-03-21,4.10582
2022-03-22,1.90204
2022-03-23,1.56797
2022-03-24,1.75656
2022-03-25,1.28239
2022-03-26,0.99682
2022-03-27,0.93755
2022-03-28,1.90204
2022-03-29,2.36004
2022-03-30,1.13691
2022-03-31,1.37938
2022-04-01,1.40632
2022-04-02,0.70585
2022-04-03,0.73818
2022-04-04,1.08303
2022-04-05,1.11536
2022-04-06,1.1423
2022-04-07,2.16606
2022-04-08,1.55719
2022-04-09,0.82439
2022-04-10,0.61425
2022-04-11,3.22215
2022-04-12,3.80408
2022-04-13,1.44404
2022-04-14,1.10997
2022-04-15,1.03992
2022-04-16,0.87289
2022-04-17,0.74357
2022-04-18,2.28999
2022-04-19,2.60789
2022-04-20,1.27162
2022-04-21,1.86432
2022-04-22,1.1423
2022-04-23,0.60886
2022-04-24,0.70046
2022-04-25,1.32011
2022-04-26,1.3686
2022-04-27,1.93975
2022-04-28,1.10458
2022-04-29,0.79206
2022-04-30,0.35023
2022-05-01,0.28557
2022-05-02,0.63042
2022-05-03,1.01298
2022-05-04,0.69508
2022-05-05,0.37178
2022-05-06,0.53882
2022-05-07,0.32868
2022-05-08,0.24785
2022-05-09,0.46877
2022-05-10,0.55498
2022-05-11,0.77051
2022-05-12,0.51726
2022-05-13,0.42028
2022-05-14,0.27479
2022-05-15,0.23169
2022-05-16,0.58192
2022-05-17,1.22851
2022-05-18,0.70046
2022-05-19,0.87289
2022-05-20,0.75973
2022-05-21,0.35562
2022-05-22,0.51188
2022-05-23,0.75973
2022-05-24,0.80284
2022-05-25,0.55498
2022-05-26,0.70046
2022-05-27,0.52804
2022-05-28,0.18858
2022-05-29,0.2263
2022-05-30,0.46877
2022-05-31,0.44722
2022-06-01,0.24246
2022-06-02,1.16385
2022-06-03,1.63801
2022-06-04,0.65736
2022-06-05,0.39872
2022-06-06,0.43105
2022-06-07,0.8675
2022-06-08,1.02915
2022-06-09,0.819
2022-06-10,0.64658
2022-06-11,0.35562
2022-06-12,0.52265
2022-06-13,0.9106
2022-06-14,2.31693
2022-06-15,1.72961
2022-06-16,1.41171
2022-06-17,1.42249
2022-06-18,0.39872
2022-06-19,0.41489
2022-06-20,1.5518
2022-06-21,1.58952
2022-06-22,1.41171
2022-06-23,0.96449
2022-06-24,0.64658
2022-06-25,0.28557
2022-06-26,0.24246
2022-06-27,0.48493
2022-06-28,1.61107
2022-06-29,1.13152
2022-06-30,2.69411
2022-07-01,1.33627
2022-07-02,0.38795
2022-07-03,0.33406
2022-07-04,1.71884
2022-07-05,2.31154
2022-07-06,1.20696
2022-07-07,1.1854
2022-07-08,1.34166
2022-07-09,0.76512
2022-07-10,0.66813
2022-07-11,1.24467
2022-07-12,1.26623
2022-07-13,1.40093
2022-07-14,0.78668
2022-07-15,0.88905
2022-07-16,0.36639
2022-07-17,0.46338
2022-07-18,0.87289
2022-07-19,0.92677
2022-07-20,0.85672
2022-07-21,0.52804
2022-07-22,0.69508
2022-07-23,0.24246
2022-07-24,0.31251
2022-07-25,0.57653
2022-07-26,0.65197
2022-07-27,0.53343
2022-07-28,0.59809
2022-07-29,0.70046
2022-07-30,0.29096
2022-07-31,0.26941
2022-08-01,0.5011
2022-08-02,0.58192
2022-08-03,0.6843
2022-08-04,0.70585
2022-08-05,0.96449
2022-08-06,0.36101
2022-08-07,0.39334
2022-08-08,0.91599
2022-08-09,0.70585
2022-08-10,0.98604
2022-08-11,0.78129
2022-08-12,0.90522
2022-08-13,0.32329
2022-08-14,0.26402
2022-08-15,0.37178
2022-08-16,0.93755
2022-08-17,1.1423
2022-08-18,0.89444
2022-08-19,0.64658
2022-08-20,0.24785
2022-08-21,0.36101
2022-08-22,0.77051
2022-08-23,0.61964
2022-08-24,0.73279
2022-08-25,0.84595
2022-08-26,0.81362
2022-08-27,0.26402
2022-08-28,0.36101
2022-08-29,0.77051
2022-08-30,0.85672
2022-08-31,0.68969
2022-09-01,0.42028
2022-09-02,0.63042
2022-09-03,0.21014
2022-09-04,0.25863
2022-09-05,0.49571
2022-09-06,0.82439
2022-09-07,0.84595
2022-09-08,0.5927
2022-09-09,0.30712
2022-09-10,0.18858
2022-09-11,0.23708
2022-09-12,0.29635
2022-09-13,1.30933
2022-09-14,4.17587
2022-09-15,2.11218
2022-09-16,1.0507
2022-09-17,0.42566
2022-09-18,0.40411
2022-09-19,0.87289
2022-09-20,0.90522
2022-09-21,2.32771
2022-09-22,1.72423
2022-09-23,1.15307
2022-09-24,0.32329
2022-09-25,0.46338
2022-09-26,1.30933
2022-09-27,0.82439
2022-09-28,1.17463
2022-09-29,1.20696
2022-09-30,0.93216
2022-10-01,0.25324
2022-10-02,0.20475
2022-10-03,0.24785
2022-10-04,0.61425
2022-10-05,0.5011
2022-10-06,0.50649
2022-10-07,0.49571
2022-10-08,0.19936
2022-10-09,0.27479
2022-10-10,0.28018
2022-10-11,0.73279
2022-10-12,0.92677
2022-10-13,0.67891
2022-10-14,0.5927
2022-10-15,0.28018
2022-10-16,0.22091
2022-10-17,1.36322
2022-10-18,1.81044
2022-10-19,0.9106
2022-10-20,0.70046
2022-10-21,0.6843
2022-10-22,0.24246
2022-10-23,0.32329
2022-10-24,0.98604
2022-10-25,2.03135
2022-10-26,1.3686
2022-10-27,0.88366
2022-10-28,0.52265
2022-10-29,0.18319
2022-10-30,0.23708
2022-10-31,0.44183
2022-11-01,0.44183
2022-11-02,0.56576
2022-11-03,0.64658
2022-11-04,0.47955
2022-11-05,0.19397
2022-11-06,0.18319
2022-11-07,0.54959
2022-11-08,0.46338
2022-11-09,0.35023
2022-11-10,0.44722
2022-11-11,0.38256
2022-11-12,0.19936
2022-11-13,0.16703
2022-11-14,0.42028
2022-11-15,0.49032
2022-11-16,0.45799
2022-11-17,0.43644
2022-11-18,0.38256
2022-11-19,0.20475
2022-11-20,0.20475
2022-11-21,0.42566
2022-11-22,0.44722
2022-11-23,0.39872
2022-11-24,0.41489
2022-11-25,0.37717
2022-11-26,0.18858
2022-11-27,0.11315
2022-11-28,0.25324
2022-11-29,0.26402
2022-11-30,0.23169
2022-12-01,0.31251
2022-12-02,0.21552
2022-12-03,0.09159
2022-12-04,0.12392
2022-12-05,0.26402
2022-12-06,0.31251
2022-12-07,0.44183
2022-12-08,0.37717
2022-12-09,0.38256
2022-12-10,0.17242
2022-12-11,0.23708
2022-12-12,0.38795
2022-12-13,0.7274
2022-12-14,0.5011
2022-12-15,0.35023
2022-12-16,0.33406
2022-12-17,0.11315
2022-12-18,0.15087
2022-12-19,0.21552
2022-12-20,0.2263
2022-12-21,0.18319
2022-12-22,0.23708
2022-12-23,0.29635
2022-12-24,0.14009
2022-12-25,0.19397
2022-12-26,0.56576
2022-12-27,0.65197
2022-12-28,0.57115
2022-12-29,0.59809
2022-12-30,0.23169
2022-12-31,0.12392
2023-01-01,0.10237
2023-01-02,0.33945
2023-01-03,0.28018
2023-01-04,0.33406
2023-01-05,0.26941
2023-01-06,0.23708
2023-01-07,0.02694
2023-01-08,0.18319
2023-01-09,0.84595
2023-01-10,0.41489
2023-01-11,0.42566
2023-01-12,0.29635
2023-01-13,0.33945
2023-01-14,0.15625
2023-01-15,0.09698
2023-01-16,0.39334
2023-01-17,0.40411
2023-01-18,0.33945
2023-01-19,0.25324
2023-01-20,0.27479
2023-01-21,0.10776
2023-01-22,0.07543
2023-01-23,0.09159
2023-01-24,0.09698
2023-01-25,0.21014
2023-01-26,0.38795
2023-01-27,0.45261
2023-01-28,0.21552
2023-01-29,0.21552
2023-01-30,0.51188
2023-01-31,0.42566
2023-02-01,0.43105
2023-02-02,0.26402
2023-02-03,0.42566
2023-02-04,0.30174
2023-02-05,0.21552
2023-02-06,0.33406
2023-02-07,0.43644
2023-02-08,0.46338
2023-02-09,0.49571
2023-02-10,0.39334
2023-02-11,0.25324
2023-02-12,0.33406
2023-02-13,0.45799
2023-02-14,1.11536
2023-02-15,1.58952
2023-02-16,1.03992
2023-02-17,1.47098
2023-02-18,0.67352
2023-02-19,0.65197
2023-02-20,1.76194
2023-02-21,1.89126
2023-02-22,1.42787
2023-02-23,0.819
2023-02-24,1.01298
2023-02-25,0.52804
2023-02-26,0.51188
2023-02-27,1.16385
2023-02-28,0.78668
2023-03-01,0.39872
2023-03-02,1.44404
2023-03-03,0.87828
2023-03-04,0.29096
2023-03-05,0.28557
2023-03-06,0.70046
2023-03-07,0.67891
2023-03-08,0.44722
2023-03-09,0.59809
2023-03-10,0.39334
2023-03-11,0.08621
2023-03-12,0.24785
2023-03-13,0.42566
2023-03-14,0.37717
2023-03-15,0.39334
2023-03-16,0.35562
2023-03-17,0.44722
2023-03-18,0.14009
2023-03-19,0.25863
2023-03-20,0.31251
2023-03-21,0.42028
2023-03-22,0.37178
2023-03-23,0.32329
2023-03-24,0.43644
2023-03-25,0.1347
2023-03-26,0.26402
2023-03-27,0.44183
2023-03-28,0.44183
2023-03-29,0.55498
2023-03-30,0.45261
2023-03-31,0.32329
2023-04-01,0.2263
2023-04-02,0.18858
2023-04-03,0.25863
2023-04-04,0.35562
2023-04-05,0.39872
2023-04-06,0.39334
2023-04-07,0.24785
2023-04-08,0.15625
2023-04-09,0.12931
2023-04-10,0.28018
2023-04-11,0.25863
2023-04-12,0.2263
2023-04-13,0.24246
2023-04-14,0.24246
2023-04-15,0.21552
2023-04-16,0.12392
2023-04-17,0.24246
2023-04-18,0.52804
2023-04-19,0.58731
2023-04-20,0.59809
2023-04-21,0.45799
2023-04-22,0.07543
2023-04-23,0.15625
2023-04-24,0.28557
2023-04-25,0.42028
2023-04-26,0.17781
2023-04-27,0.24785
2023-04-28,0.33406
2023-04-29,0.15087
2023-04-30,0.10776
2023-05-01,0.1347
2023-05-02,0.25324
2023-05-03,0.23169
2023-05-04,0.26402
2023-05-05,0.18319
2023-05-06,0.09159
2023-05-07,0.08621
2023-05-08,0.29635
2023-05-09,0.4095
2023-05-10,0.25324
2023-05-11,0.24785
2023-05-12,0.22091
2023-05-13,0.14548
2023-05-14,0.19397
2023-05-15,0.28557
2023-05-16,0.32868
2023-05-17,0.28557
2023-05-18,0.19397
2023-05-19,0.25863
2023-05-20,0.17781
2023-05-21,0.08082
2023-05-22,0.24785
2023-05-23,0.30174
2023-05-24,0.71124
2023-05-25,0.61425
2023-05-26,0.36101
2023-05-27,0.16703
2023-05-28,0.09159
2023-05-29,0.16164
