date,스팩주
2020-03-20,0.79206
2020-03-21,0.27479
2020-03-22,0.25324
2020-03-23,0.64658
2020-03-24,0.66275
2020-03-25,0.37717
2020-03-26,0.38256
2020-03-27,0.29096
2020-03-28,0.14548
2020-03-29,0.16164
2020-03-30,0.28018
2020-03-31,0.37717
2020-04-01,0.23169
2020-04-02,0.25324
2020-04-03,0.25863
2020-04-04,0.08082
2020-04-05,0.11854
2020-04-06,0.19936
2020-04-07,0.33945
2020-04-08,0.4095
2020-04-09,0.57115
2020-04-10,0.48493
2020-04-11,0.15625
2020-04-12,0.17781
2020-04-13,0.22091
2020-04-14,0.33406
2020-04-15,0.14548
2020-04-16,0.27479
2020-04-17,0.26402
2020-04-18,0.12931
2020-04-19,0.08621
2020-04-20,0.27479
2020-04-21,0.2263
2020-04-22,0.27479
2020-04-23,0.29096
2020-04-24,0.21552
2020-04-25,0.08082
2020-04-26,0.10776
2020-04-27,0.15087
2020-04-28,0.1347
2020-04-29,0.31251
2020-04-30,0.18319
2020-05-01,0.18319
2020-05-02,0.11315
2020-05-03,0.16164
2020-05-04,0.27479
2020-05-05,0.21552
2020-05-06,0.21552
2020-05-07,0.39872
2020-05-08,0.28018
2020-05-09,0.19397
2020-05-10,0.12392
2020-05-11,0.34484
2020-05-12,0.37717
2020-05-13,0.23169
2020-05-14,0.28018
2020-05-15,0.25324
2020-05-16,0.16703
2020-05-17,0.12392
2020-05-18,0.15625
2020-05-19,0.17781
2020-05-20,0.19936
2020-05-21,0.28557
2020-05-22,0.30174
2020-05-23,0.17781
2020-05-24,0.08082
2020-05-25,0.19397
2020-05-26,0.21552
2020-05-27,0.20475
2020-05-28,0.24246
2020-05-29,0.11315
2020-05-30,0.05388
2020-05-31,0.10776
2020-06-01,0.18858
2020-06-02,0.25324
2020-06-03,0.40411
2020-06-04,0.44183
2020-06-05,0.65197
2020-06-06,0.3179
2020-06-07,0.35562
2020-06-08,0.47416
2020-06-09,0.37178
2020-06-10,0.87828
2020-06-11,0.75435
2020-06-12,0.37717
2020-06-13,0.2263
2020-06-14,0.26402
2020-06-15,0.39872
2020-06-16,0.3179
2020-06-17,0.38256
2020-06-18,1.47098
2020-06-19,2.64022
2020-06-20,0.82978
2020-06-21,1.07225
2020-06-22,4.58537
2020-06-23,1.88048
2020-06-24,1.3686
2020-06-25,0.73818
2020-06-26,0.68969
2020-06-27,0.38256
2020-06-28,0.33945
2020-06-29,0.44722
2020-06-30,0.38795
2020-07-01,0.41489
2020-07-02,0.37717
2020-07-03,0.62503
2020-07-04,0.32868
2020-07-05,0.41489
2020-07-06,0.43644
2020-07-07,0.40411
2020-07-08,0.38256
2020-07-09,0.54421
2020-07-10,0.36101
2020-07-11,0.16703
2020-07-12,0.26941
2020-07-13,0.43105
2020-07-14,0.32329
2020-07-15,0.42028
2020-07-16,0.36639
2020-07-17,0.5011
2020-07-18,0.30712
2020-07-19,0.32868
2020-07-20,0.53343
2020-07-21,0.47955
2020-07-22,0.36639
2020-07-23,0.25863
2020-07-24,0.2263
2020-07-25,0.14548
2020-07-26,0.11315
2020-07-27,0.25324
2020-07-28,0.32868
2020-07-29,0.25324
2020-07-30,0.29096
2020-07-31,0.33406
2020-08-01,0.19936
2020-08-02,0.11854
2020-08-03,0.36101
2020-08-04,0.33406
2020-08-05,0.34484
2020-08-06,0.36101
2020-08-07,0.26402
2020-08-08,0.18319
2020-08-09,0.18858
2020-08-10,0.27479
2020-08-11,0.36101
2020-08-12,0.28557
2020-08-13,0.24785
2020-08-14,0.21552
2020-08-15,0.14009
2020-08-16,0.17242
2020-08-17,0.15625
2020-08-18,0.25324
2020-08-19,0.24785
2020-08-20,0.23708
2020-08-21,0.14548
2020-08-22,0.16164
2020-08-23,0.25863
2020-08-24,0.5011
2020-08-25,0.39872
2020-08-26,0.28557
2020-08-27,0.18858
2020-08-28,0.30712
2020-08-29,0.19397
2020-08-30,0.27479
2020-08-31,0.36639
2020-09-01,0.26402
2020-09-02,0.61964
2020-09-03,0.49032
2020-09-04,0.81362
2020-09-05,0.44183
2020-09-06,0.44183
2020-09-07,0.57115
2020-09-08,0.79206
2020-09-09,0.77051
2020-09-10,1.23929
2020-09-11,0.7759
2020-09-12,0.53882
2020-09-13,0.67891
2020-09-14,0.75973
2020-09-15,0.70046
2020-09-16,0.69508
2020-09-17,0.54421
2020-09-18,0.45799
2020-09-19,0.32329
2020-09-20,0.40411
2020-09-21,0.37717
2020-09-22,0.54421
2020-09-23,0.5011
2020-09-24,0.42028
2020-09-25,0.37178
2020-09-26,0.18858
2020-09-27,0.23169
2020-09-28,0.32329
2020-09-29,0.42566
2020-09-30,0.12931
2020-10-01,0.18319
2020-10-02,0.23708
2020-10-03,0.18858
2020-10-04,0.16703
2020-10-05,0.33945
2020-10-06,0.37178
2020-10-07,0.25324
2020-10-08,0.36639
2020-10-09,0.21552
2020-10-10,0.20475
2020-10-11,0.14548
2020-10-12,0.23169
2020-10-13,0.3179
2020-10-14,0.92677
2020-10-15,0.70585
2020-10-16,0.38795
2020-10-17,0.19397
2020-10-18,0.19936
2020-10-19,0.29096
2020-10-20,0.42028
2020-10-21,0.30174
2020-10-22,0.30174
2020-10-23,0.20475
2020-10-24,0.10237
2020-10-25,0.1347
2020-10-26,0.16703
2020-10-27,0.16703
2020-10-28,0.16703
2020-10-29,0.19397
2020-10-30,0.15625
2020-10-31,0.05927
2020-11-01,0.12931
2020-11-02,0.16703
2020-11-03,0.19936
2020-11-04,0.15625
2020-11-05,0.24246
2020-11-06,0.21552
2020-11-07,0.18858
2020-11-08,0.1347
2020-11-09,0.25863
2020-11-10,0.26941
2020-11-11,0.39334
2020-11-12,0.43644
2020-11-13,0.38795
2020-11-14,0.26941
2020-11-15,0.08082
2020-11-16,0.28018
2020-11-17,0.30712
2020-11-18,0.27479
2020-11-19,0.26402
2020-11-20,0.53882
2020-11-21,0.50649
2020-11-22,0.32329
2020-11-23,0.46338
2020-11-24,0.93755
2020-11-25,1.27162
2020-11-26,1.31472
2020-11-27,2.35465
2020-11-28,1.4602
2020-11-29,1.06147
2020-11-30,2.08524
2020-12-01,1.23929
2020-12-02,1.29856
2020-12-03,1.06686
2020-12-04,0.92677
2020-12-05,0.85133
2020-12-06,0.58731
2020-12-07,0.89983
2020-12-08,1.51947
2020-12-09,1.4602
2020-12-10,1.42249
2020-12-11,1.84277
2020-12-12,0.90522
2020-12-13,1.06147
2020-12-14,1.69728
2020-12-15,1.70267
2020-12-16,2.48397
2020-12-17,1.8751
2020-12-18,1.37399
2020-12-19,0.819
2020-12-20,0.80823
2020-12-21,1.97208
2020-12-22,2.87192
2020-12-23,3.83641
2020-12-24,4.4345
2020-12-25,3.32992
2020-12-26,2.38698
2020-12-27,2.16606
2020-12-28,2.77493
2020-12-29,2.9689
2020-12-30,3.71787
2020-12-31,2.14451
2021-01-01,1.29317
2021-01-02,1.25006
2021-01-03,1.277
2021-01-04,1.62724
2021-01-05,1.88048
2021-01-06,1.67034
2021-01-07,2.12295
2021-01-08,2.46241
2021-01-09,2.04752
2021-01-10,1.74039
2021-01-11,1.74578
2021-01-12,3.02818
2021-01-13,3.70709
2021-01-14,3.94956
2021-01-15,2.94735
2021-01-16,3.14672
2021-01-17,2.15528
2021-01-18,1.89665
2021-01-19,2.51091
2021-01-20,3.18982
2021-01-21,3.6101
2021-01-22,2.78032
2021-01-23,2.97429
2021-01-24,2.95813
2021-01-25,4.33212
2021-01-26,3.77175
2021-01-27,3.34069
2021-01-28,2.2846
2021-01-29,1.75656
2021-01-30,1.70267
2021-01-31,1.29317
2021-02-01,2.94196
2021-02-02,3.92801
2021-02-03,4.68775
2021-02-04,3.77175
2021-02-05,4.29441
2021-02-06,2.70488
2021-02-07,2.36542
2021-02-08,2.90963
2021-02-09,2.98507
2021-02-10,2.51091
2021-02-11,2.3762
2021-02-12,1.97747
2021-02-13,2.26305
2021-02-14,1.93975
2021-02-15,2.69949
2021-02-16,2.81803
2021-02-17,3.73942
2021-02-18,3.49695
2021-02-19,2.67255
2021-02-20,1.62724
2021-02-21,1.42249
2021-02-22,1.65957
2021-02-23,2.40314
2021-02-24,2.00441
2021-02-25,2.03135
2021-02-26,1.68112
2021-02-27,1.22851
2021-02-28,0.81362
2021-03-01,0.92138
2021-03-02,1.1423
2021-03-03,1.0938
2021-03-04,1.07764
2021-03-05,1.65957
2021-03-06,1.07225
2021-03-07,0.73818
2021-03-08,0.93216
2021-03-09,0.94832
2021-03-10,0.84056
2021-03-11,1.19618
2021-03-12,1.50331
2021-03-13,0.80284
2021-03-14,0.65736
2021-03-15,1.13691
2021-03-16,1.60568
2021-03-17,1.47637
2021-03-18,1.32011
2021-03-19,1.15846
2021-03-20,0.76512
2021-03-21,0.82439
2021-03-22,0.84595
2021-03-23,1.26623
2021-03-24,4.49377
2021-03-25,3.50234
2021-03-26,2.21994
2021-03-27,1.37938
2021-03-28,1.05609
2021-03-29,1.29856
2021-03-30,1.80505
2021-03-31,1.83738
2021-04-01,1.01298
2021-04-02,1.01837
2021-04-03,0.67352
2021-04-04,0.53882
2021-04-05,1.1423
2021-04-06,0.89444
2021-04-07,1.08303
2021-04-08,0.86211
2021-04-09,0.82978
2021-04-10,0.41489
2021-04-11,0.44183
2021-04-12,0.65197
2021-04-13,2.07985
2021-04-14,1.32011
2021-04-15,0.90522
2021-04-16,1.20157
2021-04-17,0.7759
2021-04-18,0.50649
2021-04-19,0.91599
2021-04-20,1.24467
2021-04-21,1.09919
2021-04-22,1.77811
2021-04-23,1.49792
2021-04-24,0.73818
2021-04-25,0.51188
2021-04-26,1.19618
2021-04-27,1.58413
2021-04-28,1.42787
2021-04-29,1.32011
2021-04-30,1.9182
2021-05-01,1.25545
2021-05-02,1.10458
2021-05-03,1.81044
2021-05-04,1.50331
2021-05-05,0.96987
2021-05-06,1.83738
2021-05-07,1.67573
2021-05-08,1.06686
2021-05-09,1.277
2021-05-10,2.26305
2021-05-11,3.71248
2021-05-12,3.72864
2021-05-13,1.65418
2021-05-14,1.19618
2021-05-15,0.82439
2021-05-16,0.62503
2021-05-17,0.92677
2021-05-18,1.11536
2021-05-19,0.65736
2021-05-20,0.83517
2021-05-21,1.51947
2021-05-22,0.87828
2021-05-23,0.7274
2021-05-24,3.59394
2021-05-25,8.26014
2021-05-26,19.97952
2021-05-27,29.06406
2021-05-28,47.91745
2021-05-29,11.46613
2021-05-30,8.77741
2021-05-31,79.2284
2021-06-01,100.0
2021-06-02,34.15593
2021-06-03,20.37286
2021-06-04,12.17738
2021-06-05,4.48838
2021-06-06,4.97332
2021-06-07,6.21261
2021-06-08,6.30421
2021-06-09,8.16315
2021-06-10,4.55304
2021-06-11,2.51629
2021-06-12,1.26084
2021-06-13,1.21773
2021-06-14,3.17366
2021-06-15,1.97208
2021-06-16,2.55401
2021-06-17,9.73651
2021-06-18,17.26924
2021-06-19,4.73085
2021-06-20,3.97111
2021-06-21,6.21261
2021-06-22,7.65127
2021-06-23,5.82466
2021-06-24,2.21455
2021-06-25,2.11757
2021-06-26,0.92677
2021-06-27,0.68969
2021-06-28,1.4171
2021-06-29,1.68651
2021-06-30,1.62185
2021-07-01,1.77811
2021-07-02,2.86114
2021-07-03,1.45481
2021-07-04,1.20157
2021-07-05,7.08551
2021-07-06,2.8342
2021-07-07,3.87413
2021-07-08,2.26305
2021-07-09,1.81044
2021-07-10,1.05609
2021-07-11,1.29856
2021-07-12,2.47858
2021-07-13,2.53785
2021-07-14,3.27603
2021-07-15,4.19742
2021-07-16,2.53246
2021-07-17,1.08303
2021-07-18,0.99143
2021-07-19,1.6919
2021-07-20,1.90204
2021-07-21,1.40093
2021-07-22,1.1423
2021-07-23,1.41171
2021-07-24,0.9106
2021-07-25,1.08303
2021-07-26,2.74799
2021-07-27,3.65321
2021-07-28,3.36225
2021-07-29,2.61867
2021-07-30,2.06907
2021-07-31,1.3255
2021-08-01,2.54324
2021-08-02,2.14451
2021-08-03,3.32992
2021-08-04,2.75338
2021-08-05,4.36984
2021-08-06,6.3096
2021-08-07,2.52168
2021-08-08,2.651
2021-08-09,3.23832
2021-08-10,2.86114
2021-08-11,3.35147
2021-08-12,2.89886
2021-08-13,2.22533
2021-08-14,1.75656
2021-08-15,2.69411
2021-08-16,2.59712
2021-08-17,2.54324
2021-08-18,2.61867
2021-08-19,3.22754
2021-08-20,2.85036
2021-08-21,2.24688
2021-08-22,1.97208
2021-08-23,2.90963
2021-08-24,3.18443
2021-08-25,6.27727
2021-08-26,4.3914
2021-08-27,2.04213
2021-08-28,1.03453
2021-08-29,1.01837
2021-08-30,1.67573
2021-08-31,1.48176
2021-09-01,2.54324
2021-09-02,2.95274
2021-09-03,3.56161
2021-09-04,1.39016
2021-09-05,1.14769
2021-09-06,2.01519
2021-09-07,2.0098
2021-09-08,1.04531
2021-09-09,1.33627
2021-09-10,0.99682
2021-09-11,0.79745
2021-09-12,0.87289
2021-09-13,2.54862
2021-09-14,2.31693
2021-09-15,1.83738
2021-09-16,1.4602
2021-09-17,1.7835
2021-09-18,0.95371
2021-09-19,0.56037
2021-09-20,0.48493
2021-09-21,0.49571
2021-09-22,0.70585
2021-09-23,2.0098
2021-09-24,2.44625
2021-09-25,0.9106
2021-09-26,0.57653
2021-09-27,1.47098
2021-09-28,1.28239
2021-09-29,1.01298
2021-09-30,0.86211
2021-10-01,1.44404
2021-10-02,0.50649
2021-10-03,0.48493
2021-10-04,0.51726
2021-10-05,1.40632
2021-10-06,1.15846
2021-10-07,0.66813
2021-10-08,0.73818
2021-10-09,0.24785
2021-10-10,0.24246
2021-10-11,0.25324
2021-10-12,0.53343
2021-10-13,0.90522
2021-10-14,0.9591
2021-10-15,0.96987
2021-10-16,0.4095
2021-10-17,0.43644
2021-10-18,0.66275
2021-10-19,0.86211
2021-10-20,0.69508
2021-10-21,0.75973
2021-10-22,1.28778
2021-10-23,0.56576
2021-10-24,0.46877
2021-10-25,0.92138
2021-10-26,1.01298
2021-10-27,0.93216
2021-10-28,0.94293
2021-10-29,0.82439
2021-10-30,0.54421
2021-10-31,0.41489
2021-11-01,0.67352
2021-11-02,0.78668
2021-11-03,0.9106
2021-11-04,1.0938
2021-11-05,0.76512
2021-11-06,0.43105
2021-11-07,0.30174
2021-11-08,0.67891
2021-11-09,0.78668
2021-11-10,0.7759
2021-11-11,1.0022
2021-11-12,1.0022
2021-11-13,0.74357
2021-11-14,0.56037
2021-11-15,1.43865
2021-11-16,1.80505
2021-11-17,1.58413
2021-11-18,1.39016
2021-11-19,1.15307
2021-11-20,0.58192
2021-11-21,0.63042
2021-11-22,1.4171
2021-11-23,1.34705
2021-11-24,0.92677
2021-11-25,0.87289
2021-11-26,0.78129
2021-11-27,0.33945
2021-11-28,0.18858
2021-11-29,0.53882
2021-11-30,0.69508
2021-12-01,0.58192
2021-12-02,0.72202
2021-12-03,0.56576
2021-12-04,0.26402
2021-12-05,0.34484
2021-12-06,0.5927
2021-12-07,0.9106
2021-12-08,0.7274
2021-12-09,0.88366
2021-12-10,1.06147
2021-12-11,0.66275
2021-12-12,0.63581
2021-12-13,0.89444
2021-12-14,0.98604
2021-12-15,0.93755
2021-12-16,1.02915
2021-12-17,1.2339
2021-12-18,0.88366
2021-12-19,0.68969
2021-12-20,0.90522
2021-12-21,0.65736
2021-12-22,0.73818
2021-12-23,0.51726
2021-12-24,0.76512
2021-12-25,0.16164
2021-12-26,0.31251
2021-12-27,0.67352
2021-12-28,0.51188
2021-12-29,0.54959
2021-12-30,1.735
2021-12-31,0.69508
2022-01-01,0.33406
2022-01-02,0.53882
2022-01-03,1.6434
2022-01-04,1.81583
2022-01-05,0.87828
2022-01-06,0.87289
2022-01-07,0.80823
2022-01-08,0.48493
2022-01-09,0.72202
2022-01-10,1.01837
2022-01-11,2.03674
2022-01-12,0.87828
2022-01-13,0.6843
2022-01-14,0.82978
2022-01-15,0.60886
2022-01-16,0.43644
2022-01-17,1.01837
2022-01-18,0.80823
2022-01-19,0.99143
