date,한미반도체주가
2020-08-19,2.6978
2020-08-20,2.8625
2020-08-21,2.84274
2020-08-22,0.34257
2020-08-23,0.26022
2020-08-24,2.96132
2020-08-25,2.99756
2020-08-26,2.78345
2020-08-27,2.40134
2020-08-28,3.04697
2020-08-29,0.35904
2020-08-30,0.39198
2020-08-31,2.87568
2020-09-01,2.59569
2020-09-02,2.54298
2020-09-03,3.35002
2020-09-04,2.43428
2020-09-05,0.29646
2020-09-06,0.3294
2020-09-07,2.63192
2020-09-08,4.83233
2020-09-09,5.06291
2020-09-10,3.97588
2020-09-11,2.67145
2020-09-12,0.39857
2020-09-13,0.29316
2020-09-14,2.68792
2020-09-15,3.07003
2020-09-16,2.59898
2020-09-17,2.19382
2020-09-18,2.06205
2020-09-19,0.3261
2020-09-20,0.23387
2020-09-21,2.10817
2020-09-22,2.07194
2020-09-23,2.05876
2020-09-24,2.08841
2020-09-25,2.12464
2020-09-26,0.25693
2020-09-27,0.1647
2020-09-28,2.06205
2020-09-29,2.06864
2020-09-30,0.25693
2020-10-01,0.18775
2020-10-02,0.23387
2020-10-03,0.13834
2020-10-04,0.11529
2020-10-05,2.04888
2020-10-06,2.29922
2020-10-07,2.04558
2020-10-08,1.98959
2020-10-09,0.40845
2020-10-10,0.25693
2020-10-11,0.18775
2020-10-12,2.85591
2020-10-13,3.93965
2020-10-14,3.4126
2020-10-15,2.94485
2020-10-16,3.54437
2020-10-17,0.51716
2020-10-18,0.41504
2020-10-19,4.06153
2020-10-20,3.39613
2020-10-21,3.15567
2020-10-22,2.84274
2020-10-23,2.4211
2020-10-24,0.70821
2020-10-25,0.33928
2020-10-26,2.96132
2020-10-27,2.52322
2020-10-28,3.04697
2020-10-29,3.24461
2020-10-30,4.21635
2020-10-31,0.63574
2020-11-01,0.55339
2020-11-02,3.55754
2020-11-03,3.3039
2020-11-04,3.11614
2020-11-05,3.34672
2020-11-06,3.86059
2020-11-07,1.03102
2020-11-08,0.61927
2020-11-09,4.09447
2020-11-10,3.44884
2020-11-11,3.40931
2020-11-12,3.75518
2020-11-13,4.58857
2020-11-14,0.90585
2020-11-15,0.83668
2020-11-16,9.29573
2020-11-17,8.05059
2020-11-18,6.30805
2020-11-19,7.89577
2020-11-20,6.57157
2020-11-21,1.27808
2020-11-22,0.89926
2020-11-23,6.86804
2020-11-24,6.82521
2020-11-25,5.95889
2020-11-26,5.52078
2020-11-27,4.29211
2020-11-28,0.77409
2020-11-29,0.65221
2020-11-30,3.90341
2020-12-01,3.96929
2020-12-02,4.85868
2020-12-03,4.20317
2020-12-04,4.12741
2020-12-05,0.62915
2020-12-06,0.7148
2020-12-07,5.4022
2020-12-08,11.41379
2020-12-09,9.34844
2020-12-10,9.28914
2020-12-11,7.81342
2020-12-12,1.14302
2020-12-13,1.01785
2020-12-14,6.229
2020-12-15,6.76263
2020-12-16,10.62981
2020-12-17,12.46129
2020-12-18,8.71598
2020-12-19,1.52513
2020-12-20,1.39666
2020-12-21,8.68963
2020-12-22,9.78325
2020-12-23,8.92351
2020-12-24,7.89248
2020-12-25,2.36181
2020-12-26,1.58771
2020-12-27,1.45266
2020-12-28,9.51973
2020-12-29,11.53238
2020-12-30,10.98227
2020-12-31,2.61216
2021-01-01,1.95006
2021-01-02,1.31102
2021-01-03,1.50866
2021-01-04,10.27735
2021-01-05,9.54278
2021-01-06,9.65478
2021-01-07,8.97292
2021-01-08,9.08821
2021-01-09,2.7538
2021-01-10,1.67995
2021-01-11,10.39594
2021-01-12,9.85242
2021-01-13,12.40529
2021-01-14,9.98089
2021-01-15,20.08696
2021-01-16,3.78483
2021-01-17,2.82627
2021-01-18,19.38862
2021-01-19,16.05178
2021-01-20,13.60761
2021-01-21,16.59529
2021-01-22,16.54917
2021-01-23,2.78015
2021-01-24,2.86909
2021-01-25,13.92384
2021-01-26,13.86784
2021-01-27,12.20106
2021-01-28,11.22932
2021-01-29,10.64958
2021-01-30,2.98768
2021-01-31,2.53639
2021-02-01,14.62876
2021-02-02,13.08386
2021-02-03,10.17524
2021-02-04,8.86092
2021-02-05,8.30094
2021-02-06,1.14302
2021-02-07,1.08044
2021-02-08,7.90895
2021-02-09,7.57955
2021-02-10,6.73298
2021-02-11,0.92232
2021-02-12,1.20561
2021-02-13,1.10349
2021-02-14,1.13314
2021-02-15,12.64905
2021-02-16,12.22083
2021-02-17,11.9046
2021-02-18,11.54226
2021-02-19,20.62718
2021-02-20,3.65966
2021-02-21,3.12273
2021-02-22,16.32848
2021-02-23,11.63449
2021-02-24,11.92107
2021-02-25,12.59635
2021-02-26,10.00724
2021-02-27,1.52513
2021-02-28,1.39666
2021-03-01,1.69971
2021-03-02,10.83075
2021-03-03,10.9691
2021-03-04,9.18374
2021-03-05,8.49528
2021-03-06,1.53501
2021-03-07,1.28466
2021-03-08,7.96824
2021-03-09,8.94657
2021-03-10,8.84116
2021-03-11,12.47117
2021-03-12,14.41135
2021-03-13,2.5331
2021-03-14,1.871
2021-03-15,14.497
2021-03-16,13.40338
2021-03-17,10.9691
2021-03-18,13.77231
2021-03-19,16.52941
2021-03-20,2.76698
2021-03-21,2.40134
2021-03-22,16.36471
2021-03-23,14.7704
2021-03-24,13.60432
2021-03-25,13.07727
2021-03-26,12.10224
2021-03-27,1.49548
2021-03-28,1.23525
2021-03-29,11.2425
2021-03-30,10.7484
2021-03-31,8.71269
2021-04-01,15.00757
2021-04-02,18.70347
2021-04-03,3.1392
2021-04-04,3.40931
2021-04-05,38.1975
2021-04-06,46.71256
2021-04-07,36.42861
2021-04-08,34.64984
2021-04-09,36.87989
2021-04-10,5.60642
2021-04-11,4.56551
2021-04-12,31.34264
2021-04-13,32.56802
2021-04-14,29.8208
2021-04-15,24.0892
2021-04-16,22.14902
2021-04-17,3.4719
2021-04-18,3.38955
2021-04-19,27.56769
2021-04-20,26.77053
2021-04-21,24.85341
2021-04-22,34.65313
2021-04-23,32.31767
2021-04-24,5.51749
2021-04-25,4.9608
2021-04-26,39.98945
2021-04-27,34.35008
2021-04-28,35.05171
2021-04-29,32.84801
2021-04-30,30.14691
2021-05-01,3.67283
2021-05-02,3.4126
2021-05-03,27.03406
2021-05-04,26.13149
2021-05-05,4.39093
2021-05-06,24.44166
2021-05-07,21.34857
2021-05-08,2.50016
2021-05-09,2.45075
2021-05-10,24.0332
2021-05-11,22.30384
2021-05-12,23.33816
2021-05-13,23.22616
2021-05-14,30.26879
2021-05-15,6.35417
2021-05-16,5.40878
2021-05-17,31.20429
2021-05-18,27.96956
2021-05-19,5.10573
2021-05-20,31.32288
2021-05-21,28.77659
2021-05-22,4.91797
2021-05-23,4.47328
2021-05-24,28.18696
2021-05-25,24.80729
2021-05-26,23.01535
2021-05-27,24.67553
2021-05-28,24.68212
2021-05-29,3.25449
2021-05-30,2.49687
2021-05-31,20.46577
2021-06-01,18.75288
2021-06-02,20.54812
2021-06-03,31.07253
2021-06-04,24.60307
2021-06-05,4.00882
2021-06-06,3.47519
2021-06-07,24.0892
2021-06-08,19.38533
2021-06-09,17.98208
2021-06-10,16.01884
2021-06-11,16.10778
2021-06-12,1.927
2021-06-13,1.55148
2021-06-14,14.00619
2021-06-15,16.21648
2021-06-16,15.99907
2021-06-17,15.84755
2021-06-18,18.50912
2021-06-19,1.78206
2021-06-20,1.38678
2021-06-21,14.21701
2021-06-22,14.39818
2021-06-23,14.21701
2021-06-24,15.80143
2021-06-25,13.97654
2021-06-26,1.7063
2021-06-27,1.49219
2021-06-28,13.32103
2021-06-29,13.86125
2021-06-30,15.14263
2021-07-01,17.43856
2021-07-02,23.28216
2021-07-03,3.36649
2021-07-04,3.44225
2021-07-05,20.70294
2021-07-06,16.65129
2021-07-07,16.56564
2021-07-08,14.38171
2021-07-09,14.41135
2021-07-10,1.73265
2021-07-11,1.57124
2021-07-12,13.54173
2021-07-13,13.34079
2021-07-14,11.44673
2021-07-15,13.35068
2021-07-16,13.93372
2021-07-17,2.56604
2021-07-18,2.02253
2021-07-19,28.29567
2021-07-20,25.16634
2021-07-21,19.35568
2021-07-22,30.49608
2021-07-23,28.12438
2021-07-24,4.078
2021-07-25,3.14908
2021-07-26,22.68924
2021-07-27,19.05263
2021-07-28,17.15528
2021-07-29,17.88984
2021-07-30,15.67955
2021-07-31,2.19711
2021-08-01,1.74253
2021-08-02,16.34495
2021-08-03,17.73173
2021-08-04,16.72376
2021-08-05,15.06028
2021-08-06,12.68528
2021-08-07,1.44278
2021-08-08,1.35055
2021-08-09,13.88431
2021-08-10,12.50741
2021-08-11,13.55491
2021-08-12,16.17366
2021-08-13,14.06219
2021-08-14,1.53172
2021-08-15,1.30772
2021-08-16,1.96653
2021-08-17,12.30318
2021-08-18,11.81566
2021-08-19,11.42038
2021-08-20,12.14177
2021-08-21,1.86771
2021-08-22,1.53501
2021-08-23,14.43112
2021-08-24,13.78878
2021-08-25,15.84096
2021-08-26,13.8909
2021-08-27,11.34462
2021-08-28,1.36372
2021-08-29,1.1002
2021-08-30,9.71407
2021-08-31,10.39264
2021-09-01,9.80631
2021-09-02,7.91224
2021-09-03,8.27458
2021-09-04,1.1562
2021-09-05,0.95856
2021-09-06,8.90045
2021-09-07,8.86751
2021-09-08,7.92871
2021-09-09,7.21061
2021-09-10,7.56966
2021-09-11,0.9882
2021-09-12,0.77738
2021-09-13,8.26141
2021-09-14,8.20541
2021-09-15,7.99459
2021-09-16,7.53672
2021-09-17,7.96824
2021-09-18,0.9322
2021-09-19,0.63904
2021-09-20,0.48092
2021-09-21,0.48751
2021-09-22,0.6588
2021-09-23,8.50517
2021-09-24,7.76072
2021-09-25,1.08044
2021-09-26,0.99479
2021-09-27,9.22326
2021-09-28,7.02286
2021-09-29,8.30753
2021-09-30,7.82989
2021-10-01,7.49061
2021-10-02,1.06396
2021-10-03,0.94867
2021-10-04,1.15949
2021-10-05,8.54469
2021-10-06,7.92542
2021-10-07,10.57052
2021-10-08,8.88069
2021-10-09,0.91573
2021-10-10,0.6588
2021-10-11,0.98161
2021-10-12,8.15929
2021-10-13,7.81672
2021-10-14,8.66657
2021-10-15,11.07121
2021-10-16,1.27808
2021-10-17,0.95526
2021-10-18,8.85763
2021-10-19,7.90565
2021-10-20,7.94189
2021-10-21,7.99459
2021-10-22,7.32591
2021-10-23,0.81691
2021-10-24,0.61268
2021-10-25,8.78516
2021-10-26,10.48488
2021-10-27,9.67784
2021-10-28,11.60484
2021-10-29,10.33335
2021-10-30,1.12326
2021-10-31,1.00467
2021-11-01,7.83319
2021-11-02,9.03221
2021-11-03,8.28447
2021-11-04,8.54799
2021-11-05,10.40252
2021-11-06,1.57783
2021-11-07,1.38019
2021-11-08,9.30232
2021-11-09,8.36352
2021-11-10,7.20403
2021-11-11,6.96027
2021-11-12,8.37011
2021-11-13,1.35055
2021-11-14,1.54489
2021-11-15,17.32656
2021-11-16,15.16898
2021-11-17,11.46649
2021-11-18,13.24527
2021-11-19,14.49041
2021-11-20,4.43375
2021-11-21,4.75986
2021-11-22,30.72007
2021-11-23,21.44739
2021-11-24,18.81217
2021-11-25,15.13933
2021-11-26,13.10692
2021-11-27,2.14111
2021-11-28,1.75242
2021-11-29,12.96528
2021-11-30,14.98781
2021-12-01,17.15857
2021-12-02,26.0195
2021-12-03,19.45121
2021-12-04,2.65168
2021-12-05,2.37828
2021-12-06,22.2676
2021-12-07,19.24369
2021-12-08,21.36833
2021-12-09,16.8127
2021-12-10,13.6702
2021-12-11,2.30581
2021-12-12,1.97312
2021-12-13,19.50062
2021-12-14,15.23486
2021-12-15,12.64246
2021-12-16,13.37374
2021-12-17,11.52249
2021-12-18,1.70959
2021-12-19,1.62066
2021-12-20,11.52908
2021-12-21,12.81375
2021-12-22,14.32571
2021-12-23,14.24006
2021-12-24,13.09374
2021-12-25,2.53969
2021-12-26,2.34534
2021-12-27,14.01936
2021-12-28,11.91778
2021-12-29,11.82225
2021-12-30,13.1728
2021-12-31,3.41919
2022-01-01,1.88088
2022-01-02,2.52322
2022-01-03,14.46406
2022-01-04,12.58976
2022-01-05,11.54226
2022-01-06,10.92298
2022-01-07,11.72013
2022-01-08,1.89406
2022-01-09,1.56795
2022-01-10,10.27735
2022-01-11,10.07971
2022-01-12,11.28862
2022-01-13,9.3682
2022-01-14,13.54173
2022-01-15,2.15429
2022-01-16,1.91382
2022-01-17,11.55214
2022-01-18,11.66743
2022-01-19,11.37097
2022-01-20,13.16292
2022-01-21,12.33612
2022-01-22,2.38487
2022-01-23,2.45075
2022-01-24,12.40859
2022-01-25,12.69517
2022-01-26,11.70366
2022-01-27,11.76955
2022-01-28,14.46406
2022-01-29,2.32558
2022-01-30,1.82159
2022-01-31,2.59239
2022-02-01,2.39475
2022-02-02,2.89215
2022-02-03,14.40806
2022-02-04,13.71961
2022-02-05,4.24929
2022-02-06,2.40134
2022-02-07,15.24804
2022-02-08,14.6057
2022-02-09,13.53514
2022-02-10,12.40529
2022-02-11,11.76625
2022-02-12,2.13452
2022-02-13,1.75242
2022-02-14,13.29138
2022-02-15,11.70037
2022-02-16,13.75914
2022-02-17,12.76763
2022-02-18,11.58837
2022-02-19,2.41781
2022-02-20,1.85782
2022-02-21,12.06601
2022-02-22,9.88536
2022-02-23,12.26694
2022-02-24,11.43026
2022-02-25,11.07451
2022-02-26,2.08841
2022-02-27,1.79194
2022-02-28,8.82798
2022-03-01,2.67474
2022-03-02,9.41102
2022-03-03,9.34185
2022-03-04,8.67316
2022-03-05,1.56795
2022-03-06,1.18584
2022-03-07,8.43599
2022-03-08,7.91883
2022-03-09,1.52513
2022-03-10,8.65999
2022-03-11,8.34376
2022-03-12,1.43619
2022-03-13,1.09032
2022-03-14,9.12444
2022-03-15,7.81672
2022-03-16,7.82989
2022-03-17,9.73713
2022-03-18,10.93945
2022-03-19,1.95006
2022-03-20,1.84794
2022-03-21,10.64628
2022-03-22,9.59549
2022-03-23,8.91033
2022-03-24,8.66657
2022-03-25,10.90322
2022-03-26,2.24323
2022-03-27,1.36043
2022-03-28,9.35832
2022-03-29,9.80631
2022-03-30,10.45852
2022-03-31,11.20627
2022-04-01,10.48488
2022-04-02,1.51525
2022-04-03,1.25172
2022-04-04,7.85624
2022-04-05,6.97345
2022-04-06,13.56149
2022-04-07,12.13518
2022-04-08,10.05336
2022-04-09,1.34396
2022-04-10,1.17596
2022-04-11,8.70281
2022-04-12,8.1033
2022-04-13,10.03689
2022-04-14,14.00948
2022-04-15,10.07642
2022-04-16,1.60089
2022-04-17,1.34725
2022-04-18,8.85104
2022-04-19,10.09618
2022-04-20,8.6534
2022-04-21,10.47829
2022-04-22,9.77007
2022-04-23,1.815
2022-04-24,1.55477
2022-04-25,8.56775
2022-04-26,9.00256
2022-04-27,7.84966
2022-04-28,8.28447
2022-04-29,9.12774
2022-04-30,1.69971
2022-05-01,1.64371
2022-05-02,9.05197
2022-05-03,8.65999
2022-05-04,7.60919
2022-05-05,1.72936
2022-05-06,7.71789
2022-05-07,1.25502
2022-05-08,1.12655
2022-05-09,8.4887
2022-05-10,9.76678
2022-05-11,9.16397
2022-05-12,7.79036
2022-05-13,8.26141
2022-05-14,1.54489
2022-05-15,1.3209
2022-05-16,8.37011
2022-05-17,8.37341
2022-05-18,10.46511
2022-05-19,8.71598
2022-05-20,9.5889
2022-05-21,2.06535
2022-05-22,1.55477
2022-05-23,9.46373
2022-05-24,7.92542
2022-05-25,7.55649
2022-05-26,7.51037
2022-05-27,6.98003
2022-05-28,1.06726
2022-05-29,0.75103
2022-05-30,7.36214
2022-05-31,7.46096
2022-06-01,1.55807
2022-06-02,6.01159
2022-06-03,8.09671
2022-06-04,1.28466
2022-06-05,1.05738
2022-06-06,1.19902
2022-06-07,7.04262
2022-06-08,6.68357
2022-06-09,7.02944
2022-06-10,5.85018
2022-06-11,0.88609
2022-06-12,0.57645
2022-06-13,5.73819
2022-06-14,5.93912
2022-06-15,7.07227
2022-06-16,6.65722
2022-06-17,6.13017
2022-06-18,1.13643
2022-06-19,1.03761
2022-06-20,6.23229
2022-06-21,6.01818
2022-06-22,6.69345
2022-06-23,6.3344
2022-06-24,6.32123
2022-06-25,1.08702
2022-06-26,0.95856
2022-06-27,8.63034
2022-06-28,7.4939
2022-06-29,5.71842
2022-06-30,5.5636
2022-07-01,5.48455
2022-07-02,0.76091
2022-07-03,0.7148
2022-07-04,5.60313
2022-07-05,6.13676
2022-07-06,5.46478
2022-07-07,6.01488
2022-07-08,5.5669
2022-07-09,0.72797
2022-07-10,0.84327
2022-07-11,8.6534
2022-07-12,5.7843
2022-07-13,6.37393
2022-07-14,6.31464
2022-07-15,6.31793
2022-07-16,1.19902
2022-07-17,0.76421
2022-07-18,7.03274
2022-07-19,5.43843
2022-07-20,6.229
2022-07-21,7.47084
2022-07-22,9.00586
2022-07-23,1.09691
2022-07-24,0.81362
2022-07-25,6.62757
2022-07-26,5.5636
2022-07-27,6.10712
2022-07-28,5.90618
2022-07-29,5.46478
2022-07-30,0.90256
2022-07-31,0.88609
2022-08-01,5.15514
2022-08-02,4.83892
2022-08-03,5.24408
2022-08-04,5.36596
2022-08-05,5.21444
2022-08-06,1.18255
2022-08-07,0.85644
2022-08-08,4.76645
2022-08-09,5.36926
2022-08-10,5.79089
2022-08-11,6.27182
2022-08-12,6.23558
2022-08-13,0.87621
2022-08-14,0.64562
2022-08-15,0.7675
2022-08-16,5.81724
2022-08-17,4.99044
2022-08-18,4.78951
2022-08-19,4.20646
2022-08-20,0.57316
2022-08-21,0.89597
2022-08-22,4.11753
2022-08-23,3.81448
2022-08-24,4.20317
2022-08-25,4.72033
2022-08-26,4.5721
2022-08-27,0.61927
2022-08-28,0.4941
2022-08-29,3.9133
2022-08-30,4.66104
2022-08-31,4.33823
2022-09-01,3.65966
2022-09-02,3.97918
2022-09-03,0.84327
2022-09-04,0.62257
2022-09-05,3.4719
2022-09-06,3.49496
2022-09-07,4.43705
2022-09-08,4.15047
2022-09-09,0.67198
2022-09-10,0.4908
2022-09-11,0.51057
2022-09-12,0.66209
2022-09-13,6.15653
2022-09-14,5.00032
2022-09-15,5.88642
2022-09-16,5.61301
2022-09-17,1.1529
2022-09-18,0.94209
2022-09-19,10.083
2022-09-20,7.68166
2022-09-21,5.7843
2022-09-22,6.70004
2022-09-23,8.4854
2022-09-24,1.52842
2022-09-25,1.88418
2022-09-26,6.82521
2022-09-27,7.02944
2022-09-28,6.32452
2022-09-29,6.18617
2022-09-30,5.79089
2022-10-01,1.21549
2022-10-02,1.04091
2022-10-03,1.23855
2022-10-04,9.49008
2022-10-05,7.66848
2022-10-06,7.25673
2022-10-07,6.03794
2022-10-08,0.91573
2022-10-09,0.69833
2022-10-10,1.01785
2022-10-11,5.47137
2022-10-12,5.05303
2022-10-13,4.65116
2022-10-14,6.01488
2022-10-15,1.35055
2022-10-16,0.90585
2022-10-17,6.23558
2022-10-18,5.90289
2022-10-19,4.59187
2022-10-20,4.25917
2022-10-21,4.13729
2022-10-22,0.7115
2022-10-23,0.42822
2022-10-24,5.82054
2022-10-25,5.66242
2022-10-26,5.21773
2022-10-27,5.25067
2022-10-28,4.44034
2022-10-29,0.6028
2022-10-30,0.34257
2022-10-31,5.49443
2022-11-01,5.3429
2022-11-02,4.64786
2022-11-03,4.40411
2022-11-04,3.99565
2022-11-05,0.62586
2022-11-06,0.46116
2022-11-07,4.47657
2022-11-08,5.5636
2022-11-09,6.92403
2022-11-10,5.35279
2022-11-11,7.3852
2022-11-12,1.13973
2022-11-13,1.07714
2022-11-14,8.42282
2022-11-15,8.14941
2022-11-16,8.46564
2022-11-17,5.73819
2022-11-18,8.10988
2022-11-19,1.3176
2022-11-20,1.02773
2022-11-21,6.54522
2022-11-22,5.47137
2022-11-23,5.51419
2022-11-24,6.01818
2022-11-25,5.10573
2022-11-26,0.88938
2022-11-27,0.8268
2022-11-28,5.43843
2022-11-29,8.20212
2022-11-30,6.48922
2022-12-01,6.62757
2022-12-02,5.20785
2022-12-03,1.01455
2022-12-04,0.92562
2022-12-05,5.52407
2022-12-06,4.48316
2022-12-07,4.34811
2022-12-08,4.14717
2022-12-09,4.65445
2022-12-10,0.7675
2022-12-11,0.62257
2022-12-12,4.50951
2022-12-13,3.94953
2022-12-14,4.80927
2022-12-15,4.27564
2022-12-16,3.92647
2022-12-17,0.81033
2022-12-18,0.72468
2022-12-19,4.08459
2022-12-20,3.92647
2022-12-21,3.80459
2022-12-22,4.13729
2022-12-23,3.70907
2022-12-24,0.57316
2022-12-25,0.99808
2022-12-26,4.22623
2022-12-27,3.99894
2022-12-28,4.11753
2022-12-29,4.38105
2022-12-30,1.33737
2022-12-31,0.62915
2023-01-01,0.55998
2023-01-02,4.4634
2023-01-03,4.91468
2023-01-04,7.26332
2023-01-05,6.005
2023-01-06,5.60313
2023-01-07,0.86632
2023-01-08,0.69174
2023-01-09,6.20594
2023-01-10,6.46617
2023-01-11,5.52078
2023-01-12,4.69069
2023-01-13,4.58857
2023-01-14,0.7708
2023-01-15,0.66209
2023-01-16,5.14197
2023-01-17,4.52269
2023-01-18,4.16364
2023-01-19,4.48975
2023-01-20,3.65307
2023-01-21,0.68845
2023-01-22,0.39857
2023-01-23,0.72797
2023-01-24,0.83997
2023-01-25,7.69813
2023-01-26,6.9998
2023-01-27,7.78378
2023-01-28,1.64701
2023-01-29,1.3176
2023-01-30,6.08406
2023-01-31,8.21529
2023-02-01,7.45437
2023-02-02,8.56446
2023-02-03,8.25482
2023-02-04,1.92041
2023-02-05,2.57922
2023-02-06,10.42558
2023-02-07,11.33803
2023-02-08,10.96251
2023-02-09,8.95645
2023-02-10,8.66657
2023-02-11,1.27478
2023-02-12,1.08373
2023-02-13,9.15409
2023-02-14,13.02457
2023-02-15,11.92766
2023-02-16,10.76487
2023-02-17,10.40582
2023-02-18,1.80512
2023-02-19,1.09032
2023-02-20,7.81672
2023-02-21,7.03603
2023-02-22,6.77251
2023-02-23,8.85104
2023-02-24,8.36352
2023-02-25,2.50345
2023-02-26,1.93359
2023-02-27,9.21668
2023-02-28,6.64404
2023-03-01,1.34725
2023-03-02,6.1697
2023-03-03,6.41017
2023-03-04,1.86441
2023-03-05,1.14632
2023-03-06,6.51887
2023-03-07,7.12826
2023-03-08,5.78101
2023-03-09,5.69207
2023-03-10,4.52598
2023-03-11,0.73456
2023-03-12,0.84327
2023-03-13,4.85868
2023-03-14,4.69398
2023-03-15,5.57019
2023-03-16,6.52875
2023-03-17,9.16727
2023-03-18,1.51195
2023-03-19,1.16279
2023-03-20,7.26991
2023-03-21,5.83042
2023-03-22,5.63607
2023-03-23,6.89109
2023-03-24,36.84695
2023-03-25,12.7874
2023-03-26,9.01903
2023-03-27,28.13755
2023-03-28,21.13116
2023-03-29,26.20067
2023-03-30,28.31872
2023-03-31,30.45325
2023-04-01,4.16364
2023-04-02,4.03188
2023-04-03,23.67415
2023-04-04,21.80973
2023-04-05,20.30766
2023-04-06,18.25219
2023-04-07,21.78338
2023-04-08,3.37966
2023-04-09,3.10955
2023-04-10,20.59424
2023-04-11,24.09249
2023-04-12,18.12701
2023-04-13,15.72896
2023-04-14,14.97134
2023-04-15,2.24981
2023-04-16,1.78865
2023-04-17,14.04572
2023-04-18,13.59773
2023-04-19,14.24006
2023-04-20,15.3238
2023-04-21,16.93787
2023-04-22,2.84603
2023-04-23,2.34534
2023-04-24,16.90164
2023-04-25,14.33888
2023-04-26,17.32656
2023-04-27,14.273
2023-04-28,12.64246
2023-04-29,2.10158
2023-04-30,1.60748
2023-05-01,2.47051
2023-05-02,13.10363
2023-05-03,17.79432
2023-05-04,15.22498
2023-05-05,2.11805
2023-05-06,1.95994
2023-05-07,1.58442
2023-05-08,12.94222
2023-05-09,11.26227
2023-05-10,10.38605
2023-05-11,10.50135
2023-05-12,8.9268
2023-05-13,1.23525
2023-05-14,1.22867
2023-05-15,10.24441
2023-05-16,10.65616
2023-05-17,9.63831
2023-05-18,13.35068
2023-05-19,58.42282
2023-05-20,13.25186
2023-05-21,10.3037
2023-05-22,36.49449
2023-05-23,22.39277
2023-05-24,20.23189
2023-05-25,35.21641
2023-05-26,33.23341
2023-05-27,4.38434
2023-05-28,5.09915
