date,국내ETF
2020-08-30,23.05699
2020-08-31,26.943
2020-09-01,17.87564
2020-09-02,26.1658
2020-09-03,33.41968
2020-09-04,17.87564
2020-09-05,17.87564
2020-09-06,17.09844
2020-09-07,21.24352
2020-09-08,29.27461
2020-09-09,28.23834
2020-09-10,22.79792
2020-09-11,21.76165
2020-09-12,13.21243
2020-09-13,11.39896
2020-09-14,20.98445
2020-09-15,29.01554
2020-09-16,26.42487
2020-09-17,20.72538
2020-09-18,23.31606
2020-09-19,11.65803
2020-09-20,14.76683
2020-09-21,22.27979
2020-09-22,16.83937
2020-09-23,15.28497
2020-09-24,19.94818
2020-09-25,23.31606
2020-09-26,12.43523
2020-09-27,11.91709
2020-09-28,14.2487
2020-09-29,15.28497
2020-09-30,6.73575
2020-10-01,12.95336
2020-10-02,9.58549
2020-10-03,13.98963
2020-10-04,14.76683
2020-10-05,21.50259
2020-10-06,19.17098
2020-10-07,19.94818
2020-10-08,19.43005
2020-10-09,14.76683
2020-10-10,15.28497
2020-10-11,19.17098
2020-10-12,19.17098
2020-10-13,24.09326
2020-10-14,19.94818
2020-10-15,16.32124
2020-10-16,16.83937
2020-10-17,8.54922
2020-10-18,10.62176
2020-10-19,15.54404
2020-10-20,14.76683
2020-10-21,18.39378
2020-10-22,16.58031
2020-10-23,14.50777
2020-10-24,9.58549
2020-10-25,10.36269
2020-10-26,14.2487
2020-10-27,18.91191
2020-10-28,14.2487
2020-10-29,15.28497
2020-10-30,10.88082
2020-10-31,8.80829
2020-11-01,9.32642
2020-11-02,17.35751
2020-11-03,13.98963
2020-11-04,19.17098
2020-11-05,17.35751
2020-11-06,16.83937
2020-11-07,10.88082
2020-11-08,13.73056
2020-11-09,24.61139
2020-11-10,22.27979
2020-11-11,23.83419
2020-11-12,28.4974
2020-11-13,26.1658
2020-11-14,10.62176
2020-11-15,20.46632
2020-11-16,21.24352
2020-11-17,34.45595
2020-11-18,30.82901
2020-11-19,31.08808
2020-11-20,24.87046
2020-11-21,20.20725
2020-11-22,20.20725
2020-11-23,27.20207
2020-11-24,35.75129
2020-11-25,33.93782
2020-11-26,31.08808
2020-11-27,31.34715
2020-11-28,21.76165
2020-11-29,28.23834
2020-11-30,43.78238
2020-12-01,46.89119
2020-12-02,58.80829
2020-12-03,51.5544
2020-12-04,47.40932
2020-12-05,23.57512
2020-12-06,24.61139
2020-12-07,38.0829
2020-12-08,40.4145
2020-12-09,32.64248
2020-12-10,39.6373
2020-12-11,31.60621
2020-12-12,23.31606
2020-12-13,24.87046
2020-12-14,36.26943
2020-12-15,33.67875
2020-12-16,36.26943
2020-12-17,28.4974
2020-12-18,29.79274
2020-12-19,18.91191
2020-12-20,25.64766
2020-12-21,43.52331
2020-12-22,47.40932
2020-12-23,44.81865
2020-12-24,50.51813
2020-12-25,26.1658
2020-12-26,33.16062
2020-12-27,37.04663
2020-12-28,51.5544
2020-12-29,60.62176
2020-12-30,58.54922
2020-12-31,32.64248
2021-01-01,25.3886
2021-01-02,47.66839
2021-01-03,40.15544
2021-01-04,72.79792
2021-01-05,64.2487
2021-01-06,74.09326
2021-01-07,77.20207
2021-01-08,90.15544
2021-01-09,57.77202
2021-01-10,65.54404
2021-01-11,89.6373
2021-01-12,63.4715
2021-01-13,58.03108
2021-01-14,65.8031
2021-01-15,54.66321
2021-01-16,38.0829
2021-01-17,39.37823
2021-01-18,54.66321
2021-01-19,56.47668
2021-01-20,75.90673
2021-01-21,89.89637
2021-01-22,88.34196
2021-01-23,61.65803
2021-01-24,63.98963
2021-01-25,86.01036
2021-01-26,90.15544
2021-01-27,60.36269
2021-01-28,56.21761
2021-01-29,52.84974
2021-01-30,37.56476
2021-01-31,41.70984
2021-02-01,49.74093
2021-02-02,61.91709
2021-02-03,56.47668
2021-02-04,56.99481
2021-02-05,62.17616
2021-02-06,49.22279
2021-02-07,51.81347
2021-02-08,62.6943
2021-02-09,52.59067
2021-02-10,51.81347
2021-02-11,42.48704
2021-02-12,36.78756
2021-02-13,41.96891
2021-02-14,54.92227
2021-02-15,100.0
2021-02-16,90.4145
2021-02-17,75.3886
2021-02-18,60.36269
2021-02-19,53.88601
2021-02-20,31.08808
2021-02-21,36.01036
2021-02-22,67.35751
2021-02-23,43.00518
2021-02-24,39.6373
2021-02-25,48.44559
2021-02-26,40.67357
2021-02-27,25.12953
2021-02-28,25.64766
2021-03-01,33.67875
2021-03-02,44.81865
2021-03-03,37.30569
2021-03-04,34.45595
2021-03-05,29.53367
2021-03-06,18.39378
2021-03-07,19.17098
2021-03-08,28.23834
2021-03-09,26.1658
2021-03-10,29.53367
2021-03-11,31.08808
2021-03-12,28.23834
2021-03-13,19.94818
2021-03-14,24.09326
2021-03-15,32.90155
2021-03-16,40.93264
2021-03-17,35.49222
2021-03-18,36.01036
2021-03-19,27.20207
2021-03-20,23.57512
2021-03-21,18.91191
2021-03-22,26.68393
2021-03-23,32.12435
2021-03-24,30.05181
2021-03-25,31.86528
2021-03-26,27.97927
2021-03-27,17.61658
2021-03-28,22.02072
2021-03-29,28.23834
2021-03-30,30.56994
2021-03-31,30.82901
2021-04-01,29.79274
2021-04-02,30.56994
2021-04-03,23.57512
2021-04-04,29.79274
2021-04-05,44.81865
2021-04-06,36.52849
2021-04-07,40.67357
2021-04-08,34.45595
2021-04-09,31.08808
2021-04-10,23.31606
2021-04-11,23.83419
2021-04-12,50.51813
2021-04-13,41.96891
2021-04-14,44.30051
2021-04-15,45.59585
2021-04-16,33.93782
2021-04-17,23.57512
2021-04-18,21.76165
2021-04-19,41.96891
2021-04-20,42.22797
2021-04-21,30.56994
2021-04-22,38.8601
2021-04-23,34.97409
2021-04-24,17.35751
2021-04-25,24.09326
2021-04-26,35.23316
2021-04-27,34.19689
2021-04-28,31.60621
2021-04-29,29.27461
2021-04-30,24.09326
2021-05-01,15.8031
2021-05-02,20.98445
2021-05-03,33.41968
2021-05-04,33.67875
2021-05-05,23.57512
2021-05-06,23.83419
2021-05-07,27.20207
2021-05-08,14.50777
2021-05-09,20.20725
2021-05-10,34.97409
2021-05-11,34.97409
2021-05-12,29.79274
2021-05-13,34.19689
2021-05-14,20.46632
2021-05-15,15.28497
2021-05-16,16.58031
2021-05-17,25.3886
2021-05-18,20.72538
2021-05-19,18.39378
2021-05-20,29.27461
2021-05-21,31.34715
2021-05-22,15.0259
2021-05-23,17.87564
2021-05-24,26.943
2021-05-25,33.67875
2021-05-26,36.01036
2021-05-27,26.42487
2021-05-28,23.31606
2021-05-29,13.73056
2021-05-30,13.21243
2021-05-31,28.23834
2021-06-01,27.7202
2021-06-02,29.01554
2021-06-03,26.68393
2021-06-04,17.87564
2021-06-05,8.54922
2021-06-06,16.06217
2021-06-07,25.3886
2021-06-08,25.90673
2021-06-09,28.4974
2021-06-10,23.57512
2021-06-11,27.7202
2021-06-12,17.87564
2021-06-13,18.13471
2021-06-14,29.27461
2021-06-15,34.45595
2021-06-16,24.09326
2021-06-17,26.1658
2021-06-18,27.20207
2021-06-19,12.43523
2021-06-20,13.98963
2021-06-21,21.24352
2021-06-22,25.12953
2021-06-23,30.05181
2021-06-24,31.86528
2021-06-25,31.86528
2021-06-26,23.05699
2021-06-27,18.39378
2021-06-28,34.71502
2021-06-29,28.75647
2021-06-30,33.41968
2021-07-01,29.01554
2021-07-02,20.46632
2021-07-03,17.61658
2021-07-04,23.31606
2021-07-05,37.04663
2021-07-06,34.45595
2021-07-07,29.01554
2021-07-08,33.93782
2021-07-09,26.1658
2021-07-10,19.43005
2021-07-11,18.65284
2021-07-12,33.41968
2021-07-13,38.60103
2021-07-14,40.15544
2021-07-15,37.04663
2021-07-16,29.53367
2021-07-17,19.17098
2021-07-18,21.50259
2021-07-19,38.0829
2021-07-20,38.60103
2021-07-21,37.82383
2021-07-22,31.08808
2021-07-23,29.01554
2021-07-24,16.83937
2021-07-25,22.53886
2021-07-26,35.75129
2021-07-27,34.71502
2021-07-28,34.97409
2021-07-29,42.74611
2021-07-30,36.78756
2021-07-31,11.91709
2021-08-01,15.54404
2021-08-02,37.82383
2021-08-03,39.37823
2021-08-04,41.1917
2021-08-05,45.59585
2021-08-06,34.45595
2021-08-07,27.20207
2021-08-08,26.42487
2021-08-09,46.37305
2021-08-10,48.44559
2021-08-11,45.85492
2021-08-12,45.07772
2021-08-13,44.55958
2021-08-14,21.24352
2021-08-15,18.91191
2021-08-16,23.57512
2021-08-17,38.34196
2021-08-18,34.45595
2021-08-19,33.41968
2021-08-20,31.60621
2021-08-21,22.02072
2021-08-22,22.02072
2021-08-23,36.26943
2021-08-24,48.70466
2021-08-25,40.93264
2021-08-26,42.74611
2021-08-27,27.46113
2021-08-28,34.45595
2021-08-29,28.23834
2021-08-30,43.26424
2021-08-31,55.18134
2021-09-01,45.59585
2021-09-02,51.29533
2021-09-03,44.04145
2021-09-04,28.4974
2021-09-05,26.68393
2021-09-06,43.52331
2021-09-07,46.37305
2021-09-08,46.37305
2021-09-09,42.74611
2021-09-10,31.60621
2021-09-11,30.82901
2021-09-12,26.1658
2021-09-13,38.34196
2021-09-14,38.0829
2021-09-15,39.37823
2021-09-16,33.67875
2021-09-17,33.67875
2021-09-18,19.68911
2021-09-19,16.58031
2021-09-20,18.39378
2021-09-21,21.76165
2021-09-22,25.12953
2021-09-23,36.26943
2021-09-24,46.11398
2021-09-25,26.1658
2021-09-26,22.02072
2021-09-27,47.15025
2021-09-28,54.92227
2021-09-29,48.18652
2021-09-30,52.07253
2021-10-01,42.74611
2021-10-02,18.65284
2021-10-03,26.1658
2021-10-04,27.46113
2021-10-05,42.74611
2021-10-06,41.70984
2021-10-07,41.96891
2021-10-08,40.93264
2021-10-09,17.87564
2021-10-10,16.83937
2021-10-11,22.02072
2021-10-12,45.59585
2021-10-13,44.55958
2021-10-14,37.82383
2021-10-15,32.38341
2021-10-16,18.39378
2021-10-17,22.02072
2021-10-18,41.96891
2021-10-19,43.00518
2021-10-20,43.26424
2021-10-21,34.71502
2021-10-22,43.00518
2021-10-23,17.35751
2021-10-24,20.20725
2021-10-25,40.93264
2021-10-26,48.70466
2021-10-27,40.67357
2021-10-28,42.74611
2021-10-29,34.71502
2021-10-30,17.87564
2021-10-31,22.02072
2021-11-01,35.49222
2021-11-02,46.37305
2021-11-03,44.55958
2021-11-04,44.55958
2021-11-05,52.07253
2021-11-06,22.79792
2021-11-07,30.05181
2021-11-08,54.66321
2021-11-09,50.51813
2021-11-10,49.48186
2021-11-11,42.22797
2021-11-12,40.67357
2021-11-13,26.42487
2021-11-14,25.3886
2021-11-15,61.39896
2021-11-16,53.36787
2021-11-17,63.4715
2021-11-18,65.54404
2021-11-19,55.69948
2021-11-20,29.27461
2021-11-21,30.56994
2021-11-22,75.64766
2021-11-23,58.03108
2021-11-24,60.88082
2021-11-25,63.21243
2021-11-26,58.03108
2021-11-27,23.05699
2021-11-28,18.13471
2021-11-29,55.18134
2021-11-30,49.74093
2021-12-01,43.52331
2021-12-02,51.5544
2021-12-03,38.34196
2021-12-04,21.24352
2021-12-05,23.31606
2021-12-06,37.56476
2021-12-07,41.45077
2021-12-08,53.88601
2021-12-09,50.51813
2021-12-10,40.15544
2021-12-11,18.39378
2021-12-12,26.943
2021-12-13,53.1088
2021-12-14,38.34196
2021-12-15,48.44559
2021-12-16,41.96891
2021-12-17,31.08808
2021-12-18,18.13471
2021-12-19,30.56994
2021-12-20,34.71502
2021-12-21,33.67875
2021-12-22,45.85492
2021-12-23,53.1088
2021-12-24,44.81865
2021-12-25,16.58031
2021-12-26,22.79792
2021-12-27,44.04145
2021-12-28,55.18134
2021-12-29,54.14507
2021-12-30,43.78238
2021-12-31,37.30569
2022-01-01,23.57512
2022-01-02,29.01554
2022-01-03,53.62694
2022-01-04,51.03626
2022-01-05,43.52331
2022-01-06,44.55958
2022-01-07,39.11917
2022-01-08,23.57512
2022-01-09,25.12953
2022-01-10,38.60103
2022-01-11,34.71502
2022-01-12,42.74611
2022-01-13,46.37305
2022-01-14,40.4145
2022-01-15,20.72538
2022-01-16,26.68393
2022-01-17,39.89637
2022-01-18,35.49222
2022-01-19,42.74611
2022-01-20,38.60103
2022-01-21,41.70984
2022-01-22,16.06217
2022-01-23,17.87564
2022-01-24,40.93264
2022-01-25,36.01036
2022-01-26,42.48704
2022-01-27,52.3316
2022-01-28,36.26943
2022-01-29,17.35751
2022-01-30,22.53886
2022-01-31,23.57512
2022-02-01,30.56994
2022-02-02,38.0829
2022-02-03,66.58031
2022-02-04,47.92746
2022-02-05,28.75647
2022-02-06,34.71502
2022-02-07,44.81865
2022-02-08,44.30051
2022-02-09,45.33678
2022-02-10,52.59067
2022-02-11,43.52331
2022-02-12,25.3886
2022-02-13,18.39378
2022-02-14,30.31088
2022-02-15,37.56476
2022-02-16,46.11398
2022-02-17,42.22797
2022-02-18,38.34196
2022-02-19,22.02072
2022-02-20,17.35751
2022-02-21,31.86528
2022-02-22,30.31088
2022-02-23,34.71502
2022-02-24,37.82383
2022-02-25,42.48704
2022-02-26,23.31606
2022-02-27,22.79792
2022-02-28,40.67357
2022-03-01,25.90673
2022-03-02,33.16062
2022-03-03,27.97927
2022-03-04,32.64248
2022-03-05,14.50777
2022-03-06,13.98963
2022-03-07,32.38341
2022-03-08,30.31088
2022-03-09,19.94818
2022-03-10,26.68393
2022-03-11,23.57512
2022-03-12,13.21243
2022-03-13,16.83937
2022-03-14,26.68393
2022-03-15,27.7202
2022-03-16,26.943
2022-03-17,32.38341
2022-03-18,24.61139
2022-03-19,19.43005
2022-03-20,17.87564
2022-03-21,36.78756
2022-03-22,44.30051
2022-03-23,34.45595
2022-03-24,34.45595
2022-03-25,39.89637
2022-03-26,14.50777
2022-03-27,15.0259
2022-03-28,34.71502
2022-03-29,40.93264
2022-03-30,36.26943
2022-03-31,37.04663
2022-04-01,24.87046
2022-04-02,18.65284
2022-04-03,20.20725
2022-04-04,34.45595
2022-04-05,36.78756
2022-04-06,23.05699
2022-04-07,29.27461
2022-04-08,24.35233
2022-04-09,12.43523
2022-04-10,13.73056
2022-04-11,33.93782
2022-04-12,29.27461
2022-04-13,31.34715
2022-04-14,37.04663
2022-04-15,29.79274
2022-04-16,10.62176
2022-04-17,9.84455
2022-04-18,26.943
2022-04-19,37.82383
2022-04-20,35.23316
2022-04-21,30.05181
2022-04-22,23.05699
2022-04-23,10.36269
2022-04-24,11.39896
2022-04-25,30.05181
2022-04-26,26.68393
2022-04-27,31.34715
2022-04-28,27.7202
2022-04-29,23.57512
2022-04-30,10.36269
2022-05-01,11.13989
2022-05-02,26.943
2022-05-03,25.3886
2022-05-04,24.87046
2022-05-05,15.8031
2022-05-06,23.31606
2022-05-07,11.13989
2022-05-08,8.54922
2022-05-09,24.35233
2022-05-10,22.53886
2022-05-11,18.91191
2022-05-12,26.1658
2022-05-13,36.26943
2022-05-14,12.6943
2022-05-15,9.32642
2022-05-16,26.943
2022-05-17,25.90673
2022-05-18,29.27461
2022-05-19,30.56994
2022-05-20,32.64248
2022-05-21,11.91709
2022-05-22,13.73056
2022-05-23,26.42487
2022-05-24,27.20207
2022-05-25,31.86528
2022-05-26,22.27979
2022-05-27,22.27979
2022-05-28,8.29015
2022-05-29,7.77202
2022-05-30,37.04663
2022-05-31,30.05181
2022-06-01,15.8031
2022-06-02,32.90155
2022-06-03,26.943
2022-06-04,9.06735
2022-06-05,8.80829
2022-06-06,14.2487
2022-06-07,29.27461
2022-06-08,23.83419
2022-06-09,22.53886
2022-06-10,25.90673
2022-06-11,9.84455
2022-06-12,7.51295
2022-06-13,34.45595
2022-06-14,42.74611
2022-06-15,34.45595
2022-06-16,36.01036
2022-06-17,29.01554
2022-06-18,6.73575
2022-06-19,8.03108
2022-06-20,33.67875
2022-06-21,36.78756
2022-06-22,32.12435
2022-06-23,33.41968
2022-06-24,41.70984
2022-06-25,21.24352
2022-06-26,15.0259
2022-06-27,39.37823
2022-06-28,31.34715
2022-06-29,35.49222
2022-06-30,36.01036
2022-07-01,34.71502
2022-07-02,10.36269
2022-07-03,11.13989
2022-07-04,29.01554
2022-07-05,30.05181
2022-07-06,27.46113
2022-07-07,31.86528
2022-07-08,44.04145
2022-07-09,10.88082
2022-07-10,8.54922
2022-07-11,23.05699
2022-07-12,22.79792
2022-07-13,30.31088
2022-07-14,20.98445
2022-07-15,26.68393
2022-07-16,9.84455
2022-07-17,7.25388
2022-07-18,32.12435
2022-07-19,35.49222
2022-07-20,46.11398
2022-07-21,25.64766
2022-07-22,36.78756
2022-07-23,10.88082
2022-07-24,8.29015
2022-07-25,31.60621
2022-07-26,27.46113
2022-07-27,26.943
2022-07-28,21.50259
2022-07-29,27.7202
2022-07-30,10.88082
2022-07-31,10.10362
2022-08-01,37.30569
2022-08-02,29.53367
2022-08-03,32.64248
2022-08-04,30.56994
2022-08-05,31.08808
2022-08-06,7.77202
2022-08-07,11.91709
2022-08-08,29.01554
2022-08-09,20.20725
2022-08-10,18.65284
2022-08-11,30.31088
2022-08-12,26.943
2022-08-13,13.98963
2022-08-14,10.36269
2022-08-15,7.77202
2022-08-16,32.64248
2022-08-17,27.46113
2022-08-18,23.31606
2022-08-19,20.20725
2022-08-20,14.2487
2022-08-21,11.65803
2022-08-22,28.4974
2022-08-23,28.23834
2022-08-24,24.09326
2022-08-25,24.09326
2022-08-26,30.56994
2022-08-27,5.18134
2022-08-28,7.51295
2022-08-29,29.79274
2022-08-30,23.05699
2022-08-31,27.20207
2022-09-01,18.65284
2022-09-02,29.53367
2022-09-03,11.65803
2022-09-04,12.95336
2022-09-05,25.3886
2022-09-06,24.09326
2022-09-07,23.05699
2022-09-08,23.83419
2022-09-09,10.62176
2022-09-10,7.77202
2022-09-11,8.54922
2022-09-12,10.88082
2022-09-13,34.45595
2022-09-14,36.52849
2022-09-15,33.41968
2022-09-16,20.20725
2022-09-17,8.54922
2022-09-18,12.43523
2022-09-19,23.57512
2022-09-20,17.87564
2022-09-21,15.8031
2022-09-22,19.68911
2022-09-23,21.76165
2022-09-24,7.51295
2022-09-25,8.29015
2022-09-26,23.05699
2022-09-27,20.46632
2022-09-28,23.31606
2022-09-29,14.2487
2022-09-30,23.05699
2022-10-01,6.47668
2022-10-02,6.99481
2022-10-03,7.77202
2022-10-04,27.46113
2022-10-05,26.943
2022-10-06,21.76165
2022-10-07,16.06217
2022-10-08,4.92227
2022-10-09,6.47668
2022-10-10,8.80829
2022-10-11,23.57512
2022-10-12,16.06217
2022-10-13,19.68911
2022-10-14,16.58031
2022-10-15,8.80829
2022-10-16,2.84974
2022-10-17,19.17098
2022-10-18,20.98445
2022-10-19,26.1658
2022-10-20,15.28497
2022-10-21,16.32124
2022-10-22,6.99481
2022-10-23,7.77202
2022-10-24,23.05699
2022-10-25,17.35751
2022-10-26,17.61658
2022-10-27,19.43005
2022-10-28,21.76165
2022-10-29,6.99481
2022-10-30,5.69948
2022-10-31,21.50259
2022-11-01,20.20725
2022-11-02,23.05699
2022-11-03,18.91191
2022-11-04,16.32124
2022-11-05,7.77202
2022-11-06,7.25388
2022-11-07,21.50259
2022-11-08,16.32124
2022-11-09,22.27979
2022-11-10,17.87564
2022-11-11,24.61139
2022-11-12,8.80829
2022-11-13,12.6943
2022-11-14,24.87046
2022-11-15,26.42487
2022-11-16,22.53886
2022-11-17,19.43005
2022-11-18,18.39378
2022-11-19,9.06735
2022-11-20,6.47668
2022-11-21,22.53886
2022-11-22,22.02072
2022-11-23,22.02072
2022-11-24,17.87564
2022-11-25,15.0259
2022-11-26,4.14507
2022-11-27,8.80829
2022-11-28,24.35233
2022-11-29,19.94818
2022-11-30,18.91191
2022-12-01,22.53886
2022-12-02,15.0259
2022-12-03,5.44041
2022-12-04,11.91709
2022-12-05,17.35751
2022-12-06,17.35751
2022-12-07,16.58031
2022-12-08,15.8031
2022-12-09,18.65284
2022-12-10,9.06735
2022-12-11,6.73575
2022-12-12,20.20725
2022-12-13,20.72538
2022-12-14,15.8031
2022-12-15,16.83937
2022-12-16,22.02072
2022-12-17,5.69948
2022-12-18,4.66321
2022-12-19,14.76683
2022-12-20,12.95336
2022-12-21,12.6943
2022-12-22,16.32124
2022-12-23,17.09844
2022-12-24,7.77202
2022-12-25,12.17616
2022-12-26,23.57512
2022-12-27,13.98963
2022-12-28,23.57512
2022-12-29,23.05699
2022-12-30,12.43523
2022-12-31,4.92227
2023-01-01,6.73575
2023-01-02,23.57512
2023-01-03,24.35233
2023-01-04,28.23834
2023-01-05,20.72538
2023-01-06,16.83937
2023-01-07,8.80829
2023-01-08,9.06735
2023-01-09,24.61139
2023-01-10,29.27461
2023-01-11,36.78756
2023-01-12,34.19689
2023-01-13,29.01554
2023-01-14,3.62694
2023-01-15,6.47668
2023-01-16,25.64766
2023-01-17,21.76165
2023-01-18,16.58031
2023-01-19,21.24352
2023-01-20,13.4715
2023-01-21,7.51295
2023-01-22,8.80829
2023-01-23,6.99481
2023-01-24,13.73056
2023-01-25,30.05181
2023-01-26,33.93782
2023-01-27,35.23316
2023-01-28,12.17616
2023-01-29,7.77202
2023-01-30,27.46113
2023-01-31,26.1658
2023-02-01,28.23834
2023-02-02,35.75129
2023-02-03,41.70984
2023-02-04,13.21243
2023-02-05,10.88082
2023-02-06,22.79792
2023-02-07,24.09326
2023-02-08,31.34715
2023-02-09,28.75647
2023-02-10,28.4974
2023-02-11,11.65803
2023-02-12,12.6943
2023-02-13,37.56476
2023-02-14,34.71502
2023-02-15,25.64766
2023-02-16,28.23834
2023-02-17,32.12435
2023-02-18,10.10362
2023-02-19,10.62176
2023-02-20,34.45595
2023-02-21,27.20207
2023-02-22,18.65284
2023-02-23,19.68911
2023-02-24,25.12953
2023-02-25,7.77202
2023-02-26,13.73056
2023-02-27,36.78756
2023-02-28,24.61139
2023-03-01,11.39896
2023-03-02,36.26943
2023-03-03,33.16062
2023-03-04,4.14507
2023-03-05,9.32642
2023-03-06,25.12953
2023-03-07,28.4974
2023-03-08,20.20725
2023-03-09,29.53367
2023-03-10,25.90673
2023-03-11,7.77202
2023-03-12,9.06735
2023-03-13,28.75647
2023-03-14,24.61139
2023-03-15,26.943
2023-03-16,27.97927
2023-03-17,28.75647
2023-03-18,7.77202
2023-03-19,7.77202
2023-03-20,22.53886
2023-03-21,29.01554
2023-03-22,30.05181
2023-03-23,27.97927
2023-03-24,22.27979
2023-03-25,8.29015
2023-03-26,8.29015
2023-03-27,32.64248
2023-03-28,28.4974
2023-03-29,33.93782
2023-03-30,33.93782
2023-03-31,29.27461
2023-04-01,8.29015
2023-04-02,4.92227
2023-04-03,27.20207
2023-04-04,24.09326
2023-04-05,26.68393
2023-04-06,32.12435
2023-04-07,26.943
2023-04-08,11.13989
2023-04-09,11.65803
2023-04-10,26.68393
2023-04-11,37.30569
2023-04-12,31.86528
2023-04-13,27.97927
2023-04-14,27.20207
2023-04-15,13.4715
2023-04-16,13.98963
2023-04-17,28.4974
2023-04-18,25.90673
2023-04-19,27.7202
2023-04-20,32.64248
2023-04-21,26.943
2023-04-22,9.58549
2023-04-23,7.25388
2023-04-24,21.50259
2023-04-25,25.90673
2023-04-26,29.79274
2023-04-27,19.17098
2023-04-28,20.46632
2023-04-29,5.95854
2023-04-30,6.21761
2023-05-01,6.99481
2023-05-02,26.68393
2023-05-03,14.76683
2023-05-04,17.35751
2023-05-05,4.92227
2023-05-06,3.88601
2023-05-07,7.25388
2023-05-08,20.72538
2023-05-09,18.39378
2023-05-10,18.13471
2023-05-11,18.65284
2023-05-12,22.27979
2023-05-13,2.84974
2023-05-14,3.88601
2023-05-15,19.94818
2023-05-16,20.72538
2023-05-17,16.06217
2023-05-18,20.72538
2023-05-19,21.24352
2023-05-20,3.36787
2023-05-21,6.99481
2023-05-22,21.24352
2023-05-23,18.13471
2023-05-24,16.83937
2023-05-25,19.17098
2023-05-26,18.65284
2023-05-27,4.14507
2023-05-28,7.51295
2023-05-29,11.65803
