date,해남부동산
2020-10-31,39.38679
2020-11-01,41.50943
2020-11-02,37.26415
2020-11-03,37.0283
2020-11-04,38.20754
2020-11-05,46.69811
2020-11-06,40.56603
2020-11-07,37.0283
2020-11-08,34.90566
2020-11-09,42.68867
2020-11-10,48.34905
2020-11-11,40.80188
2020-11-12,54.00943
2020-11-13,44.33962
2020-11-14,33.72641
2020-11-15,38.91509
2020-11-16,63.44339
2020-11-17,49.76415
2020-11-18,59.19811
2020-11-19,51.41509
2020-11-20,58.72641
2020-11-21,34.66981
2020-11-22,47.16981
2020-11-23,54.24528
2020-11-24,54.00943
2020-11-25,46.22641
2020-11-26,44.10377
2020-11-27,54.24528
2020-11-28,35.84905
2020-11-29,49.76415
2020-11-30,45.99056
2020-12-01,52.35849
2020-12-02,55.66037
2020-12-03,54.71698
2020-12-04,48.82075
2020-12-05,40.33018
2020-12-06,37.26415
2020-12-07,52.12264
2020-12-08,57.31132
2020-12-09,49.76415
2020-12-10,46.69811
2020-12-11,37.97169
2020-12-12,39.15094
2020-12-13,44.10377
2020-12-14,50.23584
2020-12-15,51.17924
2020-12-16,58.72641
2020-12-17,49.29245
2020-12-18,51.88679
2020-12-19,46.22641
2020-12-20,48.1132
2020-12-21,52.59433
2020-12-22,58.01886
2020-12-23,49.29245
2020-12-24,48.1132
2020-12-25,44.33962
2020-12-26,54.95283
2020-12-27,57.54716
2020-12-28,59.90566
2020-12-29,57.07547
2020-12-30,55.18867
2020-12-31,53.30188
2021-01-01,45.51886
2021-01-02,46.46226
2021-01-03,51.41509
2021-01-04,63.20754
2021-01-05,70.28301
2021-01-06,66.03773
2021-01-07,50.0
2021-01-08,54.24528
2021-01-09,59.19811
2021-01-10,42.68867
2021-01-11,51.41509
2021-01-12,64.85849
2021-01-13,54.95283
2021-01-14,60.6132
2021-01-15,58.96226
2021-01-16,62.73584
2021-01-17,43.39622
2021-01-18,65.80188
2021-01-19,72.16981
2021-01-20,60.1415
2021-01-21,57.31132
2021-01-22,66.03773
2021-01-23,53.53773
2021-01-24,59.90566
2021-01-25,74.5283
2021-01-26,68.16037
2021-01-27,54.95283
2021-01-28,60.6132
2021-01-29,61.79245
2021-01-30,57.54716
2021-01-31,51.65094
2021-02-01,77.59433
2021-02-02,68.39622
2021-02-03,73.1132
2021-02-04,63.91509
2021-02-05,54.00943
2021-02-06,60.1415
2021-02-07,43.39622
2021-02-08,59.43396
2021-02-09,59.66981
2021-02-10,56.60377
2021-02-11,35.6132
2021-02-12,37.0283
2021-02-13,56.13207
2021-02-14,47.16981
2021-02-15,70.04716
2021-02-16,66.98113
2021-02-17,63.91509
2021-02-18,69.57547
2021-02-19,54.24528
2021-02-20,63.67924
2021-02-21,47.6415
2021-02-22,75.47169
2021-02-23,74.76415
2021-02-24,69.10377
2021-02-25,55.18867
2021-02-26,64.15094
2021-02-27,44.57547
2021-02-28,55.18867
2021-03-01,69.57547
2021-03-02,83.49056
2021-03-03,70.28301
2021-03-04,68.16037
2021-03-05,64.15094
2021-03-06,58.96226
2021-03-07,50.0
2021-03-08,78.06603
2021-03-09,66.50943
2021-03-10,65.80188
2021-03-11,71.93396
2021-03-12,78.06603
2021-03-13,51.41509
2021-03-14,64.38679
2021-03-15,64.38679
2021-03-16,80.18867
2021-03-17,82.78301
2021-03-18,77.12264
2021-03-19,66.74528
2021-03-20,64.62264
2021-03-21,64.15094
2021-03-22,100.0
2021-03-23,75.47169
2021-03-24,76.65094
2021-03-25,72.87735
2021-03-26,75.94339
2021-03-27,68.63207
2021-03-28,49.5283
2021-03-29,74.76415
2021-03-30,75.23584
2021-03-31,74.0566
2021-04-01,75.0
2021-04-02,69.57547
2021-04-03,79.48113
2021-04-04,64.38679
2021-04-05,83.49056
2021-04-06,77.83018
2021-04-07,68.39622
2021-04-08,67.68867
2021-04-09,79.00943
2021-04-10,69.10377
2021-04-11,55.42452
2021-04-12,84.19811
2021-04-13,66.27358
2021-04-14,66.50943
2021-04-15,79.95283
2021-04-16,78.77358
2021-04-17,68.63207
2021-04-18,56.83962
2021-04-19,82.78301
2021-04-20,77.12264
2021-04-21,67.68867
2021-04-22,67.92452
2021-04-23,65.80188
2021-04-24,56.13207
2021-04-25,51.88679
2021-04-26,71.69811
2021-04-27,61.79245
2021-04-28,62.0283
2021-04-29,60.6132
2021-04-30,75.94339
2021-05-01,50.70754
2021-05-02,52.12264
2021-05-03,68.39622
2021-05-04,66.74528
2021-05-05,56.13207
2021-05-06,68.39622
2021-05-07,69.57547
2021-05-08,58.96226
2021-05-09,51.88679
2021-05-10,70.51886
2021-05-11,72.6415
2021-05-12,75.0
2021-05-13,66.74528
2021-05-14,59.66981
2021-05-15,57.78301
2021-05-16,63.91509
2021-05-17,71.46226
2021-05-18,54.95283
2021-05-19,55.89622
2021-05-20,65.56603
2021-05-21,63.44339
2021-05-22,45.51886
2021-05-23,52.12264
2021-05-24,63.44339
2021-05-25,71.69811
2021-05-26,69.33962
2021-05-27,73.1132
2021-05-28,68.39622
2021-05-29,52.59433
2021-05-30,50.94339
2021-05-31,65.33018
2021-06-01,58.01886
2021-06-02,65.09433
2021-06-03,79.71698
2021-06-04,60.37735
2021-06-05,42.45283
2021-06-06,51.65094
2021-06-07,65.56603
2021-06-08,62.26415
2021-06-09,56.83962
2021-06-10,49.5283
2021-06-11,64.85849
2021-06-12,46.69811
2021-06-13,43.39622
2021-06-14,63.44339
2021-06-15,75.0
2021-06-16,62.73584
2021-06-17,58.01886
2021-06-18,54.00943
2021-06-19,44.81132
2021-06-20,38.67924
2021-06-21,71.93396
2021-06-22,61.0849
2021-06-23,62.97169
2021-06-24,51.41509
2021-06-25,68.63207
2021-06-26,47.40566
2021-06-27,48.1132
2021-06-28,59.90566
2021-06-29,57.54716
2021-06-30,58.49056
2021-07-01,64.15094
2021-07-02,50.70754
2021-07-03,55.89622
2021-07-04,51.41509
2021-07-05,69.10377
2021-07-06,62.26415
2021-07-07,68.39622
2021-07-08,64.15094
2021-07-09,49.76415
2021-07-10,45.04716
2021-07-11,42.92452
2021-07-12,61.32075
2021-07-13,67.92452
2021-07-14,51.65094
2021-07-15,58.49056
2021-07-16,65.09433
2021-07-17,51.88679
2021-07-18,58.01886
2021-07-19,72.16981
2021-07-20,67.21698
2021-07-21,58.01886
2021-07-22,67.21698
2021-07-23,58.96226
2021-07-24,50.94339
2021-07-25,48.5849
2021-07-26,66.03773
2021-07-27,69.33962
2021-07-28,55.18867
2021-07-29,61.32075
2021-07-30,57.07547
2021-07-31,48.34905
2021-08-01,46.69811
2021-08-02,67.92452
2021-08-03,69.57547
2021-08-04,60.1415
2021-08-05,62.26415
2021-08-06,64.15094
2021-08-07,57.31132
2021-08-08,47.87735
2021-08-09,60.6132
2021-08-10,58.49056
2021-08-11,60.6132
2021-08-12,65.80188
2021-08-13,59.90566
2021-08-14,55.18867
2021-08-15,62.73584
2021-08-16,55.66037
2021-08-17,58.72641
2021-08-18,69.57547
2021-08-19,75.0
2021-08-20,65.80188
2021-08-21,62.5
2021-08-22,47.6415
2021-08-23,65.56603
2021-08-24,76.41509
2021-08-25,74.29245
2021-08-26,70.51886
2021-08-27,72.16981
2021-08-28,54.24528
2021-08-29,50.23584
2021-08-30,75.94339
2021-08-31,77.12264
2021-09-01,58.49056
2021-09-02,62.26415
2021-09-03,65.80188
2021-09-04,49.29245
2021-09-05,59.19811
2021-09-06,67.68867
2021-09-07,75.23584
2021-09-08,50.0
2021-09-09,56.36792
2021-09-10,57.07547
2021-09-11,54.48113
2021-09-12,38.67924
2021-09-13,49.76415
2021-09-14,52.83018
2021-09-15,52.83018
2021-09-16,55.42452
2021-09-17,47.40566
2021-09-18,42.92452
2021-09-19,31.36792
2021-09-20,42.68867
2021-09-21,34.66981
2021-09-22,44.57547
2021-09-23,78.53773
2021-09-24,72.40566
2021-09-25,54.48113
2021-09-26,47.87735
2021-09-27,84.43396
2021-09-28,77.35849
2021-09-29,81.13207
2021-09-30,70.99056
2021-10-01,69.33962
2021-10-02,51.41509
2021-10-03,53.06603
2021-10-04,57.31132
2021-10-05,81.36792
2021-10-06,74.76415
2021-10-07,76.41509
2021-10-08,70.99056
2021-10-09,69.33962
2021-10-10,51.17924
2021-10-11,62.73584
2021-10-12,73.34905
2021-10-13,71.69811
2021-10-14,76.17924
2021-10-15,66.27358
2021-10-16,58.72641
2021-10-17,55.89622
2021-10-18,64.85849
2021-10-19,70.28301
2021-10-20,63.44339
2021-10-21,52.12264
2021-10-22,63.20754
2021-10-23,55.89622
2021-10-24,53.77358
2021-10-25,62.26415
2021-10-26,64.85849
2021-10-27,63.20754
2021-10-28,68.39622
2021-10-29,68.39622
2021-10-30,56.83962
2021-10-31,52.59433
2021-11-01,59.43396
2021-11-02,62.73584
2021-11-03,64.62264
2021-11-04,64.62264
2021-11-05,59.19811
2021-11-06,51.65094
2021-11-07,34.19811
2021-11-08,66.98113
2021-11-09,67.45283
2021-11-10,78.30188
2021-11-11,65.56603
2021-11-12,66.74528
2021-11-13,51.65094
2021-11-14,49.0566
2021-11-15,72.40566
2021-11-16,79.48113
2021-11-17,63.20754
2021-11-18,54.95283
2021-11-19,55.89622
2021-11-20,41.03773
2021-11-21,53.53773
2021-11-22,76.17924
2021-11-23,67.45283
2021-11-24,67.21698
2021-11-25,63.67924
2021-11-26,64.15094
2021-11-27,58.49056
2021-11-28,54.71698
2021-11-29,82.07547
2021-11-30,95.28301
2021-12-01,68.39622
2021-12-02,70.51886
2021-12-03,68.86792
2021-12-04,68.39622
2021-12-05,51.41509
2021-12-06,83.01886
2021-12-07,81.36792
2021-12-08,73.1132
2021-12-09,65.80188
2021-12-10,64.85849
2021-12-11,52.59433
2021-12-12,46.93396
2021-12-13,62.26415
2021-12-14,70.75471
2021-12-15,70.99056
2021-12-16,70.04716
2021-12-17,62.5
2021-12-18,49.29245
2021-12-19,46.69811
2021-12-20,73.1132
2021-12-21,59.43396
2021-12-22,62.0283
2021-12-23,63.91509
2021-12-24,53.77358
2021-12-25,43.16037
2021-12-26,47.87735
2021-12-27,63.20754
2021-12-28,63.44339
2021-12-29,79.00943
2021-12-30,64.85849
2021-12-31,55.42452
2022-01-01,51.65094
2022-01-02,49.76415
2022-01-03,70.28301
2022-01-04,66.03773
2022-01-05,64.85849
2022-01-06,71.22641
2022-01-07,80.42452
2022-01-08,62.73584
2022-01-09,54.24528
2022-01-10,83.96226
2022-01-11,70.75471
2022-01-12,73.82075
2022-01-13,69.10377
2022-01-14,75.47169
2022-01-15,54.48113
2022-01-16,53.53773
2022-01-17,73.5849
2022-01-18,86.5566
2022-01-19,71.93396
2022-01-20,61.5566
2022-01-21,72.6415
2022-01-22,55.66037
2022-01-23,46.69811
2022-01-24,65.56603
2022-01-25,74.0566
2022-01-26,71.93396
2022-01-27,60.37735
2022-01-28,62.73584
2022-01-29,48.1132
2022-01-30,44.10377
2022-01-31,39.15094
2022-02-01,38.20754
2022-02-02,46.93396
2022-02-03,87.5
2022-02-04,77.35849
2022-02-05,75.23584
2022-02-06,76.65094
2022-02-07,91.27358
2022-02-08,91.03773
2022-02-09,84.66981
2022-02-10,87.5
2022-02-11,71.69811
2022-02-12,63.44339
2022-02-13,59.19811
2022-02-14,84.19811
2022-02-15,85.1415
2022-02-16,75.70754
2022-02-17,66.74528
2022-02-18,85.1415
2022-02-19,59.90566
2022-02-20,46.22641
2022-02-21,65.56603
2022-02-22,81.13207
2022-02-23,78.77358
2022-02-24,72.87735
2022-02-25,63.67924
2022-02-26,58.25471
2022-02-27,54.48113
2022-02-28,71.46226
2022-03-01,69.57547
2022-03-02,74.0566
2022-03-03,79.95283
2022-03-04,61.79245
2022-03-05,50.94339
2022-03-06,56.36792
2022-03-07,74.76415
2022-03-08,74.0566
2022-03-09,56.83962
2022-03-10,75.0
2022-03-11,72.40566
2022-03-12,61.0849
2022-03-13,65.56603
2022-03-14,82.54716
2022-03-15,85.84905
2022-03-16,76.41509
2022-03-17,89.85849
2022-03-18,86.79245
2022-03-19,73.5849
2022-03-20,55.89622
2022-03-21,88.67924
2022-03-22,73.82075
2022-03-23,74.29245
2022-03-24,73.82075
2022-03-25,74.76415
2022-03-26,60.84905
2022-03-27,53.77358
2022-03-28,87.5
2022-03-29,79.71698
2022-03-30,75.70754
2022-03-31,77.35849
2022-04-01,71.46226
2022-04-02,60.37735
2022-04-03,58.49056
2022-04-04,88.67924
2022-04-05,75.0
2022-04-06,81.36792
2022-04-07,71.22641
2022-04-08,71.22641
2022-04-09,54.48113
2022-04-10,50.94339
2022-04-11,68.86792
2022-04-12,77.59433
2022-04-13,60.6132
2022-04-14,78.77358
2022-04-15,60.6132
2022-04-16,47.40566
2022-04-17,44.81132
2022-04-18,77.35849
2022-04-19,68.39622
2022-04-20,64.62264
2022-04-21,61.32075
2022-04-22,57.31132
2022-04-23,41.74528
2022-04-24,45.75471
2022-04-25,74.29245
2022-04-26,62.26415
2022-04-27,76.17924
2022-04-28,57.07547
2022-04-29,57.78301
2022-04-30,47.16981
2022-05-01,43.16037
2022-05-02,68.63207
2022-05-03,76.88679
2022-05-04,63.44339
2022-05-05,47.16981
2022-05-06,64.38679
2022-05-07,47.87735
2022-05-08,46.93396
2022-05-09,60.1415
2022-05-10,70.75471
2022-05-11,70.75471
2022-05-12,63.67924
2022-05-13,60.6132
2022-05-14,46.69811
2022-05-15,45.99056
2022-05-16,61.32075
2022-05-17,65.80188
2022-05-18,56.13207
2022-05-19,58.72641
2022-05-20,59.43396
2022-05-21,52.59433
2022-05-22,38.91509
2022-05-23,73.82075
2022-05-24,66.50943
2022-05-25,69.57547
2022-05-26,66.03773
2022-05-27,67.45283
2022-05-28,40.80188
2022-05-29,42.92452
2022-05-30,60.37735
2022-05-31,63.67924
2022-06-01,52.35849
2022-06-02,59.66981
2022-06-03,58.01886
2022-06-04,41.27358
2022-06-05,48.34905
2022-06-06,43.39622
2022-06-07,60.1415
2022-06-08,59.19811
2022-06-09,50.23584
2022-06-10,48.5849
2022-06-11,46.46226
2022-06-12,42.45283
2022-06-13,71.46226
2022-06-14,65.33018
2022-06-15,52.83018
2022-06-16,61.32075
2022-06-17,64.62264
2022-06-18,46.69811
2022-06-19,41.50943
2022-06-20,66.27358
2022-06-21,58.49056
2022-06-22,57.07547
2022-06-23,52.35849
2022-06-24,59.90566
2022-06-25,42.68867
2022-06-26,48.1132
2022-06-27,66.50943
2022-06-28,65.56603
2022-06-29,62.73584
2022-06-30,54.00943
2022-07-01,55.18867
2022-07-02,42.68867
2022-07-03,40.56603
2022-07-04,63.20754
2022-07-05,58.96226
2022-07-06,61.0849
2022-07-07,54.00943
2022-07-08,54.00943
2022-07-09,46.69811
2022-07-10,39.85849
2022-07-11,66.50943
2022-07-12,47.87735
2022-07-13,60.1415
2022-07-14,64.62264
2022-07-15,57.07547
2022-07-16,45.75471
2022-07-17,47.6415
2022-07-18,61.5566
2022-07-19,62.73584
2022-07-20,55.42452
2022-07-21,64.85849
2022-07-22,51.65094
2022-07-23,48.82075
2022-07-24,38.44339
2022-07-25,66.27358
2022-07-26,63.44339
2022-07-27,52.35849
2022-07-28,55.89622
2022-07-29,43.63207
2022-07-30,42.45283
2022-07-31,36.32075
2022-08-01,58.01886
2022-08-02,64.62264
2022-08-03,58.49056
2022-08-04,64.62264
2022-08-05,66.74528
2022-08-06,43.39622
2022-08-07,45.28301
2022-08-08,65.80188
2022-08-09,55.66037
2022-08-10,57.07547
2022-08-11,52.35849
2022-08-12,51.41509
2022-08-13,44.10377
2022-08-14,27.12264
2022-08-15,46.69811
2022-08-16,58.25471
2022-08-17,68.39622
2022-08-18,55.89622
2022-08-19,55.89622
2022-08-20,40.09433
2022-08-21,33.49056
2022-08-22,49.76415
2022-08-23,57.78301
2022-08-24,52.83018
2022-08-25,48.1132
2022-08-26,38.67924
2022-08-27,32.54716
2022-08-28,33.49056
2022-08-29,50.94339
2022-08-30,54.71698
2022-08-31,47.87735
2022-09-01,49.0566
2022-09-02,54.24528
2022-09-03,43.86792
2022-09-04,38.91509
2022-09-05,57.31132
2022-09-06,54.00943
2022-09-07,50.0
2022-09-08,39.85849
2022-09-09,28.77358
2022-09-10,31.60377
2022-09-11,32.78301
2022-09-12,40.56603
2022-09-13,67.45283
2022-09-14,79.95283
2022-09-15,57.78301
2022-09-16,60.84905
2022-09-17,40.33018
2022-09-18,35.84905
2022-09-19,56.36792
2022-09-20,45.04716
2022-09-21,59.90566
2022-09-22,45.99056
2022-09-23,45.99056
2022-09-24,42.68867
2022-09-25,35.84905
2022-09-26,54.00943
2022-09-27,59.66981
2022-09-28,52.59433
2022-09-29,57.31132
2022-09-30,44.10377
2022-10-01,36.79245
2022-10-02,39.62264
2022-10-03,51.88679
2022-10-04,57.07547
2022-10-05,50.23584
2022-10-06,46.69811
2022-10-07,48.82075
2022-10-08,28.06603
2022-10-09,35.84905
2022-10-10,53.53773
2022-10-11,55.66037
2022-10-12,57.31132
2022-10-13,52.83018
2022-10-14,57.54716
2022-10-15,44.57547
2022-10-16,50.70754
2022-10-17,62.73584
2022-10-18,56.83962
2022-10-19,65.80188
2022-10-20,56.13207
2022-10-21,46.69811
2022-10-22,40.80188
2022-10-23,43.63207
2022-10-24,64.85849
2022-10-25,60.37735
2022-10-26,55.89622
2022-10-27,63.67924
2022-10-28,63.67924
2022-10-29,51.41509
2022-10-30,34.19811
2022-10-31,50.23584
2022-11-01,54.71698
2022-11-02,58.72641
2022-11-03,58.96226
2022-11-04,54.24528
2022-11-05,48.1132
2022-11-06,45.75471
2022-11-07,61.32075
2022-11-08,60.84905
2022-11-09,46.93396
2022-11-10,56.60377
2022-11-11,46.93396
2022-11-12,41.98113
2022-11-13,42.21698
2022-11-14,52.12264
2022-11-15,59.43396
2022-11-16,52.83018
2022-11-17,54.48113
2022-11-18,55.42452
2022-11-19,34.90566
2022-11-20,33.96226
2022-11-21,52.83018
2022-11-22,55.89622
2022-11-23,57.07547
2022-11-24,57.07547
2022-11-25,44.81132
2022-11-26,40.80188
2022-11-27,29.48113
2022-11-28,54.00943
2022-11-29,66.98113
2022-11-30,52.35849
2022-12-01,56.36792
2022-12-02,45.04716
2022-12-03,38.44339
2022-12-04,37.5
2022-12-05,58.25471
2022-12-06,57.07547
2022-12-07,58.49056
2022-12-08,62.97169
2022-12-09,52.83018
2022-12-10,46.22641
2022-12-11,38.91509
2022-12-12,67.21698
2022-12-13,66.27358
2022-12-14,62.5
2022-12-15,51.88679
2022-12-16,58.49056
2022-12-17,51.88679
2022-12-18,44.57547
2022-12-19,67.92452
2022-12-20,64.62264
2022-12-21,54.48113
2022-12-22,55.18867
2022-12-23,50.23584
2022-12-24,45.75471
2022-12-25,38.67924
2022-12-26,65.33018
2022-12-27,54.24528
2022-12-28,64.85849
2022-12-29,64.15094
2022-12-30,56.36792
2022-12-31,39.38679
2023-01-01,49.29245
2023-01-02,70.51886
2023-01-03,71.46226
2023-01-04,66.50943
2023-01-05,61.5566
2023-01-06,62.26415
2023-01-07,47.87735
2023-01-08,49.29245
2023-01-09,69.10377
2023-01-10,63.67924
2023-01-11,61.0849
2023-01-12,69.81132
2023-01-13,66.03773
2023-01-14,50.23584
2023-01-15,47.16981
2023-01-16,73.34905
2023-01-17,69.81132
2023-01-18,64.15094
2023-01-19,52.12264
2023-01-20,49.29245
2023-01-21,29.71698
2023-01-22,37.97169
2023-01-23,42.45283
2023-01-24,53.77358
2023-01-25,63.20754
2023-01-26,67.21698
2023-01-27,66.98113
2023-01-28,50.23584
2023-01-29,49.76415
2023-01-30,70.04716
2023-01-31,60.84905
2023-02-01,62.73584
2023-02-02,66.98113
2023-02-03,68.86792
2023-02-04,45.75471
2023-02-05,48.82075
2023-02-06,73.82075
2023-02-07,69.33962
2023-02-08,74.5283
2023-02-09,81.13207
2023-02-10,75.70754
2023-02-11,58.01886
2023-02-12,50.47169
2023-02-13,85.6132
2023-02-14,82.07547
2023-02-15,72.6415
2023-02-16,70.04716
2023-02-17,72.87735
2023-02-18,49.76415
2023-02-19,49.5283
2023-02-20,70.04716
2023-02-21,79.95283
2023-02-22,70.75471
2023-02-23,64.62264
2023-02-24,69.81132
2023-02-25,56.36792
2023-02-26,46.46226
2023-02-27,74.29245
2023-02-28,74.5283
2023-03-01,53.53773
2023-03-02,64.62264
2023-03-03,61.79245
2023-03-04,61.5566
2023-03-05,53.77358
2023-03-06,73.1132
2023-03-07,67.21698
2023-03-08,76.41509
2023-03-09,70.51886
2023-03-10,65.56603
2023-03-11,61.32075
2023-03-12,51.17924
2023-03-13,72.16981
2023-03-14,89.38679
2023-03-15,78.77358
2023-03-16,78.06603
2023-03-17,73.5849
2023-03-18,58.96226
2023-03-19,53.30188
2023-03-20,67.45283
2023-03-21,73.82075
2023-03-22,68.16037
2023-03-23,69.81132
2023-03-24,64.15094
2023-03-25,45.99056
2023-03-26,43.63207
2023-03-27,67.68867
2023-03-28,70.99056
2023-03-29,75.47169
2023-03-30,66.50943
2023-03-31,66.50943
2023-04-01,51.65094
2023-04-02,53.53773
2023-04-03,76.41509
2023-04-04,72.40566
2023-04-05,80.89622
2023-04-06,70.99056
2023-04-07,67.68867
2023-04-08,48.1132
2023-04-09,46.69811
2023-04-10,69.81132
2023-04-11,65.56603
2023-04-12,67.68867
2023-04-13,58.96226
2023-04-14,60.84905
2023-04-15,52.83018
2023-04-16,48.5849
2023-04-17,65.33018
2023-04-18,69.33962
2023-04-19,63.91509
2023-04-20,75.0
2023-04-21,62.5
2023-04-22,54.48113
2023-04-23,45.51886
2023-04-24,77.35849
2023-04-25,51.65094
2023-04-26,54.95283
2023-04-27,58.49056
2023-04-28,49.76415
2023-04-29,45.51886
2023-04-30,37.97169
2023-05-01,53.77358
2023-05-02,57.31132
2023-05-03,55.89622
2023-05-04,56.83962
2023-05-05,40.56603
2023-05-06,47.87735
2023-05-07,39.38679
2023-05-08,49.0566
2023-05-09,52.35849
2023-05-10,58.25471
2023-05-11,55.66037
2023-05-12,51.88679
2023-05-13,40.56603
2023-05-14,34.43396
2023-05-15,49.5283
2023-05-16,51.65094
2023-05-17,57.31132
2023-05-18,55.66037
2023-05-19,55.42452
2023-05-20,47.40566
2023-05-21,33.49056
2023-05-22,60.84905
2023-05-23,71.69811
2023-05-24,54.95283
2023-05-25,65.09433
2023-05-26,54.24528
2023-05-27,43.16037
2023-05-28,38.20754
2023-05-29,58.25471
2023-05-30,59.19811
