date,파킹통장추천
2020-10-28,1.37475
2020-10-29,2.19603
2020-10-30,0.99982
2020-10-31,1.3569
2020-11-01,1.17836
2020-11-02,2.12462
2020-11-03,1.3569
2020-11-04,0.96411
2020-11-05,0.78557
2020-11-06,0.71415
2020-11-07,0.6963
2020-11-08,0.85698
2020-11-09,0.71415
2020-11-10,0.96411
2020-11-11,1.05338
2020-11-12,0.94625
2020-11-13,1.26763
2020-11-14,1.08909
2020-11-15,1.10694
2020-11-16,1.51758
2020-11-17,1.55329
2020-11-18,1.17836
2020-11-19,1.19621
2020-11-20,0.98196
2020-11-21,0.48205
2020-11-22,0.83913
2020-11-23,0.64274
2020-11-24,0.4642
2020-11-25,0.71415
2020-11-26,0.83913
2020-11-27,0.73201
2020-11-28,2.07105
2020-11-29,1.94608
2020-11-30,2.67809
2020-12-01,2.16032
2020-12-02,2.10676
2020-12-03,1.69612
2020-12-04,1.41046
2020-12-05,1.589
2020-12-06,0.94625
2020-12-07,1.1605
2020-12-08,1.01767
2020-12-09,1.1605
2020-12-10,1.71397
2020-12-11,1.30333
2020-12-12,0.4642
2020-12-13,0.53561
2020-12-14,0.91055
2020-12-15,0.73201
2020-12-16,0.82128
2020-12-17,0.83913
2020-12-18,0.99982
2020-12-19,1.33904
2020-12-20,1.76754
2020-12-21,1.10694
2020-12-22,3.4101
2020-12-23,1.60685
2020-12-24,2.03535
2020-12-25,1.44617
2020-12-26,1.80324
2020-12-27,1.69612
2020-12-28,2.07105
2020-12-29,2.42813
2020-12-30,2.55311
2020-12-31,2.01749
2021-01-01,2.01749
2021-01-02,1.89251
2021-01-03,1.87466
2021-01-04,2.42813
2021-01-05,2.30316
2021-01-06,3.67791
2021-01-07,2.98161
2021-01-08,2.66023
2021-01-09,2.10676
2021-01-10,2.19603
2021-01-11,2.85663
2021-01-12,2.64238
2021-01-13,2.30316
2021-01-14,5.76682
2021-01-15,12.74772
2021-01-16,5.80253
2021-01-17,5.35618
2021-01-18,6.64167
2021-01-19,6.44527
2021-01-20,6.15961
2021-01-21,6.23103
2021-01-22,5.83824
2021-01-23,18.13961
2021-01-24,8.10569
2021-01-25,8.3735
2021-01-26,8.12354
2021-01-27,6.90948
2021-01-28,6.87377
2021-01-29,6.71308
2021-01-30,19.31797
2021-01-31,10.73022
2021-02-01,13.53329
2021-02-02,10.4267
2021-02-03,13.87252
2021-02-04,10.74808
2021-02-05,8.28423
2021-02-06,5.62399
2021-02-07,6.85591
2021-02-08,9.17693
2021-02-09,8.21281
2021-02-10,7.83788
2021-02-11,5.80253
2021-02-12,4.80271
2021-02-13,5.32047
2021-02-14,6.5524
2021-02-15,11.65863
2021-02-16,8.48062
2021-02-17,8.23067
2021-02-18,6.83806
2021-02-19,6.28459
2021-02-20,5.2312
2021-02-21,4.92769
2021-02-22,5.49901
2021-02-23,6.03463
2021-02-24,5.53472
2021-02-25,6.05249
2021-02-26,6.57025
2021-02-27,4.03499
2021-02-28,3.94572
2021-03-01,6.28459
2021-03-02,6.23103
2021-03-03,6.17746
2021-03-04,8.12354
2021-03-05,7.945
2021-03-06,4.69559
2021-03-07,4.67773
2021-03-08,6.07034
2021-03-09,5.90965
2021-03-10,8.31994
2021-03-11,8.24852
2021-03-12,8.31994
2021-03-13,4.08855
2021-03-14,10.01606
2021-03-15,12.10498
2021-03-16,7.14158
2021-03-17,7.60578
2021-03-18,7.46295
2021-03-19,6.21317
2021-03-20,6.40956
2021-03-21,5.58828
2021-03-22,9.39118
2021-03-23,8.99839
2021-03-24,8.46277
2021-03-25,9.78396
2021-03-26,7.19514
2021-03-27,5.64184
2021-03-28,7.55222
2021-03-29,8.03427
2021-03-30,6.46313
2021-03-31,7.83788
2021-04-01,8.26638
2021-04-02,6.37386
2021-04-03,4.39207
2021-04-04,4.69559
2021-04-05,4.89198
2021-04-06,6.15961
2021-04-07,5.14193
2021-04-08,5.07052
2021-04-09,32.17282
2021-04-10,5.51687
2021-04-11,11.42653
2021-04-12,11.62292
2021-04-13,7.42724
2021-04-14,7.0166
2021-04-15,6.7845
2021-04-16,7.0166
2021-04-17,4.5349
2021-04-18,3.89216
2021-04-19,5.48116
2021-04-20,4.92769
2021-04-21,5.2312
2021-04-22,5.48116
2021-04-23,5.08837
2021-04-24,4.17782
2021-04-25,4.73129
2021-04-26,6.356
2021-04-27,6.05249
2021-04-28,5.51687
2021-04-29,21.44259
2021-04-30,7.17728
2021-05-01,6.32029
2021-05-02,6.01678
2021-05-03,11.46223
2021-05-04,8.3735
2021-05-05,5.15979
2021-05-06,6.60596
2021-05-07,9.90894
2021-05-08,4.9991
2021-05-09,5.03481
2021-05-10,8.26638
2021-05-11,6.39171
2021-05-12,6.67737
2021-05-13,5.94536
2021-05-14,5.32047
2021-05-15,3.91001
2021-05-16,3.76718
2021-05-17,6.28459
2021-05-18,5.73111
2021-05-19,4.767
2021-05-20,6.01678
2021-05-21,7.6772
2021-05-22,3.8743
2021-05-23,3.8386
2021-05-24,4.767
2021-05-25,7.26655
2021-05-26,5.03481
2021-05-27,4.69559
2021-05-28,4.71344
2021-05-29,3.32083
2021-05-30,2.76736
2021-05-31,4.46348
2021-06-01,4.90983
2021-06-02,4.73129
2021-06-03,3.92787
2021-06-04,7.78432
2021-06-05,2.91019
2021-06-06,2.60667
2021-06-07,4.85627
2021-06-08,4.67773
2021-06-09,3.4101
2021-06-10,3.91001
2021-06-11,3.24941
2021-06-12,2.16032
2021-06-13,2.26745
2021-06-14,4.05284
2021-06-15,3.82074
2021-06-16,4.90983
2021-06-17,4.60632
2021-06-18,3.69576
2021-06-19,2.55311
2021-06-20,2.66023
2021-06-21,2.96375
2021-06-22,3.37439
2021-06-23,3.08873
2021-06-24,3.44581
2021-06-25,3.6422
2021-06-26,2.44599
2021-06-27,2.58882
2021-06-28,4.15997
2021-06-29,4.69559
2021-06-30,4.67773
2021-07-01,5.4276
2021-07-02,3.57079
2021-07-03,3.91001
2021-07-04,3.71362
2021-07-05,9.24834
2021-07-06,8.30208
2021-07-07,5.53472
2021-07-08,4.28494
2021-07-09,3.46366
2021-07-10,3.53508
2021-07-11,3.80289
2021-07-12,3.44581
2021-07-13,4.89198
2021-07-14,3.53508
2021-07-15,3.92787
2021-07-16,3.62435
2021-07-17,2.67809
2021-07-18,3.46366
2021-07-19,4.64202
2021-07-20,3.74933
2021-07-21,3.19585
2021-07-22,3.73147
2021-07-23,3.8386
2021-07-24,2.69594
2021-07-25,2.96375
2021-07-26,3.39225
2021-07-27,3.44581
2021-07-28,3.74933
2021-07-29,4.58846
2021-07-30,4.08855
2021-07-31,3.01731
2021-08-01,3.74933
2021-08-02,4.73129
2021-08-03,4.96339
2021-08-04,3.82074
2021-08-05,4.33851
2021-08-06,3.76718
2021-08-07,2.98161
2021-08-08,2.96375
2021-08-09,4.03499
2021-08-10,4.62417
2021-08-11,4.96339
2021-08-12,6.39171
2021-08-13,5.08837
2021-08-14,12.97982
2021-08-15,4.73129
2021-08-16,4.26709
2021-08-17,4.67773
2021-08-18,5.40974
2021-08-19,4.90983
2021-08-20,5.55257
2021-08-21,3.98143
2021-08-22,3.82074
2021-08-23,5.15979
2021-08-24,4.62417
2021-08-25,6.24888
2021-08-26,6.10605
2021-08-27,5.90965
2021-08-28,4.01713
2021-08-29,4.19567
2021-08-30,5.26691
2021-08-31,6.87377
2021-09-01,7.99857
2021-09-02,5.90965
2021-09-03,6.39171
2021-09-04,4.28494
2021-09-05,4.12426
2021-09-06,4.92769
2021-09-07,4.9991
2021-09-08,4.74915
2021-09-09,4.58846
2021-09-10,6.89162
2021-09-11,13.49758
2021-09-12,8.80199
2021-09-13,8.03427
2021-09-14,8.85556
2021-09-15,9.67684
2021-09-16,12.51562
2021-09-17,20.71058
2021-09-18,10.64095
2021-09-19,39.63577
2021-09-20,22.65666
2021-09-21,11.58721
2021-09-22,12.35493
2021-09-23,17.96107
2021-09-24,16.85413
2021-09-25,10.53383
2021-09-26,8.96268
2021-09-27,14.30101
2021-09-28,11.39082
2021-09-29,9.94465
2021-09-30,9.7304
2021-10-01,9.42688
2021-10-02,6.30244
2021-10-03,6.15961
2021-10-04,9.40903
2021-10-05,10.55168
2021-10-06,10.53383
2021-10-07,9.74825
2021-10-08,8.76629
2021-10-09,6.69523
2021-10-10,7.7129
2021-10-11,8.87341
2021-10-12,9.9625
2021-10-13,10.30173
2021-10-14,10.26602
2021-10-15,10.1589
2021-10-16,7.76647
2021-10-17,9.01624
2021-10-18,8.89126
2021-10-19,8.85556
2021-10-20,8.81985
2021-10-21,8.92697
2021-10-22,8.01642
2021-10-23,6.80235
2021-10-24,9.14122
2021-10-25,11.92644
2021-10-26,13.39046
2021-10-27,11.65863
2021-10-28,10.24816
2021-10-29,8.6056
2021-10-30,5.76682
2021-10-31,5.48116
2021-11-01,7.49866
2021-11-02,6.99875
2021-11-03,6.356
2021-11-04,6.83806
2021-11-05,5.96322
2021-11-06,4.64202
2021-11-07,3.73147
2021-11-08,6.98089
2021-11-09,9.01624
2021-11-10,6.99875
2021-11-11,6.60596
2021-11-12,6.7845
2021-11-13,5.1955
2021-11-14,5.67755
2021-11-15,6.42742
2021-11-16,8.76629
2021-11-17,8.64131
2021-11-18,7.98071
2021-11-19,8.64131
2021-11-20,6.62381
2021-11-21,9.56971
2021-11-22,9.67684
2021-11-23,8.46277
2021-11-24,8.8377
2021-11-25,8.65916
2021-11-26,7.2487
2021-11-27,5.15979
2021-11-28,6.69523
2021-11-29,10.01606
2021-11-30,11.78361
2021-12-01,11.23013
2021-12-02,10.94447
2021-12-03,13.01553
2021-12-04,10.37314
2021-12-05,10.31958
2021-12-06,11.56936
2021-12-07,10.37314
2021-12-08,11.05159
2021-12-09,9.48044
2021-12-10,9.23049
2021-12-11,6.08819
2021-12-12,6.85591
2021-12-13,8.51633
2021-12-14,10.55168
2021-12-15,8.12354
2021-12-16,7.74861
2021-12-17,7.07016
2021-12-18,8.3735
2021-12-19,8.24852
2021-12-20,9.76611
2021-12-21,8.8377
2021-12-22,7.14158
2021-12-23,7.35582
2021-12-24,7.57007
2021-12-25,6.74879
2021-12-26,6.64167
2021-12-27,11.06945
2021-12-28,9.12337
2021-12-29,9.48044
2021-12-30,10.23031
2021-12-31,10.40885
2022-01-01,8.55204
2022-01-02,10.40885
2022-01-03,13.24763
2022-01-04,13.28334
2022-01-05,18.49669
2022-01-06,13.03338
2022-01-07,9.80182
2022-01-08,7.60578
2022-01-09,8.15925
2022-01-10,10.56954
2022-01-11,10.30173
2022-01-12,9.37332
2022-01-13,7.80217
2022-01-14,8.44492
2022-01-15,7.0166
2022-01-16,7.87359
2022-01-17,9.23049
2022-01-18,9.39118
2022-01-19,10.10533
2022-01-20,11.01589
2022-01-21,28.95911
2022-01-22,11.46223
2022-01-23,10.40885
2022-01-24,12.60489
2022-01-25,15.69362
2022-01-26,13.22978
2022-01-27,13.55115
2022-01-28,15.08659
2022-01-29,12.53347
2022-01-30,9.71255
2022-01-31,8.80199
2022-02-01,10.6231
2022-02-02,12.22995
2022-02-03,15.30083
2022-02-04,13.81896
2022-02-05,11.96214
2022-02-06,11.05159
2022-02-07,11.10515
2022-02-08,10.58739
2022-02-09,9.89109
2022-02-10,10.8552
2022-02-11,9.98036
2022-02-12,7.03445
2022-02-13,6.90948
2022-02-14,8.90912
2022-02-15,11.26584
2022-02-16,8.6056
2022-02-17,8.78414
2022-02-18,7.82003
2022-02-19,7.945
2022-02-20,7.76647
2022-02-21,10.17675
2022-02-22,9.58757
2022-02-23,8.98053
2022-02-24,9.44474
2022-02-25,10.24816
2022-02-26,8.19496
2022-02-27,7.39153
2022-02-28,10.14104
2022-03-01,10.12319
2022-03-02,8.81985
2022-03-03,7.83788
2022-03-04,7.65934
2022-03-05,6.14176
2022-03-06,7.51651
2022-03-07,8.55204
2022-03-08,7.44509
2022-03-09,4.83842
2022-03-10,7.74861
2022-03-11,8.87341
2022-03-12,6.83806
2022-03-13,7.37368
2022-03-14,8.99839
2022-03-15,9.62328
2022-03-16,10.03392
2022-03-17,10.08748
2022-03-18,9.2662
2022-03-19,8.67702
2022-03-20,9.9625
2022-03-21,12.39064
2022-03-22,10.55168
2022-03-23,11.56936
2022-03-24,9.81967
2022-03-25,10.55168
2022-03-26,7.83788
2022-03-27,7.78432
2022-03-28,10.21246
2022-03-29,9.90894
2022-03-30,11.99785
2022-03-31,12.39064
2022-04-01,9.15907
2022-04-02,7.78432
2022-04-03,6.44527
2022-04-04,7.10587
2022-04-05,8.48062
2022-04-06,8.28423
2022-04-07,6.99875
2022-04-08,6.69523
2022-04-09,4.96339
2022-04-10,4.90983
2022-04-11,6.98089
2022-04-12,6.356
2022-04-13,6.46313
2022-04-14,6.60596
2022-04-15,7.87359
2022-04-16,4.94554
2022-04-17,5.48116
2022-04-18,16.7113
2022-04-19,20.88912
2022-04-20,13.24763
2022-04-21,10.08748
2022-04-22,9.65898
2022-04-23,7.30226
2022-04-24,7.30226
2022-04-25,9.60542
2022-04-26,8.62346
2022-04-27,8.08784
2022-04-28,7.64149
2022-04-29,7.08801
2022-04-30,5.24906
2022-05-01,5.2312
2022-05-02,5.67755
2022-05-03,5.35618
2022-05-04,5.58828
2022-05-05,4.42778
2022-05-06,7.99857
2022-05-07,4.35636
2022-05-08,4.92769
2022-05-09,6.19532
2022-05-10,7.07016
2022-05-11,6.80235
2022-05-12,6.08819
2022-05-13,5.6597
2022-05-14,4.0707
2022-05-15,3.99928
2022-05-16,6.23103
2022-05-17,6.30244
2022-05-18,5.37404
2022-05-19,5.4276
2022-05-20,5.62399
2022-05-21,4.26709
2022-05-22,4.32065
2022-05-23,5.60614
2022-05-24,5.2312
2022-05-25,7.03445
2022-05-26,6.39171
2022-05-27,6.94518
2022-05-28,6.53454
2022-05-29,4.85627
2022-05-30,7.0166
2022-05-31,7.2487
2022-06-01,6.92733
2022-06-02,6.19532
2022-06-03,8.44492
2022-06-04,4.98125
2022-06-05,4.19567
2022-06-06,4.73129
2022-06-07,9.24834
2022-06-08,7.7129
2022-06-09,7.33797
2022-06-10,8.31994
2022-06-11,6.30244
2022-06-12,6.37386
2022-06-13,8.80199
2022-06-14,8.94483
2022-06-15,9.0698
2022-06-16,9.05195
2022-06-17,9.7304
2022-06-18,7.53436
2022-06-19,7.26655
2022-06-20,9.17693
2022-06-21,10.14104
2022-06-22,11.71219
2022-06-23,8.80199
2022-06-24,10.92662
2022-06-25,7.78432
2022-06-26,7.46295
2022-06-27,10.69451
2022-06-28,13.89037
2022-06-29,26.10248
2022-06-30,14.60453
2022-07-01,12.37279
2022-07-02,7.44509
2022-07-03,7.58793
2022-07-04,9.46259
2022-07-05,11.12301
2022-07-06,8.56989
2022-07-07,8.67702
2022-07-08,8.81985
2022-07-09,6.74879
2022-07-10,6.30244
2022-07-11,11.28369
2022-07-12,10.55168
2022-07-13,12.15854
2022-07-14,13.30119
2022-07-15,13.74754
2022-07-16,10.48027
2022-07-17,8.76629
2022-07-18,15.26513
2022-07-19,18.05034
2022-07-20,35.10087
2022-07-21,18.85377
2022-07-22,16.7113
2022-07-23,12.94411
2022-07-24,12.6763
2022-07-25,18.88948
2022-07-26,15.80074
2022-07-27,14.28316
2022-07-28,11.99785
2022-07-29,12.14068
2022-07-30,7.87359
2022-07-31,9.30191
2022-08-01,12.03356
2022-08-02,12.31922
2022-08-03,13.06909
2022-08-04,11.30155
2022-08-05,11.42653
2022-08-06,8.33779
2022-08-07,6.98089
2022-08-08,11.06945
2022-08-09,9.39118
2022-08-10,10.8552
2022-08-11,9.7304
2022-08-12,9.62328
2022-08-13,8.06998
2022-08-14,6.60596
2022-08-15,8.33779
2022-08-16,11.19442
2022-08-17,19.76432
2022-08-18,14.97946
2022-08-19,11.06945
2022-08-20,9.21264
2022-08-21,12.6763
2022-08-22,13.55115
2022-08-23,10.94447
2022-08-24,11.24799
2022-08-25,14.53311
2022-08-26,12.64059
2022-08-27,8.1414
2022-08-28,8.40921
2022-08-29,12.24781
2022-08-30,12.89055
2022-08-31,12.03356
2022-09-01,11.44438
2022-09-02,10.05177
2022-09-03,7.53436
2022-09-04,8.44492
2022-09-05,11.85502
2022-09-06,12.26566
2022-09-07,11.48009
2022-09-08,12.85484
2022-09-09,10.49812
2022-09-10,7.7129
2022-09-11,10.05177
2022-09-12,12.47991
2022-09-13,18.15747
2022-09-14,18.46098
2022-09-15,18.17532
2022-09-16,18.12176
2022-09-17,74.64738
2022-09-18,88.73415
2022-09-19,100.0
2022-09-20,57.56114
2022-09-21,41.29619
2022-09-22,31.31583
2022-09-23,27.53079
2022-09-24,19.58578
2022-09-25,18.63952
2022-09-26,23.22799
2022-09-27,22.51383
2022-09-28,22.54954
2022-09-29,24.33494
2022-09-30,20.62131
2022-10-01,15.21156
2022-10-02,17.35404
2022-10-03,23.21014
2022-10-04,26.35243
2022-10-05,28.70915
2022-10-06,31.74433
2022-10-07,26.4417
2022-10-08,17.26477
2022-10-09,16.2828
2022-10-10,18.58596
2022-10-11,23.31726
2022-10-12,25.49544
2022-10-13,31.58364
2022-10-14,36.85056
2022-10-15,24.79914
2022-10-16,24.3885
2022-10-17,35.88644
2022-10-18,34.81521
2022-10-19,46.77736
2022-10-20,50.70523
2022-10-21,37.01124
2022-10-22,19.71076
2022-10-23,18.80021
2022-10-24,26.72737
2022-10-25,27.26298
2022-10-26,28.2271
2022-10-27,25.7454
2022-10-28,22.40671
2022-10-29,16.5149
2022-10-30,14.85449
2022-10-31,36.81485
2022-11-01,29.45902
2022-11-02,23.79932
2022-11-03,28.40564
2022-11-04,26.49526
2022-11-05,15.37225
2022-11-06,15.19371
2022-11-07,20.26423
2022-11-08,18.26459
2022-11-09,17.28262
2022-11-10,18.38957
2022-11-11,16.2828
2022-11-12,10.73022
2022-11-13,11.44438
2022-11-14,17.90751
2022-11-15,17.19335
2022-11-16,16.92554
2022-11-17,15.65791
2022-11-18,15.67577
2022-11-19,9.89109
2022-11-20,11.7479
2022-11-21,16.21139
2022-11-22,16.19353
2022-11-23,14.44384
2022-11-24,13.81896
2022-11-25,16.40778
2022-11-26,16.37207
2022-11-27,14.47955
2022-11-28,15.56864
2022-11-29,15.78289
2022-11-30,14.49741
2022-12-01,13.83681
2022-12-02,10.1946
2022-12-03,6.62381
2022-12-04,8.33779
2022-12-05,10.35529
2022-12-06,11.17657
2022-12-07,11.05159
2022-12-08,10.35529
2022-12-09,9.85538
2022-12-10,7.40939
2022-12-11,8.3735
2022-12-12,11.71219
2022-12-13,10.94447
2022-12-14,10.99803
2022-12-15,10.55168
2022-12-16,9.30191
2022-12-17,7.44509
2022-12-18,7.7129
2022-12-19,10.1946
2022-12-20,10.55168
2022-12-21,10.73022
2022-12-22,11.98
2022-12-23,18.31815
2022-12-24,8.73058
2022-12-25,8.67702
2022-12-26,15.30083
2022-12-27,14.51526
2022-12-28,13.60471
2022-12-29,13.83681
2022-12-30,16.56846
2022-12-31,11.12301
2023-01-01,13.42617
2023-01-02,19.30012
2023-01-03,14.28316
2023-01-04,13.65827
2023-01-05,21.19264
2023-01-06,14.08677
2023-01-07,12.55133
2023-01-08,13.19407
2023-01-09,18.9966
2023-01-10,19.35368
2023-01-11,19.80003
2023-01-12,17.76468
2023-01-13,19.92501
2023-01-14,14.15818
2023-01-15,13.3369
2023-01-16,26.4417
2023-01-17,21.87109
2023-01-18,18.92519
2023-01-19,16.72915
2023-01-20,17.92537
2023-01-21,14.64024
2023-01-22,13.72969
2023-01-23,13.37261
2023-01-24,16.99696
2023-01-25,24.1921
2023-01-26,19.05016
2023-01-27,18.42528
2023-01-28,13.42617
2023-01-29,12.9084
2023-01-30,16.87198
2023-01-31,20.51419
2023-02-01,19.51437
2023-02-02,14.6938
2023-02-03,13.24763
2023-02-04,8.85556
2023-02-05,10.76593
2023-02-06,12.74772
2023-02-07,13.51544
2023-02-08,14.14033
2023-02-09,12.83699
2023-02-10,13.9975
2023-02-11,10.46241
2023-02-12,9.08766
2023-02-13,11.64077
2023-02-14,10.76593
2023-02-15,13.44402
2023-02-16,11.28369
2023-02-17,10.76593
2023-02-18,10.391
2023-02-19,11.01589
2023-02-20,13.46188
2023-02-21,13.21192
2023-02-22,11.92644
2023-02-23,10.17675
2023-02-24,13.85466
2023-02-25,9.69469
2023-02-26,9.21264
2023-02-27,11.48009
2023-02-28,12.31922
2023-03-01,10.33743
2023-03-02,9.89109
2023-03-03,10.4267
2023-03-04,7.53436
2023-03-05,11.23013
2023-03-06,9.2662
2023-03-07,8.35565
2023-03-08,6.89162
2023-03-09,8.76629
2023-03-10,8.30208
2023-03-11,4.80271
2023-03-12,4.82056
2023-03-13,7.74861
2023-03-14,6.28459
2023-03-15,7.40939
2023-03-16,6.42742
2023-03-17,5.28477
2023-03-18,4.0707
2023-03-19,3.98143
2023-03-20,6.28459
2023-03-21,6.99875
2023-03-22,5.01696
2023-03-23,4.80271
2023-03-24,5.49901
2023-03-25,4.48134
2023-03-26,4.92769
2023-03-27,6.76664
2023-03-28,5.62399
2023-03-29,5.39189
2023-03-30,4.5349
2023-03-31,5.98107
2023-04-01,3.80289
2023-04-02,3.51722
2023-04-03,4.32065
2023-04-04,3.91001
2023-04-05,4.90983
2023-04-06,3.96357
2023-04-07,3.89216
2023-04-08,2.23174
2023-04-09,2.39242
2023-04-10,3.80289
2023-04-11,4.14211
2023-04-12,4.65988
2023-04-13,4.03499
2023-04-14,3.49937
2023-04-15,3.05302
2023-04-16,3.19585
2023-04-17,4.78485
2023-04-18,4.87412
2023-04-19,3.98143
2023-04-20,3.39225
2023-04-21,3.53508
2023-04-22,2.48169
2023-04-23,2.26745
2023-04-24,3.46366
2023-04-25,4.74915
2023-04-26,4.05284
2023-04-27,3.44581
2023-04-28,3.19585
2023-04-29,2.16032
2023-04-30,2.41028
2023-05-01,3.03517
2023-05-02,3.69576
2023-05-03,2.69594
2023-05-04,2.82092
2023-05-05,2.30316
2023-05-06,2.26745
2023-05-07,2.23174
2023-05-08,2.60667
2023-05-09,2.91019
2023-05-10,3.46366
2023-05-11,3.49937
2023-05-12,2.66023
2023-05-13,1.96393
2023-05-14,2.16032
2023-05-15,3.12444
2023-05-16,3.44581
2023-05-17,3.46366
2023-05-18,3.44581
2023-05-19,3.08873
2023-05-20,1.98178
2023-05-21,2.12462
2023-05-22,3.14229
2023-05-23,3.21371
2023-05-24,3.71362
2023-05-25,3.6422
2023-05-26,2.91019
2023-05-27,2.41028
2023-05-28,2.10676
