date,의료실비보험
2023-05-30,11.20689
2023-05-31,12.64367
2023-06-01,10.91954
2023-06-02,11.49425
2023-06-03,7.1839
2023-06-04,2.5862
2023-06-05,8.90804
2023-06-06,6.60919
2023-06-07,12.64367
2023-06-08,14.36781
2023-06-09,13.21839
2023-06-10,10.91954
2023-06-11,5.45977
2023-06-12,6.60919
2023-06-13,11.20689
2023-06-14,9.1954
2023-06-15,9.48275
2023-06-16,10.05747
2023-06-17,6.03448
2023-06-18,5.45977
2023-06-19,10.91954
2023-06-20,15.80459
2023-06-21,8.90804
2023-06-22,9.1954
2023-06-23,13.21839
2023-06-24,7.47126
2023-06-25,4.5977
2023-06-26,11.49425
2023-06-27,12.06896
2023-06-28,10.91954
2023-06-29,12.35632
2023-06-30,9.77011
2023-07-01,4.5977
2023-07-02,6.32183
2023-07-03,7.75862
2023-07-04,13.50574
2023-07-05,14.08045
2023-07-06,12.35632
2023-07-07,12.93103
2023-07-08,3.73563
2023-07-09,7.47126
2023-07-10,10.05747
2023-07-11,6.89655
2023-07-12,12.06896
2023-07-13,7.75862
2023-07-14,10.34482
2023-07-15,4.31034
2023-07-16,4.31034
2023-07-17,6.03448
2023-07-18,10.63218
2023-07-19,9.77011
2023-07-20,14.65517
2023-07-21,7.75862
2023-07-22,5.17241
2023-07-23,9.1954
2023-07-24,13.50574
2023-07-25,12.64367
2023-07-26,6.89655
2023-07-27,11.20689
2023-07-28,6.60919
2023-07-29,4.31034
2023-07-30,4.02298
2023-07-31,15.22988
2023-08-01,6.89655
2023-08-02,8.90804
2023-08-03,11.49425
2023-08-04,14.08045
2023-08-05,8.04597
2023-08-06,3.73563
2023-08-07,15.22988
2023-08-08,10.63218
2023-08-09,13.7931
2023-08-10,11.7816
2023-08-11,10.91954
2023-08-12,5.45977
2023-08-13,5.74712
2023-08-14,12.35632
2023-08-15,7.1839
2023-08-16,12.35632
2023-08-17,14.08045
2023-08-18,13.7931
2023-08-19,4.88505
2023-08-20,11.20689
2023-08-21,21.55172
2023-08-22,13.50574
2023-08-23,15.80459
2023-08-24,16.66666
2023-08-25,12.64367
2023-08-26,6.60919
2023-08-27,10.05747
2023-08-28,16.95402
2023-08-29,17.81609
2023-08-30,16.66666
2023-08-31,18.10344
2023-09-01,8.90804
2023-09-02,5.74712
2023-09-03,7.75862
2023-09-04,16.37931
2023-09-05,16.66666
2023-09-06,8.90804
2023-09-07,10.34482
2023-09-08,10.34482
2023-09-09,4.02298
2023-09-10,6.60919
2023-09-11,10.34482
2023-09-12,15.22988
2023-09-13,11.49425
2023-09-14,12.06896
2023-09-15,8.90804
2023-09-16,6.89655
2023-09-17,5.17241
2023-09-18,11.49425
2023-09-19,17.24137
2023-09-20,9.1954
2023-09-21,12.06896
2023-09-22,9.1954
2023-09-23,7.1839
2023-09-24,4.5977
2023-09-25,8.33333
2023-09-26,14.08045
2023-09-27,15.51724
2023-09-28,4.31034
2023-09-29,4.88505
2023-09-30,6.89655
2023-10-01,5.17241
2023-10-02,7.75862
2023-10-03,6.03448
2023-10-04,15.80459
2023-10-05,11.49425
2023-10-06,11.20689
2023-10-07,7.1839
2023-10-08,5.45977
2023-10-09,6.32183
2023-10-10,11.7816
2023-10-11,13.21839
2023-10-12,15.80459
2023-10-13,13.50574
2023-10-14,5.74712
2023-10-15,7.1839
2023-10-16,14.36781
2023-10-17,19.54022
2023-10-18,9.48275
2023-10-19,12.06896
2023-10-20,12.35632
2023-10-21,4.31034
2023-10-22,3.73563
2023-10-23,13.21839
2023-10-24,10.63218
2023-10-25,14.94252
2023-10-26,16.95402
2023-10-27,10.63218
2023-10-28,4.5977
2023-10-29,9.1954
2023-10-30,17.24137
2023-10-31,13.7931
2023-11-01,15.22988
2023-11-02,7.1839
2023-11-03,9.1954
2023-11-04,8.62068
2023-11-05,13.21839
2023-11-06,9.48275
2023-11-07,10.34482
2023-11-08,8.04597
2023-11-09,15.51724
2023-11-10,7.75862
2023-11-11,5.17241
2023-11-12,9.77011
2023-11-13,11.49425
2023-11-14,12.93103
2023-11-15,15.22988
2023-11-16,10.05747
2023-11-17,9.1954
2023-11-18,9.48275
2023-11-19,4.31034
2023-11-20,10.05747
2023-11-21,11.20689
2023-11-22,11.20689
2023-11-23,10.34482
2023-11-24,8.33333
2023-11-25,8.04597
2023-11-26,6.32183
2023-11-27,10.34482
2023-11-28,14.94252
2023-11-29,13.7931
2023-11-30,14.36781
2023-12-01,12.06896
2023-12-02,10.91954
2023-12-03,12.64367
2023-12-04,14.36781
2023-12-05,15.22988
2023-12-06,18.67816
2023-12-07,20.68965
2023-12-08,14.94252
2023-12-09,15.51724
2023-12-10,10.63218
2023-12-11,14.65517
2023-12-12,19.54022
2023-12-13,16.95402
2023-12-14,12.64367
2023-12-15,13.50574
2023-12-16,11.49425
2023-12-17,5.74712
2023-12-18,20.40229
2023-12-19,20.40229
2023-12-20,22.9885
2023-12-21,16.95402
2023-12-22,12.93103
2023-12-23,12.93103
2023-12-24,11.20689
2023-12-25,13.7931
2023-12-26,18.96551
2023-12-27,19.82758
2023-12-28,18.10344
2023-12-29,20.97701
2023-12-30,10.34482
2023-12-31,13.50574
2024-01-01,8.04597
2024-01-02,18.10344
2024-01-03,21.26436
2024-01-04,19.54022
2024-01-05,18.96551
2024-01-06,11.7816
2024-01-07,12.93103
2024-01-08,16.66666
2024-01-09,21.83908
2024-01-10,14.94252
2024-01-11,23.27586
2024-01-12,18.10344
2024-01-13,8.62068
2024-01-14,5.74712
2024-01-15,16.09195
2024-01-16,18.96551
2024-01-17,16.66666
2024-01-18,16.09195
2024-01-19,17.81609
2024-01-20,9.48275
2024-01-21,9.1954
2024-01-22,19.82758
2024-01-23,21.26436
2024-01-24,19.25287
2024-01-25,20.68965
2024-01-26,15.22988
2024-01-27,4.5977
2024-01-28,5.45977
2024-01-29,20.97701
2024-01-30,14.94252
2024-01-31,17.24137
2024-02-01,20.11494
2024-02-02,20.97701
2024-02-03,6.60919
2024-02-04,6.89655
2024-02-05,17.24137
2024-02-06,13.7931
2024-02-07,12.35632
2024-02-08,14.08045
2024-02-09,6.03448
2024-02-10,6.60919
2024-02-11,6.03448
2024-02-12,8.04597
2024-02-13,21.55172
2024-02-14,20.40229
2024-02-15,13.21839
2024-02-16,10.05747
2024-02-17,5.17241
2024-02-18,9.1954
2024-02-19,11.49425
2024-02-20,10.63218
2024-02-21,14.65517
2024-02-22,12.93103
2024-02-23,11.20689
2024-02-24,6.03448
2024-02-25,4.5977
2024-02-26,14.08045
2024-02-27,16.09195
2024-02-28,14.94252
2024-02-29,10.91954
2024-03-01,5.17241
2024-03-02,3.44827
2024-03-03,5.74712
2024-03-04,12.06896
2024-03-05,11.49425
2024-03-06,11.7816
2024-03-07,11.49425
2024-03-08,13.50574
2024-03-09,6.03448
2024-03-10,6.89655
2024-03-11,15.22988
2024-03-12,11.20689
2024-03-13,12.93103
2024-03-14,15.80459
2024-03-15,10.05747
2024-03-16,8.04597
2024-03-17,6.03448
2024-03-18,10.91954
2024-03-19,10.34482
2024-03-20,10.05747
