date,항생
2020-08-05,4.49251
2020-08-06,5.32445
2020-08-07,5.15806
2020-08-08,2.07986
2020-08-09,2.07986
2020-08-10,5.82362
2020-08-11,5.57404
2020-08-12,6.57237
2020-08-13,5.82362
2020-08-14,5.74043
2020-08-15,2.82861
2020-08-16,1.58069
2020-08-17,8.98502
2020-08-18,5.57404
2020-08-19,8.31946
2020-08-20,6.73876
2020-08-21,4.15973
2020-08-22,1.16472
2020-08-23,1.4143
2020-08-24,4.40931
2020-08-25,4.74209
2020-08-26,5.32445
2020-08-27,4.5757
2020-08-28,5.40765
2020-08-29,1.4975
2020-08-30,1.66389
2020-08-31,8.31946
2020-09-01,6.57237
2020-09-02,7.65391
2020-09-03,7.65391
2020-09-04,5.32445
2020-09-05,2.74542
2020-09-06,1.58069
2020-09-07,4.90848
2020-09-08,6.2396
2020-09-09,6.1564
2020-09-10,6.48918
2020-09-11,6.90515
2020-09-12,2.32945
2020-09-13,3.66056
2020-09-14,5.24126
2020-09-15,6.98835
2020-09-16,5.90682
2020-09-17,8.06988
2020-09-18,6.82196
2020-09-19,2.82861
2020-09-20,2.49584
2020-09-21,6.98835
2020-09-22,6.32279
2020-09-23,5.32445
2020-09-24,5.32445
2020-09-25,4.82529
2020-09-26,2.57903
2020-09-27,1.99667
2020-09-28,4.49251
2020-09-29,4.32612
2020-09-30,2.57903
2020-10-01,1.83028
2020-10-02,2.32945
2020-10-03,1.4143
2020-10-04,1.4143
2020-10-05,5.32445
2020-10-06,6.32279
2020-10-07,4.5757
2020-10-08,3.91014
2020-10-09,3.91014
2020-10-10,2.32945
2020-10-11,1.83028
2020-10-12,4.5757
2020-10-13,7.57071
2020-10-14,5.90682
2020-10-15,4.6589
2020-10-16,3.91014
2020-10-17,2.07986
2020-10-18,1.58069
2020-10-19,5.32445
2020-10-20,7.07154
2020-10-21,4.32612
2020-10-22,4.6589
2020-10-23,5.65723
2020-10-24,0.66555
2020-10-25,1.4143
2020-10-26,5.74043
2020-10-27,4.74209
2020-10-28,4.49251
2020-10-29,6.2396
2020-10-30,4.6589
2020-10-31,1.91347
2020-11-01,0.83194
2020-11-02,4.32612
2020-11-03,3.91014
2020-11-04,4.07653
2020-11-05,4.99168
2020-11-06,5.07487
2020-11-07,1.4143
2020-11-08,1.16472
2020-11-09,5.74043
2020-11-10,4.74209
2020-11-11,5.99001
2020-11-12,3.66056
2020-11-13,4.82529
2020-11-14,2.57903
2020-11-15,2.66222
2020-11-16,4.99168
2020-11-17,3.49417
2020-11-18,3.0782
2020-11-19,6.57237
2020-11-20,4.32612
2020-11-21,1.4143
2020-11-22,2.41264
2020-11-23,5.99001
2020-11-24,4.82529
2020-11-25,4.40931
2020-11-26,4.90848
2020-11-27,3.91014
2020-11-28,1.91347
2020-11-29,2.32945
2020-11-30,7.23793
2020-12-01,3.24459
2020-12-02,8.73544
2020-12-03,4.15973
2020-12-04,6.57237
2020-12-05,2.24625
2020-12-06,2.07986
2020-12-07,8.31946
2020-12-08,6.32279
2020-12-09,4.15973
2020-12-10,6.1564
2020-12-11,4.82529
2020-12-12,2.57903
2020-12-13,1.74708
2020-12-14,4.74209
2020-12-15,4.5757
2020-12-16,4.07653
2020-12-17,6.82196
2020-12-18,11.89683
2020-12-19,2.49584
2020-12-20,1.58069
2020-12-21,7.57071
2020-12-22,6.57237
2020-12-23,6.82196
2020-12-24,5.40765
2020-12-25,1.4143
2020-12-26,1.4143
2020-12-27,1.91347
2020-12-28,6.48918
2020-12-29,7.32113
2020-12-30,10.39933
2020-12-31,4.90848
2021-01-01,1.24792
2021-01-02,1.58069
2021-01-03,1.66389
2021-01-04,6.1564
2021-01-05,7.40432
2021-01-06,8.06988
2021-01-07,6.2396
2021-01-08,6.2396
2021-01-09,2.41264
2021-01-10,1.83028
2021-01-11,7.98668
2021-01-12,4.99168
2021-01-13,7.07154
2021-01-14,8.73544
2021-01-15,9.06821
2021-01-16,1.91347
2021-01-17,0.66555
2021-01-18,8.48585
2021-01-19,9.3178
2021-01-20,8.90183
2021-01-21,8.90183
2021-01-22,6.65557
2021-01-23,1.91347
2021-01-24,2.32945
2021-01-25,12.64559
2021-01-26,8.56905
2021-01-27,8.48585
2021-01-28,9.90016
2021-01-29,9.40099
2021-01-30,2.995
2021-01-31,0.91514
2021-02-01,9.3178
2021-02-02,7.32113
2021-02-03,8.40266
2021-02-04,7.40432
2021-02-05,5.24126
2021-02-06,2.24625
2021-02-07,2.66222
2021-02-08,4.74209
2021-02-09,6.2396
2021-02-10,5.57404
2021-02-11,3.91014
2021-02-12,2.32945
2021-02-13,2.07986
2021-02-14,1.91347
2021-02-15,4.24292
2021-02-16,6.48918
2021-02-17,12.14642
2021-02-18,6.90515
2021-02-19,5.15806
2021-02-20,1.4975
2021-02-21,2.07986
2021-02-22,6.98835
2021-02-23,8.06988
2021-02-24,18.21963
2021-02-25,10.8153
2021-02-26,9.65058
2021-02-27,2.24625
2021-02-28,2.32945
2021-03-01,10.8985
2021-03-02,9.73377
2021-03-03,11.06489
2021-03-04,13.22795
2021-03-05,13.06156
2021-03-06,3.57737
2021-03-07,2.32945
2021-03-08,15.39101
2021-03-09,15.5574
2021-03-10,13.81031
2021-03-11,8.06988
2021-03-12,12.4792
2021-03-13,4.74209
2021-03-14,3.66056
2021-03-15,7.32113
2021-03-16,7.7371
2021-03-17,7.82029
2021-03-18,6.82196
2021-03-19,6.98835
2021-03-20,2.41264
2021-03-21,1.83028
2021-03-22,5.90682
2021-03-23,8.65224
2021-03-24,9.81697
2021-03-25,9.40099
2021-03-26,4.5757
2021-03-27,2.16306
2021-03-28,1.66389
2021-03-29,10.06655
2021-03-30,6.82196
2021-03-31,7.7371
2021-04-01,6.90515
2021-04-02,5.90682
2021-04-03,1.91347
2021-04-04,1.4975
2021-04-05,5.82362
2021-04-06,6.73876
2021-04-07,10.23294
2021-04-08,5.82362
2021-04-09,6.82196
2021-04-10,2.07986
2021-04-11,2.07986
2021-04-12,6.98835
2021-04-13,5.74043
2021-04-14,5.40765
2021-04-15,6.40599
2021-04-16,4.6589
2021-04-17,0.91514
2021-04-18,2.07986
2021-04-19,4.5757
2021-04-20,5.74043
2021-04-21,6.82196
2021-04-22,4.5757
2021-04-23,4.82529
2021-04-24,1.74708
2021-04-25,1.58069
2021-04-26,5.24126
2021-04-27,5.57404
2021-04-28,3.74376
2021-04-29,3.0782
2021-04-30,4.5757
2021-05-01,2.32945
2021-05-02,1.58069
2021-05-03,5.32445
2021-05-04,5.57404
2021-05-05,4.6589
2021-05-06,4.74209
2021-05-07,4.90848
2021-05-08,2.49584
2021-05-09,3.66056
2021-05-10,5.74043
2021-05-11,4.6589
2021-05-12,6.82196
2021-05-13,5.49084
2021-05-14,4.90848
2021-05-15,1.4975
2021-05-16,3.0782
2021-05-17,5.24126
2021-05-18,3.91014
2021-05-19,5.99001
2021-05-20,4.6589
2021-05-21,5.90682
2021-05-22,0.99833
2021-05-23,1.83028
2021-05-24,5.15806
2021-05-25,5.40765
2021-05-26,4.5757
2021-05-27,4.6589
2021-05-28,5.57404
2021-05-29,1.4975
2021-05-30,2.41264
2021-05-31,6.07321
2021-06-01,5.07487
2021-06-02,5.32445
2021-06-03,4.5757
2021-06-04,4.49251
2021-06-05,2.32945
2021-06-06,1.08153
2021-06-07,4.5757
2021-06-08,8.98502
2021-06-09,4.49251
2021-06-10,5.99001
2021-06-11,5.82362
2021-06-12,2.24625
2021-06-13,2.91181
2021-06-14,5.40765
2021-06-15,8.90183
2021-06-16,5.49084
2021-06-17,4.90848
2021-06-18,3.74376
2021-06-19,2.32945
2021-06-20,2.41264
2021-06-21,5.49084
2021-06-22,6.48918
2021-06-23,4.07653
2021-06-24,4.82529
2021-06-25,5.74043
2021-06-26,0.99833
2021-06-27,2.07986
2021-06-28,7.7371
2021-06-29,4.82529
2021-06-30,4.5757
2021-07-01,5.07487
2021-07-02,7.32113
2021-07-03,1.4143
2021-07-04,2.49584
2021-07-05,5.40765
2021-07-06,7.07154
2021-07-07,5.57404
2021-07-08,10.8153
2021-07-09,8.15307
2021-07-10,2.49584
2021-07-11,2.995
2021-07-12,5.90682
2021-07-13,6.57237
2021-07-14,4.5757
2021-07-15,4.99168
2021-07-16,4.6589
2021-07-17,1.74708
2021-07-18,1.83028
2021-07-19,6.65557
2021-07-20,5.65723
2021-07-21,6.48918
2021-07-22,6.82196
2021-07-23,7.15474
2021-07-24,2.74542
2021-07-25,1.58069
2021-07-26,20.54908
2021-07-27,42.59567
2021-07-28,32.6955
2021-07-29,18.80199
2021-07-30,13.9767
2021-07-31,3.32778
2021-08-01,3.24459
2021-08-02,10.14975
2021-08-03,12.31281
2021-08-04,9.65058
2021-08-05,9.98336
2021-08-06,7.15474
2021-08-07,2.41264
2021-08-08,2.16306
2021-08-09,7.7371
2021-08-10,7.82029
2021-08-11,4.32612
2021-08-12,3.66056
2021-08-13,6.82196
2021-08-14,1.33111
2021-08-15,2.07986
2021-08-16,8.23627
2021-08-17,9.81697
2021-08-18,9.48419
2021-08-19,11.64725
2021-08-20,14.0599
2021-08-21,4.24292
2021-08-22,5.15806
2021-08-23,8.56905
2021-08-24,9.15141
2021-08-25,8.81863
2021-08-26,7.23793
2021-08-27,9.15141
2021-08-28,1.83028
2021-08-29,2.24625
2021-08-30,4.99168
2021-08-31,8.65224
2021-09-01,6.07321
2021-09-02,7.40432
2021-09-03,6.40599
2021-09-04,2.82861
2021-09-05,1.91347
2021-09-06,7.48752
2021-09-07,5.82362
2021-09-08,7.40432
2021-09-09,10.23294
2021-09-10,7.07154
2021-09-11,3.66056
2021-09-12,4.74209
2021-09-13,8.90183
2021-09-14,7.65391
2021-09-15,9.3178
2021-09-16,12.4792
2021-09-17,8.31946
2021-09-18,2.995
2021-09-19,3.0782
2021-09-20,61.64725
2021-09-21,55.82362
2021-09-22,23.87687
2021-09-23,20.96505
2021-09-24,15.4742
2021-09-25,3.49417
2021-09-26,2.995
2021-09-27,12.06322
2021-09-28,11.14808
2021-09-29,15.5574
2021-09-30,8.48585
2021-10-01,5.40765
2021-10-02,1.99667
2021-10-03,1.24792
2021-10-04,37.93677
2021-10-05,21.63061
2021-10-06,17.80366
2021-10-07,13.39434
2021-10-08,11.73044
2021-10-09,2.24625
2021-10-10,2.16306
2021-10-11,15.22462
2021-10-12,13.06156
2021-10-13,10.56572
2021-10-14,8.65224
2021-10-15,7.32113
2021-10-16,1.4975
2021-10-17,2.57903
2021-10-18,6.82196
2021-10-19,6.98835
2021-10-20,8.06988
2021-10-21,7.98668
2021-10-22,5.82362
2021-10-23,0.83194
2021-10-24,1.16472
2021-10-25,7.82029
2021-10-26,6.1564
2021-10-27,7.65391
2021-10-28,8.15307
2021-10-29,4.99168
2021-10-30,2.49584
2021-10-31,1.74708
2021-11-01,6.57237
2021-11-02,9.06821
2021-11-03,7.57071
2021-11-04,6.57237
2021-11-05,6.40599
2021-11-06,2.16306
2021-11-07,3.24459
2021-11-08,6.65557
2021-11-09,5.74043
2021-11-10,7.90349
2021-11-11,8.48585
2021-11-12,5.57404
2021-11-13,1.74708
2021-11-14,2.82861
2021-11-15,6.40599
2021-11-16,8.73544
2021-11-17,5.15806
2021-11-18,7.23793
2021-11-19,7.32113
2021-11-20,1.99667
2021-11-21,2.32945
2021-11-22,7.07154
2021-11-23,6.1564
2021-11-24,6.65557
2021-11-25,6.32279
2021-11-26,9.40099
2021-11-27,2.82861
2021-11-28,2.32945
2021-11-29,7.98668
2021-11-30,13.14475
2021-12-01,6.40599
2021-12-02,5.99001
2021-12-03,6.32279
2021-12-04,2.91181
2021-12-05,2.49584
2021-12-06,11.56405
2021-12-07,8.31946
2021-12-08,5.57404
2021-12-09,6.57237
2021-12-10,6.65557
2021-12-11,1.83028
2021-12-12,2.32945
2021-12-13,6.32279
2021-12-14,5.65723
2021-12-15,7.57071
2021-12-16,6.57237
2021-12-17,7.48752
2021-12-18,3.41098
2021-12-19,2.91181
2021-12-20,7.48752
2021-12-21,6.73876
2021-12-22,6.07321
2021-12-23,5.82362
2021-12-24,5.24126
2021-12-25,1.33111
2021-12-26,2.24625
2021-12-27,4.82529
2021-12-28,6.65557
2021-12-29,7.40432
2021-12-30,5.32445
2021-12-31,5.57404
2022-01-01,2.74542
2022-01-02,14.47587
2022-01-03,8.73544
2022-01-04,24.79201
2022-01-05,33.44425
2022-01-06,14.14309
2022-01-07,10.64891
2022-01-08,5.65723
2022-01-09,7.23793
2022-01-10,13.9767
2022-01-11,12.56239
2022-01-12,8.56905
2022-01-13,5.82362
2022-01-14,5.49084
2022-01-15,2.41264
2022-01-16,2.07986
2022-01-17,7.90349
2022-01-18,7.48752
2022-01-19,6.32279
2022-01-20,12.81198
2022-01-21,10.8153
2022-01-22,2.57903
2022-01-23,2.24625
2022-01-24,8.65224
2022-01-25,7.82029
2022-01-26,6.98835
2022-01-27,8.48585
2022-01-28,6.82196
2022-01-29,2.49584
2022-01-30,2.16306
2022-01-31,3.41098
2022-02-01,3.49417
2022-02-02,3.57737
2022-02-03,4.82529
2022-02-04,6.98835
2022-02-05,3.0782
2022-02-06,2.57903
2022-02-07,7.15474
2022-02-08,9.98336
2022-02-09,6.1564
2022-02-10,8.23627
2022-02-11,6.57237
2022-02-12,3.0782
2022-02-13,1.74708
2022-02-14,8.31946
2022-02-15,9.48419
2022-02-16,5.82362
2022-02-17,6.32279
2022-02-18,7.82029
2022-02-19,1.4143
2022-02-20,2.07986
2022-02-21,5.32445
2022-02-22,8.23627
2022-02-23,6.82196
2022-02-24,8.98502
2022-02-25,8.23627
2022-02-26,2.66222
2022-02-27,2.41264
2022-02-28,6.48918
2022-03-01,5.90682
2022-03-02,6.1564
2022-03-03,8.06988
2022-03-04,7.65391
2022-03-05,2.16306
2022-03-06,2.41264
2022-03-07,10.48252
2022-03-08,9.65058
2022-03-09,10.23294
2022-03-10,9.3178
2022-03-11,13.31114
2022-03-12,3.0782
2022-03-13,4.07653
2022-03-14,30.36605
2022-03-15,47.92013
2022-03-16,47.00499
2022-03-17,30.69883
2022-03-18,17.97004
2022-03-19,5.24126
2022-03-20,3.74376
2022-03-21,15.5574
2022-03-22,11.73044
2022-03-23,15.72379
2022-03-24,15.89018
2022-03-25,15.30782
2022-03-26,3.16139
2022-03-27,3.24459
2022-03-28,13.9767
2022-03-29,8.81863
2022-03-30,11.23128
2022-03-31,12.22961
2022-04-01,12.14642
2022-04-02,4.5757
2022-04-03,3.99334
2022-04-04,11.48086
2022-04-05,10.56572
2022-04-06,10.73211
2022-04-07,10.06655
2022-04-08,8.31946
2022-04-09,2.32945
2022-04-10,2.74542
2022-04-11,12.81198
2022-04-12,12.64559
2022-04-13,10.39933
2022-04-14,7.32113
2022-04-15,5.82362
2022-04-16,1.83028
2022-04-17,2.16306
2022-04-18,5.90682
2022-04-19,12.64559
2022-04-20,7.57071
2022-04-21,11.64725
2022-04-22,10.56572
2022-04-23,1.99667
2022-04-24,1.99667
2022-04-25,11.23128
2022-04-26,12.396
2022-04-27,11.64725
2022-04-28,9.06821
2022-04-29,18.38602
2022-04-30,4.07653
2022-05-01,1.16472
2022-05-02,7.07154
2022-05-03,10.8985
2022-05-04,7.65391
2022-05-05,6.07321
2022-05-06,7.57071
2022-05-07,3.0782
2022-05-08,2.41264
2022-05-09,10.14975
2022-05-10,9.81697
2022-05-11,8.73544
2022-05-12,10.39933
2022-05-13,7.82029
2022-05-14,1.16472
2022-05-15,1.91347
2022-05-16,9.3178
2022-05-17,11.81364
2022-05-18,9.65058
2022-05-19,9.40099
2022-05-20,10.8153
2022-05-21,2.07986
2022-05-22,2.66222
2022-05-23,9.98336
2022-05-24,8.15307
2022-05-25,8.98502
2022-05-26,8.06988
2022-05-27,7.65391
2022-05-28,3.16139
2022-05-29,3.41098
2022-05-30,8.81863
2022-05-31,7.65391
2022-06-01,8.98502
2022-06-02,8.65224
2022-06-03,6.73876
2022-06-04,2.91181
2022-06-05,1.99667
2022-06-06,8.90183
2022-06-07,8.06988
2022-06-08,11.64725
2022-06-09,10.64891
2022-06-10,9.06821
2022-06-11,2.07986
2022-06-12,2.57903
2022-06-13,9.73377
2022-06-14,12.14642
2022-06-15,14.14309
2022-06-16,13.47753
2022-06-17,10.56572
2022-06-18,3.16139
2022-06-19,2.995
2022-06-20,10.48252
2022-06-21,8.98502
2022-06-22,11.48086
2022-06-23,11.89683
2022-06-24,6.98835
2022-06-25,2.32945
2022-06-26,0.99833
2022-06-27,10.98169
2022-06-28,10.31613
2022-06-29,8.40266
2022-06-30,8.15307
2022-07-01,5.49084
2022-07-02,2.16306
2022-07-03,1.33111
2022-07-04,7.82029
2022-07-05,8.90183
2022-07-06,8.73544
2022-07-07,10.06655
2022-07-08,10.8985
2022-07-09,0.91514
2022-07-10,1.99667
2022-07-11,14.55906
2022-07-12,9.2346
2022-07-13,8.40266
2022-07-14,8.81863
2022-07-15,7.40432
2022-07-16,1.66389
2022-07-17,2.16306
2022-07-18,8.06988
2022-07-19,6.1564
2022-07-20,7.15474
2022-07-21,7.57071
2022-07-22,5.15806
2022-07-23,2.07986
2022-07-24,1.58069
2022-07-25,6.2396
2022-07-26,5.07487
2022-07-27,6.32279
2022-07-28,5.65723
2022-07-29,12.56239
2022-07-30,3.32778
2022-07-31,3.0782
2022-08-01,8.31946
2022-08-02,9.98336
2022-08-03,6.98835
2022-08-04,8.56905
2022-08-05,6.82196
2022-08-06,1.83028
2022-08-07,1.91347
2022-08-08,5.40765
2022-08-09,6.07321
2022-08-10,7.82029
2022-08-11,8.48585
2022-08-12,6.57237
2022-08-13,2.16306
2022-08-14,1.99667
2022-08-15,6.1564
2022-08-16,7.82029
2022-08-17,6.65557
2022-08-18,5.65723
2022-08-19,5.07487
2022-08-20,2.91181
2022-08-21,2.16306
2022-08-22,7.98668
2022-08-23,8.06988
2022-08-24,8.56905
2022-08-25,16.13976
2022-08-26,11.06489
2022-08-27,2.995
2022-08-28,2.57903
2022-08-29,9.65058
2022-08-30,8.56905
2022-08-31,5.24126
2022-09-01,9.81697
2022-09-02,8.31946
2022-09-03,1.83028
2022-09-04,1.83028
2022-09-05,7.65391
2022-09-06,7.7371
2022-09-07,8.06988
2022-09-08,5.82362
2022-09-09,5.90682
2022-09-10,1.4143
2022-09-11,1.33111
2022-09-12,3.57737
2022-09-13,8.56905
2022-09-14,7.7371
2022-09-15,7.65391
2022-09-16,6.73876
2022-09-17,1.66389
2022-09-18,1.91347
2022-09-19,8.31946
2022-09-20,5.99001
2022-09-21,7.07154
2022-09-22,8.48585
2022-09-23,7.32113
2022-09-24,1.33111
2022-09-25,3.32778
2022-09-26,13.06156
2022-09-27,7.82029
2022-09-28,12.72878
2022-09-29,8.40266
2022-09-30,8.06988
2022-10-01,1.16472
2022-10-02,0.99833
2022-10-03,11.73044
2022-10-04,5.49084
2022-10-05,15.14143
2022-10-06,13.22795
2022-10-07,9.2346
2022-10-08,1.33111
2022-10-09,2.66222
2022-10-10,8.73544
2022-10-11,8.40266
2022-10-12,10.8985
2022-10-13,6.65557
2022-10-14,7.90349
2022-10-15,3.24459
2022-10-16,2.49584
2022-10-17,9.81697
2022-10-18,8.15307
2022-10-19,7.90349
2022-10-20,11.48086
2022-10-21,6.32279
2022-10-22,3.66056
2022-10-23,2.41264
2022-10-24,100.0
2022-10-25,32.86189
2022-10-26,17.0549
2022-10-27,12.31281
2022-10-28,15.89018
2022-10-29,4.15973
2022-10-30,3.24459
2022-10-31,14.97504
2022-11-01,13.72712
2022-11-02,19.05158
2022-11-03,15.14143
2022-11-04,34.19301
2022-11-05,5.90682
2022-11-06,5.99001
2022-11-07,22.54575
2022-11-08,13.72712
2022-11-09,12.72878
2022-11-10,15.80698
2022-11-11,14.89184
2022-11-12,4.15973
2022-11-13,3.0782
2022-11-14,11.89683
2022-11-15,16.05657
2022-11-16,13.39434
2022-11-17,12.4792
2022-11-18,11.56405
2022-11-19,3.66056
2022-11-20,3.41098
2022-11-21,11.23128
2022-11-22,11.89683
2022-11-23,11.06489
2022-11-24,9.15141
2022-11-25,10.39933
2022-11-26,2.57903
2022-11-27,2.16306
2022-11-28,17.0549
2022-11-29,29.36772
2022-11-30,18.55241
2022-12-01,17.88685
2022-12-02,10.73211
2022-12-03,3.57737
2022-12-04,3.49417
2022-12-05,16.88851
2022-12-06,10.98169
2022-12-07,18.21963
2022-12-08,16.22296
2022-12-09,17.0549
2022-12-10,3.91014
2022-12-11,2.74542
2022-12-12,11.89683
2022-12-13,8.65224
2022-12-14,13.22795
2022-12-15,10.23294
2022-12-16,10.48252
2022-12-17,3.41098
2022-12-18,2.57903
2022-12-19,9.98336
2022-12-20,8.65224
2022-12-21,9.40099
2022-12-22,8.81863
2022-12-23,12.14642
2022-12-24,2.995
2022-12-25,3.0782
2022-12-26,9.56738
2022-12-27,9.3178
2022-12-28,12.56239
2022-12-29,10.31613
2022-12-30,7.07154
2022-12-31,2.995
2023-01-01,2.41264
2023-01-02,6.82196
2023-01-03,15.97337
2023-01-04,17.0549
2023-01-05,21.29783
2023-01-06,13.47753
2023-01-07,3.16139
2023-01-08,3.32778
2023-01-09,15.64059
2023-01-10,15.80698
2023-01-11,12.56239
2023-01-12,14.89184
2023-01-13,9.73377
2023-01-14,2.74542
2023-01-15,2.66222
2023-01-16,7.23793
2023-01-17,10.64891
2023-01-18,9.2346
2023-01-19,7.98668
2023-01-20,8.98502
2023-01-21,3.49417
2023-01-22,2.66222
2023-01-23,3.41098
2023-01-24,2.49584
2023-01-25,5.57404
2023-01-26,10.8985
2023-01-27,8.73544
2023-01-28,2.91181
2023-01-29,3.0782
2023-01-30,13.22795
2023-01-31,11.98003
2023-02-01,9.73377
2023-02-02,12.22961
2023-02-03,10.64891
2023-02-04,2.995
2023-02-05,2.07986
2023-02-06,12.4792
2023-02-07,10.14975
2023-02-08,10.39933
2023-02-09,9.73377
2023-02-10,7.65391
2023-02-11,2.91181
2023-02-12,2.74542
2023-02-13,8.65224
2023-02-14,8.06988
2023-02-15,11.31447
2023-02-16,9.06821
2023-02-17,5.99001
2023-02-18,2.16306
2023-02-19,1.91347
2023-02-20,8.81863
2023-02-21,9.65058
2023-02-22,9.48419
2023-02-23,7.98668
2023-02-24,10.39933
2023-02-25,2.995
2023-02-26,2.41264
2023-02-27,9.48419
2023-02-28,7.40432
2023-03-01,28.0366
2023-03-02,12.4792
2023-03-03,9.2346
2023-03-04,2.24625
2023-03-05,2.74542
2023-03-06,11.31447
2023-03-07,9.98336
2023-03-08,11.64725
2023-03-09,9.2346
2023-03-10,11.31447
2023-03-11,2.66222
2023-03-12,2.32945
2023-03-13,10.98169
2023-03-14,11.98003
2023-03-15,8.73544
2023-03-16,10.8985
2023-03-17,7.32113
2023-03-18,1.74708
2023-03-19,2.74542
2023-03-20,16.47254
2023-03-21,9.48419
2023-03-22,7.98668
2023-03-23,10.64891
2023-03-24,7.48752
2023-03-25,1.83028
2023-03-26,1.58069
2023-03-27,10.31613
2023-03-28,9.40099
2023-03-29,10.48252
2023-03-30,9.15141
2023-03-31,6.98835
2023-04-01,2.24625
2023-04-02,2.32945
2023-04-03,7.48752
2023-04-04,8.81863
2023-04-05,8.23627
2023-04-06,8.31946
2023-04-07,5.65723
2023-04-08,1.4975
2023-04-09,1.16472
2023-04-10,6.2396
2023-04-11,13.06156
2023-04-12,10.23294
2023-04-13,9.2346
2023-04-14,9.81697
2023-04-15,1.16472
2023-04-16,3.57737
2023-04-17,10.56572
2023-04-18,9.48419
2023-04-19,9.81697
2023-04-20,6.48918
2023-04-21,7.23793
2023-04-22,1.16472
2023-04-23,1.4143
2023-04-24,6.98835
2023-04-25,10.73211
2023-04-26,7.98668
2023-04-27,7.48752
2023-04-28,6.1564
2023-04-29,2.49584
2023-04-30,1.4143
2023-05-01,4.15973
2023-05-02,6.65557
2023-05-03,7.98668
2023-05-04,8.65224
2023-05-05,7.15474
2023-05-06,2.41264
2023-05-07,2.74542
2023-05-08,9.2346
2023-05-09,12.64559
2023-05-10,10.14975
2023-05-11,6.82196
2023-05-12,4.99168
2023-05-13,2.995
2023-05-14,0.66555
2023-05-15,7.7371
2023-05-16,10.98169
2023-05-17,10.31613
2023-05-18,6.07321
2023-05-19,6.73876
2023-05-20,1.58069
2023-05-21,2.91181
2023-05-22,7.65391
2023-05-23,10.14975
2023-05-24,9.2346
2023-05-25,13.56073
2023-05-26,7.23793
2023-05-27,2.74542
2023-05-28,2.32945
2023-05-29,8.31946
2023-05-30,9.90016
