date,호주환율
2020-03-20,100.0
2020-03-21,32.53379
2020-03-22,26.43984
2020-03-23,68.37505
2020-03-24,56.97449
2020-03-25,51.89759
2020-03-26,58.44763
2020-03-27,44.35215
2020-03-28,22.12863
2020-03-29,17.25314
2020-03-30,44.48698
2020-03-31,40.96311
2020-04-01,37.76216
2020-04-02,35.60157
2020-04-03,33.42599
2020-04-04,16.87362
2020-04-05,14.04887
2020-04-06,32.47553
2020-04-07,33.34443
2020-04-08,29.91211
2020-04-09,32.4722
2020-04-10,35.24535
2020-04-11,17.29975
2020-04-12,14.35515
2020-04-13,34.37312
2020-04-14,36.79006
2020-04-15,22.93428
2020-04-16,31.53672
2020-04-17,28.56548
2020-04-18,13.56448
2020-04-19,11.85165
2020-04-20,28.34076
2020-04-21,29.34616
2020-04-22,27.63666
2020-04-23,27.45688
2020-04-24,27.96624
2020-04-25,14.03056
2020-04-26,11.9665
2020-04-27,31.68653
2020-04-28,29.86883
2020-04-29,29.46268
2020-04-30,18.76955
2020-05-01,17.39796
2020-05-02,12.68726
2020-05-03,11.97982
2020-05-04,25.9671
2020-05-05,16.66222
2020-05-06,23.82815
2020-05-07,23.94799
2020-05-08,25.68912
2020-05-09,12.11132
2020-05-10,10.27864
2020-05-11,24.19102
2020-05-12,21.85232
2020-05-13,20.85025
2020-05-14,19.92642
2020-05-15,19.04587
2020-05-16,9.95072
2020-05-17,8.51754
2020-05-18,20.16778
2020-05-19,28.56215
2020-05-20,28.38904
2020-05-21,28.59711
2020-05-22,25.16645
2020-05-23,12.887
2020-05-24,11.06931
2020-05-25,26.64291
2020-05-26,28.34076
2020-05-27,34.79426
2020-05-28,31.13056
2020-05-29,27.71489
2020-05-30,13.92236
2020-05-31,11.4172
2020-06-01,30.7294
2020-06-02,36.28237
2020-06-03,46.00339
2020-06-04,35.90119
2020-06-05,32.68692
2020-06-06,14.6764
2020-06-07,12.21619
2020-06-08,27.07736
2020-06-09,31.11392
2020-06-10,30.12683
2020-06-11,26.58798
2020-06-12,26.85431
2020-06-13,11.67354
2020-06-14,9.93574
2020-06-15,25.30794
2020-06-16,31.1006
2020-06-17,25.45442
2020-06-18,21.81736
2020-06-19,18.74958
2020-06-20,9.24329
2020-06-21,8.34276
2020-06-22,21.31466
2020-06-23,21.98881
2020-06-24,19.94307
2020-06-25,19.01091
2020-06-26,17.81743
2020-06-27,8.73227
2020-06-28,7.77848
2020-06-29,19.20234
2020-06-30,18.17364
2020-07-01,19.6784
2020-07-02,18.35841
2020-07-03,16.15453
2020-07-04,7.67194
2020-07-05,7.47553
2020-07-06,17.5461
2020-07-07,16.68553
2020-07-08,16.01637
2020-07-09,18.04381
2020-07-10,15.62853
2020-07-11,7.94327
2020-07-12,7.5471
2020-07-13,18.60143
2020-07-14,18.84779
2020-07-15,19.95472
2020-07-16,19.53525
2020-07-17,18.21858
2020-07-18,8.93701
2020-07-19,8.02649
2020-07-20,17.42459
2020-07-21,19.70836
2020-07-22,28.151
2020-07-23,25.3895
2020-07-24,20.73373
2020-07-25,9.68439
2020-07-26,8.39103
2020-07-27,21.32798
2020-07-28,20.97676
2020-07-29,20.71542
2020-07-30,18.71629
2020-07-31,20.34589
2020-08-01,9.72934
2020-08-02,8.08475
2020-08-03,19.72335
2020-08-04,18.43165
2020-08-05,18.41334
2020-08-06,16.59731
2020-08-07,16.73047
2020-08-08,7.9466
2020-08-09,6.89792
2020-08-10,16.52739
2020-08-11,17.09667
2020-08-12,16.71715
2020-08-13,16.01305
2020-08-14,13.944
2020-08-15,7.34236
2020-08-16,6.80304
2020-08-17,11.23909
2020-08-18,18.39669
2020-08-19,17.71755
2020-08-20,16.61728
2020-08-21,14.9677
2020-08-22,7.26246
2020-08-23,6.96617
2020-08-24,16.42419
2020-08-25,14.53159
2020-08-26,14.76962
2020-08-27,17.79079
2020-08-28,21.26306
2020-08-29,10.38517
2020-08-30,8.34942
2020-08-31,25.87888
2020-09-01,25.32625
2020-09-02,21.58765
2020-09-03,19.76496
2020-09-04,17.34469
2020-09-05,8.29782
2020-09-06,7.32904
2020-09-07,17.03508
2020-09-08,15.97476
2020-09-09,17.09667
2020-09-10,15.60023
2020-09-11,14.73134
2020-09-12,7.50882
2020-09-13,6.52506
2020-09-14,15.67847
2020-09-15,15.85991
2020-09-16,15.34389
2020-09-17,16.79206
2020-09-18,17.18989
2020-09-19,8.1813
2020-09-20,7.09601
2020-09-21,18.17031
2020-09-22,19.2556
2020-09-23,21.04833
2020-09-24,22.30341
2020-09-25,18.66802
2020-09-26,8.56914
2020-09-27,7.17091
2020-09-28,16.9968
2020-09-29,15.63852
2020-09-30,10.51667
2020-10-01,8.947
2020-10-02,8.50256
2020-10-03,6.77808
2020-10-04,6.22045
2020-10-05,15.26899
2020-10-06,15.00765
2020-10-07,15.54863
2020-10-08,15.00599
2020-10-09,9.03688
2020-10-10,6.33364
2020-10-11,6.42685
2020-10-12,15.25234
2020-10-13,15.30894
2020-10-14,16.24109
2020-10-15,18.05879
2020-10-16,17.44789
2020-10-17,7.86337
2020-10-18,6.77308
2020-10-19,18.04547
2020-10-20,22.13363
2020-10-21,21.50442
2020-10-22,18.31846
2020-10-23,16.83034
2020-10-24,7.87336
2020-10-25,6.88128
2020-10-26,17.51281
2020-10-27,16.99513
2020-10-28,16.21446
2020-10-29,20.06458
2020-10-30,19.38877
2020-10-31,8.39436
2020-11-01,7.52879
2020-11-02,19.77162
2020-11-03,18.05712
2020-11-04,22.0787
2020-11-05,20.89353
2020-11-06,18.70131
2020-11-07,8.46427
2020-11-08,7.73853
2020-11-09,20.05459
2020-11-10,17.61768
2020-11-11,16.45915
2020-11-12,15.48704
2020-11-13,15.4138
2020-11-14,7.19422
2020-11-15,6.56834
2020-11-16,16.91856
2020-11-17,15.46873
2020-11-18,15.74838
2020-11-19,15.35554
2020-11-20,13.86244
2020-11-21,7.13096
2020-11-22,6.74146
2020-11-23,16.17451
2020-11-24,15.51867
2020-11-25,15.69179
2020-11-26,14.22032
2020-11-27,14.54158
2020-11-28,6.79805
2020-11-29,6.77974
2020-11-30,15.64518
2020-12-01,14.51994
2020-12-02,14.19202
2020-12-03,16.34929
2020-12-04,17.58938
2020-12-05,8.2612
2020-12-06,7.34736
2020-12-07,17.67427
2020-12-08,15.89486
2020-12-09,15.52699
2020-12-10,15.08589
2020-12-11,18.17364
2020-12-12,8.16299
2020-12-13,6.98947
2020-12-14,18.05879
2020-12-15,16.75544
2020-12-16,15.71842
2020-12-17,17.34636
2020-12-18,16.87695
2020-12-19,8.40435
2020-12-20,7.37232
2020-12-21,17.4196
2020-12-22,17.60103
2020-12-23,15.83161
2020-12-24,13.73593
2020-12-25,7.35235
2020-12-26,7.4206
2020-12-27,6.64158
2020-12-28,14.85118
2020-12-29,15.34889
2020-12-30,14.38344
2020-12-31,12.09135
2021-01-01,8.29615
2021-01-02,7.66695
2021-01-03,7.39563
2021-01-04,19.12078
2021-01-05,18.98928
2021-01-06,20.60057
2021-01-07,19.07417
2021-01-08,19.08416
2021-01-09,9.48298
2021-01-10,8.36939
2021-01-11,18.48991
2021-01-12,17.20487
2021-01-13,17.65763
2021-01-14,17.62434
2021-01-15,16.7105
2021-01-16,7.85505
2021-01-17,7.10766
2021-01-18,16.00805
2021-01-19,15.90651
2021-01-20,14.98934
2021-01-21,16.46414
2021-01-22,15.3106
2021-01-23,7.51714
2021-01-24,6.53505
2021-01-25,14.64311
2021-01-26,13.89739
2021-01-27,15.63685
2021-01-28,15.11918
2021-01-29,15.29729
2021-01-30,7.09434
2021-01-31,6.55503
2021-02-01,15.05093
2021-02-02,14.30354
2021-02-03,14.23197
2021-02-04,13.93734
2021-02-05,13.80751
2021-02-06,6.58166
2021-02-07,6.06565
2021-02-08,16.18117
2021-02-09,16.79039
2021-02-10,15.21572
2021-02-11,9.28989
2021-02-12,7.69192
2021-02-13,6.05732
2021-02-14,5.85092
2021-02-15,15.59691
2021-02-16,14.78627
2021-02-17,14.51161
2021-02-18,14.21366
2021-02-19,14.41673
2021-02-20,9.11512
2021-02-21,8.28949
2021-02-22,22.28843
2021-02-23,24.22431
2021-02-24,22.36001
2021-02-25,25.00665
2021-02-26,22.57473
2021-02-27,10.08722
2021-02-28,7.85505
2021-03-01,12.04807
2021-03-02,19.05419
2021-03-03,17.72088
2021-03-04,16.66722
2021-03-05,15.70344
2021-03-06,6.96784
2021-03-07,6.32698
2021-03-08,15.85158
2021-03-09,15.95312
2021-03-10,15.36387
2021-03-11,16.23443
2021-03-12,15.01265
2021-03-13,6.81303
2021-03-14,6.20047
2021-03-15,15.10586
2021-03-16,14.6814
2021-03-17,13.88075
2021-03-18,14.58652
2021-03-19,13.09674
2021-03-20,6.19049
2021-03-21,5.49803
2021-03-22,13.49124
2021-03-23,13.73926
2021-03-24,15.16246
2021-03-25,13.75757
2021-03-26,12.11798
2021-03-27,5.86257
2021-03-28,5.2883
2021-03-29,12.60237
2021-03-30,12.31773
2021-03-31,12.03309
2021-04-01,13.5212
2021-04-02,10.69478
2021-04-03,6.16552
2021-04-04,5.20174
2021-04-05,11.36227
2021-04-06,13.14501
2021-04-07,13.9157
2021-04-08,13.03515
2021-04-09,11.75677
2021-04-10,6.13056
2021-04-11,5.36487
2021-04-12,12.36433
2021-04-13,11.94154
2021-04-14,12.09301
2021-04-15,12.80711
2021-04-16,11.79173
2021-04-17,6.19548
2021-04-18,5.69611
2021-04-19,12.42592
2021-04-20,11.95652
2021-04-21,11.9149
2021-04-22,10.94613
2021-04-23,9.92409
2021-04-24,5.20507
2021-04-25,4.63246
2021-04-26,10.20041
2021-04-27,10.40182
2021-04-28,10.08222
2021-04-29,9.70603
2021-04-30,9.10679
2021-05-01,5.13349
2021-05-02,4.71069
2021-05-03,10.80964
2021-05-04,10.85125
2021-05-05,8.14967
2021-05-06,11.71848
2021-05-07,11.24908
2021-05-08,6.05066
2021-05-09,4.9404
2021-05-10,12.7039
2021-05-11,12.45588
2021-05-12,11.34229
2021-05-13,11.78007
2021-05-14,10.15879
2021-05-15,5.11685
2021-05-16,4.66742
2021-05-17,12.22618
2021-05-18,13.03016
2021-05-19,8.93534
2021-05-20,11.96317
2021-05-21,9.98734
2021-05-22,5.43811
2021-05-23,4.94873
2021-05-24,11.2291
2021-05-25,10.98275
2021-05-26,10.81962
2021-05-27,11.29735
2021-05-28,11.21079
2021-05-29,6.1239
2021-05-30,4.8888
2021-05-31,12.47586
2021-06-01,12.75218
2021-06-02,11.31733
2021-06-03,10.62487
2021-06-04,10.76636
2021-06-05,4.96704
2021-06-06,4.42606
2021-06-07,11.16086
2021-06-08,10.45176
2021-06-09,10.06225
2021-06-10,9.38477
2021-06-11,9.1251
2021-06-12,4.65576
2021-06-13,4.13143
2021-06-14,9.50795
2021-06-15,10.04061
2021-06-16,9.58452
2021-06-17,10.17544
2021-06-18,11.01771
2021-06-19,5.1285
2021-06-20,4.56255
2021-06-21,12.75384
2021-06-22,10.93781
2021-06-23,10.65983
2021-06-24,10.67814
2021-06-25,9.66941
2021-06-26,4.72235
2021-06-27,4.0998
2021-06-28,9.74265
2021-06-29,10.01231
2021-06-30,13.11006
2021-07-01,11.38224
2021-07-02,10.48005
2021-07-03,4.8139
2021-07-04,4.51594
2021-07-05,10.86124
2021-07-06,10.89286
2021-07-07,11.19248
2021-07-08,10.48505
2021-07-09,9.60949
2021-07-10,4.84386
2021-07-11,4.05652
2021-07-12,9.83753
2021-07-13,9.89746
2021-07-14,9.87249
2021-07-15,9.59451
2021-07-16,10.3419
2021-07-17,4.89713
2021-07-18,4.22797
2021-07-19,11.35561
2021-07-20,11.91324
2021-07-21,11.57034
2021-07-22,10.69478
2021-07-23,9.60616
2021-07-24,4.79725
2021-07-25,4.42938
2021-07-26,10.15546
2021-07-27,9.87915
2021-07-28,9.20667
2021-07-29,9.40974
2021-07-30,8.74392
2021-07-31,4.74066
2021-08-01,4.34116
2021-08-02,9.63779
2021-08-03,9.15174
2021-08-04,9.19169
2021-08-05,9.80924
2021-08-06,8.96697
2021-08-07,5.03029
2021-08-08,4.53259
2021-08-09,10.09388
2021-08-10,9.82588
2021-08-11,10.03395
2021-08-12,10.87455
2021-08-13,10.81629
2021-08-14,5.65283
2021-08-15,4.84885
2021-08-16,7.71689
2021-08-17,12.05473
2021-08-18,11.43884
2021-08-19,12.5258
2021-08-20,12.2628
2021-08-21,5.66116
2021-08-22,5.34656
2021-08-23,11.89493
2021-08-24,10.87955
2021-08-25,10.43844
2021-08-26,10.10719
2021-08-27,8.76889
2021-08-28,4.54091
2021-08-29,4.28623
2021-08-30,9.75764
2021-08-31,9.59784
2021-09-01,9.85085
2021-09-02,10.83294
2021-09-03,10.11552
2021-09-04,5.29495
2021-09-05,4.89047
2021-09-06,10.38184
2021-09-07,10.63652
2021-09-08,10.08222
2021-09-09,9.85085
2021-09-10,9.24662
2021-09-11,5.10852
2021-09-12,4.80724
2021-09-13,10.63486
2021-09-14,10.15546
2021-09-15,10.05393
2021-09-16,9.65943
2021-09-17,8.74225
2021-09-18,4.80724
2021-09-19,4.25128
2021-09-20,6.1572
2021-09-21,6.05233
2021-09-22,6.20214
2021-09-23,11.00938
2021-09-24,9.86417
2021-09-25,5.17844
2021-09-26,4.69904
2021-09-27,9.37812
2021-09-28,9.95572
2021-09-29,9.77761
2021-09-30,10.25867
2021-10-01,9.69938
2021-10-02,5.34489
2021-10-03,4.51594
2021-10-04,6.19548
2021-10-05,10.86956
2021-10-06,11.32731
2021-10-07,11.11259
2021-10-08,11.46048
2021-10-09,6.2321
2021-10-10,5.4664
2021-10-11,9.04687
2021-10-12,16.69218
2021-10-13,14.45835
2021-10-14,12.05306
2021-10-15,10.52833
2021-10-16,5.40814
2021-10-17,5.03861
2021-10-18,10.41514
2021-10-19,11.6286
2021-10-20,10.67314
2021-10-21,12.43258
2021-10-22,10.31526
2021-10-23,5.45142
2021-10-24,4.99201
2021-10-25,11.53705
2021-10-26,10.87622
2021-10-27,10.44343
2021-10-28,10.30527
2021-10-29,9.90911
2021-10-30,5.16845
2021-10-31,4.79059
2021-11-01,10.98109
2021-11-02,11.20747
2021-11-03,10.98941
2021-11-04,10.1022
2021-11-05,9.45635
2021-11-06,4.93541
2021-11-07,4.59251
2021-11-08,10.01231
2021-11-09,12.45089
2021-11-10,10.66815
2021-11-11,11.07264
2021-11-12,10.92116
2021-11-13,4.92376
2021-11-14,4.76729
2021-11-15,10.91617
2021-11-16,10.23203
2021-11-17,10.06225
2021-11-18,10.09221
2021-11-19,8.76389
2021-11-20,4.71569
2021-11-21,4.37612
2021-11-22,10.59158
2021-11-23,10.87788
2021-11-24,11.40555
2021-11-25,11.06098
2021-11-26,11.1309
2021-11-27,5.93914
2021-11-28,5.24668
2021-11-29,11.60696
2021-11-30,12.70224
2021-12-01,12.35934
2021-12-02,13.7842
2021-12-03,12.72055
2021-12-04,6.27704
2021-12-05,5.05526
2021-12-06,13.63273
2021-12-07,12.54577
2021-12-08,11.77674
2021-12-09,11.23576
2021-12-10,9.92076
2021-12-11,5.00366
2021-12-12,4.62414
2021-12-13,10.98941
2021-12-14,10.45342
2021-12-15,10.10886
2021-12-16,10.10386
2021-12-17,9.65443
2021-12-18,4.77228
2021-12-19,8.4676
2021-12-20,12.56075
2021-12-21,10.10053
2021-12-22,9.6561
2021-12-23,10.06058
2021-12-24,8.7073
2021-12-25,4.45935
2021-12-26,4.89879
2021-12-27,9.28324
2021-12-28,9.05353
2021-12-29,9.89579
2021-12-30,10.09055
2021-12-31,7.79013
2022-01-01,5.17344
2022-01-02,5.25501
2022-01-03,9.78593
2022-01-04,10.64484
2022-01-05,11.46714
2022-01-06,12.02976
2022-01-07,10.61988
2022-01-08,5.58292
2022-01-09,5.21173
2022-01-10,11.15919
2022-01-11,10.08722
2022-01-12,10.22871
2022-01-13,10.17211
2022-01-14,10.32359
2022-01-15,5.14847
2022-01-16,5.02363
2022-01-17,10.6049
2022-01-18,10.56994
2022-01-19,10.61655
2022-01-20,10.35854
2022-01-21,9.76596
2022-01-22,5.23503
2022-01-23,4.86217
2022-01-24,10.60323
2022-01-25,10.88787
2022-01-26,9.74265
2022-01-27,12.72887
2022-01-28,12.30441
2022-01-29,6.22544
2022-01-30,5.47806
2022-01-31,7.08269
2022-02-01,6.89959
2022-02-02,7.83174
2022-02-03,12.5491
2022-02-04,11.09927
2022-02-05,5.92582
2022-02-06,5.79599
2022-02-07,12.14461
2022-02-08,10.56495
2022-02-09,10.6565
2022-02-10,10.67647
2022-02-11,11.03269
2022-02-12,5.9458
2022-02-13,5.50635
2022-02-14,11.32066
2022-02-15,11.314
2022-02-16,10.42346
2022-02-17,11.79173
