date,미국ETF추천
2020-08-26,10.96085
2020-08-27,12.02846
2020-08-28,10.03558
2020-08-29,6.61921
2020-08-30,6.61921
2020-08-31,10.24911
2020-09-01,12.02846
2020-09-02,13.66548
2020-09-03,12.88256
2020-09-04,7.18861
2020-09-05,6.33451
2020-09-06,4.9822
2020-09-07,6.83274
2020-09-08,9.11032
2020-09-09,8.54092
2020-09-10,9.82206
2020-09-11,6.90391
2020-09-12,4.12811
2020-09-13,4.12811
2020-09-14,5.97864
2020-09-15,9.75088
2020-09-16,6.90391
2020-09-17,7.11743
2020-09-18,6.40569
2020-09-19,4.55516
2020-09-20,4.9822
2020-09-21,4.6975
2020-09-22,5.19572
2020-09-23,4.6975
2020-09-24,4.83985
2020-09-25,5.40925
2020-09-26,3.34519
2020-09-27,3.13167
2020-09-28,4.91103
2020-09-29,5.2669
2020-09-30,5.40925
2020-10-01,5.97864
2020-10-02,5.12455
2020-10-03,5.5516
2020-10-04,4.91103
2020-10-05,5.90747
2020-10-06,5.83629
2020-10-07,7.82918
2020-10-08,6.33451
2020-10-09,9.60854
2020-10-10,6.54804
2020-10-11,7.04626
2020-10-12,9.96441
2020-10-13,9.89323
2020-10-14,9.82206
2020-10-15,9.03914
2020-10-16,8.54092
2020-10-17,4.76868
2020-10-18,6.76156
2020-10-19,5.97864
2020-10-20,6.83274
2020-10-21,8.39857
2020-10-22,9.67971
2020-10-23,9.18149
2020-10-24,6.19217
2020-10-25,7.25978
2020-10-26,6.90391
2020-10-27,7.82918
2020-10-28,8.46975
2020-10-29,6.90391
2020-10-30,5.2669
2020-10-31,4.05693
2020-11-01,2.91814
2020-11-02,6.69039
2020-11-03,6.04982
2020-11-04,7.68683
2020-11-05,9.25266
2020-11-06,8.11387
2020-11-07,7.25978
2020-11-08,7.90035
2020-11-09,11.67259
2020-11-10,12.02846
2020-11-11,11.60142
2020-11-12,11.3879
2020-11-13,10.17793
2020-11-14,7.97153
2020-11-15,6.69039
2020-11-16,9.96441
2020-11-17,13.52313
2020-11-18,14.73309
2020-11-19,11.17437
2020-11-20,10.32028
2020-11-21,10.03558
2020-11-22,10.32028
2020-11-23,13.66548
2020-11-24,17.65124
2020-11-25,18.50533
2020-11-26,16.9395
2020-11-27,15.01779
2020-11-28,12.88256
2020-11-29,12.74021
2020-11-30,14.73309
2020-12-01,14.02135
2020-12-02,16.79715
2020-12-03,18.57651
2020-12-04,15.37366
2020-12-05,14.87544
2020-12-06,15.16014
2020-12-07,16.44128
2020-12-08,20.92526
2020-12-09,18.93238
2020-12-10,15.58718
2020-12-11,17.79359
2020-12-12,12.66903
2020-12-13,13.02491
2020-12-14,18.71886
2020-12-15,16.6548
2020-12-16,20.49822
2020-12-17,17.43772
2020-12-18,18.29181
2020-12-19,15.23131
2020-12-20,15.01779
2020-12-21,18.57651
2020-12-22,23.70106
2020-12-23,29.03914
2020-12-24,25.48042
2020-12-25,16.79715
2020-12-26,20.14234
2020-12-27,18.71886
2020-12-28,27.4733
2020-12-29,30.5338
2020-12-30,31.67259
2020-12-31,31.17437
2021-01-01,20.28469
2021-01-02,18.22064
2021-01-03,18.71886
2021-01-04,28.25622
2021-01-05,32.17081
2021-01-06,30.74733
2021-01-07,30.39145
2021-01-08,34.51957
2021-01-09,30.39145
2021-01-10,26.33451
2021-01-11,34.87544
2021-01-12,26.61921
2021-01-13,30.24911
2021-01-14,27.82918
2021-01-15,27.18861
2021-01-16,23.34519
2021-01-17,17.72241
2021-01-18,23.20284
2021-01-19,26.54804
2021-01-20,38.14946
2021-01-21,42.27758
2021-01-22,45.33807
2021-01-23,40.07117
2021-01-24,30.17793
2021-01-25,35.65836
2021-01-26,37.58007
2021-01-27,41.13879
2021-01-28,31.60142
2021-01-29,28.61209
2021-01-30,25.2669
2021-01-31,21.42348
2021-02-01,25.62277
2021-02-02,38.00711
2021-02-03,39.4306
2021-02-04,34.37722
2021-02-05,38.36298
2021-02-06,38.00711
2021-02-07,32.45551
2021-02-08,39.35943
2021-02-09,49.46619
2021-02-10,54.59074
2021-02-11,48.96797
2021-02-12,60.21352
2021-02-13,68.89679
2021-02-14,68.46975
2021-02-15,90.32028
2021-02-16,100.0
2021-02-17,92.45551
2021-02-18,70.39145
2021-02-19,58.64768
2021-02-20,56.0854
2021-02-21,52.52669
2021-02-22,59.21708
2021-02-23,53.5943
2021-02-24,50.24911
2021-02-25,56.0854
2021-02-26,34.94661
2021-02-27,24.76868
2021-02-28,25.12455
2021-03-01,31.3879
2021-03-02,39.07473
2021-03-03,39.7153
2021-03-04,36.86832
2021-03-05,28.75444
2021-03-06,22.84697
2021-03-07,22.13523
2021-03-08,25.2669
2021-03-09,26.19217
2021-03-10,34.1637
2021-03-11,45.2669
2021-03-12,38.8612
2021-03-13,35.08896
2021-03-14,28.75444
2021-03-15,35.65836
2021-03-16,44.83985
2021-03-17,41.20996
2021-03-18,52.31316
2021-03-19,33.95017
2021-03-20,26.90391
2021-03-21,20.56939
2021-03-22,32.74021
2021-03-23,35.16014
2021-03-24,30.03558
2021-03-25,32.74021
2021-03-26,28.0427
2021-03-27,28.0427
2021-03-28,22.63345
2021-03-29,31.3879
2021-03-30,36.9395
2021-03-31,36.15658
2021-04-01,38.07829
2021-04-02,31.53024
2021-04-03,23.55871
2021-04-04,29.96441
2021-04-05,43.91459
2021-04-06,47.18861
2021-04-07,44.55516
2021-04-08,42.91814
2021-04-09,38.57651
2021-04-10,34.51957
2021-04-11,37.93594
2021-04-12,48.54092
2021-04-13,48.46975
2021-04-14,55.51601
2021-04-15,51.74377
2021-04-16,49.89323
2021-04-17,34.94661
2021-04-18,29.39501
2021-04-19,47.04626
2021-04-20,46.33451
2021-04-21,40.56939
2021-04-22,41.42348
2021-04-23,37.29537
2021-04-24,30.88967
2021-04-25,30.39145
2021-04-26,37.22419
2021-04-27,44.62633
2021-04-28,44.41281
2021-04-29,48.46975
2021-04-30,42.56227
2021-05-01,32.74021
2021-05-02,32.88256
2021-05-03,55.23131
2021-05-04,62.06405
2021-05-05,54.37722
2021-05-06,45.12455
2021-05-07,39.92882
2021-05-08,30.39145
2021-05-09,30.03558
2021-05-10,41.56583
2021-05-11,35.23131
2021-05-12,29.39501
2021-05-13,27.97153
2021-05-14,28.25622
2021-05-15,21.42348
2021-05-16,22.7758
2021-05-17,28.3274
2021-05-18,25.12455
2021-05-19,26.54804
2021-05-20,28.11387
2021-05-21,27.82918
2021-05-22,20.35587
2021-05-23,20.42704
2021-05-24,29.67971
2021-05-25,31.95729
2021-05-26,29.46619
2021-05-27,28.3274
2021-05-28,35.01779
2021-05-29,23.20284
2021-05-30,24.34163
2021-05-31,30.10676
2021-06-01,31.31672
2021-06-02,32.38434
2021-06-03,28.54092
2021-06-04,26.26334
2021-06-05,19.64412
2021-06-06,18.22064
2021-06-07,23.13167
2021-06-08,27.97153
2021-06-09,28.39857
2021-06-10,26.76156
2021-06-11,25.90747
2021-06-12,17.50889
2021-06-13,17.58007
2021-06-14,28.75444
2021-06-15,32.59786
2021-06-16,26.26334
2021-06-17,24.34163
2021-06-18,28.89679
2021-06-19,22.06405
2021-06-20,15.01779
2021-06-21,24.83985
2021-06-22,28.68327
2021-06-23,33.09608
2021-06-24,31.53024
2021-06-25,34.1637
2021-06-26,25.62277
2021-06-27,24.6975
2021-06-28,34.02135
2021-06-29,42.4911
2021-06-30,40.21352
2021-07-01,36.9395
2021-07-02,32.66903
2021-07-03,29.03914
2021-07-04,27.61565
2021-07-05,37.08185
2021-07-06,43.41637
2021-07-07,40.99644
2021-07-08,42.63345
2021-07-09,36.0854
2021-07-10,30.24911
2021-07-11,26.97508
2021-07-12,37.86476
2021-07-13,42.98932
2021-07-14,43.84341
2021-07-15,41.13879
2021-07-16,32.31316
2021-07-17,24.6975
2021-07-18,26.33451
2021-07-19,32.95373
2021-07-20,37.01067
2021-07-21,39.4306
2021-07-22,43.27402
2021-07-23,45.05338
2021-07-24,33.52313
2021-07-25,26.47686
2021-07-26,39.28825
2021-07-27,38.64768
2021-07-28,31.53024
2021-07-29,34.80427
2021-07-30,32.95373
2021-07-31,22.63345
2021-08-01,23.48754
2021-08-02,32.38434
2021-08-03,38.36298
2021-08-04,41.42348
2021-08-05,40.35587
2021-08-06,44.91103
2021-08-07,37.36654
2021-08-08,35.94306
2021-08-09,47.61565
2021-08-10,52.24199
2021-08-11,57.01067
2021-08-12,52.45551
2021-08-13,52.66903
2021-08-14,36.58362
2021-08-15,35.65836
2021-08-16,42.91814
2021-08-17,52.66903
2021-08-18,47.4733
2021-08-19,45.97864
2021-08-20,40.35587
2021-08-21,32.66903
2021-08-22,33.16725
2021-08-23,48.96797
2021-08-24,70.46263
2021-08-25,67.33096
2021-08-26,61.63701
2021-08-27,55.08896
2021-08-28,45.97864
2021-08-29,43.91459
2021-08-30,56.72597
2021-08-31,68.82562
2021-09-01,59.35943
2021-09-02,56.22775
2021-09-03,55.01779
2021-09-04,43.27402
2021-09-05,43.13167
2021-09-06,49.03914
2021-09-07,55.08896
2021-09-08,48.39857
2021-09-09,43.98576
2021-09-10,43.55871
2021-09-11,31.03202
2021-09-12,33.45195
2021-09-13,41.20996
2021-09-14,45.05338
2021-09-15,44.76868
2021-09-16,45.33807
2021-09-17,41.49466
2021-09-18,31.45907
2021-09-19,23.91459
2021-09-20,28.54092
2021-09-21,30.03558
2021-09-22,37.01067
2021-09-23,52.66903
2021-09-24,54.59074
2021-09-25,42.06405
2021-09-26,36.79715
2021-09-27,49.18149
2021-09-28,49.53736
2021-09-29,48.54092
2021-09-30,35.08896
2021-10-01,36.01423
2021-10-02,27.4733
2021-10-03,26.04982
2021-10-04,32.31316
2021-10-05,39.78647
2021-10-06,38.29181
2021-10-07,40.99644
2021-10-08,37.08185
2021-10-09,25.83629
2021-10-10,23.48754
2021-10-11,29.82206
2021-10-12,38.00711
2021-10-13,36.6548
2021-10-14,38.57651
2021-10-15,40.14234
2021-10-16,29.03914
2021-10-17,24.27046
2021-10-18,38.00711
2021-10-19,43.62989
2021-10-20,44.6975
2021-10-21,44.12811
2021-10-22,42.34875
2021-10-23,27.04626
2021-10-24,24.41281
2021-10-25,36.44128
2021-10-26,53.66548
2021-10-27,51.31672
2021-10-28,46.04982
2021-10-29,43.91459
2021-10-30,32.24199
2021-10-31,30.88967
2021-11-01,45.5516
2021-11-02,58.00711
2021-11-03,54.73309
2021-11-04,65.5516
2021-11-05,72.88256
2021-11-06,47.82918
2021-11-07,39.7153
2021-11-08,62.91814
2021-11-09,71.88612
2021-11-10,57.79359
2021-11-11,49.11032
2021-11-12,47.82918
2021-11-13,36.72597
2021-11-14,38.43416
2021-11-15,56.79715
2021-11-16,61.49466
2021-11-17,68.61209
2021-11-18,64.55516
2021-11-19,63.13167
2021-11-20,46.83274
2021-11-21,46.26334
2021-11-22,67.758
2021-11-23,65.62277
2021-11-24,58.71886
2021-11-25,62.98932
2021-11-26,55.94306
2021-11-27,33.23843
2021-11-28,33.16725
2021-11-29,50.8185
2021-11-30,57.01067
2021-12-01,48.75444
2021-12-02,50.8185
2021-12-03,40.28469
2021-12-04,31.95729
2021-12-05,28.25622
2021-12-06,39.35943
2021-12-07,51.60142
2021-12-08,54.1637
2021-12-09,51.53024
2021-12-10,42.70462
2021-12-11,33.80782
2021-12-12,31.03202
2021-12-13,53.02491
2021-12-14,49.53736
2021-12-15,41.99288
2021-12-16,45.83629
2021-12-17,41.28113
2021-12-18,28.68327
2021-12-19,31.31672
2021-12-20,43.41637
2021-12-21,45.83629
2021-12-22,44.05693
2021-12-23,44.05693
2021-12-24,43.77224
2021-12-25,32.45551
2021-12-26,31.60142
2021-12-27,50.46263
2021-12-28,62.2064
2021-12-29,62.41992
2021-12-30,58.57651
2021-12-31,43.77224
2022-01-01,29.46619
2022-01-02,41.99288
2022-01-03,64.55516
2022-01-04,73.80782
2022-01-05,63.06049
2022-01-06,57.50889
2022-01-07,51.3879
2022-01-08,39.57295
2022-01-09,39.00355
2022-01-10,46.12099
2022-01-11,54.51957
2022-01-12,51.17437
2022-01-13,50.46263
2022-01-14,48.39857
2022-01-15,31.45907
2022-01-16,42.7758
2022-01-17,53.38078
2022-01-18,51.17437
2022-01-19,48.82562
2022-01-20,55.51601
2022-01-21,49.60854
2022-01-22,34.66192
2022-01-23,33.02491
2022-01-24,44.41281
2022-01-25,51.3879
2022-01-26,47.68683
2022-01-27,49.32384
2022-01-28,46.40569
2022-01-29,33.45195
2022-01-30,29.89323
2022-01-31,31.24555
2022-02-01,50.96085
2022-02-02,57.72241
2022-02-03,68.96797
2022-02-04,64.34163
2022-02-05,52.24199
2022-02-06,46.04982
2022-02-07,54.09252
2022-02-08,52.59786
2022-02-09,51.95729
2022-02-10,50.17793
2022-02-11,43.13167
2022-02-12,26.47686
2022-02-13,28.96797
2022-02-14,37.36654
2022-02-15,38.00711
2022-02-16,39.28825
2022-02-17,39.1459
2022-02-18,35.80071
2022-02-19,24.12811
2022-02-20,26.12099
2022-02-21,30.24911
2022-02-22,35.94306
2022-02-23,33.45195
2022-02-24,38.8612
2022-02-25,39.7153
2022-02-26,30.24911
2022-02-27,25.97864
2022-02-28,32.31316
2022-03-01,29.32384
2022-03-02,33.3096
2022-03-03,29.75088
2022-03-04,29.18149
2022-03-05,19.28825
2022-03-06,21.9217
2022-03-07,30.8185
2022-03-08,27.90035
2022-03-09,20.49822
2022-03-10,24.12811
2022-03-11,26.76156
2022-03-12,19.1459
2022-03-13,24.48398
2022-03-14,29.11032
2022-03-15,29.32384
2022-03-16,30.24911
2022-03-17,33.52313
2022-03-18,32.17081
2022-03-19,24.41281
2022-03-20,23.91459
2022-03-21,34.51957
2022-03-22,32.95373
2022-03-23,36.3701
2022-03-24,34.44839
2022-03-25,39.07473
2022-03-26,22.63345
2022-03-27,22.91814
2022-03-28,32.81138
2022-03-29,36.0854
2022-03-30,48.61209
2022-03-31,41.28113
2022-04-01,32.09964
2022-04-02,22.70462
2022-04-03,22.34875
2022-04-04,30.46263
2022-04-05,38.57651
2022-04-06,33.09608
2022-04-07,31.81494
2022-04-08,27.4733
2022-04-09,20.64056
2022-04-10,15.30249
2022-04-11,22.84697
2022-04-12,25.5516
2022-04-13,24.55516
2022-04-14,22.41992
2022-04-15,21.70818
2022-04-16,13.5943
2022-04-17,14.51957
2022-04-18,17.50889
2022-04-19,24.19928
2022-04-20,23.98576
2022-04-21,24.12811
2022-04-22,19.07473
2022-04-23,15.87188
2022-04-24,12.52669
2022-04-25,22.7758
2022-04-26,20.35587
2022-04-27,22.98932
2022-04-28,18.22064
2022-04-29,18.71886
2022-04-30,12.74021
2022-05-01,9.11032
2022-05-02,17.01067
2022-05-03,20.85409
2022-05-04,20.99644
2022-05-05,16.3701
2022-05-06,18.71886
2022-05-07,11.03202
2022-05-08,13.73665
2022-05-09,14.59074
2022-05-10,19.07473
2022-05-11,17.08185
2022-05-12,17.93594
2022-05-13,16.29893
2022-05-14,7.97153
2022-05-15,9.03914
2022-05-16,13.66548
2022-05-17,15.44483
2022-05-18,15.44483
2022-05-19,15.51601
2022-05-20,13.45195
2022-05-21,8.89679
2022-05-22,9.03914
2022-05-23,14.59074
2022-05-24,12.81138
2022-05-25,15.16014
2022-05-26,12.52669
2022-05-27,13.23843
2022-05-28,7.97153
2022-05-29,10.74733
2022-05-30,14.94661
2022-05-31,13.66548
2022-06-01,12.88256
2022-06-02,12.31316
2022-06-03,13.16725
2022-06-04,10.10676
2022-06-05,9.03914
2022-06-06,10.03558
2022-06-07,14.23487
2022-06-08,15.72953
2022-06-09,12.17081
2022-06-10,13.23843
2022-06-11,10.74733
2022-06-12,9.11032
2022-06-13,14.51957
2022-06-14,18.57651
2022-06-15,17.15302
2022-06-16,12.59786
2022-06-17,15.16014
2022-06-18,10.24911
2022-06-19,10.03558
2022-06-20,14.59074
2022-06-21,12.66903
2022-06-22,13.16725
2022-06-23,13.80782
2022-06-24,12.02846
2022-06-25,9.32384
2022-06-26,8.39857
2022-06-27,13.73665
2022-06-28,12.17081
2022-06-29,10.46263
2022-06-30,11.53024
2022-07-01,8.82562
2022-07-02,7.61565
2022-07-03,7.61565
2022-07-04,7.97153
2022-07-05,11.3879
2022-07-06,9.46619
2022-07-07,9.67971
2022-07-08,11.3879
2022-07-09,6.61921
2022-07-10,7.82918
2022-07-11,7.97153
2022-07-12,10.03558
2022-07-13,8.11387
2022-07-14,8.39857
2022-07-15,9.46619
2022-07-16,6.83274
2022-07-17,4.27046
2022-07-18,8.3274
2022-07-19,8.3274
2022-07-20,12.66903
2022-07-21,8.54092
2022-07-22,11.31672
2022-07-23,6.54804
2022-07-24,5.48042
2022-07-25,10.8185
2022-07-26,10.10676
2022-07-27,8.89679
2022-07-28,8.3274
2022-07-29,10.39145
2022-07-30,10.03558
2022-07-31,6.97508
2022-08-01,10.74733
2022-08-02,12.45551
2022-08-03,13.09608
2022-08-04,14.94661
2022-08-05,10.96085
2022-08-06,8.89679
2022-08-07,8.46975
2022-08-08,13.66548
2022-08-09,14.80427
2022-08-10,11.95729
2022-08-11,13.80782
2022-08-12,13.52313
2022-08-13,7.90035
2022-08-14,8.18505
2022-08-15,9.46619
2022-08-16,20.21352
2022-08-17,20.92526
2022-08-18,17.58007
2022-08-19,14.44839
2022-08-20,9.25266
2022-08-21,11.60142
2022-08-22,16.6548
2022-08-23,16.72597
2022-08-24,14.44839
2022-08-25,15.65836
2022-08-26,12.52669
2022-08-27,7.68683
2022-08-28,9.96441
2022-08-29,12.17081
2022-08-30,21.85053
2022-08-31,11.1032
2022-09-01,11.81494
2022-09-02,10.17793
2022-09-03,5.62277
2022-09-04,6.40569
2022-09-05,11.53024
2022-09-06,10.5338
2022-09-07,10.8185
2022-09-08,8.54092
2022-09-09,8.75444
2022-09-10,10.17793
2022-09-11,8.46975
2022-09-12,10.60498
2022-09-13,14.51957
2022-09-14,12.81138
2022-09-15,12.31316
2022-09-16,9.89323
2022-09-17,6.83274
2022-09-18,6.47686
2022-09-19,9.67971
2022-09-20,10.46263
2022-09-21,11.03202
2022-09-22,12.38434
2022-09-23,11.1032
2022-09-24,5.97864
2022-09-25,6.76156
2022-09-26,9.53736
2022-09-27,10.96085
2022-09-28,11.95729
2022-09-29,11.24555
2022-09-30,9.60854
2022-10-01,5.5516
2022-10-02,4.19928
2022-10-03,7.25978
2022-10-04,9.96441
2022-10-05,7.04626
2022-10-06,5.76512
2022-10-07,5.33807
2022-10-08,3.70106
2022-10-09,3.84341
2022-10-10,4.91103
2022-10-11,6.12099
2022-10-12,5.40925
2022-10-13,7.758
2022-10-14,5.05338
2022-10-15,4.6975
2022-10-16,4.05693
2022-10-17,4.6975
2022-10-18,6.12099
2022-10-19,6.26334
2022-10-20,7.33096
2022-10-21,4.91103
2022-10-22,3.34519
2022-10-23,2.7758
2022-10-24,5.90747
2022-10-25,5.2669
2022-10-26,6.69039
2022-10-27,8.75444
2022-10-28,7.68683
2022-10-29,7.04626
2022-10-30,6.76156
2022-10-31,6.12099
2022-11-01,7.54448
2022-11-02,8.0427
2022-11-03,8.0427
2022-11-04,6.90391
2022-11-05,5.5516
2022-11-06,3.13167
2022-11-07,6.40569
2022-11-08,6.97508
2022-11-09,7.61565
2022-11-10,7.04626
2022-11-11,10.10676
2022-11-12,6.90391
2022-11-13,5.33807
2022-11-14,6.90391
2022-11-15,7.758
2022-11-16,8.54092
2022-11-17,6.97508
2022-11-18,6.90391
2022-11-19,3.77224
2022-11-20,3.84341
2022-11-21,4.34163
2022-11-22,6.19217
2022-11-23,8.3274
2022-11-24,6.40569
2022-11-25,5.5516
2022-11-26,3.27402
2022-11-27,3.41637
2022-11-28,4.76868
2022-11-29,6.04982
2022-11-30,4.91103
2022-12-01,5.69395
2022-12-02,5.2669
2022-12-03,3.13167
2022-12-04,3.70106
2022-12-05,4.76868
2022-12-06,5.76512
2022-12-07,5.19572
2022-12-08,5.76512
2022-12-09,4.9822
2022-12-10,3.91459
2022-12-11,3.70106
2022-12-12,4.83985
2022-12-13,7.25978
2022-12-14,6.47686
2022-12-15,6.33451
2022-12-16,4.9822
2022-12-17,4.12811
2022-12-18,2.56227
2022-12-19,5.19572
2022-12-20,6.69039
2022-12-21,7.25978
2022-12-22,5.62277
2022-12-23,5.62277
2022-12-24,2.70462
2022-12-25,4.6975
2022-12-26,4.76868
2022-12-27,7.758
2022-12-28,6.69039
2022-12-29,5.48042
2022-12-30,6.76156
2022-12-31,5.05338
2023-01-01,2.84697
2023-01-02,5.12455
2023-01-03,6.90391
2023-01-04,5.76512
2023-01-05,7.25978
2023-01-06,6.40569
2023-01-07,5.33807
2023-01-08,4.91103
2023-01-09,5.33807
2023-01-10,6.90391
2023-01-11,6.69039
2023-01-12,7.33096
2023-01-13,7.97153
2023-01-14,5.40925
2023-01-15,6.33451
2023-01-16,6.54804
2023-01-17,7.90035
2023-01-18,6.83274
2023-01-19,7.68683
2023-01-20,7.33096
2023-01-21,3.70106
2023-01-22,4.48398
2023-01-23,6.12099
2023-01-24,8.18505
2023-01-25,11.81494
2023-01-26,11.67259
2023-01-27,12.02846
2023-01-28,7.40213
2023-01-29,7.82918
2023-01-30,8.25622
2023-01-31,10.32028
2023-02-01,11.3879
2023-02-02,12.09964
2023-02-03,14.37722
2023-02-04,9.03914
2023-02-05,8.46975
2023-02-06,10.8185
2023-02-07,12.66903
2023-02-08,11.67259
2023-02-09,13.95017
2023-02-10,9.46619
2023-02-11,7.54448
2023-02-12,7.61565
2023-02-13,8.61209
2023-02-14,11.3879
2023-02-15,11.31672
2023-02-16,10.03558
2023-02-17,8.39857
2023-02-18,4.83985
2023-02-19,5.19572
2023-02-20,6.33451
2023-02-21,8.0427
2023-02-22,6.54804
2023-02-23,8.0427
2023-02-24,7.04626
2023-02-25,5.40925
2023-02-26,5.2669
2023-02-27,5.5516
2023-02-28,6.19217
2023-03-01,7.758
2023-03-02,5.90747
2023-03-03,6.40569
2023-03-04,5.12455
2023-03-05,5.90747
2023-03-06,7.04626
2023-03-07,7.758
2023-03-08,5.90747
2023-03-09,6.04982
2023-03-10,6.19217
2023-03-11,3.41637
2023-03-12,2.98932
2023-03-13,3.91459
2023-03-14,4.62633
2023-03-15,7.18861
2023-03-16,5.12455
2023-03-17,4.55516
2023-03-18,2.56227
2023-03-19,3.06049
2023-03-20,5.69395
2023-03-21,4.9822
2023-03-22,4.9822
2023-03-23,6.12099
2023-03-24,5.5516
2023-03-25,3.55871
2023-03-26,2.70462
2023-03-27,5.5516
2023-03-28,4.83985
2023-03-29,3.91459
2023-03-30,5.12455
2023-03-31,3.91459
2023-04-01,2.84697
2023-04-02,2.13523
2023-04-03,5.40925
2023-04-04,5.76512
2023-04-05,5.12455
2023-04-06,5.40925
2023-04-07,5.90747
2023-04-08,2.2064
2023-04-09,2.98932
2023-04-10,5.40925
2023-04-11,4.27046
2023-04-12,4.34163
2023-04-13,4.12811
2023-04-14,5.48042
2023-04-15,1.70818
2023-04-16,2.06405
2023-04-17,5.05338
2023-04-18,5.19572
2023-04-19,4.05693
2023-04-20,3.27402
2023-04-21,3.27402
2023-04-22,2.56227
2023-04-23,1.56583
2023-04-24,3.34519
2023-04-25,4.05693
2023-04-26,5.19572
2023-04-27,4.48398
2023-04-28,3.91459
2023-04-29,3.34519
2023-04-30,1.63701
2023-05-01,3.27402
2023-05-02,4.76868
2023-05-03,4.91103
2023-05-04,3.48754
2023-05-05,2.27758
2023-05-06,2.41992
2023-05-07,3.27402
2023-05-08,3.77224
2023-05-09,3.77224
2023-05-10,5.12455
2023-05-11,5.48042
2023-05-12,4.48398
2023-05-13,2.91814
2023-05-14,2.13523
2023-05-15,3.41637
2023-05-16,3.48754
2023-05-17,4.05693
2023-05-18,5.05338
2023-05-19,7.25978
2023-05-20,2.84697
2023-05-21,2.56227
2023-05-22,4.76868
2023-05-23,6.04982
2023-05-24,3.27402
2023-05-25,4.9822
2023-05-26,5.05338
2023-05-27,4.41281
2023-05-28,3.55871
