date,미국ETF추천
2023-05-29,3.91459
2023-05-30,4.76868
2023-05-31,7.90035
2023-06-01,7.40213
2023-06-02,5.05338
2023-06-03,4.76868
2023-06-04,2.27758
2023-06-05,6.97508
2023-06-06,4.83985
2023-06-07,7.40213
2023-06-08,5.5516
2023-06-09,7.18861
2023-06-10,3.55871
2023-06-11,3.06049
2023-06-12,4.91103
2023-06-13,8.18505
2023-06-14,8.0427
2023-06-15,7.33096
2023-06-16,8.96797
2023-06-17,4.48398
2023-06-18,4.34163
2023-06-19,6.19217
2023-06-20,6.47686
2023-06-21,7.4733
2023-06-22,6.33451
2023-06-23,6.90391
2023-06-24,3.20284
2023-06-25,3.20284
2023-06-26,6.33451
2023-06-27,6.47686
2023-06-28,6.76156
2023-06-29,6.54804
2023-06-30,6.76156
2023-07-01,6.47686
2023-07-02,4.55516
2023-07-03,8.11387
2023-07-04,8.61209
2023-07-05,8.46975
2023-07-06,7.61565
2023-07-07,6.69039
2023-07-08,4.83985
2023-07-09,3.70106
2023-07-10,7.68683
2023-07-11,7.54448
2023-07-12,7.97153
2023-07-13,9.96441
2023-07-14,7.54448
2023-07-15,5.97864
2023-07-16,4.6975
2023-07-17,8.54092
2023-07-18,9.60854
2023-07-19,11.31672
2023-07-20,10.46263
2023-07-21,8.61209
2023-07-22,5.62277
2023-07-23,5.5516
2023-07-24,8.25622
2023-07-25,11.03202
2023-07-26,10.10676
2023-07-27,9.96441
2023-07-28,10.5338
2023-07-29,6.69039
2023-07-30,5.19572
2023-07-31,9.96441
2023-08-01,9.75088
2023-08-02,7.82918
2023-08-03,8.68327
2023-08-04,7.68683
2023-08-05,5.33807
2023-08-06,6.26334
2023-08-07,6.47686
2023-08-08,8.54092
2023-08-09,8.54092
2023-08-10,10.24911
2023-08-11,8.54092
2023-08-12,5.48042
2023-08-13,4.55516
2023-08-14,6.97508
2023-08-15,6.97508
2023-08-16,7.61565
2023-08-17,9.53736
2023-08-18,8.11387
2023-08-19,4.62633
2023-08-20,3.13167
2023-08-21,6.61921
2023-08-22,8.0427
2023-08-23,7.40213
2023-08-24,10.32028
2023-08-25,8.54092
2023-08-26,3.98576
2023-08-27,3.34519
2023-08-28,7.61565
2023-08-29,8.25622
2023-08-30,8.46975
2023-08-31,8.75444
2023-09-01,6.54804
2023-09-02,5.19572
2023-09-03,3.84341
2023-09-04,5.5516
2023-09-05,7.97153
2023-09-06,7.97153
2023-09-07,6.40569
2023-09-08,5.62277
2023-09-09,5.76512
2023-09-10,3.34519
2023-09-11,5.12455
2023-09-12,7.68683
2023-09-13,6.04982
2023-09-14,6.40569
2023-09-15,7.61565
2023-09-16,3.48754
2023-09-17,3.41637
2023-09-18,5.97864
2023-09-19,6.76156
2023-09-20,6.40569
2023-09-21,5.76512
2023-09-22,5.05338
2023-09-23,2.84697
2023-09-24,3.77224
2023-09-25,7.25978
2023-09-26,5.12455
2023-09-27,4.27046
2023-09-28,3.27402
2023-09-29,4.05693
2023-09-30,2.63345
2023-10-01,1.63701
2023-10-02,3.62989
2023-10-03,5.19572
2023-10-04,6.69039
2023-10-05,4.55516
2023-10-06,4.19928
2023-10-07,3.13167
2023-10-08,3.13167
2023-10-09,3.77224
2023-10-10,5.62277
2023-10-11,5.5516
2023-10-12,4.76868
2023-10-13,4.76868
2023-10-14,3.55871
2023-10-15,2.70462
2023-10-16,5.83629
2023-10-17,6.61921
2023-10-18,5.05338
2023-10-19,4.48398
2023-10-20,4.91103
2023-10-21,2.41992
2023-10-22,3.27402
2023-10-23,4.05693
2023-10-24,4.9822
2023-10-25,5.97864
2023-10-26,5.48042
2023-10-27,4.41281
2023-10-28,2.7758
2023-10-29,3.20284
2023-10-30,3.77224
2023-10-31,4.62633
2023-11-01,3.70106
2023-11-02,4.34163
2023-11-03,7.82918
2023-11-04,4.6975
2023-11-05,5.40925
2023-11-06,6.83274
2023-11-07,5.12455
2023-11-08,6.83274
2023-11-09,5.97864
2023-11-10,6.33451
2023-11-11,4.83985
2023-11-12,4.48398
2023-11-13,5.48042
2023-11-14,5.69395
2023-11-15,8.89679
2023-11-16,9.46619
2023-11-17,6.90391
2023-11-18,5.19572
2023-11-19,5.62277
2023-11-20,8.89679
2023-11-21,10.74733
2023-11-22,8.11387
2023-11-23,7.54448
2023-11-24,8.54092
2023-11-25,4.48398
2023-11-26,4.41281
2023-11-27,7.11743
2023-11-28,8.3274
2023-11-29,8.11387
2023-11-30,7.90035
2023-12-01,7.68683
2023-12-02,5.69395
2023-12-03,4.83985
2023-12-04,10.74733
2023-12-05,9.67971
2023-12-06,9.89323
2023-12-07,12.38434
2023-12-08,8.61209
2023-12-09,5.33807
2023-12-10,7.758
2023-12-11,9.46619
2023-12-12,10.67615
2023-12-13,10.8185
2023-12-14,15.87188
2023-12-15,12.17081
2023-12-16,9.39501
2023-12-17,7.40213
2023-12-18,9.25266
2023-12-19,14.23487
2023-12-20,14.59074
2023-12-21,14.02135
2023-12-22,11.24555
2023-12-23,8.46975
2023-12-24,7.61565
2023-12-25,7.68683
2023-12-26,11.81494
2023-12-27,18.00711
2023-12-28,15.87188
2023-12-29,10.96085
2023-12-30,6.90391
2023-12-31,7.04626
2024-01-01,9.18149
2024-01-02,17.65124
2024-01-03,15.23131
2024-01-04,12.81138
2024-01-05,11.31672
2024-01-06,7.54448
2024-01-07,7.68683
2024-01-08,10.24911
2024-01-09,12.59786
2024-01-10,12.52669
2024-01-11,18.14946
2024-01-12,13.38078
2024-01-13,7.54448
2024-01-14,7.33096
2024-01-15,12.31316
2024-01-16,10.32028
2024-01-17,12.38434
2024-01-18,11.17437
2024-01-19,16.0854
2024-01-20,12.59786
2024-01-21,10.5338
2024-01-22,17.15302
2024-01-23,17.08185
2024-01-24,18.14946
2024-01-25,19.57295
2024-01-26,12.52669
2024-01-27,9.89323
2024-01-28,10.32028
2024-01-29,13.45195
2024-01-30,18.43416
2024-01-31,14.94661
2024-02-01,14.23487
2024-02-02,14.73309
2024-02-03,9.82206
2024-02-04,10.39145
2024-02-05,16.29893
2024-02-06,16.72597
2024-02-07,13.3096
2024-02-08,13.879
2024-02-09,13.38078
2024-02-10,12.09964
2024-02-11,11.3879
2024-02-12,15.16014
2024-02-13,24.6975
2024-02-14,21.63701
2024-02-15,22.84697
2024-02-16,20.49822
2024-02-17,10.24911
2024-02-18,9.89323
2024-02-19,15.51601
2024-02-20,15.44483
2024-02-21,18.14946
2024-02-22,18.07829
2024-02-23,23.48754
2024-02-24,13.73665
2024-02-25,14.1637
2024-02-26,17.86476
2024-02-27,21.13879
2024-02-28,21.56583
2024-02-29,20.14234
2024-03-01,15.72953
2024-03-02,14.51957
2024-03-03,11.24555
2024-03-04,20.64056
2024-03-05,26.90391
2024-03-06,20.85409
2024-03-07,17.86476
2024-03-08,23.34519
2024-03-09,12.81138
2024-03-10,10.32028
2024-03-11,15.30249
2024-03-12,18.71886
2024-03-13,19.07473
2024-03-14,17.36654
2024-03-15,13.879
2024-03-16,8.68327
2024-03-17,8.39857
2024-03-18,15.94306
2024-03-19,13.95017
2024-03-20,16.72597
