date,파이썬
2020-12-15,51.37651
2020-12-16,52.95546
2020-12-17,48.98785
2020-12-18,42.99595
2020-12-19,37.81376
2020-12-20,35.97165
2020-12-21,51.33603
2020-12-22,52.75303
2020-12-23,49.71659
2020-12-24,39.57489
2020-12-25,25.68825
2020-12-26,30.89068
2020-12-27,34.55465
2020-12-28,50.62753
2020-12-29,49.47368
2020-12-30,46.43724
2020-12-31,39.23076
2021-01-01,29.02834
2021-01-02,32.63157
2021-01-03,38.66396
2021-01-04,57.65182
2021-01-05,52.48987
2021-01-06,48.94736
2021-01-07,45.74898
2021-01-08,45.78947
2021-01-09,32.71255
2021-01-10,38.05668
2021-01-11,52.79352
2021-01-12,51.5587
2021-01-13,50.95141
2021-01-14,47.6923
2021-01-15,42.30769
2021-01-16,30.89068
2021-01-17,33.46153
2021-01-18,49.21052
2021-01-19,51.11336
2021-01-20,45.24291
2021-01-21,46.72064
2021-01-22,42.91497
2021-01-23,31.63967
2021-01-24,33.27935
2021-01-25,47.59109
2021-01-26,47.2672
2021-01-27,45.44534
2021-01-28,46.63967
2021-01-29,42.1255
2021-01-30,29.35222
2021-01-31,32.89473
2021-02-01,48.27935
2021-02-02,48.46153
2021-02-03,47.30769
2021-02-04,45.64777
2021-02-05,39.61538
2021-02-06,29.65587
2021-02-07,30.74898
2021-02-08,44.81781
2021-02-09,42.34817
2021-02-10,36.23481
2021-02-11,25.22267
2021-02-12,23.36032
2021-02-13,24.21052
2021-02-14,29.61538
2021-02-15,52.1255
2021-02-16,47.71255
2021-02-17,48.34008
2021-02-18,47.36842
2021-02-19,39.89878
2021-02-20,30.58704
2021-02-21,30.4251
2021-02-22,47.65182
2021-02-23,46.82186
2021-02-24,42.71255
2021-02-25,43.72469
2021-02-26,39.14979
2021-02-27,28.56275
2021-02-28,30.50607
2021-03-01,40.76923
2021-03-02,90.12145
2021-03-03,100.0
2021-03-04,93.84615
2021-03-05,81.01214
2021-03-06,47.30769
2021-03-07,51.82186
2021-03-08,98.15789
2021-03-09,89.85829
2021-03-10,86.47773
2021-03-11,80.78947
2021-03-12,70.60728
2021-03-13,44.08906
2021-03-14,49.02834
2021-03-15,80.32388
2021-03-16,75.5668
2021-03-17,71.96356
2021-03-18,66.65991
2021-03-19,61.43724
2021-03-20,43.62348
2021-03-21,45.34412
2021-03-22,96.63967
2021-03-23,66.23481
2021-03-24,73.15789
2021-03-25,63.05668
2021-03-26,68.64372
2021-03-27,41.2753
2021-03-28,44.51417
2021-03-29,67.67206
2021-03-30,64.25101
2021-03-31,65.91093
2021-04-01,55.0
2021-04-02,60.5668
2021-04-03,39.49392
2021-04-04,42.42914
2021-04-05,64.39271
2021-04-06,60.68825
2021-04-07,60.18218
2021-04-08,61.1336
2021-04-09,58.64372
2021-04-10,38.60323
2021-04-11,37.834
2021-04-12,63.34008
2021-04-13,64.71659
2021-04-14,57.2672
2021-04-15,54.59514
2021-04-16,51.53846
2021-04-17,34.89878
2021-04-18,36.82186
2021-04-19,59.35222
2021-04-20,58.01619
2021-04-21,61.1336
2021-04-22,53.66396
2021-04-23,43.4008
2021-04-24,31.35627
2021-04-25,33.72469
2021-04-26,52.36842
2021-04-27,50.62753
2021-04-28,49.17004
2021-04-29,44.00809
2021-04-30,42.46963
2021-05-01,29.27125
2021-05-02,32.34817
2021-05-03,50.04048
2021-05-04,45.5668
2021-05-05,30.12145
2021-05-06,49.57489
2021-05-07,45.7085
2021-05-08,31.88259
2021-05-09,33.58299
2021-05-10,57.9757
2021-05-11,53.36032
2021-05-12,57.30769
2021-05-13,52.02429
2021-05-14,47.6923
2021-05-15,31.43724
2021-05-16,40.91093
2021-05-17,57.2672
2021-05-18,47.38866
2021-05-19,32.6923
2021-05-20,49.17004
2021-05-21,47.2672
2021-05-22,33.44129
2021-05-23,31.76113
2021-05-24,52.44939
2021-05-25,51.74089
2021-05-26,53.13765
2021-05-27,53.54251
2021-05-28,49.65587
2021-05-29,31.68016
2021-05-30,31.80161
2021-05-31,52.85425
2021-06-01,48.29959
2021-06-02,46.39676
2021-06-03,47.06477
2021-06-04,48.07692
2021-06-05,34.19028
2021-06-06,39.02834
2021-06-07,55.9919
2021-06-08,52.18623
2021-06-09,57.81376
2021-06-10,50.50607
2021-06-11,46.15384
2021-06-12,31.78137
2021-06-13,32.24696
2021-06-14,50.32388
2021-06-15,50.60728
2021-06-16,50.52631
2021-06-17,44.37246
2021-06-18,42.51012
2021-06-19,27.93522
2021-06-20,28.42105
2021-06-21,50.02024
2021-06-22,43.96761
2021-06-23,43.44129
2021-06-24,40.34412
2021-06-25,34.12955
2021-06-26,22.99595
2021-06-27,25.1417
2021-06-28,43.01619
2021-06-29,39.37246
2021-06-30,40.68825
2021-07-01,38.19838
2021-07-02,33.70445
2021-07-03,25.44534
2021-07-04,26.09311
2021-07-05,43.48178
2021-07-06,43.34008
2021-07-07,46.15384
2021-07-08,44.31174
2021-07-09,38.05668
2021-07-10,26.90283
2021-07-11,27.81376
2021-07-12,47.91497
2021-07-13,47.2672
2021-07-14,44.43319
2021-07-15,44.37246
2021-07-16,43.2591
2021-07-17,24.93927
2021-07-18,27.59109
2021-07-19,39.47368
2021-07-20,42.04453
2021-07-21,37.61133
2021-07-22,36.47773
2021-07-23,31.15384
2021-07-24,23.42105
2021-07-25,22.81376
2021-07-26,34.75708
2021-07-27,41.74089
2021-07-28,43.66396
2021-07-29,38.38056
2021-07-30,35.10121
2021-07-31,19.57489
2021-08-01,22.63157
2021-08-02,38.52226
2021-08-03,37.24696
2021-08-04,35.76923
2021-08-05,35.80971
2021-08-06,31.57894
2021-08-07,21.417
2021-08-08,22.71255
2021-08-09,38.29959
2021-08-10,37.1255
2021-08-11,38.05668
2021-08-12,35.68825
2021-08-13,32.28744
2021-08-14,24.97975
2021-08-15,21.417
2021-08-16,25.32388
2021-08-17,40.40485
2021-08-18,42.28744
2021-08-19,44.79757
2021-08-20,39.83805
2021-08-21,24.08906
2021-08-22,25.76923
2021-08-23,49.59514
2021-08-24,50.1417
2021-08-25,46.92307
2021-08-26,43.42105
2021-08-27,39.41295
2021-08-28,23.98785
2021-08-29,25.2834
2021-08-30,56.09311
2021-08-31,53.72469
2021-09-01,62.30769
2021-09-02,65.16194
2021-09-03,52.02429
2021-09-04,30.78947
2021-09-05,33.05668
2021-09-06,63.15789
2021-09-07,62.6923
2021-09-08,61.7004
2021-09-09,54.59514
2021-09-10,49.21052
2021-09-11,33.15789
2021-09-12,34.04858
2021-09-13,56.90283
2021-09-14,53.17813
2021-09-15,52.79352
2021-09-16,45.20242
2021-09-17,38.82591
2021-09-18,25.1417
2021-09-19,22.89473
2021-09-20,19.49392
2021-09-21,18.38056
2021-09-22,22.2672
2021-09-23,44.69635
2021-09-24,37.38866
2021-09-25,24.27125
2021-09-26,26.53846
2021-09-27,46.07287
2021-09-28,43.56275
2021-09-29,46.01214
2021-09-30,41.63967
2021-10-01,33.94736
2021-10-02,22.91497
2021-10-03,21.88259
2021-10-04,28.76518
2021-10-05,42.32793
2021-10-06,39.35222
2021-10-07,41.17408
2021-10-08,32.95546
2021-10-09,24.12955
2021-10-10,28.90688
2021-10-11,29.25101
2021-10-12,39.97975
2021-10-13,41.7004
2021-10-14,39.04858
2021-10-15,33.17813
2021-10-16,26.417
2021-10-17,26.47773
2021-10-18,40.34412
2021-10-19,44.51417
2021-10-20,41.8421
2021-10-21,41.01214
2021-10-22,37.6923
2021-10-23,26.19433
2021-10-24,25.80971
2021-10-25,45.54655
2021-10-26,45.7085
2021-10-27,42.87449
2021-10-28,39.93927
2021-10-29,35.04048
2021-10-30,23.92712
2021-10-31,25.9919
2021-11-01,40.62753
2021-11-02,43.60323
2021-11-03,44.04858
2021-11-04,40.58704
2021-11-05,33.88663
2021-11-06,23.27935
2021-11-07,24.85829
2021-11-08,41.05263
2021-11-09,39.91902
2021-11-10,37.87449
2021-11-11,44.91902
2021-11-12,39.00809
2021-11-13,23.27935
2021-11-14,24.59514
2021-11-15,41.68016
2021-11-16,41.29554
2021-11-17,39.14979
2021-11-18,33.52226
2021-11-19,35.76923
2021-11-20,25.87044
2021-11-21,28.36032
2021-11-22,41.17408
2021-11-23,40.46558
2021-11-24,37.04453
2021-11-25,40.68825
2021-11-26,37.87449
2021-11-27,23.36032
2021-11-28,27.16599
2021-11-29,42.1255
2021-11-30,41.61943
2021-12-01,37.53036
2021-12-02,37.2672
2021-12-03,33.23886
2021-12-04,23.72469
2021-12-05,29.59514
2021-12-06,38.52226
2021-12-07,42.2672
2021-12-08,38.50202
2021-12-09,38.19838
2021-12-10,33.74493
2021-12-11,22.99595
2021-12-12,26.29554
2021-12-13,36.53846
2021-12-14,39.04858
2021-12-15,43.38056
2021-12-16,37.6923
2021-12-17,33.50202
2021-12-18,22.61133
2021-12-19,26.01214
2021-12-20,42.93522
2021-12-21,41.19433
2021-12-22,38.86639
2021-12-23,35.9919
2021-12-24,28.4008
2021-12-25,17.04453
2021-12-26,25.40485
2021-12-27,41.2753
2021-12-28,42.5506
2021-12-29,38.94736
2021-12-30,35.91093
2021-12-31,28.1174
2022-01-01,19.75708
2022-01-02,26.17408
2022-01-03,42.24696
2022-01-04,43.44129
2022-01-05,37.834
2022-01-06,40.46558
2022-01-07,35.12145
2022-01-08,26.65991
2022-01-09,24.75708
2022-01-10,41.05263
2022-01-11,41.39676
2022-01-12,42.10526
2022-01-13,40.8502
2022-01-14,35.93117
2022-01-15,21.8421
2022-01-16,25.58704
2022-01-17,43.27935
2022-01-18,37.06477
2022-01-19,37.00404
2022-01-20,35.10121
2022-01-21,32.91497
2022-01-22,22.61133
2022-01-23,25.0
2022-01-24,39.08906
2022-01-25,37.834
2022-01-26,36.78137
2022-01-27,32.02429
2022-01-28,31.15384
2022-01-29,20.08097
2022-01-30,19.39271
2022-01-31,18.74493
2022-02-01,19.37246
2022-02-02,22.22672
2022-02-03,35.12145
2022-02-04,34.17004
2022-02-05,25.22267
2022-02-06,25.93117
2022-02-07,45.60728
2022-02-08,40.02024
2022-02-09,36.94331
2022-02-10,35.34412
2022-02-11,34.10931
2022-02-12,23.62348
2022-02-13,23.62348
2022-02-14,39.35222
2022-02-15,39.21052
2022-02-16,38.19838
2022-02-17,35.62753
2022-02-18,33.01619
2022-02-19,20.7085
2022-02-20,23.50202
2022-02-21,37.71255
2022-02-22,38.50202
2022-02-23,39.73684
2022-02-24,34.67611
2022-02-25,30.0
2022-02-26,22.32793
2022-02-27,21.72064
2022-02-28,32.85425
2022-03-01,28.34008
2022-03-02,64.31174
2022-03-03,76.01214
2022-03-04,60.34412
2022-03-05,34.71659
2022-03-06,36.74089
2022-03-07,74.43319
2022-03-08,73.36032
2022-03-09,33.94736
2022-03-10,64.04858
2022-03-11,56.01214
2022-03-12,35.34412
2022-03-13,39.21052
2022-03-14,68.76518
2022-03-15,67.99595
2022-03-16,65.02024
2022-03-17,62.10526
2022-03-18,52.99595
2022-03-19,35.50607
2022-03-20,35.78947
2022-03-21,56.05263
2022-03-22,58.13765
2022-03-23,56.21457
2022-03-24,46.43724
2022-03-25,48.36032
2022-03-26,29.19028
2022-03-27,31.68016
2022-03-28,52.22672
2022-03-29,51.78137
2022-03-30,51.94331
2022-03-31,44.39271
2022-04-01,41.35627
2022-04-02,27.42914
2022-04-03,32.24696
2022-04-04,46.25506
2022-04-05,51.68016
2022-04-06,49.77732
2022-04-07,46.82186
2022-04-08,40.7085
2022-04-09,27.53036
2022-04-10,27.834
2022-04-11,43.92712
2022-04-12,46.80161
2022-04-13,43.52226
2022-04-14,45.26315
2022-04-15,45.4251
2022-04-16,26.17408
2022-04-17,27.00404
2022-04-18,44.43319
2022-04-19,46.37651
2022-04-20,49.63562
2022-04-21,42.59109
2022-04-22,37.38866
2022-04-23,24.12955
2022-04-24,25.02024
2022-04-25,41.8421
2022-04-26,41.17408
2022-04-27,38.76518
2022-04-28,39.65587
2022-04-29,46.78137
2022-04-30,35.87044
2022-05-01,32.14574
2022-05-02,45.68825
2022-05-03,43.46153
2022-05-04,40.64777
2022-05-05,21.72064
2022-05-06,28.80566
2022-05-07,21.90283
2022-05-08,25.44534
2022-05-09,44.37246
2022-05-10,44.41295
2022-05-11,48.54251
2022-05-12,42.79352
2022-05-13,41.80161
2022-05-14,22.59109
2022-05-15,24.02834
2022-05-16,44.65587
2022-05-17,47.04453
2022-05-18,44.57489
2022-05-19,40.52631
2022-05-20,38.36032
2022-05-21,21.49797
2022-05-22,25.52631
2022-05-23,42.87449
2022-05-24,43.44129
2022-05-25,46.33603
2022-05-26,39.57489
2022-05-27,37.00404
2022-05-28,23.01619
2022-05-29,25.40485
2022-05-30,41.5587
2022-05-31,37.57085
2022-06-01,25.97165
2022-06-02,38.74493
2022-06-03,38.66396
2022-06-04,23.80566
2022-06-05,22.10526
2022-06-06,26.5587
2022-06-07,37.89473
2022-06-08,43.38056
2022-06-09,37.53036
2022-06-10,38.70445
2022-06-11,26.39676
2022-06-12,28.52226
2022-06-13,42.48987
2022-06-14,43.62348
2022-06-15,47.85425
2022-06-16,44.04858
2022-06-17,40.32388
2022-06-18,28.29959
2022-06-19,24.93927
2022-06-20,43.31983
2022-06-21,42.89473
2022-06-22,41.88259
2022-06-23,43.60323
2022-06-24,34.89878
2022-06-25,20.26315
2022-06-26,20.0
2022-06-27,37.08502
2022-06-28,36.29554
2022-06-29,38.03643
2022-06-30,34.69635
2022-07-01,29.02834
2022-07-02,20.62753
2022-07-03,20.08097
2022-07-04,42.02429
2022-07-05,38.50202
2022-07-06,39.39271
2022-07-07,39.93927
2022-07-08,34.67611
2022-07-09,19.77732
2022-07-10,22.95546
2022-07-11,42.89473
2022-07-12,45.12145
2022-07-13,41.86234
2022-07-14,39.89878
2022-07-15,36.74089
2022-07-16,22.42914
2022-07-17,23.82591
2022-07-18,41.1336
2022-07-19,38.36032
2022-07-20,35.76923
2022-07-21,31.51821
2022-07-22,31.37651
2022-07-23,19.87854
2022-07-24,20.7085
2022-07-25,31.74089
2022-07-26,32.57085
2022-07-27,34.47368
2022-07-28,29.43319
2022-07-29,25.46558
2022-07-30,17.02429
2022-07-31,18.62348
2022-08-01,32.51012
2022-08-02,31.92307
2022-08-03,29.33198
2022-08-04,30.82995
2022-08-05,27.34817
2022-08-06,16.47773
2022-08-07,17.59109
2022-08-08,36.63967
2022-08-09,34.00809
2022-08-10,33.70445
2022-08-11,32.57085
2022-08-12,32.04453
2022-08-13,18.21862
2022-08-14,16.33603
2022-08-15,20.50607
2022-08-16,35.54655
2022-08-17,37.79352
2022-08-18,37.2672
2022-08-19,31.8421
2022-08-20,21.33603
2022-08-21,20.46558
2022-08-22,41.61943
2022-08-23,40.60728
2022-08-24,42.834
2022-08-25,37.59109
2022-08-26,35.38461
2022-08-27,20.02024
2022-08-28,20.46558
2022-08-29,43.64372
2022-08-30,47.61133
2022-08-31,39.10931
2022-09-01,49.43319
2022-09-02,43.76518
2022-09-03,23.94736
2022-09-04,23.72469
2022-09-05,55.9919
2022-09-06,53.58299
2022-09-07,52.67206
2022-09-08,44.12955
2022-09-09,17.77327
2022-09-10,16.96356
2022-09-11,20.30364
2022-09-12,24.14979
2022-09-13,53.84615
2022-09-14,57.00404
2022-09-15,49.37246
2022-09-16,43.88663
2022-09-17,27.93522
2022-09-18,29.06882
2022-09-19,54.59514
2022-09-20,47.59109
2022-09-21,40.54655
2022-09-22,36.43724
2022-09-23,33.82591
2022-09-24,22.77327
2022-09-25,22.51012
2022-09-26,38.66396
2022-09-27,40.24291
2022-09-28,38.50202
2022-09-29,35.26315
2022-09-30,30.34412
2022-10-01,20.38461
2022-10-02,19.89878
2022-10-03,22.5506
2022-10-04,39.43319
2022-10-05,40.02024
2022-10-06,37.22672
2022-10-07,32.87449
2022-10-08,22.65182
2022-10-09,22.38866
2022-10-10,25.36437
2022-10-11,39.14979
2022-10-12,42.46963
2022-10-13,38.34008
2022-10-14,35.12145
2022-10-15,24.25101
2022-10-16,26.49797
2022-10-17,43.15789
2022-10-18,43.09716
2022-10-19,41.39676
2022-10-20,42.77327
2022-10-21,37.16599
2022-10-22,24.14979
2022-10-23,26.5587
2022-10-24,37.95546
2022-10-25,42.32793
2022-10-26,43.23886
2022-10-27,39.23076
2022-10-28,37.44939
2022-10-29,22.79352
2022-10-30,22.834
2022-10-31,40.76923
2022-11-01,40.06072
2022-11-02,39.31174
2022-11-03,40.72874
2022-11-04,33.76518
2022-11-05,21.2753
2022-11-06,23.27935
2022-11-07,37.42914
2022-11-08,37.1255
2022-11-09,38.46153
2022-11-10,35.44534
2022-11-11,30.87044
2022-11-12,19.75708
2022-11-13,21.21457
2022-11-14,44.17004
2022-11-15,44.49392
2022-11-16,35.97165
2022-11-17,31.35627
2022-11-18,33.29959
2022-11-19,22.95546
2022-11-20,25.72874
2022-11-21,37.9757
2022-11-22,36.72064
2022-11-23,36.5587
2022-11-24,32.48987
2022-11-25,30.4251
2022-11-26,22.61133
2022-11-27,23.94736
2022-11-28,36.53846
2022-11-29,38.27935
2022-11-30,37.79352
2022-12-01,33.60323
2022-12-02,32.46963
2022-12-03,18.01619
2022-12-04,22.4089
2022-12-05,36.53846
2022-12-06,32.44939
2022-12-07,35.22267
2022-12-08,36.65991
2022-12-09,32.89473
2022-12-10,24.89878
2022-12-11,24.87854
2022-12-12,35.62753
2022-12-13,38.58299
2022-12-14,38.48178
2022-12-15,33.80566
2022-12-16,32.04453
2022-12-17,19.27125
2022-12-18,23.42105
2022-12-19,33.84615
2022-12-20,35.50607
2022-12-21,35.58704
2022-12-22,32.32793
2022-12-23,26.8421
2022-12-24,14.02834
2022-12-25,17.71255
2022-12-26,31.88259
2022-12-27,36.61943
2022-12-28,34.43319
2022-12-29,32.63157
2022-12-30,26.29554
2022-12-31,19.75708
2023-01-01,17.30769
2023-01-02,36.72064
2023-01-03,37.71255
2023-01-04,35.32388
2023-01-05,31.2753
2023-01-06,30.7085
2023-01-07,22.24696
2023-01-08,20.82995
2023-01-09,38.54251
2023-01-10,34.95951
2023-01-11,32.36842
2023-01-12,32.28744
2023-01-13,31.35627
2023-01-14,21.07287
2023-01-15,19.91902
2023-01-16,34.85829
2023-01-17,37.16599
2023-01-18,33.70445
2023-01-19,31.45748
2023-01-20,23.2591
2023-01-21,12.71255
2023-01-22,12.834
2023-01-23,14.00809
2023-01-24,17.48987
2023-01-25,28.58299
2023-01-26,32.00404
2023-01-27,29.35222
2023-01-28,19.10931
2023-01-29,19.31174
2023-01-30,33.88663
2023-01-31,34.53441
2023-02-01,34.75708
2023-02-02,34.45344
2023-02-03,30.80971
2023-02-04,19.39271
2023-02-05,20.16194
2023-02-06,36.07287
2023-02-07,34.59514
2023-02-08,33.72469
2023-02-09,34.55465
2023-02-10,29.81781
2023-02-11,19.29149
2023-02-12,21.17408
2023-02-13,35.93117
2023-02-14,38.50202
2023-02-15,38.27935
2023-02-16,35.18218
2023-02-17,33.03643
2023-02-18,20.64777
2023-02-19,21.80161
2023-02-20,37.834
2023-02-21,36.21457
2023-02-22,37.71255
2023-02-23,39.10931
2023-02-24,32.10526
2023-02-25,19.77732
2023-02-26,21.25506
2023-02-27,36.76113
2023-02-28,33.76518
2023-03-01,26.01214
2023-03-02,55.68825
2023-03-03,56.17408
2023-03-04,33.07692
2023-03-05,30.74898
2023-03-06,71.1336
2023-03-07,76.61943
2023-03-08,74.49392
2023-03-09,73.92712
2023-03-10,54.91902
2023-03-11,32.36842
2023-03-12,37.59109
2023-03-13,71.76113
2023-03-14,74.29149
2023-03-15,68.98785
2023-03-16,59.77732
2023-03-17,52.24696
2023-03-18,29.89878
2023-03-19,33.50202
2023-03-20,53.64372
2023-03-21,54.71659
2023-03-22,60.9919
2023-03-23,44.85829
2023-03-24,46.03238
2023-03-25,26.33603
2023-03-26,28.72469
2023-03-27,50.78947
2023-03-28,56.25506
2023-03-29,55.87044
2023-03-30,46.7004
2023-03-31,40.02024
2023-04-01,22.73279
2023-04-02,27.16599
2023-04-03,47.46963
2023-04-04,49.45344
2023-04-05,49.79757
2023-04-06,44.27125
2023-04-07,43.29959
2023-04-08,23.68421
2023-04-09,28.58299
2023-04-10,44.06882
2023-04-11,48.56275
2023-04-12,48.15789
2023-04-13,43.70445
2023-04-14,38.4008
2023-04-15,23.76518
2023-04-16,24.57489
2023-04-17,40.36437
2023-04-18,41.2753
2023-04-19,40.95141
2023-04-20,37.08502
2023-04-21,34.00809
2023-04-22,22.9757
2023-04-23,23.80566
2023-04-24,34.93927
2023-04-25,42.53036
2023-04-26,40.36437
2023-04-27,33.09716
2023-04-28,28.76518
2023-04-29,18.76518
2023-04-30,19.12955
2023-05-01,27.51012
2023-05-02,36.03238
2023-05-03,35.58704
2023-05-04,28.50202
2023-05-05,18.36032
2023-05-06,19.59514
2023-05-07,20.52631
2023-05-08,37.02429
2023-05-09,38.60323
2023-05-10,40.66801
2023-05-11,40.18218
2023-05-12,32.2672
2023-05-13,18.21862
2023-05-14,22.00404
2023-05-15,36.90283
2023-05-16,38.01619
2023-05-17,39.69635
2023-05-18,36.09311
2023-05-19,32.87449
2023-05-20,23.42105
2023-05-21,25.22267
2023-05-22,39.43319
2023-05-23,39.85829
2023-05-24,41.23481
2023-05-25,33.98785
2023-05-26,30.46558
2023-05-27,18.05668
2023-05-28,20.64777
2023-05-29,25.52631
