date,COIN
2023-05-30,2.83
2023-05-31,3.30496
2023-06-01,2.29566
2023-06-02,2.2165
2023-06-03,2.05818
2023-06-04,2.27587
2023-06-05,3.16643
2023-06-06,3.99762
2023-06-07,3.8393
2023-06-08,3.36433
2023-06-09,2.49356
2023-06-10,2.39461
2023-06-11,1.74153
2023-06-12,3.10706
2023-06-13,3.68098
2023-06-14,3.04769
2023-06-15,2.63209
2023-06-16,2.29566
2023-06-17,1.97902
2023-06-18,2.31545
2023-06-19,2.69147
2023-06-20,3.10706
2023-06-21,2.90916
2023-06-22,3.04769
2023-06-23,2.57272
2023-06-24,2.45398
2023-06-25,2.31545
2023-06-26,3.08727
2023-06-27,2.84979
2023-06-28,3.74035
2023-06-29,2.25608
2023-06-30,2.33524
2023-07-01,2.07797
2023-07-02,2.11755
2023-07-03,2.6123
2023-07-04,2.96853
2023-07-05,2.09776
2023-07-06,2.84979
2023-07-07,2.11755
2023-07-08,1.91965
2023-07-09,1.64258
2023-07-10,2.49356
2023-07-11,2.81021
2023-07-12,3.14664
2023-07-13,3.16643
2023-07-14,4.19552
2023-07-15,2.03839
2023-07-16,2.19671
2023-07-17,3.30496
2023-07-18,3.16643
2023-07-19,3.24559
2023-07-20,3.32475
2023-07-21,2.83
2023-07-22,1.8207
2023-07-23,2.05818
2023-07-24,3.00811
2023-07-25,3.85909
2023-07-26,3.50286
2023-07-27,3.0279
2023-07-28,3.10706
2023-07-29,2.0186
2023-07-30,1.95923
2023-07-31,2.96853
2023-08-01,2.73105
2023-08-02,2.90916
2023-08-03,2.57272
2023-08-04,2.65188
2023-08-05,1.72174
2023-08-06,1.56342
2023-08-07,3.24559
2023-08-08,3.38412
2023-08-09,2.79042
2023-08-10,3.26538
2023-08-11,2.63209
2023-08-12,1.62279
2023-08-13,2.0186
2023-08-14,2.83
2023-08-15,2.71126
2023-08-16,3.50286
2023-08-17,3.38412
2023-08-18,3.46328
2023-08-19,1.99881
2023-08-20,2.19671
2023-08-21,3.12685
2023-08-22,3.4237
2023-08-23,3.4237
2023-08-24,2.65188
2023-08-25,2.73105
2023-08-26,2.03839
2023-08-27,2.19671
2023-08-28,3.10706
2023-08-29,2.92895
2023-08-30,3.97783
2023-08-31,2.75084
2023-09-01,2.92895
2023-09-02,2.07797
2023-09-03,1.95923
2023-09-04,2.37482
2023-09-05,2.43419
2023-09-06,3.0279
2023-09-07,2.67168
2023-09-08,2.57272
2023-09-09,2.17692
2023-09-10,2.65188
2023-09-11,3.24559
2023-09-12,3.60182
2023-09-13,3.08727
2023-09-14,3.10706
2023-09-15,2.15713
2023-09-16,2.11755
2023-09-17,2.35503
2023-09-18,3.20601
2023-09-19,2.90916
2023-09-20,3.08727
2023-09-21,2.75084
2023-09-22,2.49356
2023-09-23,2.37482
2023-09-24,2.4144
2023-09-25,2.49356
2023-09-26,3.24559
2023-09-27,2.31545
2023-09-28,1.8207
2023-09-29,1.58321
2023-09-30,1.30615
2023-10-01,1.44468
2023-10-02,1.86028
2023-10-03,2.43419
2023-10-04,3.06748
2023-10-05,2.75084
2023-10-06,2.17692
2023-10-07,2.67168
2023-10-08,1.80091
2023-10-09,2.39461
2023-10-10,2.96853
2023-10-11,2.84979
2023-10-12,2.4144
2023-10-13,2.94874
2023-10-14,2.15713
2023-10-15,2.71126
2023-10-16,2.77063
2023-10-17,3.0279
2023-10-18,2.83
2023-10-19,2.13734
2023-10-20,2.43419
2023-10-21,1.50405
2023-10-22,2.83
2023-10-23,3.40391
2023-10-24,3.72056
2023-10-25,3.6414
2023-10-26,2.94874
2023-10-27,2.63209
2023-10-28,1.91965
2023-10-29,1.74153
2023-10-30,2.86958
2023-10-31,2.59251
2023-11-01,3.48307
2023-11-02,3.18622
2023-11-03,2.29566
2023-11-04,2.03839
2023-11-05,2.31545
2023-11-06,4.01741
2023-11-07,3.10706
2023-11-08,3.0279
2023-11-09,2.84979
2023-11-10,2.57272
2023-11-11,1.88007
2023-11-12,2.35503
2023-11-13,2.6123
2023-11-14,2.51335
2023-11-15,2.09776
2023-11-16,2.43419
2023-11-17,2.39461
2023-11-18,1.72174
2023-11-19,1.56342
2023-11-20,2.45398
2023-11-21,2.77063
2023-11-22,2.65188
2023-11-23,2.77063
2023-11-24,2.23629
2023-11-25,2.39461
2023-11-26,2.09776
2023-11-27,2.83
2023-11-28,2.73105
2023-11-29,3.12685
2023-11-30,2.57272
2023-12-01,2.13734
2023-12-02,2.27587
2023-12-03,2.0186
2023-12-04,3.26538
2023-12-05,3.40391
2023-12-06,2.98832
2023-12-07,3.79972
2023-12-08,2.05818
2023-12-09,1.97902
2023-12-10,2.35503
2023-12-11,2.81021
2023-12-12,2.73105
2023-12-13,2.39461
2023-12-14,3.06748
2023-12-15,2.35503
2023-12-16,1.68216
2023-12-17,1.97902
2023-12-18,2.29566
2023-12-19,2.43419
2023-12-20,2.73105
2023-12-21,2.67168
2023-12-22,2.33524
2023-12-23,1.68216
2023-12-24,1.68216
2023-12-25,1.58321
2023-12-26,2.47377
2023-12-27,2.33524
2023-12-28,3.50286
2023-12-29,2.13734
2023-12-30,2.35503
2023-12-31,1.8207
2024-01-01,1.97902
2024-01-02,3.16643
2024-01-03,4.37363
2024-01-04,3.32475
2024-01-05,3.00811
2024-01-06,2.45398
2024-01-07,2.17692
2024-01-08,2.63209
2024-01-09,4.17573
2024-01-10,4.39342
2024-01-11,5.10587
2024-01-12,4.2351
2024-01-13,2.51335
2024-01-14,2.4144
2024-01-15,3.34454
2024-01-16,3.77993
2024-01-17,3.54245
2024-01-18,4.07678
2024-01-19,2.67168
2024-01-20,1.88007
2024-01-21,2.35503
2024-01-22,3.91846
2024-01-23,4.21531
2024-01-24,3.58203
2024-01-25,3.18622
2024-01-26,3.10706
2024-01-27,2.39461
2024-01-28,1.93944
2024-01-29,3.77993
2024-01-30,3.2258
2024-01-31,2.96853
2024-02-01,3.00811
2024-02-02,3.18622
2024-02-03,2.31545
2024-02-04,2.19671
2024-02-05,3.12685
2024-02-06,3.89867
2024-02-07,3.18622
2024-02-08,3.34454
2024-02-09,2.09776
2024-02-10,1.86028
2024-02-11,1.68216
2024-02-12,2.86958
2024-02-13,3.50286
2024-02-14,4.15594
2024-02-15,5.00692
2024-02-16,4.88818
2024-02-17,2.98832
2024-02-18,2.57272
2024-02-19,3.91846
2024-02-20,3.87888
2024-02-21,4.29447
2024-02-22,3.8393
2024-02-23,3.52265
2024-02-24,2.43419
2024-02-25,2.15713
2024-02-26,3.52265
2024-02-27,4.76944
2024-02-28,4.59133
2024-02-29,4.63091
2024-03-01,3.00811
2024-03-02,2.77063
2024-03-03,2.27587
2024-03-04,3.28517
2024-03-05,5.8579
2024-03-06,4.72986
2024-03-07,4.31426
2024-03-08,3.66119
2024-03-09,3.28517
2024-03-10,3.44349
2024-03-11,5.0465
2024-03-12,5.32357
2024-03-13,4.43301
2024-03-14,5.12566
2024-03-15,4.67049
2024-03-16,2.94874
2024-03-17,2.94874
2024-03-18,3.8393
2024-03-19,3.87888
2024-03-20,4.25489
