date,SK이노베이션주가
2020-06-25,7.35945
2020-06-26,6.61597
2020-06-27,0.96559
2020-06-28,0.76218
2020-06-29,6.12908
2020-06-30,6.55752
2020-07-01,6.30501
2020-07-02,6.28105
2020-07-03,6.08465
2020-07-04,0.86038
2020-07-05,1.11289
2020-07-06,7.43719
2020-07-07,7.43368
2020-07-08,6.89419
2020-07-09,6.36463
2020-07-10,5.56795
2020-07-11,0.59969
2020-07-12,0.56988
2020-07-13,5.61121
2020-07-14,5.17809
2020-07-15,6.34417
2020-07-16,5.46274
2020-07-17,4.88876
2020-07-18,0.61431
2020-07-19,0.48396
2020-07-20,5.13952
2020-07-21,5.43235
2020-07-22,8.78563
2020-07-23,6.99122
2020-07-24,5.58958
2020-07-25,0.70023
2020-07-26,0.83875
2020-07-27,5.82864
2020-07-28,5.82923
2020-07-29,5.90054
2020-07-30,5.95022
2020-07-31,5.6983
2020-08-01,1.10003
2020-08-02,0.80135
2020-08-03,7.25015
2020-08-04,7.28171
2020-08-05,15.41505
2020-08-06,14.9381
2020-08-07,17.07386
2020-08-08,2.18545
2020-08-09,1.95048
2020-08-10,16.72316
2020-08-11,13.4406
2020-08-12,11.38784
2020-08-13,10.37782
2020-08-14,10.15045
2020-08-15,1.1725
2020-08-16,0.91942
2020-08-17,1.66407
2020-08-18,9.74246
2020-08-19,8.342
2020-08-20,8.56236
2020-08-21,8.41974
2020-08-22,0.81011
2020-08-23,0.70783
2020-08-24,7.86446
2020-08-25,8.78096
2020-08-26,8.53196
2020-08-27,9.56828
2020-08-28,8.68101
2020-08-29,0.88785
2020-08-30,0.70958
2020-08-31,9.65011
2020-09-01,7.80133
2020-09-02,7.30743
2020-09-03,7.43953
2020-09-04,7.85569
2020-09-05,0.98254
2020-09-06,0.78907
2020-09-07,7.26827
2020-09-08,7.48687
2020-09-09,7.41907
2020-09-10,9.27428
2020-09-11,7.20807
2020-09-12,0.77446
2020-09-13,0.71426
2020-09-14,7.85043
2020-09-15,7.14728
2020-09-16,6.87958
2020-09-17,8.15847
2020-09-18,7.14962
2020-09-19,0.80778
2020-09-20,0.75809
2020-09-21,7.73996
2020-09-22,6.98479
2020-09-23,7.22852
2020-09-24,7.03447
2020-09-25,6.31027
2020-09-26,0.72361
2020-09-27,0.78323
2020-09-28,6.44412
2020-09-29,5.38793
2020-09-30,0.6184
2020-10-01,0.4448
2020-10-02,0.42025
2020-10-03,0.44714
2020-10-04,0.42727
2020-10-05,5.48554
2020-10-06,5.39202
2020-10-07,5.18628
2020-10-08,5.51827
2020-10-09,0.87441
2020-10-10,0.54007
2020-10-11,0.60729
2020-10-12,5.95314
2020-10-13,5.33825
2020-10-14,4.85603
2020-10-15,4.60119
2020-10-16,4.65146
2020-10-17,0.59969
2020-10-18,0.5091
2020-10-19,4.9893
2020-10-20,5.36455
2020-10-21,5.20323
2020-10-22,4.66958
2020-10-23,4.54216
2020-10-24,0.68094
2020-10-25,0.5693
2020-10-26,5.73863
2020-10-27,5.38793
2020-10-28,5.00274
2020-10-29,4.97702
2020-10-30,5.17225
2020-10-31,0.65581
2020-11-01,0.5506
2020-11-02,5.6644
2020-11-03,6.60954
2020-11-04,6.3506
2020-11-05,7.73938
2020-11-06,7.14845
2020-11-07,0.94163
2020-11-08,1.10003
2020-11-09,11.69353
2020-11-10,11.31477
2020-11-11,8.99956
2020-11-12,7.64761
2020-11-13,7.1917
2020-11-14,0.94981
2020-11-15,0.77855
2020-11-16,7.42608
2020-11-17,7.99188
2020-11-18,7.03973
2020-11-19,6.54524
2020-11-20,5.85904
2020-11-21,0.67626
2020-11-22,0.66866
2020-11-23,6.77612
2020-11-24,8.36187
2020-11-25,10.55609
2020-11-26,10.78288
2020-11-27,11.31127
2020-11-28,1.45131
2020-11-29,1.28531
2020-11-30,10.16038
2020-12-01,10.79866
2020-12-02,9.926
2020-12-03,8.8774
2020-12-04,9.19362
2020-12-05,1.31805
2020-12-06,1.10295
2020-12-07,8.75056
2020-12-08,7.84342
2020-12-09,10.52628
2020-12-10,11.18735
2020-12-11,9.63199
2020-12-12,1.18419
2020-12-13,0.99014
2020-12-14,8.23503
2020-12-15,7.64177
2020-12-16,7.55526
2020-12-17,7.77153
2020-12-18,7.0146
2020-12-19,1.01352
2020-12-20,1.03047
2020-12-21,7.32672
2020-12-22,6.33014
2020-12-23,6.83749
2020-12-24,6.70306
2020-12-25,0.98722
2020-12-26,0.80485
2020-12-27,0.92234
2020-12-28,6.88717
2020-12-29,7.2256
2020-12-30,8.32739
2020-12-31,1.84001
2021-01-01,0.99365
2021-01-02,1.02521
2021-01-03,1.44897
2021-01-04,18.79873
2021-01-05,18.67598
2021-01-06,22.45654
2021-01-07,19.52702
2021-01-08,23.94468
2021-01-09,3.25333
2021-01-10,3.60695
2021-01-11,25.76657
2021-01-12,20.34415
2021-01-13,18.23118
2021-01-14,19.53988
2021-01-15,15.78796
2021-01-16,1.93937
2021-01-17,1.67985
2021-01-18,14.66163
2021-01-19,15.99137
2021-01-20,15.52026
2021-01-21,15.2397
2021-01-22,15.4472
2021-01-23,2.2474
2021-01-24,1.77103
2021-01-25,15.09474
2021-01-26,15.17014
2021-01-27,14.95563
2021-01-28,12.99346
2021-01-29,17.36027
2021-01-30,2.5116
2021-01-31,1.79792
2021-02-01,22.36886
2021-02-02,19.63573
2021-02-03,17.65369
2021-02-04,15.11462
2021-02-05,18.30424
2021-02-06,2.42042
2021-02-07,1.93469
2021-02-08,18.04998
2021-02-09,15.07604
2021-02-10,14.97609
2021-02-11,8.16022
2021-02-12,3.35153
2021-02-13,2.87107
2021-02-14,2.98037
2021-02-15,100.0
2021-02-16,23.05448
2021-02-17,20.48268
2021-02-18,17.36611
2021-02-19,14.96907
2021-02-20,1.90956
2021-02-21,1.66524
2021-02-22,15.24964
2021-02-23,14.11044
2021-02-24,14.15545
2021-02-25,14.57746
2021-02-26,12.3055
2021-02-27,1.63777
2021-02-28,1.58516
2021-03-01,1.92885
2021-03-02,13.29448
2021-03-03,11.62105
2021-03-04,10.51459
2021-03-05,12.60594
2021-03-06,1.88092
2021-03-07,1.74999
2021-03-08,11.74555
2021-03-09,11.64326
2021-03-10,10.82262
2021-03-11,13.03847
2021-03-12,11.86128
2021-03-13,1.81136
2021-03-14,1.64127
2021-03-15,13.27168
2021-03-16,17.60459
2021-03-17,14.75456
2021-03-18,12.71232
2021-03-19,11.41238
2021-03-20,1.92125
2021-03-21,1.42735
2021-03-22,12.19328
2021-03-23,10.89276
2021-03-24,10.77411
2021-03-25,11.25165
2021-03-26,10.29248
2021-03-27,1.47586
2021-03-28,1.52788
2021-03-29,10.26209
2021-03-30,14.28287
2021-03-31,11.47083
2021-04-01,20.15652
2021-04-02,15.52026
2021-04-03,1.96392
2021-04-04,1.5536
2021-04-05,12.42474
2021-04-06,12.32596
2021-04-07,12.21198
2021-04-08,12.40487
2021-04-09,11.95772
2021-04-10,2.16499
2021-04-11,8.46416
2021-04-12,33.86659
2021-04-13,25.40301
2021-04-14,19.36803
2021-04-15,16.22926
2021-04-16,14.73644
2021-04-17,2.03055
2021-04-18,1.59335
2021-04-19,13.64401
2021-04-20,13.02269
2021-04-21,11.67716
2021-04-22,11.35978
2021-04-23,11.92791
2021-04-24,1.54834
2021-04-25,1.29583
2021-04-26,12.41714
2021-04-27,13.599
2021-04-28,12.58723
2021-04-29,15.0737
2021-04-30,12.49605
2021-05-01,1.67342
2021-05-02,1.41215
2021-05-03,14.70722
2021-05-04,16.13399
2021-05-05,2.48529
2021-05-06,15.62196
2021-05-07,14.69202
2021-05-08,2.01243
2021-05-09,1.56704
2021-05-10,16.77577
2021-05-11,13.97133
2021-05-12,12.80057
2021-05-13,14.24254
2021-05-14,14.75573
2021-05-15,2.03874
2021-05-16,1.79734
2021-05-17,14.65344
2021-05-18,13.70304
2021-05-19,2.86522
2021-05-20,17.68934
2021-05-21,20.86377
2021-05-22,3.89277
2021-05-23,4.32589
2021-05-24,16.79155
2021-05-25,13.44528
2021-05-26,13.18284
2021-05-27,13.39384
2021-05-28,12.35343
2021-05-29,1.53022
2021-05-30,1.32214
2021-05-31,13.66388
2021-06-01,11.8981
2021-06-02,11.18677
2021-06-03,12.22718
2021-06-04,10.59876
2021-06-05,1.24791
2021-06-06,1.02872
2021-06-07,10.41289
2021-06-08,9.57179
2021-06-09,11.07746
2021-06-10,11.15579
2021-06-11,12.06644
2021-06-12,1.34201
2021-06-13,1.35604
2021-06-14,10.69052
2021-06-15,14.74346
2021-06-16,13.13257
2021-06-17,11.64385
2021-06-18,11.53279
2021-06-19,1.55418
2021-06-20,1.20874
2021-06-21,10.68234
2021-06-22,10.17032
2021-06-23,12.2377
2021-06-24,17.77877
2021-06-25,12.98235
2021-06-26,1.43904
2021-06-27,1.13276
2021-06-28,11.02311
2021-06-29,9.88567
2021-06-30,13.53763
2021-07-01,30.15851
2021-07-02,20.72349
2021-07-03,2.54784
2021-07-04,1.65764
2021-07-05,14.57044
2021-07-06,14.4062
2021-07-07,12.99288
2021-07-08,12.69829
2021-07-09,13.43476
2021-07-10,1.41975
2021-07-11,1.1047
2021-07-12,11.30308
2021-07-13,10.9179
2021-07-14,10.06394
2021-07-15,11.23177
2021-07-16,11.09558
2021-07-17,1.2707
2021-07-18,1.30402
2021-07-19,10.71917
2021-07-20,10.92959
2021-07-21,10.59233
2021-07-22,10.6274
2021-07-23,9.8015
2021-07-24,1.35896
2021-07-25,1.13042
2021-07-26,9.3789
2021-07-27,9.59049
2021-07-28,9.2848
2021-07-29,8.78096
2021-07-30,8.3683
2021-07-31,0.98254
2021-08-01,0.81771
2021-08-02,8.89961
2021-08-03,8.70322
2021-08-04,20.81643
2021-08-05,19.84674
2021-08-06,15.22509
2021-08-07,1.74181
2021-08-08,1.72135
2021-08-09,13.15771
2021-08-10,12.30258
2021-08-11,13.99296
2021-08-12,12.71407
2021-08-13,14.95563
2021-08-14,1.80903
2021-08-15,1.26135
2021-08-16,2.12407
2021-08-17,12.18217
2021-08-18,10.9781
2021-08-19,10.76885
2021-08-20,10.56836
2021-08-21,1.2859
2021-08-22,1.18361
2021-08-23,12.11846
2021-08-24,11.49889
2021-08-25,10.73495
2021-08-26,9.40813
2021-08-27,8.66581
2021-08-28,0.83057
2021-08-29,0.75634
2021-08-30,8.95982
2021-08-31,11.55208
2021-09-01,9.96691
2021-09-02,10.34216
2021-09-03,10.2463
2021-09-04,1.18595
2021-09-05,0.91006
2021-09-06,9.59926
2021-09-07,8.08774
2021-09-08,8.47819
2021-09-09,8.53664
2021-09-10,8.81544
2021-09-11,0.99189
2021-09-12,0.74874
2021-09-13,8.64711
2021-09-14,10.23286
2021-09-15,11.04882
2021-09-16,12.68952
2021-09-17,10.03647
2021-09-18,0.99131
2021-09-19,0.66165
2021-09-20,0.51611
2021-09-21,0.56638
2021-09-22,0.67568
2021-09-23,9.11412
2021-09-24,8.80142
2021-09-25,1.0293
2021-09-26,0.8861
2021-09-27,9.15036
2021-09-28,14.59733
2021-09-29,16.01124
2021-09-30,12.4376
2021-10-01,10.28313
2021-10-02,1.41157
2021-10-03,0.93286
2021-10-04,1.47002
2021-10-05,11.17741
2021-10-06,10.39184
2021-10-07,10.19604
2021-10-08,8.82363
2021-10-09,0.78849
2021-10-10,0.57105
2021-10-11,0.8937
2021-10-12,9.27837
2021-10-13,8.73887
2021-10-14,8.90487
2021-10-15,8.32329
2021-10-16,0.80894
2021-10-17,0.59969
2021-10-18,8.18009
2021-10-19,8.03981
2021-10-20,7.62657
2021-10-21,7.04733
2021-10-22,6.32898
2021-10-23,0.61431
2021-10-24,0.49974
2021-10-25,6.88834
2021-10-26,7.11513
2021-10-27,6.37106
2021-10-28,7.31328
2021-10-29,7.18235
2021-10-30,0.74816
2021-10-31,0.57339
2021-11-01,6.73287
2021-11-02,8.65237
2021-11-03,6.80359
2021-11-04,7.4255
2021-11-05,7.35302
2021-11-06,0.86447
2021-11-07,0.67568
2021-11-08,6.83398
2021-11-09,6.64519
2021-11-10,7.00934
2021-11-11,6.90822
2021-11-12,7.01167
2021-11-13,0.82823
2021-11-14,0.71893
2021-11-15,7.14377
2021-11-16,6.71592
2021-11-17,6.36872
2021-11-18,6.42425
2021-11-19,6.9351
2021-11-20,0.99715
2021-11-21,0.74991
2021-11-22,7.52194
2021-11-23,6.57856
2021-11-24,6.21032
2021-11-25,5.98821
2021-11-26,6.91815
2021-11-27,0.99482
2021-11-28,0.78556
2021-11-29,7.10636
2021-11-30,8.52553
2021-12-01,7.71366
2021-12-02,7.56286
2021-12-03,6.93335
2021-12-04,0.80661
2021-12-05,0.68503
2021-12-06,6.72994
2021-12-07,6.73637
2021-12-08,8.12866
2021-12-09,7.28931
2021-12-10,8.74004
2021-12-11,1.2029
2021-12-12,0.93929
2021-12-13,8.2023
2021-12-14,6.56979
2021-12-15,6.41548
2021-12-16,13.37456
2021-12-17,10.21416
2021-12-18,1.17952
2021-12-19,0.88142
2021-12-20,7.67041
2021-12-21,7.63475
2021-12-22,7.36179
2021-12-23,7.66924
2021-12-24,8.53255
2021-12-25,0.88142
2021-12-26,0.80427
2021-12-27,7.3992
2021-12-28,7.28697
2021-12-29,9.64777
2021-12-30,8.97209
2021-12-31,1.87449
2022-01-01,0.62541
2022-01-02,0.88551
2022-01-03,9.90846
2022-01-04,10.66831
2022-01-05,9.38124
2022-01-06,8.74589
2022-01-07,8.09592
2022-01-08,0.85921
2022-01-09,0.76628
2022-01-10,7.45414
2022-01-11,7.15546
2022-01-12,13.6294
2022-01-13,12.3809
2022-01-14,8.63483
2022-01-15,1.01644
2022-01-16,1.09009
2022-01-17,8.06319
2022-01-18,11.33172
2022-01-19,10.62389
2022-01-20,9.96457
2022-01-21,9.22869
2022-01-22,1.50742
2022-01-23,1.2029
2022-01-24,7.99948
2022-01-25,8.00416
2022-01-26,8.0778
2022-01-27,9.47359
2022-01-28,10.36846
2022-01-29,1.11932
2022-01-30,0.69614
2022-01-31,0.58391
2022-02-01,0.5506
2022-02-02,0.78732
2022-02-03,8.43143
2022-02-04,7.97844
2022-02-05,0.97494
2022-02-06,0.68386
2022-02-07,7.20397
2022-02-08,8.75641
2022-02-09,7.31445
2022-02-10,7.49798
2022-02-11,6.8182
2022-02-12,0.8598
2022-02-13,0.68269
2022-02-14,6.25358
2022-02-15,6.0829
2022-02-16,6.65513
2022-02-17,7.89369
2022-02-18,6.16824
2022-02-19,0.59736
2022-02-20,0.54767
2022-02-21,5.97769
2022-02-22,5.65446
2022-02-23,5.99113
2022-02-24,6.75858
2022-02-25,6.40438
2022-02-26,0.72302
2022-02-27,0.54709
2022-02-28,5.80292
2022-03-01,0.86681
2022-03-02,6.47802
2022-03-03,6.94621
2022-03-04,5.7094
2022-03-05,0.62892
2022-03-06,0.57982
2022-03-07,6.15713
2022-03-08,5.72752
2022-03-09,0.71133
2022-03-10,5.65271
2022-03-11,5.70064
2022-03-12,0.71718
2022-03-13,0.64528
2022-03-14,6.18343
2022-03-15,5.47034
2022-03-16,5.98587
2022-03-17,6.35528
2022-03-18,5.81345
2022-03-19,0.72419
2022-03-20,0.57982
2022-03-21,6.16532
2022-03-22,6.5014
2022-03-23,6.56628
2022-03-24,5.66206
2022-03-25,5.69771
2022-03-26,0.76277
2022-03-27,0.54066
2022-03-28,5.62933
2022-03-29,5.30902
2022-03-30,5.46041
2022-03-31,6.14427
2022-04-01,5.06002
2022-04-02,0.50442
2022-04-03,0.45649
2022-04-04,5.33649
2022-04-05,5.07639
2022-04-06,4.84902
2022-04-07,4.89286
2022-04-08,4.96826
2022-04-09,0.53598
2022-04-10,0.40564
2022-04-11,4.54508
2022-04-12,4.30485
2022-04-13,5.05593
2022-04-14,4.89227
2022-04-15,4.18619
2022-04-16,0.40856
2022-04-17,0.50676
2022-04-18,5.83332
2022-04-19,5.79416
2022-04-20,5.06996
2022-04-21,5.0232
2022-04-22,4.2049
2022-04-23,0.45766
2022-04-24,0.38693
2022-04-25,4.299
2022-04-26,4.81044
2022-04-27,4.21367
2022-04-28,4.47085
2022-04-29,7.75165
2022-04-30,0.77095
2022-05-01,0.47987
2022-05-02,4.55794
2022-05-03,4.34342
2022-05-04,3.91908
2022-05-05,0.59268
2022-05-06,3.91791
2022-05-07,0.38577
2022-05-08,0.26302
2022-05-09,3.94713
2022-05-10,4.17392
2022-05-11,3.63326
2022-05-12,3.83491
2022-05-13,4.74381
2022-05-14,0.48396
2022-05-15,0.40389
2022-05-16,4.01318
2022-05-17,4.13242
2022-05-18,4.22945
2022-05-19,3.77003
2022-05-20,4.91273
2022-05-21,0.53072
2022-05-22,0.44539
2022-05-23,4.11488
2022-05-24,3.64553
2022-05-25,3.99039
2022-05-26,3.86647
2022-05-27,4.1482
2022-05-28,0.49741
2022-05-29,0.3922
2022-05-30,4.07163
2022-05-31,4.60411
2022-06-01,0.63593
2022-06-02,3.71684
2022-06-03,5.68135
2022-06-04,0.71893
2022-06-05,0.61197
2022-06-06,0.70549
2022-06-07,6.96316
2022-06-08,6.97777
2022-06-09,6.44354
2022-06-10,5.50483
2022-06-11,0.71367
2022-06-12,0.58976
2022-06-13,5.63868
2022-06-14,5.35403
2022-06-15,4.842
2022-06-16,5.17868
2022-06-17,6.73111
2022-06-18,0.96033
2022-06-19,0.60086
2022-06-20,5.10795
2022-06-21,5.09159
2022-06-22,4.86129
2022-06-23,4.91214
2022-06-24,5.22602
2022-06-25,0.58917
2022-06-26,0.59034
2022-06-27,5.12549
2022-06-28,4.68536
2022-06-29,4.27153
2022-06-30,4.47494
2022-07-01,6.27345
2022-07-02,0.78089
2022-07-03,0.48396
2022-07-04,4.77654
2022-07-05,4.69413
2022-07-06,5.174
2022-07-07,4.70406
2022-07-08,4.34401
2022-07-09,0.44012
2022-07-10,0.35011
2022-07-11,4.40363
2022-07-12,4.10319
2022-07-13,4.842
2022-07-14,4.77362
2022-07-15,4.3405
2022-07-16,0.45532
2022-07-17,0.35186
2022-07-18,4.3896
2022-07-19,4.3633
2022-07-20,4.53865
2022-07-21,4.46617
2022-07-22,4.2575
2022-07-23,0.37232
2022-07-24,0.3092
2022-07-25,3.90096
2022-07-26,4.08274
2022-07-27,3.92434
2022-07-28,4.29666
2022-07-29,4.87532
2022-07-30,0.52371
2022-07-31,0.40155
2022-08-01,4.45623
2022-08-02,3.98513
2022-08-03,4.38025
2022-08-04,4.32004
2022-08-05,4.29433
2022-08-06,0.38577
2022-08-07,0.32089
2022-08-08,5.6153
2022-08-09,5.18569
2022-08-10,4.22769
2022-08-11,5.27629
2022-08-12,5.19271
2022-08-13,0.58567
2022-08-14,0.42434
2022-08-15,0.65113
2022-08-16,6.01393
2022-08-17,6.06478
2022-08-18,5.06178
2022-08-19,4.44454
2022-08-20,0.43428
2022-08-21,0.35713
2022-08-22,4.2464
2022-08-23,3.6993
2022-08-24,4.38317
2022-08-25,4.25926
2022-08-26,3.63559
2022-08-27,0.37408
2022-08-28,0.26594
2022-08-29,3.45966
2022-08-30,3.75951
2022-08-31,4.55151
2022-09-01,4.96417
2022-09-02,4.59359
2022-09-03,0.45474
2022-09-04,0.36648
2022-09-05,4.51819
2022-09-06,4.05643
2022-09-07,3.58007
2022-09-08,3.70807
2022-09-09,0.41265
2022-09-10,0.27646
2022-09-11,0.25484
2022-09-12,0.41265
2022-09-13,4.52287
2022-09-14,3.85653
2022-09-15,3.59117
2022-09-16,3.83082
2022-09-17,0.58274
2022-09-18,0.36063
2022-09-19,3.40296
2022-09-20,3.49824
2022-09-21,3.15396
2022-09-22,3.12766
2022-09-23,3.68995
2022-09-24,0.43077
2022-09-25,0.2712
2022-09-26,3.42693
2022-09-27,4.53163
2022-09-28,4.1295
2022-09-29,4.24172
2022-09-30,3.57714
2022-10-01,0.45006
2022-10-02,0.38109
2022-10-03,0.47519
2022-10-04,4.37733
2022-10-05,4.09618
2022-10-06,3.96876
2022-10-07,3.91849
2022-10-08,0.48981
2022-10-09,0.34193
2022-10-10,0.46993
2022-10-11,3.56954
2022-10-12,3.73028
2022-10-13,3.44212
2022-10-14,3.95648
2022-10-15,0.49273
2022-10-16,0.32322
2022-10-17,3.66833
2022-10-18,3.71099
2022-10-19,4.45214
2022-10-20,3.91499
2022-10-21,3.41991
2022-10-22,0.39746
2022-10-23,0.26945
2022-10-24,3.54909
2022-10-25,3.20774
2022-10-26,3.55844
2022-10-27,7.10052
2022-10-28,5.18686
2022-10-29,0.51611
2022-10-30,0.33141
2022-10-31,4.67834
2022-11-01,6.34534
2022-11-02,6.30735
2022-11-03,6.12206
2022-11-04,6.10803
2022-11-05,0.70198
2022-11-06,0.51962
2022-11-07,5.45573
2022-11-08,5.15296
2022-11-09,5.03431
2022-11-10,4.4083
2022-11-11,5.7889
2022-11-12,0.7277
2022-11-13,0.56696
2022-11-14,5.31487
2022-11-15,4.60703
2022-11-16,4.39018
2022-11-17,4.03364
2022-11-18,4.11605
2022-11-19,0.44129
2022-11-20,0.33199
2022-11-21,3.76594
2022-11-22,3.53681
2022-11-23,3.69463
2022-11-24,3.83023
2022-11-25,4.63684
2022-11-26,0.55527
2022-11-27,0.44129
2022-11-28,4.34109
2022-11-29,4.10787
2022-11-30,4.27095
2022-12-01,4.47026
2022-12-02,3.47778
2022-12-03,0.48046
2022-12-04,0.41382
2022-12-05,3.50525
2022-12-06,3.26677
2022-12-07,3.54324
2022-12-08,3.40296
2022-12-09,3.72444
2022-12-10,0.4448
2022-12-11,0.33667
2022-12-12,3.33399
2022-12-13,3.42926
2022-12-14,3.70047
2022-12-15,3.23755
2022-12-16,3.07389
2022-12-17,0.42025
2022-12-18,0.38577
2022-12-19,2.97043
2022-12-20,2.81203
2022-12-21,2.97861
2022-12-22,3.47778
2022-12-23,2.96809
2022-12-24,0.3694
2022-12-25,0.3127
2022-12-26,3.22761
2022-12-27,3.00842
2022-12-28,3.32581
2022-12-29,2.94121
2022-12-30,0.99189
2022-12-31,0.28289
2023-01-01,0.28056
2023-01-02,3.24748
2023-01-03,3.61981
2023-01-04,3.79516
2023-01-05,3.43569
2023-01-06,3.73028
2023-01-07,0.48396
2023-01-08,0.38752
2023-01-09,4.0389
2023-01-10,4.09735
2023-01-11,3.86296
2023-01-12,3.91849
2023-01-13,4.19438
2023-01-14,0.48922
2023-01-15,0.505
2023-01-16,3.99974
2023-01-17,3.28665
2023-01-18,3.17325
2023-01-19,3.10779
2023-01-20,3.00141
2023-01-21,0.41967
2023-01-22,0.2753
2023-01-23,0.33608
2023-01-24,0.33024
2023-01-25,4.41883
2023-01-26,4.65146
2023-01-27,5.30142
2023-01-28,0.61255
2023-01-29,0.49916
2023-01-30,4.21074
2023-01-31,4.14411
2023-02-01,5.01735
2023-02-02,5.55451
2023-02-03,4.86129
2023-02-04,0.66165
2023-02-05,0.57573
2023-02-06,4.76836
2023-02-07,7.79491
2023-02-08,6.33891
2023-02-09,6.18928
2023-02-10,5.15588
2023-02-11,0.79842
2023-02-12,0.63652
2023-02-13,5.4341
2023-02-14,5.27512
2023-02-15,11.25632
2023-02-16,8.10937
2023-02-17,6.16765
2023-02-18,0.95098
2023-02-19,0.70257
2023-02-20,5.92976
2023-02-21,6.43068
2023-02-22,5.47911
2023-02-23,5.73103
2023-02-24,5.06645
2023-02-25,0.77855
2023-02-26,0.56287
2023-02-27,5.18335
2023-02-28,5.40839
2023-03-01,1.08191
2023-03-02,6.969
2023-03-03,6.24539
2023-03-04,0.81771
2023-03-05,0.70783
2023-03-06,6.88659
2023-03-07,9.78279
2023-03-08,7.21508
2023-03-09,6.07121
2023-03-10,7.55818
2023-03-11,0.81947
2023-03-12,0.63126
2023-03-13,6.82697
2023-03-14,5.67433
2023-03-15,6.42191
2023-03-16,5.70005
2023-03-17,5.2307
2023-03-18,0.56988
2023-03-19,0.52312
2023-03-20,5.51827
2023-03-21,5.32071
2023-03-22,5.74915
2023-03-23,5.98763
2023-03-24,5.53931
2023-03-25,0.82823
2023-03-26,0.75459
2023-03-27,6.77378
2023-03-28,6.20389
2023-03-29,5.80702
2023-03-30,20.772
2023-03-31,10.31294
2023-04-01,1.12867
2023-04-02,0.96384
2023-04-03,7.77854
2023-04-04,7.98195
2023-04-05,6.93686
2023-04-06,6.05192
2023-04-07,8.3081
2023-04-08,0.95858
2023-04-09,0.86097
2023-04-10,11.95772
2023-04-11,12.17224
2023-04-12,9.80208
2023-04-13,7.82998
2023-04-14,7.15897
2023-04-15,0.9767
2023-04-16,0.75751
2023-04-17,7.61429
2023-04-18,6.91815
2023-04-19,6.50316
2023-04-20,5.70648
2023-04-21,5.28389
2023-04-22,0.71192
2023-04-23,0.62833
2023-04-24,5.22602
2023-04-25,5.67726
2023-04-26,5.8152
2023-04-27,5.79123
2023-04-28,5.74798
2023-04-29,0.81245
2023-04-30,0.54533
2023-05-01,1.21634
2023-05-02,5.93502
2023-05-03,4.88233
2023-05-04,5.46041
2023-05-05,1.30402
2023-05-06,0.80661
2023-05-07,0.61021
2023-05-08,8.03689
2023-05-09,6.35119
2023-05-10,5.51535
2023-05-11,5.06119
2023-05-12,4.44863
2023-05-13,0.62541
2023-05-14,0.50208
2023-05-15,4.4539
2023-05-16,4.29023
2023-05-17,4.83324
2023-05-18,4.67717
2023-05-19,4.43168
2023-05-20,0.51202
2023-05-21,0.45065
2023-05-22,5.00742
2023-05-23,5.05652
2023-05-24,4.36739
2023-05-25,4.64561
2023-05-26,4.03072
2023-05-27,0.45824
2023-05-28,0.36005
