date,조선주
2023-05-31,14.02289
2023-06-01,9.28045
2023-06-02,7.15453
2023-06-03,5.82583
2023-06-04,6.62305
2023-06-05,25.28618
2023-06-06,12.36713
2023-06-07,15.08585
2023-06-08,9.79149
2023-06-09,12.3058
2023-06-10,7.37939
2023-06-11,10.56827
2023-06-12,12.14227
2023-06-13,17.66148
2023-06-14,12.87816
2023-06-15,11.34505
2023-06-16,19.05151
2023-06-17,12.95993
2023-06-18,9.11692
2023-06-19,13.1439
2023-06-20,25.3475
2023-06-21,23.56909
2023-06-22,15.53556
2023-06-23,11.01798
2023-06-24,7.13409
2023-06-25,7.89043
2023-06-26,11.14063
2023-06-27,11.50858
2023-06-28,9.83237
2023-06-29,8.62632
2023-06-30,8.27882
2023-07-01,7.99264
2023-07-02,7.29762
2023-07-03,11.07931
2023-07-04,17.70237
2023-07-05,12.77596
2023-07-06,8.68765
2023-07-07,7.76778
2023-07-08,4.76287
2023-07-09,6.17334
2023-07-10,9.36222
2023-07-11,11.24284
2023-07-12,21.79067
2023-07-13,15.35159
2023-07-14,12.32624
2023-07-15,9.46443
2023-07-16,7.52248
2023-07-17,17.72281
2023-07-18,13.6345
2023-07-19,10.22076
2023-07-20,8.19705
2023-07-21,9.73017
2023-07-22,5.08994
2023-07-23,4.72199
2023-07-24,8.29926
2023-07-25,10.60915
2023-07-26,14.63614
2023-07-27,18.76533
2023-07-28,15.86263
2023-07-29,13.83892
2023-07-30,9.46443
2023-07-31,12.38757
2023-08-01,12.83728
2023-08-02,10.44562
2023-08-03,9.91414
2023-08-04,7.80866
2023-08-05,5.68274
2023-08-06,6.95012
2023-08-07,7.93131
2023-08-08,11.54946
2023-08-09,8.36058
2023-08-10,6.54129
2023-08-11,6.13246
2023-08-12,4.61978
2023-08-13,4.39493
2023-08-14,17.68192
2023-08-15,6.33687
2023-08-16,9.52575
2023-08-17,8.93295
2023-08-18,8.44235
2023-08-19,5.29435
2023-08-20,3.94521
2023-08-21,7.2363
2023-08-22,7.4816
2023-08-23,6.19378
2023-08-24,6.05069
2023-08-25,4.53802
2023-08-26,2.49386
2023-08-27,4.45625
2023-08-28,15.78086
2023-08-29,10.83401
2023-08-30,8.565
2023-08-31,5.78495
2023-09-01,11.20196
2023-09-02,3.14799
2023-09-03,3.96565
2023-09-04,5.1717
2023-09-05,7.19542
2023-09-06,5.39656
2023-09-07,4.64022
2023-09-08,4.64022
2023-09-09,3.02534
2023-09-10,4.25183
2023-09-11,6.27555
2023-09-12,5.98937
2023-09-13,5.00817
2023-09-14,5.68274
2023-09-15,5.56009
2023-09-16,2.82093
2023-09-17,2.90269
2023-09-18,4.43581
2023-09-19,4.00654
2023-09-20,3.20932
2023-09-21,3.78168
2023-09-22,4.31316
2023-09-23,2.37121
2023-09-24,2.98446
2023-09-25,4.35404
2023-09-26,4.74243
2023-09-27,3.57726
2023-09-28,1.9215
2023-09-29,2.1668
2023-09-30,2.35077
2023-10-01,2.39165
2023-10-02,2.4121
2023-10-03,3.31152
2023-10-04,6.7457
2023-10-05,6.92968
2023-10-06,6.23466
2023-10-07,2.61651
2023-10-08,2.49386
2023-10-09,3.59771
2023-10-10,4.76287
2023-10-11,4.51757
2023-10-12,5.02861
2023-10-13,5.78495
2023-10-14,2.73916
2023-10-15,2.55519
2023-10-16,4.06786
2023-10-17,4.19051
2023-10-18,4.8242
2023-10-19,4.86508
2023-10-20,4.00654
2023-10-21,2.35077
2023-10-22,2.78004
2023-10-23,4.55846
2023-10-24,4.5789
2023-10-25,8.0744
2023-10-26,6.92968
2023-10-27,4.61978
2023-10-28,2.49386
2023-10-29,2.39165
2023-10-30,4.88552
2023-10-31,9.50531
2023-11-01,4.37448
2023-11-02,4.5789
2023-11-03,3.82256
2023-11-04,2.33033
2023-11-05,1.96238
2023-11-06,5.08994
2023-11-07,4.17007
2023-11-08,4.86508
2023-11-09,4.49713
2023-11-10,3.33197
2023-11-11,2.59607
2023-11-12,2.00327
2023-11-13,5.29435
2023-11-14,4.37448
2023-11-15,5.11038
2023-11-16,3.90433
2023-11-17,3.33197
2023-11-18,2.78004
2023-11-19,2.37121
2023-11-20,8.15617
2023-11-21,4.80376
2023-11-22,8.40147
2023-11-23,4.98773
2023-11-24,4.94685
2023-11-25,2.39165
2023-11-26,3.04578
2023-11-27,5.23303
2023-11-28,10.34341
2023-11-29,6.00981
2023-11-30,5.9076
2023-12-01,5.1717
2023-12-02,4.04742
2023-12-03,5.417
2023-12-04,6.95012
2023-12-05,5.56009
2023-12-06,5.1717
2023-12-07,4.90596
2023-12-08,3.2502
2023-12-09,2.69828
2023-12-10,2.37121
2023-12-11,4.41537
2023-12-12,3.65903
2023-12-13,3.43417
2023-12-14,3.72035
2023-12-15,3.72035
2023-12-16,2.02371
2023-12-17,2.39165
2023-12-18,6.82747
2023-12-19,5.19215
2023-12-20,4.0883
2023-12-21,5.82583
2023-12-22,4.64022
2023-12-23,2.82093
2023-12-24,2.30989
2023-12-25,5.39656
2023-12-26,5.13082
2023-12-27,6.09157
2023-12-28,7.44071
2023-12-29,3.80212
2023-12-30,2.84137
2023-12-31,3.29108
2024-01-01,3.88389
2024-01-02,5.02861
2024-01-03,6.25511
2024-01-04,4.31316
2024-01-05,4.25183
2024-01-06,3.22976
2024-01-07,3.67947
2024-01-08,4.49713
2024-01-09,5.58053
2024-01-10,4.51757
2024-01-11,6.29599
2024-01-12,4.3336
2024-01-13,2.45298
2024-01-14,2.37121
2024-01-15,3.78168
2024-01-16,5.45789
2024-01-17,4.96729
2024-01-18,3.14799
2024-01-19,4.59934
2024-01-20,4.04742
2024-01-21,3.12755
2024-01-22,4.8242
2024-01-23,3.96565
2024-01-24,3.96565
2024-01-25,4.72199
2024-01-26,4.5789
2024-01-27,2.08503
2024-01-28,3.78168
2024-01-29,4.88552
2024-01-30,8.29926
2024-01-31,5.29435
2024-02-01,5.39656
2024-02-02,4.27228
2024-02-03,3.02534
2024-02-04,3.90433
2024-02-05,4.86508
2024-02-06,3.04578
2024-02-07,3.31152
2024-02-08,2.98446
2024-02-09,1.90106
2024-02-10,2.00327
2024-02-11,1.88062
2024-02-12,2.98446
2024-02-13,5.31479
2024-02-14,4.55846
2024-02-15,3.63859
2024-02-16,3.31152
2024-02-17,1.65576
2024-02-18,3.10711
2024-02-19,4.51757
2024-02-20,4.23139
2024-02-21,3.45461
2024-02-22,3.78168
2024-02-23,3.78168
2024-02-24,1.94194
2024-02-25,3.16843
2024-02-26,4.23139
2024-02-27,5.96892
2024-02-28,6.35731
2024-02-29,5.19215
2024-03-01,2.5143
2024-03-02,2.43254
2024-03-03,3.10711
2024-03-04,8.54456
2024-03-05,5.19215
2024-03-06,4.59934
2024-03-07,4.37448
2024-03-08,4.59934
2024-03-09,3.51594
2024-03-10,4.78331
2024-03-11,7.86999
2024-03-12,5.9076
2024-03-13,5.51921
2024-03-14,56.72526
2024-03-15,28.33197
2024-03-16,10.46606
2024-03-17,11.09975
2024-03-18,19.31725
2024-03-19,16.00572
2024-03-20,14.92232
