date,명품시계
2020-03-20,17.04119
2020-03-21,22.79293
2020-03-22,23.46174
2020-03-23,18.9406
2020-03-24,20.46548
2020-03-25,19.26163
2020-03-26,20.54574
2020-03-27,21.2413
2020-03-28,22.01712
2020-03-29,24.1573
2020-03-30,18.21829
2020-03-31,20.33172
2020-04-01,20.25147
2020-04-02,20.6795
2020-04-03,20.09095
2020-04-04,23.32798
2020-04-05,21.72284
2020-04-06,20.65275
2020-04-07,21.91011
2020-04-08,19.31514
2020-04-09,22.63242
2020-04-10,21.77635
2020-04-11,25.36115
2020-04-12,23.35473
2020-04-13,20.6795
2020-04-14,20.09095
2020-04-15,26.80577
2020-04-16,23.32798
2020-04-17,22.95345
2020-04-18,27.42108
2020-04-19,30.55109
2020-04-20,23.22097
2020-04-21,25.49491
2020-04-22,22.12413
2020-04-23,19.36864
2020-04-24,20.92027
2020-04-25,24.82611
2020-04-26,23.94328
2020-04-27,19.76993
2020-04-28,20.0107
2020-04-29,19.07437
2020-04-30,20.54574
2020-05-01,20.89352
2020-05-02,24.7191
2020-05-03,25.84269
2020-05-04,21.66934
2020-05-05,23.70251
2020-05-06,21.96361
2020-05-07,23.08721
2020-05-08,20.626
2020-05-09,26.05671
2020-05-10,22.17763
2020-05-11,21.77635
2020-05-12,23.06046
2020-05-13,21.45532
2020-05-14,22.09737
2020-05-15,22.55216
2020-05-16,22.47191
2020-05-17,25.30765
2020-05-18,23.43499
2020-05-19,24.53183
2020-05-20,20.81326
2020-05-21,21.88336
2020-05-22,21.74959
2020-05-23,25.12038
2020-05-24,25.9497
2020-05-25,22.79293
2020-05-26,21.61583
2020-05-27,20.17121
2020-05-28,20.51899
2020-05-29,18.21829
2020-05-30,22.65917
2020-05-31,27.01979
2020-06-01,21.8566
2020-06-02,22.55216
2020-06-03,23.48849
2020-06-04,30.92562
2020-06-05,23.94328
2020-06-06,24.63884
2020-06-07,24.53183
2020-06-08,22.47191
2020-06-09,22.57891
2020-06-10,23.5955
2020-06-11,22.49866
2020-06-12,25.54842
2020-06-13,25.14713
2020-06-14,29.66827
2020-06-15,23.35473
2020-06-16,25.54842
2020-06-17,25.78919
2020-06-18,22.60567
2020-06-19,24.45157
2020-06-20,25.54842
2020-06-21,26.43124
2020-06-22,22.92669
2020-06-23,22.84644
2020-06-24,28.03638
2020-06-25,23.38148
2020-06-26,24.87961
2020-06-27,26.77902
2020-06-28,27.47458
2020-06-29,24.26431
2020-06-30,22.4184
2020-07-01,22.12413
2020-07-02,21.53558
2020-07-03,22.09737
2020-07-04,23.70251
2020-07-05,25.01337
2020-07-06,21.93686
2020-07-07,23.5955
2020-07-08,26.45799
2020-07-09,25.06688
2020-07-10,20.59925
2020-07-11,27.26056
2020-07-12,28.33065
2020-07-13,24.13055
2020-07-14,23.70251
2020-07-15,22.95345
2020-07-16,20.41198
2020-07-17,22.44515
2020-07-18,23.5955
2020-07-19,28.03638
2020-07-20,22.71268
2020-07-21,24.10379
2020-07-22,23.72926
2020-07-23,23.97003
2020-07-24,23.72926
2020-07-25,27.47458
2020-07-26,23.43499
2020-07-27,23.14071
2020-07-28,21.64258
2020-07-29,23.97003
2020-07-30,23.06046
2020-07-31,23.72926
2020-08-01,27.76886
2020-08-02,27.95612
2020-08-03,25.12038
2020-08-04,23.08721
2020-08-05,22.4184
2020-08-06,24.10379
2020-08-07,26.80577
2020-08-08,27.6886
2020-08-09,26.13697
2020-08-10,22.60567
2020-08-11,20.81326
2020-08-12,22.15088
