date,밀크코인
2020-03-20,0.37603
2020-03-21,0.22952
2020-03-22,0.32963
2020-03-23,0.29545
2020-03-24,0.38824
2020-03-25,0.23929
2020-03-26,0.42486
2020-03-27,0.37114
2020-03-28,0.27836
2020-03-29,0.39556
2020-03-30,0.26615
2020-03-31,0.33452
2020-04-01,0.21731
2020-04-02,0.22708
2020-04-03,0.18313
2020-04-04,0.08546
2020-04-05,0.21975
2020-04-06,0.34428
2020-04-07,0.29545
2020-04-08,0.34428
2020-04-09,0.27836
2020-04-10,0.19778
2020-04-11,0.16359
2020-04-12,0.13918
2020-04-13,0.31987
2020-04-14,0.14406
2020-04-15,0.12208
2020-04-16,0.2515
2020-04-17,0.26371
2020-04-18,0.71543
2020-04-19,0.51032
2020-04-20,0.4737
2020-04-21,0.33696
2020-04-22,0.28324
2020-04-23,0.36626
2020-04-24,0.3687
2020-04-25,0.28324
2020-04-26,0.30522
2020-04-27,0.36138
2020-04-28,0.24173
2020-04-29,0.23196
2020-04-30,0.22464
2020-05-01,0.19778
2020-05-02,0.19045
2020-05-03,0.21243
2020-05-04,0.18801
2020-05-05,0.1465
2020-05-06,0.85705
2020-05-07,0.45172
2020-05-08,0.30522
2020-05-09,0.1758
2020-05-10,0.2051
2020-05-11,0.21243
2020-05-12,0.24417
2020-05-13,0.26859
2020-05-14,0.20266
2020-05-15,0.17336
2020-05-16,0.12941
2020-05-17,0.1758
2020-05-18,0.25394
2020-05-19,0.27836
2020-05-20,0.35649
2020-05-21,0.27836
2020-05-22,0.26859
2020-05-23,0.3687
2020-05-24,0.30766
2020-05-25,0.35161
2020-05-26,0.36138
2020-05-27,0.32963
2020-05-28,0.19289
2020-05-29,0.20754
2020-05-30,0.15383
2020-05-31,0.21731
2020-06-01,0.23196
2020-06-02,0.2344
2020-06-03,0.23196
2020-06-04,0.16603
2020-06-05,0.1758
2020-06-06,0.25638
2020-06-07,0.22708
2020-06-08,0.15383
2020-06-09,0.24173
2020-06-10,0.10743
2020-06-11,0.19778
2020-06-12,0.19778
2020-06-13,0.16115
2020-06-14,0.13185
2020-06-15,0.18313
2020-06-16,0.16603
2020-06-17,0.16359
2020-06-18,0.17336
2020-06-19,0.17092
2020-06-20,0.24905
2020-06-21,0.17092
2020-06-22,0.13918
2020-06-23,0.13918
2020-06-24,0.14406
2020-06-25,0.13429
2020-06-26,0.07081
2020-06-27,0.07081
2020-06-28,0.09767
2020-06-29,0.13918
2020-06-30,0.17336
2020-07-01,0.27347
2020-07-02,0.35649
2020-07-03,0.41998
2020-07-04,0.37114
2020-07-05,0.34184
2020-07-06,0.41509
2020-07-07,0.40289
2020-07-08,0.98647
2020-07-09,0.78868
2020-07-10,0.40533
2020-07-11,0.34673
2020-07-12,0.31498
2020-07-13,0.37847
2020-07-14,0.41998
2020-07-15,0.38579
2020-07-16,0.73985
2020-07-17,0.41998
2020-07-18,0.45172
2020-07-19,0.33452
2020-07-20,0.40289
2020-07-21,0.38824
2020-07-22,0.7252
2020-07-23,0.44928
2020-07-24,0.38824
2020-07-25,0.3394
2020-07-26,0.3101
2020-07-27,0.37358
2020-07-28,0.55428
2020-07-29,0.99135
2020-07-30,0.7252
2020-07-31,0.46637
2020-08-01,0.4273
2020-08-02,0.46393
2020-08-03,0.55916
2020-08-04,0.46881
2020-08-05,0.55916
2020-08-06,0.503
2020-08-07,0.49079
2020-08-08,0.35649
2020-08-09,0.43219
2020-08-10,0.71299
2020-08-11,0.94252
2020-08-12,0.86926
2020-08-13,0.95228
2020-08-14,0.73008
2020-08-15,0.42975
2020-08-16,0.51521
2020-08-17,0.47126
2020-08-18,0.6495
2020-08-19,0.51765
2020-08-20,0.54451
2020-08-21,0.57137
2020-08-22,0.36382
2020-08-23,0.37603
2020-08-24,0.90345
2020-08-25,1.36006
2020-08-26,0.7252
2020-08-27,3.23289
2020-08-28,1.53586
2020-08-29,1.07681
2020-08-30,0.91566
2020-08-31,0.82287
2020-09-01,0.96205
2020-09-02,1.06705
2020-09-03,0.79845
2020-09-04,0.56893
2020-09-05,0.55428
2020-09-06,0.76671
2020-09-07,0.66904
2020-09-08,0.66171
2020-09-09,0.71543
2020-09-10,0.69834
2020-09-11,0.49567
2020-09-12,0.41998
2020-09-13,0.44195
2020-09-14,0.4737
2020-09-15,0.52742
2020-09-16,0.70322
2020-09-17,0.55183
2020-09-18,0.58602
2020-09-19,0.4444
2020-09-20,0.41265
2020-09-21,0.55428
2020-09-22,0.65439
2020-09-23,0.43951
2020-09-24,0.83752
2020-09-25,0.51765
2020-09-26,0.38824
2020-09-27,0.34428
2020-09-28,0.40044
2020-09-29,0.60799
2020-09-30,0.38091
2020-10-01,0.27836
2020-10-02,0.32475
2020-10-03,0.21243
2020-10-04,0.21243
2020-10-05,0.34673
2020-10-06,0.27836
2020-10-07,0.398
2020-10-08,0.54695
2020-10-09,0.32231
2020-10-10,0.32231
2020-10-11,0.22464
2020-10-12,0.26126
2020-10-13,0.24417
2020-10-14,0.18557
2020-10-15,0.3101
2020-10-16,0.93519
2020-10-17,0.30277
2020-10-18,0.30033
2020-10-19,0.28812
2020-10-20,0.27347
2020-10-21,0.24173
2020-10-22,0.27103
2020-10-23,0.26615
2020-10-24,0.15138
2020-10-25,0.18801
2020-10-26,0.24417
2020-10-27,0.27103
2020-10-28,0.19289
2020-10-29,0.73985
2020-10-30,0.74473
2020-10-31,0.28812
2020-11-01,0.28568
2020-11-02,0.43951
2020-11-03,0.34184
2020-11-04,0.44195
2020-11-05,0.26371
2020-11-06,0.19289
2020-11-07,0.19289
2020-11-08,0.18069
2020-11-09,0.2051
2020-11-10,0.17824
2020-11-11,0.21243
2020-11-12,0.19045
2020-11-13,0.17824
2020-11-14,0.1465
2020-11-15,0.13673
2020-11-16,0.16848
2020-11-17,0.16359
2020-11-18,0.30033
2020-11-19,0.21243
2020-11-20,0.1758
2020-11-21,0.21731
2020-11-22,0.19289
2020-11-23,0.24173
2020-11-24,0.36626
2020-11-25,0.25882
2020-11-26,0.52986
2020-11-27,0.29301
2020-11-28,0.19778
2020-11-29,0.25882
2020-11-30,0.2515
2020-12-01,0.31987
2020-12-02,0.41754
2020-12-03,0.37603
2020-12-04,0.32963
2020-12-05,0.24173
2020-12-06,0.23685
2020-12-07,0.34428
2020-12-08,0.26859
2020-12-09,0.19045
2020-12-10,0.24905
2020-12-11,0.20754
2020-12-12,0.14162
2020-12-13,0.17092
2020-12-14,0.2515
2020-12-15,0.99135
2020-12-16,0.60555
2020-12-17,0.52253
2020-12-18,0.63974
2020-12-19,0.79113
2020-12-20,0.52742
2020-12-21,0.58602
2020-12-22,0.52009
2020-12-23,0.52253
2020-12-24,0.44195
2020-12-25,0.45172
2020-12-26,0.49567
2020-12-27,0.63485
2020-12-28,0.94252
2020-12-29,0.73497
2020-12-30,0.71787
2020-12-31,0.65683
2021-01-01,0.4737
2021-01-02,0.4444
2021-01-03,0.74473
2021-01-04,0.67881
2021-01-05,0.60799
2021-01-06,0.61044
2021-01-07,0.69346
2021-01-08,0.70811
2021-01-09,0.71787
2021-01-10,0.87415
2021-01-11,0.50788
2021-01-12,0.44684
2021-01-13,0.43707
2021-01-14,0.51032
2021-01-15,0.57137
2021-01-16,0.47126
2021-01-17,0.48591
2021-01-18,0.51032
2021-01-19,0.69101
2021-01-20,0.46881
2021-01-21,0.46881
2021-01-22,0.47614
2021-01-23,0.57625
2021-01-24,0.47126
2021-01-25,0.47858
2021-01-26,0.40533
2021-01-27,0.43219
2021-01-28,0.46637
2021-01-29,0.38824
2021-01-30,0.44928
2021-01-31,0.55428
2021-02-01,0.8888
2021-02-02,0.68369
2021-02-03,0.62997
2021-02-04,0.61044
2021-02-05,0.54695
2021-02-06,0.6495
2021-02-07,0.54451
2021-02-08,0.45416
2021-02-09,0.67148
2021-02-10,0.5909
2021-02-11,0.69101
2021-02-12,0.86682
2021-02-13,1.15251
2021-02-14,1.1989
2021-02-15,0.86682
2021-02-16,0.95472
2021-02-17,19.09215
2021-02-18,19.31679
2021-02-19,21.31904
2021-02-20,9.11266
2021-02-21,4.56854
2021-02-22,4.39029
2021-02-23,3.44044
2021-02-24,2.47106
2021-02-25,5.79918
2021-02-26,2.73965
2021-02-27,2.77628
2021-02-28,1.59691
2021-03-01,1.61888
2021-03-02,1.7019
2021-03-03,10.69248
2021-03-04,8.14572
2021-03-05,27.48449
2021-03-06,11.53245
2021-03-07,4.92503
2021-03-08,5.24246
2021-03-09,6.15324
2021-03-10,3.74322
2021-03-11,12.6874
2021-03-12,8.03096
2021-03-13,6.35591
2021-03-14,6.06534
2021-03-15,10.26517
2021-03-16,12.64589
2021-03-17,7.7062
2021-03-18,6.81984
2021-03-19,8.90755
2021-03-20,7.16657
2021-03-21,4.79562
2021-03-22,70.25687
2021-03-23,27.85564
2021-03-24,23.18699
2021-03-25,10.94154
2021-03-26,8.24583
2021-03-27,6.22405
2021-03-28,7.18611
2021-03-29,8.81476
2021-03-30,30.1509
2021-03-31,16.86037
2021-04-01,34.50212
2021-04-02,76.83498
2021-04-03,38.06709
2021-04-04,29.71626
2021-04-05,36.74854
2021-04-06,36.87796
2021-04-07,36.66064
2021-04-08,19.18738
2021-04-09,15.15114
2021-04-10,11.66186
2021-04-11,13.02436
2021-04-12,12.2723
2021-04-13,14.65302
2021-04-14,22.7963
2021-04-15,16.38667
2021-04-16,13.32226
2021-04-17,13.33935
2021-04-18,9.2201
2021-04-19,11.68384
2021-04-20,10.40923
2021-04-21,8.30688
2021-04-22,33.32275
2021-04-23,14.16223
2021-04-24,6.08731
2021-04-25,7.07379
2021-04-26,8.63896
2021-04-27,8.19944
2021-04-28,7.00297
2021-04-29,5.90662
2021-04-30,6.10685
2021-05-01,4.72725
2021-05-02,4.64179
2021-05-03,6.68799
2021-05-04,6.20452
2021-05-05,8.36304
2021-05-06,10.68515
2021-05-07,8.90511
2021-05-08,5.89685
2021-05-09,7.06158
2021-05-10,8.64872
2021-05-11,6.03115
2021-05-12,8.81232
2021-05-13,5.11305
2021-05-14,9.32509
2021-05-15,4.64179
2021-05-16,4.20471
2021-05-17,4.43424
2021-05-18,4.24622
2021-05-19,3.49416
2021-05-20,4.29262
2021-05-21,4.83469
2021-05-22,3.35986
2021-05-23,2.62733
2021-05-24,3.6309
2021-05-25,12.85344
2021-05-26,28.44654
2021-05-27,14.09386
2021-05-28,6.57811
2021-05-29,3.19626
2021-05-30,2.87639
2021-05-31,3.76031
2021-06-01,3.52834
2021-06-02,3.39405
2021-06-03,2.88128
2021-06-04,2.6957
2021-06-05,2.04863
2021-06-06,2.04375
2021-06-07,2.55164
2021-06-08,3.56497
2021-06-09,8.03584
2021-06-10,2.49792
2021-06-11,4.62958
2021-06-12,7.04204
2021-06-13,6.07755
2021-06-14,5.05689
2021-06-15,3.59916
2021-06-16,2.99848
2021-06-17,3.41846
2021-06-18,3.83112
2021-06-19,2.23909
2021-06-20,3.93368
2021-06-21,5.70151
2021-06-22,5.40606
2021-06-23,3.08883
2021-06-24,3.29882
2021-06-25,2.47839
2021-06-26,1.6433
2021-06-27,1.5554
2021-06-28,3.59916
2021-06-29,4.54412
2021-06-30,2.222
2021-07-01,3.12545
2021-07-02,1.98027
2021-07-03,1.68725
2021-07-04,1.57982
2021-07-05,2.45153
2021-07-06,2.34897
2021-07-07,8.76104
2021-07-08,5.09596
2021-07-09,2.20979
2021-07-10,2.11456
