date,비트코인시세
2023-05-30,5.30965
2023-05-31,4.94645
2023-06-01,4.66431
2023-06-02,4.40981
2023-06-03,3.4647
2023-06-04,3.16531
2023-06-05,4.16551
2023-06-06,6.78268
2023-06-07,6.46215
2023-06-08,5.1492
2023-06-09,4.66116
2023-06-10,5.75985
2023-06-11,4.69733
2023-06-12,5.34286
2023-06-13,5.35065
2023-06-14,5.3167
2023-06-15,6.10284
2023-06-16,5.02046
2023-06-17,4.07109
2023-06-18,3.67598
2023-06-19,4.68564
2023-06-20,4.75057
2023-06-21,7.13995
2023-06-22,9.53175
2023-06-23,7.02123
2023-06-24,8.06131
2023-06-25,6.53467
2023-06-26,7.50519
2023-06-27,6.60813
2023-06-28,6.1392
2023-06-29,5.96872
2023-06-30,6.40891
2023-07-01,5.03234
2023-07-02,4.3306
2023-07-03,5.48217
2023-07-04,6.20635
2023-07-05,5.44599
2023-07-06,5.53206
2023-07-07,5.11655
2023-07-08,3.9188
2023-07-09,3.62479
2023-07-10,4.83237
2023-07-11,5.33006
2023-07-12,5.37643
2023-07-13,4.99264
2023-07-14,6.20505
2023-07-15,4.53521
2023-07-16,3.78135
2023-07-17,4.81326
2023-07-18,4.8832
2023-07-19,4.75539
2023-07-20,4.72757
2023-07-21,4.2679
2023-07-22,3.34209
2023-07-23,3.13712
2023-07-24,4.58789
2023-07-25,4.55913
2023-07-26,4.40647
2023-07-27,4.49013
2023-07-28,3.90099
2023-07-29,2.99707
2023-07-30,2.74943
2023-07-31,3.7717
2023-08-01,3.8101
2023-08-02,4.52092
2023-08-03,4.08742
2023-08-04,3.59325
2023-08-05,2.93418
2023-08-06,2.86777
2023-08-07,3.77856
2023-08-08,3.93791
2023-08-09,4.98856
2023-08-10,4.016
2023-08-11,3.62256
2023-08-12,2.92973
2023-08-13,2.70788
2023-08-14,3.48641
2023-08-15,3.22615
2023-08-16,4.15976
2023-08-17,4.38236
2023-08-18,6.90103
2023-08-19,4.84536
2023-08-20,3.96536
2023-08-21,4.85927
2023-08-22,4.30575
2023-08-23,4.27644
2023-08-24,4.07313
2023-08-25,3.98539
2023-08-26,2.95867
2023-08-27,2.70213
2023-08-28,3.91639
2023-08-29,4.05328
2023-08-30,5.95073
2023-08-31,4.3601
2023-09-01,4.28961
2023-09-02,3.20501
2023-09-03,2.92899
2023-09-04,3.95961
2023-09-05,3.97352
2023-09-06,3.80899
2023-09-07,3.64371
2023-09-08,3.70548
2023-09-09,2.58248
2023-09-10,2.41757
2023-09-11,3.53649
2023-09-12,4.37549
2023-09-13,3.86501
2023-09-14,3.69119
2023-09-15,3.72625
2023-09-16,2.82084
2023-09-17,2.46339
2023-09-18,3.49141
2023-09-19,3.74814
2023-09-20,3.72199
2023-09-21,3.86074
2023-09-22,3.25212
2023-09-23,2.32594
2023-09-24,2.25545
2023-09-25,3.26121
2023-09-26,3.15307
2023-09-27,3.02285
2023-09-28,2.42815
2023-09-29,2.59936
2023-09-30,2.57729
2023-10-01,2.5298
2023-10-02,3.87576
2023-10-03,3.63573
2023-10-04,4.32151
2023-10-05,3.68507
2023-10-06,3.28496
2023-10-07,2.89857
2023-10-08,2.783
2023-10-09,3.7641
2023-10-10,3.90748
2023-10-11,3.75964
2023-10-12,3.51664
2023-10-13,3.15882
2023-10-14,2.66966
2023-10-15,2.43612
2023-10-16,4.46175
2023-10-17,5.08372
2023-10-18,4.41908
2023-10-19,4.19222
2023-10-20,5.43783
2023-10-21,4.46954
2023-10-22,4.18406
2023-10-23,7.52615
2023-10-24,15.83771
2023-10-25,11.78868
2023-10-26,11.85268
2023-10-27,8.17094
2023-10-28,5.7836
2023-10-29,5.61313
2023-10-30,8.24032
2023-10-31,7.47644
2023-11-01,8.4171
2023-11-02,9.82205
2023-11-03,7.9016
2023-11-04,5.43357
2023-11-05,5.50535
2023-11-06,7.90179
2023-11-07,6.4922
2023-11-08,6.31097
2023-11-09,10.1348
2023-11-10,12.01295
2023-11-11,8.49797
2023-11-12,6.47198
2023-11-13,9.08581
2023-11-14,8.39929
2023-11-15,8.93556
2023-11-16,11.23683
2023-11-17,9.25109
2023-11-18,6.44193
2023-11-19,5.57658
2023-11-20,8.20507
2023-11-21,8.98434
2023-11-22,8.34327
2023-11-23,8.58924
2023-11-24,7.70219
2023-11-25,6.78751
2023-11-26,5.80308
2023-11-27,7.78195
2023-11-28,7.59145
2023-11-29,8.26963
2023-11-30,7.36551
2023-12-01,7.50427
2023-12-02,7.45214
2023-12-03,8.55306
2023-12-04,19.77413
2023-12-05,19.37847
2023-12-06,24.44791
2023-12-07,19.4983
2023-12-08,14.77834
2023-12-09,11.4099
2023-12-10,10.14722
2023-12-11,15.25803
2023-12-12,15.05046
2023-12-13,12.16227
2023-12-14,14.14635
2023-12-15,10.52174
2023-12-16,7.38147
2023-12-17,6.88192
2023-12-18,10.5249
2023-12-19,10.69815
2023-12-20,9.81815
2023-12-21,10.85786
2023-12-22,10.16114
2023-12-23,6.73186
2023-12-24,6.19874
2023-12-25,6.92774
2023-12-26,8.79013
2023-12-27,8.87787
2023-12-28,8.40133
2023-12-29,7.61464
2023-12-30,6.10785
2023-12-31,5.51351
2024-01-01,6.48793
2024-01-02,12.7375
2024-01-03,14.5691
2024-01-04,13.09328
2024-01-05,11.29749
2024-01-06,7.72538
2024-01-07,7.23641
2024-01-08,10.20918
2024-01-09,16.53536
2024-01-10,18.64205
2024-01-11,36.35124
2024-01-12,21.46995
2024-01-13,14.58189
2024-01-14,11.67331
2024-01-15,14.39566
2024-01-16,12.15894
2024-01-17,11.44719
2024-01-18,9.5553
2024-01-19,10.52916
2024-01-20,7.67733
2024-01-21,6.45454
2024-01-22,8.99362
2024-01-23,12.26337
2024-01-24,11.36
2024-01-25,8.9823
2024-01-26,8.2533
2024-01-27,7.11769
2024-01-28,6.9155
2024-01-29,8.65602
2024-01-30,10.02368
2024-01-31,9.0374
2024-02-01,8.32231
2024-02-02,7.62966
2024-02-03,5.9242
2024-02-04,5.34638
2024-02-05,7.32582
2024-02-06,6.98246
2024-02-07,6.34844
2024-02-08,8.28168
2024-02-09,9.49094
2024-02-10,9.77809
2024-02-11,9.49483
2024-02-12,10.33346
2024-02-13,19.13732
2024-02-14,16.94958
2024-02-15,22.87193
2024-02-16,19.2195
2024-02-17,13.0278
2024-02-18,11.7054
2024-02-19,16.30052
2024-02-20,14.5448
2024-02-21,14.20515
2024-02-22,12.50192
2024-02-23,10.68906
2024-02-24,7.78566
2024-02-25,7.54971
2024-02-26,9.89625
2024-02-27,26.54644
2024-02-28,31.02266
2024-02-29,43.54443
2024-03-01,25.02666
2024-03-02,20.24993
2024-03-03,17.07479
2024-03-04,30.11076
2024-03-05,49.56361
2024-03-06,50.63133
2024-03-07,36.18948
2024-03-08,28.59692
2024-03-09,25.36167
2024-03-10,22.59795
2024-03-11,48.81551
2024-03-12,46.00133
2024-03-13,38.67588
2024-03-14,34.91438
2024-03-15,39.86807
2024-03-16,25.72394
2024-03-17,27.34778
2024-03-18,30.78429
2024-03-19,31.63702
2024-03-20,34.4128
