date,ISA계좌서민형
2021-08-15,0.94827
2021-08-16,2.75862
2021-08-17,2.75862
2021-08-18,2.5862
2021-08-19,2.5862
2021-08-20,2.06896
2021-08-21,1.55172
2021-08-22,1.20689
2021-08-23,3.62068
2021-08-24,3.36206
2021-08-25,2.24137
2021-08-26,2.5862
2021-08-27,3.01724
2021-08-28,0.68965
2021-08-29,1.89655
2021-08-30,3.36206
2021-08-31,2.67241
2021-09-01,2.93103
2021-09-02,3.7931
2021-09-03,2.24137
2021-09-04,0.86206
2021-09-05,2.5
2021-09-06,3.36206
2021-09-07,2.5862
2021-09-08,2.75862
2021-09-09,3.18965
2021-09-10,3.70689
2021-09-11,1.2931
2021-09-12,1.03448
2021-09-13,2.06896
2021-09-14,2.06896
2021-09-15,2.5862
2021-09-16,2.15517
2021-09-17,2.5
2021-09-18,1.98275
2021-09-19,2.32758
2021-09-20,0.68965
2021-09-21,1.63793
2021-09-22,1.81034
2021-09-23,3.36206
2021-09-24,2.93103
2021-09-25,1.12068
2021-09-26,1.12068
2021-09-27,2.41379
2021-09-28,2.5
2021-09-29,2.84482
2021-09-30,3.18965
2021-10-01,1.89655
2021-10-02,0.86206
2021-10-03,0.51724
2021-10-04,1.37931
2021-10-05,1.55172
2021-10-06,1.63793
2021-10-07,2.67241
2021-10-08,2.24137
2021-10-09,1.2931
2021-10-10,1.46551
2021-10-11,1.2931
2021-10-12,1.37931
2021-10-13,4.05172
2021-10-14,1.20689
2021-10-15,1.55172
2021-10-17,0.86206
2021-10-18,1.12068
2021-10-19,1.63793
2021-10-20,0.86206
2021-10-21,1.37931
2021-10-22,1.89655
2021-10-24,0.94827
2021-10-25,2.84482
2021-10-26,3.70689
2021-10-27,2.24137
2021-10-28,2.15517
2021-10-29,0.94827
2021-10-30,0.51724
2021-10-31,1.12068
2021-11-01,2.93103
2021-11-02,2.67241
2021-11-03,3.53448
2021-11-04,1.2931
2021-11-05,2.15517
2021-11-06,1.12068
2021-11-07,0.68965
2021-11-08,2.93103
2021-11-09,3.10344
2021-11-10,0.68965
2021-11-11,0.43103
2021-11-12,1.81034
2021-11-14,0.68965
2021-11-15,2.06896
2021-11-16,1.63793
2021-11-17,1.37931
2021-11-18,2.75862
2021-11-19,1.89655
2021-11-20,0.94827
2021-11-21,1.37931
2021-11-22,1.89655
2021-11-23,1.98275
2021-11-24,2.15517
2021-11-25,1.98275
2021-11-26,2.06896
2021-11-27,0.68965
2021-11-28,0.43103
2021-11-29,2.5
2021-11-30,2.32758
2021-12-01,1.37931
2021-12-02,2.24137
2021-12-03,0.51724
2021-12-04,0.94827
2021-12-05,0.68965
2021-12-06,1.81034
2021-12-07,2.15517
2021-12-08,2.24137
2021-12-09,4.39655
2021-12-10,3.01724
2021-12-11,0.51724
2021-12-12,1.03448
2021-12-13,1.89655
2021-12-14,3.18965
2021-12-15,2.15517
2021-12-16,2.41379
2021-12-17,0.60344
2021-12-18,0.60344
2021-12-19,1.12068
2021-12-20,1.63793
2021-12-21,2.5
2021-12-22,1.72413
2021-12-23,4.39655
2021-12-24,5.86206
2021-12-25,2.75862
2021-12-26,5.0
2021-12-27,8.87931
2021-12-28,12.75862
2021-12-29,9.91379
2021-12-30,13.36206
2021-12-31,9.82758
2022-01-01,1.20689
2022-01-02,1.72413
2022-01-03,2.24137
2022-01-04,2.67241
2022-01-05,2.41379
2022-01-06,1.12068
2022-01-07,1.37931
2022-01-08,0.60344
2022-01-09,1.2931
2022-01-10,2.5862
2022-01-11,1.72413
2022-01-12,2.32758
2022-01-13,1.98275
2022-01-14,2.24137
2022-01-15,1.37931
2022-01-16,0.86206
2022-01-17,1.98275
2022-01-18,2.41379
2022-01-19,2.32758
2022-01-20,1.98275
2022-01-21,1.72413
2022-01-22,0.51724
2022-01-23,0.43103
2022-01-24,1.63793
2022-01-25,1.20689
2022-01-26,1.37931
2022-01-27,1.37931
2022-01-28,2.32758
2022-01-29,0.60344
2022-01-31,0.60344
2022-02-01,0.86206
2022-02-02,0.86206
2022-02-03,3.18965
2022-02-04,1.89655
2022-02-05,0.68965
2022-02-06,0.86206
2022-02-07,2.5862
2022-02-08,1.72413
2022-02-09,1.63793
2022-02-10,2.06896
2022-02-11,1.63793
2022-02-12,0.94827
2022-02-13,0.43103
2022-02-14,0.86206
2022-02-15,0.86206
2022-02-16,2.84482
2022-02-17,0.77586
2022-02-18,0.94827
2022-02-19,0.94827
2022-02-20,0.86206
2022-02-21,2.32758
2022-02-22,2.15517
2022-02-23,1.55172
2022-02-24,1.81034
2022-02-25,1.98275
2022-02-26,0.60344
2022-02-27,0.60344
2022-02-28,2.06896
2022-03-01,1.20689
2022-03-02,2.5862
2022-03-03,0.94827
2022-03-04,0.43103
2022-03-05,0.51724
2022-03-06,0.60344
2022-03-07,1.37931
2022-03-08,0.51724
2022-03-09,0.94827
2022-03-10,0.43103
2022-03-11,3.10344
2022-03-12,0.43103
2022-03-13,1.37931
2022-03-14,100.0
2022-03-15,17.84482
2022-03-16,18.27586
2022-03-17,13.18965
2022-03-18,17.24137
2022-03-19,5.60344
2022-03-20,3.62068
2022-03-21,4.31034
2022-03-22,12.67241
2022-03-23,6.20689
2022-03-24,36.20689
2022-03-25,40.43103
2022-03-26,6.37931
2022-03-27,3.01724
2022-03-28,16.98275
2022-03-29,14.56896
2022-03-30,12.41379
2022-03-31,10.77586
2022-04-01,6.46551
2022-04-02,3.27586
2022-04-03,2.84482
2022-04-04,4.65517
2022-04-05,4.13793
2022-04-06,1.2931
2022-04-07,1.2931
2022-04-08,1.89655
2022-04-09,1.37931
2022-04-11,1.46551
2022-04-12,2.32758
2022-04-13,1.72413
2022-04-14,1.55172
2022-04-15,0.86206
2022-04-18,0.60344
2022-04-19,0.43103
2022-04-20,1.03448
2022-04-21,2.5
2022-04-22,1.37931
2022-04-23,1.2931
2022-04-25,0.51724
2022-04-27,0.60344
2022-04-28,0.86206
2022-04-29,0.77586
2022-05-02,0.68965
2022-05-09,0.43103
2022-05-10,0.43103
2022-05-12,1.20689
2022-05-13,0.77586
2022-05-18,0.51724
2022-05-19,0.60344
2022-05-20,0.68965
2022-05-22,0.43103
2022-05-23,0.60344
2022-05-24,0.43103
2022-05-26,0.43103
2022-05-31,1.03448
2022-06-02,0.60344
2022-06-07,0.43103
2022-06-08,0.77586
2022-06-09,0.51724
2022-06-10,0.43103
2022-06-13,0.60344
2022-06-14,0.43103
2022-06-16,1.03448
2022-06-17,0.68965
2022-06-21,1.12068
2022-06-22,0.51724
2022-06-23,0.51724
2022-06-24,0.43103
2022-06-27,1.03448
2022-07-08,0.60344
2022-07-11,0.43103
2022-07-14,0.51724
2022-07-17,0.51724
2022-07-18,0.43103
2022-07-24,0.43103
2022-07-28,0.43103
2022-07-29,0.77586
2022-07-30,0.43103
2022-08-04,0.94827
2022-08-09,0.51724
2022-08-15,0.86206
2022-08-18,0.94827
2022-08-20,0.43103
2022-08-22,0.51724
2022-08-23,1.20689
2022-08-24,0.60344
2022-08-25,0.94827
2022-08-27,0.51724
2022-08-29,1.12068
2022-09-01,0.94827
2022-09-02,0.43103
2022-09-07,0.43103
2022-09-14,0.94827
2022-09-15,0.43103
2022-09-27,0.43103
2022-10-05,0.51724
2022-10-10,0.86206
2022-10-11,0.68965
2022-10-12,0.51724
2022-10-16,0.51724
2022-10-17,0.68965
2022-10-24,0.94827
2022-10-27,0.77586
2022-10-29,0.60344
2022-11-01,0.77586
2022-11-02,0.51724
2022-11-03,0.60344
2022-11-06,0.43103
2022-11-08,0.43103
2022-11-09,1.03448
2022-11-16,0.68965
2022-11-20,0.60344
2022-11-21,0.51724
2022-11-23,0.43103
2022-11-24,0.43103
2022-11-25,0.43103
2022-11-28,0.86206
2022-11-29,1.37931
2022-11-30,0.68965
2022-12-02,1.12068
2022-12-03,0.43103
2022-12-04,0.60344
2022-12-05,0.51724
2022-12-06,1.03448
2022-12-07,1.12068
2022-12-08,0.86206
2022-12-09,0.43103
2022-12-10,0.60344
2022-12-11,0.43103
2022-12-14,0.43103
2022-12-15,0.68965
2022-12-16,0.43103
2022-12-19,0.86206
2022-12-20,1.2931
2022-12-21,0.51724
2022-12-22,1.20689
2022-12-23,1.55172
2022-12-26,2.06896
2022-12-27,2.24137
2022-12-28,1.63793
2022-12-29,0.86206
2022-12-30,2.15517
2023-01-02,1.03448
2023-01-03,0.43103
2023-01-04,0.43103
2023-01-06,0.43103
2023-01-09,0.43103
2023-01-10,0.60344
2023-01-12,0.51724
2023-01-13,0.43103
2023-01-15,0.43103
2023-01-16,1.20689
2023-01-17,1.98275
2023-01-18,0.68965
2023-01-19,1.37931
2023-01-20,1.2931
2023-01-21,0.60344
2023-01-23,0.68965
2023-01-24,0.68965
2023-01-25,2.5
2023-01-26,2.24137
2023-01-27,1.63793
2023-01-28,0.60344
2023-01-30,1.12068
2023-02-01,1.63793
2023-02-02,0.94827
2023-02-03,1.63793
2023-02-04,0.51724
2023-02-06,1.2931
2023-02-07,1.72413
2023-02-08,1.37931
2023-02-09,1.98275
2023-02-10,0.68965
2023-02-13,0.68965
2023-02-14,1.55172
2023-02-15,1.20689
2023-02-16,0.68965
2023-02-17,1.63793
2023-02-19,0.77586
2023-02-20,1.20689
2023-02-21,1.2931
2023-02-22,0.86206
2023-02-23,1.12068
2023-02-24,1.37931
2023-02-25,0.60344
2023-02-26,0.51724
2023-02-27,0.86206
2023-02-28,1.63793
2023-03-01,1.03448
2023-03-02,1.63793
2023-03-03,1.03448
2023-03-04,0.94827
2023-03-05,1.20689
2023-03-06,2.15517
2023-03-07,1.03448
2023-03-08,1.89655
2023-03-09,1.46551
2023-03-10,0.60344
2023-03-11,0.60344
2023-03-12,0.43103
2023-03-13,0.60344
2023-03-14,5.68965
2023-03-15,7.06896
2023-03-16,4.82758
2023-03-17,3.44827
2023-03-18,1.03448
2023-03-19,1.12068
2023-03-20,2.06896
2023-03-21,4.48275
2023-03-22,2.06896
2023-03-23,2.5862
2023-03-24,3.53448
2023-03-25,1.63793
2023-03-26,0.77586
2023-03-27,4.56896
2023-03-28,1.55172
2023-03-29,2.15517
2023-03-30,2.06896
2023-03-31,2.32758
2023-04-01,0.43103
2023-04-02,0.94827
2023-04-03,1.81034
2023-04-04,1.81034
2023-04-05,1.20689
2023-04-06,1.03448
2023-04-07,0.43103
2023-04-08,0.68965
2023-04-09,0.51724
2023-04-10,2.5
2023-04-11,2.75862
2023-04-12,1.12068
2023-04-13,2.24137
2023-04-14,1.03448
2023-04-15,0.60344
2023-04-16,2.06896
2023-04-17,2.67241
2023-04-18,2.06896
2023-04-19,1.46551
2023-04-20,1.81034
2023-04-21,1.63793
2023-04-23,1.81034
2023-04-24,1.72413
2023-04-25,1.98275
2023-04-26,1.81034
2023-04-27,2.93103
2023-04-28,1.89655
2023-04-29,0.77586
2023-04-30,0.68965
2023-05-01,0.86206
2023-05-02,2.93103
2023-05-03,3.44827
2023-05-04,1.81034
2023-05-05,1.72413
2023-05-06,2.41379
2023-05-07,2.06896
2023-05-08,2.84482
2023-05-09,2.32758
2023-05-10,2.93103
2023-05-11,1.81034
2023-05-12,1.98275
2023-05-13,0.86206
2023-05-14,1.2931
2023-05-15,1.98275
2023-05-16,1.81034
2023-05-17,2.15517
2023-05-18,1.81034
2023-05-19,1.37931
2023-05-20,0.94827
2023-05-21,1.03448
2023-05-22,1.63793
2023-05-23,1.81034
2023-05-24,1.46551
2023-05-25,2.24137
2023-05-26,3.44827
2023-05-27,1.2931
2023-05-28,1.81034
2023-05-29,2.06896
2023-05-30,3.36206
2023-05-31,2.5
2023-06-01,2.06896
2023-06-02,2.93103
2023-06-03,1.46551
2023-06-04,1.20689
2023-06-05,2.15517
2023-06-06,2.67241
2023-06-07,2.32758
2023-06-08,2.24137
2023-06-09,2.41379
2023-06-10,1.20689
2023-06-11,1.12068
2023-06-12,2.32758
2023-06-13,2.41379
2023-06-14,1.72413
2023-06-15,1.55172
2023-06-16,2.41379
2023-06-17,0.94827
2023-06-18,0.94827
2023-06-19,0.43103
2023-06-20,1.81034
2023-06-21,1.46551
2023-06-22,1.2931
2023-06-23,1.72413
2023-06-25,0.77586
2023-06-26,1.72413
2023-06-27,2.24137
2023-06-28,1.89655
2023-06-29,1.20689
2023-06-30,1.20689
2023-07-01,1.46551
2023-07-02,1.2931
2023-07-03,2.06896
2023-07-04,2.24137
2023-07-05,3.01724
2023-07-06,2.24137
2023-07-07,2.06896
2023-07-08,1.81034
2023-07-09,0.94827
2023-07-10,1.81034
2023-07-11,2.5862
2023-07-12,2.15517
2023-07-13,2.24137
2023-07-14,2.24137
2023-07-15,1.20689
2023-07-16,1.55172
2023-07-17,2.93103
2023-07-18,2.75862
2023-07-19,2.32758
2023-07-20,1.98275
2023-07-21,2.32758
2023-07-22,0.94827
2023-07-23,0.86206
2023-07-24,1.98275
2023-07-25,1.46551
2023-07-26,3.10344
2023-07-27,2.67241
2023-07-28,1.81034
2023-07-29,0.94827
2023-07-30,1.81034
2023-07-31,1.98275
2023-08-01,2.84482
2023-08-02,2.84482
2023-08-03,2.15517
2023-08-04,2.15517
2023-08-05,0.86206
2023-08-06,1.55172
2023-08-07,2.41379
2023-08-08,2.75862
2023-08-09,2.24137
2023-08-10,2.32758
2023-08-11,1.46551
2023-08-12,0.43103
2023-08-13,1.37931
2023-08-14,2.5
2023-08-15,1.46551
2023-08-16,1.89655
2023-08-17,1.98275
2023-08-18,1.63793
2023-08-19,1.12068
2023-08-20,1.2931
2023-08-21,1.20689
2023-08-22,1.98275
2023-08-23,1.12068
2023-08-24,1.55172
2023-08-25,2.15517
2023-08-26,0.94827
2023-08-27,1.63793
2023-08-28,3.70689
2023-08-29,2.67241
2023-08-30,3.36206
2023-08-31,2.15517
2023-09-01,2.32758
2023-09-02,1.12068
2023-09-03,1.37931
2023-09-04,2.15517
2023-09-05,2.15517
2023-09-06,2.84482
2023-09-07,1.81034
2023-09-08,1.72413
2023-09-09,1.2931
2023-09-10,1.2931
2023-09-11,2.41379
2023-09-12,0.94827
2023-09-13,2.41379
2023-09-14,2.5862
2023-09-15,2.41379
2023-09-16,0.94827
2023-09-17,1.20689
2023-09-18,2.24137
2023-09-19,0.86206
2023-09-20,2.06896
2023-09-21,1.37931
2023-09-22,1.46551
2023-09-23,0.94827
2023-09-24,0.94827
2023-09-25,1.55172
2023-09-26,1.98275
2023-09-27,0.68965
2023-09-28,1.81034
2023-09-29,1.03448
2023-10-01,1.12068
2023-10-02,2.5
2023-10-03,1.55172
2023-10-04,1.89655
2023-10-05,2.24137
2023-10-06,1.37931
2023-10-07,0.94827
2023-10-08,0.60344
2023-10-09,0.60344
2023-10-10,2.75862
2023-10-11,2.5
2023-10-12,1.12068
2023-10-13,1.37931
2023-10-14,1.81034
2023-10-15,1.55172
2023-10-16,1.63793
2023-10-17,2.93103
2023-10-18,2.24137
2023-10-19,2.75862
2023-10-20,2.15517
2023-10-21,0.68965
2023-10-22,1.55172
2023-10-23,1.63793
2023-10-24,2.32758
2023-10-25,2.06896
2023-10-26,1.63793
2023-10-27,1.72413
2023-10-28,0.43103
2023-10-29,1.12068
2023-10-30,1.55172
2023-10-31,2.5862
2023-11-01,2.5
2023-11-02,1.03448
2023-11-03,1.46551
2023-11-04,0.51724
2023-11-05,1.03448
2023-11-06,2.15517
2023-11-07,1.20689
2023-11-08,1.46551
2023-11-09,1.37931
2023-11-10,1.46551
2023-11-11,1.20689
2023-11-12,0.86206
2023-11-13,1.03448
2023-11-14,0.94827
2023-11-15,1.72413
2023-11-16,2.5
2023-11-17,2.32758
2023-11-18,0.51724
2023-11-19,0.86206
2023-11-20,2.5862
2023-11-21,3.36206
2023-11-22,2.41379
2023-11-23,2.5
2023-11-24,3.27586
2023-11-25,0.94827
2023-11-26,1.89655
2023-11-27,2.75862
2023-11-28,2.06896
2023-11-29,3.18965
2023-11-30,3.36206
2023-12-01,2.67241
2023-12-02,1.72413
2023-12-03,2.15517
2023-12-04,4.13793
2023-12-05,2.32758
2023-12-06,3.10344
2023-12-07,5.0
2023-12-08,2.75862
2023-12-09,1.03448
2023-12-10,1.46551
2023-12-11,2.15517
2023-12-12,2.32758
2023-12-13,2.5862
2023-12-14,3.01724
2023-12-15,3.36206
2023-12-16,2.24137
2023-12-17,1.20689
2023-12-18,5.25862
2023-12-19,4.13793
2023-12-20,1.98275
2023-12-21,2.67241
2023-12-22,2.5862
2023-12-23,1.2931
2023-12-24,1.63793
2023-12-25,1.98275
2023-12-26,5.0
2023-12-27,4.74137
2023-12-28,3.87931
2023-12-29,4.13793
2023-12-30,1.89655
2023-12-31,1.63793
2024-01-01,2.06896
2024-01-02,3.96551
2024-01-03,3.53448
2024-01-04,3.70689
2024-01-05,2.32758
2024-01-06,2.41379
2024-01-07,1.20689
2024-01-08,1.98275
2024-01-09,3.44827
2024-01-10,2.67241
2024-01-11,4.65517
2024-01-12,3.10344
2024-01-13,2.32758
2024-01-14,0.94827
2024-01-15,3.10344
2024-01-16,5.60344
2024-01-17,7.24137
2024-01-18,7.84482
2024-01-19,10.60344
2024-01-20,6.37931
2024-01-21,6.55172
2024-01-22,9.13793
2024-01-23,8.7931
2024-01-24,9.22413
2024-01-25,6.89655
2024-01-26,6.2931
2024-01-27,4.22413
2024-01-28,5.34482
2024-01-29,6.89655
2024-01-30,8.96551
2024-01-31,9.91379
2024-02-01,8.18965
2024-02-02,8.10344
2024-02-03,3.96551
2024-02-04,9.05172
2024-02-05,16.98275
2024-02-06,13.10344
2024-02-07,12.06896
2024-02-08,10.25862
2024-02-09,7.06896
2024-02-10,6.46551
2024-02-11,12.93103
2024-02-12,10.68965
2024-02-13,18.10344
2024-02-14,15.60344
2024-02-15,12.06896
2024-02-16,11.37931
2024-02-17,7.24137
2024-02-18,10.34482
2024-02-19,12.32758
2024-02-20,13.36206
2024-02-21,15.94827
2024-02-22,15.0
2024-02-23,15.94827
2024-02-24,8.70689
2024-02-25,14.39655
2024-02-26,22.84482
2024-02-27,18.62068
2024-02-28,18.62068
2024-02-29,17.24137
2024-03-01,9.05172
2024-03-02,9.65517
2024-03-03,10.94827
2024-03-04,21.63793
2024-03-05,18.53448
2024-03-06,13.53448
2024-03-07,11.89655
2024-03-08,13.70689
2024-03-09,6.03448
2024-03-10,8.36206
2024-03-11,13.10344
2024-03-12,13.44827
2024-03-13,12.84482
2024-03-14,10.86206
2024-03-15,11.98275
2024-03-16,5.51724
2024-03-17,5.68965
2024-03-18,8.36206
2024-03-19,10.68965
2024-03-20,12.75862
