date,삼성전자배당금지급일
2020-11-18,18.15817
2020-11-19,6.31325
2020-11-20,4.39549
2020-11-21,2.08028
2020-11-22,1.67545
2020-11-23,5.12388
2020-11-24,4.75747
2020-11-25,3.50457
2020-11-26,2.75106
2020-11-27,2.39498
2020-11-28,1.35927
2020-11-29,1.47156
2020-11-30,3.23123
2020-12-01,2.74367
2020-12-02,3.59026
2020-12-03,3.22237
2020-12-04,3.81188
2020-12-05,1.61783
2020-12-06,1.65477
2020-12-07,3.45138
2020-12-08,3.14111
2020-12-09,3.67891
2020-12-10,3.40114
2020-12-11,3.07758
2020-12-12,1.20709
2020-12-13,1.90742
2020-12-14,3.86803
2020-12-15,3.27408
2020-12-16,3.17657
2020-12-17,3.21498
2020-12-18,2.86925
2020-12-19,1.53805
2020-12-20,1.45531
2020-12-21,4.12511
2020-12-22,3.8695
2020-12-23,4.82395
2020-12-24,11.89368
2020-12-25,3.39819
2020-12-26,2.72446
2020-12-27,3.24749
2020-12-28,14.44232
2020-12-29,10.20049
2020-12-30,8.98896
2020-12-31,4.17682
2021-01-01,2.42601
2021-01-02,1.91628
2021-01-03,2.38021
2021-01-04,6.69148
2021-01-05,5.62327
2021-01-06,5.1815
2021-01-07,5.20219
2021-01-08,7.80993
2021-01-09,3.70403
2021-01-10,3.36421
2021-01-11,7.86017
2021-01-12,5.96604
2021-01-13,7.28691
2021-01-14,5.63952
2021-01-15,4.4339
2021-01-16,2.39942
2021-01-17,1.92958
2021-01-18,3.7188
2021-01-19,4.14284
2021-01-20,3.44547
2021-01-21,4.07192
2021-01-22,4.48709
2021-01-23,2.33441
2021-01-24,2.41419
2021-01-25,4.94363
2021-01-26,5.76658
2021-01-27,6.44918
2021-01-28,63.95549
2021-01-29,13.94884
2021-01-30,4.92885
2021-01-31,3.97884
2021-02-01,5.86114
2021-02-02,5.9232
2021-02-03,5.91285
2021-02-04,5.89956
2021-02-05,4.79884
2021-02-06,3.01405
2021-02-07,3.39228
2021-02-08,6.42997
2021-02-09,6.68853
2021-02-10,6.53635
2021-02-11,3.18691
2021-02-12,4.24183
2021-02-13,2.88994
2021-02-14,3.14702
2021-02-15,7.62525
2021-02-16,8.74517
2021-02-17,6.30586
2021-02-18,6.14334
2021-02-19,6.0015
2021-02-20,3.55185
2021-02-21,6.74024
2021-02-22,8.02712
2021-02-23,7.72424
2021-02-24,7.19678
2021-02-25,9.03771
2021-02-26,6.20244
2021-02-27,3.66118
2021-02-28,3.57253
2021-03-01,5.14752
2021-03-02,9.1042
2021-03-03,9.70553
2021-03-04,9.28593
2021-03-05,9.09977
2021-03-06,4.58017
2021-03-07,4.34377
2021-03-08,8.30932
2021-03-09,8.72449
2021-03-10,8.86485
2021-03-11,8.55606
2021-03-12,8.44377
2021-03-13,4.59938
2021-03-14,4.49743
2021-03-15,10.38517
2021-03-16,10.74863
2021-03-17,14.55018
2021-03-18,13.21306
2021-03-19,10.58759
2021-03-20,5.68384
2021-03-21,4.93033
2021-03-22,10.12366
2021-03-23,10.75306
2021-03-24,11.25688
2021-03-25,12.18917
2021-03-26,13.52333
2021-03-27,7.15246
2021-03-28,7.7139
2021-03-29,20.06559
2021-03-30,17.40466
2021-03-31,18.63983
2021-04-01,22.007
2021-04-02,26.09222
2021-04-03,11.45634
2021-04-04,17.45933
2021-04-05,28.21978
2021-04-06,29.58202
2021-04-07,32.54583
2021-04-08,23.4106
2021-04-09,38.18979
2021-04-10,15.0274
2021-04-11,12.52308
2021-04-12,34.02331
2021-04-13,43.0891
2021-04-14,39.0423
2021-04-15,40.59364
2021-04-16,100.0
2021-04-17,19.91785
2021-04-18,10.63043
2021-04-19,18.42707
2021-04-20,16.53738
2021-04-21,13.84247
2021-04-22,11.23472
2021-04-23,9.28002
2021-04-24,3.92713
2021-04-25,2.99632
2021-04-26,5.45484
2021-04-27,5.03967
2021-04-28,5.09729
2021-04-29,6.53339
2021-04-30,3.61538
2021-05-01,3.25487
2021-05-02,3.18691
2021-05-03,5.01307
2021-05-04,5.14013
2021-05-05,3.53559
2021-05-06,4.56096
2021-05-07,5.05444
2021-05-08,2.60626
2021-05-09,2.65206
2021-05-10,7.39624
2021-05-11,11.9838
2021-05-12,8.07145
2021-05-13,7.32975
2021-05-14,8.02121
2021-05-15,4.08965
2021-05-16,4.29206
2021-05-17,13.68585
2021-05-18,30.39167
2021-05-19,4.46936
2021-05-20,5.73851
2021-05-21,4.78406
2021-05-22,2.41567
2021-05-23,2.02118
2021-05-24,3.96111
2021-05-25,3.68482
2021-05-26,3.83404
2021-05-27,4.06305
2021-05-28,4.20932
2021-05-29,1.83945
2021-05-30,1.65772
2021-05-31,3.20169
2021-06-01,3.31545
2021-06-02,3.25635
2021-06-03,5.8508
2021-06-04,3.2268
2021-06-05,2.14529
2021-06-06,1.87491
2021-06-07,3.36864
2021-06-08,3.27556
2021-06-09,3.68186
2021-06-10,3.53559
2021-06-11,3.50309
2021-06-12,1.63999
2021-06-13,1.72125
2021-06-14,3.53855
2021-06-15,3.85325
2021-06-16,4.0926
2021-06-17,3.78381
2021-06-18,3.83848
2021-06-19,1.57942
2021-06-20,2.10392
2021-06-21,5.24208
2021-06-22,5.25538
2021-06-23,5.23469
2021-06-24,6.7033
2021-06-25,6.79491
2021-06-26,2.24724
2021-06-27,1.95617
2021-06-28,8.12611
2021-06-29,5.57008
2021-06-30,4.29058
2021-07-01,3.78233
2021-07-02,3.46468
2021-07-03,1.6917
2021-07-04,1.70648
2021-07-05,3.69959
2021-07-06,3.34796
2021-07-07,4.75303
2021-07-08,3.9685
2021-07-09,3.48093
2021-07-10,2.01232
2021-07-11,1.94731
2021-07-12,4.2108
2021-07-13,4.42947
2021-07-14,4.09113
2021-07-15,4.81657
2021-07-16,3.92565
2021-07-17,1.76558
2021-07-18,1.83207
2021-07-19,4.11772
2021-07-20,4.65257
2021-07-21,5.64395
2021-07-22,6.87617
2021-07-23,5.49177
2021-07-24,2.46442
2021-07-25,2.18518
2021-07-26,4.54619
2021-07-27,4.28024
2021-07-28,4.71462
2021-07-29,7.15541
2021-07-30,3.93599
2021-07-31,2.03596
2021-08-01,2.02118
2021-08-02,4.59051
2021-08-03,9.29332
2021-08-04,10.34971
2021-08-05,7.01948
2021-08-06,6.42997
2021-08-07,3.02882
2021-08-08,2.89289
2021-08-09,7.27656
2021-08-10,8.94463
2021-08-11,12.97667
2021-08-12,11.90106
2021-08-13,11.06186
2021-08-14,4.42356
2021-08-15,3.88132
2021-08-16,4.7619
2021-08-17,16.1429
2021-08-18,30.38429
2021-08-19,7.13177
2021-08-20,4.67916
2021-08-21,2.361
2021-08-22,1.83059
2021-08-23,3.2726
2021-08-24,5.59815
2021-08-25,3.87689
2021-08-26,2.93426
2021-08-27,2.48511
2021-08-28,1.28244
2021-08-29,1.52032
2021-08-30,2.59297
2021-08-31,3.4499
2021-09-01,2.97563
2021-09-02,2.51909
2021-09-03,2.33293
2021-09-04,1.13913
2021-09-05,1.11549
2021-09-06,2.64763
2021-09-07,2.45408
2021-09-08,2.04039
2021-09-09,2.31077
2021-09-10,2.17336
2021-09-11,1.06821
2021-09-12,2.24871
2021-09-13,2.99632
2021-09-14,3.34648
2021-09-15,2.86039
2021-09-16,2.54125
2021-09-17,2.97711
2021-09-18,1.34893
2021-09-19,0.97808
2021-09-20,0.94558
2021-09-21,0.88353
2021-09-22,1.36518
2021-09-23,3.87394
2021-09-24,4.04532
2021-09-25,1.76558
2021-09-26,1.88821
2021-09-27,9.55926
2021-09-28,9.01703
2021-09-29,7.49819
2021-09-30,4.74417
2021-10-01,3.64345
2021-10-02,1.44201
2021-10-03,1.47599
2021-10-04,1.70205
2021-10-05,3.53855
2021-10-06,3.29477
2021-10-07,3.09235
2021-10-08,4.72496
2021-10-09,1.76115
2021-10-10,1.32234
2021-10-11,1.58976
2021-10-12,4.79736
2021-10-13,3.74392
2021-10-14,3.63754
2021-10-15,3.24158
2021-10-16,1.45679
2021-10-17,1.53361
2021-10-18,3.45729
2021-10-19,3.81632
2021-10-20,3.50014
2021-10-21,3.27408
2021-10-22,3.10417
2021-10-23,1.39916
2021-10-24,1.56464
2021-10-25,3.74687
2021-10-26,4.75008
2021-10-27,4.09408
2021-10-28,9.1308
2021-10-29,5.61588
2021-10-30,2.25462
2021-10-31,2.1187
2021-11-01,5.61736
2021-11-02,7.40954
2021-11-03,5.63804
2021-11-04,5.53462
2021-11-05,5.8183
2021-11-06,2.51466
2021-11-07,2.39351
2021-11-08,6.49202
2021-11-09,6.55999
2021-11-10,9.75577
2021-11-11,8.31523
2021-11-12,8.66244
2021-11-13,4.29502
2021-11-14,4.20785
2021-11-15,13.64744
2021-11-16,14.49847
2021-11-17,23.30274
2021-11-18,6.42111
2021-11-19,4.24331
2021-11-20,1.86752
2021-11-21,1.78183
2021-11-22,7.773
2021-11-23,4.96579
2021-11-24,3.7454
2021-11-25,2.99484
2021-11-26,2.38464
2021-11-27,1.22187
2021-11-28,1.14799
2021-11-29,2.22212
2021-11-30,2.50579
2021-12-01,3.6272
2021-12-02,4.38071
2021-12-03,3.05246
2021-12-04,2.21178
2021-12-05,1.80695
2021-12-06,4.70576
2021-12-07,6.58658
2021-12-08,5.92467
2021-12-09,4.54767
2021-12-10,3.26374
2021-12-11,1.32825
2021-12-12,1.51441
2021-12-13,4.15909
2021-12-14,3.15736
2021-12-15,3.09531
2021-12-16,3.55776
2021-12-17,3.25635
2021-12-18,1.48634
2021-12-19,1.6134
2021-12-20,3.4041
2021-12-21,5.05149
2021-12-22,9.4588
2021-12-23,9.92125
2021-12-24,10.67624
2021-12-25,3.22385
2021-12-26,3.8828
2021-12-27,10.02024
2021-12-28,12.36056
2021-12-29,15.1323
2021-12-30,8.57527
2021-12-31,4.71019
2022-01-01,2.65945
2022-01-02,2.65945
2022-01-03,7.15541
2022-01-04,5.24503
2022-01-05,4.8801
2022-01-06,3.76165
2022-01-07,5.59815
2022-01-08,2.23394
2022-01-09,1.93844
2022-01-10,3.50752
2022-01-11,3.73358
2022-01-12,3.84439
2022-01-13,3.55332
2022-01-14,2.56637
2022-01-15,1.40064
2022-01-16,1.38291
2022-01-17,2.53682
2022-01-18,2.5974
2022-01-19,2.50579
2022-01-20,3.14259
2022-01-21,3.07019
2022-01-22,1.46565
2022-01-23,1.63852
2022-01-24,3.1485
2022-01-25,3.53412
2022-01-26,4.10442
2022-01-27,6.23051
2022-01-28,4.62154
2022-01-29,1.77444
2022-01-30,1.20266
2022-01-31,1.26028
2022-02-01,1.15243
2022-02-02,1.49816
2022-02-03,3.54741
2022-02-04,3.30806
2022-02-05,1.48043
2022-02-06,1.42724
2022-02-07,3.15736
2022-02-08,2.73924
2022-02-09,3.68777
2022-02-10,3.39228
2022-02-11,2.79242
2022-02-12,1.23073
2022-02-13,1.13913
2022-02-14,2.28122
2022-02-15,3.31545
2022-02-16,3.18839
2022-02-17,3.47502
2022-02-18,2.37134
2022-02-19,1.2396
2022-02-20,1.2263
2022-02-21,3.02291
2022-02-22,2.98893
2022-02-23,3.30068
2022-02-24,3.18691
2022-02-25,3.80154
2022-02-26,1.77297
2022-02-27,1.75524
2022-02-28,3.85473
2022-03-01,2.36543
2022-03-02,4.69246
2022-03-03,5.0633
2022-03-04,4.43833
2022-03-05,2.3743
2022-03-06,2.48363
2022-03-07,5.44597
2022-03-08,4.66586
2022-03-09,2.30338
2022-03-10,4.68212
2022-03-11,5.36175
2022-03-12,2.55455
2022-03-13,2.60478
2022-03-14,5.21992
2022-03-15,4.85055
2022-03-16,7.91927
2022-03-17,7.52773
2022-03-18,5.82568
2022-03-19,3.01257
2022-03-20,2.78208
2022-03-21,5.86557
2022-03-22,5.84784
2022-03-23,6.39303
2022-03-24,6.461
2022-03-25,6.75501
2022-03-26,3.1352
2022-03-27,3.03473
2022-03-28,8.70676
2022-03-29,9.45141
2022-03-30,9.46471
2022-03-31,10.05274
2022-04-01,8.75995
2022-04-02,3.87541
2022-04-03,3.56662
2022-04-04,11.73706
2022-04-05,11.80355
2022-04-06,12.26304
2022-04-07,15.57702
2022-04-08,16.26553
2022-04-09,5.96309
2022-04-10,5.10615
2022-04-11,14.05375
2022-04-12,15.60362
2022-04-13,17.46376
2022-04-14,21.2328
2022-04-15,24.79647
2022-04-16,3.56514
2022-04-17,2.79686
2022-04-18,7.43465
2022-04-19,5.90694
2022-04-20,6.76683
2022-04-21,6.37678
2022-04-22,4.80622
2022-04-23,2.07437
2022-04-24,1.92071
2022-04-25,4.06749
2022-04-26,4.20489
2022-04-27,4.70428
2022-04-28,5.18889
2022-04-29,4.52107
2022-04-30,1.96356
2022-05-01,1.70796
2022-05-02,3.37307
2022-05-03,3.78086
2022-05-04,3.27113
2022-05-05,1.71091
2022-05-06,2.69196
2022-05-07,1.56464
2022-05-08,1.6725
2022-05-09,3.46172
2022-05-10,5.149
2022-05-11,4.7619
2022-05-12,4.68212
2022-05-13,4.97318
2022-05-14,2.31963
2022-05-15,2.57524
2022-05-16,8.90917
2022-05-17,21.19143
2022-05-18,6.57033
2022-05-19,2.97711
2022-05-20,2.44817
2022-05-21,1.24107
2022-05-22,1.02389
2022-05-23,1.8365
2022-05-24,1.8557
2022-05-25,1.77297
2022-05-26,1.82468
2022-05-27,1.58828
2022-05-28,0.93819
2022-05-29,0.83477
2022-05-30,1.96208
2022-05-31,2.1054
2022-06-01,1.43167
2022-06-02,1.98129
2022-06-03,1.69318
2022-06-04,0.85545
2022-06-05,0.94262
2022-06-06,0.99138
2022-06-07,2.24724
2022-06-08,2.4467
2022-06-09,2.60331
2022-06-10,2.9579
2022-06-11,1.17016
2022-06-12,1.19823
2022-06-13,2.72889
2022-06-14,2.7348
2022-06-15,2.99336
2022-06-16,2.43192
2022-06-17,2.96086
2022-06-18,1.25437
2022-06-19,0.97956
2022-06-20,2.75106
2022-06-21,2.40237
2022-06-22,2.34475
2022-06-23,2.04334
2022-06-24,2.12017
2022-06-25,1.06969
2022-06-26,1.09185
2022-06-27,3.30068
2022-06-28,3.61242
2022-06-29,2.87812
2022-06-30,2.35361
2022-07-01,2.03152
2022-07-02,0.93671
2022-07-03,0.86727
2022-07-04,1.98425
2022-07-05,1.9547
2022-07-06,1.96947
2022-07-07,3.0303
2022-07-08,2.26644
2022-07-09,0.93671
2022-07-10,0.87614
2022-07-11,2.02414
2022-07-12,1.79956
2022-07-13,1.87934
2022-07-14,1.73455
2022-07-15,2.38169
2022-07-16,1.18936
2022-07-17,1.17311
2022-07-18,3.39967
2022-07-19,2.33736
2022-07-20,2.40237
2022-07-21,2.43192
2022-07-22,1.95765
2022-07-23,0.87762
2022-07-24,1.04753
2022-07-25,2.38316
2022-07-26,2.38612
2022-07-27,2.31224
2022-07-28,3.2076
2022-07-29,2.53387
2022-07-30,1.17902
2022-07-31,1.17311
2022-08-01,2.72151
2022-08-02,3.14554
2022-08-03,3.0628
2022-08-04,3.16032
2022-08-05,2.99927
2022-08-06,1.55282
2022-08-07,1.56612
2022-08-08,4.28024
2022-08-09,5.66759
2022-08-10,5.31004
2022-08-11,5.36323
2022-08-12,5.39278
2022-08-13,2.51761
2022-08-14,2.27235
2022-08-15,3.39228
2022-08-16,12.85699
2022-08-17,3.80302
2022-08-18,3.11599
2022-08-19,2.00493
2022-08-20,0.87614
2022-08-21,0.81261
2022-08-22,1.50998
2022-08-23,1.51736
2022-08-24,1.40507
2022-08-25,1.41394
2022-08-26,1.15981
2022-08-27,0.54075
2022-08-28,0.44324
2022-08-29,1.33563
2022-08-30,1.26028
2022-08-31,1.30313
2022-09-01,1.23664
2022-09-02,1.30017
2022-09-03,0.6619
2022-09-04,0.55848
2022-09-05,1.32381
2022-09-06,1.57794
2022-09-07,1.63261
2022-09-08,1.41985
2022-09-09,0.67963
2022-09-10,0.51859
2022-09-11,0.54518
2022-09-12,0.75794
2022-09-13,2.12461
2022-09-14,1.62522
2022-09-15,1.57942
2022-09-16,1.50998
2022-09-17,0.68998
2022-09-18,0.60428
2022-09-19,1.38291
2022-09-20,1.62965
2022-09-21,1.69466
2022-09-22,1.76558
2022-09-23,1.38587
2022-09-24,0.68554
2022-09-25,0.75203
2022-09-26,2.02561
2022-09-27,2.16745
2022-09-28,2.94904
2022-09-29,2.11574
2022-09-30,1.77149
2022-10-01,0.68111
2022-10-02,0.6161
2022-10-03,0.85102
2022-10-04,1.94288
2022-10-05,1.92071
2022-10-06,1.87491
2022-10-07,1.70648
2022-10-08,0.6885
2022-10-09,0.61906
2022-10-10,0.80226
2022-10-11,1.53361
2022-10-12,1.56907
2022-10-13,1.43906
2022-10-14,1.54248
2022-10-15,0.71066
2022-10-16,0.74464
2022-10-17,2.01232
2022-10-18,1.96061
2022-10-19,1.76558
2022-10-20,1.52623
2022-10-21,1.48781
2022-10-22,0.69441
2022-10-23,0.66486
2022-10-24,2.17927
2022-10-25,2.58853
2022-10-26,3.2268
2022-10-27,3.34352
2022-10-28,2.03891
2022-10-29,0.85841
2022-10-30,0.64122
2022-10-31,2.59888
2022-11-01,3.13815
2022-11-02,2.79833
2022-11-03,2.4526
2022-11-04,2.37578
2022-11-05,1.18641
2022-11-06,1.2396
2022-11-07,3.58583
2022-11-08,5.03671
2022-11-09,4.4472
2022-11-10,3.60651
2022-11-11,5.35437
2022-11-12,2.36396
2022-11-13,2.20143
2022-11-14,7.50262
2022-11-15,15.98776
2022-11-16,3.57253
2022-11-17,2.03596
2022-11-18,1.541
2022-11-19,0.65008
2022-11-20,0.61758
2022-11-21,1.14799
2022-11-22,1.05639
2022-11-23,1.02832
2022-11-24,0.96183
2022-11-25,0.83034
2022-11-26,0.43733
2022-11-27,0.4063
2022-11-28,0.92785
2022-11-29,0.87614
2022-11-30,1.08889
2022-12-01,1.61783
2022-12-02,1.05935
2022-12-03,0.62349
2022-12-04,0.46983
2022-12-05,1.08298
2022-12-06,1.02389
2022-12-07,0.96331
2022-12-08,0.91751
2022-12-09,0.98399
2022-12-10,0.41221
2022-12-11,0.42108
2022-12-12,0.92194
2022-12-13,0.82147
2022-12-14,0.87023
2022-12-15,0.72544
2022-12-16,0.71657
2022-12-17,0.31617
2022-12-18,0.31617
2022-12-19,0.65304
2022-12-20,0.76237
2022-12-21,0.90273
2022-12-22,0.86432
2022-12-23,0.85102
2022-12-24,0.3605
2022-12-25,0.44767
2022-12-26,1.28688
2022-12-27,1.90298
2022-12-28,2.47033
2022-12-29,1.07117
2022-12-30,0.65747
2022-12-31,0.35459
2023-01-01,0.39448
2023-01-02,0.96774
2023-01-03,0.90421
2023-01-04,1.08594
2023-01-05,0.98843
2023-01-06,1.19232
2023-01-07,0.45654
2023-01-08,0.50381
2023-01-09,1.4952
2023-01-10,1.1539
2023-01-11,1.15981
2023-01-12,1.02536
2023-01-13,1.05935
2023-01-14,0.48461
2023-01-15,0.5112
2023-01-16,1.23812
2023-01-17,0.93376
2023-01-18,0.82738
2023-01-19,0.94115
2023-01-20,0.81261
2023-01-21,0.44176
2023-01-22,0.37971
2023-01-23,0.39153
2023-01-24,0.45654
2023-01-25,1.91776
2023-01-26,2.22655
2023-01-27,2.36987
2023-01-28,0.86727
2023-01-29,0.77271
2023-01-30,1.43167
2023-01-31,1.82616
2023-02-01,1.6001
2023-02-02,1.63852
2023-02-03,1.42428
2023-02-04,0.61758
2023-02-05,0.62201
2023-02-06,1.27653
2023-02-07,1.26915
2023-02-08,1.47008
2023-02-09,1.22335
2023-02-10,1.06969
2023-02-11,0.44176
2023-02-12,0.54666
2023-02-13,1.11697
2023-02-14,1.70057
2023-02-15,1.26028
2023-02-16,1.4819
2023-02-17,1.12879
2023-02-18,0.4654
2023-02-19,0.46097
2023-02-20,1.34154
2023-02-21,1.32972
2023-02-22,1.29722
2023-02-23,1.31347
2023-02-24,1.18789
2023-02-25,0.49495
2023-02-26,0.65599
2023-02-27,1.26324
2023-02-28,1.40803
2023-03-01,0.85989
2023-03-02,1.4627
2023-03-03,1.31347
2023-03-04,0.59246
2023-03-05,0.57326
2023-03-06,1.8823
2023-03-07,1.67841
2023-03-08,1.57498
2023-03-09,1.66954
2023-03-10,1.53066
2023-03-11,0.5703
2023-03-12,0.60576
2023-03-13,1.73751
2023-03-14,1.65329
2023-03-15,2.69934
2023-03-16,2.31372
2023-03-17,2.19405
2023-03-18,0.81852
2023-03-19,0.90126
2023-03-20,2.23098
2023-03-21,2.19109
2023-03-22,2.29895
2023-03-23,2.42158
2023-03-24,2.60626
2023-03-25,0.87023
2023-03-26,1.01207
2023-03-27,2.43635
2023-03-28,3.08053
2023-03-29,3.00814
2023-03-30,3.63015
2023-03-31,3.7912
2023-04-01,1.54691
2023-04-02,1.56907
2023-04-03,4.08522
2023-04-04,4.40435
2023-04-05,4.49891
2023-04-06,3.98032
2023-04-07,7.52626
2023-04-08,2.54716
2023-04-09,2.36543
2023-04-10,7.77595
2023-04-11,7.72572
2023-04-12,6.76831
2023-04-13,8.77177
2023-04-14,12.34431
2023-04-15,1.72864
2023-04-16,1.27949
2023-04-17,2.90028
2023-04-18,2.03152
2023-04-19,1.80252
2023-04-20,2.47329
2023-04-21,1.8956
2023-04-22,0.83625
2023-04-23,0.63679
2023-04-24,0.99286
2023-04-25,1.24846
2023-04-26,1.09037
2023-04-27,1.47008
2023-04-28,1.17016
2023-04-29,0.49643
2023-04-30,0.43881
2023-05-01,0.64713
2023-05-02,1.36371
2023-05-03,1.15095
2023-05-04,1.04014
2023-05-05,0.557
2023-05-06,0.58951
2023-05-07,0.55996
2023-05-08,2.12461
2023-05-09,1.78922
2023-05-10,2.10688
2023-05-11,1.77001
2023-05-12,1.58237
2023-05-13,0.74317
2023-05-14,0.99286
2023-05-15,3.78086
2023-05-16,3.837
2023-05-17,8.08918
2023-05-18,2.01232
2023-05-19,1.91185
2023-05-20,0.64861
2023-05-21,0.47574
2023-05-22,1.09628
2023-05-23,0.85545
2023-05-24,0.67816
2023-05-25,0.76533
2023-05-26,1.09776
2023-05-27,0.41517
2023-05-28,0.35902
