date,증권사수수료비교
2020-08-03,22.53427
2020-08-04,24.613
2020-08-05,27.77532
2020-08-06,28.26183
2020-08-07,26.40424
2020-08-08,16.45289
2020-08-09,17.04997
2020-08-10,28.79256
2020-08-11,29.08005
2020-08-12,28.10703
2020-08-13,25.34276
2020-08-14,20.91994
2020-08-15,13.09155
2020-08-16,11.05705
2020-08-17,14.50685
2020-08-18,19.10659
2020-08-19,21.318
2020-08-20,22.4237
2020-08-21,22.35736
2020-08-22,12.20698
2020-08-23,12.71561
2020-08-24,22.8881
2020-08-25,23.46306
2020-08-26,26.86864
2020-08-27,29.19062
2020-08-28,26.09464
2020-08-29,17.75762
2020-08-30,19.92481
2020-08-31,31.93277
2020-09-01,34.85183
2020-09-02,38.54489
2020-09-03,33.3923
2020-09-04,33.43653
2020-09-05,19.23927
2020-09-06,20.32286
2020-09-07,31.88854
2020-09-08,31.80008
2020-09-09,31.29146
2020-09-10,36.39982
2020-09-11,31.09243
2020-09-12,22.49004
2020-09-13,22.13622
2020-09-14,28.96948
2020-09-15,32.48562
2020-09-16,31.55683
2020-09-17,27.15612
2020-09-18,22.49004
2020-09-19,14.70588
2020-09-20,14.2636
2020-09-21,20.30075
2020-09-22,19.17293
2020-09-23,19.52675
2020-09-24,17.33746
2020-09-25,14.35205
2020-09-26,9.70809
2020-09-27,9.66386
2020-09-28,17.77974
2020-09-29,16.45289
2020-09-30,10.15037
2020-10-01,9.46483
2020-10-02,11.54356
2020-10-03,10.99071
2020-10-04,14.50685
2020-10-05,21.58337
2020-10-06,21.49491
2020-10-07,21.69394
2020-10-08,20.78726
2020-10-09,13.35692
2020-10-10,12.14064
2020-10-11,11.98584
2020-10-12,18.77487
2020-10-13,18.06722
2020-10-14,20.63246
2020-10-15,18.92967
2020-10-16,16.82883
2020-10-17,8.33701
2020-10-18,9.28792
2020-10-19,13.22423
2020-10-20,13.71074
2020-10-21,15.10393
2020-10-22,13.42326
2020-10-23,12.93675
2020-10-24,7.43034
2020-10-25,10.5042
2020-10-26,12.93675
2020-10-27,12.03007
2020-10-28,14.32994
2020-10-29,15.17027
2020-10-30,12.27333
2020-10-31,7.91685
2020-11-01,8.97832
2020-11-02,14.15302
2020-11-03,12.27333
2020-11-04,13.18
2020-11-05,15.45776
2020-11-06,14.48474
2020-11-07,8.27067
2020-11-08,10.63688
2020-11-09,16.56346
2020-11-10,17.44803
2020-11-11,16.74038
2020-11-12,19.17293
2020-11-13,18.17779
2020-11-14,11.07916
2020-11-15,12.91463
2020-11-16,23.48518
2020-11-17,31.33569
2020-11-18,22.18045
2020-11-19,22.93233
2020-11-20,22.09199
2020-11-21,14.39628
2020-11-22,15.85581
2020-11-23,24.32551
2020-11-24,26.11676
2020-11-25,28.90314
2020-11-26,29.45599
2020-11-27,28.26183
2020-11-28,20.45555
2020-11-29,21.82662
2020-11-30,27.28881
2020-12-01,30.0973
2020-12-02,33.63555
2020-12-03,37.48341
2020-12-04,38.69969
2020-12-05,25.47545
2020-12-06,27.11189
2020-12-07,40.22556
2020-12-08,35.73639
2020-12-09,39.89385
2020-12-10,36.75364
2020-12-11,34.67492
2020-12-12,21.51702
2020-12-13,23.79478
2020-12-14,30.87129
2020-12-15,31.55683
2020-12-16,32.57408
2020-12-17,30.29632
2020-12-18,27.55417
2020-12-19,21.42857
2020-12-20,22.60061
2020-12-21,30.47324
2020-12-22,27.84166
2020-12-23,32.46351
2020-12-24,29.23485
2020-12-25,20.83149
2020-12-26,21.20743
2020-12-27,26.75807
2020-12-28,39.14197
2020-12-29,41.22069
2020-12-30,49.91154
2020-12-31,36.02388
2021-01-01,31.86643
2021-01-02,30.18575
2021-01-03,35.02874
2021-01-04,66.05484
2021-01-05,64.28571
2021-01-06,68.77487
2021-01-07,65.14816
2021-01-08,85.55948
2021-01-09,60.06191
2021-01-10,61.38876
2021-01-11,100.0
2021-01-12,69.96904
2021-01-13,64.68376
2021-01-14,61.03494
2021-01-15,48.05395
2021-01-16,28.63777
2021-01-17,28.99159
2021-01-18,40.1371
2021-01-19,48.42989
2021-01-20,48.29721
2021-01-21,55.06413
2021-01-22,50.53073
2021-01-23,32.06545
2021-01-24,37.21804
2021-01-25,52.23352
2021-01-26,51.30473
2021-01-27,45.53295
2021-01-28,41.862
2021-01-29,36.62096
2021-01-30,24.34763
2021-01-31,25.34276
2021-02-01,38.98717
2021-02-02,38.67757
2021-02-03,37.4613
2021-02-04,38.21318
2021-02-05,34.18841
2021-02-06,23.75055
2021-02-07,24.74568
2021-02-08,36.06811
2021-02-09,33.50287
2021-02-10,33.52498
2021-02-11,24.7678
2021-02-12,24.50243
2021-02-13,23.44095
2021-02-14,29.08005
2021-02-15,49.62406
2021-02-16,46.26271
2021-02-17,44.91375
2021-02-18,40.95532
2021-02-19,32.41928
2021-02-20,25.05528
2021-02-21,23.81689
2021-02-22,35.86908
2021-02-23,31.22512
2021-02-24,30.84918
2021-02-25,33.21539
2021-02-26,29.14639
2021-02-27,17.75762
2021-02-28,22.13622
2021-03-01,22.79964
2021-03-02,28.26183
2021-03-03,26.27156
2021-03-04,27.35515
2021-03-05,24.74568
2021-03-06,16.34232
2021-03-07,18.79699
2021-03-08,25.7187
2021-03-09,29.56656
2021-03-10,30.84918
2021-03-11,30.07518
2021-03-12,31.6674
2021-03-13,19.68155
2021-03-14,19.72578
2021-03-15,29.1685
2021-03-16,27.77532
2021-03-17,27.26669
2021-03-18,35.97965
2021-03-19,26.38213
2021-03-20,19.39407
2021-03-21,16.80672
2021-03-22,22.00353
2021-03-23,18.59796
2021-03-24,20.41132
2021-03-25,19.72578
2021-03-26,18.73065
2021-03-27,11.80893
2021-03-28,11.6099
2021-03-29,19.4383
2021-03-30,22.20256
2021-03-31,24.03803
2021-04-01,25.03317
2021-04-02,24.06015
2021-04-03,18.22202
2021-04-04,16.07695
2021-04-05,24.25917
2021-04-06,23.52941
2021-04-07,27.06766
2021-04-08,24.21494
2021-04-09,23.81689
2021-04-10,14.15302
2021-04-11,15.47987
2021-04-12,23.86112
2021-04-13,25.82927
2021-04-14,29.10216
2021-04-15,32.24237
2021-04-16,30.76072
2021-04-17,19.15081
2021-04-18,17.86819
2021-04-19,26.38213
2021-04-20,26.11676
2021-04-21,27.99646
2021-04-22,26.84652
2021-04-23,24.54666
2021-04-24,14.83856
2021-04-25,14.2636
2021-04-26,27.24458
2021-04-27,29.61079
2021-04-28,35.18354
2021-04-29,30.67226
2021-04-30,25.5639
2021-05-01,16.40866
2021-05-02,17.42591
2021-05-03,23.15347
2021-05-04,21.36222
2021-05-05,15.94427
2021-05-06,20.61034
2021-05-07,22.20256
2021-05-08,14.55108
2021-05-09,13.42326
2021-05-10,26.09464
2021-05-11,25.65236
2021-05-12,26.55904
2021-05-13,27.42149
2021-05-14,21.0084
2021-05-15,12.71561
2021-05-16,13.60017
2021-05-17,18.88544
2021-05-18,19.94692
2021-05-19,15.14816
2021-05-20,19.32773
2021-05-21,17.0942
2021-05-22,9.33215
2021-05-23,9.53118
2021-05-24,14.70588
2021-05-25,17.77974
2021-05-26,18.6643
2021-05-27,20.76514
2021-05-28,18.42105
2021-05-29,11.03494
2021-05-30,11.01282
2021-05-31,17.02786
2021-06-01,20.16806
2021-06-02,21.40645
2021-06-03,23.94957
2021-06-04,21.42857
2021-06-05,12.89252
2021-06-06,12.84829
2021-06-07,21.71605
2021-06-08,19.01813
2021-06-09,18.44316
2021-06-10,18.79699
2021-06-11,17.22689
2021-06-12,10.3494
2021-06-13,10.01769
2021-06-14,17.13843
2021-06-15,19.30561
2021-06-16,19.52675
2021-06-17,18.6643
2021-06-18,20.76514
2021-06-19,9.77443
2021-06-20,11.12339
2021-06-21,17.80185
2021-06-22,18.53162
2021-06-23,22.44582
2021-06-24,21.27377
2021-06-25,18.31048
2021-06-26,11.25608
2021-06-27,10.659
2021-06-28,17.7134
2021-06-29,17.16054
2021-06-30,19.70367
2021-07-01,18.57585
2021-07-02,15.59044
2021-07-03,10.85802
2021-07-04,10.39363
2021-07-05,17.04997
2021-07-06,16.67403
2021-07-07,17.97877
2021-07-08,16.67403
2021-07-09,16.7846
2021-07-10,9.11101
2021-07-11,9.68597
2021-07-12,13.02521
2021-07-13,14.1088
2021-07-14,13.84343
2021-07-15,15.43564
2021-07-16,14.66165
2021-07-17,7.31977
2021-07-18,7.47456
2021-07-19,12.58292
2021-07-20,14.75011
2021-07-21,17.18266
2021-07-22,17.58071
2021-07-23,18.15568
2021-07-24,11.12339
2021-07-25,11.69836
2021-07-26,18.95179
2021-07-27,14.63954
2021-07-28,14.02034
2021-07-29,14.35205
2021-07-30,11.78681
2021-07-31,7.38611
2021-08-01,7.29765
2021-08-02,11.67624
2021-08-03,13.37903
2021-08-04,14.79433
2021-08-05,15.45776
2021-08-06,21.93719
2021-08-07,10.32728
2021-08-08,11.34453
2021-08-09,18.53162
2021-08-10,18.84122
2021-08-11,19.32773
2021-08-12,20.14595
2021-08-13,21.56125
2021-08-14,10.54842
2021-08-15,8.86775
2021-08-16,12.20698
2021-08-17,17.47014
2021-08-18,18.79699
2021-08-19,16.65192
2021-08-20,15.8337
2021-08-21,8.0053
2021-08-22,8.95621
2021-08-23,15.56833
2021-08-24,17.80185
2021-08-25,17.75762
2021-08-26,15.72313
2021-08-27,13.18
2021-08-28,8.64661
2021-08-29,9.77443
2021-08-30,15.65678
2021-08-31,16.29809
2021-09-01,17.13843
2021-09-02,16.9394
2021-09-03,16.49712
2021-09-04,9.84077
2021-09-05,9.7302
2021-09-06,14.75011
2021-09-07,17.07209
2021-09-08,15.92215
2021-09-09,14.04245
2021-09-10,13.13578
2021-09-11,6.56789
2021-09-12,6.8996
2021-09-13,10.08403
2021-09-14,11.54356
2021-09-15,11.96373
2021-09-16,10.96859
2021-09-17,11.67624
2021-09-18,6.21406
2021-09-19,6.25829
2021-09-20,5.88235
2021-09-21,6.87748
2021-09-22,8.04953
2021-09-23,11.85316
2021-09-24,12.00796
2021-09-25,6.67846
2021-09-26,7.47456
2021-09-27,10.92436
2021-09-28,11.14551
2021-09-29,13.04732
2021-09-30,10.96859
2021-10-01,8.91198
2021-10-02,5.26315
2021-10-03,5.0199
2021-10-04,6.2804
2021-10-05,9.99557
2021-10-06,10.85802
2021-10-07,11.49933
2021-10-08,9.68597
2021-10-09,5.68332
2021-10-10,4.93144
2021-10-11,5.92658
2021-10-12,11.05705
2021-10-13,12.09641
2021-10-14,11.03494
2021-10-15,10.08403
2021-10-16,6.36886
2021-10-17,5.48429
2021-10-18,7.98319
2021-10-19,10.72534
2021-10-20,9.75232
2021-10-21,8.49181
2021-10-22,7.96107
2021-10-23,5.46218
2021-10-24,5.68332
2021-10-25,12.2291
2021-10-26,13.22423
2021-10-27,11.56567
2021-10-28,11.01282
2021-10-29,9.53118
2021-10-30,5.3295
2021-10-31,6.39097
2021-11-01,9.70809
2021-11-02,10.52631
2021-11-03,12.3839
2021-11-04,12.20698
2021-11-05,9.885
2021-11-06,5.15258
2021-11-07,5.61698
2021-11-08,8.64661
2021-11-09,9.48695
2021-11-10,9.02255
2021-11-11,9.86289
2021-11-12,10.54842
2021-11-13,5.79389
2021-11-14,5.86023
2021-11-15,9.77443
2021-11-16,11.10128
2021-11-17,11.03494
2021-11-18,11.85316
2021-11-19,9.64175
2021-11-20,6.2804
2021-11-21,6.47943
2021-11-22,10.54842
2021-11-23,9.95134
2021-11-24,9.37638
2021-11-25,10.08403
2021-11-26,8.4697
2021-11-27,3.62671
2021-11-28,5.28527
2021-11-29,8.80141
2021-11-30,8.44758
2021-12-01,8.84564
2021-12-02,8.80141
2021-12-03,7.25342
2021-12-04,5.08624
2021-12-05,4.77664
2021-12-06,8.44758
2021-12-07,8.95621
2021-12-08,9.44272
2021-12-09,8.11587
2021-12-10,7.98319
2021-12-11,5.61698
2021-12-12,6.30252
2021-12-13,8.33701
2021-12-14,8.51393
2021-12-15,8.35913
2021-12-16,8.49181
2021-12-17,7.91685
2021-12-18,4.68819
2021-12-19,5.15258
2021-12-20,6.87748
2021-12-21,7.71782
2021-12-22,7.89473
2021-12-23,8.95621
2021-12-24,8.33701
2021-12-25,6.25829
2021-12-26,7.60725
2021-12-27,9.28792
2021-12-28,9.55329
2021-12-29,10.15037
2021-12-30,10.92436
2021-12-31,7.25342
2022-01-01,5.68332
2022-01-02,7.20919
2022-01-03,11.85316
2022-01-04,11.7647
2022-01-05,12.20698
2022-01-06,11.4551
2022-01-07,11.74259
2022-01-08,7.47456
2022-01-09,7.54091
2022-01-10,12.53869
2022-01-11,11.6099
2022-01-12,12.56081
2022-01-13,13.40114
2022-01-14,11.38876
2022-01-15,7.87262
2022-01-16,9.55329
2022-01-17,16.16541
2022-01-18,17.62494
2022-01-19,15.23662
2022-01-20,14.17514
2022-01-21,13.15789
2022-01-22,7.27554
2022-01-23,6.8996
2022-01-24,9.35426
2022-01-25,10.17249
2022-01-26,9.86289
2022-01-27,15.43564
2022-01-28,12.05218
2022-01-29,6.70057
2022-01-30,5.59486
2022-01-31,5.77178
2022-02-01,6.96594
2022-02-02,9.79655
2022-02-03,14.44051
2022-02-04,12.60504
2022-02-05,7.43034
2022-02-06,7.45245
2022-02-07,11.4551
2022-02-08,9.7302
2022-02-09,8.24856
2022-02-10,9.95134
2022-02-11,8.82352
2022-02-12,5.94869
2022-02-13,5.26315
2022-02-14,8.38124
2022-02-15,8.1601
2022-02-16,9.39849
2022-02-17,8.84564
2022-02-18,7.6957
2022-02-19,4.77664
2022-02-20,5.04201
2022-02-21,8.20433
2022-02-22,7.38611
2022-02-23,9.33215
2022-02-24,9.00044
2022-02-25,7.82839
2022-02-26,5.41795
2022-02-27,5.06413
2022-02-28,8.07164
2022-03-01,5.9708
2022-03-02,7.45245
2022-03-03,7.45245
2022-03-04,7.54091
2022-03-05,4.31225
2022-03-06,5.0199
2022-03-07,6.54577
2022-03-08,6.65634
2022-03-09,4.04688
2022-03-10,6.92171
2022-03-11,7.80628
2022-03-12,4.97567
2022-03-13,4.44493
2022-03-14,6.34674
2022-03-15,6.14772
2022-03-16,7.23131
2022-03-17,9.48695
2022-03-18,7.87262
2022-03-19,5.26315
2022-03-20,4.88721
2022-03-21,6.45731
2022-03-22,7.6957
2022-03-23,8.29279
2022-03-24,7.0544
2022-03-25,7.87262
2022-03-26,5.39584
2022-03-27,3.86996
2022-03-28,6.98805
2022-03-29,6.56789
2022-03-30,8.20433
2022-03-31,8.02742
2022-04-01,6.70057
2022-04-02,4.29013
2022-04-03,3.4498
2022-04-04,6.96594
2022-04-05,6.10349
2022-04-06,6.45731
2022-04-07,7.09862
2022-04-08,6.87748
2022-04-09,3.42768
2022-04-10,3.71517
2022-04-11,5.28527
2022-04-12,5.59486
2022-04-13,6.03715
2022-04-14,6.83325
2022-04-15,4.75453
2022-04-16,3.42768
2022-04-17,3.27288
2022-04-18,5.3295
2022-04-19,5.90446
2022-04-20,5.77178
2022-04-21,6.32463
2022-04-22,5.04201
2022-04-23,3.98053
2022-04-24,3.27288
2022-04-25,6.14772
2022-04-26,5.92658
2022-04-27,6.50154
2022-04-28,5.94869
2022-04-29,5.94869
2022-04-30,3.75939
2022-05-01,3.22865
2022-05-02,5.3295
2022-05-03,4.73241
2022-05-04,4.17956
2022-05-05,3.56037
2022-05-06,4.31225
2022-05-07,2.29986
2022-05-08,2.69792
2022-05-09,3.71517
2022-05-10,4.22379
2022-05-11,4.26802
2022-05-12,3.86996
2022-05-13,3.89208
2022-05-14,2.43255
2022-05-15,2.10084
2022-05-16,4.00265
2022-05-17,4.82087
2022-05-18,4.99778
2022-05-19,4.20168
2022-05-20,4.73241
2022-05-21,1.83547
2022-05-22,2.21141
2022-05-23,4.09111
2022-05-24,2.91906
2022-05-25,3.69305
2022-05-26,3.86996
2022-05-27,3.71517
2022-05-28,2.49889
2022-05-29,2.41043
2022-05-30,4.06899
2022-05-31,4.59973
2022-06-01,3.40557
2022-06-02,3.40557
2022-06-03,4.11322
2022-06-04,2.60946
2022-06-05,2.43255
2022-06-06,3.11808
2022-06-07,3.69305
2022-06-08,4.09111
2022-06-09,3.71517
2022-06-10,3.60459
2022-06-11,2.65369
2022-06-12,1.92392
2022-06-13,4.15745
2022-06-14,5.28527
2022-06-15,4.5555
2022-06-16,4.79876
2022-06-17,4.46704
2022-06-18,2.58735
2022-06-19,2.3662
2022-06-20,4.66607
2022-06-21,4.64396
2022-06-22,5.13047
2022-06-23,4.09111
2022-06-24,4.2459
2022-06-25,2.18929
2022-06-26,2.47678
2022-06-27,4.48916
2022-06-28,4.68819
2022-06-29,4.5555
2022-06-30,3.4498
2022-07-01,3.91419
2022-07-02,1.4153
2022-07-03,2.14506
2022-07-04,3.53825
2022-07-05,4.17956
2022-07-06,3.53825
2022-07-07,3.62671
2022-07-08,4.00265
2022-07-09,1.87969
2022-07-10,1.74701
2022-07-11,3.33923
2022-07-12,2.69792
2022-07-13,3.22865
2022-07-14,3.42768
2022-07-15,3.18443
2022-07-16,2.29986
2022-07-17,2.43255
2022-07-18,3.84785
2022-07-19,3.82574
2022-07-20,3.91419
2022-07-21,3.91419
2022-07-22,2.96329
2022-07-23,1.94604
2022-07-24,2.41043
2022-07-25,3.36134
2022-07-26,3.53825
2022-07-27,3.62671
2022-07-28,3.60459
2022-07-29,3.75939
2022-07-30,2.14506
2022-07-31,2.03449
2022-08-01,3.62671
2022-08-02,4.37859
2022-08-03,3.73728
2022-08-04,4.35647
2022-08-05,3.91419
2022-08-06,1.90181
2022-08-07,1.52587
2022-08-08,6.16983
2022-08-09,6.50154
2022-08-10,4.62184
2022-08-11,4.51127
2022-08-12,4.04688
2022-08-13,2.41043
2022-08-14,2.25563
2022-08-15,2.38832
2022-08-16,3.36134
2022-08-17,3.82574
2022-08-18,3.69305
2022-08-19,3.60459
2022-08-20,1.43741
2022-08-21,2.14506
2022-08-22,2.89694
2022-08-23,3.58248
2022-08-24,3.58248
2022-08-25,4.31225
2022-08-26,3.27288
2022-08-27,2.14506
2022-08-28,1.65855
2022-08-29,3.11808
2022-08-30,3.49402
2022-08-31,3.22865
2022-09-01,3.75939
2022-09-02,2.80849
2022-09-03,1.68067
2022-09-04,1.32684
2022-09-05,2.74214
2022-09-06,2.521
2022-09-07,2.96329
2022-09-08,2.60946
2022-09-09,1.85758
2022-09-10,1.5701
2022-09-11,1.52587
2022-09-12,2.18929
2022-09-13,4.51127
2022-09-14,4.09111
2022-09-15,3.89208
2022-09-16,4.09111
2022-09-17,2.10084
2022-09-18,2.03449
2022-09-19,3.71517
2022-09-20,3.25077
2022-09-21,3.40557
2022-09-22,3.31711
2022-09-23,2.8306
2022-09-24,1.68067
2022-09-25,1.74701
2022-09-26,3.33923
2022-09-27,3.58248
2022-09-28,3.80362
2022-09-29,3.16231
2022-09-30,2.94117
2022-10-01,1.63644
2022-10-02,1.99026
2022-10-03,2.9854
2022-10-04,3.62671
2022-10-05,3.84785
2022-10-06,4.09111
2022-10-07,3.51614
2022-10-08,2.16718
2022-10-09,2.14506
2022-10-10,2.47678
2022-10-11,3.51614
2022-10-12,3.91419
2022-10-13,2.63157
2022-10-14,3.22865
2022-10-15,1.81335
2022-10-16,2.32198
2022-10-17,4.44493
2022-10-18,3.20654
2022-10-19,4.48916
2022-10-20,3.69305
2022-10-21,3.40557
2022-10-22,2.65369
2022-10-23,2.32198
2022-10-24,3.49402
2022-10-25,2.6758
2022-10-26,3.22865
2022-10-27,3.1402
2022-10-28,2.80849
2022-10-29,2.05661
2022-10-30,1.34896
2022-10-31,3.05174
2022-11-01,3.11808
2022-11-02,3.295
2022-11-03,3.56037
2022-11-04,3.27288
2022-11-05,1.52587
2022-11-06,1.96815
2022-11-07,2.8306
2022-11-08,3.33923
2022-11-09,3.67094
2022-11-10,3.1402
2022-11-11,3.95842
2022-11-12,2.10084
2022-11-13,2.18929
2022-11-14,3.36134
2022-11-15,3.91419
2022-11-16,4.57762
2022-11-17,3.64882
2022-11-18,2.91906
2022-11-19,1.87969
2022-11-20,2.10084
2022-11-21,2.72003
2022-11-22,2.43255
2022-11-23,2.80849
2022-11-24,3.1402
2022-11-25,2.76426
2022-11-26,1.30473
2022-11-27,1.94604
2022-11-28,2.74214
2022-11-29,2.12295
2022-11-30,3.02963
2022-12-01,3.1402
2022-12-02,3.295
2022-12-03,1.70278
2022-12-04,2.96329
2022-12-05,2.34409
2022-12-06,3.09597
2022-12-07,2.10084
2022-12-08,2.60946
2022-12-09,3.05174
2022-12-10,1.43741
2022-12-11,1.61432
2022-12-12,3.18443
2022-12-13,3.09597
2022-12-14,2.58735
2022-12-15,2.32198
2022-12-16,2.87483
2022-12-17,1.59221
2022-12-18,1.61432
2022-12-19,2.56523
2022-12-20,3.11808
2022-12-21,3.36134
2022-12-22,3.25077
2022-12-23,3.02963
2022-12-24,2.23352
2022-12-25,1.92392
2022-12-26,3.33923
2022-12-27,3.40557
2022-12-28,3.25077
2022-12-29,2.94117
2022-12-30,2.60946
2022-12-31,1.61432
2023-01-01,2.32198
2023-01-02,3.62671
2023-01-03,3.95842
2023-01-04,4.48916
2023-01-05,3.51614
2023-01-06,3.33923
2023-01-07,2.76426
2023-01-08,2.72003
2023-01-09,4.29013
2023-01-10,3.53825
2023-01-11,4.4007
2023-01-12,3.82574
2023-01-13,3.86996
2023-01-14,2.43255
2023-01-15,2.76426
2023-01-16,4.35647
2023-01-17,4.15745
2023-01-18,4.20168
2023-01-19,3.38345
2023-01-20,3.05174
2023-01-21,1.96815
2023-01-22,2.01238
2023-01-23,2.21141
2023-01-24,3.02963
2023-01-25,5.15258
2023-01-26,4.62184
2023-01-27,5.0199
2023-01-28,2.80849
2023-01-29,2.63157
2023-01-30,5.19681
2023-01-31,4.90933
2023-02-01,4.73241
2023-02-02,5.88235
2023-02-03,4.68819
2023-02-04,2.6758
2023-02-05,2.91906
2023-02-06,4.84298
2023-02-07,5.15258
2023-02-08,5.48429
2023-02-09,5.59486
2023-02-10,4.93144
2023-02-11,2.85272
2023-02-12,2.85272
2023-02-13,4.51127
2023-02-14,4.8651
2023-02-15,4.64396
2023-02-16,5.81601
2023-02-17,5.24104
2023-02-18,2.78637
2023-02-19,3.25077
2023-02-20,4.88721
2023-02-21,5.81601
2023-02-22,5.10835
2023-02-23,5.57275
2023-02-24,4.66607
2023-02-25,2.96329
2023-02-26,2.78637
2023-02-27,4.93144
2023-02-28,4.53339
2023-03-01,3.71517
2023-03-02,4.88721
2023-03-03,5.19681
2023-03-04,3.09597
2023-03-05,3.62671
2023-03-06,5.26315
2023-03-07,5.57275
2023-03-08,4.77664
2023-03-09,4.5555
2023-03-10,4.4007
2023-03-11,2.23352
2023-03-12,2.29986
2023-03-13,3.82574
2023-03-14,4.73241
2023-03-15,4.22379
2023-03-16,4.4007
2023-03-17,4.95356
2023-03-18,3.1402
2023-03-19,2.38832
2023-03-20,4.00265
2023-03-21,4.77664
2023-03-22,5.26315
2023-03-23,6.08137
2023-03-24,5.24104
2023-03-25,3.80362
2023-03-26,3.11808
2023-03-27,4.77664
2023-03-28,5.0199
2023-03-29,5.72755
2023-03-30,4.84298
2023-03-31,5.30738
2023-04-01,3.22865
2023-04-02,3.11808
2023-04-03,5.10835
2023-04-04,5.46218
2023-04-05,5.86023
2023-04-06,5.66121
2023-04-07,5.72755
2023-04-08,3.91419
2023-04-09,4.15745
2023-04-10,6.67846
2023-04-11,6.94383
2023-04-12,6.78903
2023-04-13,5.90446
2023-04-14,6.19195
2023-04-15,4.37859
2023-04-16,3.91419
2023-04-17,6.59
2023-04-18,6.56789
2023-04-19,6.52366
2023-04-20,5.9708
2023-04-21,4.68819
2023-04-22,3.07386
2023-04-23,3.20654
2023-04-24,4.29013
2023-04-25,4.82087
2023-04-26,4.59973
2023-04-27,5.46218
2023-04-28,5.28527
2023-04-29,4.37859
2023-04-30,3.31711
2023-05-01,3.73728
2023-05-02,5.48429
2023-05-03,5.15258
2023-05-04,5.04201
2023-05-05,5.92658
2023-05-06,3.98053
2023-05-07,3.33923
2023-05-08,4.79876
2023-05-09,4.62184
2023-05-10,4.53339
2023-05-11,3.93631
2023-05-12,3.95842
2023-05-13,1.63644
2023-05-14,2.18929
2023-05-15,3.56037
2023-05-16,3.71517
2023-05-17,4.11322
2023-05-18,4.51127
2023-05-19,4.22379
2023-05-20,2.65369
2023-05-21,2.80849
2023-05-22,4.53339
2023-05-23,4.2459
2023-05-24,4.04688
2023-05-25,4.42282
2023-05-26,4.2459
2023-05-27,3.07386
2023-05-28,2.29986
