date,KB
2021-07-15,14.68108
2021-07-16,14.10847
2021-07-17,6.71226
2021-07-18,6.36233
2021-07-19,16.31938
2021-07-20,15.36503
2021-07-21,14.188
2021-07-22,18.68935
2021-07-23,19.72323
2021-07-24,9.05042
2021-07-25,9.47987
2021-07-26,27.21488
2021-07-27,21.8228
2021-07-28,20.37537
2021-07-29,15.15826
2021-07-30,13.98123
2021-07-31,8.4619
2021-08-01,11.40448
2021-08-02,17.03515
2021-08-03,14.25163
2021-08-04,14.82424
2021-08-05,15.69906
2021-08-06,29.37808
2021-08-07,8.98679
2021-08-08,8.93908
2021-08-09,24.76538
2021-08-10,17.79863
2021-08-11,18.16446
2021-08-12,16.17623
2021-08-13,15.38094
2021-08-14,7.61889
2021-08-15,6.66454
2021-08-16,8.11197
2021-08-17,15.98536
2021-08-18,16.41482
2021-08-19,16.74884
2021-08-20,14.52202
2021-08-21,7.39621
2021-08-22,6.93494
2021-08-23,15.50819
2021-08-24,15.04692
2021-08-25,16.0967
2021-08-26,16.74884
2021-08-27,13.93351
2021-08-28,7.6348
2021-08-29,7.57117
2021-08-30,18.32352
2021-08-31,19.43693
2021-09-01,16.92381
2021-09-02,15.57181
2021-09-03,15.39685
2021-09-04,7.39621
2021-09-05,12.50198
2021-09-06,43.66152
2021-09-07,27.13535
2021-09-08,25.09941
2021-09-09,22.74534
2021-09-10,23.50882
2021-09-11,10.9114
2021-09-12,9.2731
2021-09-13,16.81247
2021-09-14,17.68729
2021-09-15,15.90583
2021-09-16,12.24749
2021-09-17,13.67902
2021-09-18,6.58501
2021-09-19,6.12374
2021-09-20,7.04628
2021-09-21,7.03038
2021-09-22,8.68458
2021-09-23,17.90997
2021-09-24,17.09877
2021-09-25,8.50962
2021-09-26,8.12788
2021-09-27,16.57388
2021-09-28,17.30555
2021-09-29,16.87609
2021-09-30,18.02131
2021-10-01,17.52823
2021-10-02,7.50755
2021-10-03,8.63686
2021-10-04,9.97296
2021-10-05,19.21425
2021-10-06,16.17623
2021-10-07,15.39685
2021-10-08,13.94941
2021-10-09,7.60299
2021-10-10,7.15762
2021-10-11,8.95498
2021-10-12,15.49228
2021-10-13,14.50612
2021-10-14,14.06076
2021-10-15,13.04278
2021-10-16,6.20327
2021-10-17,7.23715
2021-10-18,15.79449
2021-10-19,14.33115
2021-10-20,13.34499
2021-10-21,15.71496
2021-10-22,14.56974
2021-10-23,6.2828
2021-10-24,7.094
2021-10-25,22.41132
2021-10-26,15.98536
2021-10-27,14.79242
2021-10-28,14.77652
2021-10-29,14.68108
2021-10-30,7.76204
2021-10-31,7.31668
2021-11-01,16.47844
2021-11-02,14.71289
2021-11-03,15.19007
2021-11-04,13.96532
2021-11-05,12.04071
2021-11-06,6.85541
2021-11-07,7.18943
2021-11-08,14.4584
2021-11-09,13.96532
2021-11-10,12.83601
2021-11-11,13.26546
2021-11-12,13.9176
2021-11-13,6.33052
2021-11-14,6.20327
2021-11-15,17.19421
2021-11-16,14.84014
2021-11-17,14.02894
2021-11-18,13.45633
2021-11-19,13.32909
2021-11-20,6.06012
2021-11-21,6.26689
2021-11-22,13.12231
2021-11-23,15.06282
2021-11-24,16.6216
2021-11-25,17.05105
2021-11-26,13.29728
2021-11-27,6.39414
2021-11-28,6.68045
2021-11-29,16.16033
2021-11-30,18.08493
2021-12-01,20.75711
2021-12-02,16.70112
2021-12-03,15.03101
2021-12-04,6.95085
2021-12-05,7.30077
2021-12-06,17.13058
2021-12-07,14.56974
2021-12-08,14.31525
2021-12-09,12.56561
2021-12-10,15.34913
2021-12-11,7.18943
2021-12-12,8.06425
2021-12-13,15.54
2021-12-14,13.51996
2021-12-15,13.86989
2021-12-16,19.37331
2021-12-17,14.60155
2021-12-18,7.9211
2021-12-19,7.26896
2021-12-20,15.98536
2021-12-21,15.22188
2021-12-22,14.41068
2021-12-23,14.26753
2021-12-24,13.17003
2021-12-25,6.79179
2021-12-26,8.03244
2021-12-27,17.76682
2021-12-28,20.35947
2021-12-29,18.2599
2021-12-30,13.48815
2021-12-31,12.31111
2022-01-01,7.22125
2022-01-02,8.03244
2022-01-03,16.82837
2022-01-04,16.41482
2022-01-05,15.88993
2022-01-06,14.79242
2022-01-07,14.09257
2022-01-08,7.79386
2022-01-09,7.57117
2022-01-10,20.29584
2022-01-11,20.37537
2022-01-12,21.15476
2022-01-13,19.58008
2022-01-14,20.7253
2022-01-15,9.36853
2022-01-16,12.94735
2022-01-17,33.51359
2022-01-18,38.73071
2022-01-19,32.4479
2022-01-20,25.81517
2022-01-21,20.91617
2022-01-22,9.43216
2022-01-23,8.4619
2022-01-24,22.04549
2022-01-25,20.00954
2022-01-26,18.91204
2022-01-27,20.27994
2022-01-28,14.36297
2022-01-29,6.88722
2022-01-30,5.94878
2022-01-31,6.25099
2022-02-01,6.96675
2022-02-02,8.15969
2022-02-03,19.88229
2022-02-04,16.93971
2022-02-05,8.4619
2022-02-06,7.95291
2022-02-07,18.70526
2022-02-08,20.32766
2022-02-09,22.87259
2022-02-10,25.30618
2022-02-11,20.13679
2022-02-12,7.3644
2022-02-13,6.88722
2022-02-14,18.59392
2022-02-15,14.63337
2022-02-16,14.9992
2022-02-17,14.71289
2022-02-18,16.38301
2022-02-19,8.11197
2022-02-20,7.55527
2022-02-21,29.37808
2022-02-22,29.42579
2022-02-23,20.1686
2022-02-24,19.6437
2022-02-25,19.8982
2022-02-26,6.56911
2022-02-27,6.93494
2022-02-28,20.66168
2022-03-01,8.35056
2022-03-02,18.30761
2022-03-03,15.31732
2022-03-04,14.61746
2022-03-05,7.71433
2022-03-06,7.6348
2022-03-07,13.94941
2022-03-08,13.59949
2022-03-09,7.52346
2022-03-10,12.99506
2022-03-11,13.61539
2022-03-12,6.36233
2022-03-13,7.49164
2022-03-14,14.64927
2022-03-15,13.96532
2022-03-16,14.77652
2022-03-17,13.10641
2022-03-18,12.18387
2022-03-19,6.48958
2022-03-20,6.79179
2022-03-21,14.98329
2022-03-22,14.37887
2022-03-23,14.34706
2022-03-24,13.04278
2022-03-25,14.14028
2022-03-26,6.98266
2022-03-27,6.61682
2022-03-28,14.4584
2022-03-29,12.58151
2022-03-30,14.01304
2022-03-31,14.26753
2022-04-01,11.67488
2022-04-02,7.18943
2022-04-03,6.98266
2022-04-04,13.59949
2022-04-05,12.12024
2022-04-06,12.48608
2022-04-07,13.9017
2022-04-08,12.31111
2022-04-09,6.63273
2022-04-10,7.12581
2022-04-11,13.53586
2022-04-12,15.39685
2022-04-13,13.05869
2022-04-14,13.13822
2022-04-15,12.48608
2022-04-16,6.53729
2022-04-17,6.13965
2022-04-18,12.83601
2022-04-19,12.34292
2022-04-20,12.97916
2022-04-21,12.40655
2022-04-22,14.39478
2022-04-23,7.79386
2022-04-24,6.90313
2022-04-25,15.68315
2022-04-26,13.21775
2022-04-27,12.51789
2022-04-28,12.83601
2022-04-29,12.59742
2022-04-30,5.61476
2022-05-01,7.06219
2022-05-02,15.30141
2022-05-03,12.42245
2022-05-04,12.0089
2022-05-05,7.84157
2022-05-06,12.69285
2022-05-07,6.83951
2022-05-08,6.88722
2022-05-09,14.12438
2022-05-10,14.79242
2022-05-11,13.24956
2022-05-12,12.59742
2022-05-13,12.02481
2022-05-14,6.20327
2022-05-15,5.80563
2022-05-16,13.61539
2022-05-17,12.34292
2022-05-18,11.54763
2022-05-19,12.47017
2022-05-20,11.69079
2022-05-21,5.80563
2022-05-22,6.02831
2022-05-23,14.06076
2022-05-24,12.35883
2022-05-25,13.93351
2022-05-26,12.02481
2022-05-27,11.81803
2022-05-28,5.9965
2022-05-29,6.56911
2022-05-30,12.72466
2022-05-31,13.88579
2022-06-01,7.22125
2022-06-02,12.80419
2022-06-03,10.83187
2022-06-04,6.26689
2022-06-05,5.75791
2022-06-06,6.23508
2022-06-07,11.1977
2022-06-08,19.24606
2022-06-09,13.58358
2022-06-10,12.13615
2022-06-11,6.33052
2022-06-12,6.75998
2022-06-13,13.6313
2022-06-14,13.17003
2022-06-15,12.72466
2022-06-16,12.34292
2022-06-17,11.43629
2022-06-18,5.61476
2022-06-19,6.21918
2022-06-20,13.83807
2022-06-21,11.88166
2022-06-22,12.91554
2022-06-23,12.08843
2022-06-24,11.92937
2022-06-25,5.98059
2022-06-26,6.13965
2022-06-27,12.8201
2022-06-28,12.23158
2022-06-29,11.92937
2022-06-30,12.80419
2022-07-01,11.61126
2022-07-02,5.77381
2022-07-03,5.80563
2022-07-04,12.34292
2022-07-05,12.43836
2022-07-06,11.35676
2022-07-07,10.67281
2022-07-08,11.53173
2022-07-09,5.63066
2022-07-10,5.96468
2022-07-11,11.91347
2022-07-12,11.29314
2022-07-13,11.81803
2022-07-14,10.60919
2022-07-15,12.43836
2022-07-16,5.4716
2022-07-17,5.83744
2022-07-18,14.10847
2022-07-19,12.50198
2022-07-20,12.08843
2022-07-21,13.98123
2022-07-22,13.3609
2022-07-23,6.63273
2022-07-24,6.75998
2022-07-25,13.71083
2022-07-26,11.53173
2022-07-27,11.42039
2022-07-28,11.64307
2022-07-29,10.17973
2022-07-30,6.2828
2022-07-31,5.1853
2022-08-01,12.10434
2022-08-02,11.30905
2022-08-03,10.56147
2022-08-04,10.89549
2022-08-05,11.26133
2022-08-06,4.9308
2022-08-07,5.26483
2022-08-08,11.56354
2022-08-09,11.32495
2022-08-10,12.05662
2022-08-11,11.08636
2022-08-12,10.99093
2022-08-13,6.04421
2022-08-14,5.1853
2022-08-15,6.25099
2022-08-16,11.89756
2022-08-17,10.80006
2022-08-18,11.11818
2022-08-19,11.69079
2022-08-20,5.85334
2022-08-21,5.96468
2022-08-22,12.53379
2022-08-23,12.12024
2022-08-24,10.41832
2022-08-25,12.40655
2022-08-26,11.16589
2022-08-27,5.75791
2022-08-28,6.06012
2022-08-29,10.76825
2022-08-30,13.44043
2022-08-31,11.54763
2022-09-01,10.83187
2022-09-02,10.9114
2022-09-03,6.37824
2022-09-04,5.75791
2022-09-05,11.51582
2022-09-06,11.05455
2022-09-07,12.04071
2022-09-08,10.78415
2022-09-09,5.58294
2022-09-10,5.34436
2022-09-11,5.32845
2022-09-12,6.02831
2022-09-13,14.25163
2022-09-14,14.01304
2022-09-15,12.43836
2022-09-16,12.62923
2022-09-17,6.74407
2022-09-18,6.98266
2022-09-19,12.10434
2022-09-20,12.0089
2022-09-21,10.81596
2022-09-22,10.86368
2022-09-23,11.34086
2022-09-24,5.69428
2022-09-25,5.64657
2022-09-26,13.66311
2022-09-27,13.79036
2022-09-28,12.61332
2022-09-29,11.88166
2022-09-30,11.88166
2022-10-01,6.5532
2022-10-02,6.23508
2022-10-03,7.3644
2022-10-04,13.55177
2022-10-05,14.21981
2022-10-06,11.26133
2022-10-07,12.61332
2022-10-08,6.90313
2022-10-09,5.61476
2022-10-10,7.17353
2022-10-11,14.58565
2022-10-12,12.32702
2022-10-13,12.83601
2022-10-14,12.0089
2022-10-15,9.33672
2022-10-16,8.11197
2022-10-17,15.68315
2022-10-18,12.40655
2022-10-19,13.01097
2022-10-20,13.3609
2022-10-21,10.95912
2022-10-22,6.42595
2022-10-23,6.31461
2022-10-24,12.77238
2022-10-25,15.19007
2022-10-26,14.4584
2022-10-27,12.51789
2022-10-28,11.21361
2022-10-29,5.83744
2022-10-30,5.90106
2022-10-31,13.12231
2022-11-01,13.79036
2022-11-02,11.57944
2022-11-03,11.67488
2022-11-04,10.84778
2022-11-05,6.53729
2022-11-06,6.52139
2022-11-07,14.71289
2022-11-08,11.96118
2022-11-09,13.07459
2022-11-10,12.97916
2022-11-11,11.14999
2022-11-12,6.0124
2022-11-13,6.10784
2022-11-14,12.15205
2022-11-15,12.42245
2022-11-16,12.80419
2022-11-17,12.37474
2022-11-18,11.26133
2022-11-19,7.47574
2022-11-20,7.39621
2022-11-21,12.37474
2022-11-22,11.69079
2022-11-23,13.0905
2022-11-24,11.81803
2022-11-25,13.12231
2022-11-26,6.15555
2022-11-27,5.77381
2022-11-28,12.61332
2022-11-29,12.15205
2022-11-30,12.78829
2022-12-01,13.15412
2022-12-02,11.11818
2022-12-03,5.61476
2022-12-04,6.77588
2022-12-05,13.42452
2022-12-06,11.34086
2022-12-07,12.21568
2022-12-08,11.57944
2022-12-09,12.8201
2022-12-10,6.2828
2022-12-11,7.34849
2022-12-12,13.88579
2022-12-13,12.94735
2022-12-14,11.27723
2022-12-15,15.85811
2022-12-16,11.16589
2022-12-17,6.66454
2022-12-18,6.93494
2022-12-19,12.61332
2022-12-20,10.67281
2022-12-21,11.43629
2022-12-22,11.88166
2022-12-23,14.56974
2022-12-24,6.48958
2022-12-25,6.5532
2022-12-26,16.27167
2022-12-27,17.76682
2022-12-28,14.42659
2022-12-29,14.52202
2022-12-30,12.13615
2022-12-31,7.82567
2023-01-01,7.96882
2023-01-02,16.14442
2023-01-03,16.25576
2023-01-04,16.52616
2023-01-05,13.96532
2023-01-06,15.84221
2023-01-07,7.15762
2023-01-08,6.98266
2023-01-09,15.49228
2023-01-10,14.9992
2023-01-11,15.41275
2023-01-12,15.33322
2023-01-13,12.62923
2023-01-14,7.18943
2023-01-15,8.79592
2023-01-16,19.42102
2023-01-17,16.60569
2023-01-18,14.55384
2023-01-19,14.64927
2023-01-20,13.86989
2023-01-21,6.90313
2023-01-22,5.71019
2023-01-23,6.56911
2023-01-24,8.38237
2023-01-25,29.45761
2023-01-26,16.0967
2023-01-27,14.91967
2023-01-28,7.69842
2023-01-29,7.3644
2023-01-30,17.57595
2023-01-31,16.19214
2023-02-01,15.74677
2023-02-02,13.15412
2023-02-03,14.04485
2023-02-04,6.77588
2023-02-05,7.88929
2023-02-06,14.87195
2023-02-07,17.83044
2023-02-08,16.33529
2023-02-09,12.86782
2023-02-10,14.42659
2023-02-11,7.06219
2023-02-12,6.69635
2023-02-13,13.96532
2023-02-14,14.02894
2023-02-15,14.74471
2023-02-16,14.61746
2023-02-17,13.88579
2023-02-18,7.23715
2023-02-19,7.41212
2023-02-20,15.41275
2023-02-21,12.74057
2023-02-22,12.23158
2023-02-23,11.29314
2023-02-24,11.24542
2023-02-25,6.50548
2023-02-26,6.60092
2023-02-27,15.06282
2023-02-28,14.66518
2023-03-01,8.04835
2023-03-02,13.58358
2023-03-03,13.56767
2023-03-04,6.52139
2023-03-05,7.04628
2023-03-06,14.74471
2023-03-07,13.9176
2023-03-08,14.56974
2023-03-09,13.24956
2023-03-10,14.47431
2023-03-11,7.73023
2023-03-12,7.45983
2023-03-13,17.68729
2023-03-14,16.93971
2023-03-15,14.26753
2023-03-16,14.31525
2023-03-17,12.78829
2023-03-18,7.07809
2023-03-19,7.12581
2023-03-20,15.60362
2023-03-21,14.7288
2023-03-22,13.21775
2023-03-23,13.6313
2023-03-24,14.63337
2023-03-25,7.25306
2023-03-26,7.6348
2023-03-27,17.94178
2023-03-28,14.188
2023-03-29,14.36297
2023-03-30,14.20391
2023-03-31,12.97916
2023-04-01,8.12788
2023-04-02,7.42802
2023-04-03,15.49228
2023-04-04,14.7288
2023-04-05,14.49021
2023-04-06,13.21775
2023-04-07,13.50405
2023-04-08,7.12581
2023-04-09,7.18943
2023-04-10,16.03308
2023-04-11,13.72673
2023-04-12,15.52409
2023-04-13,13.28137
2023-04-14,14.64927
2023-04-15,8.11197
2023-04-16,7.68251
2023-04-17,14.66518
2023-04-18,14.15619
2023-04-19,12.96325
2023-04-20,13.74264
2023-04-21,14.26753
2023-04-22,7.23715
2023-04-23,7.26896
2023-04-24,14.76061
2023-04-25,17.24192
2023-04-26,14.36297
2023-04-27,15.52409
2023-04-28,15.74677
2023-04-29,7.9052
2023-04-30,6.95085
2023-05-01,11.1818
2023-05-02,18.43486
2023-05-03,15.73087
2023-05-04,15.25369
2023-05-05,8.1756
2023-05-06,7.34849
2023-05-07,7.77795
2023-05-08,18.88022
2023-05-09,16.95562
2023-05-10,16.6216
2023-05-11,16.79656
2023-05-12,14.25163
2023-05-13,6.90313
2023-05-14,7.80976
2023-05-15,17.14649
2023-05-16,15.14235
2023-05-17,14.7288
2023-05-18,24.28821
2023-05-19,16.47844
2023-05-20,8.1915
2023-05-21,8.11197
2023-05-22,17.79863
2023-05-23,16.43073
2023-05-24,15.04692
2023-05-25,16.71703
2023-05-26,15.06282
2023-05-27,7.73023
2023-05-28,6.68045
2023-05-29,8.04835
