date,주말아르바이트
2020-06-17,34.06593
2020-06-18,49.45054
2020-06-19,60.43956
2020-06-20,51.64835
2020-06-21,51.64835
2020-06-22,81.31868
2020-06-23,76.92307
2020-06-24,49.45054
2020-06-25,62.63736
2020-06-26,54.94505
2020-06-27,43.95604
2020-06-28,32.96703
2020-06-29,58.24175
2020-06-30,61.53846
2020-07-01,57.14285
2020-07-02,51.64835
2020-07-03,52.74725
2020-07-04,37.36263
2020-07-05,69.23076
2020-07-06,65.93406
2020-07-07,49.45054
2020-07-08,50.54945
2020-07-09,40.65934
2020-07-10,47.25274
2020-07-11,32.96703
2020-07-12,45.05494
2020-07-13,54.94505
2020-07-14,61.53846
2020-07-15,53.84615
2020-07-16,71.42857
2020-07-17,49.45054
2020-07-18,71.42857
2020-07-19,64.83516
2020-07-20,54.94505
2020-07-21,68.13186
2020-07-22,39.56043
2020-07-23,50.54945
2020-07-24,51.64835
2020-07-25,48.35164
2020-07-26,39.56043
2020-07-27,62.63736
2020-07-28,52.74725
2020-07-29,45.05494
2020-07-30,43.95604
2020-07-31,53.84615
2020-08-01,30.76923
2020-08-02,36.26373
2020-08-03,56.04395
2020-08-04,38.46153
2020-08-05,37.36263
2020-08-06,27.47252
2020-08-07,38.46153
2020-08-08,39.56043
2020-08-09,53.84615
2020-08-10,75.82417
2020-08-11,56.04395
2020-08-12,42.85714
2020-08-13,47.25274
2020-08-14,50.54945
2020-08-15,25.27472
2020-08-16,31.86813
2020-08-17,47.25274
2020-08-18,51.64835
2020-08-19,64.83516
2020-08-20,49.45054
2020-08-21,65.93406
2020-08-22,56.04395
2020-08-23,41.75824
2020-08-24,47.25274
2020-08-25,59.34065
2020-08-26,47.25274
2020-08-27,73.62637
2020-08-28,51.64835
2020-08-29,42.85714
2020-08-30,49.45054
2020-08-31,50.54945
2020-09-01,54.94505
2020-09-02,53.84615
2020-09-03,29.67032
2020-09-04,60.43956
2020-09-05,58.24175
2020-09-06,46.15384
2020-09-07,52.74725
2020-09-08,46.15384
2020-09-09,39.56043
2020-09-10,80.21978
2020-09-11,41.75824
2020-09-12,60.43956
2020-09-13,59.34065
2020-09-14,62.63736
2020-09-15,63.73626
2020-09-16,59.34065
2020-09-17,39.56043
2020-09-18,49.45054
2020-09-19,39.56043
2020-09-20,52.74725
2020-09-21,67.03296
2020-09-22,43.95604
2020-09-23,35.16483
2020-09-24,50.54945
2020-09-25,49.45054
2020-09-26,50.54945
2020-09-27,46.15384
2020-09-28,47.25274
2020-09-29,21.97802
2020-09-30,25.27472
2020-10-01,30.76923
2020-10-02,36.26373
2020-10-03,32.96703
2020-10-04,29.67032
2020-10-05,41.75824
2020-10-06,54.94505
2020-10-07,48.35164
2020-10-08,52.74725
2020-10-09,40.65934
2020-10-10,61.53846
2020-10-11,45.05494
2020-10-12,75.82417
2020-10-13,50.54945
2020-10-14,46.15384
2020-10-15,53.84615
2020-10-16,58.24175
2020-10-17,42.85714
2020-10-18,34.06593
2020-10-19,60.43956
2020-10-20,90.10989
2020-10-21,81.31868
2020-10-22,56.04395
2020-10-23,50.54945
2020-10-24,48.35164
2020-10-25,47.25274
2020-10-26,80.21978
2020-10-27,62.63736
2020-10-28,80.21978
2020-10-29,68.13186
2020-10-30,62.63736
2020-10-31,54.94505
2020-11-01,50.54945
2020-11-02,59.34065
2020-11-03,42.85714
2020-11-04,65.93406
2020-11-05,60.43956
2020-11-06,45.05494
2020-11-07,58.24175
2020-11-08,82.41758
2020-11-09,65.93406
2020-11-10,75.82417
2020-11-11,52.74725
2020-11-12,53.84615
2020-11-13,50.54945
2020-11-14,50.54945
2020-11-15,63.73626
2020-11-16,92.30769
2020-11-17,71.42857
2020-11-18,36.26373
2020-11-19,40.65934
2020-11-20,52.74725
2020-11-21,48.35164
2020-11-22,67.03296
2020-11-23,48.35164
2020-11-24,47.25274
2020-11-25,61.53846
2020-11-26,58.24175
2020-11-27,57.14285
2020-11-28,34.06593
2020-11-29,54.94505
2020-11-30,47.25274
2020-12-01,42.85714
2020-12-02,47.25274
2020-12-03,49.45054
2020-12-04,45.05494
2020-12-05,58.24175
2020-12-06,74.72527
2020-12-07,59.34065
2020-12-08,51.64835
2020-12-09,40.65934
2020-12-10,32.96703
2020-12-11,59.34065
2020-12-12,31.86813
2020-12-13,36.26373
2020-12-14,29.67032
2020-12-15,42.85714
2020-12-16,35.16483
2020-12-17,53.84615
2020-12-18,46.15384
2020-12-19,49.45054
2020-12-20,38.46153
2020-12-21,49.45054
2020-12-22,70.32967
2020-12-23,60.43956
2020-12-24,59.34065
2020-12-25,45.05494
2020-12-26,42.85714
2020-12-27,49.45054
2020-12-28,68.13186
2020-12-29,68.13186
2020-12-30,49.45054
2020-12-31,48.35164
2021-01-01,32.96703
2021-01-02,50.54945
2021-01-03,64.83516
2021-01-04,76.92307
2021-01-05,85.71428
2021-01-06,87.91208
2021-01-07,52.74725
2021-01-08,69.23076
2021-01-09,56.04395
2021-01-10,57.14285
2021-01-11,71.42857
2021-01-12,49.45054
2021-01-13,75.82417
2021-01-14,36.26373
2021-01-15,50.54945
2021-01-16,64.83516
2021-01-17,54.94505
2021-01-18,65.93406
2021-01-19,40.65934
2021-01-20,51.64835
2021-01-21,46.15384
2021-01-22,63.73626
2021-01-23,67.03296
2021-01-24,82.41758
2021-01-25,90.10989
2021-01-26,81.31868
2021-01-27,68.13186
2021-01-28,42.85714
2021-01-29,50.54945
2021-01-30,43.95604
2021-01-31,50.54945
2021-02-01,47.25274
2021-02-02,56.04395
2021-02-03,53.84615
2021-02-04,63.73626
2021-02-05,67.03296
2021-02-06,37.36263
2021-02-07,52.74725
2021-02-08,35.16483
2021-02-09,46.15384
2021-02-10,56.04395
2021-02-11,54.94505
2021-02-12,32.96703
2021-02-13,35.16483
2021-02-14,62.63736
2021-02-15,60.43956
2021-02-16,72.52747
2021-02-17,53.84615
2021-02-18,51.64835
2021-02-19,56.04395
2021-02-20,69.23076
2021-02-21,74.72527
2021-02-22,59.34065
2021-02-23,49.45054
2021-02-24,69.23076
2021-02-25,60.43956
2021-02-26,52.74725
2021-02-27,47.25274
2021-02-28,52.74725
2021-03-01,60.43956
2021-03-02,54.94505
2021-03-03,51.64835
2021-03-04,37.36263
2021-03-05,48.35164
2021-03-06,41.75824
2021-03-07,64.83516
2021-03-08,69.23076
2021-03-09,58.24175
2021-03-10,42.85714
2021-03-11,39.56043
2021-03-12,46.15384
2021-03-13,52.74725
2021-03-14,46.15384
2021-03-15,68.13186
2021-03-16,47.25274
2021-03-17,69.23076
2021-03-18,31.86813
2021-03-19,42.85714
2021-03-20,50.54945
2021-03-21,53.84615
2021-03-22,46.15384
2021-03-23,48.35164
2021-03-24,47.25274
2021-03-25,26.37362
2021-03-26,45.05494
2021-03-27,39.56043
2021-03-28,45.05494
2021-03-29,51.64835
2021-03-30,50.54945
2021-03-31,64.83516
2021-04-01,42.85714
2021-04-02,40.65934
2021-04-03,30.76923
2021-04-04,36.26373
2021-04-05,51.64835
2021-04-06,41.75824
2021-04-07,29.67032
2021-04-08,38.46153
2021-04-09,27.47252
2021-04-10,38.46153
2021-04-11,34.06593
2021-04-12,48.35164
2021-04-13,47.25274
2021-04-14,37.36263
2021-04-15,37.36263
2021-04-16,73.62637
2021-04-17,58.24175
2021-04-18,37.36263
2021-04-19,32.96703
2021-04-20,25.27472
2021-04-21,31.86813
2021-04-22,27.47252
2021-04-23,26.37362
2021-04-24,28.57142
2021-04-25,32.96703
2021-04-26,43.95604
2021-04-27,46.15384
2021-04-28,40.65934
2021-04-29,47.25274
2021-04-30,43.95604
2021-05-01,42.85714
2021-05-02,35.16483
2021-05-03,51.64835
2021-05-04,25.27472
2021-05-05,37.36263
2021-05-06,47.25274
2021-05-07,34.06593
2021-05-08,47.25274
2021-05-09,42.85714
2021-05-10,51.64835
2021-05-11,70.32967
2021-05-12,35.16483
2021-05-13,43.95604
2021-05-14,47.25274
2021-05-15,50.54945
2021-05-16,47.25274
2021-05-17,56.04395
2021-05-18,52.74725
2021-05-19,34.06593
2021-05-20,36.26373
2021-05-21,60.43956
2021-05-22,50.54945
2021-05-23,85.71428
2021-05-24,79.12087
2021-05-25,62.63736
2021-05-26,57.14285
2021-05-27,54.94505
2021-05-28,63.73626
2021-05-29,43.95604
2021-05-30,53.84615
2021-05-31,64.83516
2021-06-01,46.15384
2021-06-02,37.36263
2021-06-03,39.56043
2021-06-04,60.43956
2021-06-05,47.25274
2021-06-06,41.75824
2021-06-07,75.82417
2021-06-08,54.94505
2021-06-09,38.46153
2021-06-10,51.64835
2021-06-11,37.36263
2021-06-12,40.65934
2021-06-13,38.46153
2021-06-14,41.75824
2021-06-15,39.56043
2021-06-16,45.05494
2021-06-17,35.16483
2021-06-18,48.35164
2021-06-19,29.67032
2021-06-20,58.24175
2021-06-21,58.24175
2021-06-22,45.05494
2021-06-23,34.06593
2021-06-24,45.05494
2021-06-25,40.65934
2021-06-26,45.05494
2021-06-27,53.84615
2021-06-28,53.84615
2021-06-29,51.64835
2021-06-30,47.25274
2021-07-01,47.25274
2021-07-02,34.06593
2021-07-03,29.67032
2021-07-04,38.46153
2021-07-05,45.05494
2021-07-06,31.86813
2021-07-07,39.56043
2021-07-08,41.75824
2021-07-09,34.06593
2021-07-10,47.25274
2021-07-11,31.86813
2021-07-12,36.26373
2021-07-13,50.54945
2021-07-14,52.74725
2021-07-15,42.85714
2021-07-16,29.67032
2021-07-17,28.57142
2021-07-18,21.97802
2021-07-19,47.25274
2021-07-20,47.25274
2021-07-21,29.67032
2021-07-22,38.46153
2021-07-23,38.46153
2021-07-24,25.27472
2021-07-25,26.37362
2021-07-26,50.54945
2021-07-27,35.16483
2021-07-28,36.26373
2021-07-29,26.37362
2021-07-30,37.36263
2021-07-31,17.58241
2021-08-01,21.97802
2021-08-02,27.47252
2021-08-03,46.15384
2021-08-04,31.86813
2021-08-05,34.06593
2021-08-06,35.16483
2021-08-07,18.68131
2021-08-08,37.36263
2021-08-09,41.75824
2021-08-10,36.26373
2021-08-11,25.27472
2021-08-12,41.75824
2021-08-13,45.05494
2021-08-14,24.17582
2021-08-15,20.87912
2021-08-16,45.05494
2021-08-17,46.15384
2021-08-18,52.74725
2021-08-19,52.74725
2021-08-20,36.26373
2021-08-21,43.95604
2021-08-22,41.75824
2021-08-23,61.53846
2021-08-24,63.73626
2021-08-25,65.93406
2021-08-26,57.14285
2021-08-27,53.84615
2021-08-28,43.95604
2021-08-29,58.24175
2021-08-30,60.43956
2021-08-31,36.26373
2021-09-01,40.65934
2021-09-02,31.86813
2021-09-03,36.26373
2021-09-04,32.96703
2021-09-05,34.06593
2021-09-06,31.86813
2021-09-07,38.46153
2021-09-08,35.16483
2021-09-09,26.37362
2021-09-10,19.78021
2021-09-11,36.26373
2021-09-12,32.96703
2021-09-13,36.26373
2021-09-14,25.27472
2021-09-15,40.65934
2021-09-16,32.96703
2021-09-17,13.18681
2021-09-18,18.68131
2021-09-19,25.27472
2021-09-20,18.68131
2021-09-21,13.18681
2021-09-22,15.38461
2021-09-23,50.54945
2021-09-24,57.14285
2021-09-25,60.43956
2021-09-26,39.56043
2021-09-27,32.96703
2021-09-28,57.14285
2021-09-29,31.86813
2021-09-30,34.06593
2021-10-01,60.43956
2021-10-02,51.64835
2021-10-03,57.14285
2021-10-04,30.76923
2021-10-05,61.53846
2021-10-06,43.95604
2021-10-07,36.26373
2021-10-08,43.95604
2021-10-09,35.16483
2021-10-10,34.06593
2021-10-11,68.13186
2021-10-12,38.46153
2021-10-13,49.45054
2021-10-14,35.16483
2021-10-15,47.25274
2021-10-16,24.17582
2021-10-17,42.85714
2021-10-18,42.85714
2021-10-19,32.96703
2021-10-20,54.94505
2021-10-21,37.36263
2021-10-22,43.95604
2021-10-23,24.17582
2021-10-24,40.65934
2021-10-25,47.25274
2021-10-26,56.04395
2021-10-27,45.05494
2021-10-28,40.65934
2021-10-29,40.65934
2021-10-30,54.94505
2021-10-31,45.05494
2021-11-01,34.06593
2021-11-02,54.94505
2021-11-03,41.75824
2021-11-04,45.05494
2021-11-05,49.45054
2021-11-06,24.17582
2021-11-07,29.67032
2021-11-08,25.27472
2021-11-09,31.86813
2021-11-10,36.26373
2021-11-11,45.05494
2021-11-12,46.15384
2021-11-13,31.86813
2021-11-14,29.67032
2021-11-15,36.26373
2021-11-16,28.57142
2021-11-17,31.86813
2021-11-18,36.26373
2021-11-19,30.76923
2021-11-20,32.96703
2021-11-21,45.05494
2021-11-22,48.35164
2021-11-23,48.35164
2021-11-24,37.36263
2021-11-25,34.06593
2021-11-26,43.95604
2021-11-27,26.37362
2021-11-28,38.46153
2021-11-29,23.07692
2021-11-30,45.05494
2021-12-01,47.25274
2021-12-02,32.96703
2021-12-03,32.96703
2021-12-04,35.16483
2021-12-05,29.67032
2021-12-06,42.85714
2021-12-07,28.57142
2021-12-08,28.57142
2021-12-09,38.46153
2021-12-10,32.96703
2021-12-11,35.16483
2021-12-12,31.86813
2021-12-13,37.36263
2021-12-14,48.35164
2021-12-15,29.67032
2021-12-16,21.97802
2021-12-17,23.07692
2021-12-18,20.87912
2021-12-19,32.96703
2021-12-20,40.65934
2021-12-21,19.78021
2021-12-22,36.26373
2021-12-23,32.96703
2021-12-24,20.87912
2021-12-25,27.47252
2021-12-26,29.67032
2021-12-27,34.06593
2021-12-28,42.85714
2021-12-29,29.67032
2021-12-30,35.16483
2021-12-31,21.97802
2022-01-01,31.86813
2022-01-02,42.85714
2022-01-03,58.24175
2022-01-04,57.14285
2022-01-05,53.84615
2022-01-06,46.15384
2022-01-07,32.96703
2022-01-08,45.05494
2022-01-09,49.45054
2022-01-10,39.56043
2022-01-11,30.76923
2022-01-12,32.96703
2022-01-13,26.37362
2022-01-14,26.37362
2022-01-15,18.68131
2022-01-16,58.24175
2022-01-17,30.76923
2022-01-18,32.96703
2022-01-19,46.15384
2022-01-20,32.96703
2022-01-21,29.67032
2022-01-22,32.96703
2022-01-23,54.94505
2022-01-24,47.25274
2022-01-25,49.45054
2022-01-26,36.26373
2022-01-27,39.56043
2022-01-28,37.36263
2022-01-29,26.37362
2022-01-30,32.96703
2022-01-31,36.26373
2022-02-01,20.87912
2022-02-02,24.17582
2022-02-03,40.65934
2022-02-04,37.36263
2022-02-05,60.43956
2022-02-06,25.27472
2022-02-07,59.34065
2022-02-08,43.95604
2022-02-09,20.87912
2022-02-10,45.05494
2022-02-11,40.65934
2022-02-12,48.35164
2022-02-13,46.15384
2022-02-14,61.53846
2022-02-15,56.04395
2022-02-16,35.16483
2022-02-17,56.04395
2022-02-18,30.76923
2022-02-19,40.65934
2022-02-20,48.35164
2022-02-21,39.56043
2022-02-22,38.46153
2022-02-23,29.67032
2022-02-24,38.46153
2022-02-25,39.56043
2022-02-26,26.37362
2022-02-27,29.67032
2022-02-28,46.15384
2022-03-01,58.24175
2022-03-02,35.16483
2022-03-03,42.85714
2022-03-04,57.14285
2022-03-05,37.36263
2022-03-06,37.36263
2022-03-07,42.85714
2022-03-08,31.86813
2022-03-09,20.87912
2022-03-10,45.05494
2022-03-11,38.46153
2022-03-12,43.95604
2022-03-13,47.25274
2022-03-14,59.34065
2022-03-15,65.93406
2022-03-16,48.35164
2022-03-17,54.94505
2022-03-18,30.76923
2022-03-19,29.67032
2022-03-20,29.67032
2022-03-21,45.05494
2022-03-22,42.85714
2022-03-23,42.85714
2022-03-24,47.25274
2022-03-25,56.04395
2022-03-26,47.25274
2022-03-27,40.65934
2022-03-28,43.95604
2022-03-29,42.85714
2022-03-30,45.05494
2022-03-31,27.47252
2022-04-01,35.16483
2022-04-02,20.87912
2022-04-03,26.37362
2022-04-04,43.95604
2022-04-05,48.35164
2022-04-06,31.86813
2022-04-07,49.45054
2022-04-08,56.04395
2022-04-09,61.53846
2022-04-10,47.25274
2022-04-11,46.15384
2022-04-12,58.24175
2022-04-13,51.64835
2022-04-14,32.96703
2022-04-15,37.36263
2022-04-16,48.35164
2022-04-17,40.65934
2022-04-18,52.74725
2022-04-19,50.54945
2022-04-20,32.96703
2022-04-21,41.75824
2022-04-22,54.94505
2022-04-23,35.16483
2022-04-24,43.95604
2022-04-25,40.65934
2022-04-26,40.65934
2022-04-27,56.04395
2022-04-28,56.04395
2022-04-29,43.95604
2022-04-30,25.27472
2022-05-01,49.45054
2022-05-02,58.24175
2022-05-03,34.06593
2022-05-04,24.17582
2022-05-05,28.57142
2022-05-06,38.46153
2022-05-07,26.37362
2022-05-08,31.86813
2022-05-09,36.26373
2022-05-10,51.64835
2022-05-11,32.96703
2022-05-12,58.24175
2022-05-13,46.15384
2022-05-14,52.74725
2022-05-15,30.76923
2022-05-16,46.15384
2022-05-17,58.24175
2022-05-18,29.67032
2022-05-19,34.06593
2022-05-20,41.75824
2022-05-21,27.47252
2022-05-22,48.35164
2022-05-23,52.74725
2022-05-24,78.02197
2022-05-25,36.26373
2022-05-26,65.93406
2022-05-27,47.25274
2022-05-28,46.15384
2022-05-29,38.46153
2022-05-30,43.95604
2022-05-31,63.73626
2022-06-01,54.94505
2022-06-02,61.53846
2022-06-03,45.05494
2022-06-04,41.75824
2022-06-05,32.96703
2022-06-06,40.65934
2022-06-07,47.25274
2022-06-08,60.43956
2022-06-09,37.36263
2022-06-10,50.54945
2022-06-11,60.43956
2022-06-12,41.75824
2022-06-13,62.63736
2022-06-14,69.23076
2022-06-15,63.73626
2022-06-16,62.63736
2022-06-17,59.34065
2022-06-18,37.36263
2022-06-19,57.14285
2022-06-20,64.83516
2022-06-21,56.04395
2022-06-22,50.54945
2022-06-23,57.14285
2022-06-24,70.32967
2022-06-25,48.35164
2022-06-26,71.42857
2022-06-27,56.04395
2022-06-28,48.35164
2022-06-29,50.54945
2022-06-30,51.64835
2022-07-01,51.64835
2022-07-02,32.96703
2022-07-03,23.07692
2022-07-04,58.24175
2022-07-05,46.15384
2022-07-06,39.56043
2022-07-07,31.86813
2022-07-08,31.86813
2022-07-09,31.86813
2022-07-10,40.65934
2022-07-11,50.54945
2022-07-12,46.15384
2022-07-13,45.05494
2022-07-14,57.14285
2022-07-15,48.35164
2022-07-16,42.85714
2022-07-17,41.75824
2022-07-18,54.94505
2022-07-19,49.45054
2022-07-20,35.16483
2022-07-21,38.46153
2022-07-22,59.34065
2022-07-23,31.86813
2022-07-24,38.46153
2022-07-25,39.56043
2022-07-26,54.94505
2022-07-27,38.46153
2022-07-28,39.56043
2022-07-29,40.65934
2022-07-30,23.07692
2022-07-31,25.27472
2022-08-01,36.26373
2022-08-02,34.06593
2022-08-03,41.75824
2022-08-04,43.95604
2022-08-05,38.46153
2022-08-06,37.36263
2022-08-07,35.16483
2022-08-08,26.37362
2022-08-09,51.64835
2022-08-10,43.95604
2022-08-11,31.86813
2022-08-12,30.76923
2022-08-13,24.17582
2022-08-14,35.16483
2022-08-15,45.05494
2022-08-16,76.92307
2022-08-17,67.03296
2022-08-18,60.43956
2022-08-19,48.35164
2022-08-20,42.85714
2022-08-21,58.24175
2022-08-22,75.82417
2022-08-23,58.24175
2022-08-24,47.25274
2022-08-25,49.45054
2022-08-26,51.64835
2022-08-27,37.36263
2022-08-28,36.26373
2022-08-29,39.56043
2022-08-30,62.63736
2022-08-31,40.65934
2022-09-01,61.53846
2022-09-02,45.05494
2022-09-03,51.64835
2022-09-04,32.96703
2022-09-05,37.36263
2022-09-06,36.26373
2022-09-07,42.85714
2022-09-08,25.27472
2022-09-09,5.4945
2022-09-10,20.87912
2022-09-11,26.37362
2022-09-12,32.96703
2022-09-13,59.34065
2022-09-14,57.14285
2022-09-15,56.04395
2022-09-16,67.03296
2022-09-17,28.57142
2022-09-18,42.85714
2022-09-19,43.95604
2022-09-20,41.75824
2022-09-21,52.74725
2022-09-22,57.14285
2022-09-23,58.24175
2022-09-24,47.25274
2022-09-25,45.05494
2022-09-26,54.94505
2022-09-27,68.13186
2022-09-28,48.35164
2022-09-29,52.74725
2022-09-30,62.63736
2022-10-01,64.83516
2022-10-02,47.25274
2022-10-03,59.34065
2022-10-04,75.82417
2022-10-05,71.42857
2022-10-06,58.24175
2022-10-07,59.34065
2022-10-08,30.76923
2022-10-09,34.06593
2022-10-10,50.54945
2022-10-11,65.93406
2022-10-12,58.24175
2022-10-13,51.64835
2022-10-14,27.47252
2022-10-15,40.65934
2022-10-16,45.05494
2022-10-17,45.05494
2022-10-18,49.45054
2022-10-19,58.24175
2022-10-20,56.04395
2022-10-21,61.53846
2022-10-22,51.64835
2022-10-23,43.95604
2022-10-24,51.64835
2022-10-25,100.0
2022-10-26,62.63736
2022-10-27,63.73626
2022-10-28,39.56043
2022-10-29,46.15384
2022-10-30,37.36263
2022-10-31,62.63736
2022-11-01,59.34065
2022-11-02,54.94505
2022-11-03,52.74725
2022-11-04,51.64835
2022-11-05,54.94505
2022-11-06,70.32967
2022-11-07,62.63736
2022-11-08,61.53846
2022-11-09,60.43956
2022-11-10,76.92307
2022-11-11,41.75824
2022-11-12,27.47252
2022-11-13,45.05494
2022-11-14,67.03296
2022-11-15,39.56043
2022-11-16,57.14285
2022-11-17,37.36263
2022-11-18,40.65934
2022-11-19,53.84615
2022-11-20,60.43956
2022-11-21,60.43956
2022-11-22,48.35164
2022-11-23,34.06593
2022-11-24,35.16483
2022-11-25,46.15384
2022-11-26,43.95604
2022-11-27,46.15384
2022-11-28,51.64835
2022-11-29,46.15384
2022-11-30,53.84615
2022-12-01,47.25274
2022-12-02,43.95604
2022-12-03,30.76923
2022-12-04,46.15384
2022-12-05,48.35164
2022-12-06,45.05494
2022-12-07,54.94505
2022-12-08,30.76923
2022-12-09,51.64835
2022-12-10,31.86813
2022-12-11,46.15384
2022-12-12,60.43956
2022-12-13,59.34065
2022-12-14,51.64835
2022-12-15,42.85714
2022-12-16,46.15384
2022-12-17,37.36263
2022-12-18,63.73626
2022-12-19,59.34065
2022-12-20,76.92307
2022-12-21,63.73626
2022-12-22,47.25274
2022-12-23,49.45054
2022-12-24,34.06593
2022-12-25,45.05494
2022-12-26,60.43956
2022-12-27,63.73626
2022-12-28,56.04395
2022-12-29,49.45054
2022-12-30,50.54945
2022-12-31,40.65934
2023-01-01,37.36263
2023-01-02,64.83516
2023-01-03,47.25274
2023-01-04,60.43956
2023-01-05,72.52747
2023-01-06,56.04395
2023-01-07,50.54945
2023-01-08,60.43956
2023-01-09,63.73626
2023-01-10,74.72527
2023-01-11,72.52747
2023-01-12,51.64835
2023-01-13,42.85714
2023-01-14,40.65934
2023-01-15,35.16483
2023-01-16,51.64835
2023-01-17,39.56043
2023-01-18,57.14285
2023-01-19,42.85714
2023-01-20,40.65934
2023-01-21,17.58241
2023-01-22,28.57142
2023-01-23,20.87912
2023-01-24,53.84615
2023-01-25,52.74725
2023-01-26,46.15384
2023-01-27,58.24175
2023-01-28,34.06593
2023-01-29,42.85714
2023-01-30,49.45054
2023-01-31,42.85714
2023-02-01,46.15384
2023-02-02,40.65934
2023-02-03,38.46153
2023-02-04,48.35164
2023-02-05,53.84615
2023-02-06,69.23076
2023-02-07,69.23076
2023-02-08,41.75824
2023-02-09,39.56043
2023-02-10,47.25274
2023-02-11,40.65934
2023-02-12,53.84615
2023-02-13,70.32967
2023-02-14,45.05494
2023-02-15,43.95604
2023-02-16,45.05494
2023-02-17,40.65934
2023-02-18,48.35164
2023-02-19,34.06593
2023-02-20,53.84615
2023-02-21,45.05494
2023-02-22,40.65934
2023-02-23,32.96703
2023-02-24,64.83516
2023-02-25,49.45054
2023-02-26,47.25274
2023-02-27,51.64835
2023-02-28,54.94505
2023-03-01,52.74725
2023-03-02,32.96703
2023-03-03,43.95604
2023-03-04,56.04395
2023-03-05,64.83516
2023-03-06,54.94505
2023-03-07,64.83516
2023-03-08,65.93406
2023-03-09,45.05494
2023-03-10,35.16483
2023-03-11,29.67032
2023-03-12,45.05494
2023-03-13,62.63736
2023-03-14,51.64835
2023-03-15,56.04395
2023-03-16,60.43956
2023-03-17,47.25274
2023-03-18,38.46153
2023-03-19,51.64835
2023-03-20,60.43956
2023-03-21,54.94505
2023-03-22,46.15384
2023-03-23,59.34065
2023-03-24,52.74725
2023-03-25,40.65934
2023-03-26,53.84615
2023-03-27,57.14285
2023-03-28,46.15384
2023-03-29,42.85714
2023-03-30,34.06593
2023-03-31,37.36263
2023-04-01,43.95604
2023-04-02,56.04395
2023-04-03,47.25274
2023-04-04,37.36263
2023-04-05,48.35164
2023-04-06,48.35164
2023-04-07,58.24175
2023-04-08,43.95604
2023-04-09,52.74725
2023-04-10,65.93406
2023-04-11,64.83516
2023-04-12,57.14285
2023-04-13,38.46153
2023-04-14,48.35164
2023-04-15,39.56043
2023-04-16,41.75824
2023-04-17,64.83516
2023-04-18,42.85714
2023-04-19,41.75824
2023-04-20,27.47252
2023-04-21,39.56043
2023-04-22,29.67032
2023-04-23,49.45054
2023-04-24,69.23076
2023-04-25,54.94505
2023-04-26,48.35164
2023-04-27,60.43956
2023-04-28,49.45054
2023-04-29,42.85714
2023-04-30,38.46153
2023-05-01,43.95604
2023-05-02,70.32967
2023-05-03,50.54945
2023-05-04,62.63736
2023-05-05,40.65934
2023-05-06,46.15384
2023-05-07,51.64835
2023-05-08,48.35164
2023-05-09,52.74725
2023-05-10,45.05494
2023-05-11,37.36263
2023-05-12,45.05494
2023-05-13,54.94505
2023-05-14,45.05494
2023-05-15,63.73626
2023-05-16,48.35164
2023-05-17,52.74725
2023-05-18,48.35164
2023-05-19,57.14285
2023-05-20,42.85714
2023-05-21,58.24175
2023-05-22,58.24175
2023-05-23,50.54945
2023-05-24,59.34065
2023-05-25,73.62637
2023-05-26,40.65934
2023-05-27,34.06593
2023-05-28,52.74725
