date,현대건설우
2020-08-31,1.63465
2020-09-01,1.37107
2020-09-02,1.35689
2020-09-03,1.19969
2020-09-04,1.1855
2020-09-05,0.20329
2020-09-06,0.18438
2020-09-07,1.40771
2020-09-08,1.15123
2020-09-09,1.00821
2020-09-10,1.21151
2020-09-11,1.61219
2020-09-12,0.35222
2020-09-13,0.28839
2020-09-14,1.95023
2020-09-15,1.54482
2020-09-16,1.24578
2020-09-17,1.09804
2020-09-18,0.95266
2020-09-19,0.1962
2020-09-20,0.17847
2020-09-21,2.22918
2020-09-22,1.16896
2020-09-23,1.13468
2020-09-24,1.2777
2020-09-25,1.30252
2020-09-26,0.25412
2020-09-27,0.21393
2020-09-28,1.35689
2020-09-29,1.05194
2020-09-30,0.1572
2020-10-01,0.13237
2020-10-02,0.11701
2020-10-03,0.11819
2020-10-04,0.10283
2020-10-05,1.04249
2020-10-06,0.81437
2020-10-07,0.87347
2020-10-08,0.87583
2020-10-09,0.22457
2020-10-10,0.17256
2020-10-11,0.21275
2020-10-12,1.01176
2020-10-13,0.85219
2020-10-14,0.77064
2020-10-15,0.82501
2020-10-16,0.87583
2020-10-17,0.16783
2020-10-18,0.1832
2020-10-19,0.86046
2020-10-20,0.94793
2020-10-21,1.01648
2020-10-22,2.23745
2020-10-23,1.19614
2020-10-24,0.21157
2020-10-25,0.19975
2020-10-26,1.07322
2020-10-27,0.85455
2020-10-28,1.08977
2020-10-29,0.86756
2020-10-30,0.99875
2020-10-31,0.15365
2020-11-01,0.24584
2020-11-02,0.99875
2020-11-03,0.81673
2020-11-04,0.87819
2020-11-05,0.92547
2020-11-06,0.72572
2020-11-07,0.10519
2020-11-08,0.14656
2020-11-09,0.81319
2020-11-10,0.84155
2020-11-11,0.81437
2020-11-12,0.70799
2020-11-13,0.58979
2020-11-14,0.11701
2020-11-15,0.11583
2020-11-16,0.74345
2020-11-17,0.84392
2020-11-18,0.71035
2020-11-19,0.62407
2020-11-20,0.54843
2020-11-21,0.10519
2020-11-22,0.10519
2020-11-23,1.24697
2020-11-24,1.33089
2020-11-25,0.98457
2020-11-26,0.77064
2020-11-27,0.79664
2020-11-28,0.15365
2020-11-29,0.16192
2020-11-30,0.72454
2020-12-01,0.77654
2020-12-02,0.67371
2020-12-03,0.66071
2020-12-04,0.96211
2020-12-05,0.21984
2020-12-06,0.23993
2020-12-07,1.02003
2020-12-08,0.786
2020-12-09,0.72217
2020-12-10,1.06376
2020-12-11,1.02003
2020-12-12,0.18911
2020-12-13,0.21393
2020-12-14,0.83801
2020-12-15,0.61225
2020-12-16,0.62998
2020-12-17,0.5957
2020-12-18,0.61225
2020-12-19,0.08746
2020-12-20,0.12765
2020-12-21,0.58979
2020-12-22,0.6028
2020-12-23,0.63826
2020-12-24,0.65362
2020-12-25,0.13592
2020-12-26,0.11346
2020-12-27,0.09219
2020-12-28,0.53779
2020-12-29,0.54606
2020-12-30,0.64771
2020-12-31,0.22457
2021-01-01,0.13592
2021-01-02,0.10992
2021-01-03,0.12765
2021-01-04,0.73518
2021-01-05,0.88529
2021-01-06,0.71035
2021-01-07,0.71035
2021-01-08,0.73518
2021-01-09,0.21511
2021-01-10,0.20684
2021-01-11,1.22687
2021-01-12,0.83801
2021-01-13,0.74936
2021-01-14,0.62762
2021-01-15,0.54133
2021-01-16,0.12647
2021-01-17,0.14183
2021-01-18,0.57207
2021-01-19,0.76945
2021-01-20,0.65717
2021-01-21,0.76827
2021-01-22,0.66662
2021-01-23,0.17965
2021-01-24,0.13828
2021-01-25,0.79427
2021-01-26,0.6678
2021-01-27,0.64416
2021-01-28,0.58388
2021-01-29,1.13468
2021-01-30,0.26475
2021-01-31,0.20802
2021-02-01,1.47272
2021-02-02,0.99048
2021-02-03,0.94084
2021-02-04,1.03185
2021-02-05,0.73518
2021-02-06,0.14065
2021-02-07,0.10283
2021-02-08,0.64771
2021-02-09,0.49997
2021-02-10,0.45623
2021-02-11,0.078
2021-02-12,0.06618
2021-02-13,0.05555
2021-02-14,0.0851
2021-02-15,0.58507
2021-02-16,0.46214
2021-02-17,0.46569
2021-02-18,0.47633
2021-02-19,0.41014
2021-02-20,0.07209
2021-02-21,0.07446
2021-02-22,0.44678
2021-02-23,0.43969
2021-02-24,0.47987
2021-02-25,0.4385
2021-02-26,0.4125
2021-02-27,0.07446
2021-02-28,0.05909
2021-03-01,0.06028
2021-03-02,0.40895
2021-03-03,0.35931
2021-03-04,0.34276
2021-03-05,0.31794
2021-03-06,0.04964
2021-03-07,0.06618
2021-03-08,0.31322
2021-03-09,0.30967
2021-03-10,0.27303
2021-03-11,0.30731
2021-03-12,1.06849
2021-03-13,0.26475
2021-03-14,0.28721
2021-03-15,2.81425
2021-03-16,1.87695
2021-03-17,1.0484
2021-03-18,0.87228
2021-03-19,0.60752
2021-03-20,0.08628
2021-03-21,0.065
2021-03-22,0.5236
2021-03-23,0.45741
2021-03-24,0.76
2021-03-25,0.55434
2021-03-26,0.58152
2021-03-27,0.08155
2021-03-28,0.08628
2021-03-29,0.46451
2021-03-30,0.44205
2021-03-31,0.43969
2021-04-01,0.39359
2021-04-02,0.40068
2021-04-03,0.06146
2021-04-04,0.04846
2021-04-05,0.4125
2021-04-06,0.42077
2021-04-07,0.45505
2021-04-08,0.62998
2021-04-09,0.58861
2021-04-10,0.08982
2021-04-11,0.09219
2021-04-12,0.46805
2021-04-13,2.11807
2021-04-14,2.34028
2021-04-15,1.2576
2021-04-16,1.02003
2021-04-17,0.2813
2021-04-18,0.29903
2021-04-19,1.17014
2021-04-20,2.03297
2021-04-21,11.23337
2021-04-22,6.9263
2021-04-23,3.39814
2021-04-24,0.55552
2021-04-25,0.44914
2021-04-26,1.98097
2021-04-27,2.72206
2021-04-28,2.13107
2021-04-29,2.32373
2021-04-30,1.58619
2021-05-01,0.26712
2021-05-02,0.21511
2021-05-03,1.39471
2021-05-04,1.19969
2021-05-05,0.27185
2021-05-06,1.34507
2021-05-07,1.91596
2021-05-08,0.52715
2021-05-09,0.4385
2021-05-10,1.96915
2021-05-11,1.29897
2021-05-12,1.02003
2021-05-13,0.99284
2021-05-14,0.96566
2021-05-15,0.15247
2021-05-16,0.20684
2021-05-17,1.09567
2021-05-18,1.26588
2021-05-19,0.24939
2021-05-20,1.25524
2021-05-21,1.05194
2021-05-22,0.19384
2021-05-23,0.15601
2021-05-24,0.84746
2021-05-25,0.66899
2021-05-26,0.80964
2021-05-27,1.11695
2021-05-28,0.91247
2021-05-29,0.14419
2021-05-30,0.12765
2021-05-31,0.74463
2021-06-01,0.69617
2021-06-02,0.68317
2021-06-03,0.71508
2021-06-04,0.50588
2021-06-05,0.07564
2021-06-06,0.09219
2021-06-07,0.56143
2021-06-08,0.70563
2021-06-09,0.60043
2021-06-10,0.57088
2021-06-11,0.49642
2021-06-12,0.06737
2021-06-13,0.08155
2021-06-14,0.53897
2021-06-15,0.40777
2021-06-16,0.38413
2021-06-17,0.51179
2021-06-18,0.63707
2021-06-19,0.09455
2021-06-20,0.09337
2021-06-21,0.50942
2021-06-22,0.4515
2021-06-23,0.86519
2021-06-24,2.84143
2021-06-25,1.11577
2021-06-26,0.24112
2021-06-27,0.16783
2021-06-28,0.91011
2021-06-29,0.75645
2021-06-30,0.71626
2021-07-01,0.68317
2021-07-02,0.6548
2021-07-03,0.1241
2021-07-04,0.13237
2021-07-05,0.68672
2021-07-06,0.60043
2021-07-07,0.47514
2021-07-08,0.47278
2021-07-09,0.4456
2021-07-10,0.07209
2021-07-11,0.065
2021-07-12,0.48815
2021-07-13,0.65244
2021-07-14,0.45978
2021-07-15,0.41605
2021-07-16,0.37468
2021-07-17,0.06028
2021-07-18,0.06737
2021-07-19,0.37704
2021-07-20,0.39832
2021-07-21,0.47278
2021-07-22,0.4716
2021-07-23,2.77761
2021-07-24,2.49394
2021-07-25,1.27297
2021-07-26,3.14875
2021-07-27,1.91359
2021-07-28,1.41835
2021-07-29,1.00939
2021-07-30,0.80255
2021-07-31,0.24821
2021-08-01,0.22102
2021-08-02,0.71863
2021-08-03,0.65717
2021-08-04,0.70445
2021-08-05,0.62289
2021-08-06,0.59098
2021-08-07,0.13947
2021-08-08,0.11465
2021-08-09,0.60161
2021-08-10,0.50115
2021-08-11,0.48815
2021-08-12,0.4586
2021-08-13,0.46214
2021-08-14,0.08155
2021-08-15,0.08273
2021-08-16,0.11819
2021-08-17,0.50588
2021-08-18,0.52597
2021-08-19,0.59334
2021-08-20,0.47751
2021-08-21,0.07682
2021-08-22,0.10046
2021-08-23,0.56261
2021-08-24,0.66308
2021-08-25,0.51533
2021-08-26,0.55315
2021-08-27,0.45269
2021-08-28,0.078
2021-08-29,0.09455
2021-08-30,0.59452
2021-08-31,1.18669
2021-09-01,1.56255
2021-09-02,0.95266
2021-09-03,0.83801
2021-09-04,0.17965
2021-09-05,0.15247
2021-09-06,0.773
2021-09-07,0.56616
2021-09-08,0.46332
2021-09-09,0.49878
2021-09-10,0.43259
2021-09-11,0.07919
2021-09-12,0.07682
2021-09-13,0.42787
2021-09-14,0.39595
2021-09-15,0.4385
2021-09-16,0.43496
2021-09-17,0.42432
2021-09-18,0.07328
2021-09-19,0.052
2021-09-20,0.04491
2021-09-21,0.06146
2021-09-22,0.04491
2021-09-23,0.42196
2021-09-24,0.62407
2021-09-25,0.15838
2021-09-26,0.12765
2021-09-27,0.88292
2021-09-28,0.97039
2021-09-29,1.04367
2021-09-30,1.28597
2021-10-01,1.39117
2021-10-02,0.27066
2021-10-03,0.19384
2021-10-04,0.26121
2021-10-05,1.23869
2021-10-06,1.10749
2021-10-07,1.13704
2021-10-08,0.98339
2021-10-09,0.14183
2021-10-10,0.12765
2021-10-11,0.14183
2021-10-12,0.84155
2021-10-13,0.80137
2021-10-14,1.07795
2021-10-15,1.09567
2021-10-16,0.18793
2021-10-17,0.12174
2021-10-18,0.99875
2021-10-19,1.28952
2021-10-20,1.21978
2021-10-21,1.61337
2021-10-22,1.36753
2021-10-23,0.24348
2021-10-24,0.19266
2021-10-25,1.33443
2021-10-26,1.20914
2021-10-27,1.00821
2021-10-28,1.09922
2021-10-29,1.01057
2021-10-30,0.18556
2021-10-31,0.16902
2021-11-01,1.07204
2021-11-02,1.17959
2021-11-03,15.94823
2021-11-04,8.53377
2021-11-05,7.9357
2021-11-06,1.22805
2021-11-07,0.93847
2021-11-08,5.76916
2021-11-09,4.18296
2021-11-10,3.89338
2021-11-11,2.94899
2021-11-12,2.97618
2021-11-13,0.50588
2021-11-14,0.42314
2021-11-15,2.61095
2021-11-16,2.41829
2021-11-17,1.8474
2021-11-18,1.7032
2021-11-19,1.84268
2021-11-20,0.3144
2021-11-21,0.29903
2021-11-22,2.00697
2021-11-23,1.67129
2021-11-24,1.74339
2021-11-25,1.53891
2021-11-26,1.4018
2021-11-27,0.23284
2021-11-28,0.17374
2021-11-29,1.45736
2021-11-30,1.4739
2021-12-01,1.51882
2021-12-02,1.494
2021-12-03,1.42662
2021-12-04,0.22339
2021-12-05,0.21629
2021-12-06,1.69611
2021-12-07,1.92187
2021-12-08,1.77294
2021-12-09,1.60037
2021-12-10,1.46208
2021-12-11,0.21866
2021-12-12,0.20211
2021-12-13,1.45972
2021-12-14,1.16186
2021-12-15,1.22333
2021-12-16,1.24224
2021-12-17,1.11104
2021-12-18,0.1572
2021-12-19,0.13119
2021-12-20,1.10513
2021-12-21,1.02358
2021-12-22,1.06494
2021-12-23,1.13468
2021-12-24,1.13586
2021-12-25,0.1832
2021-12-26,0.15601
2021-12-27,1.10395
2021-12-28,1.20205
2021-12-29,1.22687
2021-12-30,1.08267
2021-12-31,0.2943
2022-01-01,0.18084
2022-01-02,0.22575
2022-01-03,1.89232
2022-01-04,1.78003
2022-01-05,1.47509
2022-01-06,1.46799
2022-01-07,1.31316
2022-01-08,0.1572
2022-01-09,0.16665
2022-01-10,1.19378
2022-01-11,1.30252
2022-01-12,1.52946
2022-01-13,1.39589
2022-01-14,1.13468
2022-01-15,0.19266
2022-01-16,0.16547
2022-01-17,1.16659
2022-01-18,1.19141
2022-01-19,1.14059
2022-01-20,1.13704
2022-01-21,1.49163
2022-01-22,0.24466
2022-01-23,0.18556
2022-01-24,1.05785
2022-01-25,0.96093
2022-01-26,1.00112
2022-01-27,0.9432
2022-01-28,1.25288
2022-01-29,0.14065
2022-01-30,0.07091
2022-01-31,0.10283
2022-02-01,0.09101
2022-02-02,0.16311
2022-02-03,1.21742
2022-02-04,1.05549
2022-02-05,0.1371
2022-02-06,0.11465
2022-02-07,0.96093
2022-02-08,0.97748
2022-02-09,1.04485
2022-02-10,0.88529
2022-02-11,0.77064
2022-02-12,0.12174
2022-02-13,0.08746
2022-02-14,0.74936
2022-02-15,0.76827
2022-02-16,0.95384
2022-02-17,0.9893
2022-02-18,0.88883
2022-02-19,0.08982
2022-02-20,0.08155
2022-02-21,0.86637
2022-02-22,0.75172
2022-02-23,1.00821
2022-02-24,1.02003
2022-02-25,0.92429
2022-02-26,0.12765
2022-02-27,0.0851
2022-02-28,4.59429
2022-03-01,1.2316
2022-03-02,2.86153
2022-03-03,2.08143
2022-03-04,1.507
2022-03-05,0.23048
2022-03-06,0.18084
2022-03-07,1.27652
2022-03-08,1.38998
2022-03-09,0.16783
2022-03-10,2.20081
2022-03-11,4.04586
2022-03-12,0.74227
2022-03-13,0.63235
2022-03-14,3.08728
2022-03-15,2.03179
2022-03-16,2.13462
2022-03-17,1.88995
2022-03-18,1.77058
2022-03-19,0.3014
2022-03-20,0.20684
2022-03-21,1.84268
2022-03-22,1.81194
2022-03-23,1.7623
2022-03-24,1.53418
2022-03-25,1.6181
2022-03-26,0.23284
2022-03-27,0.17374
2022-03-28,1.73984
2022-03-29,1.76467
2022-03-30,1.93132
2022-03-31,2.15235
2022-04-01,1.9656
2022-04-02,0.27776
2022-04-03,0.2553
2022-04-04,1.76112
2022-04-05,1.65593
2022-04-06,1.50463
2022-04-07,1.40299
2022-04-08,1.80249
2022-04-09,0.25057
2022-04-10,0.19266
2022-04-11,1.64174
2022-04-12,1.4018
2022-04-13,1.60628
2022-04-14,1.37225
2022-04-15,1.1335
2022-04-16,0.15601
2022-04-17,0.15247
2022-04-18,1.17368
2022-04-19,1.17368
2022-04-20,1.04012
2022-04-21,1.28479
2022-04-22,1.22333
2022-04-23,0.16429
2022-04-24,0.15247
2022-04-25,1.06376
2022-04-26,1.06258
2022-04-27,0.9893
2022-04-28,1.18432
2022-04-29,1.14768
2022-04-30,0.12056
2022-05-01,0.10874
2022-05-02,1.05667
2022-05-03,1.06849
2022-05-04,0.9692
2022-05-05,0.12765
2022-05-06,0.9432
2022-05-07,0.09337
2022-05-08,0.08746
2022-05-09,1.0023
2022-05-10,1.01412
2022-05-11,0.91011
2022-05-12,0.99521
2022-05-13,1.15359
2022-05-14,0.13356
2022-05-15,0.08982
2022-05-16,1.13468
2022-05-17,1.13586
2022-05-18,0.97157
2022-05-19,0.93847
2022-05-20,1.06376
2022-05-21,0.10874
2022-05-22,0.09455
2022-05-23,0.9042
2022-05-24,1.10158
2022-05-25,1.03658
2022-05-26,0.90183
2022-05-27,0.91247
2022-05-28,0.1111
2022-05-29,0.09101
2022-05-30,1.03776
2022-05-31,1.47863
2022-06-01,0.15601
2022-06-02,0.93375
2022-06-03,1.58501
2022-06-04,0.32149
2022-06-05,0.41014
2022-06-06,0.3534
2022-06-07,3.54116
2022-06-08,2.95963
2022-06-09,1.98215
2022-06-10,1.52236
2022-06-11,0.23402
2022-06-12,0.25175
2022-06-13,1.37225
2022-06-14,1.75639
2022-06-15,2.1228
2022-06-16,2.56486
2022-06-17,1.559
2022-06-18,0.22811
2022-06-19,0.1572
2022-06-20,1.27888
2022-06-21,1.24578
2022-06-22,1.29306
2022-06-23,1.24815
2022-06-24,1.51409
2022-06-25,0.18675
2022-06-26,0.14065
2022-06-27,1.38289
2022-06-28,1.22805
2022-06-29,1.16186
2022-06-30,2.12044
2022-07-01,1.67365
2022-07-02,0.19856
2022-07-03,0.17965
2022-07-04,1.51764
2022-07-05,1.68902
2022-07-06,1.26824
2022-07-07,1.35098
2022-07-08,1.26351
2022-07-09,0.09101
2022-07-10,0.09692
2022-07-11,1.14295
2022-07-12,1.02121
2022-07-13,1.22805
2022-07-14,1.03776
2022-07-15,1.10868
2022-07-16,0.11228
2022-07-17,0.07209
2022-07-18,1.33916
2022-07-19,1.04367
2022-07-20,1.06967
2022-07-21,1.06613
2022-07-22,1.16896
2022-07-23,0.08982
2022-07-24,0.065
2022-07-25,1.11695
2022-07-26,1.29897
2022-07-27,0.99521
2022-07-28,1.12995
2022-07-29,1.18669
2022-07-30,0.13828
2022-07-31,0.07682
2022-08-01,1.1205
2022-08-02,0.87465
2022-08-03,0.99403
2022-08-04,1.01885
2022-08-05,1.05194
2022-08-06,0.1111
2022-08-07,0.10283
2022-08-08,1.08622
2022-08-09,1.10986
2022-08-10,1.85095
2022-08-11,1.78476
2022-08-12,1.66656
2022-08-13,0.20093
2022-08-14,0.1241
2022-08-15,0.19029
2022-08-16,1.7103
2022-08-17,1.20442
2022-08-18,1.08149
2022-08-19,1.05312
2022-08-20,0.08864
2022-08-21,0.08864
2022-08-22,1.05785
2022-08-23,0.95739
2022-08-24,1.22451
2022-08-25,1.22805
2022-08-26,1.6512
2022-08-27,0.16192
2022-08-28,0.12883
2022-08-29,0.98812
2022-08-30,1.1335
2022-08-31,1.11222
2022-09-01,0.97393
2022-09-02,0.91011
2022-09-03,0.09337
2022-09-04,0.07919
2022-09-05,0.94084
2022-09-06,0.99166
2022-09-07,0.79782
2022-09-08,0.86992
2022-09-09,0.07209
2022-09-10,0.07209
2022-09-11,0.04727
2022-09-12,0.07209
2022-09-13,1.1004
2022-09-14,0.82619
2022-09-15,0.91365
2022-09-16,0.75172
2022-09-17,0.10164
2022-09-18,0.08982
2022-09-19,0.77536
2022-09-20,0.84037
2022-09-21,0.80964
2022-09-22,0.799
2022-09-23,0.747
2022-09-24,0.06382
2022-09-25,0.06618
2022-09-26,0.77536
2022-09-27,0.81555
2022-09-28,0.85337
2022-09-29,0.90301
2022-09-30,0.94084
2022-10-01,0.09337
2022-10-02,0.05437
2022-10-03,0.10164
2022-10-04,0.98339
2022-10-05,0.89356
2022-10-06,0.86283
2022-10-07,0.78009
2022-10-08,0.08273
2022-10-09,0.07564
2022-10-10,0.10992
2022-10-11,0.70799
2022-10-12,0.75527
2022-10-13,0.82382
2022-10-14,0.9172
2022-10-15,0.09573
2022-10-16,0.07919
2022-10-17,0.95384
2022-10-18,0.96684
2022-10-19,0.92665
2022-10-20,0.80609
2022-10-21,0.80964
2022-10-22,0.078
2022-10-23,0.07091
2022-10-24,0.98693
2022-10-25,0.81437
2022-10-26,0.81791
2022-10-27,1.05785
2022-10-28,0.97866
2022-10-29,0.12647
2022-10-30,0.09337
2022-10-31,0.98812
2022-11-01,1.36162
2022-11-02,1.76467
2022-11-03,1.47981
2022-11-04,1.15241
2022-11-05,0.10992
2022-11-06,0.15129
2022-11-07,1.39235
2022-11-08,1.31197
2022-11-09,1.22214
2022-11-10,1.11577
2022-11-11,1.67011
2022-11-12,0.24703
2022-11-13,0.16311
2022-11-14,1.35452
2022-11-15,1.15596
2022-11-16,1.20323
2022-11-17,1.27415
2022-11-18,1.14177
2022-11-19,0.16192
2022-11-20,0.11819
2022-11-21,0.8451
2022-11-22,0.89238
2022-11-23,1.00703
2022-11-24,1.39471
2022-11-25,1.14414
2022-11-26,0.12528
2022-11-27,0.08982
2022-11-28,0.91483
2022-11-29,1.1205
2022-11-30,1.15359
2022-12-01,1.61928
2022-12-02,1.13823
2022-12-03,0.10637
2022-12-04,0.09101
2022-12-05,1.00939
2022-12-06,0.83919
2022-12-07,0.83919
2022-12-08,0.82146
2022-12-09,0.92193
2022-12-10,0.07682
2022-12-11,0.07446
2022-12-12,0.88647
2022-12-13,0.84746
2022-12-14,0.8451
2022-12-15,0.67135
2022-12-16,0.67844
2022-12-17,0.05791
2022-12-18,0.05437
2022-12-19,0.69026
2022-12-20,0.64416
2022-12-21,0.72927
2022-12-22,0.70326
2022-12-23,0.65362
2022-12-24,0.08037
2022-12-25,0.05437
2022-12-26,0.68553
2022-12-27,0.76
2022-12-28,0.7269
2022-12-29,0.62171
2022-12-30,0.19975
2022-12-31,0.04727
2023-01-01,0.04491
2023-01-02,0.68081
2023-01-03,0.68317
2023-01-04,1.17841
2023-01-05,0.99284
2023-01-06,1.02239
2023-01-07,0.10992
2023-01-08,0.08273
2023-01-09,0.94438
2023-01-10,1.02239
2023-01-11,0.90065
2023-01-12,0.91247
2023-01-13,1.01648
2023-01-14,0.08391
2023-01-15,0.06973
2023-01-16,0.93847
2023-01-17,0.81082
2023-01-18,0.65717
2023-01-19,0.7269
2023-01-20,0.85574
2023-01-21,0.06737
2023-01-22,0.065
2023-01-23,0.05082
2023-01-24,0.06382
2023-01-25,0.88647
2023-01-26,0.92784
2023-01-27,1.12404
2023-01-28,0.09337
2023-01-29,0.06973
2023-01-30,0.80728
2023-01-31,0.79427
2023-02-01,0.96802
2023-02-02,0.91483
2023-02-03,0.9633
2023-02-04,0.08982
2023-02-05,0.05909
2023-02-06,0.78482
2023-02-07,0.79073
2023-02-08,0.87465
2023-02-09,0.75882
2023-02-10,0.73163
2023-02-11,0.07564
2023-02-12,0.05437
2023-02-13,0.75054
2023-02-14,0.79073
2023-02-15,0.73872
2023-02-16,0.86756
2023-02-17,0.77654
2023-02-18,0.07446
2023-02-19,0.06028
2023-02-20,0.81319
2023-02-21,1.15477
2023-02-22,0.7269
2023-02-23,0.93256
2023-02-24,0.75645
2023-02-25,0.07446
2023-02-26,0.06028
2023-02-27,0.64653
2023-02-28,0.73163
2023-03-01,0.12056
2023-03-02,0.78482
2023-03-03,0.75054
2023-03-04,0.06264
2023-03-05,0.05909
2023-03-06,0.72572
2023-03-07,0.72572
2023-03-08,0.64653
2023-03-09,0.80491
2023-03-10,0.59334
2023-03-11,0.05791
2023-03-12,0.04491
2023-03-13,0.68199
2023-03-14,0.69144
2023-03-15,0.84155
2023-03-16,0.72454
2023-03-17,0.68672
2023-03-18,0.0851
2023-03-19,0.07446
2023-03-20,0.72808
2023-03-21,0.68081
2023-03-22,0.65244
2023-03-23,0.66071
2023-03-24,0.63471
2023-03-25,0.06146
2023-03-26,0.04609
2023-03-27,0.71154
2023-03-28,0.69617
2023-03-29,0.72099
2023-03-30,0.73399
2023-03-31,0.80018
2023-04-01,0.0981
2023-04-02,0.06382
2023-04-03,1.01648
2023-04-04,0.79427
2023-04-05,0.73636
2023-04-06,0.93847
2023-04-07,0.78364
2023-04-08,0.07682
2023-04-09,0.05909
2023-04-10,0.69263
2023-04-11,0.70917
2023-04-12,0.88174
2023-04-13,0.76
2023-04-14,0.95502
2023-04-15,0.08746
2023-04-16,0.05909
2023-04-17,0.84273
2023-04-18,0.70799
2023-04-19,0.799
2023-04-20,0.72927
2023-04-21,0.91365
2023-04-22,0.10992
2023-04-23,0.10401
2023-04-24,0.76709
2023-04-25,0.81082
2023-04-26,0.86756
2023-04-27,0.70326
2023-04-28,0.73045
2023-04-29,0.07209
2023-04-30,0.05318
2023-05-01,0.1572
2023-05-02,0.74818
2023-05-03,0.68672
2023-05-04,0.75172
2023-05-05,0.08628
2023-05-06,0.04018
2023-05-07,0.04964
2023-05-08,0.84037
2023-05-09,0.60989
2023-05-10,0.64535
2023-05-11,0.747
2023-05-12,0.65953
2023-05-13,0.07919
2023-05-14,0.04255
2023-05-15,0.58625
2023-05-16,0.61698
2023-05-17,0.68435
2023-05-18,0.68081
2023-05-19,0.786
2023-05-20,0.06855
2023-05-21,0.04136
2023-05-22,0.98102
2023-05-23,0.76827
2023-05-24,5.6486
2023-05-25,19.0497
2023-05-26,12.33851
2023-05-27,2.06134
2023-05-28,1.6051
2023-05-29,1.83677
2023-05-30,6.82229
