date,공인중개사
2021-09-30,2.38864
2021-10-01,2.22315
2021-10-02,1.79549
2021-10-03,1.88743
2021-10-04,3.81578
2021-10-05,6.59236
2021-10-06,5.37105
2021-10-07,3.34066
2021-10-08,2.5921
2021-10-09,1.90166
2021-10-10,2.01317
2021-10-11,2.64311
2021-10-12,3.15441
2021-10-13,3.15204
2021-10-14,4.14321
2021-10-15,2.78487
2021-10-16,1.81031
2021-10-17,1.96038
2021-10-18,2.91478
2021-10-19,3.0512
2021-10-20,2.757
2021-10-21,2.55888
2021-10-22,2.49838
2021-10-23,2.1668
2021-10-24,2.60218
2021-10-25,3.98839
2021-10-26,4.70671
2021-10-27,4.8983
2021-10-28,5.99268
2021-10-29,9.68034
2021-10-30,39.80864
2021-10-31,13.77729
2021-11-01,9.9271
2021-11-02,6.51584
2021-11-03,4.86923
2021-11-04,3.98721
2021-11-05,3.28609
2021-11-06,2.51558
2021-11-07,2.69412
2021-11-08,3.70546
2021-11-09,3.2511
2021-11-10,3.01265
2021-11-11,2.78487
2021-11-12,2.40822
2021-11-13,2.12528
2021-11-14,2.11994
2021-11-15,3.31931
2021-11-16,2.95926
2021-11-17,2.66446
2021-11-18,2.59506
2021-11-19,2.27416
2021-11-20,1.7765
2021-11-21,1.97759
2021-11-22,2.75344
2021-11-23,2.49541
2021-11-24,2.47406
2021-11-25,2.35839
2021-11-26,2.15969
2021-11-27,1.81269
2021-11-28,2.09681
2021-11-29,3.30152
2021-11-30,4.3342
2021-12-01,15.72581
2021-12-02,9.96862
2021-12-03,4.57859
2021-12-04,2.89698
2021-12-05,2.98833
2021-12-06,3.62123
2021-12-07,3.36617
2021-12-08,3.06366
2021-12-09,2.9557
2021-12-10,2.47406
2021-12-11,1.99004
2021-12-12,2.07961
2021-12-13,2.90291
2021-12-14,2.9041
2021-12-15,2.72437
2021-12-16,2.43135
2021-12-17,2.07368
2021-12-18,1.68397
2021-12-19,1.89217
2021-12-20,2.69887
2021-12-21,2.7309
2021-12-22,2.47643
2021-12-23,2.42957
2021-12-24,1.94793
2021-12-25,1.38502
2021-12-26,1.89039
2021-12-27,2.65141
2021-12-28,2.62176
2021-12-29,2.47702
2021-12-30,2.38864
2021-12-31,2.14011
2022-01-01,2.67514
2022-01-02,2.86554
2022-01-03,3.55479
2022-01-04,3.2333
2022-01-05,2.92664
2022-01-06,2.74157
2022-01-07,2.54998
2022-01-08,2.10274
2022-01-09,2.35958
2022-01-10,3.32702
2022-01-11,2.83944
2022-01-12,2.70776
2022-01-13,2.54524
2022-01-14,2.18875
2022-01-15,1.79608
2022-01-16,1.99538
2022-01-17,2.77123
2022-01-18,2.54761
2022-01-19,2.33645
2022-01-20,2.30026
2022-01-21,2.03097
2022-01-22,1.83641
2022-01-23,2.0114
2022-01-24,2.74039
2022-01-25,2.58973
2022-01-26,2.43906
2022-01-27,2.24451
2022-01-28,1.9853
2022-01-29,1.6638
2022-01-30,1.5345
2022-01-31,1.57661
2022-02-01,1.76286
2022-02-02,2.31509
2022-02-03,2.98299
2022-02-04,2.52033
2022-02-05,2.028
2022-02-06,2.36136
2022-02-07,2.81335
2022-02-08,2.55592
2022-02-09,2.47169
2022-02-10,2.31391
2022-02-11,2.14308
2022-02-12,1.78244
2022-02-13,2.06893
2022-02-14,2.75996
2022-02-15,2.54939
2022-02-16,2.35899
2022-02-17,2.30145
2022-02-18,2.06359
2022-02-19,1.86489
2022-02-20,2.23383
2022-02-21,2.69234
2022-02-22,2.38686
2022-02-23,2.2795
2022-02-24,2.05648
2022-02-25,1.85539
2022-02-26,1.67863
2022-02-27,1.90878
2022-02-28,2.45804
2022-03-01,2.17807
2022-03-02,2.41949
2022-03-03,2.21841
2022-03-04,2.16324
2022-03-05,1.76346
2022-03-06,1.8032
2022-03-07,2.39932
2022-03-08,2.0197
2022-03-09,1.44849
2022-03-10,2.02563
2022-03-11,2.01377
2022-03-12,1.65609
2022-03-13,1.88268
2022-03-14,2.45982
2022-03-15,2.3495
2022-03-16,2.17985
2022-03-17,2.05648
2022-03-18,1.84057
2022-03-19,1.63059
2022-03-20,1.74803
2022-03-21,2.41652
2022-03-22,2.18519
2022-03-23,2.25815
2022-03-24,2.00309
2022-03-25,1.74151
2022-03-26,1.53568
2022-03-27,1.66025
2022-03-28,2.43254
2022-03-29,2.13833
2022-03-30,2.05054
2022-03-31,1.97818
2022-04-01,1.75574
2022-04-02,1.36485
2022-04-03,1.50306
2022-04-04,2.32162
2022-04-05,2.12291
2022-04-06,1.97877
2022-04-07,1.91827
2022-04-08,1.71956
2022-04-09,1.32986
2022-04-10,1.54517
2022-04-11,2.15257
2022-04-12,2.05529
2022-04-13,2.12172
2022-04-14,2.27535
2022-04-15,1.98648
2022-04-16,1.54458
2022-04-17,1.71719
2022-04-18,2.49541
2022-04-19,2.26467
2022-04-20,2.24688
2022-04-21,2.14782
2022-04-22,1.95742
2022-04-23,1.51789
2022-04-24,1.82396
2022-04-25,2.45389
2022-04-26,2.18045
2022-04-27,2.06181
2022-04-28,1.94437
2022-04-29,1.66736
2022-04-30,1.37138
2022-05-01,1.59203
2022-05-02,2.19587
2022-05-03,2.0458
2022-05-04,1.82574
2022-05-05,1.44078
2022-05-06,1.79489
2022-05-07,1.44315
2022-05-08,1.74863
2022-05-09,2.60218
2022-05-10,2.35068
2022-05-11,2.34653
2022-05-12,2.24985
2022-05-13,1.92242
2022-05-14,1.64008
2022-05-15,1.79904
2022-05-16,2.63836
2022-05-17,2.43135
2022-05-18,2.24391
2022-05-19,2.06241
2022-05-20,1.90047
2022-05-21,1.39036
2022-05-22,1.62881
2022-05-23,2.46575
2022-05-24,2.37559
2022-05-25,2.26942
2022-05-26,2.45804
2022-05-27,2.08673
2022-05-28,1.62228
2022-05-29,1.70473
2022-05-30,2.45389
2022-05-31,2.13477
2022-06-01,1.75752
2022-06-02,2.0197
2022-06-03,1.76227
2022-06-04,1.47696
2022-06-05,1.55644
2022-06-06,1.91886
2022-06-07,2.5316
2022-06-08,2.43372
2022-06-09,2.34297
2022-06-10,1.98114
2022-06-11,1.64126
2022-06-12,1.80676
2022-06-13,5.42265
2022-06-14,3.01146
2022-06-15,2.61227
2022-06-16,2.51439
2022-06-17,2.20121
2022-06-18,1.82336
2022-06-19,2.00487
2022-06-20,2.95986
2022-06-21,3.08145
2022-06-22,2.8175
2022-06-23,2.40347
2022-06-24,2.19646
2022-06-25,1.66321
2022-06-26,1.97462
2022-06-27,2.6876
2022-06-28,2.5921
2022-06-29,2.46635
2022-06-30,2.18163
2022-07-01,2.02741
2022-07-02,1.70473
2022-07-03,1.86251
2022-07-04,2.67158
2022-07-05,2.43254
2022-07-06,2.31391
2022-07-07,2.14664
2022-07-08,2.00546
2022-07-09,1.6205
2022-07-10,1.76405
2022-07-11,2.54939
2022-07-12,2.43135
2022-07-13,2.27001
2022-07-14,2.09147
2022-07-15,1.98648
2022-07-16,1.50543
2022-07-17,1.80201
2022-07-18,2.63836
2022-07-19,2.43728
2022-07-20,2.24035
2022-07-21,2.36373
2022-07-22,2.03334
2022-07-23,1.63533
2022-07-24,1.96691
2022-07-25,2.7825
2022-07-26,2.50846
2022-07-27,2.34119
2022-07-28,2.11816
2022-07-29,1.94852
2022-07-30,1.70117
2022-07-31,1.83226
2022-08-01,2.94325
2022-08-02,2.8086
2022-08-03,3.68885
2022-08-04,3.01621
2022-08-05,3.95814
2022-08-06,2.65497
2022-08-07,3.76537
2022-08-08,20.22077
2022-08-09,5.73406
2022-08-10,4.77729
2022-08-11,4.27667
2022-08-12,4.1782
2022-08-13,2.17451
2022-08-14,1.81743
2022-08-15,2.1585
2022-08-16,2.66328
2022-08-17,2.39636
2022-08-18,2.18223
2022-08-19,1.90285
2022-08-20,1.52916
2022-08-21,1.59915
2022-08-22,2.26883
2022-08-23,2.19705
2022-08-24,2.13833
2022-08-25,1.98114
2022-08-26,1.86192
2022-08-27,1.31799
2022-08-28,1.58136
2022-08-29,2.11105
2022-08-30,1.9414
2022-08-31,1.91768
2022-09-01,1.82455
2022-09-02,1.64957
2022-09-03,1.2658
2022-09-04,1.29723
2022-09-05,1.74922
2022-09-06,1.63059
2022-09-07,1.51374
2022-09-08,1.25393
2022-09-09,0.92651
2022-09-10,0.9099
2022-09-11,1.09793
2022-09-12,1.61101
2022-09-13,2.41059
2022-09-14,2.09207
2022-09-15,1.87734
2022-09-16,1.6905
2022-09-17,1.29011
2022-09-18,1.36426
2022-09-19,2.20002
2022-09-20,2.06597
2022-09-21,1.94674
2022-09-22,1.82277
2022-09-23,1.54161
2022-09-24,1.14479
2022-09-25,1.32452
2022-09-26,1.95742
2022-09-27,1.86963
2022-09-28,1.84353
2022-09-29,1.82811
2022-09-30,1.64186
2022-10-01,1.31384
2022-10-02,1.31621
2022-10-03,1.6905
2022-10-04,2.70954
2022-10-05,2.42423
2022-10-06,2.24569
2022-10-07,1.90522
2022-10-08,1.42002
2022-10-09,1.49772
2022-10-10,1.9153
2022-10-11,2.49779
2022-10-12,2.50253
2022-10-13,3.46701
2022-10-14,2.27594
2022-10-15,1.73795
2022-10-16,1.83641
2022-10-17,2.73446
2022-10-18,2.58795
2022-10-19,2.34712
2022-10-20,2.15375
2022-10-21,2.26883
2022-10-22,1.86073
2022-10-23,1.99775
2022-10-24,3.19059
2022-10-25,3.10933
2022-10-26,3.5542
2022-10-27,4.32115
2022-10-28,7.98747
2022-10-29,30.76357
2022-10-30,8.82857
2022-10-31,6.94054
2022-11-01,4.2648
2022-11-02,3.40057
2022-11-03,3.0079
2022-11-04,2.55414
2022-11-05,1.91886
2022-11-06,1.89632
2022-11-07,2.78843
2022-11-08,2.46694
2022-11-09,2.31331
2022-11-10,2.17096
2022-11-11,1.91768
2022-11-12,1.57424
2022-11-13,1.66143
2022-11-14,2.48177
2022-11-15,2.36848
2022-11-16,2.18697
2022-11-17,2.16621
2022-11-18,1.88505
2022-11-19,1.30969
2022-11-20,1.43959
2022-11-21,2.26171
2022-11-22,2.12825
2022-11-23,2.0891
2022-11-24,1.80142
2022-11-25,1.77295
2022-11-26,1.38977
2022-11-27,1.60508
2022-11-28,2.89876
2022-11-29,3.29558
2022-11-30,12.70426
2022-12-01,4.15744
2022-12-02,2.55769
2022-12-03,1.41231
2022-12-04,1.67626
2022-12-05,2.37975
2022-12-06,2.07427
2022-12-07,2.09562
2022-12-08,2.06359
2022-12-09,1.8204
2022-12-10,1.40993
2022-12-11,1.49179
2022-12-12,2.17926
2022-12-13,2.0458
2022-12-14,2.1152
2022-12-15,1.8898
2022-12-16,1.77176
2022-12-17,1.33342
2022-12-18,1.43959
2022-12-19,1.99894
2022-12-20,1.93013
2022-12-21,1.82752
2022-12-22,1.69702
2022-12-23,1.38443
2022-12-24,1.12403
2022-12-25,1.21597
2022-12-26,1.84768
2022-12-27,2.00368
2022-12-28,1.86666
2022-12-29,1.73914
2022-12-30,1.71304
2022-12-31,1.35773
2023-01-01,1.6472
2023-01-02,2.63481
2023-01-03,2.33823
2023-01-04,2.19883
2023-01-05,2.1063
2023-01-06,2.0197
2023-01-07,1.45976
2023-01-08,1.76108
2023-01-09,2.52566
2023-01-10,2.2451
2023-01-11,2.18104
2023-01-12,2.06597
2023-01-13,1.83048
2023-01-14,1.4817
2023-01-15,1.87971
2023-01-16,2.23027
2023-01-17,2.0019
2023-01-18,1.82574
2023-01-19,1.72015
2023-01-20,1.43662
2023-01-21,1.12403
2023-01-22,1.2563
2023-01-23,1.73854
2023-01-24,2.24866
2023-01-25,2.52744
2023-01-26,2.15613
2023-01-27,1.93962
2023-01-28,1.56653
2023-01-29,1.77828
2023-01-30,2.50728
2023-01-31,2.20299
2023-02-01,2.14426
2023-02-02,1.98648
2023-02-03,1.80972
2023-02-04,1.45561
2023-02-05,1.56415
2023-02-06,2.25756
2023-02-07,2.20714
2023-02-08,1.91768
2023-02-09,1.84946
2023-02-10,1.62584
2023-02-11,1.41349
2023-02-12,1.49001
2023-02-13,2.20417
2023-02-14,2.02978
2023-02-15,1.94378
2023-02-16,1.85243
2023-02-17,1.69702
2023-02-18,1.4212
2023-02-19,1.53212
2023-02-20,2.1668
2023-02-21,1.90403
2023-02-22,1.92776
2023-02-23,1.79727
2023-02-24,1.5606
2023-02-25,1.22724
2023-02-26,1.66558
2023-02-27,1.97284
2023-02-28,1.59322
2023-03-01,1.439
2023-03-02,1.82692
2023-03-03,1.68575
2023-03-04,1.28774
2023-03-05,1.49238
2023-03-06,2.17392
2023-03-07,2.12588
2023-03-08,1.90225
2023-03-09,1.84175
2023-03-10,1.44493
2023-03-11,1.11217
2023-03-12,1.30613
2023-03-13,1.91946
2023-03-14,1.89276
2023-03-15,1.87793
2023-03-16,1.67923
2023-03-17,1.58373
2023-03-18,1.25097
2023-03-19,1.44196
2023-03-20,1.97877
2023-03-21,1.85065
2023-03-22,1.84175
2023-03-23,1.81091
2023-03-24,1.60212
2023-03-25,1.17919
2023-03-26,1.33045
2023-03-27,1.9847
2023-03-28,1.98589
2023-03-29,1.73083
2023-03-30,1.66974
2023-03-31,1.39926
2023-04-01,1.06412
2023-04-02,1.16733
2023-04-03,1.68575
2023-04-04,1.75041
2023-04-05,1.85539
2023-04-06,1.61101
2023-04-07,1.39688
2023-04-08,1.25097
2023-04-09,1.40993
2023-04-10,1.97936
2023-04-11,1.87912
2023-04-12,1.66618
2023-04-13,1.66914
2023-04-14,1.404
2023-04-15,1.14301
2023-04-16,1.34587
2023-04-17,2.00843
2023-04-18,1.86844
2023-04-19,1.81269
2023-04-20,1.76049
2023-04-21,1.54636
2023-04-22,1.20173
2023-04-23,1.37138
2023-04-24,2.06359
2023-04-25,1.96454
2023-04-26,1.83523
2023-04-27,1.65491
2023-04-28,1.41883
2023-04-29,1.25334
2023-04-30,1.19224
2023-05-01,1.58729
2023-05-02,1.76642
2023-05-03,1.5428
2023-05-04,1.3257
2023-05-05,1.14835
2023-05-06,1.22605
2023-05-07,1.3346
2023-05-08,1.86489
2023-05-09,1.82633
2023-05-10,1.76642
2023-05-11,1.66558
2023-05-12,1.50306
2023-05-13,1.21716
2023-05-14,1.30138
2023-05-15,1.82455
2023-05-16,1.6727
2023-05-17,1.68872
2023-05-18,1.63771
2023-05-19,1.50899
2023-05-20,1.13945
2023-05-21,1.24741
2023-05-22,1.85955
2023-05-23,1.92064
2023-05-24,1.72431
2023-05-25,1.54636
2023-05-26,1.46213
2023-05-27,1.16911
2023-05-28,1.2741
2023-05-29,1.5689
