date,파킹통장
2020-07-02,2.59807
2020-07-03,2.40818
2020-07-04,1.49756
2020-07-05,1.81261
2020-07-06,2.58944
2020-07-07,3.5648
2020-07-08,5.1012
2020-07-09,3.01238
2020-07-10,2.50312
2020-07-11,1.95502
2020-07-12,1.90755
2020-07-13,2.49449
2020-07-14,33.57213
2020-07-15,2.79228
2020-07-16,4.12153
2020-07-17,1.90755
2020-07-18,1.2343
2020-07-19,1.51482
2020-07-20,2.25281
2020-07-21,2.38228
2020-07-22,2.33049
2020-07-23,2.35639
2020-07-24,2.18376
2020-07-25,2.19239
2020-07-26,1.66587
2020-07-27,2.49018
2020-07-28,6.38729
2020-07-29,3.96184
2020-07-30,2.6887
2020-07-31,2.76638
2020-08-01,1.92913
2020-08-02,2.18807
2020-08-03,2.87428
2020-08-04,2.73186
2020-08-05,3.31017
2020-08-06,2.58512
2020-08-07,2.65849
2020-08-08,1.84282
2020-08-09,1.66155
2020-08-10,2.77933
2020-08-11,3.26701
2020-08-12,2.40386
2020-08-13,2.70596
2020-08-14,2.33049
2020-08-15,1.49756
2020-08-16,2.01113
2020-08-17,1.79103
2020-08-18,1.95502
2020-08-19,2.34344
2020-08-20,2.31323
2020-08-21,2.20965
2020-08-22,1.65724
2020-08-23,1.72629
2020-08-24,2.45997
2020-08-25,4.46247
2020-08-26,2.81817
2020-08-27,2.34344
2020-08-28,2.07587
2020-08-29,1.5364
2020-08-30,1.74787
2020-08-31,2.60239
2020-09-01,2.76638
2020-09-02,2.61965
2020-09-03,2.1406
2020-09-04,5.25657
2020-09-05,3.42669
2020-09-06,2.52039
2020-09-07,2.90017
2020-09-08,2.58081
2020-09-09,2.37365
2020-09-10,2.64554
2020-09-11,2.21397
2020-09-12,1.49324
2020-09-13,1.51914
2020-09-14,2.11039
2020-09-15,2.12334
2020-09-16,2.25713
2020-09-17,2.14923
2020-09-18,2.26576
2020-09-19,1.29472
2020-09-20,1.66155
2020-09-21,2.04997
2020-09-22,2.02839
2020-09-23,2.09744
2020-09-24,1.73492
2020-09-25,2.2485
2020-09-26,1.44577
2020-09-27,1.54071
2020-09-28,2.47291
2020-09-29,2.35639
2020-09-30,1.43714
2020-10-01,1.32924
2020-10-02,1.30335
2020-10-03,1.38966
2020-10-04,1.91187
2020-10-05,2.59375
2020-10-06,2.33049
2020-10-07,2.18376
2020-10-08,2.74912
2020-10-09,1.6184
2020-10-10,1.5364
2020-10-11,1.55798
2020-10-12,6.23624
2020-10-13,3.97911
2020-10-14,3.03828
2020-10-15,2.94765
2020-10-16,2.54628
2020-10-17,1.67882
2020-10-18,1.68313
2020-10-19,3.12027
2020-10-20,2.58944
2020-10-21,2.86565
2020-10-22,2.4427
2020-10-23,2.52039
2020-10-24,1.73924
2020-10-25,1.62703
2020-10-26,2.56354
2020-10-27,2.32186
2020-10-28,3.7849
2020-10-29,12.49406
2020-10-30,3.16775
2020-10-31,3.73743
2020-11-01,4.333
2020-11-02,5.14004
2020-11-03,3.99637
2020-11-04,2.74049
2020-11-05,2.67575
2020-11-06,2.5506
2020-11-07,1.86008
2020-11-08,2.00681
2020-11-09,2.95628
2020-11-10,3.27996
2020-11-11,2.34776
2020-11-12,2.56786
2020-11-13,2.10608
2020-11-14,1.85145
2020-11-15,1.82987
2020-11-16,3.1807
2020-11-17,2.8268
2020-11-18,2.51176
2020-11-19,2.17081
2020-11-20,2.42976
2020-11-21,1.84713
2020-11-22,1.9766
2020-11-23,2.43407
2020-11-24,2.41249
2020-11-25,3.40511
2020-11-26,2.83112
2020-11-27,2.30892
2020-11-28,2.75344
2020-11-29,2.15786
2020-11-30,2.60239
2020-12-01,2.66712
2020-12-02,2.88291
2020-12-03,2.88291
2020-12-04,2.61102
2020-12-05,2.91312
2020-12-06,2.43839
2020-12-07,2.68438
2020-12-08,2.55491
2020-12-09,2.45134
2020-12-10,3.06849
2020-12-11,2.53333
2020-12-12,1.60545
2020-12-13,1.93776
2020-12-14,2.52039
2020-12-15,2.90449
2020-12-16,2.5247
2020-12-17,2.41249
2020-12-18,2.54197
2020-12-19,1.85145
2020-12-20,2.01976
2020-12-21,2.49881
2020-12-22,81.17906
2020-12-23,3.74606
2020-12-24,3.12891
2020-12-25,2.5247
2020-12-26,2.38228
2020-12-27,2.83544
2020-12-28,3.3749
2020-12-29,3.28427
2020-12-30,3.30154
2020-12-31,2.95628
2021-01-01,2.6326
2021-01-02,2.6887
2021-01-03,2.87428
2021-01-04,3.16775
2021-01-05,3.72448
2021-01-06,5.20046
2021-01-07,3.00375
2021-01-08,2.82249
2021-01-09,1.98092
2021-01-10,2.86996
2021-01-11,3.46553
2021-01-12,3.12891
2021-01-13,2.98217
2021-01-14,8.33369
2021-01-15,14.82024
2021-01-16,4.06974
2021-01-17,3.04259
2021-01-18,3.72016
2021-01-19,3.4008
2021-01-20,3.04259
2021-01-21,3.16775
2021-01-22,3.12459
2021-01-23,10.12904
2021-01-24,3.80216
2021-01-25,4.6351
2021-01-26,4.23805
2021-01-27,3.77627
2021-01-28,3.46122
2021-01-29,3.32311
2021-01-30,18.54904
2021-01-31,5.7874
2021-02-01,7.35402
2021-02-02,5.36014
2021-02-03,7.23749
2021-02-04,5.1832
2021-02-05,4.70847
2021-02-06,3.11164
2021-02-07,3.27564
2021-02-08,4.47973
2021-02-09,4.24237
2021-02-10,4.42363
2021-02-11,3.24112
2021-02-12,2.86565
2021-02-13,2.99943
2021-02-14,3.52164
2021-02-15,6.68076
2021-02-16,4.76026
2021-02-17,4.06974
2021-02-18,3.74174
2021-02-19,3.65111
2021-02-20,2.59375
2021-02-21,2.61965
2021-02-22,3.20227
2021-02-23,3.2368
2021-02-24,3.30585
2021-02-25,3.65111
2021-02-26,3.52164
2021-02-27,2.45997
2021-02-28,2.40386
2021-03-01,3.42669
2021-03-02,3.16343
2021-03-03,3.50006
2021-03-04,3.85827
2021-03-05,3.83237
2021-03-06,2.42544
2021-03-07,2.43839
2021-03-08,3.1548
2021-03-09,3.50869
2021-03-10,4.20353
2021-03-11,5.11846
2021-03-12,4.79478
2021-03-13,2.78365
2021-03-14,5.09257
2021-03-15,6.68939
2021-03-16,4.05679
2021-03-17,4.47973
2021-03-18,4.01363
2021-03-19,3.68564
2021-03-20,3.52595
2021-03-21,2.98649
2021-03-22,5.05804
2021-03-23,5.02352
2021-03-24,4.34594
2021-03-25,4.57899
2021-03-26,3.36196
2021-03-27,2.64986
2021-03-28,3.55185
2021-03-29,4.23374
2021-03-30,3.34038
2021-03-31,3.923
2021-04-01,3.98342
2021-04-02,3.41806
2021-04-03,2.43839
2021-04-04,2.29165
2021-04-05,2.90017
2021-04-06,3.09006
2021-04-07,2.89586
2021-04-08,2.58944
2021-04-09,17.2198
2021-04-10,3.34469
2021-04-11,7.47486
2021-04-12,6.8836
2021-04-13,4.06542
2021-04-14,3.759
2021-04-15,3.72879
2021-04-16,3.78921
2021-04-17,2.27871
2021-04-18,2.21829
2021-04-19,2.71028
2021-04-20,2.87859
2021-04-21,2.76207
2021-04-22,2.91312
2021-04-23,3.07712
2021-04-24,2.01113
2021-04-25,1.87303
2021-04-26,2.53333
2021-04-27,2.43839
2021-04-28,2.25713
2021-04-29,6.61602
2021-04-30,2.6067
2021-05-01,1.97229
2021-05-02,1.7824
2021-05-03,2.96922
2021-05-04,2.33049
2021-05-05,1.72629
2021-05-06,2.30028
2021-05-07,3.49143
2021-05-08,1.63998
2021-05-09,1.92481
2021-05-10,2.57218
2021-05-11,2.20965
2021-05-12,2.01976
2021-05-13,2.17513
2021-05-14,1.93345
2021-05-15,1.37672
2021-05-16,1.91187
2021-05-17,2.43407
2021-05-18,2.0025
2021-05-19,1.5105
2021-05-20,2.19671
2021-05-21,2.85701
2021-05-22,1.54503
2021-05-23,1.55798
2021-05-24,2.33913
2021-05-25,3.47417
2021-05-26,2.62396
2021-05-27,2.40386
2021-05-28,2.44702
2021-05-29,1.70471
2021-05-30,1.58387
2021-05-31,2.39091
2021-06-01,2.79659
2021-06-02,2.04134
2021-06-03,2.21397
2021-06-04,7.44033
2021-06-05,1.67019
2021-06-06,1.58387
2021-06-07,2.3046
2021-06-08,2.46428
2021-06-09,2.18807
2021-06-10,2.53333
2021-06-11,2.14492
2021-06-12,1.54935
2021-06-13,1.56229
2021-06-14,2.66712
2021-06-15,2.66712
2021-06-16,2.80091
2021-06-17,2.4427
2021-06-18,2.15786
2021-06-19,1.78671
2021-06-20,1.85576
2021-06-21,2.49018
2021-06-22,2.44702
2021-06-23,2.25281
2021-06-24,2.15355
2021-06-25,2.5506
2021-06-26,2.11039
2021-06-27,1.95502
2021-06-28,2.52039
2021-06-29,2.44702
2021-06-30,3.22817
2021-07-01,3.39648
2021-07-02,2.79228
2021-07-03,2.21397
2021-07-04,2.33049
2021-07-05,5.53277
2021-07-06,4.08268
2021-07-07,2.98217
2021-07-08,2.60239
2021-07-09,2.39091
2021-07-10,2.11902
2021-07-11,2.34776
2021-07-12,2.83975
2021-07-13,3.30585
2021-07-14,2.84838
2021-07-15,2.9088
2021-07-16,2.56354
2021-07-17,1.88597
2021-07-18,2.12765
2021-07-19,3.22817
2021-07-20,2.69302
2021-07-21,2.74481
2021-07-22,2.47723
2021-07-23,2.90449
2021-07-24,1.90755
2021-07-25,1.96797
2021-07-26,2.32618
2021-07-27,2.39091
2021-07-28,2.40818
2021-07-29,3.53027
2021-07-30,2.34776
2021-07-31,1.81261
2021-08-01,2.39955
2021-08-02,2.55491
2021-08-03,2.6326
2021-08-04,2.43839
2021-08-05,2.78796
2021-08-06,2.38228
2021-08-07,1.80397
2021-08-08,1.4285
2021-08-09,2.34344
2021-08-10,2.94765
2021-08-11,2.56354
2021-08-12,4.23374
2021-08-13,3.75037
2021-08-14,5.44214
2021-08-15,2.23555
2021-08-16,2.37797
2021-08-17,2.82249
2021-08-18,3.1807
2021-08-19,2.54628
2021-08-20,3.03396
2021-08-21,2.11471
2021-08-22,2.29165
2021-08-23,2.85701
2021-08-24,2.97354
2021-08-25,3.67269
2021-08-26,3.60364
2021-08-27,3.83237
2021-08-28,2.45997
2021-08-29,2.55491
2021-08-30,3.15048
2021-08-31,4.8811
2021-09-01,4.62647
2021-09-02,3.85395
2021-09-03,4.40637
2021-09-04,2.18807
2021-09-05,2.25713
2021-09-06,3.08143
2021-09-07,3.18501
2021-09-08,2.96491
2021-09-09,2.74912
2021-09-10,4.01363
2021-09-11,6.63329
2021-09-12,3.66837
2021-09-13,4.37615
2021-09-14,4.46679
2021-09-15,5.01488
2021-09-16,5.88666
2021-09-17,9.53778
2021-09-18,5.14436
2021-09-19,18.86409
2021-09-20,11.35471
2021-09-21,5.92551
2021-09-22,6.06792
2021-09-23,7.95822
2021-09-24,8.45884
2021-09-25,5.42056
2021-09-26,4.6351
2021-09-27,7.7899
2021-09-28,5.32993
2021-09-29,4.88973
2021-09-30,5.17457
2021-10-01,4.7732
2021-10-02,3.40511
2021-10-03,3.31017
2021-10-04,4.54447
2021-10-05,5.74424
2021-10-06,5.9514
2021-10-07,5.7313
2021-10-08,4.9372
2021-10-09,3.40943
2021-10-10,3.62953
2021-10-11,4.12584
2021-10-12,5.64498
2021-10-13,5.31699
2021-10-14,5.88666
2021-10-15,5.4033
2021-10-16,4.005
2021-10-17,3.96616
2021-10-18,4.39773
2021-10-19,4.67826
2021-10-20,4.41931
2021-10-21,4.37615
2021-10-22,4.21216
2021-10-23,3.47417
2021-10-24,3.94027
2021-10-25,5.20909
2021-10-26,8.26032
2021-10-27,5.61909
2021-10-28,5.2652
2021-10-29,4.005
2021-10-30,2.93038
2021-10-31,2.57649
2021-11-01,3.78921
2021-11-02,3.4008
2021-11-03,3.5648
2021-11-04,3.36196
2021-11-05,3.03396
2021-11-06,2.28302
2021-11-07,2.1406
2021-11-08,4.09132
2021-11-09,4.36321
2021-11-10,3.43532
2021-11-11,3.65111
2021-11-12,3.79353
2021-11-13,2.41249
2021-11-14,2.61533
2021-11-15,3.81942
2021-11-16,4.47542
2021-11-17,4.36752
2021-11-18,4.00069
2021-11-19,3.81079
2021-11-20,3.43964
2021-11-21,4.65236
2021-11-22,5.60182
2021-11-23,4.92425
2021-11-24,4.82499
2021-11-25,4.99762
2021-11-26,4.35889
2021-11-27,3.05122
2021-11-28,3.93595
2021-11-29,5.28246
2021-11-30,6.21034
2021-12-01,6.07656
2021-12-02,5.94708
2021-12-03,5.98161
2021-12-04,4.50563
2021-12-05,4.98467
2021-12-06,5.98593
2021-12-07,6.21898
2021-12-08,5.96003
2021-12-09,4.98467
2021-12-10,4.86383
2021-12-11,3.43532
2021-12-12,3.60364
2021-12-13,4.99762
2021-12-14,5.67519
2021-12-15,5.32562
2021-12-16,4.39773
2021-12-17,3.95753
2021-12-18,5.24793
2021-12-19,33.17508
2021-12-20,17.00832
2021-12-21,5.04078
2021-12-22,4.24237
2021-12-23,4.19489
2021-12-24,4.3071
2021-12-25,3.14185
2021-12-26,3.94027
2021-12-27,5.4033
2021-12-28,5.17025
2021-12-29,5.10983
2021-12-30,5.0753
2021-12-31,4.80773
2022-01-01,4.55742
2022-01-02,5.19615
2022-01-03,7.05623
2022-01-04,8.01001
2022-01-05,8.81274
2022-01-06,5.69677
2022-01-07,5.45077
2022-01-08,3.87121
2022-01-09,4.63941
2022-01-10,5.63204
2022-01-11,5.49393
2022-01-12,5.1832
2022-01-13,4.91131
2022-01-14,5.03646
2022-01-15,4.24237
2022-01-16,4.43226
2022-01-17,6.02908
2022-01-18,6.42613
2022-01-19,6.23192
2022-01-20,7.09939
2022-01-21,16.14518
2022-01-22,6.7455
2022-01-23,6.14561
2022-01-24,7.01307
2022-01-25,8.82137
2022-01-26,7.91938
2022-01-27,7.8978
2022-01-28,8.81705
2022-01-29,7.0217
2022-01-30,5.92982
2022-01-31,5.4292
2022-02-01,6.3614
2022-02-02,6.90949
2022-02-03,9.25726
2022-02-04,8.31643
2022-02-05,6.96991
2022-02-06,6.65487
2022-02-07,6.26645
2022-02-08,6.32255
2022-02-09,6.01614
2022-02-10,6.65055
2022-02-11,6.05498
2022-02-12,4.22942
2022-02-13,4.087
2022-02-14,6.00319
2022-02-15,7.25907
2022-02-16,5.55004
2022-02-17,5.71835
2022-02-18,4.98036
2022-02-19,4.77752
2022-02-20,4.7171
2022-02-21,6.27076
2022-02-22,5.64498
2022-02-23,5.47667
2022-02-24,5.89098
2022-02-25,6.04203
2022-02-26,4.41068
2022-02-27,4.35026
2022-02-28,5.61477
2022-03-01,5.59751
2022-03-02,5.67088
2022-03-03,4.85089
2022-03-04,4.77752
2022-03-05,3.78921
2022-03-06,5.89098
2022-03-07,5.05804
2022-03-08,4.415
2022-03-09,3.16343
2022-03-10,4.35458
2022-03-11,5.21772
2022-03-12,4.28552
2022-03-13,4.48836
2022-03-14,5.14436
2022-03-15,5.74856
2022-03-16,6.99149
2022-03-17,5.88666
2022-03-18,5.79603
2022-03-19,5.27383
2022-03-20,6.48655
2022-03-21,8.03159
2022-03-22,6.53834
2022-03-23,6.16719
2022-03-24,5.23499
2022-03-25,6.47792
2022-03-26,4.87678
2022-03-27,4.70415
2022-03-28,5.29972
2022-03-29,6.00319
2022-03-30,6.60308
2022-03-31,6.56423
2022-04-01,5.41625
2022-04-02,4.15605
2022-04-03,3.88848
2022-04-04,4.51857
2022-04-05,5.24362
2022-04-06,4.70847
2022-04-07,4.22942
2022-04-08,4.90268
2022-04-09,3.05554
2022-04-10,2.94765
2022-04-11,3.95753
2022-04-12,4.0309
2022-04-13,4.19921
2022-04-14,4.7171
2022-04-15,4.68689
2022-04-16,3.50869
2022-04-17,3.36196
2022-04-18,14.96698
2022-04-19,13.74131
2022-04-20,7.63885
2022-04-21,6.21034
2022-04-22,5.88235
2022-04-23,4.17332
2022-04-24,4.14742
2022-04-25,5.8133
2022-04-26,5.16594
2022-04-27,4.76457
2022-04-28,4.89836
2022-04-29,4.38047
2022-04-30,3.25406
2022-05-01,3.03396
2022-05-02,3.76332
2022-05-03,3.52595
2022-05-04,3.44396
2022-05-05,2.83112
2022-05-06,4.98467
2022-05-07,2.6887
2022-05-08,3.31017
2022-05-09,3.88416
2022-05-10,4.32437
2022-05-11,4.19489
2022-05-12,4.005
2022-05-13,3.6209
2022-05-14,2.50312
2022-05-15,2.61102
2022-05-16,4.17763
2022-05-17,4.06111
2022-05-18,3.72879
2022-05-19,3.21522
2022-05-20,3.58637
2022-05-21,2.80523
2022-05-22,2.49018
2022-05-23,3.56911
2022-05-24,3.39217
2022-05-25,4.25531
2022-05-26,4.19489
2022-05-27,4.4711
2022-05-28,5.45941
2022-05-29,3.84532
2022-05-30,5.25225
2022-05-31,5.05804
2022-06-01,4.70415
2022-06-02,4.98899
2022-06-03,5.5414
2022-06-04,3.32311
2022-06-05,2.96491
2022-06-06,3.64248
2022-06-07,6.59444
2022-06-08,5.96003
2022-06-09,5.22636
2022-06-10,5.45941
2022-06-11,4.35458
2022-06-12,4.19058
2022-06-13,5.65361
2022-06-14,6.22329
2022-06-15,5.80898
2022-06-16,6.21898
2022-06-17,6.29666
2022-06-18,4.97173
2022-06-19,5.04078
2022-06-20,6.65487
2022-06-21,7.85464
2022-06-22,7.8978
2022-06-23,6.55992
2022-06-24,7.24612
2022-06-25,4.4711
2022-06-26,4.4711
2022-06-27,6.50813
2022-06-28,10.37503
2022-06-29,17.92326
2022-06-30,10.90155
2022-07-01,9.74925
2022-07-02,5.50688
2022-07-03,5.58888
2022-07-04,6.93539
2022-07-05,6.79728
2022-07-06,6.35276
2022-07-07,6.24919
2022-07-08,7.47917
2022-07-09,5.33856
2022-07-10,4.76026
2022-07-11,8.9681
2022-07-12,7.72085
2022-07-13,11.17344
2022-07-14,11.67407
2022-07-15,12.62785
2022-07-16,8.19127
2022-07-17,7.26338
2022-07-18,13.46079
2022-07-19,17.6039
2022-07-20,27.53873
2022-07-21,17.37085
2022-07-22,14.38004
2022-07-23,8.98105
2022-07-24,7.75106
2022-07-25,14.10815
2022-07-26,11.98912
2022-07-27,10.4484
2022-07-28,10.08156
2022-07-29,9.5162
2022-07-30,6.7196
2022-07-31,6.24919
2022-08-01,9.78378
2022-08-02,9.79241
2022-08-03,9.45146
2022-08-04,8.65305
2022-08-05,9.20978
2022-08-06,5.53709
2022-08-07,5.1573
2022-08-08,9.39968
2022-08-09,7.37559
2022-08-10,9.20115
2022-08-11,8.49769
2022-08-12,8.83863
2022-08-13,6.60739
2022-08-14,4.90699
2022-08-15,5.66656
2022-08-16,9.40399
2022-08-17,17.18959
2022-08-18,12.74869
2022-08-19,10.49156
2022-08-20,6.43908
2022-08-21,8.04885
2022-08-22,9.88304
2022-08-23,8.85158
2022-08-24,8.34664
2022-08-25,12.33869
2022-08-26,10.5304
2022-08-27,6.40887
2022-08-28,6.40024
2022-08-29,9.97367
2022-08-30,10.56061
2022-08-31,9.36515
2022-09-01,9.49894
2022-09-02,7.8158
2022-09-03,5.7874
2022-09-04,5.92982
2022-09-05,11.2166
2022-09-06,11.33744
2022-09-07,10.21103
2022-09-08,10.86271
2022-09-09,7.78559
2022-09-10,6.27076
2022-09-11,7.34538
2022-09-12,9.56367
2022-09-13,15.31224
2022-09-14,15.30792
2022-09-15,15.72223
2022-09-16,15.23024
2022-09-17,48.12049
2022-09-18,52.22044
2022-09-19,73.97177
2022-09-20,48.67291
2022-09-21,38.09503
2022-09-22,30.05912
2022-09-23,26.36485
2022-09-24,17.18959
2022-09-25,14.70372
2022-09-26,23.64162
2022-09-27,23.46035
2022-09-28,23.81856
2022-09-29,22.19584
2022-09-30,21.28522
2022-10-01,14.83319
2022-10-02,15.64455
2022-10-03,20.53428
2022-10-04,26.85684
2022-10-05,30.66332
2022-10-06,36.92115
2022-10-07,26.94316
2022-10-08,16.24444
2022-10-09,15.67908
2022-10-10,18.71736
2022-10-11,24.88455
2022-10-12,29.58439
2022-10-13,33.58076
2022-10-14,34.97906
2022-10-15,21.58732
2022-10-16,21.06512
2022-10-17,34.53023
2022-10-18,37.65914
2022-10-19,55.6644
2022-10-20,58.18911
2022-10-21,44.01622
2022-10-22,23.59414
2022-10-23,22.35553
2022-10-24,33.54624
2022-10-25,34.32307
2022-10-26,29.76565
2022-10-27,28.9845
2022-10-28,26.97768
2022-10-29,17.68158
2022-10-30,14.40593
2022-10-31,33.85697
2022-11-01,33.61097
2022-11-02,27.77609
2022-11-03,33.28729
2022-11-04,29.74839
2022-11-05,16.06318
2022-11-06,16.05455
2022-11-07,25.05718
2022-11-08,23.00289
2022-11-09,21.79448
2022-11-10,21.20322
2022-11-11,17.38379
2022-11-12,11.69565
2022-11-13,12.87385
2022-11-14,20.67239
2022-11-15,20.25808
2022-11-16,20.38755
2022-11-17,18.39368
2022-11-18,17.69021
2022-11-19,11.94165
2022-11-20,12.67532
2022-11-21,18.7562
2022-11-22,18.71736
2022-11-23,15.90781
2022-11-24,16.51633
2022-11-25,17.98368
2022-11-26,16.27033
2022-11-27,14.02615
2022-11-28,18.46273
2022-11-29,16.30054
2022-11-30,16.11928
2022-12-01,15.56255
2022-12-02,12.33869
2022-12-03,7.03897
2022-12-04,8.00138
2022-12-05,12.62353
2022-12-06,12.38617
2022-12-07,12.05386
2022-12-08,11.17776
2022-12-09,10.78934
2022-12-10,6.79297
2022-12-11,7.82875
2022-12-12,14.59151
2022-12-13,14.85909
2022-12-14,13.85783
2022-12-15,12.8609
2022-12-16,10.61671
2022-12-17,7.96253
2022-12-18,9.2702
2022-12-19,12.60627
2022-12-20,12.92563
2022-12-21,13.26226
2022-12-22,14.81161
2022-12-23,21.3888
2022-12-24,10.59945
2022-12-25,9.94346
2022-12-26,22.59289
2022-12-27,20.11134
2022-12-28,18.21673
2022-12-29,17.21116
2022-12-30,22.09227
2022-12-31,12.05817
2023-01-01,13.8751
2023-01-02,21.95848
2023-01-03,18.03979
2023-01-04,16.84001
2023-01-05,23.45604
2023-01-06,16.65443
2023-01-07,14.13404
2023-01-08,14.60877
2023-01-09,24.31056
2023-01-10,23.28341
2023-01-11,21.72111
2023-01-12,19.32588
2023-01-13,21.86785
2023-01-14,14.1772
2023-01-15,14.6433
2023-01-16,30.51227
2023-01-17,26.74032
2023-01-18,21.59164
2023-01-19,19.78766
2023-01-20,19.56324
2023-01-21,15.01014
2023-01-22,14.45341
2023-01-23,14.66919
2023-01-24,16.4257
2023-01-25,27.78904
2023-01-26,23.81425
2023-01-27,19.87829
2023-01-28,13.7931
2023-01-29,13.70247
2023-01-30,18.96767
2023-01-31,22.79142
2023-02-01,21.23775
2023-02-02,17.13348
2023-02-03,15.62729
2023-02-04,9.76651
2023-02-05,12.04091
2023-02-06,14.8634
2023-02-07,16.20991
2023-02-08,16.39117
2023-02-09,14.50951
2023-02-10,16.76233
2023-02-11,10.16356
2023-02-12,9.79241
2023-02-13,14.41456
2023-02-14,13.00763
2023-02-15,14.05636
2023-02-16,11.80786
2023-02-17,11.41081
2023-02-18,8.89042
2023-02-19,10.59945
2023-02-20,13.72405
2023-02-21,14.32825
2023-02-22,13.45647
2023-02-23,12.22649
2023-02-24,14.79867
2023-02-25,9.66294
2023-02-26,10.02114
2023-02-27,13.37016
2023-02-28,14.26783
2023-03-01,11.4626
2023-03-02,10.95766
2023-03-03,12.52427
2023-03-04,8.58832
2023-03-05,12.82206
2023-03-06,11.97186
2023-03-07,10.92313
2023-03-08,9.9823
2023-03-09,11.99344
2023-03-10,11.52734
2023-03-11,6.96991
2023-03-12,7.50938
2023-03-13,10.40093
2023-03-14,10.09883
2023-03-15,10.21535
2023-03-16,9.28747
2023-03-17,8.48474
2023-03-18,6.68076
2023-03-19,6.87065
2023-03-20,10.6944
2023-03-21,10.47429
2023-03-22,9.90893
2023-03-23,9.27883
2023-03-24,10.99218
2023-03-25,7.7338
2023-03-26,8.49337
2023-03-27,13.13711
2023-03-28,11.28997
2023-03-29,9.39968
2023-03-30,9.58957
2023-03-31,10.40093
2023-04-01,6.87928
2023-04-02,5.97729
2023-04-03,9.5982
2023-04-04,9.03284
2023-04-05,9.55073
2023-04-06,8.64874
2023-04-07,8.35527
2023-04-08,5.41625
2023-04-09,5.43351
2023-04-10,8.98536
2023-04-11,8.71347
2023-04-12,11.85965
2023-04-13,8.92494
2023-04-14,8.338
2023-04-15,6.05929
2023-04-16,8.1438
2023-04-17,11.0526
2023-04-18,11.13029
2023-04-19,9.14505
2023-04-20,8.96379
2023-04-21,8.48905
2023-04-22,5.37741
2023-04-23,5.32562
2023-04-24,8.90768
2023-04-25,10.92745
2023-04-26,8.61421
2023-04-27,8.07474
2023-04-28,8.26032
2023-04-29,6.3614
2023-04-30,5.64498
2023-05-01,7.18139
2023-05-02,8.502
2023-05-03,7.71222
2023-05-04,7.38423
2023-05-05,5.32562
2023-05-06,4.99762
2023-05-07,4.9631
2023-05-08,7.14686
2023-05-09,7.17275
2023-05-10,7.94959
2023-05-11,7.54391
2023-05-12,6.31824
2023-05-13,4.48836
2023-05-14,4.97604
2023-05-15,7.96685
2023-05-16,7.82011
2023-05-17,8.64874
2023-05-18,8.45884
2023-05-19,8.502
2023-05-20,5.20909
2023-05-21,5.7874
2023-05-22,8.48474
2023-05-23,8.45884
2023-05-24,8.81274
2023-05-25,9.93051
2023-05-26,7.90211
2023-05-27,5.49825
2023-05-28,5.26951
2023-05-29,5.80898
