date,적금금리비교
2023-05-30,26.74157
2023-05-31,32.24719
2023-06-01,27.52808
2023-06-02,21.91011
2023-06-03,11.34831
2023-06-04,15.61797
2023-06-05,25.50561
2023-06-06,17.97752
2023-06-07,25.28089
2023-06-08,27.41573
2023-06-09,24.60674
2023-06-10,15.73033
2023-06-11,14.83146
2023-06-12,30.44943
2023-06-13,29.55056
2023-06-14,31.01123
2023-06-15,39.55056
2023-06-16,24.04494
2023-06-17,16.17977
2023-06-18,13.14606
2023-06-19,27.97752
2023-06-20,29.10112
2023-06-21,31.01123
2023-06-22,28.98876
2023-06-23,31.46067
2023-06-24,15.28089
2023-06-25,15.05617
2023-06-26,29.55056
2023-06-27,29.55056
2023-06-28,31.34831
2023-06-29,25.39325
2023-06-30,26.29213
2023-07-01,15.73033
2023-07-02,19.32584
2023-07-03,38.20224
2023-07-04,25.61797
2023-07-05,28.65168
2023-07-06,28.42696
2023-07-07,23.48314
2023-07-08,12.35955
2023-07-09,13.0337
2023-07-10,30.89887
2023-07-11,26.74157
2023-07-12,27.97752
2023-07-13,24.26966
2023-07-14,21.68539
2023-07-15,12.47191
2023-07-16,13.70786
2023-07-17,29.55056
2023-07-18,25.39325
2023-07-19,23.14606
2023-07-20,25.05617
2023-07-21,19.88764
2023-07-22,12.80898
2023-07-23,15.50561
2023-07-24,27.64044
2023-07-25,37.52808
2023-07-26,30.78651
2023-07-27,23.5955
2023-07-28,24.60674
2023-07-29,11.91011
2023-07-30,16.51685
2023-07-31,36.06741
2023-08-01,34.60674
2023-08-02,31.68539
2023-08-03,29.66292
2023-08-04,27.19101
2023-08-05,14.7191
2023-08-06,17.97752
2023-08-07,33.93258
2023-08-08,28.65168
2023-08-09,32.47191
2023-08-10,38.08988
2023-08-11,28.65168
2023-08-12,15.28089
2023-08-13,18.8764
2023-08-14,31.57303
2023-08-15,21.79775
2023-08-16,33.14606
2023-08-17,38.20224
2023-08-18,31.46067
2023-08-19,13.82022
2023-08-20,14.83146
2023-08-21,38.65168
2023-08-22,34.26966
2023-08-23,26.85393
2023-08-24,31.12359
2023-08-25,36.40449
2023-08-26,20.11235
2023-08-27,18.8764
2023-08-28,34.1573
2023-08-29,35.28089
2023-08-30,34.04494
2023-08-31,34.38202
2023-09-01,31.23595
2023-09-02,13.82022
2023-09-03,19.10112
2023-09-04,33.82022
2023-09-05,40.67415
2023-09-06,34.49438
2023-09-07,30.22471
2023-09-08,34.1573
2023-09-09,17.64044
2023-09-10,17.52808
2023-09-11,32.02247
2023-09-12,32.47191
2023-09-13,27.7528
2023-09-14,29.4382
2023-09-15,31.79775
2023-09-16,13.82022
2023-09-17,16.29213
2023-09-18,27.64044
2023-09-19,27.97752
2023-09-20,27.19101
2023-09-21,30.44943
2023-09-22,25.28089
2023-09-23,16.74157
2023-09-24,17.41573
2023-09-25,36.96629
2023-09-26,37.97752
2023-09-27,29.10112
2023-09-28,16.74157
2023-09-29,15.50561
2023-09-30,18.3146
2023-10-01,20.33707
2023-10-02,28.98876
2023-10-03,29.55056
2023-10-04,46.51685
2023-10-05,44.83146
2023-10-06,40.89887
2023-10-07,18.42696
2023-10-08,18.8764
2023-10-09,21.23595
2023-10-10,49.10112
2023-10-11,41.23595
2023-10-12,39.4382
2023-10-13,38.08988
2023-10-14,21.46067
2023-10-15,25.05617
2023-10-16,46.74157
2023-10-17,44.38202
2023-10-18,50.44943
2023-10-19,55.50561
2023-10-20,86.51685
2023-10-21,24.38202
2023-10-22,29.10112
2023-10-23,51.23595
2023-10-24,56.51685
2023-10-25,61.91011
2023-10-26,53.5955
2023-10-27,40.78651
2023-10-28,26.62921
2023-10-29,55.73033
2023-10-30,100.0
2023-10-31,59.88764
2023-11-01,61.46067
2023-11-02,48.53932
2023-11-03,50.67415
2023-11-04,35.61797
2023-11-05,36.51685
2023-11-06,43.0337
2023-11-07,40.33707
2023-11-08,42.35955
2023-11-09,40.22471
2023-11-10,39.10112
2023-11-11,23.48314
2023-11-12,21.12359
2023-11-13,39.55056
2023-11-14,37.97752
2023-11-15,39.55056
2023-11-16,35.95505
2023-11-17,33.48314
2023-11-18,18.76404
2023-11-19,21.23595
2023-11-20,46.17977
2023-11-21,42.58426
2023-11-22,38.76404
2023-11-23,34.49438
2023-11-24,43.25842
2023-11-25,23.82022
2023-11-26,22.47191
2023-11-27,43.14606
2023-11-28,39.21348
2023-11-29,34.1573
2023-11-30,39.32584
2023-12-01,36.85393
2023-12-02,21.34831
2023-12-03,20.33707
2023-12-04,35.84269
2023-12-05,39.21348
2023-12-06,38.8764
2023-12-07,30.0
2023-12-08,34.60674
2023-12-09,21.23595
2023-12-10,23.48314
2023-12-11,42.47191
2023-12-12,39.4382
2023-12-13,30.11235
2023-12-14,34.38202
2023-12-15,31.79775
2023-12-16,17.30337
2023-12-17,21.79775
2023-12-18,31.68539
2023-12-19,32.58426
2023-12-20,35.50561
2023-12-21,37.64044
2023-12-22,39.21348
2023-12-23,19.77528
2023-12-24,15.73033
2023-12-25,25.39325
2023-12-26,41.46067
2023-12-27,39.21348
2023-12-28,38.53932
2023-12-29,38.3146
2023-12-30,26.51685
2023-12-31,24.60674
2024-01-01,36.96629
2024-01-02,55.28089
2024-01-03,54.94382
2024-01-04,50.0
2024-01-05,43.70786
2024-01-06,29.10112
2024-01-07,31.46067
2024-01-08,48.98876
2024-01-09,56.96629
2024-01-10,61.46067
2024-01-11,51.23595
2024-01-12,43.25842
2024-01-13,24.7191
2024-01-14,29.66292
2024-01-15,50.44943
2024-01-16,43.70786
2024-01-17,40.44943
2024-01-18,45.39325
2024-01-19,48.65168
2024-01-20,34.26966
2024-01-21,34.60674
2024-01-22,48.42696
2024-01-23,48.65168
2024-01-24,53.37078
2024-01-25,81.91011
2024-01-26,56.85393
2024-01-27,35.73033
2024-01-28,34.26966
2024-01-29,62.13483
2024-01-30,73.0337
2024-01-31,76.85393
2024-02-01,68.8764
2024-02-02,56.17977
2024-02-03,27.86516
2024-02-04,31.01123
2024-02-05,48.08988
2024-02-06,45.73033
2024-02-07,36.40449
2024-02-08,43.5955
2024-02-09,22.02247
2024-02-10,20.33707
2024-02-11,21.12359
2024-02-12,36.62921
2024-02-13,64.60674
2024-02-14,50.11235
2024-02-15,50.67415
2024-02-16,47.07865
2024-02-17,22.92134
2024-02-18,22.02247
2024-02-19,44.04494
2024-02-20,59.10112
2024-02-21,67.7528
2024-02-22,58.53932
2024-02-23,64.94382
2024-02-24,30.0
2024-02-25,40.67415
2024-02-26,74.83146
2024-02-27,58.08988
2024-02-28,51.34831
2024-02-29,48.53932
2024-03-01,33.0337
2024-03-02,24.1573
2024-03-03,29.88764
2024-03-04,46.62921
2024-03-05,50.67415
2024-03-06,37.41573
2024-03-07,40.22471
2024-03-08,34.04494
2024-03-09,22.24719
2024-03-10,21.34831
2024-03-11,37.7528
2024-03-12,33.0337
2024-03-13,33.14606
2024-03-14,27.30337
2024-03-15,35.73033
2024-03-16,19.32584
2024-03-17,24.1573
2024-03-18,33.5955
2024-03-19,34.7191
2024-03-20,40.0
