date,상속세공제
2020-03-20,19.32203
2020-03-21,19.32203
2020-03-22,21.01694
2020-03-23,32.54237
2020-03-24,16.27118
2020-03-25,28.13559
2020-03-26,21.35593
2020-03-27,26.10169
2020-03-28,21.69491
2020-03-29,13.8983
2020-03-30,24.06779
2020-03-31,18.30508
2020-04-01,20.67796
2020-04-02,21.35593
2020-04-03,25.42372
2020-04-04,18.98305
2020-04-05,16.27118
2020-04-06,14.91525
2020-04-07,15.9322
2020-04-08,29.15254
2020-04-09,22.03389
2020-04-10,18.98305
2020-04-11,12.88135
2020-04-12,16.61016
2020-04-13,20.33898
2020-04-14,20.0
2020-04-15,13.55932
2020-04-16,16.61016
2020-04-17,18.64406
2020-04-18,16.94915
2020-04-19,19.32203
2020-04-20,19.66101
2020-04-21,23.38983
2020-04-22,22.37288
2020-04-23,22.03389
2020-04-24,20.67796
2020-04-25,12.88135
2020-04-26,10.16949
2020-04-27,23.38983
2020-04-28,24.06779
2020-04-29,20.0
2020-04-30,14.91525
2020-05-01,12.20338
2020-05-02,11.18644
2020-05-03,12.20338
2020-05-04,16.94915
2020-05-05,12.88135
2020-05-06,28.47457
2020-05-07,22.03389
2020-05-08,17.62711
2020-05-09,16.27118
2020-05-10,11.18644
2020-05-11,28.47457
2020-05-12,15.9322
2020-05-13,14.91525
2020-05-14,23.38983
2020-05-15,13.55932
2020-05-16,16.27118
2020-05-17,16.61016
2020-05-18,19.66101
2020-05-19,12.54237
2020-05-20,17.28813
2020-05-21,30.50847
2020-05-22,18.64406
2020-05-23,14.23728
2020-05-24,17.28813
2020-05-25,23.72881
2020-05-26,26.10169
2020-05-27,19.66101
2020-05-28,16.27118
2020-05-29,17.62711
2020-05-30,18.64406
2020-05-31,15.59322
2020-06-01,13.8983
2020-06-02,17.9661
2020-06-03,20.0
2020-06-04,14.91525
2020-06-05,14.57627
2020-06-06,11.18644
2020-06-07,14.23728
2020-06-08,21.69491
2020-06-09,28.81355
2020-06-10,23.72881
2020-06-11,22.37288
2020-06-12,18.98305
2020-06-13,16.61016
2020-06-14,16.61016
2020-06-15,20.33898
2020-06-16,20.67796
2020-06-17,20.33898
2020-06-18,21.35593
2020-06-19,23.38983
2020-06-20,16.61016
2020-06-21,21.35593
2020-06-22,28.81355
2020-06-23,23.05084
2020-06-24,24.74576
2020-06-25,21.01694
2020-06-26,22.37288
2020-06-27,16.94915
2020-06-28,17.28813
2020-06-29,21.69491
2020-06-30,25.08474
2020-07-01,21.69491
2020-07-02,24.06779
2020-07-03,21.35593
2020-07-04,20.67796
2020-07-05,18.30508
2020-07-06,26.44067
2020-07-07,25.08474
2020-07-08,25.08474
2020-07-09,24.40677
2020-07-10,27.45762
2020-07-11,23.72881
2020-07-12,25.76271
2020-07-13,30.50847
2020-07-14,44.06779
2020-07-15,30.84745
2020-07-16,22.71186
2020-07-17,28.81355
2020-07-18,18.64406
2020-07-19,30.16949
2020-07-20,33.55932
2020-07-21,32.88135
2020-07-22,41.01694
2020-07-23,27.45762
2020-07-24,33.22033
2020-07-25,23.05084
2020-07-26,32.20338
2020-07-27,48.47457
2020-07-28,38.98305
2020-07-29,48.81355
2020-07-30,39.66101
2020-07-31,41.01694
2020-08-01,28.13559
2020-08-02,28.81355
2020-08-03,27.79661
2020-08-04,30.84745
2020-08-05,31.18644
2020-08-06,24.40677
2020-08-07,25.08474
2020-08-08,27.11864
2020-08-09,19.32203
2020-08-10,29.15254
2020-08-11,29.15254
2020-08-12,27.11864
2020-08-13,29.49152
2020-08-14,27.11864
2020-08-15,11.8644
2020-08-16,28.47457
2020-08-17,24.40677
2020-08-18,26.77966
2020-08-19,27.45762
2020-08-20,25.76271
2020-08-21,26.10169
2020-08-22,15.9322
2020-08-23,17.62711
2020-08-24,24.06779
2020-08-25,20.0
2020-08-26,23.72881
2020-08-27,21.35593
2020-08-28,20.0
2020-08-29,13.22033
2020-08-30,15.59322
2020-08-31,22.37288
2020-09-01,23.38983
2020-09-02,21.01694
2020-09-03,16.27118
2020-09-04,18.30508
2020-09-05,17.62711
2020-09-06,16.27118
2020-09-07,22.37288
2020-09-08,22.71186
2020-09-09,27.45762
2020-09-10,27.11864
2020-09-11,27.11864
2020-09-12,14.91525
2020-09-13,12.88135
2020-09-14,19.32203
2020-09-15,26.77966
2020-09-16,23.38983
2020-09-17,27.79661
2020-09-18,24.06779
2020-09-19,16.94915
2020-09-20,17.62711
2020-09-21,34.57627
2020-09-22,23.38983
2020-09-23,30.16949
2020-09-24,20.0
2020-09-25,19.32203
2020-09-26,16.61016
2020-09-27,17.62711
2020-09-28,21.69491
2020-09-29,18.64406
2020-09-30,20.67796
2020-10-01,18.64406
2020-10-02,19.32203
2020-10-03,25.08474
2020-10-04,24.74576
2020-10-05,24.06779
2020-10-06,28.47457
2020-10-07,25.08474
2020-10-08,26.44067
2020-10-09,13.8983
2020-10-10,18.64406
2020-10-11,23.05084
2020-10-12,27.11864
2020-10-13,24.40677
2020-10-14,25.76271
2020-10-15,27.45762
2020-10-16,25.42372
2020-10-17,21.35593
2020-10-18,21.35593
2020-10-19,30.16949
2020-10-20,27.45762
2020-10-21,26.44067
2020-10-22,29.15254
2020-10-23,28.13559
2020-10-24,16.27118
2020-10-25,74.57627
2020-10-26,96.27118
2020-10-27,80.33898
2020-10-28,75.59322
2020-10-29,65.76271
2020-10-30,52.54237
2020-10-31,46.77966
2020-11-01,42.37288
2020-11-02,44.40677
2020-11-03,35.59322
2020-11-04,37.62711
2020-11-05,36.61016
2020-11-06,30.84745
2020-11-07,30.50847
2020-11-08,28.47457
2020-11-09,41.35593
2020-11-10,40.0
2020-11-11,31.52542
2020-11-12,31.18644
2020-11-13,32.20338
2020-11-14,19.66101
2020-11-15,40.33898
2020-11-16,45.42372
2020-11-17,45.42372
2020-11-18,41.69491
2020-11-19,33.22033
2020-11-20,37.28813
2020-11-21,51.52542
2020-11-22,30.84745
2020-11-23,30.84745
2020-11-24,34.91525
2020-11-25,34.57627
2020-11-26,43.72881
2020-11-27,28.81355
2020-11-28,32.20338
2020-11-29,34.23728
2020-11-30,42.03389
2020-12-01,31.18644
2020-12-02,34.57627
2020-12-03,36.61016
2020-12-04,28.47457
2020-12-05,26.77966
2020-12-06,27.45762
2020-12-07,35.59322
2020-12-08,37.28813
2020-12-09,31.8644
2020-12-10,34.57627
2020-12-11,36.61016
2020-12-12,25.08474
2020-12-13,17.28813
2020-12-14,34.91525
2020-12-15,33.22033
2020-12-16,40.67796
2020-12-17,33.8983
2020-12-18,21.35593
2020-12-19,23.05084
2020-12-20,26.44067
2020-12-21,25.08474
2020-12-22,38.98305
2020-12-23,32.54237
2020-12-24,30.84745
2020-12-25,30.50847
2020-12-26,22.37288
2020-12-27,26.77966
2020-12-28,51.8644
2020-12-29,41.69491
2020-12-30,46.77966
2020-12-31,36.61016
2021-01-01,25.08474
2021-01-02,41.35593
2021-01-03,31.18644
2021-01-04,34.91525
2021-01-05,35.9322
2021-01-06,43.72881
2021-01-07,28.13559
2021-01-08,37.9661
2021-01-09,31.8644
2021-01-10,35.59322
2021-01-11,46.44067
2021-01-12,36.94915
2021-01-13,40.0
2021-01-14,46.10169
2021-01-15,51.52542
2021-01-16,36.94915
2021-01-17,35.59322
2021-01-18,51.52542
2021-01-19,44.74576
2021-01-20,41.01694
2021-01-21,48.13559
2021-01-22,44.40677
2021-01-23,42.03389
2021-01-24,41.35593
2021-01-25,45.08474
2021-01-26,44.06779
2021-01-27,48.81355
2021-01-28,39.66101
2021-01-29,31.52542
2021-01-30,35.9322
2021-01-31,35.25423
2021-02-01,41.69491
2021-02-02,41.69491
2021-02-03,56.61016
2021-02-04,41.69491
2021-02-05,35.25423
2021-02-06,35.59322
2021-02-07,25.76271
2021-02-08,37.62711
2021-02-09,40.67796
2021-02-10,36.61016
2021-02-11,41.35593
2021-02-12,52.88135
2021-02-13,46.77966
2021-02-14,39.66101
2021-02-15,53.55932
2021-02-16,57.62711
2021-02-17,56.27118
2021-02-18,55.59322
2021-02-19,52.20338
2021-02-20,35.59322
2021-02-21,33.8983
2021-02-22,46.44067
2021-02-23,46.77966
2021-02-24,41.35593
2021-02-25,38.98305
2021-02-26,29.8305
2021-02-27,34.57627
2021-02-28,41.35593
2021-03-01,34.91525
2021-03-02,44.74576
2021-03-03,33.55932
2021-03-04,32.88135
2021-03-05,41.69491
2021-03-06,27.11864
2021-03-07,30.16949
2021-03-08,60.33898
2021-03-09,44.74576
2021-03-10,54.57627
2021-03-11,45.42372
2021-03-12,33.22033
2021-03-13,31.52542
2021-03-14,31.8644
2021-03-15,52.88135
2021-03-16,38.98305
2021-03-17,37.62711
2021-03-18,40.0
2021-03-19,36.61016
2021-03-20,39.32203
2021-03-21,40.0
2021-03-22,43.05084
2021-03-23,47.79661
2021-03-24,49.49152
2021-03-25,42.03389
2021-03-26,35.9322
2021-03-27,32.88135
2021-03-28,33.55932
2021-03-29,53.8983
2021-03-30,36.27118
2021-03-31,42.03389
2021-04-01,35.9322
2021-04-02,36.61016
2021-04-03,31.8644
2021-04-04,34.23728
2021-04-05,40.67796
2021-04-06,46.10169
2021-04-07,37.28813
2021-04-08,38.64406
2021-04-09,40.33898
2021-04-10,23.72881
2021-04-11,27.45762
2021-04-12,41.69491
2021-04-13,32.54237
2021-04-14,44.74576
2021-04-15,37.28813
2021-04-16,32.20338
2021-04-17,27.45762
2021-04-18,35.59322
2021-04-19,45.42372
2021-04-20,40.33898
2021-04-21,43.72881
2021-04-22,33.22033
2021-04-23,30.50847
2021-04-24,25.76271
2021-04-25,27.79661
2021-04-26,39.32203
2021-04-27,42.37288
2021-04-28,60.67796
2021-04-29,56.27118
2021-04-30,41.69491
2021-05-01,43.05084
2021-05-02,44.40677
2021-05-03,57.9661
2021-05-04,56.94915
2021-05-05,56.94915
2021-05-06,100.0
2021-05-07,44.40677
2021-05-08,41.01694
2021-05-09,46.77966
2021-05-10,48.13559
2021-05-11,47.79661
2021-05-12,41.35593
2021-05-13,56.27118
2021-05-14,42.03389
2021-05-15,37.28813
2021-05-16,36.27118
2021-05-17,45.42372
2021-05-18,41.69491
2021-05-19,38.98305
2021-05-20,52.88135
2021-05-21,43.05084
2021-05-22,39.66101
2021-05-23,33.55932
2021-05-24,54.91525
2021-05-25,46.10169
2021-05-26,52.20338
2021-05-27,53.8983
2021-05-28,60.33898
2021-05-29,45.76271
2021-05-30,42.37288
2021-05-31,50.84745
2021-06-01,48.81355
2021-06-02,51.8644
2021-06-03,54.23728
2021-06-04,47.11864
2021-06-05,39.32203
2021-06-06,47.11864
2021-06-07,55.25423
2021-06-08,55.25423
2021-06-09,49.49152
2021-06-10,37.28813
2021-06-11,33.22033
2021-06-12,34.57627
2021-06-13,40.33898
2021-06-14,66.10169
2021-06-15,47.11864
2021-06-16,42.03389
2021-06-17,42.37288
2021-06-18,45.76271
2021-06-19,32.88135
2021-06-20,30.84745
2021-06-21,50.50847
2021-06-22,44.06779
2021-06-23,46.10169
2021-06-24,31.52542
2021-06-25,38.98305
