date,상속세공제
2021-06-26,45.08474
2021-06-27,36.94915
2021-06-28,46.44067
2021-06-29,40.33898
2021-06-30,37.9661
2021-07-01,37.62711
2021-07-02,43.38983
2021-07-03,31.18644
2021-07-04,36.94915
2021-07-05,51.18644
2021-07-06,38.30508
2021-07-07,28.81355
2021-07-08,29.8305
2021-07-09,37.62711
2021-07-10,30.84745
2021-07-11,34.23728
2021-07-12,38.64406
2021-07-13,40.33898
2021-07-14,36.27118
2021-07-15,34.23728
2021-07-16,31.18644
2021-07-17,26.10169
2021-07-18,45.08474
2021-07-19,48.13559
2021-07-20,32.20338
2021-07-21,36.61016
2021-07-22,27.45762
2021-07-23,30.16949
2021-07-24,37.28813
2021-07-25,33.8983
2021-07-26,37.28813
2021-07-27,36.94915
2021-07-28,40.33898
2021-07-29,37.62711
2021-07-30,35.9322
2021-07-31,22.03389
2021-08-01,32.54237
2021-08-02,39.66101
2021-08-03,29.15254
2021-08-04,33.22033
2021-08-05,38.30508
2021-08-06,37.9661
2021-08-07,40.0
2021-08-08,26.10169
2021-08-09,43.38983
2021-08-10,36.94915
2021-08-11,45.42372
2021-08-12,45.08474
2021-08-13,38.64406
2021-08-14,30.16949
2021-08-15,29.49152
2021-08-16,36.61016
2021-08-17,41.35593
2021-08-18,42.03389
2021-08-19,45.42372
2021-08-20,40.33898
2021-08-21,32.54237
2021-08-22,36.94915
2021-08-23,51.52542
2021-08-24,46.77966
2021-08-25,47.45762
2021-08-26,34.91525
2021-08-27,40.0
2021-08-28,30.16949
2021-08-29,36.61016
2021-08-30,46.44067
2021-08-31,48.13559
2021-09-01,37.28813
2021-09-02,40.0
2021-09-03,40.33898
2021-09-04,35.59322
2021-09-05,35.25423
2021-09-06,41.69491
2021-09-07,46.10169
2021-09-08,51.18644
2021-09-09,42.37288
2021-09-10,33.8983
2021-09-11,69.49152
2021-09-12,41.69491
2021-09-13,51.18644
2021-09-14,57.62711
2021-09-15,45.42372
2021-09-16,66.10169
2021-09-17,48.81355
2021-09-18,36.61016
2021-09-19,33.8983
2021-09-20,49.49152
2021-09-21,65.76271
2021-09-22,47.45762
2021-09-23,62.03389
2021-09-24,64.74576
2021-09-25,50.50847
2021-09-26,41.01694
2021-09-27,65.42372
2021-09-28,63.38983
2021-09-29,61.69491
2021-09-30,66.44067
2021-10-01,57.62711
2021-10-02,38.64406
2021-10-03,35.25423
2021-10-04,46.77966
2021-10-05,57.62711
2021-10-06,63.38983
2021-10-07,59.32203
2021-10-08,47.11864
2021-10-09,49.15254
2021-10-10,91.8644
2021-10-11,56.27118
2021-10-12,61.35593
2021-10-13,52.20338
2021-10-14,51.8644
2021-10-15,48.81355
2021-10-16,35.9322
2021-10-17,42.37288
2021-10-18,73.8983
2021-10-19,47.79661
2021-10-20,50.50847
2021-10-21,61.01694
2021-10-22,46.44067
2021-10-23,37.28813
2021-10-24,45.42372
2021-10-25,60.67796
2021-10-26,56.94915
2021-10-27,43.38983
2021-10-28,44.74576
2021-10-29,43.38983
2021-10-30,32.88135
2021-10-31,53.8983
2021-11-01,48.47457
2021-11-02,61.01694
2021-11-03,48.47457
2021-11-04,48.81355
2021-11-05,43.38983
2021-11-06,40.67796
2021-11-07,56.61016
2021-11-08,48.13559
2021-11-09,43.38983
2021-11-10,49.15254
2021-11-11,44.06779
2021-11-12,48.47457
2021-11-13,49.49152
2021-11-14,56.94915
2021-11-15,63.38983
2021-11-16,58.64406
2021-11-17,49.15254
2021-11-18,37.28813
2021-11-19,60.0
2021-11-20,43.38983
2021-11-21,56.94915
2021-11-22,54.57627
2021-11-23,44.74576
2021-11-24,42.03389
2021-11-25,56.27118
2021-11-26,51.8644
2021-11-27,43.38983
2021-11-28,35.25423
2021-11-29,55.25423
2021-11-30,49.8305
2021-12-01,52.20338
2021-12-02,49.15254
2021-12-03,44.06779
2021-12-04,30.84745
2021-12-05,46.77966
2021-12-06,51.18644
2021-12-07,46.10169
2021-12-08,46.77966
2021-12-09,43.38983
2021-12-10,45.42372
2021-12-11,34.91525
2021-12-12,38.64406
2021-12-13,49.49152
2021-12-14,44.74576
2021-12-15,49.15254
2021-12-16,41.69491
2021-12-17,33.55932
2021-12-18,30.16949
2021-12-19,35.25423
2021-12-20,56.94915
2021-12-21,38.30508
2021-12-22,43.05084
2021-12-23,43.05084
2021-12-24,36.27118
2021-12-25,28.81355
2021-12-26,32.54237
2021-12-27,54.57627
2021-12-28,37.62711
2021-12-29,47.11864
2021-12-30,38.64406
2021-12-31,36.94915
2022-01-01,30.16949
2022-01-02,40.67796
2022-01-03,55.59322
2022-01-04,52.54237
2022-01-05,43.38983
2022-01-06,51.8644
2022-01-07,34.23728
2022-01-08,42.37288
2022-01-09,35.9322
2022-01-10,48.81355
2022-01-11,54.57627
2022-01-12,51.18644
2022-01-13,48.13559
2022-01-14,37.28813
2022-01-15,43.05084
2022-01-16,41.35593
2022-01-17,52.54237
2022-01-18,49.8305
2022-01-19,57.62711
2022-01-20,49.49152
2022-01-21,43.05084
2022-01-22,84.06779
2022-01-23,93.55932
2022-01-24,56.27118
2022-01-25,50.84745
2022-01-26,44.40677
2022-01-27,45.42372
2022-01-28,35.9322
2022-01-29,42.03389
2022-01-30,31.52542
2022-01-31,35.59322
2022-02-01,59.32203
2022-02-02,56.94915
2022-02-03,74.23728
2022-02-04,56.27118
2022-02-05,49.8305
2022-02-06,59.66101
2022-02-07,76.61016
2022-02-08,53.22033
2022-02-09,53.8983
2022-02-10,49.8305
2022-02-11,48.81355
2022-02-12,37.28813
2022-02-13,44.06779
2022-02-14,65.42372
2022-02-15,61.01694
2022-02-16,46.10169
2022-02-17,49.49152
2022-02-18,52.54237
2022-02-19,47.79661
2022-02-20,36.61016
2022-02-21,52.20338
2022-02-22,56.27118
2022-02-23,49.49152
2022-02-24,48.13559
2022-02-25,35.9322
2022-02-26,32.20338
2022-02-27,43.72881
2022-02-28,38.98305
2022-03-01,30.16949
2022-03-02,49.15254
2022-03-03,44.40677
2022-03-04,42.71186
2022-03-05,31.18644
2022-03-06,27.11864
2022-03-07,47.45762
2022-03-08,42.03389
2022-03-09,30.50847
2022-03-10,34.91525
2022-03-11,40.33898
2022-03-12,37.28813
2022-03-13,41.35593
2022-03-14,47.11864
2022-03-15,46.44067
2022-03-16,47.11864
2022-03-17,44.06779
2022-03-18,53.8983
2022-03-19,31.18644
2022-03-20,36.27118
2022-03-21,44.06779
2022-03-22,43.38983
2022-03-23,42.71186
2022-03-24,58.98305
2022-03-25,43.05084
2022-03-26,38.64406
2022-03-27,41.01694
2022-03-28,54.91525
2022-03-29,41.35593
2022-03-30,52.20338
2022-03-31,53.22033
2022-04-01,46.10169
2022-04-02,42.37288
2022-04-03,41.35593
2022-04-04,48.81355
2022-04-05,55.9322
2022-04-06,37.62711
2022-04-07,45.76271
2022-04-08,44.06779
2022-04-09,30.16949
2022-04-10,36.27118
2022-04-11,50.50847
2022-04-12,46.44067
2022-04-13,56.94915
2022-04-14,56.94915
2022-04-15,54.23728
2022-04-16,31.18644
2022-04-17,30.84745
2022-04-18,54.23728
2022-04-19,50.16949
2022-04-20,46.44067
2022-04-21,47.45762
2022-04-22,44.40677
2022-04-23,41.69491
2022-04-24,32.54237
2022-04-25,48.13559
2022-04-26,53.55932
2022-04-27,43.38983
2022-04-28,63.38983
2022-04-29,37.9661
2022-04-30,46.77966
2022-05-01,40.33898
2022-05-02,64.74576
2022-05-03,41.69491
2022-05-04,43.05084
2022-05-05,33.55932
2022-05-06,27.45762
2022-05-07,41.01694
2022-05-08,42.37288
2022-05-09,46.77966
2022-05-10,44.06779
2022-05-11,51.52542
2022-05-12,34.23728
2022-05-13,44.40677
2022-05-14,40.0
2022-05-15,43.72881
2022-05-16,66.44067
2022-05-17,63.05084
2022-05-18,55.59322
2022-05-19,46.44067
2022-05-20,46.10169
2022-05-21,41.69491
2022-05-22,38.30508
2022-05-23,39.66101
2022-05-24,48.47457
2022-05-25,45.76271
2022-05-26,43.05084
2022-05-27,41.69491
2022-05-28,33.22033
2022-05-29,32.20338
2022-05-30,43.38983
2022-05-31,36.94915
2022-06-01,33.22033
2022-06-02,45.76271
2022-06-03,36.94915
2022-06-04,35.59322
2022-06-05,43.05084
2022-06-06,36.94915
2022-06-07,52.54237
2022-06-08,42.03389
2022-06-09,44.40677
2022-06-10,49.8305
2022-06-11,35.9322
2022-06-12,26.44067
2022-06-13,49.8305
2022-06-14,45.76271
2022-06-15,44.74576
2022-06-16,52.54237
2022-06-17,46.77966
2022-06-18,29.49152
2022-06-19,44.06779
2022-06-20,51.18644
2022-06-21,48.47457
2022-06-22,51.8644
2022-06-23,31.8644
2022-06-24,37.28813
2022-06-25,36.27118
2022-06-26,21.01694
2022-06-27,44.06779
2022-06-28,41.01694
2022-06-29,42.03389
2022-06-30,37.62711
2022-07-01,33.8983
2022-07-02,29.8305
2022-07-03,38.30508
2022-07-04,43.72881
2022-07-05,44.40677
2022-07-06,38.64406
2022-07-07,39.32203
2022-07-08,40.67796
2022-07-09,26.77966
2022-07-10,30.50847
2022-07-11,41.01694
2022-07-12,44.74576
2022-07-13,40.0
2022-07-14,36.61016
2022-07-15,46.10169
2022-07-16,38.30508
2022-07-17,34.57627
2022-07-18,35.9322
2022-07-19,36.27118
2022-07-20,47.79661
2022-07-21,43.72881
2022-07-22,47.45762
2022-07-23,31.18644
2022-07-24,27.45762
2022-07-25,49.49152
2022-07-26,48.13559
2022-07-27,35.9322
2022-07-28,46.10169
2022-07-29,40.67796
2022-07-30,22.71186
2022-07-31,27.79661
2022-08-01,40.0
2022-08-02,34.57627
2022-08-03,45.76271
2022-08-04,35.9322
2022-08-05,30.16949
2022-08-06,22.03389
2022-08-07,27.79661
2022-08-08,40.0
2022-08-09,47.45762
2022-08-10,44.06779
2022-08-11,41.01694
2022-08-12,28.47457
2022-08-13,30.84745
2022-08-14,31.8644
2022-08-15,36.27118
2022-08-16,35.25423
2022-08-17,43.05084
2022-08-18,39.66101
2022-08-19,45.42372
2022-08-20,37.9661
2022-08-21,30.16949
2022-08-22,42.03389
2022-08-23,36.61016
2022-08-24,47.79661
2022-08-25,54.57627
2022-08-26,43.72881
2022-08-27,32.88135
2022-08-28,32.20338
2022-08-29,42.71186
2022-08-30,42.03389
2022-08-31,45.76271
2022-09-01,68.47457
2022-09-02,48.47457
2022-09-03,32.54237
2022-09-04,40.0
2022-09-05,34.23728
2022-09-06,41.35593
2022-09-07,40.33898
2022-09-08,36.27118
2022-09-09,29.49152
2022-09-10,37.9661
2022-09-11,35.9322
2022-09-12,51.52542
2022-09-13,52.20338
2022-09-14,74.91525
2022-09-15,60.0
2022-09-16,64.40677
2022-09-17,53.55932
2022-09-18,41.69491
2022-09-19,63.38983
2022-09-20,64.74576
2022-09-21,52.54237
2022-09-22,70.84745
2022-09-23,45.76271
2022-09-24,45.76271
2022-09-25,41.69491
2022-09-26,51.52542
2022-09-27,66.10169
2022-09-28,60.67796
2022-09-29,43.05084
2022-09-30,48.13559
2022-10-01,32.88135
2022-10-02,33.55932
2022-10-03,36.94915
2022-10-04,37.9661
2022-10-05,47.11864
2022-10-06,61.35593
2022-10-07,41.35593
2022-10-08,28.13559
2022-10-09,27.11864
2022-10-10,28.47457
2022-10-11,46.77966
2022-10-12,44.40677
2022-10-13,40.0
2022-10-14,53.55932
2022-10-15,34.91525
2022-10-16,23.72881
2022-10-17,43.72881
2022-10-18,40.0
2022-10-19,40.67796
2022-10-20,38.64406
2022-10-21,39.66101
2022-10-22,31.52542
2022-10-23,38.98305
2022-10-24,36.61016
2022-10-25,33.8983
2022-10-26,40.0
2022-10-27,38.64406
2022-10-28,37.62711
2022-10-29,26.44067
2022-10-30,20.67796
2022-10-31,39.66101
2022-11-01,41.69491
2022-11-02,36.61016
2022-11-03,27.79661
2022-11-04,26.10169
2022-11-05,31.8644
2022-11-06,27.45762
2022-11-07,42.03389
2022-11-08,43.38983
2022-11-09,41.35593
2022-11-10,28.13559
2022-11-11,29.15254
2022-11-12,15.59322
2022-11-13,21.35593
2022-11-14,42.03389
2022-11-15,39.32203
2022-11-16,45.42372
2022-11-17,38.64406
2022-11-18,35.25423
2022-11-19,26.44067
2022-11-20,26.10169
2022-11-21,37.28813
2022-11-22,35.59322
2022-11-23,37.62711
2022-11-24,39.66101
2022-11-25,37.28813
2022-11-26,34.91525
2022-11-27,23.38983
2022-11-28,34.57627
2022-11-29,34.91525
2022-11-30,38.64406
2022-12-01,29.49152
2022-12-02,28.47457
2022-12-03,21.35593
2022-12-04,32.54237
2022-12-05,26.77966
2022-12-06,31.8644
2022-12-07,37.28813
2022-12-08,40.33898
2022-12-09,34.23728
2022-12-10,29.15254
2022-12-11,32.20338
2022-12-12,41.01694
2022-12-13,35.59322
2022-12-14,34.23728
2022-12-15,27.79661
2022-12-16,35.9322
2022-12-17,24.74576
2022-12-18,29.15254
2022-12-19,35.9322
2022-12-20,48.13559
2022-12-21,38.98305
2022-12-22,40.33898
2022-12-23,38.30508
2022-12-24,35.25423
2022-12-25,26.10169
2022-12-26,43.72881
2022-12-27,36.61016
2022-12-28,36.94915
2022-12-29,49.15254
2022-12-30,30.16949
2022-12-31,31.8644
2023-01-01,29.49152
2023-01-02,38.30508
2023-01-03,32.88135
2023-01-04,40.33898
2023-01-05,36.61016
2023-01-06,36.94915
2023-01-07,36.27118
2023-01-08,35.9322
2023-01-09,49.15254
2023-01-10,41.35593
2023-01-11,45.08474
2023-01-12,47.79661
2023-01-13,39.66101
2023-01-14,33.22033
2023-01-15,30.16949
2023-01-16,42.03389
2023-01-17,45.76271
2023-01-18,44.74576
2023-01-19,38.64406
2023-01-20,36.94915
2023-01-21,33.55932
2023-01-22,27.79661
2023-01-23,39.32203
2023-01-24,37.28813
2023-01-25,51.8644
2023-01-26,43.72881
2023-01-27,53.55932
2023-01-28,37.9661
2023-01-29,37.9661
2023-01-30,44.74576
2023-01-31,39.32203
2023-02-01,35.9322
2023-02-02,48.47457
2023-02-03,42.03389
2023-02-04,37.28813
2023-02-05,36.94915
2023-02-06,52.20338
2023-02-07,48.13559
2023-02-08,48.81355
2023-02-09,50.50847
2023-02-10,43.38983
2023-02-11,35.25423
2023-02-12,43.38983
2023-02-13,63.72881
2023-02-14,51.52542
2023-02-15,53.22033
2023-02-16,48.13559
2023-02-17,55.59322
2023-02-18,45.08474
2023-02-19,44.06779
2023-02-20,38.64406
2023-02-21,42.37288
2023-02-22,51.18644
2023-02-23,49.8305
2023-02-24,40.33898
2023-02-25,33.55932
2023-02-26,26.10169
2023-02-27,35.59322
2023-02-28,50.16949
2023-03-01,29.15254
2023-03-02,37.9661
2023-03-03,32.88135
2023-03-04,23.38983
2023-03-05,29.8305
2023-03-06,43.72881
2023-03-07,34.91525
2023-03-08,41.35593
2023-03-09,43.72881
2023-03-10,43.38983
2023-03-11,17.62711
2023-03-12,22.03389
2023-03-13,40.0
2023-03-14,41.01694
2023-03-15,42.71186
2023-03-16,39.32203
2023-03-17,36.27118
2023-03-18,21.35593
2023-03-19,30.16949
2023-03-20,41.69491
2023-03-21,34.57627
2023-03-22,38.30508
2023-03-23,35.9322
2023-03-24,32.54237
2023-03-25,23.72881
2023-03-26,28.81355
2023-03-27,42.37288
2023-03-28,43.05084
2023-03-29,33.8983
2023-03-30,33.8983
2023-03-31,28.47457
2023-04-01,17.9661
2023-04-02,18.98305
2023-04-03,33.22033
2023-04-04,38.30508
2023-04-05,33.22033
2023-04-06,28.13559
2023-04-07,31.18644
2023-04-08,21.69491
2023-04-09,26.77966
2023-04-10,32.20338
2023-04-11,46.77966
2023-04-12,40.0
2023-04-13,44.06779
2023-04-14,35.59322
2023-04-15,34.57627
2023-04-16,29.49152
2023-04-17,44.06779
2023-04-18,38.98305
2023-04-19,38.64406
2023-04-20,37.28813
2023-04-21,27.11864
2023-04-22,23.38983
2023-04-23,25.42372
2023-04-24,34.57627
2023-04-25,38.30508
2023-04-26,29.8305
2023-04-27,34.91525
2023-04-28,27.45762
2023-04-29,27.45762
2023-04-30,24.40677
2023-05-01,28.47457
2023-05-02,29.15254
2023-05-03,24.74576
2023-05-04,33.55932
2023-05-05,29.49152
2023-05-06,36.27118
2023-05-07,29.15254
2023-05-08,37.62711
2023-05-09,31.18644
2023-05-10,39.32203
2023-05-11,38.98305
2023-05-12,34.91525
2023-05-13,19.32203
2023-05-14,24.40677
2023-05-15,39.32203
2023-05-16,36.94915
2023-05-17,37.28813
2023-05-18,34.23728
2023-05-19,35.59322
2023-05-20,27.11864
2023-05-21,20.67796
2023-05-22,39.66101
2023-05-23,36.94915
2023-05-24,37.62711
2023-05-25,31.8644
2023-05-26,33.8983
2023-05-27,19.66101
2023-05-28,24.74576
2023-05-29,32.20338
2023-05-30,34.91525
