date,KODEX미국반도체MV
2021-11-01,11.28691
2021-11-02,13.08016
2021-11-03,10.97046
2021-11-04,13.29113
2021-11-05,20.99156
2021-11-06,4.32489
2021-11-07,2.32067
2021-11-08,10.75949
2021-11-09,30.06329
2021-11-10,20.78059
2021-11-11,22.67932
2021-11-12,20.6751
2021-11-13,8.12236
2021-11-14,8.33333
2021-11-15,19.40928
2021-11-16,23.41772
2021-11-17,25.0
2021-11-18,27.42616
2021-11-19,35.75949
2021-11-20,12.44725
2021-11-21,14.02953
2021-11-22,35.75949
2021-11-23,29.32489
2021-11-24,24.78902
2021-11-25,29.00843
2021-11-26,17.29957
2021-11-27,4.00843
2021-11-28,3.79746
2021-11-29,18.24894
2021-11-30,24.89451
2021-12-01,17.72151
2021-12-02,18.77637
2021-12-03,21.62447
2021-12-04,5.27426
2021-12-05,3.27004
2021-12-06,16.98312
2021-12-07,15.92827
2021-12-08,22.99578
2021-12-09,19.09282
2021-12-10,16.66666
2021-12-11,4.2194
2021-12-12,5.37974
2021-12-13,14.34599
2021-12-14,11.3924
2021-12-15,12.55274
2021-12-16,16.35021
2021-12-17,18.67088
2021-12-18,5.37974
2021-12-19,3.16455
2021-12-20,11.70886
2021-12-21,15.18987
2021-12-22,14.9789
2021-12-23,13.81856
2021-12-24,12.1308
2021-12-25,2.53164
2021-12-26,1.89873
2021-12-27,11.28691
2021-12-28,18.5654
2021-12-29,15.29535
2021-12-30,9.70464
2021-12-31,4.74683
2022-01-01,4.00843
2022-01-02,4.2194
2022-01-03,17.51054
2022-01-04,18.88185
2022-01-05,11.07594
2022-01-06,10.54852
2022-01-07,10.86497
2022-01-08,3.05907
2022-01-09,3.27004
2022-01-10,8.75527
2022-01-11,15.18987
2022-01-12,22.78481
2022-01-13,24.78902
2022-01-14,25.84388
2022-01-15,16.24472
2022-01-16,13.81856
2022-01-17,25.63291
2022-01-18,21.09704
2022-01-19,23.31223
2022-01-20,27.21518
2022-01-21,26.68776
2022-01-22,5.48523
2022-01-23,4.53586
2022-01-24,12.86919
2022-01-25,13.18565
2022-01-26,14.87341
2022-01-27,10.654
2022-01-28,14.34599
2022-01-29,2.8481
2022-01-30,4.2194
2022-01-31,3.79746
2022-02-01,6.01265
2022-02-02,7.59493
2022-02-03,19.51476
2022-02-04,18.98734
2022-02-05,13.60759
2022-02-06,9.81012
2022-02-07,18.03797
2022-02-08,16.98312
2022-02-09,14.02953
2022-02-10,16.77215
2022-02-11,14.55696
2022-02-12,5.37974
2022-02-13,5.37974
2022-02-14,16.98312
2022-02-15,15.61181
2022-02-16,16.87763
2022-02-17,13.60759
2022-02-18,12.23628
2022-02-19,3.48101
2022-02-20,3.27004
2022-02-21,9.59915
2022-02-22,12.65822
2022-02-23,10.33755
2022-02-24,12.02531
2022-02-25,15.18987
2022-02-26,1.47679
2022-02-27,4.00843
2022-02-28,11.3924
2022-03-01,4.2194
2022-03-02,14.9789
2022-03-03,12.55274
2022-03-04,10.54852
2022-03-05,3.27004
2022-03-06,4.00843
2022-03-07,10.86497
2022-03-08,12.55274
2022-03-09,2.74261
2022-03-10,12.23628
2022-03-11,9.49367
2022-03-12,3.27004
2022-03-13,3.37552
2022-03-14,8.43881
2022-03-15,8.43881
2022-03-16,11.18143
2022-03-17,12.34177
2022-03-18,9.81012
2022-03-19,2.63713
2022-03-20,2.00421
2022-03-21,8.75527
2022-03-22,8.96624
2022-03-23,8.33333
2022-03-24,7.8059
2022-03-25,12.1308
2022-03-26,2.42616
2022-03-27,2.32067
2022-03-28,9.91561
2022-03-29,9.49367
2022-03-30,11.49789
2022-03-31,11.07594
2022-04-01,7.70042
2022-04-02,1.16033
2022-04-03,2.63713
2022-04-04,7.8059
2022-04-05,6.54008
2022-04-06,9.07172
2022-04-07,8.12236
2022-04-08,6.54008
2022-04-09,2.1097
2022-04-10,3.27004
2022-04-11,9.38818
2022-04-12,9.07172
2022-04-13,10.23206
2022-04-14,9.59915
2022-04-15,12.44725
2022-04-16,2.1097
2022-04-17,1.47679
2022-04-18,7.38396
2022-04-19,5.16877
2022-04-20,4.11392
2022-04-21,3.90295
2022-04-22,4.00843
2022-04-23,1.58227
2022-04-24,2.32067
2022-04-25,8.86075
2022-04-26,7.06751
2022-04-27,8.43881
2022-04-28,7.59493
2022-04-29,8.5443
2022-04-30,3.37552
2022-05-01,2.53164
2022-05-02,8.5443
2022-05-03,9.81012
2022-05-04,8.43881
2022-05-05,2.95358
2022-05-06,8.43881
2022-05-07,1.79324
2022-05-08,1.16033
2022-05-09,6.01265
2022-05-10,6.43459
2022-05-11,6.22362
2022-05-12,6.43459
2022-05-13,6.22362
2022-05-14,1.3713
2022-05-16,6.43459
2022-05-17,6.96202
2022-05-18,8.01687
2022-05-19,8.12236
2022-05-20,8.43881
2022-05-21,0.52742
2022-05-22,2.00421
2022-05-23,8.12236
2022-05-24,6.64556
2022-05-25,9.70464
2022-05-26,4.85232
2022-05-27,9.2827
2022-05-28,1.89873
2022-05-29,2.1097
2022-05-30,8.64978
2022-05-31,9.17721
2022-06-01,1.16033
2022-06-02,7.06751
2022-06-03,7.27848
2022-06-04,1.05485
2022-06-06,1.16033
2022-06-07,4.74683
2022-06-08,8.43881
2022-06-09,5.90717
2022-06-10,6.11814
2022-06-11,1.26582
2022-06-12,0.84388
2022-06-13,8.01687
2022-06-14,7.91139
2022-06-15,7.27848
2022-06-16,6.96202
2022-06-17,6.32911
2022-06-18,0.52742
2022-06-20,6.85654
2022-06-21,5.16877
2022-06-22,7.38396
2022-06-23,7.06751
2022-06-24,6.32911
2022-06-25,1.58227
2022-06-26,1.3713
2022-06-27,7.48945
2022-06-28,6.75105
2022-06-29,7.8059
2022-06-30,7.91139
2022-07-01,6.54008
2022-07-02,2.21518
2022-07-03,1.47679
2022-07-04,6.96202
2022-07-05,5.48523
2022-07-06,9.2827
2022-07-07,9.2827
2022-07-08,9.91561
2022-07-09,1.89873
2022-07-10,1.16033
2022-07-11,7.17299
2022-07-12,5.37974
2022-07-13,5.90717
2022-07-14,5.48523
2022-07-15,7.38396
2022-07-16,1.47679
2022-07-17,0.94936
2022-07-18,10.44303
2022-07-19,7.17299
2022-07-20,12.55274
2022-07-21,11.91983
2022-07-22,12.65822
2022-07-23,0.94936
2022-07-24,1.68776
2022-07-25,7.48945
2022-07-26,6.54008
2022-07-27,6.54008
2022-07-28,12.1308
2022-07-29,12.86919
2022-07-30,1.47679
2022-07-31,1.79324
2022-08-01,11.18143
2022-08-02,15.29535
2022-08-03,16.24472
2022-08-04,12.76371
2022-08-05,12.76371
2022-08-06,1.3713
2022-08-07,1.47679
2022-08-08,11.18143
2022-08-09,11.81434
2022-08-10,13.29113
2022-08-11,11.3924
2022-08-12,7.27848
2022-08-13,1.05485
2022-08-14,1.16033
2022-08-15,1.79324
2022-08-16,11.70886
2022-08-17,14.02953
2022-08-18,8.96624
2022-08-19,10.54852
2022-08-20,1.58227
2022-08-21,0.63291
2022-08-22,7.70042
2022-08-23,7.59493
2022-08-24,8.12236
2022-08-25,10.54852
2022-08-26,6.32911
2022-08-27,1.16033
2022-08-28,1.47679
2022-08-29,7.48945
2022-08-30,7.06751
2022-08-31,8.01687
2022-09-01,9.17721
2022-09-02,9.2827
2022-09-03,1.3713
2022-09-04,1.05485
2022-09-05,5.90717
2022-09-06,6.96202
2022-09-07,4.53586
2022-09-08,6.22362
2022-09-09,0.52742
2022-09-11,1.47679
2022-09-12,1.16033
2022-09-13,7.70042
2022-09-14,7.06751
2022-09-15,6.22362
2022-09-16,5.06329
2022-09-17,1.58227
2022-09-18,0.52742
2022-09-19,6.75105
2022-09-20,5.27426
2022-09-21,4.85232
2022-09-22,7.27848
2022-09-23,10.44303
2022-09-24,1.16033
2022-09-25,0.94936
2022-09-26,7.48945
2022-09-27,6.22362
2022-09-28,8.86075
2022-09-29,5.06329
2022-09-30,4.43037
2022-10-01,1.3713
2022-10-02,0.84388
2022-10-03,1.05485
2022-10-04,5.16877
2022-10-05,3.79746
2022-10-06,5.90717
2022-10-07,5.06329
2022-10-08,0.52742
2022-10-09,0.73839
2022-10-10,1.58227
2022-10-11,8.33333
2022-10-12,6.11814
2022-10-13,4.9578
2022-10-14,5.16877
2022-10-15,0.63291
2022-10-17,5.59071
2022-10-18,4.85232
2022-10-19,5.6962
2022-10-20,6.22362
2022-10-21,5.59071
2022-10-22,0.63291
2022-10-24,6.96202
2022-10-25,6.85654
2022-10-26,6.96202
2022-10-27,6.64556
2022-10-28,5.59071
2022-10-29,0.84388
2022-10-30,0.52742
2022-10-31,4.64135
2022-11-01,4.53586
2022-11-02,5.16877
2022-11-03,3.27004
2022-11-04,3.16455
2022-11-05,0.73839
2022-11-06,0.84388
2022-11-07,5.48523
2022-11-08,5.80168
2022-11-09,7.59493
2022-11-10,6.32911
2022-11-11,9.70464
2022-11-12,2.8481
2022-11-13,1.16033
2022-11-14,8.22784
2022-11-15,12.1308
2022-11-16,13.5021
2022-11-17,9.17721
2022-11-18,9.17721
2022-11-19,3.90295
2022-11-20,3.48101
2022-11-21,7.27848
2022-11-22,4.74683
2022-11-23,6.75105
2022-11-24,6.11814
2022-11-25,5.59071
2022-11-26,0.73839
2022-11-27,1.3713
2022-11-28,5.6962
2022-11-29,5.27426
2022-11-30,6.75105
2022-12-01,6.22362
2022-12-02,4.74683
2022-12-03,0.84388
2022-12-04,1.47679
2022-12-05,4.74683
2022-12-06,6.32911
2022-12-07,4.11392
2022-12-08,3.79746
2022-12-09,7.06751
2022-12-10,1.3713
2022-12-11,1.26582
2022-12-12,5.16877
2022-12-13,4.74683
2022-12-14,6.43459
2022-12-15,5.48523
2022-12-16,3.69198
2022-12-17,1.3713
2022-12-18,0.73839
2022-12-19,3.79746
2022-12-20,6.64556
2022-12-21,6.43459
2022-12-22,5.27426
2022-12-23,5.6962
2022-12-24,2.1097
2022-12-25,1.58227
2022-12-26,5.59071
2022-12-27,4.64135
2022-12-28,4.00843
2022-12-29,4.43037
2022-12-30,2.53164
2022-12-31,1.68776
2023-01-01,0.63291
2023-01-02,7.17299
2023-01-03,6.11814
2023-01-04,5.27426
2023-01-05,4.85232
2023-01-06,6.43459
2023-01-07,1.58227
2023-01-08,1.68776
2023-01-09,5.59071
2023-01-10,6.96202
2023-01-11,7.70042
2023-01-12,10.23206
2023-01-13,9.2827
2023-01-14,1.89873
2023-01-15,2.8481
2023-01-16,10.33755
2023-01-17,7.48945
2023-01-18,11.07594
2023-01-19,7.38396
2023-01-20,5.37974
2023-01-21,1.05485
2023-01-22,1.79324
2023-01-23,1.68776
2023-01-24,2.8481
2023-01-25,9.2827
2023-01-26,8.43881
2023-01-27,11.70886
2023-01-28,2.53164
2023-01-29,3.69198
2023-01-30,9.07172
2023-01-31,10.654
2023-02-01,9.17721
2023-02-02,15.82278
2023-02-03,12.86919
2023-02-04,2.74261
2023-02-05,3.79746
2023-02-06,9.07172
2023-02-07,8.75527
2023-02-08,12.55274
2023-02-09,10.23206
2023-02-10,6.85654
2023-02-11,0.94936
2023-02-12,1.26582
2023-02-13,7.91139
2023-02-14,8.5443
2023-02-15,9.38818
2023-02-16,12.1308
2023-02-17,6.54008
2023-02-18,0.84388
2023-02-19,1.26582
2023-02-20,8.01687
2023-02-21,5.80168
2023-02-22,4.64135
2023-02-23,9.2827
2023-02-24,8.33333
2023-02-25,1.3713
2023-02-26,1.16033
2023-02-27,5.6962
2023-02-28,7.70042
2023-03-01,1.58227
2023-03-02,5.48523
2023-03-03,6.54008
2023-03-04,1.3713
2023-03-05,3.79746
2023-03-06,10.44303
2023-03-07,7.91139
2023-03-08,6.11814
2023-03-09,8.01687
2023-03-10,6.43459
2023-03-11,0.73839
2023-03-12,2.42616
2023-03-13,7.59493
2023-03-14,6.01265
2023-03-15,6.85654
2023-03-16,7.48945
2023-03-17,9.07172
2023-03-18,1.47679
2023-03-19,1.58227
2023-03-20,10.12658
2023-03-21,10.12658
2023-03-22,10.33755
2023-03-23,7.27848
2023-03-24,10.75949
2023-03-25,2.42616
2023-03-26,2.1097
2023-03-27,9.07172
2023-03-28,8.96624
2023-03-29,10.75949
2023-03-30,16.66666
2023-03-31,14.66244
2023-04-01,2.74261
2023-04-02,1.79324
2023-04-03,11.70886
2023-04-04,11.70886
2023-04-05,9.70464
2023-04-06,6.22362
2023-04-07,11.81434
2023-04-08,1.3713
2023-04-09,1.68776
2023-04-10,8.75527
2023-04-11,11.3924
2023-04-12,9.91561
2023-04-13,8.33333
2023-04-14,11.28691
2023-04-15,1.79324
2023-04-16,1.26582
2023-04-17,7.8059
2023-04-18,8.33333
2023-04-19,7.91139
2023-04-20,5.59071
2023-04-21,8.64978
2023-04-22,0.73839
2023-04-23,0.84388
2023-04-24,6.01265
2023-04-25,6.01265
2023-04-26,4.85232
2023-04-27,7.8059
2023-04-28,11.28691
2023-04-29,0.63291
2023-04-30,1.47679
2023-05-01,1.89873
2023-05-02,9.38818
2023-05-03,15.82278
2023-05-04,13.5021
2023-05-05,1.68776
2023-05-06,2.53164
2023-05-07,1.47679
2023-05-08,9.49367
2023-05-09,8.43881
2023-05-10,8.64978
2023-05-11,7.27848
2023-05-12,8.01687
2023-05-13,1.05485
2023-05-14,0.94936
2023-05-15,7.27848
2023-05-16,8.22784
2023-05-17,7.06751
2023-05-18,9.91561
2023-05-19,15.40084
2023-05-20,3.79746
2023-05-21,2.1097
2023-05-22,9.91561
2023-05-23,11.91983
2023-05-24,13.60759
2023-05-25,21.62447
2023-05-26,30.80168
2023-05-27,7.48945
2023-05-28,6.96202
2023-05-29,7.91139
2023-05-30,22.25738
2023-05-31,18.98734
2023-06-01,12.44725
2023-06-02,14.87341
2023-06-03,2.53164
2023-06-04,2.1097
2023-06-05,14.55696
2023-06-06,3.27004
2023-06-07,13.08016
2023-06-08,10.12658
2023-06-09,9.70464
2023-06-10,2.1097
2023-06-11,1.68776
2023-06-12,9.17721
2023-06-13,13.92405
2023-06-14,10.86497
2023-06-15,15.18987
2023-06-16,11.60337
2023-06-17,2.1097
2023-06-18,3.69198
2023-06-19,10.23206
2023-06-20,7.8059
2023-06-21,10.54852
2023-06-22,10.44303
2023-06-23,9.91561
2023-06-24,2.32067
2023-06-25,0.84388
2023-06-26,6.64556
2023-06-27,7.17299
2023-06-28,9.17721
2023-06-29,10.02109
2023-06-30,6.85654
2023-07-01,1.58227
2023-07-02,1.3713
2023-07-03,11.3924
2023-07-04,6.22362
2023-07-05,6.85654
2023-07-06,6.75105
2023-07-07,4.85232
2023-07-08,1.58227
2023-07-09,0.94936
2023-07-10,5.90717
2023-07-11,6.01265
2023-07-12,6.96202
2023-07-13,7.70042
2023-07-14,8.33333
2023-07-15,2.21518
2023-07-16,2.32067
2023-07-17,7.27848
2023-07-18,7.06751
2023-07-19,8.12236
2023-07-20,6.32911
2023-07-21,8.5443
2023-07-22,2.21518
2023-07-23,1.16033
2023-07-24,7.38396
2023-07-25,8.22784
2023-07-26,6.11814
2023-07-27,6.96202
2023-07-28,8.75527
2023-07-29,2.32067
2023-07-30,2.42616
2023-07-31,9.70464
2023-08-01,11.07594
2023-08-02,8.96624
2023-08-03,7.70042
2023-08-04,7.8059
2023-08-05,0.52742
2023-08-06,2.95358
2023-08-07,6.54008
2023-08-08,8.75527
2023-08-09,5.37974
2023-08-10,7.70042
2023-08-11,6.11814
2023-08-12,1.58227
2023-08-13,1.26582
2023-08-14,6.43459
2023-08-15,3.69198
2023-08-16,7.17299
2023-08-17,4.74683
2023-08-18,6.11814
2023-08-19,1.05485
2023-08-20,1.47679
2023-08-21,5.90717
2023-08-22,7.06751
2023-08-23,6.22362
2023-08-24,13.60759
2023-08-25,10.33755
2023-08-26,3.90295
2023-08-27,2.00421
2023-08-28,8.12236
2023-08-29,6.43459
2023-08-30,7.27848
2023-08-31,8.33333
2023-09-01,8.75527
2023-09-02,2.74261
2023-09-03,2.95358
2023-09-04,8.01687
2023-09-05,9.2827
2023-09-06,8.12236
2023-09-07,6.75105
2023-09-08,9.17721
2023-09-09,1.47679
2023-09-10,2.63713
2023-09-11,9.49367
2023-09-12,7.17299
2023-09-13,7.59493
2023-09-14,6.11814
2023-09-15,7.8059
2023-09-16,2.21518
2023-09-17,2.74261
2023-09-18,7.27848
2023-09-19,6.75105
2023-09-20,5.6962
2023-09-21,4.43037
2023-09-22,5.27426
2023-09-23,2.63713
2023-09-24,1.79324
2023-09-25,4.53586
2023-09-26,3.69198
2023-09-27,5.59071
2023-09-28,1.26582
2023-09-29,0.94936
2023-09-30,1.16033
2023-10-01,1.47679
2023-10-02,1.05485
2023-10-03,0.63291
2023-10-04,6.85654
2023-10-05,5.90717
2023-10-06,4.64135
2023-10-07,1.47679
2023-10-08,0.63291
2023-10-09,1.47679
2023-10-10,4.2194
2023-10-11,4.85232
2023-10-12,5.80168
2023-10-13,5.16877
2023-10-14,0.52742
2023-10-15,0.73839
2023-10-16,5.06329
2023-10-17,5.80168
2023-10-18,6.64556
2023-10-19,4.85232
2023-10-20,4.74683
2023-10-21,1.47679
2023-10-22,0.73839
2023-10-23,6.43459
2023-10-24,5.6962
2023-10-25,6.64556
2023-10-26,6.85654
2023-10-27,5.59071
2023-10-28,2.21518
2023-10-29,1.05485
2023-10-30,6.11814
2023-10-31,6.96202
2023-11-01,5.80168
2023-11-02,7.27848
2023-11-03,7.59493
2023-11-04,2.00421
2023-11-05,1.58227
2023-11-06,7.06751
2023-11-07,6.96202
2023-11-08,5.59071
2023-11-09,5.59071
2023-11-10,6.85654
2023-11-11,1.47679
2023-11-12,1.68776
2023-11-13,9.81012
2023-11-14,10.33755
2023-11-15,10.86497
2023-11-16,10.86497
2023-11-17,6.75105
2023-11-18,2.53164
2023-11-19,2.8481
2023-11-20,9.81012
2023-11-21,10.23206
2023-11-22,7.27848
2023-11-23,9.17721
2023-11-24,5.37974
2023-11-25,1.89873
2023-11-26,2.8481
2023-11-27,5.16877
2023-11-28,5.59071
2023-11-29,6.64556
2023-11-30,7.17299
2023-12-01,5.48523
2023-12-02,1.16033
2023-12-03,2.00421
2023-12-04,6.64556
2023-12-05,7.59493
2023-12-06,7.27848
2023-12-07,5.80168
2023-12-08,8.01687
2023-12-09,3.05907
2023-12-10,3.48101
2023-12-11,8.22784
2023-12-12,12.1308
2023-12-13,12.55274
2023-12-14,11.3924
2023-12-15,11.91983
2023-12-16,6.01265
2023-12-17,4.74683
2023-12-18,10.54852
2023-12-19,9.49367
2023-12-20,12.65822
2023-12-21,11.18143
2023-12-22,13.39662
2023-12-23,4.43037
2023-12-24,4.53586
2023-12-25,6.64556
2023-12-26,14.2405
2023-12-27,16.87763
2023-12-28,13.5021
2023-12-29,7.48945
2023-12-30,5.80168
2023-12-31,4.43037
2024-01-01,5.59071
2024-01-02,14.34599
2024-01-03,19.51476
2024-01-04,15.61181
2024-01-05,14.02953
2024-01-06,4.9578
2024-01-07,4.64135
2024-01-08,12.55274
2024-01-09,16.66666
2024-01-10,18.14345
2024-01-11,18.03797
2024-01-12,12.34177
2024-01-13,3.48101
2024-01-14,4.64135
2024-01-15,11.49789
2024-01-16,14.34599
2024-01-17,22.99578
2024-01-18,18.24894
2024-01-19,29.9578
2024-01-20,16.13924
2024-01-21,14.66244
2024-01-22,36.60337
2024-01-23,32.8059
2024-01-24,32.38396
2024-01-25,31.96202
2024-01-26,32.70042
2024-01-27,11.07594
2024-01-28,9.49367
2024-01-29,35.12658
2024-01-30,38.08016
2024-01-31,35.33755
2024-02-01,31.32911
2024-02-02,33.75527
2024-02-03,11.60337
2024-02-04,10.33755
2024-02-05,28.27004
2024-02-06,38.18565
2024-02-07,31.54008
2024-02-08,37.44725
2024-02-09,15.82278
2024-02-10,15.92827
2024-02-11,11.18143
2024-02-12,15.71729
2024-02-13,42.72151
2024-02-14,41.13924
2024-02-15,46.51898
2024-02-16,48.73417
2024-02-17,14.2405
2024-02-18,15.50632
2024-02-19,32.27848
2024-02-20,29.00843
2024-02-21,32.91139
2024-02-22,50.42194
2024-02-23,76.68776
2024-02-24,20.99156
2024-02-25,20.35864
2024-02-26,48.31223
2024-02-27,44.9367
2024-02-28,45.88607
2024-02-29,38.92405
2024-03-01,17.19409
2024-03-02,25.84388
2024-03-03,20.14767
2024-03-04,67.29957
2024-03-05,64.34599
2024-03-06,53.69198
2024-03-07,82.17299
2024-03-08,100.0
2024-03-09,27.95358
2024-03-10,22.46835
2024-03-11,88.18565
2024-03-12,70.04219
2024-03-13,79.00843
2024-03-14,63.5021
2024-03-15,66.56118
2024-03-16,13.5021
2024-03-17,9.07172
2024-03-18,54.11392
2024-03-19,65.08438
2024-03-20,59.49367
