date,증여세
2020-03-20,13.55354
2020-03-21,11.0583
2020-03-22,10.82065
2020-03-23,15.10614
2020-03-24,13.68821
2020-03-25,16.43694
2020-03-26,16.54784
2020-03-27,14.2031
2020-03-28,11.68409
2020-03-29,11.45437
2020-03-30,15.92997
2020-03-31,13.94169
2020-04-01,13.41096
2020-04-02,19.11438
2020-04-03,16.69043
2020-04-04,11.0583
2020-04-05,10.77313
2020-04-06,14.25063
2020-04-07,14.18726
2020-04-08,14.41698
2020-04-09,14.23479
2020-04-10,12.45247
2020-04-11,10.34537
2020-04-12,10.23447
2020-04-13,15.51806
2020-04-14,13.19708
2020-04-15,10.49588
2020-04-16,15.423
2020-04-17,14.76552
2020-04-18,11.75538
2020-04-19,11.55735
2020-04-20,18.15589
2020-04-21,20.91254
2020-04-22,17.85487
2020-04-23,15.92205
2020-04-24,15.09822
2020-04-25,11.29594
2020-04-26,10.97908
2020-04-27,17.02313
2020-04-28,16.3498
2020-04-29,15.2012
2020-04-30,11.71577
2020-05-01,10.84442
2020-05-02,10.59093
2020-05-03,11.63656
2020-05-04,16.25475
2020-05-05,13.30006
2020-05-06,19.25697
2020-05-07,27.12294
2020-05-08,20.69074
2020-05-09,13.85456
2020-05-10,13.10994
2020-05-11,18.70247
2020-05-12,18.52027
2020-05-13,16.29435
2020-05-14,15.91413
2020-05-15,16.66666
2020-05-16,13.3159
2020-05-17,14.88434
2020-05-18,21.64923
2020-05-19,18.94803
2020-05-20,19.7877
2020-05-21,18.36977
2020-05-22,17.29245
2020-05-23,14.13181
2020-05-24,14.47243
2020-05-25,20.10456
2020-05-26,19.16191
2020-05-27,17.44296
2020-05-28,16.59537
2020-05-29,14.77344
2020-05-30,11.80291
2020-05-31,11.74746
2020-06-01,17.4588
2020-06-02,17.22116
2020-06-03,16.55576
2020-06-04,16.6825
2020-06-05,15.24081
2020-06-06,13.60107
2020-06-07,13.14955
2020-06-08,20.1204
2020-06-09,19.08269
2020-06-10,19.82731
2020-06-11,18.10044
2020-06-12,16.21514
2020-06-13,15.423
2020-06-14,15.24873
2020-06-15,23.09093
2020-06-16,25.34062
2020-06-17,30.5133
2020-06-18,26.26742
2020-06-19,23.43155
2020-06-20,16.89638
2020-06-21,17.7519
2020-06-22,28.11311
2020-06-23,28.12896
2020-06-24,23.5583
2020-06-25,23.79594
2020-06-26,21.48288
2020-06-27,16.3498
2020-06-28,18.16381
2020-06-29,29.20627
2020-06-30,28.04182
2020-07-01,23.30481
2020-07-02,25.71292
2020-07-03,21.35614
2020-07-04,16.21514
2020-07-05,16.91223
2020-07-06,26.06147
2020-07-07,34.90177
2020-07-08,35.46419
2020-07-09,35.48003
2020-07-10,52.05164
2020-07-11,52.47148
2020-07-12,56.11533
2020-07-13,77.32889
2020-07-14,65.8666
2020-07-15,46.45912
2020-07-16,36.91381
2020-07-17,34.56115
2020-07-18,23.20183
2020-07-19,24.24746
2020-07-20,33.56305
2020-07-21,29.61818
2020-07-22,31.74904
2020-07-23,29.42015
2020-07-24,28.17648
2020-07-25,22.19581
2020-07-26,21.14226
2020-07-27,27.68536
2020-07-28,34.58491
2020-07-29,36.48605
2020-07-30,37.37325
2020-07-31,33.26204
2020-08-01,20.59569
2020-08-02,18.71831
2020-08-03,26.52883
2020-08-04,31.89163
2020-08-05,29.032
2020-08-06,24.57224
2020-08-07,22.81368
2020-08-08,17.15779
2020-08-09,16.92015
2020-08-10,25.26932
2020-08-11,25.19011
2020-08-12,24.03358
2020-08-13,22.8929
2020-08-14,18.86089
2020-08-15,15.07446
2020-08-16,16.04879
2020-08-17,16.0884
2020-08-18,20.12832
2020-08-19,19.3441
2020-08-20,24.65145
2020-08-21,18.26679
2020-08-22,34.29974
2020-08-23,31.08365
2020-08-24,27.90716
2020-08-25,25.79214
2020-08-26,22.10076
2020-08-27,21.04721
2020-08-28,23.91476
2020-08-29,18.49651
2020-08-30,16.05671
2020-08-31,23.6692
2020-09-01,20.564
2020-09-02,21.673
2020-09-03,20.81749
2020-09-04,17.5301
2020-09-05,15.05069
2020-09-06,13.79911
2020-09-07,21.05513
2020-09-08,20.49271
2020-09-09,19.75602
2020-09-10,19.88276
2020-09-11,18.02915
2020-09-12,14.35361
2020-09-13,13.75158
2020-09-14,22.19581
2020-09-15,23.28897
2020-09-16,23.2256
2020-09-17,21.87103
2020-09-18,20.84917
2020-09-19,16.30228
2020-09-20,17.71229
2020-09-21,23.75633
2020-09-22,20.96799
2020-09-23,20.38181
2020-09-24,17.38751
2020-09-25,16.00918
2020-09-26,13.74366
2020-09-27,13.83079
2020-09-28,21.03929
2020-09-29,29.87959
2020-09-30,20.14416
2020-10-01,20.99968
2020-10-02,19.58967
2020-10-03,19.71641
2020-10-04,19.81939
2020-10-05,29.26964
2020-10-06,25.83174
2020-10-07,22.17997
2020-10-08,21.33238
2020-10-09,14.59917
2020-10-10,15.70025
2020-10-11,15.6448
2020-10-12,22.63941
2020-10-13,21.77598
2020-10-14,26.16444
2020-10-15,24.58016
2020-10-16,19.58967
2020-10-17,17.49841
2020-10-18,17.30038
2020-10-19,24.596
2020-10-20,26.56844
2020-10-21,28.51711
2020-10-22,24.23954
2020-10-23,22.50475
2020-10-24,19.35994
2020-10-25,37.2782
2020-10-26,47.0057
2020-10-27,36.25633
2020-10-28,33.12737
2020-10-29,27.1467
2020-10-30,24.46134
2020-10-31,20.57192
2020-11-01,21.30069
2020-11-02,34.60868
2020-11-03,30.33903
2020-11-04,24.18409
2020-11-05,22.18789
2020-11-06,21.24524
2020-11-07,17.1261
2020-11-08,18.36977
2020-11-09,24.49302
2020-11-10,23.29689
2020-11-11,21.54626
2020-11-12,22.86913
2020-11-13,22.65525
2020-11-14,18.09252
2020-11-15,18.46482
2020-11-16,27.52693
2020-11-17,39.07636
2020-11-18,32.42237
2020-11-19,29.83998
2020-11-20,30.32319
2020-11-21,22.30671
2020-11-22,20.76996
2020-11-23,34.46609
2020-11-24,32.85804
2020-11-25,34.98891
2020-11-26,33.11153
2020-11-27,25.94264
2020-11-28,20.84125
2020-11-29,28.69138
2020-11-30,33.69771
2020-12-01,29.33301
2020-12-02,28.29531
2020-12-03,27.93092
2020-12-04,25.57826
2020-12-05,21.2294
2020-12-06,23.19391
2020-12-07,45.39765
2020-12-08,35.40082
2020-12-09,28.65969
2020-12-10,30.10139
2020-12-11,27.64575
2020-12-12,20.88878
2020-12-13,18.94803
2020-12-14,26.94866
2020-12-15,25.72084
2020-12-16,33.77693
2020-12-17,31.0282
2020-12-18,27.39226
2020-12-19,22.37801
2020-12-20,22.43346
2020-12-21,31.56685
2020-12-22,31.93124
2020-12-23,31.55893
2020-12-24,25.45152
2020-12-25,20.83333
2020-12-26,26.36248
2020-12-27,23.39195
2020-12-28,32.97686
2020-12-29,34.90969
2020-12-30,30.5846
2020-12-31,27.09125
2021-01-01,22.24334
2021-01-02,23.56622
2021-01-03,22.68694
2021-01-04,32.30354
2021-01-05,29.19043
2021-01-06,27.5903
2021-01-07,30.88561
2021-01-08,27.7012
2021-01-09,21.94233
2021-01-10,23.58998
2021-01-11,31.81242
2021-01-12,27.17839
2021-01-13,29.45183
2021-01-14,32.1768
2021-01-15,28.3666
2021-01-16,23.10678
2021-01-17,23.58206
2021-01-18,30.88561
2021-01-19,37.69803
2021-01-20,38.69613
2021-01-21,37.66634
2021-01-22,36.57319
2021-01-23,29.61026
2021-01-24,27.99429
2021-01-25,35.66223
2021-01-26,34.33143
2021-01-27,31.90747
2021-01-28,34.40272
2021-01-29,30.06178
2021-01-30,24.69898
2021-01-31,26.60012
2021-02-01,33.07984
2021-02-02,43.74207
2021-02-03,34.19676
2021-02-04,28.8102
2021-02-05,25.39607
2021-02-06,21.47496
2021-02-07,23.63751
2021-02-08,31.93124
2021-02-09,29.19043
2021-02-10,24.58016
2021-02-11,22.57604
2021-02-12,27.55861
2021-02-13,28.53295
2021-02-14,29.5152
2021-02-15,45.59569
2021-02-16,35.77313
2021-02-17,35.64638
2021-02-18,36.20088
2021-02-19,30.03802
2021-02-20,25.3723
2021-02-21,24.61977
2021-02-22,31.99461
2021-02-23,31.13117
2021-02-24,28.31907
2021-02-25,29.77661
2021-02-26,25.45152
2021-02-27,21.16603
2021-02-28,20.94423
2021-03-01,23.05925
2021-03-02,28.18441
2021-03-03,25.22972
2021-03-04,28.02598
2021-03-05,23.64543
2021-03-06,19.65304
2021-03-07,19.84315
2021-03-08,28.8102
2021-03-09,26.15652
2021-03-10,25.66539
2021-03-11,26.93282
2021-03-12,23.83555
2021-03-13,20.1204
2021-03-14,20.86501
2021-03-15,30.41032
2021-03-16,32.09759
2021-03-17,28.39036
2021-03-18,27.09125
2021-03-19,24.24746
2021-03-20,22.08491
2021-03-21,21.25316
2021-03-22,29.59442
2021-03-23,24.8178
2021-03-24,25.64955
2021-03-25,25.83174
2021-03-26,22.74239
2021-03-27,18.99556
2021-03-28,19.81147
2021-03-29,29.4756
2021-03-30,27.08333
2021-03-31,24.34252
2021-04-01,23.12262
2021-04-02,20.75411
2021-04-03,17.5697
2021-04-04,18.28263
2021-04-05,25.62579
2021-04-06,23.0434
2021-04-07,24.88117
2021-04-08,23.89892
2021-04-09,23.32065
2021-04-10,17.47465
2021-04-11,17.83111
2021-04-12,26.77439
2021-04-13,25.05544
2021-04-14,24.43757
2021-04-15,24.71482
2021-04-16,23.1147
2021-04-17,18.38561
2021-04-18,19.92237
2021-04-19,34.98098
2021-04-20,36.02661
2021-04-21,27.68536
2021-04-22,24.50095
2021-04-23,21.61755
2021-04-24,19.25697
2021-04-25,21.76806
2021-04-26,29.27756
2021-04-27,27.74873
2021-04-28,29.737
2021-04-29,24.52471
2021-04-30,22.51267
2021-05-01,17.91825
2021-05-02,17.61723
2021-05-03,24.54847
2021-05-04,22.92458
2021-05-05,18.38561
2021-05-06,24.4455
2021-05-07,22.52851
2021-05-08,21.26108
2021-05-09,21.59378
2021-05-10,29.30925
2021-05-11,26.45754
2021-05-12,23.27313
2021-05-13,24.27122
2021-05-14,22.23542
2021-05-15,19.27281
2021-05-16,20.3422
2021-05-17,31.26584
2021-05-18,26.34664
2021-05-19,19.55006
2021-05-20,26.00602
2021-05-21,23.28897
2021-05-22,19.49461
2021-05-23,19.42332
2021-05-24,29.737
2021-05-25,28.32699
2021-05-26,24.87325
2021-05-27,25.34854
2021-05-28,21.11058
2021-05-29,17.47465
2021-05-30,25.45152
2021-05-31,36.12167
2021-06-01,32.42237
2021-06-02,26.63181
2021-06-03,23.63751
2021-06-04,21.03929
2021-06-05,16.98352
2021-06-06,17.14195
2021-06-07,26.23574
2021-06-08,23.46324
2021-06-09,22.74239
2021-06-10,19.99366
2021-06-11,20.59569
2021-06-12,15.43092
2021-06-13,16.06463
2021-06-14,25.53865
2021-06-15,21.75221
2021-06-16,19.96197
2021-06-17,20.30259
2021-06-18,19.53422
2021-06-19,15.60519
2021-06-20,16.38149
2021-06-21,24.97623
2021-06-22,21.12642
2021-06-23,20.73035
2021-06-24,18.84505
2021-06-25,17.82319
2021-06-26,14.08428
2021-06-27,20.59569
2021-06-28,25.76837
2021-06-29,23.47116
2021-06-30,21.39575
2021-07-01,17.94993
2021-07-02,17.0152
2021-07-03,14.52788
2021-07-04,17.0865
2021-07-05,23.47116
2021-07-06,22.45722
2021-07-07,19.8986
2021-07-08,21.72053
2021-07-09,18.346
2021-07-10,14.03675
2021-07-11,16.10424
2021-07-12,24.28707
2021-07-13,23.62959
2021-07-14,20.99968
2021-07-15,19.97782
2021-07-16,19.3441
2021-07-17,16.61913
2021-07-18,17.55386
2021-07-19,24.21577
2021-07-20,23.89892
2021-07-21,25.53865
2021-07-22,24.61977
2021-07-23,20.66698
2021-07-24,16.55576
2021-07-25,21.55418
2021-07-26,23.20183
2021-07-27,22.82953
2021-07-28,21.13434
2021-07-29,21.58586
2021-07-30,22.72655
2021-07-31,17.35583
2021-08-01,17.03105
2021-08-02,24.16825
2021-08-03,22.72655
2021-08-04,21.04721
2021-08-05,21.37991
2021-08-06,19.14607
2021-08-07,18.18757
2021-08-08,17.37959
2021-08-09,23.5583
2021-08-10,22.69486
2021-08-11,24.35044
2021-08-12,22.41761
2021-08-13,22.45722
2021-08-14,17.33998
2021-08-15,16.76964
2021-08-16,19.20152
2021-08-17,23.85931
2021-08-18,23.49493
2021-08-19,29.54689
2021-08-20,22.30671
2021-08-21,17.65684
2021-08-22,18.64702
2021-08-23,25.06337
2021-08-24,24.61185
2021-08-25,22.37801
2021-08-26,22.17205
2021-08-27,20.16001
2021-08-28,17.03897
2021-08-29,18.05291
2021-08-30,25.47528
2021-08-31,22.56812
2021-09-01,20.76996
2021-09-02,20.62737
2021-09-03,19.62927
2021-09-04,16.77756
2021-09-05,16.44486
2021-09-06,23.78802
