date,변액연금보험
2023-05-29,9.2092
2023-05-30,13.01301
2023-05-31,11.81181
2023-06-01,9.5095
2023-06-02,10.71071
2023-06-03,6.7067
2023-06-04,8.1081
2023-06-05,11.91191
2023-06-06,7.1071
2023-06-07,12.71271
2023-06-08,11.61161
2023-06-09,11.01101
2023-06-10,6.8068
2023-06-11,4.5045
2023-06-12,10.41041
2023-06-13,9.1091
2023-06-14,12.01201
2023-06-15,9.2092
2023-06-16,10.11011
2023-06-17,6.5065
2023-06-18,4.9049
2023-06-19,8.9089
2023-06-20,12.41241
2023-06-21,10.31031
2023-06-22,9.9099
2023-06-23,9.009
2023-06-24,3.8038
2023-06-25,4.6046
2023-06-26,9.6096
2023-06-27,8.5085
2023-06-28,11.71171
2023-06-29,11.01101
2023-06-30,10.71071
2023-07-01,4.8048
2023-07-02,4.8048
2023-07-03,9.4094
2023-07-04,9.3093
2023-07-05,10.91091
2023-07-06,9.4094
2023-07-07,10.21021
2023-07-08,5.5055
2023-07-09,5.2052
2023-07-10,7.8078
2023-07-11,10.41041
2023-07-12,11.51151
2023-07-13,12.01201
2023-07-14,7.9079
2023-07-15,6.3063
2023-07-16,4.1041
2023-07-17,9.9099
2023-07-18,10.21021
2023-07-19,11.51151
2023-07-20,12.21221
2023-07-21,8.008
2023-07-22,4.7047
2023-07-23,3.9039
2023-07-24,12.31231
2023-07-25,13.61361
2023-07-26,11.31131
2023-07-27,9.6096
2023-07-28,7.4074
2023-07-29,4.2042
2023-07-30,3.5035
2023-07-31,8.5085
2023-08-01,10.21021
2023-08-02,7.3073
2023-08-03,8.008
2023-08-04,6.6066
2023-08-05,4.1041
2023-08-06,4.9049
2023-08-07,9.9099
2023-08-08,9.1091
2023-08-09,9.4094
2023-08-10,9.9099
2023-08-11,8.8088
2023-08-12,5.005
2023-08-13,7.3073
2023-08-14,12.41241
2023-08-15,7.5075
2023-08-16,12.11211
2023-08-17,14.11411
2023-08-18,14.51451
2023-08-19,6.5065
2023-08-20,6.6066
2023-08-21,11.61161
2023-08-22,12.31231
2023-08-23,14.51451
2023-08-24,15.71571
2023-08-25,12.31231
2023-08-26,6.9069
2023-08-27,6.7067
2023-08-28,10.71071
2023-08-29,9.9099
2023-08-30,12.31231
2023-08-31,11.91191
2023-09-01,8.008
2023-09-02,4.9049
2023-09-03,5.2052
2023-09-04,10.81081
2023-09-05,10.91091
2023-09-06,8.7087
2023-09-07,12.31231
2023-09-08,7.6076
2023-09-09,4.7047
2023-09-10,3.9039
2023-09-11,9.2092
2023-09-12,8.9089
2023-09-13,11.21121
2023-09-14,8.7087
2023-09-15,9.009
2023-09-16,5.9059
2023-09-17,5.5055
2023-09-18,9.009
2023-09-19,13.11311
2023-09-20,11.31131
2023-09-21,8.5085
2023-09-22,6.9069
2023-09-23,5.7057
2023-09-24,4.1041
2023-09-25,9.7097
2023-09-26,9.5095
2023-09-27,8.008
2023-09-28,3.4034
2023-09-29,3.7037
2023-09-30,3.6036
2023-10-01,3.3033
2023-10-02,4.4044
2023-10-03,4.9049
2023-10-04,8.2082
2023-10-05,10.21021
2023-10-06,7.4074
2023-10-07,5.2052
2023-10-08,4.5045
2023-10-09,6.4064
2023-10-10,7.8078
2023-10-11,9.7097
2023-10-12,8.6086
2023-10-13,9.8098
2023-10-14,4.1041
2023-10-15,5.2052
2023-10-16,8.9089
2023-10-17,10.01001
2023-10-18,9.4094
2023-10-19,11.51151
2023-10-20,8.8088
2023-10-21,5.3053
2023-10-22,5.4054
2023-10-23,11.01101
2023-10-24,10.21021
2023-10-25,10.41041
2023-10-26,11.21121
2023-10-27,9.6096
2023-10-28,6.1061
2023-10-29,10.21021
2023-10-30,11.71171
2023-10-31,10.01001
2023-11-01,8.5085
2023-11-02,9.4094
2023-11-03,10.51051
2023-11-04,5.7057
2023-11-05,5.005
2023-11-06,6.7067
2023-11-07,11.41141
2023-11-08,10.61061
2023-11-09,8.1081
2023-11-10,10.41041
2023-11-11,5.9059
2023-11-12,5.3053
2023-11-13,7.3073
2023-11-14,11.11111
2023-11-15,9.8098
2023-11-16,9.5095
2023-11-17,8.7087
2023-11-18,4.6046
2023-11-19,4.5045
2023-11-20,12.11211
2023-11-21,13.11311
2023-11-22,15.21521
2023-11-23,16.21621
2023-11-24,16.21621
2023-11-25,3.003
2023-11-26,5.2052
2023-11-27,11.51151
2023-11-28,12.81281
2023-11-29,11.81181
2023-11-30,9.5095
2023-12-01,7.6076
2023-12-02,4.8048
2023-12-03,6.3063
2023-12-04,12.31231
2023-12-05,13.71371
2023-12-06,12.01201
2023-12-07,12.41241
2023-12-08,10.51051
2023-12-09,6.9069
2023-12-10,7.6076
2023-12-11,12.11211
2023-12-12,11.11111
2023-12-13,11.91191
2023-12-14,10.81081
2023-12-15,12.01201
2023-12-16,5.4054
2023-12-17,6.8068
2023-12-18,9.9099
2023-12-19,13.21321
2023-12-20,11.01101
2023-12-21,10.71071
2023-12-22,11.11111
2023-12-23,4.8048
2023-12-24,5.2052
2023-12-25,5.9059
2023-12-26,11.61161
2023-12-27,12.51251
2023-12-28,11.01101
2023-12-29,8.2082
2023-12-30,5.4054
2023-12-31,8.2082
2024-01-01,5.9059
2024-01-02,8.1081
2024-01-03,11.31131
2024-01-04,9.4094
2024-01-05,8.008
2024-01-06,6.9069
2024-01-07,7.6076
2024-01-08,9.8098
2024-01-09,11.51151
2024-01-10,10.81081
2024-01-11,11.91191
2024-01-12,9.5095
2024-01-13,7.1071
2024-01-14,7.7077
2024-01-15,14.81481
2024-01-16,12.01201
2024-01-17,13.01301
2024-01-18,14.61461
2024-01-19,12.91291
2024-01-20,9.1091
2024-01-21,6.8068
2024-01-22,13.71371
2024-01-23,11.71171
2024-01-24,15.31531
2024-01-25,13.11311
2024-01-26,11.81181
2024-01-27,8.9089
2024-01-28,7.7077
2024-01-29,13.81381
2024-01-30,16.21621
2024-01-31,14.21421
2024-02-01,13.61361
2024-02-02,13.61361
2024-02-03,9.4094
2024-02-04,9.9099
2024-02-05,12.91291
2024-02-06,12.01201
2024-02-07,10.41041
2024-02-08,10.61061
2024-02-09,7.3073
2024-02-10,6.1061
2024-02-11,5.1051
2024-02-12,9.2092
2024-02-13,14.91491
2024-02-14,15.81581
2024-02-15,16.81681
2024-02-16,16.21621
2024-02-17,8.9089
2024-02-18,10.11011
2024-02-19,13.41341
2024-02-20,17.81781
2024-02-21,18.41841
2024-02-22,14.21421
2024-02-23,14.21421
2024-02-24,7.2072
2024-02-25,7.4074
2024-02-26,14.01401
2024-02-27,16.41641
2024-02-28,13.71371
2024-02-29,12.41241
2024-03-01,7.3073
2024-03-02,6.4064
2024-03-03,5.9059
2024-03-04,12.31231
2024-03-05,13.41341
2024-03-06,13.51351
2024-03-07,12.31231
2024-03-08,12.41241
2024-03-09,5.8058
2024-03-10,8.8088
2024-03-11,12.31231
2024-03-12,11.41141
2024-03-13,12.71271
2024-03-14,13.71371
2024-03-15,9.6096
2024-03-16,5.4054
2024-03-17,5.7057
2024-03-18,12.61261
2024-03-19,11.31131
2024-03-20,13.71371
