date,레버리지ETF교육
2023-10-16,0.8657
2023-10-17,0.904
2023-10-18,0.65119
2023-10-19,1.88462
2023-10-20,1.93825
2023-10-21,0.36773
2023-10-22,0.30644
2023-10-23,1.72374
2023-10-24,1.41729
2023-10-25,1.05722
2023-10-26,3.53175
2023-10-27,2.29066
2023-10-28,0.63586
2023-10-29,0.72014
2023-10-30,1.40197
2023-10-31,2.05316
2023-11-01,1.95357
2023-11-02,1.83099
2023-11-03,1.37899
2023-11-04,0.65119
2023-11-05,0.72014
2023-11-06,4.566
2023-11-07,3.69263
2023-11-08,1.82333
2023-11-09,1.29472
2023-11-10,1.55519
2023-11-11,0.36773
2023-11-12,0.3141
2023-11-13,1.0419
2023-11-14,1.28706
2023-11-15,1.22577
2023-11-16,0.83505
2023-11-17,0.74312
2023-11-18,0.36773
2023-11-19,0.40603
2023-11-20,0.93465
2023-11-21,0.88102
2023-11-22,0.6282
2023-11-23,0.79675
2023-11-24,0.65885
2023-11-25,0.20684
2023-11-26,0.1762
2023-11-27,0.66651
2023-11-28,0.69715
2023-11-29,0.72014
2023-11-30,0.41369
2023-12-01,0.6282
2023-12-02,0.19152
2023-12-03,0.11491
2023-12-04,0.33708
2023-12-05,0.64353
2023-12-06,0.52861
2023-12-07,0.55925
2023-12-08,0.65885
2023-12-09,0.21451
2023-12-10,0.28345
2023-12-11,0.61288
2023-12-12,0.7278
2023-12-13,0.68949
2023-12-14,0.88868
2023-12-15,0.97295
2023-12-16,0.3524
2023-12-17,0.20684
2023-12-18,0.75078
2023-12-19,0.56691
2023-12-20,1.10319
2023-12-21,0.8657
2023-12-22,0.72014
2023-12-23,0.25281
2023-12-24,0.22217
2023-12-25,0.33708
2023-12-26,0.904
2023-12-27,0.92698
2023-12-28,1.12617
2023-12-29,0.452
2023-12-30,0.30644
2023-12-31,0.28345
2024-01-01,0.39837
2024-01-02,1.21811
2024-01-03,1.42495
2024-01-04,1.33302
2024-01-05,0.82739
2024-01-06,0.29112
2024-01-07,0.22217
2024-01-08,0.75078
2024-01-09,0.97295
2024-01-10,0.94231
2024-01-11,1.15682
2024-01-12,1.11085
2024-01-13,0.36773
2024-01-14,0.39837
2024-01-15,0.85804
2024-01-16,1.19512
2024-01-17,2.48984
2024-01-18,1.83865
2024-01-19,1.14916
2024-01-20,0.6282
2024-01-21,0.3141
2024-01-22,1.66245
2024-01-23,1.4556
2024-01-24,1.40963
2024-01-25,1.27939
2024-01-26,1.21044
2024-01-27,0.42135
2024-01-28,0.32176
2024-01-29,1.29472
2024-01-30,1.20278
2024-01-31,1.18746
2024-02-01,1.62414
2024-02-02,1.89994
2024-02-03,0.66651
2024-02-04,0.70481
2024-02-05,1.74672
2024-02-06,1.42495
2024-02-07,1.8693
2024-02-08,2.33662
2024-02-09,0.57458
2024-02-10,0.55925
2024-02-11,0.66651
2024-02-12,0.81973
2024-02-13,2.3213
2024-02-14,2.20638
2024-02-15,1.80035
2024-02-16,1.40197
2024-02-17,0.62054
2024-02-18,0.68183
2024-02-19,1.99187
2024-02-20,1.72374
2024-02-21,1.50157
2024-02-22,1.62414
2024-02-23,1.74672
2024-02-24,0.49796
2024-02-25,0.5899
2024-02-26,1.67777
2024-02-27,1.57818
2024-02-28,1.23343
2024-02-29,1.27173
2024-03-01,0.39837
2024-03-02,0.66651
2024-03-03,0.61288
2024-03-04,1.60116
2024-03-05,1.67011
2024-03-06,1.35601
2024-03-07,1.39431
2024-03-08,1.82333
2024-03-09,0.69715
2024-03-10,0.70481
2024-03-11,1.80035
2024-03-12,1.46326
2024-03-13,1.34068
2024-03-14,1.27939
2024-03-15,1.18746
2024-03-16,0.43668
2024-03-17,0.36007
2024-03-18,1.26407
2024-03-19,1.26407
2024-03-20,1.09553
