date,신규상장주식
2020-03-20,6.24444
2020-03-21,3.53333
2020-03-22,2.62222
2020-03-23,6.82222
2020-03-24,6.64444
2020-03-25,8.17777
2020-03-26,9.0
2020-03-27,7.95555
2020-03-28,3.68888
2020-03-29,3.93333
2020-03-30,6.51111
2020-03-31,8.31111
2020-04-01,7.77777
2020-04-02,8.44444
2020-04-03,8.33333
2020-04-04,4.8
2020-04-05,3.95555
2020-04-06,8.57777
2020-04-07,9.35555
2020-04-08,10.71111
2020-04-09,10.64444
2020-04-10,9.57777
2020-04-11,5.77777
2020-04-12,4.24444
2020-04-13,7.26666
2020-04-14,6.57777
2020-04-15,4.84444
2020-04-16,7.37777
2020-04-17,10.6
2020-04-18,5.66666
2020-04-19,5.37777
2020-04-20,8.68888
2020-04-21,8.48888
2020-04-22,9.75555
2020-04-23,9.88888
2020-04-24,8.13333
2020-04-25,4.88888
2020-04-26,4.75555
2020-04-27,7.93333
2020-04-28,8.4
2020-04-29,8.26666
2020-04-30,4.53333
2020-05-01,3.86666
2020-05-02,3.13333
2020-05-03,3.04444
2020-05-04,5.93333
2020-05-05,4.13333
2020-05-06,7.64444
2020-05-07,8.95555
2020-05-08,8.08888
2020-05-09,5.31111
2020-05-10,4.13333
2020-05-11,8.15555
2020-05-12,10.73333
2020-05-13,10.75555
2020-05-14,9.62222
2020-05-15,8.77777
2020-05-16,4.91111
2020-05-17,4.17777
2020-05-18,8.86666
2020-05-19,11.31111
2020-05-20,17.57777
2020-05-21,21.8
2020-05-22,41.82222
2020-05-23,14.88888
2020-05-24,11.33333
2020-05-25,22.73333
2020-05-26,21.15555
2020-05-27,19.75555
2020-05-28,16.75555
2020-05-29,14.53333
2020-05-30,8.66666
2020-05-31,8.86666
2020-06-01,16.26666
2020-06-02,18.08888
2020-06-03,15.04444
2020-06-04,15.06666
2020-06-05,17.13333
2020-06-06,11.28888
2020-06-07,9.68888
2020-06-08,18.84444
2020-06-09,21.44444
2020-06-10,23.46666
2020-06-11,20.88888
2020-06-12,18.62222
2020-06-13,13.4
2020-06-14,12.84444
2020-06-15,20.95555
2020-06-16,24.42222
2020-06-17,47.46666
2020-06-18,28.26666
2020-06-19,22.68888
2020-06-20,13.02222
2020-06-21,10.84444
2020-06-22,36.02222
2020-06-23,31.93333
2020-06-24,32.04444
2020-06-25,26.31111
2020-06-26,17.11111
2020-06-27,7.2
2020-06-28,8.44444
2020-06-29,17.28888
2020-06-30,21.42222
2020-07-01,56.64444
2020-07-02,70.48888
2020-07-03,64.62222
2020-07-04,16.62222
2020-07-05,14.15555
2020-07-06,44.77777
2020-07-07,33.2
2020-07-08,26.95555
2020-07-09,25.2
2020-07-10,22.04444
2020-07-11,10.44444
2020-07-12,10.55555
2020-07-13,44.2
2020-07-14,42.37777
2020-07-15,47.86666
2020-07-16,59.73333
2020-07-17,31.82222
2020-07-18,11.51111
2020-07-19,11.62222
2020-07-20,25.02222
2020-07-21,27.06666
2020-07-22,41.31111
2020-07-23,37.0
2020-07-24,25.77777
2020-07-25,9.4
2020-07-26,12.04444
2020-07-27,26.8
2020-07-28,21.57777
2020-07-29,30.13333
2020-07-30,33.77777
2020-07-31,32.97777
2020-08-01,11.02222
2020-08-02,10.57777
2020-08-03,21.84444
2020-08-04,26.73333
2020-08-05,28.8
2020-08-06,34.37777
2020-08-07,30.2
2020-08-08,15.04444
2020-08-09,12.84444
2020-08-10,32.77777
2020-08-11,28.66666
2020-08-12,32.6
2020-08-13,27.17777
2020-08-14,20.02222
2020-08-15,8.8
2020-08-16,7.95555
2020-08-17,9.08888
2020-08-18,20.64444
2020-08-19,17.93333
2020-08-20,17.19999
2020-08-21,22.22222
2020-08-22,9.48888
2020-08-23,8.95555
2020-08-24,25.73333
2020-08-25,22.46666
2020-08-26,22.84444
2020-08-27,21.24444
2020-08-28,22.0
2020-08-29,10.22222
2020-08-30,11.31111
2020-08-31,25.77777
2020-09-01,28.26666
2020-09-02,34.24444
2020-09-03,31.02222
2020-09-04,20.71111
2020-09-05,11.04444
2020-09-06,12.91111
2020-09-07,23.77777
2020-09-08,22.11111
2020-09-09,39.64444
2020-09-10,50.02222
2020-09-11,34.04444
2020-09-12,14.51111
2020-09-13,11.93333
2020-09-14,32.71111
2020-09-15,27.77777
2020-09-16,33.48888
2020-09-17,22.97777
2020-09-18,21.51111
2020-09-19,9.26666
2020-09-20,8.13333
2020-09-21,21.22222
2020-09-22,22.57777
2020-09-23,24.84444
2020-09-24,20.84444
2020-09-25,14.11111
2020-09-26,6.31111
2020-09-27,5.51111
2020-09-28,11.57777
2020-09-29,12.86666
2020-09-30,5.55555
2020-10-01,4.26666
2020-10-02,5.8
2020-10-03,6.95555
2020-10-04,7.28888
2020-10-05,17.55555
2020-10-06,18.75555
2020-10-07,16.57777
2020-10-08,17.77777
2020-10-09,6.88888
2020-10-10,5.86666
2020-10-11,5.95555
2020-10-12,14.46666
2020-10-13,15.35555
2020-10-14,18.02222
2020-10-15,36.51111
2020-10-16,19.84444
2020-10-17,8.57777
2020-10-18,7.46666
2020-10-19,23.82222
2020-10-20,20.82222
2020-10-21,16.71111
2020-10-22,17.31111
2020-10-23,12.44444
2020-10-24,5.24444
2020-10-25,5.26666
2020-10-26,13.86666
2020-10-27,19.57777
2020-10-28,29.0
2020-10-29,29.68888
2020-10-30,30.88888
2020-10-31,8.53333
2020-11-01,8.31111
2020-11-02,18.0
2020-11-03,25.64444
2020-11-04,38.04444
2020-11-05,77.4
2020-11-06,78.02222
2020-11-07,27.2
2020-11-08,22.62222
2020-11-09,50.13333
2020-11-10,34.95555
2020-11-11,31.68888
2020-11-12,58.24444
2020-11-13,44.08888
2020-11-14,14.55555
2020-11-15,14.19999
2020-11-16,39.82222
2020-11-17,63.33333
2020-11-18,67.46666
2020-11-19,48.66666
2020-11-20,61.44444
2020-11-21,17.68888
2020-11-22,17.6
2020-11-23,45.17777
2020-11-24,42.44444
2020-11-25,53.64444
2020-11-26,50.93333
2020-11-27,33.71111
2020-11-28,17.26666
2020-11-29,14.55555
2020-11-30,33.08888
2020-12-01,37.84444
2020-12-02,54.04444
2020-12-03,43.66666
2020-12-04,36.02222
2020-12-05,11.68888
2020-12-06,11.62222
2020-12-07,40.4
2020-12-08,43.86666
2020-12-09,51.55555
2020-12-10,55.42222
2020-12-11,50.0
2020-12-12,16.26666
2020-12-13,15.42222
2020-12-14,44.22222
2020-12-15,56.37777
2020-12-16,49.33333
2020-12-17,49.55555
2020-12-18,42.22222
2020-12-19,21.55555
2020-12-20,18.48888
2020-12-21,65.75555
2020-12-22,100.0
2020-12-23,93.2
2020-12-24,45.11111
2020-12-25,19.22222
2020-12-26,14.15555
2020-12-27,17.02222
2020-12-28,40.82222
2020-12-29,39.17777
2020-12-30,47.57777
2020-12-31,22.75555
2021-01-01,15.62222
2021-01-02,17.73333
2021-01-03,17.84444
2021-01-04,45.57777
2021-01-05,52.82222
2021-01-06,49.86666
2021-01-07,43.4
2021-01-08,32.6
2021-01-09,19.57777
2021-01-10,19.84444
2021-01-11,29.66666
2021-01-12,28.97777
2021-01-13,31.68888
2021-01-14,34.22222
2021-01-15,26.73333
2021-01-16,15.8
2021-01-17,14.8
2021-01-18,25.08888
2021-01-19,31.26666
2021-01-20,38.51111
2021-01-21,57.48888
2021-01-22,33.08888
2021-01-23,19.13333
2021-01-24,17.82222
2021-01-25,34.88888
2021-01-26,36.86666
2021-01-27,57.66666
2021-01-28,69.77777
2021-01-29,47.4
2021-01-30,13.88888
2021-01-31,13.06666
2021-02-01,34.68888
2021-02-02,59.13333
2021-02-03,65.97777
2021-02-04,43.57777
2021-02-05,78.33333
2021-02-06,23.28888
2021-02-07,19.17777
2021-02-08,65.33333
2021-02-09,72.93333
2021-02-10,47.31111
2021-02-11,17.02222
2021-02-12,16.66666
2021-02-13,14.88888
2021-02-14,16.53333
2021-02-15,48.77777
2021-02-16,54.86666
2021-02-17,35.97777
2021-02-18,28.51111
2021-02-19,21.71111
2021-02-20,10.97777
2021-02-21,11.64444
2021-02-22,22.73333
2021-02-23,28.84444
2021-02-24,52.35555
2021-02-25,51.15555
2021-02-26,37.33333
2021-02-27,11.97777
2021-02-28,9.77777
2021-03-01,12.04444
2021-03-02,22.37777
2021-03-03,23.13333
2021-03-04,22.26666
2021-03-05,17.84444
2021-03-06,9.44444
2021-03-07,9.35555
2021-03-08,22.08888
2021-03-09,33.26666
2021-03-10,29.55555
2021-03-11,49.31111
2021-03-12,36.82222
2021-03-13,15.71111
2021-03-14,14.88888
2021-03-15,34.15555
2021-03-16,47.42222
2021-03-17,47.48888
2021-03-18,70.15555
2021-03-19,44.11111
2021-03-20,19.17777
2021-03-21,16.48888
2021-03-22,39.11111
2021-03-23,47.6
2021-03-24,59.0
2021-03-25,37.0
2021-03-26,27.91111
2021-03-27,11.44444
2021-03-28,10.8
2021-03-29,23.13333
2021-03-30,22.17777
2021-03-31,25.66666
2021-04-01,34.15555
2021-04-02,20.75555
2021-04-03,10.31111
2021-04-04,8.95555
2021-04-05,18.91111
2021-04-06,18.91111
2021-04-07,18.57777
2021-04-08,17.31111
2021-04-09,17.95555
2021-04-10,10.06666
2021-04-11,9.17777
2021-04-12,19.37777
2021-04-13,20.02222
2021-04-14,20.22222
2021-04-15,19.42222
2021-04-16,18.51111
2021-04-17,10.91111
2021-04-18,8.35555
2021-04-19,19.6
2021-04-20,23.84444
2021-04-21,40.55555
2021-04-22,27.37777
2021-04-23,21.68888
2021-04-24,12.68888
2021-04-25,14.6
2021-04-26,36.71111
2021-04-27,44.13333
2021-04-28,54.44444
2021-04-29,30.97777
2021-04-30,22.44444
2021-05-01,11.84444
2021-05-02,9.75555
2021-05-03,20.51111
2021-05-04,17.57777
2021-05-05,10.24444
2021-05-06,16.44444
2021-05-07,17.13333
2021-05-08,6.15555
2021-05-09,7.53333
2021-05-10,31.35555
2021-05-11,84.4
2021-05-12,23.15555
2021-05-13,17.8
2021-05-14,22.71111
2021-05-15,6.95555
2021-05-16,9.24444
2021-05-17,26.06666
2021-05-18,15.2
2021-05-19,8.33333
2021-05-20,35.57777
2021-05-21,36.6
2021-05-22,12.88888
2021-05-23,9.73333
2021-05-24,21.95555
2021-05-25,25.6
2021-05-26,42.31111
2021-05-27,29.84444
2021-05-28,25.88888
2021-05-29,9.6
2021-05-30,7.15555
2021-05-31,20.57777
2021-06-01,18.62222
2021-06-02,21.31111
2021-06-03,28.97777
2021-06-04,16.46666
2021-06-05,7.2
2021-06-06,6.86666
2021-06-07,14.53333
2021-06-08,14.33333
2021-06-09,13.08888
2021-06-10,15.57777
2021-06-11,23.8
2021-06-12,9.24444
2021-06-13,6.24444
2021-06-14,13.8
2021-06-15,14.26666
2021-06-16,15.53333
2021-06-17,22.15555
2021-06-18,21.73333
2021-06-19,6.46666
2021-06-20,5.64444
2021-06-21,12.51111
2021-06-22,13.44444
2021-06-23,16.37777
2021-06-24,14.97777
2021-06-25,22.06666
2021-06-26,9.48888
2021-06-27,6.73333
2021-06-28,19.48888
2021-06-29,16.37777
2021-06-30,16.33333
2021-07-01,14.97777
2021-07-02,13.84444
2021-07-03,7.35555
2021-07-04,7.15555
2021-07-05,16.37777
2021-07-06,16.4
2021-07-07,17.42222
2021-07-08,19.04444
2021-07-09,16.17777
2021-07-10,7.17777
2021-07-11,6.37777
2021-07-12,14.82222
2021-07-13,28.26666
2021-07-14,21.4
2021-07-15,23.02222
