date,65세실비보험
2021-01-03,15.38461
2021-01-04,35.89743
2021-01-05,29.48717
2021-01-06,24.35897
2021-01-07,24.35897
2021-01-08,30.76923
2021-01-09,11.53846
2021-01-10,19.23076
2021-01-11,30.76923
2021-01-12,25.64102
2021-01-13,39.74358
2021-01-14,26.92307
2021-01-15,53.84615
2021-01-16,24.35897
2021-01-17,28.20512
2021-01-18,41.02564
2021-01-19,30.76923
2021-01-20,23.07692
2021-01-21,43.58974
2021-01-22,32.05128
2021-01-23,23.07692
2021-01-24,10.25641
2021-01-25,37.17948
2021-01-26,61.53846
2021-01-27,62.82051
2021-01-28,37.17948
2021-01-29,32.05128
2021-01-30,14.10256
2021-01-31,15.38461
2021-02-01,14.10256
2021-02-02,53.84615
2021-02-03,51.28205
2021-02-04,43.58974
2021-02-05,42.30769
2021-02-06,16.66666
2021-02-07,24.35897
2021-02-08,20.51282
2021-02-09,20.51282
2021-02-10,23.07692
2021-02-11,24.35897
2021-02-12,30.76923
2021-02-13,28.20512
2021-02-14,16.66666
2021-02-15,33.33333
2021-02-16,60.25641
2021-02-17,44.87179
2021-02-18,11.53846
2021-02-19,24.35897
2021-02-20,25.64102
2021-02-21,23.07692
2021-02-22,19.23076
2021-02-23,52.5641
2021-02-24,48.71794
2021-02-25,44.87179
2021-02-26,33.33333
2021-02-27,24.35897
2021-02-28,33.33333
2021-03-01,19.23076
2021-03-02,39.74358
2021-03-03,41.02564
2021-03-04,37.17948
2021-03-05,21.79487
2021-03-06,16.66666
2021-03-07,26.92307
2021-03-08,37.17948
2021-03-09,24.35897
2021-03-10,37.17948
2021-03-11,35.89743
2021-03-12,48.71794
2021-03-13,12.82051
2021-03-14,16.66666
2021-03-15,19.23076
2021-03-16,28.20512
2021-03-17,12.82051
2021-03-18,25.64102
2021-03-19,32.05128
2021-03-20,26.92307
2021-03-21,17.94871
2021-03-22,51.28205
2021-03-23,33.33333
2021-03-24,39.74358
2021-03-25,39.74358
2021-03-26,33.33333
2021-03-27,33.33333
2021-03-28,19.23076
2021-03-29,26.92307
2021-03-30,35.89743
2021-03-31,17.94871
2021-04-01,29.48717
2021-04-02,17.94871
2021-04-03,14.10256
2021-04-04,12.82051
2021-04-05,19.23076
2021-04-06,20.51282
2021-04-07,12.82051
2021-04-08,23.07692
2021-04-09,24.35897
2021-04-10,14.10256
2021-04-11,11.53846
2021-04-12,21.79487
2021-04-13,8.97435
2021-04-14,23.07692
2021-04-15,21.79487
2021-04-16,25.64102
2021-04-17,24.35897
2021-04-18,26.92307
2021-04-19,23.07692
2021-04-20,16.66666
2021-04-21,11.53846
2021-04-22,21.79487
2021-04-23,29.48717
2021-04-24,11.53846
2021-04-25,15.38461
2021-04-26,23.07692
2021-04-27,32.05128
2021-04-28,21.79487
2021-04-29,30.76923
2021-04-30,25.64102
2021-05-01,15.38461
2021-05-02,8.97435
2021-05-03,16.66666
2021-05-04,26.92307
2021-05-05,21.79487
2021-05-06,30.76923
2021-05-07,17.94871
2021-05-08,19.23076
2021-05-09,11.53846
2021-05-10,34.61538
2021-05-11,10.25641
2021-05-12,19.23076
2021-05-13,21.79487
2021-05-14,32.05128
2021-05-15,16.66666
2021-05-16,26.92307
2021-05-17,26.92307
2021-05-18,48.71794
2021-05-19,19.23076
2021-05-20,24.35897
2021-05-21,48.71794
2021-05-22,25.64102
2021-05-23,15.38461
2021-05-24,33.33333
2021-05-25,32.05128
2021-05-26,35.89743
2021-05-27,42.30769
2021-05-28,17.94871
2021-05-29,28.20512
2021-05-30,23.07692
2021-05-31,35.89743
2021-06-01,24.35897
2021-06-02,23.07692
2021-06-03,26.92307
2021-06-04,16.66666
2021-06-05,24.35897
2021-06-06,10.25641
2021-06-07,14.10256
2021-06-08,29.48717
2021-06-09,19.23076
2021-06-10,26.92307
2021-06-11,32.05128
2021-06-12,20.51282
2021-06-13,23.07692
2021-06-14,28.20512
2021-06-15,34.61538
2021-06-16,42.30769
2021-06-17,33.33333
2021-06-18,28.20512
2021-06-19,20.51282
2021-06-20,17.94871
2021-06-21,26.92307
2021-06-22,57.6923
2021-06-23,43.58974
2021-06-24,44.87179
2021-06-25,62.82051
2021-06-26,32.05128
2021-06-27,29.48717
2021-06-28,44.87179
2021-06-29,61.53846
2021-06-30,100.0
2021-07-01,24.35897
2021-07-02,34.61538
2021-07-03,23.07692
2021-07-04,17.94871
2021-07-05,25.64102
2021-07-06,28.20512
2021-07-07,24.35897
2021-07-08,14.10256
2021-07-09,11.53846
2021-07-10,7.6923
2021-07-11,19.23076
2021-07-12,19.23076
2021-07-13,14.10256
2021-07-14,12.82051
2021-07-15,17.94871
2021-07-16,21.79487
2021-07-17,10.25641
2021-07-18,10.25641
2021-07-19,10.25641
2021-07-20,7.6923
2021-07-21,20.51282
2021-07-22,15.38461
2021-07-23,19.23076
2021-07-24,8.97435
2021-07-25,8.97435
2021-07-26,8.97435
2021-07-27,16.66666
2021-07-28,16.66666
2021-07-29,19.23076
2021-07-30,25.64102
2021-07-31,6.41025
2021-08-01,12.82051
2021-08-02,17.94871
2021-08-03,6.41025
2021-08-04,20.51282
2021-08-05,21.79487
2021-08-06,21.79487
2021-08-07,14.10256
2021-08-08,10.25641
2021-08-09,17.94871
2021-08-10,17.94871
2021-08-11,17.94871
2021-08-12,32.05128
2021-08-13,17.94871
2021-08-14,21.79487
2021-08-15,8.97435
2021-08-16,11.53846
2021-08-17,19.23076
2021-08-18,32.05128
2021-08-19,26.92307
2021-08-20,28.20512
2021-08-21,8.97435
2021-08-22,6.41025
2021-08-23,30.76923
2021-08-24,16.66666
2021-08-25,42.30769
2021-08-26,17.94871
2021-08-27,21.79487
2021-08-28,8.97435
2021-08-29,16.66666
2021-08-30,24.35897
2021-08-31,20.51282
2021-09-01,20.51282
2021-09-02,19.23076
2021-09-03,14.10256
2021-09-04,15.38461
2021-09-05,21.79487
2021-09-06,11.53846
2021-09-07,12.82051
2021-09-08,15.38461
2021-09-09,12.82051
2021-09-10,12.82051
2021-09-11,14.10256
2021-09-13,12.82051
2021-09-14,16.66666
2021-09-15,10.25641
2021-09-17,11.53846
2021-09-18,12.82051
2021-09-19,7.6923
2021-09-20,6.41025
2021-09-21,29.48717
2021-09-22,8.97435
2021-09-23,25.64102
2021-09-24,30.76923
2021-09-25,12.82051
2021-09-26,25.64102
2021-09-27,17.94871
2021-09-28,16.66666
2021-09-29,17.94871
2021-09-30,26.92307
2021-10-01,16.66666
2021-10-02,10.25641
2021-10-03,7.6923
2021-10-04,19.23076
2021-10-05,26.92307
2021-10-06,23.07692
2021-10-07,20.51282
2021-10-08,25.64102
2021-10-09,11.53846
2021-10-10,23.07692
2021-10-12,33.33333
2021-10-13,25.64102
2021-10-14,15.38461
2021-10-15,20.51282
2021-10-16,17.94871
2021-10-17,14.10256
2021-10-18,7.6923
2021-10-19,19.23076
2021-10-20,26.92307
2021-10-21,19.23076
2021-10-22,11.53846
2021-10-23,17.94871
2021-10-24,16.66666
2021-10-25,19.23076
2021-10-26,32.05128
2021-10-27,26.92307
2021-10-28,14.10256
2021-10-29,11.53846
2021-10-30,17.94871
2021-10-31,12.82051
2021-11-01,14.10256
2021-11-02,37.17948
2021-11-03,17.94871
2021-11-04,15.38461
2021-11-05,14.10256
2021-11-07,10.25641
2021-11-08,10.25641
2021-11-09,21.79487
2021-11-10,21.79487
2021-11-11,16.66666
2021-11-12,6.41025
2021-11-13,21.79487
2021-11-14,10.25641
2021-11-15,24.35897
2021-11-16,11.53846
2021-11-17,17.94871
2021-11-18,7.6923
2021-11-19,16.66666
2021-11-20,10.25641
2021-11-21,17.94871
2021-11-22,20.51282
2021-11-23,20.51282
2021-11-24,24.35897
2021-11-25,25.64102
2021-11-26,32.05128
2021-11-27,14.10256
2021-11-28,11.53846
2021-11-29,37.17948
2021-11-30,21.79487
2021-12-01,25.64102
2021-12-02,16.66666
2021-12-03,16.66666
2021-12-04,8.97435
2021-12-05,12.82051
2021-12-06,12.82051
2021-12-07,29.48717
2021-12-08,20.51282
2021-12-09,30.76923
2021-12-10,21.79487
2021-12-11,10.25641
2021-12-12,7.6923
2021-12-13,12.82051
2021-12-14,25.64102
2021-12-15,24.35897
2021-12-16,24.35897
2021-12-17,23.07692
2021-12-18,10.25641
2021-12-19,7.6923
2021-12-20,24.35897
2021-12-21,17.94871
2021-12-22,6.41025
2021-12-23,17.94871
2021-12-24,21.79487
2021-12-25,10.25641
2021-12-26,19.23076
2021-12-27,33.33333
2021-12-28,47.43589
2021-12-29,35.89743
2021-12-30,17.94871
2021-12-31,17.94871
2022-01-01,19.23076
2022-01-02,16.66666
2022-01-03,20.51282
2022-01-04,8.97435
2022-01-05,16.66666
2022-01-06,21.79487
2022-01-07,17.94871
2022-01-08,7.6923
2022-01-09,12.82051
2022-01-10,32.05128
2022-01-11,15.38461
2022-01-12,19.23076
2022-01-13,25.64102
2022-01-14,21.79487
2022-01-15,14.10256
2022-01-16,7.6923
2022-01-17,23.07692
2022-01-18,15.38461
2022-01-19,16.66666
2022-01-20,19.23076
2022-01-21,23.07692
2022-01-22,15.38461
2022-01-23,21.79487
2022-01-24,16.66666
2022-01-25,24.35897
2022-01-26,33.33333
2022-01-27,15.38461
2022-01-28,11.53846
2022-01-29,12.82051
2022-01-30,10.25641
2022-01-31,7.6923
2022-02-01,21.79487
2022-02-02,24.35897
2022-02-03,42.30769
2022-02-04,33.33333
2022-02-05,16.66666
2022-02-06,15.38461
2022-02-07,11.53846
2022-02-08,15.38461
2022-02-09,20.51282
2022-02-10,16.66666
2022-02-11,35.89743
2022-02-12,14.10256
2022-02-13,24.35897
2022-02-14,24.35897
2022-02-15,34.61538
2022-02-16,33.33333
2022-02-17,23.07692
2022-02-18,26.92307
2022-02-19,24.35897
2022-02-20,14.10256
2022-02-21,41.02564
2022-02-22,34.61538
2022-02-23,17.94871
2022-02-24,19.23076
2022-02-25,21.79487
2022-02-26,16.66666
2022-02-27,17.94871
2022-02-28,7.6923
2022-03-01,14.10256
2022-03-02,10.25641
2022-03-03,17.94871
2022-03-04,17.94871
2022-03-06,11.53846
2022-03-07,12.82051
2022-03-08,23.07692
2022-03-10,12.82051
2022-03-11,16.66666
2022-03-12,14.10256
2022-03-13,19.23076
2022-03-14,21.79487
2022-03-15,26.92307
2022-03-16,10.25641
2022-03-17,28.20512
2022-03-18,11.53846
2022-03-19,28.20512
2022-03-20,14.10256
2022-03-21,30.76923
2022-03-22,24.35897
2022-03-23,39.74358
2022-03-24,11.53846
2022-03-25,24.35897
2022-03-26,11.53846
2022-03-27,8.97435
2022-03-28,11.53846
2022-03-29,19.23076
2022-03-30,30.76923
2022-03-31,24.35897
2022-04-01,19.23076
2022-04-02,12.82051
2022-04-03,12.82051
2022-04-04,19.23076
2022-04-05,14.10256
2022-04-06,41.02564
2022-04-07,29.48717
2022-04-08,23.07692
2022-04-09,12.82051
2022-04-10,15.38461
2022-04-11,23.07692
2022-04-12,29.48717
2022-04-13,20.51282
2022-04-14,29.48717
2022-04-15,11.53846
2022-04-16,8.97435
2022-04-17,11.53846
2022-04-18,14.10256
2022-04-19,19.23076
2022-04-20,12.82051
2022-04-21,15.38461
2022-04-22,14.10256
2022-04-23,14.10256
2022-04-24,21.79487
2022-04-25,37.17948
2022-04-26,11.53846
2022-04-27,16.66666
2022-04-28,21.79487
2022-04-29,14.10256
2022-04-30,16.66666
2022-05-01,10.25641
2022-05-02,20.51282
2022-05-03,17.94871
2022-05-04,11.53846
2022-05-05,14.10256
2022-05-06,14.10256
2022-05-07,17.94871
2022-05-08,10.25641
2022-05-09,11.53846
2022-05-10,12.82051
2022-05-11,14.10256
2022-05-12,17.94871
2022-05-13,12.82051
2022-05-14,6.41025
2022-05-15,10.25641
2022-05-16,29.48717
2022-05-17,16.66666
2022-05-18,16.66666
2022-05-19,10.25641
2022-05-20,16.66666
2022-05-21,7.6923
2022-05-22,7.6923
2022-05-23,15.38461
2022-05-24,20.51282
2022-05-25,11.53846
2022-05-26,33.33333
2022-05-27,25.64102
2022-05-28,11.53846
2022-05-29,15.38461
2022-05-30,15.38461
2022-05-31,11.53846
2022-06-01,11.53846
2022-06-02,20.51282
2022-06-03,8.97435
2022-06-04,11.53846
2022-06-05,7.6923
2022-06-06,10.25641
2022-06-07,16.66666
2022-06-08,19.23076
2022-06-09,24.35897
2022-06-10,21.79487
2022-06-11,8.97435
2022-06-12,7.6923
2022-06-13,33.33333
2022-06-14,23.07692
2022-06-15,21.79487
2022-06-16,32.05128
2022-06-18,14.10256
2022-06-19,6.41025
2022-06-20,7.6923
2022-06-21,16.66666
2022-06-22,23.07692
2022-06-23,17.94871
2022-06-24,11.53846
2022-06-25,15.38461
2022-06-26,17.94871
2022-06-27,20.51282
2022-06-28,19.23076
2022-06-29,16.66666
2022-06-30,19.23076
2022-07-01,6.41025
2022-07-02,10.25641
2022-07-03,11.53846
2022-07-04,15.38461
2022-07-05,16.66666
2022-07-06,14.10256
2022-07-07,20.51282
2022-07-08,15.38461
2022-07-09,10.25641
2022-07-10,11.53846
2022-07-11,24.35897
2022-07-12,41.02564
2022-07-13,19.23076
2022-07-14,25.64102
2022-07-15,8.97435
2022-07-16,19.23076
2022-07-17,14.10256
2022-07-18,7.6923
2022-07-19,24.35897
2022-07-20,30.76923
2022-07-21,23.07692
2022-07-22,25.64102
2022-07-23,8.97435
2022-07-24,10.25641
2022-07-25,14.10256
2022-07-26,12.82051
2022-07-27,32.05128
2022-07-28,10.25641
2022-07-29,7.6923
2022-07-30,8.97435
2022-07-31,16.66666
2022-08-01,16.66666
2022-08-02,20.51282
2022-08-03,7.6923
2022-08-04,11.53846
2022-08-05,17.94871
2022-08-07,8.97435
2022-08-09,15.38461
2022-08-10,7.6923
2022-08-11,12.82051
2022-08-12,15.38461
2022-08-13,11.53846
2022-08-14,6.41025
2022-08-15,11.53846
2022-08-16,21.79487
2022-08-17,20.51282
2022-08-18,23.07692
2022-08-19,12.82051
2022-08-20,21.79487
2022-08-21,14.10256
2022-08-22,16.66666
2022-08-23,15.38461
2022-08-24,21.79487
2022-08-25,25.64102
2022-08-26,21.79487
2022-08-27,14.10256
2022-08-28,7.6923
2022-08-29,26.92307
2022-08-30,32.05128
2022-08-31,11.53846
2022-09-01,23.07692
2022-09-02,19.23076
2022-09-03,8.97435
2022-09-04,12.82051
2022-09-05,14.10256
2022-09-06,11.53846
2022-09-07,23.07692
2022-09-08,12.82051
2022-09-09,6.41025
2022-09-10,12.82051
2022-09-11,11.53846
2022-09-12,10.25641
2022-09-13,16.66666
2022-09-14,20.51282
2022-09-15,21.79487
2022-09-16,15.38461
2022-09-17,17.94871
2022-09-18,16.66666
2022-09-19,26.92307
2022-09-20,16.66666
2022-09-21,26.92307
2022-09-22,26.92307
2022-09-23,19.23076
2022-09-24,16.66666
2022-09-25,16.66666
2022-09-26,12.82051
2022-09-27,24.35897
2022-09-28,12.82051
2022-09-29,20.51282
2022-09-30,16.66666
2022-10-01,14.10256
2022-10-02,11.53846
2022-10-03,14.10256
2022-10-04,11.53846
2022-10-05,8.97435
2022-10-06,23.07692
2022-10-07,26.92307
2022-10-08,16.66666
2022-10-09,15.38461
2022-10-10,12.82051
2022-10-11,28.20512
2022-10-12,15.38461
2022-10-13,17.94871
2022-10-14,14.10256
2022-10-15,7.6923
2022-10-16,10.25641
2022-10-17,14.10256
2022-10-18,16.66666
2022-10-19,23.07692
2022-10-20,19.23076
2022-10-21,17.94871
2022-10-22,8.97435
2022-10-23,15.38461
2022-10-24,25.64102
2022-10-25,30.76923
2022-10-26,17.94871
2022-10-27,29.48717
2022-10-28,7.6923
2022-10-29,14.10256
2022-10-31,10.25641
2022-11-01,17.94871
2022-11-02,21.79487
2022-11-03,8.97435
2022-11-04,23.07692
2022-11-05,6.41025
2022-11-06,8.97435
2022-11-07,34.61538
2022-11-08,15.38461
2022-11-09,32.05128
2022-11-10,21.79487
2022-11-11,14.10256
2022-11-12,8.97435
2022-11-13,14.10256
2022-11-14,15.38461
2022-11-15,19.23076
2022-11-16,19.23076
2022-11-18,25.64102
2022-11-19,10.25641
2022-11-20,14.10256
2022-11-21,32.05128
2022-11-22,23.07692
2022-11-23,12.82051
2022-11-24,11.53846
2022-11-26,16.66666
2022-11-27,8.97435
2022-11-28,20.51282
2022-11-29,20.51282
2022-11-30,24.35897
2022-12-01,21.79487
2022-12-02,19.23076
2022-12-03,7.6923
2022-12-04,16.66666
2022-12-05,11.53846
2022-12-06,11.53846
2022-12-07,15.38461
2022-12-08,20.51282
2022-12-09,21.79487
2022-12-10,17.94871
2022-12-11,11.53846
2022-12-12,23.07692
2022-12-13,23.07692
2022-12-14,23.07692
2022-12-15,24.35897
2022-12-16,24.35897
2022-12-17,14.10256
2022-12-18,16.66666
2022-12-19,11.53846
2022-12-20,32.05128
2022-12-21,10.25641
2022-12-22,21.79487
2022-12-23,14.10256
2022-12-24,11.53846
2022-12-25,15.38461
2022-12-26,29.48717
2022-12-27,28.20512
2022-12-28,17.94871
2022-12-29,17.94871
2022-12-30,24.35897
2022-12-31,17.94871
2023-01-01,11.53846
2023-01-02,19.23076
2023-01-03,24.35897
2023-01-04,25.64102
2023-01-05,19.23076
2023-01-06,11.53846
2023-01-07,19.23076
2023-01-08,23.07692
2023-01-09,21.79487
2023-01-10,28.20512
2023-01-11,34.61538
2023-01-12,17.94871
2023-01-13,16.66666
2023-01-14,19.23076
2023-01-15,15.38461
2023-01-16,16.66666
2023-01-17,15.38461
2023-01-18,21.79487
2023-01-20,20.51282
2023-01-21,25.64102
2023-01-22,15.38461
2023-01-23,20.51282
2023-01-24,29.48717
2023-01-25,26.92307
2023-01-26,33.33333
2023-01-27,41.02564
2023-01-28,20.51282
2023-01-29,15.38461
2023-01-30,26.92307
2023-01-31,33.33333
2023-02-01,26.92307
2023-02-02,24.35897
2023-02-03,12.82051
2023-02-04,19.23076
2023-02-05,19.23076
2023-02-06,26.92307
2023-02-07,16.66666
2023-02-08,23.07692
2023-02-09,14.10256
2023-02-10,16.66666
2023-02-11,11.53846
2023-02-12,15.38461
2023-02-13,32.05128
2023-02-14,19.23076
2023-02-15,25.64102
2023-02-16,26.92307
2023-02-17,12.82051
2023-02-18,28.20512
2023-02-19,26.92307
2023-02-20,16.66666
2023-02-21,30.76923
2023-02-22,42.30769
2023-02-23,17.94871
2023-02-24,24.35897
2023-02-25,20.51282
2023-02-26,16.66666
2023-02-27,20.51282
2023-02-28,25.64102
2023-03-01,14.10256
2023-03-02,21.79487
2023-03-03,16.66666
2023-03-04,10.25641
2023-03-05,14.10256
2023-03-06,14.10256
2023-03-07,14.10256
2023-03-08,24.35897
2023-03-09,11.53846
2023-03-10,8.97435
2023-03-11,11.53846
2023-03-12,14.10256
2023-03-13,17.94871
2023-03-14,37.17948
2023-03-15,25.64102
2023-03-16,23.07692
2023-03-18,12.82051
2023-03-19,12.82051
2023-03-20,21.79487
2023-03-21,25.64102
2023-03-22,30.76923
2023-03-23,25.64102
2023-03-24,33.33333
2023-03-25,19.23076
2023-03-26,8.97435
2023-03-27,26.92307
2023-03-28,32.05128
2023-03-29,19.23076
2023-03-30,21.79487
2023-03-31,17.94871
2023-04-01,16.66666
2023-04-02,17.94871
2023-04-03,14.10256
2023-04-04,24.35897
2023-04-05,10.25641
2023-04-06,21.79487
2023-04-07,32.05128
2023-04-08,8.97435
2023-04-09,10.25641
2023-04-10,25.64102
2023-04-11,29.48717
2023-04-12,33.33333
2023-04-13,34.61538
2023-04-14,20.51282
2023-04-15,8.97435
2023-04-16,14.10256
2023-04-17,32.05128
2023-04-18,14.10256
2023-04-19,6.41025
2023-04-20,10.25641
2023-04-21,16.66666
2023-04-22,10.25641
2023-04-23,8.97435
2023-04-24,23.07692
2023-04-25,15.38461
2023-04-26,21.79487
2023-04-27,11.53846
2023-04-28,19.23076
2023-04-29,12.82051
2023-04-30,20.51282
2023-05-01,10.25641
2023-05-02,14.10256
2023-05-03,23.07692
2023-05-04,19.23076
2023-05-05,15.38461
2023-05-06,17.94871
2023-05-07,16.66666
2023-05-08,24.35897
2023-05-09,25.64102
2023-05-10,7.6923
2023-05-11,19.23076
2023-05-12,17.94871
2023-05-13,11.53846
2023-05-14,8.97435
2023-05-15,10.25641
2023-05-16,34.61538
2023-05-17,32.05128
2023-05-18,14.10256
2023-05-19,17.94871
2023-05-20,12.82051
2023-05-21,12.82051
2023-05-22,20.51282
2023-05-23,28.20512
2023-05-24,32.05128
2023-05-25,8.97435
2023-05-26,20.51282
2023-05-27,11.53846
2023-05-28,14.10256
2023-05-29,15.38461
2023-05-30,16.66666
2023-05-31,10.25641
2023-06-02,14.10256
2023-06-03,8.97435
2023-06-04,6.41025
2023-06-05,14.10256
2023-06-06,6.41025
2023-06-07,16.66666
2023-06-08,20.51282
2023-06-09,23.07692
2023-06-10,12.82051
2023-06-11,10.25641
2023-06-12,17.94871
2023-06-13,12.82051
