date,실시간세계증시
2020-07-11,10.65756
2020-07-12,3.52357
2020-07-13,21.35235
2020-07-14,35.45905
2020-07-15,33.54838
2020-07-16,35.732
2020-07-17,31.62531
2020-07-18,10.93052
2020-07-19,3.49875
2020-07-20,22.94044
2020-07-21,28.99503
2020-07-22,30.28535
2020-07-23,29.60297
2020-07-24,32.96526
2020-07-25,11.84863
2020-07-26,3.62282
2020-07-27,20.0
2020-07-28,29.30521
2020-07-29,28.9454
2020-07-30,30.91811
2020-07-31,30.52109
2020-08-01,11.91066
2020-08-02,3.52357
2020-08-03,19.8387
2020-08-04,27.6923
2020-08-05,28.25062
2020-08-06,31.47642
2020-08-07,27.77915
2020-08-08,10.33498
2020-08-09,3.13895
2020-08-10,17.45657
2020-08-11,24.64019
2020-08-12,26.94789
2020-08-13,22.72952
2020-08-14,23.53598
2020-08-15,7.866
2020-08-16,2.44416
2020-08-17,13.33746
2020-08-18,23.89578
2020-08-19,22.90322
2020-08-20,29.03225
2020-08-21,24.97518
2020-08-22,8.97022
2020-08-23,2.43176
2020-08-24,15.74441
2020-08-25,23.5732
2020-08-26,26.24069
2020-08-27,24.93796
2020-08-28,21.77419
2020-08-29,7.66749
2020-08-30,2.3325
2020-08-31,17.3325
2020-09-01,21.24069
2020-09-02,22.13399
2020-09-03,21.7866
2020-09-04,32.71712
2020-09-05,13.83374
2020-09-06,2.94044
2020-09-07,17.80397
2020-09-08,26.55086
2020-09-09,33.5732
2020-09-10,28.23821
2020-09-11,29.00744
2020-09-12,10.49627
2020-09-13,2.95285
2020-09-14,16.11662
2020-09-15,24.04466
2020-09-16,23.0397
2020-09-17,26.69975
2020-09-18,24.41687
2020-09-19,10.0124
2020-09-20,2.45657
2020-09-21,23.12655
2020-09-22,36.40198
2020-09-23,32.44416
2020-09-24,38.68486
2020-09-25,31.52605
2020-09-26,12.27047
2020-09-27,2.59305
2020-09-28,17.29528
2020-09-29,21.72456
2020-09-30,13.97022
2020-10-01,13.92059
2020-10-02,19.42928
2020-10-03,13.0521
2020-10-04,3.66004
2020-10-05,17.27047
2020-10-06,23.62282
2020-10-07,23.63523
2020-10-08,22.46898
2020-10-09,13.84615
2020-10-10,7.45657
2020-10-11,2.49379
2020-10-12,16.06699
2020-10-13,24.68982
2020-10-14,24.26799
2020-10-15,28.2258
2020-10-16,26.02977
2020-10-17,8.87096
2020-10-18,2.59305
2020-10-19,16.76178
2020-10-20,27.28287
2020-10-21,25.28535
2020-10-22,24.24317
2020-10-23,19.88833
2020-10-24,7.70471
2020-10-25,2.32009
2020-10-26,17.17121
2020-10-27,24.08188
2020-10-28,25.32258
2020-10-29,30.08684
2020-10-30,25.34739
2020-10-31,10.7196
2020-11-01,2.97766
2020-11-02,17.34491
2020-11-03,23.30024
2020-11-04,26.6129
2020-11-05,26.30272
2020-11-06,25.12406
2020-11-07,9.37965
2020-11-08,2.5062
2020-11-09,18.42431
2020-11-10,29.25558
2020-11-11,26.56327
2020-11-12,25.57071
2020-11-13,22.91563
2020-11-14,9.04466
2020-11-15,2.45657
2020-11-16,15.21091
2020-11-17,22.55583
2020-11-18,22.54342
2020-11-19,24.72704
2020-11-20,19.92555
2020-11-21,9.14392
2020-11-22,2.53101
2020-11-23,14.04466
2020-11-24,20.42183
2020-11-25,21.74937
2020-11-26,21.81141
2020-11-27,18.32506
2020-11-28,6.99751
2020-11-29,2.18362
2020-11-30,15.53349
2020-12-01,19.73945
2020-12-02,19.33002
2020-12-03,20.28535
2020-12-04,18.38709
2020-12-05,7.43176
2020-12-06,2.39454
2020-12-07,13.20099
2020-12-08,21.09181
2020-12-09,20.03722
2020-12-10,23.54838
2020-12-11,20.03722
2020-12-12,8.26302
2020-12-13,2.64267
2020-12-14,14.04466
2020-12-15,21.31513
2020-12-16,19.4665
2020-12-17,20.63275
2020-12-18,18.83374
2020-12-19,8.27543
2020-12-20,1.93548
2020-12-21,18.02729
2020-12-22,27.75434
2020-12-23,26.11662
2020-12-24,20.38461
2020-12-25,8.5732
2020-12-26,2.92803
2020-12-27,1.82382
2020-12-28,12.82878
2020-12-29,20.43424
2020-12-30,19.15632
2020-12-31,9.96277
2021-01-01,4.55334
2021-01-02,2.03473
2021-01-03,1.74937
2021-01-04,15.53349
2021-01-05,26.17866
2021-01-06,27.866
2021-01-07,26.2655
2021-01-08,24.93796
2021-01-09,8.95781
2021-01-10,2.22084
2021-01-11,22.77915
2021-01-12,31.05459
2021-01-13,28.90818
2021-01-14,26.74937
2021-01-15,28.11414
2021-01-16,10.11166
2021-01-17,2.75434
2021-01-18,21.06699
2021-01-19,26.16625
2021-01-20,26.87344
2021-01-21,24.72704
2021-01-22,25.59553
2021-01-23,9.05707
2021-01-24,2.3325
2021-01-25,16.01736
2021-01-26,28.49875
2021-01-27,29.59057
2021-01-28,36.45161
2021-01-29,37.61786
2021-01-30,16.12903
2021-01-31,5.11166
2021-02-01,23.41191
2021-02-02,29.81389
2021-02-03,29.68982
2021-02-04,29.62779
2021-02-05,25.98014
2021-02-06,9.92555
2021-02-07,3.15136
2021-02-08,17.94044
2021-02-09,23.95781
2021-02-10,22.70471
2021-02-11,12.65508
2021-02-12,10.95533
2021-02-13,7.75434
2021-02-14,2.92803
2021-02-15,15.29776
2021-02-16,22.34491
2021-02-17,26.69975
2021-02-18,28.56079
2021-02-19,28.66004
2021-02-20,9.70223
2021-02-21,2.90322
2021-02-22,19.41687
2021-02-23,30.84367
2021-02-24,37.60545
2021-02-25,34.67741
2021-02-26,36.68734
2021-02-27,14.85111
2021-02-28,3.25062
2021-03-01,20.59553
2021-03-02,34.61538
2021-03-03,32.6923
2021-03-04,36.99751
2021-03-05,38.44913
2021-03-06,15.99255
2021-03-07,3.72208
2021-03-08,26.06699
2021-03-09,41.45161
2021-03-10,39.6526
2021-03-11,35.12406
2021-03-12,32.61786
2021-03-13,13.48635
2021-03-14,3.52357
2021-03-15,20.7196
2021-03-16,28.87096
2021-03-17,30.11166
2021-03-18,30.80645
2021-03-19,29.57816
2021-03-20,12.38213
2021-03-21,3.21339
2021-03-22,20.78163
2021-03-23,29.15632
2021-03-24,29.36724
2021-03-25,30.09925
2021-03-26,27.1464
2021-03-27,10.52109
2021-03-28,2.82878
2021-03-29,20.83126
2021-03-30,26.88585
2021-03-31,26.65012
2021-04-01,24.98759
2021-04-02,22.41935
2021-04-03,8.53598
2021-04-04,3.0521
2021-04-05,15.62034
2021-04-06,25.04962
2021-04-07,23.56079
2021-04-08,22.48138
2021-04-09,20.98014
2021-04-10,7.89081
2021-04-11,2.70471
2021-04-12,14.49131
2021-04-13,21.46401
2021-04-14,23.42431
2021-04-15,21.14143
2021-04-16,19.18114
2021-04-17,7.46898
2021-04-18,2.02233
2021-04-19,15.39702
2021-04-20,22.29528
2021-04-21,27.18362
2021-04-22,25.09925
2021-04-23,23.36228
2021-04-24,8.70967
2021-04-25,2.18362
2021-04-26,13.88337
2021-04-27,21.76178
2021-04-28,24.18114
2021-04-29,24.16873
2021-04-30,22.00992
2021-05-01,7.81637
2021-05-02,2.02233
2021-05-03,13.99503
2021-05-04,19.14392
2021-05-05,17.00992
2021-05-06,21.9727
2021-05-07,20.06203
2021-05-08,7.95285
2021-05-09,2.03473
2021-05-10,14.87593
2021-05-11,27.85359
2021-05-12,32.91563
2021-05-13,38.15136
2021-05-14,27.60545
2021-05-15,10.28535
2021-05-16,2.43176
2021-05-17,19.73945
2021-05-18,23.49875
2021-05-19,20.22332
2021-05-20,29.41687
2021-05-21,24.33002
2021-05-22,10.02481
2021-05-23,2.24565
2021-05-24,17.1464
2021-05-25,24.76426
2021-05-26,25.55831
2021-05-27,25.24813
2021-05-28,22.22084
2021-05-29,8.67245
2021-05-30,2.64267
2021-05-31,15.0124
2021-06-01,20.3722
2021-06-02,24.09429
2021-06-03,23.30024
2021-06-04,23.08933
2021-06-05,8.77171
2021-06-06,1.99751
2021-06-07,14.64019
2021-06-08,21.35235
2021-06-09,22.75434
2021-06-10,23.16377
2021-06-11,20.95533
2021-06-12,8.41191
2021-06-13,2.24565
2021-06-14,13.17617
2021-06-15,20.78163
2021-06-16,21.02977
2021-06-17,21.68734
2021-06-18,21.2531
2021-06-19,9.87593
2021-06-20,2.49379
2021-06-21,16.68734
2021-06-22,23.37468
2021-06-23,21.71215
2021-06-24,22.10918
2021-06-25,18.61042
2021-06-26,8.06451
2021-06-27,1.98511
2021-06-28,14.35483
2021-06-29,20.0
2021-06-30,20.14888
2021-07-01,19.37965
2021-07-02,18.89578
2021-07-03,7.30769
2021-07-04,1.93548
2021-07-05,12.20843
2021-07-06,17.74193
2021-07-07,22.60545
2021-07-08,27.23325
2021-07-09,26.48883
2021-07-10,9.39205
2021-07-11,2.20843
2021-07-12,14.34243
2021-07-13,21.36476
2021-07-14,22.866
2021-07-15,22.46898
2021-07-16,22.59305
2021-07-17,8.61042
2021-07-18,2.28287
2021-07-19,19.40446
2021-07-20,31.53846
2021-07-21,27.96526
2021-07-22,22.74193
2021-07-23,21.37717
2021-07-24,7.95285
2021-07-25,1.81141
2021-07-26,17.54342
2021-07-27,24.49131
2021-07-28,26.2531
2021-07-29,23.88337
2021-07-30,22.79156
2021-07-31,8.2258
2021-08-01,2.46898
2021-08-02,14.28039
2021-08-03,22.18362
2021-08-04,21.67493
2021-08-05,21.77419
2021-08-06,19.71464
2021-08-07,7.40694
2021-08-08,1.799
2021-08-09,14.41687
2021-08-10,20.85607
2021-08-11,21.99751
2021-08-12,21.67493
2021-08-13,22.89081
2021-08-14,7.866
2021-08-15,1.93548
2021-08-16,12.1464
2021-08-17,26.47642
2021-08-18,25.39702
2021-08-19,32.04714
2021-08-20,32.53101
2021-08-21,10.74441
2021-08-22,3.01488
2021-08-23,18.20099
2021-08-24,27.12158
2021-08-25,28.46153
2021-08-26,27.24565
2021-08-27,24.56575
2021-08-28,9.54094
2021-08-29,1.94789
2021-08-30,17.19602
2021-08-31,24.76426
2021-09-01,25.32258
2021-09-02,25.11166
2021-09-03,22.30769
2021-09-04,8.77171
2021-09-05,2.29528
2021-09-06,15.23573
2021-09-07,21.67493
2021-09-08,23.83374
2021-09-09,25.09925
2021-09-10,22.87841
2021-09-11,9.51612
2021-09-12,2.30769
2021-09-13,15.29776
2021-09-14,21.799
2021-09-15,21.33995
2021-09-16,21.52605
2021-09-17,19.6526
2021-09-18,7.95285
2021-09-19,2.13399
2021-09-20,10.99255
2021-09-21,27.99007
2021-09-22,33.34987
2021-09-23,29.59057
2021-09-24,25.08684
2021-09-25,9.86352
2021-09-26,3.01488
2021-09-27,15.3722
2021-09-28,26.56327
2021-09-29,34.33002
2021-09-30,29.4665
2021-10-01,31.11662
2021-10-02,11.6129
2021-10-03,2.92803
2021-10-04,23.73449
2021-10-05,39.06947
2021-10-06,43.98263
2021-10-07,35.84367
2021-10-08,31.53846
2021-10-09,9.90074
2021-10-10,2.96526
2021-10-11,18.9454
2021-10-12,33.0397
2021-10-13,31.58808
2021-10-14,28.92059
2021-10-15,26.38957
2021-10-16,10.93052
2021-10-17,2.70471
2021-10-18,18.2258
2021-10-19,24.25558
2021-10-20,25.40942
2021-10-21,25.0
2021-10-22,23.18858
2021-10-23,9.13151
2021-10-24,2.6799
2021-10-25,16.6129
2021-10-26,23.21339
2021-10-27,24.56575
2021-10-28,23.54838
2021-10-29,24.88833
2021-10-30,9.01985
2021-10-31,2.19602
2021-11-01,15.12406
2021-11-02,23.23821
2021-11-03,22.84119
2021-11-04,22.82878
2021-11-05,21.29032
2021-11-06,7.866
2021-11-07,2.28287
2021-11-08,16.36476
2021-11-09,20.95533
2021-11-10,24.14392
2021-11-11,24.1191
2021-11-12,20.32258
2021-11-13,8.3995
2021-11-14,2.1464
2021-11-15,12.90322
2021-11-16,20.3598
2021-11-17,19.88833
2021-11-18,20.14888
2021-11-19,17.85359
2021-11-20,7.87841
2021-11-21,2.32009
2021-11-22,12.99007
2021-11-23,20.99255
2021-11-24,20.9057
2021-11-25,20.16129
2021-11-26,23.21339
2021-11-27,14.42928
2021-11-28,4.72704
2021-11-29,23.67245
2021-11-30,34.44168
2021-12-01,31.89826
2021-12-02,29.97518
2021-12-03,25.98014
2021-12-04,12.70471
2021-12-05,3.2258
2021-12-06,20.78163
2021-12-07,26.27791
2021-12-08,28.83374
2021-12-09,25.38461
2021-12-10,25.14888
2021-12-11,10.39702
2021-12-12,2.77915
2021-12-13,16.48883
2021-12-14,26.4392
2021-12-15,28.0521
2021-12-16,26.6129
2021-12-17,24.87593
2021-12-18,12.54342
2021-12-19,3.34987
2021-12-20,20.68238
2021-12-21,29.54094
2021-12-22,26.67493
2021-12-23,23.79652
2021-12-24,22.56823
2021-12-25,7.04714
2021-12-26,2.49379
2021-12-27,13.80893
2021-12-28,20.69478
2021-12-29,21.93548
2021-12-30,19.03225
2021-12-31,11.36476
2022-01-01,4.31761
2022-01-02,1.91066
2022-01-03,14.23076
2022-01-04,21.96029
2022-01-05,24.67741
2022-01-06,31.27791
2022-01-07,26.05459
2022-01-08,12.3325
2022-01-09,2.24565
2022-01-10,17.43176
2022-01-11,29.30521
2022-01-12,25.53349
2022-01-13,25.17369
2022-01-14,25.88089
2022-01-15,10.98014
2022-01-16,2.61786
2022-01-17,16.01736
2022-01-18,26.2655
2022-01-19,29.15632
2022-01-20,28.73449
2022-01-21,29.04466
2022-01-22,14.61538
2022-01-23,3.10173
2022-01-24,29.78908
2022-01-25,49.23076
2022-01-26,41.42679
2022-01-27,49.34243
2022-01-28,39.1191
2022-01-29,14.10669
2022-01-30,3.41191
2022-01-31,10.70719
2022-02-01,18.41191
2022-02-02,23.38709
2022-02-03,31.88585
2022-02-04,31.05459
2022-02-05,14.36724
2022-02-06,3.41191
2022-02-07,19.4789
2022-02-08,29.64019
2022-02-09,27.36972
2022-02-10,29.30521
2022-02-11,28.88337
2022-02-12,13.69727
2022-02-13,3.42431
2022-02-14,25.48387
2022-02-15,36.35235
2022-02-16,33.32506
2022-02-17,36.96029
2022-02-18,32.99007
2022-02-19,15.14888
2022-02-20,4.4665
2022-02-21,26.52605
2022-02-22,42.70471
2022-02-23,39.57816
2022-02-24,56.47642
2022-02-25,50.02481
2022-02-26,17.41935
2022-02-27,4.42928
2022-02-28,25.02481
2022-03-01,31.72456
2022-03-02,38.06451
2022-03-03,34.90074
2022-03-04,36.60049
2022-03-05,16.57568
2022-03-06,4.31761
2022-03-07,29.05707
2022-03-08,39.2928
2022-03-09,30.24813
2022-03-10,37.66749
2022-03-11,34.56575
2022-03-12,16.31513
2022-03-13,4.66501
2022-03-14,27.46898
2022-03-15,39.14392
2022-03-16,39.44168
2022-03-17,39.18114
2022-03-18,33.51116
2022-03-19,14.59057
2022-03-20,3.83374
2022-03-21,22.81637
2022-03-22,29.73945
2022-03-23,29.66501
2022-03-24,31.10421
2022-03-25,28.11414
2022-03-26,11.51364
2022-03-27,3.37468
2022-03-28,18.64764
2022-03-29,28.43672
2022-03-30,28.63523
2022-03-31,27.54342
2022-04-01,26.17866
2022-04-02,12.02233
2022-04-03,3.26302
2022-04-04,17.36972
2022-04-05,26.30272
2022-04-06,28.00248
2022-04-07,30.45905
2022-04-08,28.77171
2022-04-09,10.96774
2022-04-10,3.33746
2022-04-11,18.08933
2022-04-12,30.80645
2022-04-13,29.64019
2022-04-14,27.84119
2022-04-15,23.87096
2022-04-16,8.16377
2022-04-17,2.72952
2022-04-18,17.80397
2022-04-19,25.65756
2022-04-20,25.84367
2022-04-21,24.40446
2022-04-22,25.08684
2022-04-23,12.55583
2022-04-24,3.34987
2022-04-25,22.97766
2022-04-26,31.05459
2022-04-27,37.53101
2022-04-28,32.72952
2022-04-29,28.27543
2022-04-30,15.16129
2022-05-01,3.90818
2022-05-02,20.1861
2022-05-03,29.05707
2022-05-04,27.17121
2022-05-05,26.10421
2022-05-06,34.87593
2022-05-07,14.26799
2022-05-08,3.79652
2022-05-09,24.92555
2022-05-10,36.91066
2022-05-11,38.20099
2022-05-12,39.10669
2022-05-13,32.60545
2022-05-14,13.66004
2022-05-15,4.28039
2022-05-16,21.62531
2022-05-17,29.26799
2022-05-18,30.78163
2022-05-19,35.62034
2022-05-20,30.62034
2022-05-21,13.43672
2022-05-22,3.54838
2022-05-23,21.11662
2022-05-24,31.72456
2022-05-25,31.42679
2022-05-26,30.07444
2022-05-27,27.90322
2022-05-28,11.4392
2022-05-29,3.10173
2022-05-30,17.27047
2022-05-31,25.50868
2022-06-01,21.72456
2022-06-02,27.97766
2022-06-03,24.40446
2022-06-04,10.62034
2022-06-05,2.80397
2022-06-06,13.62282
2022-06-07,27.59305
2022-06-08,28.62282
2022-06-09,27.65508
2022-06-10,28.61042
2022-06-11,12.79156
2022-06-12,3.69727
2022-06-13,29.78908
2022-06-14,41.6129
2022-06-15,42.97766
2022-06-16,44.78908
2022-06-17,37.36972
2022-06-18,14.60297
2022-06-19,4.01985
2022-06-20,27.59305
2022-06-21,32.77915
2022-06-22,40.5459
2022-06-23,40.06203
2022-06-24,32.64267
2022-06-25,13.27543
2022-06-26,3.63523
2022-06-27,24.08188
2022-06-28,33.54838
2022-06-29,34.45409
2022-06-30,35.1861
2022-07-01,35.55831
2022-07-02,13.51116
2022-07-03,3.12655
2022-07-04,21.27791
2022-07-05,30.99255
2022-07-06,36.73697
2022-07-07,34.16873
2022-07-08,30.53349
2022-07-09,12.38213
2022-07-10,3.28784
2022-07-11,20.85607
2022-07-12,32.04714
2022-07-13,34.80148
2022-07-14,32.76674
2022-07-15,31.45161
2022-07-16,11.66253
2022-07-17,2.94044
2022-07-18,20.03722
2022-07-19,29.85111
2022-07-20,29.87593
2022-07-21,30.98014
2022-07-22,29.57816
2022-07-23,11.88585
2022-07-24,2.866
2022-07-25,18.52357
2022-07-26,28.15136
2022-07-27,27.45657
2022-07-28,29.56575
2022-07-29,26.69975
2022-07-30,11.45161
2022-07-31,2.64267
2022-08-01,17.08436
2022-08-02,28.5732
2022-08-03,28.11414
2022-08-04,27.40694
2022-08-05,25.85607
2022-08-06,10.8933
2022-08-07,2.85359
2022-08-08,16.9727
2022-08-09,27.41935
2022-08-10,27.5062
2022-08-11,27.12158
2022-08-12,26.29032
2022-08-13,10.14888
2022-08-14,2.30769
2022-08-15,13.02729
2022-08-16,24.62779
2022-08-17,27.94044
2022-08-18,28.51116
2022-08-19,25.66997
2022-08-20,9.6526
2022-08-21,2.41935
2022-08-22,19.00744
2022-08-23,27.6799
2022-08-24,29.06947
2022-08-25,27.41935
2022-08-26,25.27295
2022-08-27,13.59801
2022-08-28,3.06451
2022-08-29,22.43176
2022-08-30,29.93796
2022-08-31,30.59553
2022-09-01,32.66749
2022-09-02,28.79652
2022-09-03,12.34491
2022-09-04,2.40694
2022-09-05,19.15632
2022-09-06,24.15632
2022-09-07,31.81141
2022-09-08,26.01736
2022-09-09,15.62034
2022-09-10,8.23821
2022-09-11,3.21339
2022-09-12,13.42431
2022-09-13,31.7866
2022-09-14,43.41191
2022-09-15,36.58808
2022-09-16,34.49131
2022-09-17,14.35483
2022-09-18,3.44913
2022-09-19,23.95781
2022-09-20,34.28039
2022-09-21,35.03722
2022-09-22,39.50372
2022-09-23,36.98511
2022-09-24,14.80148
2022-09-25,2.97766
2022-09-26,30.5459
2022-09-27,41.65012
2022-09-28,47.5062
2022-09-29,44.86352
2022-09-30,41.09181
2022-10-01,15.64516
2022-10-02,3.85856
2022-10-03,22.08436
2022-10-04,37.20843
2022-10-05,41.84863
2022-10-06,36.799
2022-10-07,33.64764
2022-10-08,13.68486
2022-10-09,3.38709
2022-10-10,21.47642
2022-10-11,40.83126
2022-10-12,38.69727
2022-10-13,41.27791
2022-10-14,37.46898
2022-10-15,15.40942
2022-10-16,3.5732
2022-10-17,29.30521
2022-10-18,41.60049
2022-10-19,41.2655
2022-10-20,37.24565
2022-10-21,35.02481
2022-10-22,13.73449
2022-10-23,3.12655
2022-10-24,25.59553
2022-10-25,35.04962
2022-10-26,36.91066
2022-10-27,34.95037
2022-10-28,32.23325
2022-10-29,13.54838
2022-10-30,3.10173
2022-10-31,21.73697
2022-11-01,33.28784
2022-11-02,34.93796
2022-11-03,34.72704
2022-11-04,32.30769
2022-11-05,12.99007
2022-11-06,3.30024
2022-11-07,24.01985
2022-11-08,34.23076
2022-11-09,37.87841
2022-11-10,35.1861
2022-11-11,36.74937
2022-11-12,14.33002
2022-11-13,3.2258
2022-11-14,21.0794
2022-11-15,29.26799
2022-11-16,31.66253
2022-11-17,28.99503
2022-11-18,26.74937
2022-11-19,11.98511
2022-11-20,2.94044
2022-11-21,17.87841
2022-11-22,26.37717
2022-11-23,24.85111
2022-11-24,26.41439
2022-11-25,20.3598
2022-11-26,8.13895
2022-11-27,2.36972
2022-11-28,15.74441
2022-11-29,23.73449
2022-11-30,24.13151
2022-12-01,27.02233
2022-12-02,25.74441
2022-12-03,10.8933
2022-12-04,2.60545
2022-12-05,15.86848
2022-12-06,25.52109
2022-12-07,27.09677
2022-12-08,24.30521
2022-12-09,23.52357
2022-12-10,10.55831
2022-12-11,2.61786
2022-12-12,13.99503
2022-12-13,24.31761
2022-12-14,25.43424
2022-12-15,26.91066
2022-12-16,25.09925
2022-12-17,10.9057
2022-12-18,2.81637
2022-12-19,15.13647
2022-12-20,26.19106
2022-12-21,25.80645
2022-12-22,23.90818
2022-12-23,25.21091
2022-12-24,10.17369
2022-12-25,2.29528
2022-12-26,14.15632
2022-12-27,18.80893
2022-12-28,25.02481
2022-12-29,24.28039
2022-12-30,16.09181
2022-12-31,6.91066
2023-01-01,2.34491
2023-01-02,14.14392
2023-01-03,22.80397
2023-01-04,26.29032
2023-01-05,24.31761
2023-01-06,23.95781
2023-01-07,10.84367
2023-01-08,2.32009
2023-01-09,15.96774
2023-01-10,26.09181
2023-01-11,25.96774
2023-01-12,25.93052
2023-01-13,26.81141
2023-01-14,11.47642
2023-01-15,2.41935
2023-01-16,13.73449
2023-01-17,20.5459
2023-01-18,22.97766
2023-01-19,23.68486
2023-01-20,21.10421
2023-01-21,8.87096
2023-01-22,2.54342
2023-01-23,6.93548
2023-01-24,16.51364
2023-01-25,21.71215
2023-01-26,24.59057
2023-01-27,22.48138
2023-01-28,10.8933
2023-01-29,2.79156
2023-01-30,14.96277
2023-01-31,23.79652
2023-02-01,23.42431
2023-02-02,27.64267
2023-02-03,26.66253
2023-02-04,10.76923
2023-02-05,2.71712
2023-02-06,15.19851
2023-02-07,23.28784
2023-02-08,23.69727
2023-02-09,22.04714
2023-02-10,22.81637
2023-02-11,9.59057
2023-02-12,2.29528
2023-02-13,14.31761
2023-02-14,23.88337
2023-02-15,25.29776
2023-02-16,24.13151
2023-02-17,23.47394
2023-02-18,10.59553
2023-02-19,2.35732
2023-02-20,13.87096
2023-02-21,19.41687
2023-02-22,23.49875
2023-02-23,23.79652
2023-02-24,21.96029
2023-02-25,10.86848
2023-02-26,2.02233
2023-02-27,12.91563
2023-02-28,20.22332
2023-03-01,16.87344
2023-03-02,21.29032
2023-03-03,20.27295
2023-03-04,9.57816
2023-03-05,2.1588
2023-03-06,12.71712
2023-03-07,21.48883
2023-03-08,22.20843
2023-03-09,22.46898
2023-03-10,22.91563
2023-03-11,11.60049
2023-03-12,2.90322
2023-03-13,18.10173
2023-03-14,30.81885
2023-03-15,29.40446
2023-03-16,29.71464
2023-03-17,25.26054
2023-03-18,10.68238
2023-03-19,2.38213
2023-03-20,17.25806
2023-03-21,24.1191
2023-03-22,24.39205
2023-03-23,29.00744
2023-03-24,23.67245
2023-03-25,10.42183
2023-03-26,2.80397
2023-03-27,14.97518
2023-03-28,23.80893
2023-03-29,23.79652
2023-03-30,22.74193
2023-03-31,21.02977
2023-04-01,8.87096
2023-04-02,2.35732
2023-04-03,13.51116
2023-04-04,22.82878
2023-04-05,22.95285
2023-04-06,24.25558
2023-04-07,21.00496
2023-04-08,6.27791
2023-04-09,1.87344
2023-04-10,13.17617
2023-04-11,22.58064
2023-04-12,22.84119
2023-04-13,24.16873
2023-04-14,20.34739
2023-04-15,9.23076
2023-04-16,2.02233
2023-04-17,14.01985
2023-04-18,22.24565
2023-04-19,21.50124
2023-04-20,23.84615
2023-04-21,20.45905
2023-04-22,9.76426
2023-04-23,1.89826
2023-04-24,13.43672
2023-04-25,23.42431
2023-04-26,23.53598
2023-04-27,22.77915
2023-04-28,19.64019
2023-04-29,8.18858
2023-04-30,1.96029
2023-05-01,8.30024
2023-05-02,17.99007
2023-05-03,20.26054
2023-05-04,20.62034
2023-05-05,12.87841
2023-05-06,8.10173
2023-05-07,1.91066
2023-05-08,12.95285
2023-05-09,18.33746
2023-05-10,20.9057
2023-05-11,19.80148
2023-05-12,17.99007
2023-05-13,7.38213
2023-05-14,2.02233
2023-05-15,12.12158
2023-05-16,18.59801
2023-05-17,17.46898
2023-05-18,19.33002
2023-05-19,19.1191
2023-05-20,7.75434
2023-05-21,2.13399
2023-05-22,11.92307
2023-05-23,19.25558
2023-05-24,19.60297
2023-05-25,19.70223
2023-05-26,19.20595
2023-05-27,7.92803
2023-05-28,2.18362
2023-05-29,10.0
