date,인천공항환전
2020-10-12,0.89213
2020-10-13,1.21654
2020-10-14,1.29764
2020-10-15,1.62206
2020-10-16,1.78426
2020-10-17,1.70316
2020-10-18,1.37875
2020-10-19,0.48661
2020-10-20,1.29764
2020-10-21,0.97323
2020-10-22,2.02757
2020-10-23,1.37875
2020-10-24,0.97323
2020-10-25,0.89213
2020-10-26,1.70316
2020-10-27,0.97323
2020-10-28,0.97323
2020-10-29,0.89213
2020-10-30,0.81103
2020-10-31,1.45985
2020-11-01,0.89213
2020-11-02,0.97323
2020-11-03,1.78426
2020-11-04,2.27088
2020-11-05,1.70316
2020-11-06,1.54095
2020-11-07,0.64882
2020-11-08,0.64882
2020-11-09,2.27088
2020-11-10,2.18978
2020-11-11,0.97323
2020-11-12,0.97323
2020-11-13,1.45985
2020-11-14,1.70316
2020-11-15,1.21654
2020-11-16,0.72992
2020-11-17,1.37875
2020-11-18,2.35198
2020-11-19,1.70316
2020-11-20,2.59529
2020-11-21,0.72992
2020-11-22,0.40551
2020-11-23,0.81103
2020-11-24,1.70316
2020-11-25,0.56772
2020-11-26,0.40551
2020-11-27,2.10867
2020-11-28,1.37875
2020-11-29,1.54095
2020-11-30,1.21654
2020-12-01,1.78426
2020-12-02,2.27088
2020-12-03,1.37875
2020-12-04,2.67639
2020-12-05,1.86536
2020-12-06,0.97323
2020-12-07,2.35198
2020-12-08,1.70316
2020-12-09,1.86536
2020-12-10,2.67639
2020-12-11,1.78426
2020-12-12,2.02757
2020-12-13,0.97323
2020-12-14,1.86536
2020-12-15,1.70316
2020-12-16,2.10867
2020-12-17,1.13544
2020-12-18,2.27088
2020-12-19,1.62206
2020-12-20,1.70316
2020-12-21,2.18978
2020-12-22,1.05433
2020-12-23,1.45985
2020-12-24,2.35198
2020-12-25,0.56772
2020-12-26,1.05433
2020-12-27,1.45985
2020-12-28,2.7575
2020-12-29,2.59529
2020-12-30,2.27088
2020-12-31,2.18978
2021-01-01,0.56772
2021-01-02,1.62206
2021-01-03,0.81103
2021-01-04,1.29764
2021-01-05,2.02757
2021-01-06,1.86536
2021-01-07,1.62206
2021-01-08,3.32522
2021-01-09,2.51419
2021-01-10,2.27088
2021-01-11,2.02757
2021-01-12,1.37875
2021-01-13,1.13544
2021-01-14,1.37875
2021-01-15,3.16301
2021-01-16,2.02757
2021-01-17,3.24412
2021-01-18,1.62206
2021-01-19,1.54095
2021-01-20,2.18978
2021-01-21,1.78426
2021-01-22,2.10867
2021-01-23,0.97323
2021-01-24,1.86536
2021-01-25,0.81103
2021-01-26,1.62206
2021-01-27,1.45985
2021-01-28,1.13544
2021-01-29,2.35198
2021-01-30,0.81103
2021-01-31,2.02757
2021-02-01,1.86536
2021-02-02,1.45985
2021-02-03,1.62206
2021-02-04,1.94647
2021-02-05,1.70316
2021-02-06,1.37875
2021-02-07,0.81103
2021-02-08,1.94647
2021-02-09,2.02757
2021-02-10,1.94647
2021-02-11,1.21654
2021-02-12,0.81103
2021-02-13,1.94647
2021-02-14,0.64882
2021-02-15,1.70316
2021-02-16,2.10867
2021-02-17,2.27088
2021-02-18,2.9197
2021-02-19,3.48742
2021-02-20,1.62206
2021-02-21,0.72992
2021-02-22,2.10867
2021-02-23,2.10867
2021-02-24,2.10867
2021-02-25,2.10867
2021-02-26,2.27088
2021-02-27,1.13544
2021-02-28,1.29764
2021-03-01,0.97323
2021-03-02,0.64882
2021-03-03,1.70316
2021-03-04,1.13544
2021-03-05,1.86536
2021-03-06,0.72992
2021-03-07,1.05433
2021-03-08,1.78426
2021-03-09,1.70316
2021-03-10,1.94647
2021-03-11,1.05433
2021-03-12,1.37875
2021-03-13,0.48661
2021-03-14,0.97323
2021-03-15,1.13544
2021-03-16,1.62206
2021-03-17,1.78426
2021-03-18,2.10867
2021-03-19,2.43309
2021-03-20,0.97323
2021-03-21,1.05433
2021-03-22,1.29764
2021-03-23,2.18978
2021-03-24,2.18978
2021-03-25,2.10867
2021-03-26,2.10867
2021-03-27,1.13544
2021-03-28,1.29764
2021-03-29,0.97323
2021-03-30,1.45985
2021-03-31,2.59529
2021-04-01,1.13544
2021-04-02,2.67639
2021-04-03,1.78426
2021-04-04,0.72992
2021-04-05,1.05433
2021-04-06,1.78426
2021-04-07,1.62206
2021-04-08,1.13544
2021-04-09,1.78426
2021-04-10,1.62206
2021-04-11,0.89213
2021-04-12,0.81103
2021-04-13,2.02757
2021-04-14,2.51419
2021-04-15,2.51419
2021-04-16,2.02757
2021-04-17,1.78426
2021-04-18,1.29764
2021-04-19,1.94647
2021-04-20,1.21654
2021-04-21,1.05433
2021-04-22,1.62206
2021-04-23,2.51419
2021-04-24,1.05433
2021-04-25,1.62206
2021-04-26,1.13544
2021-04-27,1.37875
2021-04-28,0.89213
2021-04-29,1.94647
2021-04-30,1.78426
2021-05-01,1.37875
2021-05-02,0.97323
2021-05-03,1.54095
2021-05-04,1.78426
2021-05-05,1.13544
2021-05-06,2.35198
2021-05-07,2.27088
2021-05-08,0.89213
2021-05-09,0.89213
2021-05-10,1.86536
2021-05-11,1.86536
2021-05-12,1.13544
2021-05-13,1.54095
2021-05-14,2.27088
2021-05-15,1.37875
2021-05-16,1.05433
2021-05-17,0.72992
2021-05-18,1.29764
2021-05-19,1.78426
2021-05-20,1.62206
2021-05-21,1.29764
2021-05-22,1.70316
2021-05-23,1.21654
2021-05-24,1.62206
2021-05-25,1.86536
2021-05-26,1.54095
2021-05-27,1.86536
2021-05-28,2.51419
2021-05-29,1.94647
2021-05-30,0.89213
2021-05-31,1.78426
2021-06-01,0.89213
2021-06-02,1.13544
2021-06-03,1.29764
2021-06-04,1.86536
2021-06-05,1.05433
2021-06-06,0.89213
2021-06-07,1.05433
2021-06-08,1.45985
2021-06-09,1.05433
2021-06-10,1.45985
2021-06-11,1.37875
2021-06-12,1.21654
2021-06-13,1.62206
2021-06-14,1.29764
2021-06-15,2.10867
2021-06-16,0.81103
2021-06-17,1.78426
2021-06-18,1.86536
2021-06-19,1.78426
2021-06-20,1.05433
2021-06-21,1.21654
2021-06-22,1.62206
2021-06-23,2.02757
2021-06-24,1.94647
2021-06-25,2.7575
2021-06-26,1.45985
2021-06-27,1.70316
2021-06-28,1.54095
2021-06-29,2.51419
2021-06-30,2.18978
2021-07-01,1.70316
2021-07-02,3.16301
2021-07-03,2.35198
2021-07-04,1.94647
2021-07-05,1.94647
2021-07-06,2.27088
2021-07-07,1.78426
2021-07-08,3.64963
2021-07-09,3.08191
2021-07-10,1.78426
2021-07-11,2.02757
2021-07-12,2.43309
2021-07-13,3.08191
2021-07-14,2.02757
2021-07-15,2.43309
2021-07-16,2.02757
2021-07-17,2.51419
2021-07-18,0.81103
2021-07-19,1.37875
2021-07-20,2.18978
2021-07-21,1.21654
2021-07-22,1.70316
2021-07-23,3.64963
2021-07-24,2.02757
2021-07-25,1.86536
2021-07-26,2.02757
2021-07-27,2.18978
2021-07-28,1.62206
2021-07-29,3.64963
2021-07-30,2.43309
2021-07-31,2.59529
2021-08-01,2.7575
2021-08-02,2.35198
2021-08-03,2.10867
2021-08-04,1.45985
2021-08-05,2.7575
2021-08-06,4.46066
2021-08-07,2.7575
2021-08-08,3.24412
2021-08-09,3.40632
2021-08-10,3.89294
2021-08-11,2.43309
2021-08-12,3.73073
2021-08-13,4.78507
2021-08-14,3.89294
2021-08-15,3.16301
2021-08-16,5.02838
2021-08-17,3.56853
2021-08-18,2.59529
2021-08-19,3.89294
2021-08-20,4.29845
2021-08-21,3.16301
2021-08-22,2.43309
2021-08-23,2.9197
2021-08-24,2.67639
2021-08-25,2.51419
2021-08-26,4.05515
2021-08-27,5.27169
2021-08-28,3.97404
2021-08-29,2.10867
2021-08-30,4.29845
2021-08-31,3.89294
2021-09-01,3.56853
2021-09-02,5.10948
2021-09-03,3.64963
2021-09-04,2.43309
2021-09-05,3.64963
2021-09-06,3.64963
2021-09-07,2.9197
2021-09-08,5.02838
2021-09-09,3.00081
2021-09-10,3.48742
2021-09-11,4.78507
2021-09-12,2.43309
2021-09-13,4.46066
2021-09-14,3.08191
2021-09-15,3.24412
2021-09-16,5.4339
2021-09-17,7.54257
2021-09-18,4.37956
2021-09-19,3.40632
2021-09-20,2.9197
2021-09-21,2.59529
2021-09-22,2.8386
2021-09-23,4.86618
2021-09-24,3.56853
2021-09-25,1.86536
2021-09-26,2.18978
2021-09-27,3.08191
2021-09-28,3.16301
2021-09-29,4.21735
2021-09-30,5.515
2021-10-01,5.27169
2021-10-02,3.40632
2021-10-03,2.9197
2021-10-04,3.16301
2021-10-05,3.64963
2021-10-06,2.9197
2021-10-07,3.56853
2021-10-08,5.35279
2021-10-09,4.05515
2021-10-10,3.24412
2021-10-11,2.59529
2021-10-12,3.40632
2021-10-13,2.59529
2021-10-14,4.46066
2021-10-15,6.00162
2021-10-16,3.56853
2021-10-17,4.29845
2021-10-18,3.89294
2021-10-19,4.86618
2021-10-20,2.51419
2021-10-21,4.05515
2021-10-22,7.05596
2021-10-23,3.16301
2021-10-24,3.16301
2021-10-25,3.89294
2021-10-26,5.75831
2021-10-27,4.78507
2021-10-28,3.64963
2021-10-29,5.92051
2021-10-30,5.83941
2021-10-31,3.73073
2021-11-01,6.08272
2021-11-02,6.16382
2021-11-03,6.00162
2021-11-04,6.73154
2021-11-05,7.13706
2021-11-06,6.32603
2021-11-07,3.64963
2021-11-08,5.5961
2021-11-09,5.02838
2021-11-10,6.24493
2021-11-11,6.65044
2021-11-12,9.97566
2021-11-13,6.81265
2021-11-14,6.08272
2021-11-15,6.81265
2021-11-16,7.54257
2021-11-17,6.24493
2021-11-18,7.46147
2021-11-19,5.92051
2021-11-20,4.86618
2021-11-21,5.75831
2021-11-22,5.75831
2021-11-23,6.32603
2021-11-24,4.78507
2021-11-25,5.92051
2021-11-26,7.70478
2021-11-27,6.73154
2021-11-28,6.00162
2021-11-29,5.515
2021-11-30,4.78507
2021-12-01,6.00162
2021-12-02,3.81184
2021-12-03,5.4339
2021-12-04,2.8386
2021-12-05,2.67639
2021-12-06,3.56853
2021-12-07,3.16301
2021-12-08,3.56853
2021-12-09,3.40632
2021-12-10,4.21735
2021-12-11,3.48742
2021-12-12,3.97404
2021-12-13,4.62287
2021-12-14,3.56853
2021-12-15,2.7575
2021-12-16,4.29845
2021-12-17,4.29845
2021-12-18,3.08191
2021-12-19,3.08191
2021-12-20,4.70397
2021-12-21,4.46066
2021-12-22,3.81184
2021-12-23,4.86618
2021-12-24,5.02838
2021-12-25,2.51419
2021-12-26,3.16301
2021-12-27,4.54176
2021-12-28,4.46066
2021-12-29,4.13625
2021-12-30,3.00081
2021-12-31,6.97485
2022-01-01,2.9197
2022-01-02,4.62287
2022-01-03,4.78507
2022-01-04,5.35279
2022-01-05,4.29845
2022-01-06,4.13625
2022-01-07,6.32603
2022-01-08,5.02838
2022-01-09,3.16301
2022-01-10,3.56853
2022-01-11,4.13625
2022-01-12,3.16301
2022-01-13,4.78507
2022-01-14,3.97404
2022-01-15,3.73073
2022-01-16,2.9197
2022-01-17,3.56853
2022-01-18,2.10867
2022-01-19,2.67639
2022-01-20,4.21735
2022-01-21,4.70397
2022-01-22,4.62287
2022-01-23,2.8386
2022-01-24,3.81184
2022-01-25,4.21735
2022-01-26,5.10948
2022-01-27,5.10948
2022-01-28,5.5961
2022-01-29,3.48742
2022-01-30,3.32522
2022-01-31,2.18978
2022-02-01,2.7575
2022-02-02,3.48742
2022-02-03,6.73154
2022-02-04,6.08272
2022-02-05,2.7575
2022-02-06,2.35198
2022-02-07,5.27169
2022-02-08,4.37956
2022-02-09,3.00081
2022-02-10,4.46066
2022-02-11,5.67721
2022-02-12,4.13625
2022-02-13,2.7575
2022-02-14,4.62287
2022-02-15,3.32522
2022-02-16,3.73073
2022-02-17,4.94728
2022-02-18,5.5961
2022-02-19,2.7575
2022-02-20,4.37956
2022-02-21,4.37956
2022-02-22,4.37956
2022-02-23,4.70397
2022-02-24,4.29845
2022-02-25,6.00162
2022-02-26,3.48742
2022-02-27,4.29845
2022-02-28,5.27169
2022-03-01,5.67721
2022-03-02,4.54176
2022-03-03,5.515
2022-03-04,5.83941
2022-03-05,5.27169
2022-03-06,3.16301
2022-03-07,4.37956
2022-03-08,5.83941
2022-03-09,2.9197
2022-03-10,4.05515
2022-03-11,5.92051
2022-03-12,3.89294
2022-03-13,3.24412
2022-03-14,4.29845
2022-03-15,5.19059
2022-03-16,5.5961
2022-03-17,5.35279
2022-03-18,8.02919
2022-03-19,5.5961
2022-03-20,3.73073
2022-03-21,6.08272
2022-03-22,4.86618
2022-03-23,4.94728
2022-03-24,6.56934
2022-03-25,8.92133
2022-03-26,5.5961
2022-03-27,5.10948
2022-03-28,7.38037
2022-03-29,8.92133
2022-03-30,6.16382
2022-03-31,7.05596
2022-04-01,9.97566
2022-04-02,6.24493
2022-04-03,7.05596
2022-04-04,7.78588
2022-04-05,7.05596
2022-04-06,7.94809
2022-04-07,7.70478
2022-04-08,10.54339
2022-04-09,6.08272
2022-04-10,5.27169
2022-04-11,8.92133
2022-04-12,7.46147
2022-04-13,7.46147
2022-04-14,7.70478
2022-04-15,12.48986
2022-04-16,8.75912
2022-04-17,7.05596
2022-04-18,7.70478
2022-04-19,8.75912
2022-04-20,9.24574
2022-04-21,10.62449
2022-04-22,14.67964
2022-04-23,9.65125
2022-04-24,10.54339
2022-04-25,8.84022
2022-04-26,9.89456
2022-04-27,8.75912
2022-04-28,8.75912
2022-04-29,13.46309
2022-04-30,8.3536
2022-05-01,11.27331
2022-05-02,9.97566
2022-05-03,9.97566
2022-05-04,11.92214
2022-05-05,10.8678
2022-05-06,17.84266
2022-05-07,10.70559
2022-05-08,9.00243
2022-05-09,12.00324
2022-05-10,11.11111
2022-05-11,9.97566
2022-05-12,12.00324
2022-05-13,17.51824
2022-05-14,10.54339
2022-05-15,10.21897
2022-05-16,12.97648
2022-05-17,14.11192
2022-05-18,12.73317
2022-05-19,12.89537
2022-05-20,17.92376
2022-05-21,10.30008
2022-05-22,12.57096
2022-05-23,15.08515
2022-05-24,13.46309
2022-05-25,13.86861
2022-05-26,14.59854
2022-05-27,19.95133
2022-05-28,12.57096
2022-05-29,12.73317
2022-05-30,16.95052
2022-05-31,19.1403
2022-06-01,13.13868
2022-06-02,17.11273
2022-06-03,22.95214
2022-06-04,13.46309
2022-06-05,15.57177
2022-06-06,15.40957
2022-06-07,15.49067
2022-06-08,13.21978
2022-06-09,16.13949
2022-06-10,20.92457
2022-06-11,13.78751
2022-06-12,16.2206
2022-06-13,18.41038
2022-06-14,16.3828
2022-06-15,16.86942
2022-06-16,16.05839
2022-06-17,21.49229
2022-06-18,14.84184
2022-06-19,14.92295
2022-06-20,19.87023
2022-06-21,14.35523
2022-06-22,18.81589
2022-06-23,21.08678
2022-06-24,25.14193
2022-06-25,17.76155
2022-06-26,20.60016
2022-06-27,22.22222
2022-06-28,20.03244
2022-06-29,19.78913
2022-06-30,23.27656
2022-07-01,28.30494
2022-07-02,20.27575
2022-07-03,18.32927
2022-07-04,24.08759
2022-07-05,22.30332
2022-07-06,24.5742
2022-07-07,20.68126
2022-07-08,31.06244
2022-07-09,20.51905
2022-07-10,17.84266
2022-07-11,29.19708
2022-07-12,24.89862
2022-07-13,22.95214
2022-07-14,25.54744
2022-07-15,31.06244
2022-07-16,18.00486
2022-07-17,21.89781
2022-07-18,27.1695
2022-07-19,24.3309
2022-07-20,24.81751
2022-07-21,25.62854
2022-07-22,32.6034
2022-07-23,22.38442
2022-07-24,21.7356
2022-07-25,31.87347
2022-07-26,27.98053
2022-07-27,24.08759
2022-07-28,25.22303
2022-07-29,39.01054
2022-07-30,26.19626
2022-07-31,22.87104
2022-08-01,28.38605
2022-08-02,26.68288
2022-08-03,25.06082
2022-08-04,24.81751
2022-08-05,33.49553
2022-08-06,23.03325
2022-08-07,24.00648
2022-08-08,27.49391
2022-08-09,27.65612
2022-08-10,30.33252
2022-08-11,34.30656
2022-08-12,43.95782
2022-08-13,27.65612
2022-08-14,29.03487
2022-08-15,29.68369
2022-08-16,33.09002
2022-08-17,30.98134
2022-08-18,31.95458
2022-08-19,40.6326
2022-08-20,31.22465
2022-08-21,30.17031
2022-08-22,35.84752
2022-08-23,25.54744
2022-08-24,27.89943
2022-08-25,25.70965
2022-08-26,33.17112
2022-08-27,19.95133
2022-08-28,17.51824
2022-08-29,22.70884
2022-08-30,22.22222
2022-08-31,24.412
2022-09-01,23.03325
2022-09-02,28.62935
2022-09-03,18.81589
2022-09-04,21.16788
2022-09-05,29.11597
2022-09-06,26.76399
2022-09-07,31.63017
2022-09-08,35.2798
2022-09-09,24.16869
2022-09-10,19.62692
2022-09-11,19.46472
2022-09-12,20.11354
2022-09-13,32.36009
2022-09-14,27.41281
2022-09-15,27.89943
2022-09-16,34.06326
2022-09-17,19.78913
2022-09-18,22.14111
2022-09-19,26.60178
2022-09-20,24.73641
2022-09-21,23.43876
2022-09-22,24.97972
2022-09-23,33.33333
2022-09-24,21.33008
2022-09-25,23.27656
2022-09-26,31.71127
2022-09-27,26.27737
2022-09-28,28.95377
2022-09-29,27.49391
2022-09-30,39.98377
2022-10-01,24.00648
2022-10-02,21.7356
2022-10-03,24.08759
2022-10-04,34.30656
2022-10-05,27.2506
2022-10-06,29.11597
2022-10-07,35.2798
2022-10-08,22.70884
2022-10-09,22.46553
2022-10-10,22.95214
2022-10-11,31.79237
2022-10-12,27.2506
2022-10-13,26.19626
2022-10-14,31.87347
2022-10-15,22.22222
2022-10-16,21.24898
2022-10-17,31.71127
2022-10-18,28.95377
2022-10-19,26.76399
2022-10-20,29.11597
2022-10-21,32.27899
2022-10-22,21.7356
2022-10-23,24.65531
2022-10-24,31.79237
2022-10-25,29.35928
2022-10-26,30.65693
2022-10-27,29.35928
2022-10-28,32.19789
2022-10-29,25.46634
2022-10-30,23.76317
2022-10-31,36.41524
2022-11-01,31.87347
2022-11-02,32.19789
2022-11-03,34.22546
2022-11-04,42.66017
2022-11-05,27.49391
2022-11-06,29.8459
2022-11-07,41.03811
2022-11-08,37.71289
2022-11-09,37.30738
2022-11-10,38.92944
2022-11-11,48.7429
2022-11-12,29.927
2022-11-13,28.62935
2022-11-14,42.41686
2022-11-15,30.49472
2022-11-16,33.81995
2022-11-17,37.71289
2022-11-18,42.98459
2022-11-19,26.27737
2022-11-20,30.41362
2022-11-21,42.74128
2022-11-22,34.63098
2022-11-23,35.92862
2022-11-24,36.73965
2022-11-25,50.36496
2022-11-26,34.38767
2022-11-27,33.41443
2022-11-28,44.68775
2022-11-29,41.93025
2022-11-30,41.68694
2022-12-01,41.52473
2022-12-02,53.04136
2022-12-03,31.79237
2022-12-04,41.20032
2022-12-05,50.04055
2022-12-06,38.92944
2022-12-07,47.52635
2022-12-08,45.17437
2022-12-09,56.04217
2022-12-10,35.68532
2022-12-11,37.79399
2022-12-12,52.63584
2022-12-13,45.74209
2022-12-14,45.17437
2022-12-15,49.47283
2022-12-16,66.99107
2022-12-17,45.66098
2022-12-18,46.87753
2022-12-19,61.39497
2022-12-20,50.93268
2022-12-21,53.77128
2022-12-22,55.71776
2022-12-23,74.61476
2022-12-24,46.95863
2022-12-25,41.03811
2022-12-26,62.206
2022-12-27,51.98702
2022-12-28,50.28386
2022-12-29,51.5004
2022-12-30,63.58475
2022-12-31,42.57907
2023-01-01,42.25466
2023-01-02,69.58637
2023-01-03,61.39497
2023-01-04,56.69099
2023-01-05,58.47526
2023-01-06,73.80373
2023-01-07,53.04136
2023-01-08,54.0957
2023-01-09,72.58718
2023-01-10,60.90835
2023-01-11,58.63746
2023-01-12,63.34144
2023-01-13,78.10218
2023-01-14,56.52879
2023-01-15,57.33982
2023-01-16,75.42579
2023-01-17,58.06974
2023-01-18,60.34063
2023-01-19,63.58475
2023-01-20,88.24006
2023-01-21,61.88158
2023-01-22,50.77047
2023-01-23,53.28467
2023-01-24,65.69343
2023-01-25,77.53446
2023-01-26,66.01784
2023-01-27,80.12976
2023-01-28,50.77047
2023-01-29,50.60827
2023-01-30,70.15409
2023-01-31,59.44849
2023-02-01,56.52879
2023-02-02,58.88077
2023-02-03,73.96593
2023-02-04,56.36658
2023-02-05,52.79805
2023-02-06,71.28953
2023-02-07,66.90997
2023-02-08,54.1768
2023-02-09,59.5296
2023-02-10,78.5888
2023-02-11,53.28467
2023-02-12,56.04217
2023-02-13,70.3163
2023-02-14,57.33982
2023-02-15,56.69099
2023-02-16,56.60989
2023-02-17,71.28953
2023-02-18,50.52716
2023-02-19,49.87834
2023-02-20,69.91078
2023-02-21,57.0154
2023-02-22,54.1768
2023-02-23,55.79886
2023-02-24,58.23195
2023-02-25,40.95701
2023-02-26,44.12003
2023-02-27,55.15004
2023-02-28,55.39334
2023-03-01,48.49959
2023-03-02,52.79805
2023-03-03,52.63584
2023-03-04,39.01054
2023-03-05,40.06488
2023-03-06,48.25628
2023-03-07,44.20113
2023-03-08,41.03811
2023-03-09,40.87591
2023-03-10,51.01378
2023-03-11,29.03487
2023-03-12,35.92862
2023-03-13,50.93268
2023-03-14,41.11922
2023-03-15,43.309
2023-03-16,40.30819
2023-03-17,48.33738
2023-03-18,34.95539
2023-03-19,33.41443
2023-03-20,46.22871
2023-03-21,37.38848
2023-03-22,41.03811
2023-03-23,39.57826
2023-03-24,44.44444
2023-03-25,31.46796
2023-03-26,32.84671
2023-03-27,39.65936
2023-03-28,38.84833
2023-03-29,36.57745
2023-03-30,39.74047
2023-03-31,46.87753
2023-04-01,33.09002
2023-04-02,31.22465
2023-04-03,43.95782
2023-04-04,43.3901
2023-04-05,42.66017
2023-04-06,48.6618
2023-04-07,54.42011
2023-04-08,36.17193
2023-04-09,39.74047
2023-04-10,53.93349
2023-04-11,47.20194
2023-04-12,47.20194
2023-04-13,48.33738
2023-04-14,52.96025
2023-04-15,36.09083
2023-04-16,40.14598
2023-04-17,55.63665
2023-04-18,46.30981
2023-04-19,47.68856
2023-04-20,49.06731
2023-04-21,62.93592
2023-04-22,37.55068
2023-04-23,41.60583
2023-04-24,55.23114
2023-04-25,44.52554
2023-04-26,47.76966
2023-04-27,57.33982
2023-04-28,66.18004
2023-04-29,41.03811
2023-04-30,38.36171
2023-05-01,55.31224
2023-05-02,58.71857
2023-05-03,54.0957
2023-05-04,69.50527
2023-05-05,50.20275
2023-05-06,38.92944
2023-05-07,45.74209
2023-05-08,61.07055
2023-05-09,51.09489
2023-05-10,50.77047
2023-05-11,54.01459
2023-05-12,58.31305
2023-05-13,39.09164
2023-05-14,45.33657
2023-05-15,60.42173
2023-05-16,52.63584
2023-05-17,54.98783
2023-05-18,52.14922
2023-05-19,63.26034
2023-05-20,42.25466
2023-05-21,48.33738
2023-05-22,62.69261
2023-05-23,56.28548
2023-05-24,51.09489
2023-05-25,57.0154
2023-05-26,71.53284
2023-05-27,48.33738
2023-05-28,41.52473
2023-05-29,52.14922
2023-05-30,57.74533
2023-05-31,53.52798
2023-06-01,62.12489
2023-06-02,65.69343
2023-06-03,45.01216
2023-06-04,42.01135
2023-06-05,64.72019
2023-06-06,45.09326
2023-06-07,53.85239
2023-06-08,54.50121
2023-06-09,63.01703
2023-06-10,41.11922
2023-06-11,42.41686
2023-06-12,50.60827
2023-06-13,49.71613
