date,중국ETF
2020-10-09,6.56205
2020-10-10,7.27532
2020-10-11,6.27674
2020-10-12,12.0542
2020-10-13,15.12125
2020-10-14,20.89871
2020-10-15,16.97574
2020-10-16,10.62767
2020-10-17,7.34664
2020-10-18,8.91583
2020-10-19,14.83594
2020-10-20,23.60912
2020-10-21,23.25249
2020-10-22,14.90727
2020-10-23,14.90727
2020-10-24,7.4893
2020-10-25,7.7746
2020-10-26,9.12981
2020-10-27,11.7689
2020-10-28,12.91012
2020-10-29,14.62196
2020-10-30,16.11982
2020-10-31,11.98288
2020-11-01,10.27104
2020-11-02,11.62624
2020-11-03,15.47788
2020-11-04,11.7689
2020-11-05,17.97432
2020-11-06,14.12268
2020-11-07,14.83594
2020-11-08,14.90727
2020-11-09,22.68188
2020-11-10,20.11412
2020-11-11,18.75891
2020-11-12,20.68473
2020-11-13,16.47646
2020-11-14,10.9843
2020-11-15,11.62624
2020-11-16,19.2582
2020-11-17,27.38944
2020-11-18,17.61768
2020-11-19,15.19258
2020-11-20,23.10984
2020-11-21,15.54921
2020-11-22,17.90299
2020-11-23,20.25677
2020-11-24,19.32952
2020-11-25,21.54065
2020-11-26,20.3281
2020-11-27,16.47646
2020-11-28,17.61768
2020-11-29,17.83166
2020-11-30,17.4037
2020-12-01,19.47218
2020-12-02,25.03566
2020-12-03,23.8231
2020-12-04,16.76176
2020-12-05,20.47075
2020-12-06,20.47075
2020-12-07,18.68758
2020-12-08,18.1883
2020-12-09,17.68901
2020-12-10,15.76319
2020-12-11,20.39942
2020-12-12,10.19971
2020-12-13,10.84165
2020-12-14,13.19543
2020-12-15,9.34379
2020-12-16,16.40513
2020-12-17,19.61483
2020-12-18,25.39229
2020-12-19,22.53922
2020-12-20,15.76319
2020-12-21,18.25962
2020-12-22,16.54778
2020-12-23,17.4037
2020-12-24,12.48216
2020-12-25,10.41369
2020-12-26,25.53495
2020-12-27,22.39657
2020-12-28,23.32382
2020-12-29,17.47503
2020-12-30,27.31811
2020-12-31,29.81455
2021-01-01,32.23965
2021-01-02,39.44365
2021-01-03,34.2368
2021-01-04,37.01854
2021-01-05,34.87874
2021-01-06,39.65763
2021-01-07,39.08701
2021-01-08,33.09557
2021-01-09,32.52496
2021-01-10,44.15121
2021-01-11,40.72753
2021-01-12,44.9358
2021-01-13,54.2796
2021-01-14,35.09272
2021-01-15,28.8873
2021-01-16,21.61198
2021-01-17,28.60199
2021-01-18,41.22681
2021-01-19,60.05706
2021-01-20,54.77888
2021-01-21,58.13124
2021-01-22,46.50499
2021-01-23,43.79457
2021-01-24,46.50499
2021-01-25,47.00427
2021-01-26,54.5649
2021-01-27,31.31241
2021-01-28,27.67475
2021-01-29,29.10128
2021-01-30,16.26248
2021-01-31,16.0485
2021-02-01,16.47646
2021-02-02,24.25106
2021-02-03,22.7532
2021-02-04,19.61483
2021-02-05,28.95863
2021-02-06,20.47075
2021-02-07,31.45506
2021-02-08,23.89443
2021-02-09,23.32382
2021-02-10,33.38088
2021-02-11,23.5378
2021-02-12,21.82596
2021-02-13,26.89015
2021-02-14,30.45649
2021-02-15,35.44935
2021-02-16,37.80313
2021-02-17,37.73181
2021-02-18,26.39087
2021-02-19,20.25677
2021-02-20,9.77175
2021-02-21,16.76176
2021-02-22,17.97432
2021-02-23,12.41084
2021-02-24,51.28388
2021-02-25,23.32382
2021-02-26,14.47931
2021-02-27,9.9144
2021-02-28,10.77032
2021-03-01,13.48074
2021-03-02,14.90727
2021-03-03,12.62482
2021-03-04,14.76462
2021-03-05,9.9144
2021-03-06,6.84736
2021-03-07,6.91868
2021-03-08,12.62482
2021-03-09,9.41512
2021-03-10,8.8445
2021-03-11,7.70328
2021-03-12,10.699
2021-03-13,7.06134
2021-03-14,6.63338
2021-03-15,8.91583
2021-03-16,12.26818
2021-03-17,9.77175
2021-03-18,7.27532
2021-03-19,6.34807
2021-03-20,4.49358
2021-03-21,6.91868
2021-03-22,8.8445
2021-03-23,8.27389
2021-03-24,9.20114
2021-03-25,8.48787
2021-03-26,7.56062
2021-03-27,6.49072
2021-03-28,6.91868
2021-03-29,7.70328
2021-03-30,4.85021
2021-03-31,6.56205
2021-04-01,5.56348
2021-04-02,7.06134
2021-04-03,5.6348
2021-04-04,4.13694
2021-04-05,5.6348
2021-04-06,7.91726
2021-04-07,7.7746
2021-04-08,4.99286
2021-04-09,7.27532
2021-04-10,6.13409
2021-04-11,4.99286
2021-04-12,6.91868
2021-04-13,7.70328
2021-04-14,7.56062
2021-04-15,6.84736
2021-04-16,9.05848
2021-04-17,6.49072
2021-04-18,5.77746
2021-04-19,9.48644
2021-04-20,9.05848
2021-04-21,6.49072
2021-04-22,6.20542
2021-04-23,6.49072
2021-04-24,4.13694
2021-04-25,3.92296
2021-04-26,5.56348
2021-04-27,5.13552
2021-04-28,3.70898
2021-04-29,7.06134
2021-04-30,5.20684
2021-05-01,2.92439
2021-05-02,2.71041
2021-05-03,4.5649
2021-05-04,4.20827
2021-05-05,3.85164
2021-05-06,3.56633
2021-05-07,3.35235
2021-05-08,3.70898
2021-05-09,2.21112
2021-05-10,5.06419
2021-05-11,4.49358
2021-05-12,4.49358
2021-05-13,4.2796
2021-05-14,7.27532
2021-05-15,4.2796
2021-05-16,4.99286
2021-05-17,9.48644
2021-05-18,5.3495
2021-05-19,4.35092
2021-05-20,6.84736
2021-05-21,5.3495
2021-05-22,3.85164
2021-05-23,4.63623
2021-05-24,6.06276
2021-05-25,7.41797
2021-05-26,10.05706
2021-05-27,9.84308
2021-05-28,10.34236
2021-05-29,4.06562
2021-05-30,4.77888
2021-05-31,8.91583
2021-06-01,8.98716
2021-06-02,6.91868
2021-06-03,7.91726
2021-06-04,5.84878
2021-06-05,4.49358
2021-06-06,3.85164
2021-06-07,5.84878
2021-06-08,8.41654
2021-06-09,5.27817
2021-06-10,5.42082
2021-06-11,6.63338
2021-06-12,3.495
2021-06-13,3.35235
2021-06-14,4.20827
2021-06-15,6.84736
2021-06-16,5.84878
2021-06-17,3.2097
2021-06-18,5.49215
2021-06-19,3.35235
2021-06-20,2.06847
2021-06-21,4.20827
2021-06-22,4.77888
2021-06-23,5.6348
2021-06-24,6.56205
2021-06-25,4.13694
2021-06-26,3.28102
2021-06-27,3.42368
2021-06-28,6.7047
2021-06-29,5.06419
2021-06-30,6.56205
2021-07-01,6.56205
2021-07-02,6.63338
2021-07-03,5.13552
2021-07-04,6.63338
2021-07-05,9.55777
2021-07-06,9.6291
2021-07-07,8.48787
2021-07-08,7.7746
2021-07-09,7.27532
2021-07-10,5.06419
2021-07-11,4.2796
2021-07-12,6.27674
2021-07-13,8.20256
2021-07-14,7.56062
2021-07-15,6.06276
2021-07-16,7.56062
2021-07-17,3.70898
2021-07-18,4.49358
2021-07-19,3.70898
2021-07-20,3.495
2021-07-21,4.5649
2021-07-22,3.99429
2021-07-23,4.99286
2021-07-24,4.06562
2021-07-25,3.70898
2021-07-26,9.77175
2021-07-27,65.19258
2021-07-28,76.7475
2021-07-29,38.44507
2021-07-30,21.18402
2021-07-31,13.05278
2021-08-01,12.55349
2021-08-02,19.40085
2021-08-03,16.40513
2021-08-04,17.68901
2021-08-05,12.69614
2021-08-06,15.76319
2021-08-07,11.26961
2021-08-08,9.05848
2021-08-09,8.20256
2021-08-10,9.41512
2021-08-11,11.34094
2021-08-12,6.91868
2021-08-13,5.06419
2021-08-14,4.49358
2021-08-15,7.70328
2021-08-16,9.27246
2021-08-17,8.34522
2021-08-18,7.56062
2021-08-19,6.27674
2021-08-20,8.05991
2021-08-21,4.13694
2021-08-22,6.27674
2021-08-23,9.48644
2021-08-24,10.34236
2021-08-25,19.61483
2021-08-26,18.11697
2021-08-27,12.91012
2021-08-28,8.91583
2021-08-29,10.9843
2021-08-30,8.48787
2021-08-31,8.05991
2021-09-01,11.26961
2021-09-02,9.84308
2021-09-03,11.12696
2021-09-04,7.7746
2021-09-05,13.33808
2021-09-06,11.12696
2021-09-07,16.61911
2021-09-08,8.34522
2021-09-09,10.27104
2021-09-10,12.76747
2021-09-11,6.20542
2021-09-12,8.20256
2021-09-13,8.27389
2021-09-14,11.98288
2021-09-15,11.84022
2021-09-16,14.47931
2021-09-17,10.19971
2021-09-18,7.98858
2021-09-19,6.4194
2021-09-20,8.41654
2021-09-21,15.33523
2021-09-22,9.41512
2021-09-23,11.62624
2021-09-24,10.19971
2021-09-25,6.99001
2021-09-26,6.34807
2021-09-27,8.98716
2021-09-28,8.63052
2021-09-29,7.41797
2021-09-30,7.27532
2021-10-01,5.56348
2021-10-02,3.70898
2021-10-03,3.92296
2021-10-04,4.5649
2021-10-05,6.06276
2021-10-06,6.06276
2021-10-07,4.92154
2021-10-08,6.56205
2021-10-09,3.42368
2021-10-10,3.70898
2021-10-11,4.92154
2021-10-12,5.20684
2021-10-13,5.56348
2021-10-14,4.49358
2021-10-15,3.78031
2021-10-16,4.5649
2021-10-17,3.92296
2021-10-18,5.92011
2021-10-19,6.20542
2021-10-20,5.77746
2021-10-21,5.70613
2021-10-22,5.42082
2021-10-23,4.42225
2021-10-24,4.35092
2021-10-25,6.20542
2021-10-26,7.4893
2021-10-27,9.12981
2021-10-28,6.20542
2021-10-29,5.27817
2021-10-30,5.70613
2021-10-31,7.4893
2021-11-01,5.3495
2021-11-02,9.98573
2021-11-03,7.34664
2021-11-04,8.5592
2021-11-05,8.5592
2021-11-06,5.99144
2021-11-07,4.85021
2021-11-08,10.62767
2021-11-09,10.77032
2021-11-10,8.27389
2021-11-11,8.70185
2021-11-12,6.7047
2021-11-13,5.70613
2021-11-14,11.62624
2021-11-15,10.34236
2021-11-16,10.27104
2021-11-17,7.84593
2021-11-18,6.99001
2021-11-19,7.41797
2021-11-20,6.49072
2021-11-21,5.56348
2021-11-22,7.84593
2021-11-23,6.4194
2021-11-24,5.84878
2021-11-25,6.77603
2021-11-26,7.98858
2021-11-27,2.92439
2021-11-28,4.06562
2021-11-29,4.13694
2021-11-30,5.6348
2021-12-01,5.13552
2021-12-02,5.13552
2021-12-03,6.34807
2021-12-04,4.13694
2021-12-05,11.98288
2021-12-06,10.55634
2021-12-07,10.12838
2021-12-08,9.55777
2021-12-09,8.91583
2021-12-10,6.63338
2021-12-11,4.99286
2021-12-12,9.70042
2021-12-13,9.9144
2021-12-14,7.7746
2021-12-15,6.7047
2021-12-16,6.27674
2021-12-17,5.27817
2021-12-18,6.27674
2021-12-19,5.20684
2021-12-20,5.06419
2021-12-21,5.99144
2021-12-22,15.12125
2021-12-23,8.98716
2021-12-24,7.70328
2021-12-25,4.63623
2021-12-26,4.92154
2021-12-27,9.05848
2021-12-28,10.9843
2021-12-29,9.34379
2021-12-30,10.27104
2021-12-31,8.5592
2022-01-01,6.34807
2022-01-02,9.12981
2022-01-03,17.18972
2022-01-04,11.91155
2022-01-05,9.77175
2022-01-06,9.6291
2022-01-07,13.48074
2022-01-08,9.34379
2022-01-09,11.12696
2022-01-10,11.84022
2022-01-11,9.77175
2022-01-12,14.62196
2022-01-13,22.11126
2022-01-14,11.26961
2022-01-15,5.42082
2022-01-16,16.61911
2022-01-17,12.26818
2022-01-18,8.70185
2022-01-19,8.34522
2022-01-20,10.62767
2022-01-21,9.05848
2022-01-22,4.77888
2022-01-23,5.3495
2022-01-24,9.77175
2022-01-25,9.55777
2022-01-26,6.77603
2022-01-27,6.84736
2022-01-28,16.69044
2022-01-29,21.11269
2022-01-30,12.26818
2022-01-31,12.33951
2022-02-01,12.41084
2022-02-02,18.25962
2022-02-03,19.47218
2022-02-04,16.40513
2022-02-05,11.69757
2022-02-06,11.84022
2022-02-07,17.4037
2022-02-08,21.82596
2022-02-09,11.91155
2022-02-10,11.12696
2022-02-11,10.91298
2022-02-12,6.63338
2022-02-13,6.06276
2022-02-14,8.13124
2022-02-15,10.12838
2022-02-16,9.9144
2022-02-17,11.12696
2022-02-18,9.27246
2022-02-19,9.98573
2022-02-20,12.19686
2022-02-21,13.69472
2022-02-22,13.19543
2022-02-23,17.61768
2022-02-24,16.0485
2022-02-25,17.97432
2022-02-26,10.19971
2022-02-27,11.48359
2022-02-28,13.05278
2022-03-01,10.84165
2022-03-02,9.05848
2022-03-03,8.20256
2022-03-04,9.98573
2022-03-05,6.91868
2022-03-06,5.99144
2022-03-07,8.48787
2022-03-08,9.12981
2022-03-09,4.42225
2022-03-10,6.84736
2022-03-11,8.63052
2022-03-12,6.7047
2022-03-13,7.91726
2022-03-14,11.98288
2022-03-15,22.53922
2022-03-16,20.3281
2022-03-17,19.40085
2022-03-18,13.40941
2022-03-19,10.699
2022-03-20,8.41654
2022-03-21,11.48359
2022-03-22,12.98145
2022-03-23,15.2639
2022-03-24,14.69329
2022-03-25,12.12553
2022-03-26,7.27532
2022-03-27,5.84878
2022-03-28,9.12981
2022-03-29,8.77318
2022-03-30,10.05706
2022-03-31,8.13124
2022-04-01,6.91868
2022-04-02,4.06562
2022-04-03,6.91868
2022-04-04,9.27246
2022-04-05,13.40941
2022-04-06,6.34807
2022-04-07,7.06134
2022-04-08,6.91868
2022-04-09,3.495
2022-04-10,3.495
2022-04-11,5.6348
2022-04-12,8.13124
2022-04-13,5.6348
2022-04-14,5.6348
2022-04-15,6.4194
2022-04-16,3.85164
2022-04-17,4.92154
2022-04-18,6.20542
2022-04-19,5.56348
2022-04-20,5.13552
2022-04-21,8.98716
2022-04-22,6.77603
2022-04-23,3.06704
2022-04-24,6.91868
2022-04-25,14.9786
2022-04-26,18.11697
2022-04-27,10.05706
2022-04-28,9.41512
2022-04-29,11.34094
2022-04-30,8.41654
2022-05-01,6.84736
2022-05-02,7.56062
2022-05-03,7.7746
2022-05-04,5.27817
2022-05-05,3.495
2022-05-06,5.06419
2022-05-07,5.20684
2022-05-08,7.27532
2022-05-09,7.98858
2022-05-10,7.27532
2022-05-11,7.20399
2022-05-12,4.77888
2022-05-13,5.42082
2022-05-14,4.35092
2022-05-15,4.35092
2022-05-16,7.20399
2022-05-17,7.4893
2022-05-18,8.27389
2022-05-19,6.06276
2022-05-20,6.34807
2022-05-21,4.5649
2022-05-22,4.35092
2022-05-23,8.91583
2022-05-24,5.56348
2022-05-25,6.4194
2022-05-26,4.5649
2022-05-27,4.06562
2022-05-28,4.42225
2022-05-29,2.92439
2022-05-30,8.48787
2022-05-31,12.62482
2022-06-01,7.56062
2022-06-02,7.91726
2022-06-03,7.13266
2022-06-04,4.35092
2022-06-05,3.56633
2022-06-06,7.4893
2022-06-07,7.56062
2022-06-08,12.48216
2022-06-09,12.8388
2022-06-10,12.0542
2022-06-11,7.06134
2022-06-12,5.3495
2022-06-13,10.9843
2022-06-14,10.55634
2022-06-15,18.90156
2022-06-16,9.48644
2022-06-17,13.40941
2022-06-18,6.77603
2022-06-19,8.41654
2022-06-20,16.3338
2022-06-21,16.3338
2022-06-22,10.84165
2022-06-23,19.18687
2022-06-24,14.40798
2022-06-25,7.06134
2022-06-26,8.05991
2022-06-27,16.3338
2022-06-28,14.55064
2022-06-29,13.9087
2022-06-30,10.699
2022-07-01,11.62624
2022-07-02,8.48787
2022-07-03,9.27246
2022-07-04,20.54208
2022-07-05,34.16547
2022-07-06,18.25962
2022-07-07,15.12125
2022-07-08,14.90727
2022-07-09,5.84878
2022-07-10,6.56205
2022-07-11,12.41084
2022-07-12,11.62624
2022-07-13,7.98858
2022-07-14,7.34664
2022-07-15,5.49215
2022-07-16,3.56633
2022-07-17,7.70328
2022-07-18,7.91726
2022-07-19,6.91868
2022-07-20,7.91726
2022-07-21,7.98858
2022-07-22,8.20256
2022-07-23,3.28102
2022-07-24,4.92154
2022-07-25,5.70613
2022-07-26,5.27817
2022-07-27,6.77603
2022-07-28,5.27817
2022-07-29,4.63623
2022-07-30,3.35235
2022-07-31,3.06704
2022-08-01,6.13409
2022-08-02,6.7047
2022-08-03,5.20684
2022-08-04,5.13552
2022-08-05,5.06419
2022-08-06,3.06704
2022-08-07,4.06562
2022-08-08,4.85021
2022-08-09,6.84736
2022-08-10,4.77888
2022-08-11,4.42225
2022-08-12,4.42225
2022-08-13,1.85449
2022-08-14,3.92296
2022-08-15,3.06704
2022-08-16,6.20542
2022-08-17,6.13409
2022-08-18,4.2796
2022-08-19,4.49358
2022-08-20,2.85306
2022-08-21,3.42368
2022-08-22,5.6348
2022-08-23,5.27817
2022-08-24,5.70613
2022-08-25,5.77746
2022-08-26,6.27674
2022-08-27,2.99572
2022-08-28,2.4251
2022-08-29,5.13552
2022-08-30,5.42082
2022-08-31,4.42225
2022-09-01,4.85021
2022-09-02,3.63766
2022-09-03,1.71184
2022-09-04,2.99572
2022-09-05,5.06419
2022-09-06,3.56633
2022-09-07,3.99429
2022-09-08,3.06704
2022-09-09,1.64051
2022-09-10,1.0699
2022-09-11,1.85449
2022-09-12,2.28245
2022-09-13,5.20684
2022-09-14,3.06704
2022-09-15,3.06704
2022-09-16,2.35378
2022-09-17,2.1398
2022-09-18,2.06847
2022-09-19,4.13694
2022-09-20,3.78031
2022-09-21,3.28102
2022-09-22,3.13837
2022-09-23,4.92154
2022-09-24,2.49643
2022-09-25,3.70898
2022-09-26,3.70898
2022-09-27,4.06562
2022-09-28,3.495
2022-09-29,3.06704
2022-09-30,4.20827
2022-10-01,1.3552
2022-10-02,0.99857
2022-10-03,2.21112
2022-10-04,2.71041
2022-10-05,4.63623
2022-10-06,2.78174
2022-10-07,1.71184
2022-10-08,1.42653
2022-10-09,2.78174
2022-10-10,2.06847
2022-10-11,2.99572
2022-10-12,2.28245
2022-10-13,2.85306
2022-10-14,2.28245
2022-10-15,1.21255
2022-10-16,2.35378
2022-10-17,2.63908
2022-10-18,3.78031
2022-10-19,2.99572
2022-10-20,2.49643
2022-10-21,2.06847
2022-10-22,1.28388
2022-10-23,1.92582
2022-10-24,6.77603
2022-10-25,6.49072
2022-10-26,5.20684
2022-10-27,3.495
2022-10-28,4.70756
2022-10-29,2.28245
2022-10-30,1.56918
2022-10-31,3.63766
2022-11-01,4.13694
2022-11-02,3.35235
2022-11-03,3.28102
2022-11-04,4.42225
2022-11-05,1.49786
2022-11-06,1.78316
2022-11-07,4.35092
2022-11-08,6.06276
2022-11-09,3.92296
2022-11-10,2.78174
2022-11-11,5.70613
2022-11-12,2.92439
2022-11-13,2.92439
2022-11-14,5.42082
2022-11-15,4.06562
2022-11-16,5.84878
2022-11-17,3.85164
2022-11-18,11.48359
2022-11-19,4.49358
2022-11-20,4.70756
2022-11-21,5.42082
2022-11-22,4.85021
2022-11-23,5.27817
2022-11-24,5.13552
2022-11-25,7.70328
2022-11-26,2.63908
2022-11-27,3.78031
2022-11-28,6.77603
2022-11-29,5.06419
2022-11-30,6.99001
2022-12-01,4.99286
2022-12-02,5.6348
2022-12-03,2.63908
2022-12-04,3.78031
2022-12-05,10.12838
2022-12-06,10.12838
2022-12-07,9.34379
2022-12-08,9.41512
2022-12-09,8.48787
2022-12-10,4.77888
2022-12-11,6.7047
2022-12-12,11.12696
2022-12-13,9.05848
2022-12-14,8.91583
2022-12-15,7.41797
2022-12-16,5.3495
2022-12-17,3.99429
2022-12-18,6.27674
2022-12-19,7.41797
2022-12-20,5.84878
2022-12-21,5.6348
2022-12-22,6.91868
2022-12-23,5.42082
2022-12-24,5.6348
2022-12-25,5.13552
2022-12-26,9.12981
2022-12-27,13.69472
2022-12-28,9.12981
2022-12-29,6.4194
2022-12-30,3.78031
2022-12-31,3.56633
2023-01-01,5.42082
2023-01-02,7.70328
2023-01-03,9.41512
2023-01-04,10.05706
2023-01-05,9.84308
2023-01-06,11.34094
2023-01-07,5.56348
2023-01-08,7.06134
2023-01-09,12.33951
2023-01-10,10.48502
2023-01-11,11.48359
2023-01-12,9.84308
2023-01-13,11.98288
2023-01-14,7.27532
2023-01-15,7.63195
2023-01-16,11.19828
2023-01-17,11.62624
2023-01-18,10.84165
2023-01-19,14.76462
2023-01-20,17.04707
2023-01-21,7.27532
2023-01-22,5.3495
2023-01-23,8.34522
2023-01-24,10.62767
2023-01-25,13.26676
2023-01-26,17.18972
2023-01-27,17.47503
2023-01-28,9.98573
2023-01-29,8.5592
2023-01-30,13.05278
2023-01-31,11.48359
2023-02-01,11.62624
2023-02-02,11.12696
2023-02-03,11.05563
2023-02-04,6.27674
2023-02-05,7.06134
2023-02-06,10.12838
2023-02-07,10.55634
2023-02-08,8.48787
2023-02-09,9.84308
2023-02-10,7.56062
2023-02-11,3.495
2023-02-12,5.6348
2023-02-13,6.56205
2023-02-14,6.4194
2023-02-15,6.77603
2023-02-16,6.7047
2023-02-17,6.63338
2023-02-18,4.70756
2023-02-19,5.20684
2023-02-20,10.05706
2023-02-21,11.48359
2023-02-22,8.63052
2023-02-23,6.49072
2023-02-24,5.20684
2023-02-25,5.27817
2023-02-26,6.06276
2023-02-27,6.4194
2023-02-28,6.06276
2023-03-01,8.13124
2023-03-02,10.48502
2023-03-03,8.8445
2023-03-04,5.56348
2023-03-05,5.06419
2023-03-06,8.20256
2023-03-07,5.56348
2023-03-08,4.2796
2023-03-09,4.13694
2023-03-10,4.42225
2023-03-11,1.78316
2023-03-12,2.49643
2023-03-13,4.92154
2023-03-14,5.6348
2023-03-15,6.27674
2023-03-16,5.49215
2023-03-17,4.06562
2023-03-18,1.56918
2023-03-19,3.13837
2023-03-20,5.3495
2023-03-21,4.06562
2023-03-22,4.77888
2023-03-23,4.35092
2023-03-24,2.78174
2023-03-25,3.13837
2023-03-26,2.4251
2023-03-27,5.13552
2023-03-28,4.20827
2023-03-29,3.495
2023-03-30,4.20827
2023-03-31,3.99429
2023-04-01,2.92439
2023-04-02,4.85021
2023-04-03,5.6348
2023-04-04,5.92011
2023-04-05,5.56348
2023-04-06,5.06419
2023-04-07,9.27246
2023-04-08,4.49358
2023-04-09,5.20684
2023-04-10,8.41654
2023-04-11,6.84736
2023-04-12,8.34522
2023-04-13,5.77746
2023-04-14,5.06419
2023-04-15,4.20827
2023-04-16,3.85164
2023-04-17,7.98858
2023-04-18,10.55634
2023-04-19,12.33951
2023-04-20,7.7746
2023-04-21,7.84593
2023-04-22,4.35092
2023-04-23,4.20827
2023-04-24,4.85021
2023-04-25,5.92011
2023-04-26,5.3495
2023-04-27,5.06419
2023-04-28,4.49358
2023-04-29,2.49643
2023-04-30,2.63908
2023-05-01,3.70898
2023-05-02,5.3495
2023-05-03,5.13552
2023-05-04,4.35092
2023-05-05,2.06847
2023-05-06,2.92439
2023-05-07,1.99714
2023-05-08,3.92296
2023-05-09,5.06419
2023-05-10,4.85021
2023-05-11,3.2097
2023-05-12,2.78174
2023-05-13,2.1398
2023-05-14,2.63908
2023-05-15,5.06419
2023-05-16,5.92011
2023-05-17,3.99429
2023-05-18,4.49358
2023-05-19,5.92011
2023-05-20,2.06847
2023-05-21,1.42653
2023-05-22,3.35235
2023-05-23,3.2097
2023-05-24,3.78031
2023-05-25,4.92154
2023-05-26,4.49358
2023-05-27,2.49643
2023-05-28,2.56776
2023-05-29,2.56776
