date,고릴라매트리스
2023-05-31,17.6923
2023-06-01,16.66666
2023-06-02,14.10256
2023-06-03,12.30769
2023-06-04,8.20512
2023-06-05,15.1282
2023-06-06,17.94871
2023-06-07,15.1282
2023-06-08,14.35897
2023-06-09,13.84615
2023-06-10,12.82051
2023-06-11,14.10256
2023-06-12,12.05128
2023-06-13,21.53846
2023-06-14,11.02564
2023-06-15,10.51282
2023-06-16,14.61538
2023-06-17,13.07692
2023-06-18,16.92307
2023-06-19,12.5641
2023-06-20,11.53846
2023-06-21,16.15384
2023-06-22,14.61538
2023-06-23,10.51282
2023-06-24,6.66666
2023-06-25,6.92307
2023-06-26,11.53846
2023-06-27,10.25641
2023-06-28,13.07692
2023-06-29,8.46153
2023-06-30,10.25641
2023-07-01,11.53846
2023-07-02,7.94871
2023-07-03,12.30769
2023-07-04,14.87179
2023-07-05,12.05128
2023-07-06,10.0
2023-07-07,11.53846
2023-07-08,14.87179
2023-07-09,17.43589
2023-07-10,15.64102
2023-07-11,16.66666
2023-07-12,19.23076
2023-07-13,12.30769
2023-07-14,9.74358
2023-07-15,11.79487
2023-07-16,12.82051
2023-07-17,8.71794
2023-07-18,10.51282
2023-07-19,13.84615
2023-07-20,13.84615
2023-07-21,10.51282
2023-07-22,14.10256
2023-07-23,8.97435
2023-07-24,16.66666
2023-07-25,12.30769
2023-07-26,10.76923
2023-07-27,13.07692
2023-07-28,9.74358
2023-07-29,7.94871
2023-07-30,11.79487
2023-07-31,17.94871
2023-08-01,12.5641
2023-08-02,15.38461
2023-08-03,17.6923
2023-08-04,10.25641
2023-08-05,8.20512
2023-08-06,11.28205
2023-08-07,13.33333
2023-08-08,12.5641
2023-08-09,12.82051
2023-08-10,11.28205
2023-08-11,14.35897
2023-08-12,13.33333
2023-08-13,16.66666
2023-08-14,25.64102
2023-08-15,15.38461
2023-08-16,18.71794
2023-08-17,15.1282
2023-08-18,12.5641
2023-08-19,12.05128
2023-08-20,11.02564
2023-08-21,13.58974
2023-08-22,14.61538
2023-08-23,10.0
2023-08-24,9.48717
2023-08-25,11.02564
2023-08-26,12.30769
2023-08-27,13.07692
2023-08-28,11.79487
2023-08-29,9.23076
2023-08-30,13.33333
2023-08-31,10.25641
2023-09-01,11.53846
2023-09-02,8.97435
2023-09-03,13.58974
2023-09-04,16.66666
2023-09-05,16.41025
2023-09-06,14.10256
2023-09-07,18.20512
2023-09-08,12.82051
2023-09-09,13.58974
2023-09-10,16.15384
2023-09-11,14.10256
2023-09-12,16.66666
2023-09-13,13.33333
2023-09-14,17.94871
2023-09-15,17.17948
2023-09-16,16.66666
2023-09-17,16.92307
2023-09-18,19.48717
2023-09-19,11.79487
2023-09-20,8.97435
2023-09-21,15.1282
2023-09-22,8.71794
2023-09-23,16.66666
2023-09-24,12.5641
2023-09-25,8.97435
2023-09-26,8.46153
2023-09-27,11.79487
2023-09-28,6.66666
2023-09-29,5.64102
2023-09-30,11.53846
2023-10-01,16.66666
2023-10-02,12.5641
2023-10-03,12.5641
2023-10-04,16.92307
2023-10-05,14.35897
2023-10-06,12.05128
2023-10-07,14.10256
2023-10-08,14.35897
2023-10-09,14.35897
2023-10-10,15.38461
2023-10-11,11.28205
2023-10-12,7.43589
2023-10-13,11.02564
2023-10-14,16.66666
2023-10-15,12.05128
2023-10-16,16.15384
2023-10-17,9.74358
2023-10-18,12.30769
2023-10-19,11.02564
2023-10-20,7.17948
2023-10-21,14.61538
2023-10-22,19.74358
2023-10-23,14.10256
2023-10-24,15.64102
2023-10-25,12.5641
2023-10-26,13.58974
2023-10-27,9.74358
2023-10-28,8.71794
2023-10-29,14.10256
2023-10-30,15.64102
2023-10-31,13.07692
2023-11-01,15.38461
2023-11-02,12.05128
2023-11-03,9.74358
2023-11-04,8.46153
2023-11-05,8.97435
2023-11-06,18.71794
2023-11-07,9.74358
2023-11-08,8.97435
2023-11-09,6.15384
2023-11-10,7.17948
2023-11-11,7.43589
2023-11-12,7.17948
2023-11-13,11.28205
2023-11-14,7.94871
2023-11-15,7.17948
2023-11-16,11.53846
2023-11-17,7.17948
2023-11-18,11.79487
2023-11-19,9.23076
2023-11-20,10.51282
2023-11-21,8.46153
2023-11-22,6.15384
2023-11-23,6.66666
2023-11-24,10.76923
2023-11-25,6.41025
2023-11-26,12.82051
2023-11-27,13.58974
2023-11-28,10.0
2023-11-29,9.74358
2023-11-30,3.84615
2023-12-01,11.79487
2023-12-02,8.20512
2023-12-03,11.53846
2023-12-04,9.23076
2023-12-05,9.74358
2023-12-06,8.71794
2023-12-07,5.89743
2023-12-08,6.41025
2023-12-09,5.64102
2023-12-10,6.66666
2023-12-11,8.97435
2023-12-12,8.71794
2023-12-13,6.92307
2023-12-14,8.71794
2023-12-15,10.0
2023-12-16,4.61538
2023-12-17,12.5641
2023-12-18,12.05128
2023-12-19,10.25641
2023-12-20,7.17948
2023-12-21,6.92307
2023-12-22,3.84615
2023-12-23,8.97435
2023-12-24,7.94871
2023-12-25,7.94871
2023-12-26,11.53846
2023-12-27,6.41025
2023-12-28,11.79487
2023-12-29,6.15384
2023-12-30,8.46153
2023-12-31,5.89743
2024-01-01,8.20512
2024-01-02,12.82051
2024-01-03,12.05128
2024-01-04,9.74358
2024-01-05,9.23076
2024-01-06,6.15384
2024-01-07,10.25641
2024-01-08,7.17948
2024-01-09,9.74358
2024-01-10,11.28205
2024-01-11,14.10256
2024-01-12,8.97435
2024-01-13,5.38461
2024-01-14,8.46153
2024-01-15,9.23076
2024-01-16,11.79487
2024-01-17,11.53846
2024-01-18,6.66666
2024-01-19,6.15384
2024-01-20,7.94871
2024-01-21,5.64102
2024-01-22,12.5641
2024-01-23,10.25641
2024-01-24,7.43589
2024-01-25,8.46153
2024-01-26,5.64102
2024-01-27,11.79487
2024-01-28,9.74358
2024-01-29,10.0
2024-01-30,7.94871
2024-01-31,5.38461
2024-02-01,5.38461
2024-02-02,6.92307
2024-02-03,4.87179
2024-02-04,9.48717
2024-02-05,12.82051
2024-02-06,7.94871
2024-02-07,5.38461
2024-02-08,8.46153
2024-02-09,6.15384
2024-02-10,5.64102
2024-02-11,13.84615
2024-02-12,7.43589
2024-02-13,10.0
2024-02-14,8.20512
2024-02-15,8.20512
2024-02-16,5.64102
2024-02-17,9.74358
2024-02-18,13.84615
2024-02-19,11.02564
2024-02-20,8.97435
2024-02-21,12.05128
2024-02-22,11.53846
2024-02-23,10.25641
2024-02-24,10.51282
2024-02-25,12.05128
2024-02-26,10.25641
2024-02-27,8.46153
2024-02-28,8.20512
2024-02-29,8.71794
2024-03-01,9.48717
2024-03-02,8.20512
2024-03-03,7.6923
2024-03-04,7.6923
2024-03-05,10.25641
2024-03-06,13.84615
2024-03-07,4.87179
2024-03-08,7.17948
2024-03-09,6.15384
2024-03-10,7.94871
2024-03-11,7.94871
2024-03-12,5.64102
2024-03-13,5.64102
2024-03-14,10.25641
2024-03-15,3.07692
2024-03-16,8.46153
2024-03-17,13.84615
2024-03-18,8.71794
2024-03-19,7.43589
2024-03-20,5.89743
