date,실손보험료인상
2020-10-29,4.02877
2020-10-30,0.8633
2020-11-02,3.16546
2020-11-03,1.58273
2020-11-04,1.43884
2020-11-05,1.8705
2020-11-06,2.15827
2020-11-07,0.71942
2020-11-08,1.15107
2020-11-09,2.15827
2020-11-10,2.87769
2020-11-11,1.43884
2020-11-12,2.44604
2020-11-13,1.15107
2020-11-16,2.58992
2020-11-17,1.15107
2020-11-24,0.8633
2020-11-25,2.30215
2020-11-26,1.43884
2020-11-27,1.15107
2020-11-28,1.29496
2020-11-30,1.15107
2020-12-01,3.45323
2020-12-02,1.00719
2020-12-03,1.15107
2020-12-05,0.71942
2020-12-06,0.8633
2020-12-07,3.16546
2020-12-08,1.43884
2020-12-09,8.05755
2020-12-10,12.23021
2020-12-11,6.90647
2020-12-12,1.43884
2020-12-13,13.23741
2020-12-14,23.16546
2020-12-15,27.62589
2020-12-16,25.32374
2020-12-17,22.15827
2020-12-18,23.741
2020-12-19,9.64028
2020-12-20,5.61151
2020-12-21,13.52517
2020-12-22,20.14388
2020-12-23,41.43884
2020-12-24,32.23021
2020-12-25,13.95683
2020-12-26,5.75539
2020-12-27,11.94244
2020-12-28,17.84172
2020-12-29,14.38848
2020-12-30,23.30935
2020-12-31,17.69784
2021-01-01,3.02158
2021-01-02,3.16546
2021-01-03,3.45323
2021-01-04,6.47482
2021-01-05,8.4892
2021-01-06,6.76258
2021-01-07,6.47482
2021-01-08,3.59712
2021-01-09,2.73381
2021-01-10,2.44604
2021-01-11,5.89928
2021-01-12,8.05755
2021-01-13,7.62589
2021-01-14,9.4964
2021-01-15,7.91366
2021-01-16,3.02158
2021-01-17,3.02158
2021-01-18,5.46762
2021-01-19,9.92805
2021-01-20,8.05755
2021-01-21,6.47482
2021-01-22,4.60431
2021-01-23,1.8705
2021-01-24,2.01438
2021-01-25,8.63309
2021-01-26,11.79856
2021-01-27,8.4892
2021-01-28,6.90647
2021-01-29,4.89208
2021-01-30,2.73381
2021-01-31,3.45323
2021-02-01,5.61151
2021-02-02,6.90647
2021-02-03,11.94244
2021-02-04,6.18705
2021-02-05,4.17266
2021-02-06,2.15827
2021-02-07,2.44604
2021-02-08,9.35251
2021-02-09,5.75539
2021-02-10,4.89208
2021-02-11,1.8705
2021-02-12,0.71942
2021-02-13,1.8705
2021-02-14,2.30215
2021-02-15,7.19424
2021-02-16,5.32374
2021-02-17,5.61151
2021-02-18,8.20143
2021-02-19,100.0
2021-02-20,51.79856
2021-02-21,18.70503
2021-02-22,21.43884
2021-02-23,89.06474
2021-02-24,72.94964
2021-02-25,59.42446
2021-02-26,42.01438
2021-02-27,14.82014
2021-02-28,25.75539
2021-03-01,44.17266
2021-03-02,35.10791
2021-03-03,27.76978
2021-03-04,22.01438
2021-03-05,18.56115
2021-03-06,8.63309
2021-03-07,18.56115
2021-03-08,41.00719
2021-03-09,28.20143
2021-03-10,20.43165
2021-03-11,15.10791
2021-03-12,11.79856
2021-03-13,5.75539
2021-03-14,6.18705
2021-03-15,18.27338
2021-03-16,14.53237
2021-03-17,13.23741
2021-03-18,12.51798
2021-03-19,8.63309
2021-03-20,4.31654
2021-03-21,3.59712
2021-03-22,12.66187
2021-03-23,13.95683
2021-03-24,11.3669
2021-03-25,13.81294
2021-03-26,14.96402
2021-03-27,4.60431
2021-03-28,5.17985
2021-03-29,9.06474
2021-03-30,11.3669
2021-03-31,10.79136
2021-04-01,6.04316
2021-04-02,11.07913
2021-04-03,3.88489
2021-04-04,3.45323
2021-04-05,6.76258
2021-04-06,6.76258
2021-04-07,6.6187
2021-04-08,5.75539
2021-04-09,6.18705
2021-04-10,4.17266
2021-04-11,1.15107
2021-04-12,2.44604
2021-04-13,8.4892
2021-04-14,6.47482
2021-04-15,7.91366
2021-04-16,6.76258
2021-04-17,4.02877
2021-04-18,2.30215
2021-04-19,4.17266
2021-04-20,5.17985
2021-04-21,6.6187
2021-04-22,6.47482
2021-04-23,5.03597
2021-04-24,3.16546
2021-04-25,1.00719
2021-04-26,6.6187
2021-04-27,6.04316
2021-04-28,7.19424
2021-04-29,4.89208
2021-04-30,5.75539
2021-05-01,2.87769
2021-05-02,1.58273
2021-05-03,2.87769
2021-05-04,6.6187
2021-05-05,11.65467
2021-05-06,14.96402
2021-05-07,7.91366
2021-05-08,3.59712
2021-05-09,3.30935
2021-05-10,7.62589
2021-05-11,7.91366
2021-05-12,7.48201
2021-05-13,11.07913
2021-05-14,8.92086
2021-05-15,2.87769
2021-05-16,8.34532
2021-05-17,7.91366
2021-05-18,9.20863
2021-05-19,2.58992
2021-05-20,6.18705
2021-05-21,6.18705
2021-05-22,2.73381
2021-05-23,1.29496
2021-05-24,4.60431
2021-05-25,10.79136
2021-05-26,10.64748
2021-05-27,10.07194
2021-05-28,6.18705
2021-05-29,4.17266
2021-05-30,5.03597
2021-05-31,9.92805
2021-06-01,5.61151
2021-06-02,4.89208
2021-06-03,8.4892
2021-06-04,7.76978
2021-06-05,3.16546
2021-06-06,2.15827
2021-06-07,7.91366
2021-06-08,11.3669
2021-06-09,11.65467
2021-06-10,7.62589
2021-06-11,12.3741
2021-06-12,3.88489
2021-06-13,4.89208
2021-06-14,17.55395
2021-06-15,11.79856
2021-06-16,8.20143
2021-06-17,9.06474
2021-06-18,7.05035
2021-06-19,2.01438
2021-06-20,1.72661
2021-06-21,9.92805
2021-06-22,11.65467
2021-06-23,11.79856
2021-06-24,12.94964
2021-06-25,13.09352
2021-06-26,5.89928
2021-06-27,4.7482
2021-06-28,11.65467
2021-06-29,18.41726
2021-06-30,22.44604
2021-07-01,8.92086
2021-07-02,5.32374
2021-07-03,2.01438
2021-07-04,2.30215
2021-07-05,6.04316
2021-07-06,5.32374
2021-07-07,5.89928
2021-07-08,1.72661
2021-07-09,2.58992
2021-07-10,2.01438
2021-07-11,2.58992
2021-07-12,3.59712
2021-07-13,2.73381
2021-07-14,2.01438
2021-07-15,4.60431
2021-07-16,3.741
2021-07-17,0.8633
2021-07-18,1.29496
2021-07-19,2.58992
2021-07-20,3.88489
2021-07-21,4.89208
2021-07-22,3.741
2021-07-23,1.8705
2021-07-24,2.15827
2021-07-25,1.00719
2021-07-26,4.7482
2021-07-27,2.44604
2021-07-28,3.30935
2021-07-29,4.17266
2021-07-30,3.02158
2021-08-01,1.00719
2021-08-02,1.72661
2021-08-04,1.15107
2021-08-05,1.8705
2021-08-06,2.58992
2021-08-08,0.8633
2021-08-09,2.87769
2021-08-10,3.45323
2021-08-11,4.02877
2021-08-12,2.01438
2021-08-13,0.8633
2021-08-16,0.8633
2021-08-17,3.02158
2021-08-18,2.87769
2021-08-19,3.30935
2021-08-20,3.16546
2021-08-25,1.72661
2021-08-26,2.58992
2021-08-27,1.00719
2021-08-31,0.8633
2021-09-03,1.00719
2021-09-07,2.44604
2021-09-10,0.8633
2021-09-15,1.15107
2021-09-18,0.8633
2021-09-23,1.29496
2021-09-24,2.30215
2021-09-25,0.71942
2021-09-27,2.58992
2021-09-29,1.58273
2021-09-30,0.8633
2021-10-06,1.72661
2021-10-07,1.00719
2021-10-08,0.71942
2021-10-12,1.00719
2021-10-14,0.8633
2021-10-18,0.8633
2021-10-23,1.29496
2021-10-25,1.15107
2021-10-26,2.01438
2021-10-28,0.8633
2021-10-29,0.71942
2021-11-04,0.71942
2021-11-05,1.00719
2021-11-08,0.71942
2021-11-09,3.02158
2021-11-10,1.58273
2021-11-11,1.15107
2021-11-12,2.01438
2021-11-16,1.00719
2021-11-17,1.8705
2021-11-18,0.8633
2021-11-19,0.8633
2021-11-23,2.15827
2021-11-24,3.88489
2021-11-25,5.61151
2021-11-26,3.45323
2021-11-27,2.30215
2021-11-29,3.16546
2021-11-30,2.30215
2021-12-01,1.00719
2021-12-02,2.01438
2021-12-03,0.71942
2021-12-04,0.71942
2021-12-05,0.71942
2021-12-06,1.72661
2021-12-07,1.58273
2021-12-08,1.43884
2021-12-09,5.17985
2021-12-10,5.03597
2021-12-11,3.45323
2021-12-12,1.00719
2021-12-13,6.18705
2021-12-14,26.18705
2021-12-15,45.89928
2021-12-16,40.0
2021-12-17,22.87769
2021-12-18,6.04316
2021-12-19,5.46762
2021-12-20,24.17266
2021-12-21,17.55395
2021-12-22,16.97841
2021-12-23,12.3741
2021-12-24,7.33812
2021-12-25,7.62589
2021-12-26,30.07194
2021-12-27,67.33812
2021-12-28,67.19424
2021-12-29,56.83453
2021-12-30,30.50359
2021-12-31,58.70503
2022-01-01,28.20143
2022-01-02,20.57553
2022-01-03,35.68345
2022-01-04,24.46043
2022-01-05,19.42446
2022-01-06,12.23021
2022-01-07,13.66906
2022-01-08,7.48201
2022-01-09,10.50359
2022-01-10,50.79136
2022-01-11,25.03597
2022-01-12,20.71942
2022-01-13,20.14388
2022-01-14,16.1151
2022-01-15,7.19424
2022-01-16,7.76978
2022-01-17,14.38848
2022-01-18,8.20143
2022-01-19,10.64748
2022-01-20,10.07194
2022-01-21,8.05755
2022-01-22,4.02877
2022-01-23,6.6187
2022-01-24,7.62589
2022-01-25,14.38848
2022-01-26,11.22302
2022-01-27,10.64748
2022-01-28,4.60431
2022-01-29,3.45323
2022-01-30,2.44604
2022-01-31,3.30935
2022-02-01,7.05035
2022-02-02,4.31654
2022-02-03,4.60431
2022-02-04,3.741
2022-02-05,4.17266
2022-02-06,3.741
2022-02-07,6.6187
2022-02-08,9.20863
2022-02-09,7.76978
2022-02-10,8.34532
2022-02-11,9.20863
2022-02-12,2.73381
2022-02-13,2.01438
2022-02-14,7.05035
2022-02-15,6.18705
2022-02-16,5.17985
2022-02-17,5.89928
2022-02-18,3.02158
2022-02-19,1.72661
2022-02-20,0.8633
2022-02-21,7.05035
2022-02-22,5.32374
2022-02-23,8.20143
2022-02-24,4.02877
2022-02-25,6.90647
2022-02-26,4.02877
2022-02-27,2.30215
2022-02-28,4.89208
2022-03-01,3.02158
2022-03-02,5.61151
2022-03-03,6.33093
2022-03-04,2.15827
2022-03-05,1.29496
2022-03-06,1.15107
2022-03-07,4.46043
2022-03-08,2.01438
2022-03-09,1.29496
2022-03-10,5.46762
2022-03-11,3.88489
2022-03-12,2.73381
2022-03-13,0.8633
2022-03-14,4.31654
2022-03-15,5.32374
2022-03-16,4.17266
2022-03-17,4.31654
2022-03-18,4.31654
2022-03-19,2.73381
2022-03-20,0.8633
2022-03-21,5.32374
2022-03-22,8.63309
2022-03-23,7.91366
2022-03-24,5.17985
2022-03-25,5.32374
2022-03-26,2.44604
2022-03-27,3.45323
2022-03-28,9.06474
2022-03-29,3.45323
2022-03-30,8.63309
2022-03-31,5.61151
2022-04-01,3.16546
2022-04-02,0.71942
2022-04-03,1.15107
2022-04-04,1.58273
2022-04-05,4.89208
2022-04-06,3.88489
2022-04-07,6.6187
2022-04-08,3.59712
2022-04-09,1.43884
2022-04-10,1.72661
2022-04-11,3.88489
2022-04-12,6.76258
2022-04-13,4.46043
2022-04-14,3.59712
2022-04-15,3.02158
2022-04-16,1.29496
2022-04-17,1.29496
2022-04-18,1.00719
2022-04-19,3.59712
2022-04-20,2.73381
2022-04-21,3.88489
2022-04-22,3.30935
2022-04-23,5.46762
2022-04-24,0.8633
2022-04-25,5.17985
2022-04-26,2.30215
2022-04-27,4.46043
2022-04-28,1.58273
2022-04-29,0.8633
2022-04-30,0.71942
2022-05-04,1.00719
2022-05-05,0.8633
2022-05-07,0.71942
2022-05-10,1.58273
2022-05-11,0.71942
2022-05-12,1.58273
2022-05-13,3.02158
2022-05-15,0.71942
2022-05-16,0.8633
2022-05-17,1.58273
2022-05-18,2.87769
2022-05-20,1.00719
2022-05-23,1.15107
2022-05-24,2.30215
2022-05-25,2.87769
2022-05-26,2.73381
2022-05-31,0.71942
2022-06-07,0.71942
2022-06-08,1.72661
2022-06-09,1.58273
2022-06-10,0.71942
2022-06-13,1.72661
2022-06-14,3.30935
2022-06-15,2.73381
2022-06-16,0.8633
2022-06-17,1.29496
2022-06-19,1.00719
2022-06-20,1.72661
2022-06-21,2.58992
2022-06-22,2.58992
2022-06-23,1.58273
2022-06-24,1.15107
2022-06-25,0.8633
2022-06-27,1.72661
2022-06-28,3.16546
2022-06-29,2.58992
2022-06-30,1.8705
2022-07-01,1.58273
2022-07-05,1.43884
2022-07-06,2.30215
2022-07-07,3.02158
2022-07-08,2.44604
2022-07-09,1.15107
2022-07-10,1.15107
2022-07-11,4.17266
2022-07-12,2.15827
2022-07-13,3.88489
2022-07-14,1.8705
2022-07-15,2.15827
2022-07-16,1.58273
2022-07-18,2.30215
2022-07-19,0.8633
2022-07-20,1.72661
2022-07-21,0.8633
2022-07-22,1.43884
2022-07-23,0.71942
2022-07-25,1.00719
2022-07-26,0.8633
2022-07-27,4.02877
2022-07-28,1.15107
2022-07-29,1.15107
2022-07-30,1.43884
2022-08-04,1.72661
2022-08-05,1.58273
2022-08-09,0.8633
2022-08-11,1.15107
2022-08-12,1.29496
2022-08-13,1.29496
2022-08-14,1.15107
2022-08-15,1.00719
2022-08-16,1.00719
2022-08-18,1.15107
2022-08-19,0.71942
2022-08-22,1.43884
2022-08-23,2.58992
2022-08-24,2.15827
2022-08-25,3.88489
2022-08-26,2.15827
2022-08-27,0.71942
2022-08-29,1.00719
2022-08-30,1.8705
2022-08-31,1.29496
2022-09-03,0.8633
2022-09-05,1.00719
2022-09-06,1.43884
2022-09-07,0.71942
2022-09-13,1.58273
2022-09-14,3.88489
2022-09-15,3.30935
2022-09-16,1.29496
2022-09-20,1.15107
2022-09-21,1.58273
2022-09-22,2.01438
2022-09-23,0.71942
2022-09-24,1.58273
2022-09-26,2.58992
2022-09-27,1.43884
2022-09-28,1.15107
2022-09-29,1.00719
2022-09-30,2.15827
2022-10-01,1.58273
2022-10-02,1.00719
2022-10-03,1.8705
2022-10-04,1.72661
2022-10-05,2.15827
2022-10-06,1.58273
2022-10-07,3.45323
2022-10-08,1.58273
2022-10-09,0.71942
2022-10-10,0.71942
2022-10-11,6.04316
2022-10-12,1.8705
2022-10-13,4.31654
2022-10-14,2.01438
2022-10-15,1.58273
2022-10-16,1.72661
2022-10-17,3.45323
2022-10-18,4.46043
2022-10-19,2.58992
2022-10-20,3.30935
2022-10-21,4.7482
2022-10-22,5.03597
2022-10-23,2.15827
2022-10-24,3.16546
2022-10-25,7.05035
2022-10-26,5.75539
2022-10-27,3.59712
2022-10-28,1.8705
2022-10-29,0.8633
2022-10-30,1.8705
2022-10-31,3.741
2022-11-01,2.44604
2022-11-02,3.02158
2022-11-03,2.30215
2022-11-04,3.16546
2022-11-05,1.15107
2022-11-07,3.741
2022-11-08,3.88489
2022-11-09,1.8705
2022-11-10,5.75539
2022-11-11,7.62589
2022-11-12,2.73381
2022-11-13,1.8705
2022-11-14,3.16546
2022-11-15,5.32374
2022-11-16,5.75539
2022-11-17,5.75539
2022-11-18,4.89208
2022-11-19,1.29496
2022-11-20,2.58992
2022-11-21,5.46762
2022-11-22,8.34532
2022-11-23,7.91366
2022-11-24,5.89928
2022-11-25,5.03597
2022-11-26,2.44604
2022-11-27,2.01438
2022-11-28,5.46762
2022-11-29,10.64748
2022-11-30,9.35251
2022-12-01,8.05755
2022-12-02,6.76258
2022-12-03,1.72661
2022-12-04,16.25899
2022-12-05,11.51079
2022-12-06,6.76258
2022-12-07,7.76978
2022-12-08,9.35251
2022-12-09,30.07194
2022-12-10,10.35971
2022-12-11,4.17266
2022-12-12,8.4892
2022-12-13,12.08633
2022-12-14,9.92805
2022-12-15,14.96402
2022-12-16,13.81294
2022-12-17,3.30935
2022-12-18,14.82014
2022-12-19,19.13669
2022-12-20,15.39568
2022-12-21,48.63309
2022-12-22,55.97122
2022-12-23,16.97841
2022-12-24,17.1223
2022-12-25,6.90647
2022-12-26,14.67625
2022-12-27,19.56834
2022-12-28,14.53237
2022-12-29,12.66187
2022-12-30,12.80575
2022-12-31,3.741
2023-01-01,4.46043
2023-01-02,4.7482
2023-01-03,7.33812
2023-01-04,6.04316
2023-01-05,7.62589
2023-01-06,4.46043
2023-01-07,2.01438
2023-01-08,2.15827
2023-01-09,7.48201
2023-01-10,8.63309
2023-01-11,7.33812
2023-01-12,9.06474
2023-01-13,7.48201
2023-01-14,2.44604
2023-01-15,2.01438
2023-01-16,4.89208
2023-01-17,5.03597
2023-01-18,3.45323
2023-01-19,5.17985
2023-01-20,13.95683
2023-01-21,3.59712
2023-01-22,1.72661
2023-01-23,3.16546
2023-01-24,3.16546
2023-01-25,13.23741
2023-01-26,9.4964
2023-01-27,9.35251
2023-01-28,2.87769
2023-01-29,4.17266
2023-01-30,7.19424
2023-01-31,9.20863
2023-02-01,6.6187
2023-02-02,5.75539
2023-02-03,2.44604
2023-02-04,2.87769
2023-02-05,3.88489
2023-02-06,4.31654
2023-02-07,7.33812
2023-02-08,6.04316
2023-02-09,7.62589
2023-02-10,7.91366
2023-02-11,3.16546
2023-02-12,1.8705
2023-02-13,5.32374
2023-02-14,5.75539
2023-02-15,5.89928
2023-02-16,5.17985
2023-02-17,3.30935
2023-02-18,1.8705
2023-02-19,2.15827
2023-02-20,3.16546
2023-02-21,10.21582
2023-02-22,8.63309
2023-02-23,6.76258
2023-02-24,4.02877
2023-02-25,2.87769
2023-02-26,1.15107
2023-02-27,4.31654
2023-02-28,6.04316
2023-03-01,2.44604
2023-03-02,1.8705
2023-03-03,1.58273
2023-03-04,2.73381
2023-03-05,1.72661
2023-03-06,3.16546
2023-03-07,4.46043
2023-03-08,4.89208
2023-03-09,2.01438
2023-03-10,4.31654
2023-03-11,1.15107
2023-03-12,1.43884
2023-03-13,4.17266
2023-03-14,4.7482
2023-03-15,8.34532
2023-03-16,5.61151
2023-03-17,2.30215
2023-03-18,1.43884
2023-03-19,2.44604
2023-03-20,7.48201
2023-03-21,12.23021
2023-03-22,7.76978
2023-03-23,6.6187
2023-03-24,3.02158
2023-03-25,1.00719
2023-03-26,2.73381
2023-03-27,5.46762
2023-03-28,5.32374
2023-03-29,4.60431
2023-03-30,4.46043
2023-03-31,4.17266
2023-04-01,0.8633
2023-04-02,0.71942
2023-04-03,1.8705
2023-04-04,3.16546
2023-04-05,4.46043
2023-04-06,3.741
2023-04-07,2.87769
2023-04-08,1.00719
2023-04-09,1.43884
2023-04-10,1.72661
2023-04-11,3.88489
2023-04-12,5.03597
2023-04-13,4.60431
2023-04-14,1.72661
2023-04-15,0.8633
2023-04-16,0.71942
2023-04-17,3.02158
2023-04-18,6.76258
2023-04-19,4.46043
2023-04-20,7.05035
2023-04-21,9.35251
2023-04-22,1.72661
2023-04-23,3.741
2023-04-24,5.89928
2023-04-25,6.6187
2023-04-26,4.89208
2023-04-27,2.58992
2023-04-28,3.02158
2023-04-29,0.8633
2023-05-01,2.87769
2023-05-02,2.58992
2023-05-03,2.30215
2023-05-04,2.73381
2023-05-05,1.15107
2023-05-06,0.8633
2023-05-07,1.58273
2023-05-08,2.30215
2023-05-09,3.02158
2023-05-10,2.58992
2023-05-11,4.17266
2023-05-12,4.02877
2023-05-13,1.15107
2023-05-14,1.00719
2023-05-15,4.7482
2023-05-16,5.03597
2023-05-17,7.91366
2023-05-18,4.89208
2023-05-19,3.88489
2023-05-20,0.8633
2023-05-21,1.00719
2023-05-22,4.60431
2023-05-23,8.20143
2023-05-24,9.20863
2023-05-25,7.05035
2023-05-26,3.30935
2023-05-27,0.8633
2023-05-28,1.58273
2023-05-29,2.73381
2023-05-30,2.58992
2023-05-31,5.46762
2023-06-01,5.03597
2023-06-02,2.01438
2023-06-04,1.58273
2023-06-05,2.73381
2023-06-06,1.43884
2023-06-07,3.16546
2023-06-08,2.58992
2023-06-09,2.58992
2023-06-10,1.43884
2023-06-11,1.8705
2023-06-12,5.03597
2023-06-13,3.88489
2023-06-14,5.75539
2023-06-15,3.59712
2023-06-16,3.88489
2023-06-17,1.29496
2023-06-18,1.58273
2023-06-19,5.03597
2023-06-20,5.17985
2023-06-21,8.4892
2023-06-22,5.03597
2023-06-23,3.59712
2023-06-25,1.43884
2023-06-26,7.33812
2023-06-27,7.05035
2023-06-28,4.46043
2023-06-29,5.75539
2023-06-30,5.32374
2023-07-02,1.00719
2023-07-03,3.16546
2023-07-04,1.58273
2023-07-05,4.02877
2023-07-06,4.17266
2023-07-07,1.58273
2023-07-08,1.15107
2023-07-09,1.00719
2023-07-10,4.17266
2023-07-11,6.33093
2023-07-12,6.04316
2023-07-13,5.89928
2023-07-14,1.15107
2023-07-16,0.71942
2023-07-17,3.45323
2023-07-18,3.741
2023-07-19,4.60431
2023-07-20,4.46043
2023-07-21,3.88489
2023-07-22,1.8705
2023-07-23,1.58273
2023-07-24,3.30935
2023-07-25,3.16546
2023-07-26,6.18705
2023-07-27,2.44604
2023-07-28,2.15827
2023-07-29,1.15107
2023-07-31,3.45323
2023-08-01,1.58273
2023-08-02,1.29496
2023-08-03,2.73381
2023-08-05,1.00719
2023-08-06,1.15107
2023-08-07,2.01438
2023-08-08,2.58992
2023-08-09,2.87769
2023-08-10,5.61151
2023-08-11,3.88489
2023-08-12,2.44604
2023-08-13,1.8705
2023-08-14,3.02158
2023-08-15,2.58992
2023-08-16,6.76258
2023-08-17,3.45323
2023-08-18,3.59712
2023-08-20,1.72661
2023-08-21,4.46043
2023-08-22,5.75539
2023-08-23,4.46043
2023-08-24,5.61151
2023-08-25,4.31654
2023-08-26,2.58992
2023-08-27,5.32374
2023-08-28,4.46043
2023-08-29,4.31654
2023-08-30,4.89208
2023-08-31,5.32374
2023-09-01,3.741
2023-09-02,1.8705
2023-09-03,3.02158
2023-09-04,4.46043
2023-09-05,4.31654
2023-09-06,4.7482
2023-09-07,3.16546
2023-09-08,2.87769
2023-09-09,1.29496
2023-09-10,2.01438
2023-09-11,3.30935
2023-09-12,3.88489
2023-09-13,4.31654
2023-09-14,3.59712
2023-09-15,5.17985
2023-09-16,1.43884
2023-09-17,1.8705
2023-09-18,2.73381
2023-09-19,3.02158
2023-09-20,4.60431
2023-09-21,6.90647
2023-09-22,4.17266
2023-09-23,1.8705
2023-09-24,1.00719
2023-09-25,5.17985
2023-09-26,3.45323
2023-09-27,2.15827
2023-09-28,2.15827
2023-09-30,1.43884
2023-10-01,1.58273
2023-10-02,0.71942
2023-10-03,0.8633
2023-10-04,3.30935
2023-10-05,3.741
2023-10-06,3.59712
2023-10-08,1.00719
2023-10-09,1.00719
2023-10-10,2.87769
2023-10-11,4.02877
2023-10-12,3.88489
2023-10-13,5.17985
2023-10-14,1.29496
2023-10-15,1.43884
2023-10-16,4.7482
2023-10-17,5.17985
2023-10-18,3.02158
2023-10-19,6.04316
2023-10-20,4.89208
2023-10-21,1.15107
2023-10-22,1.43884
2023-10-23,4.89208
2023-10-24,4.7482
2023-10-25,4.7482
2023-10-26,4.17266
2023-10-27,1.72661
2023-10-28,0.8633
2023-10-29,1.43884
2023-10-30,3.45323
2023-10-31,5.17985
2023-11-01,1.72661
2023-11-02,3.59712
2023-11-03,3.30935
2023-11-04,1.00719
2023-11-05,1.29496
2023-11-06,3.45323
2023-11-07,3.16546
2023-11-08,2.30215
2023-11-09,5.17985
2023-11-10,3.16546
2023-11-11,1.15107
2023-11-12,1.72661
2023-11-13,6.90647
2023-11-14,7.33812
2023-11-15,7.91366
2023-11-16,6.33093
2023-11-17,2.01438
2023-11-18,1.8705
2023-11-19,1.58273
2023-11-20,2.30215
2023-11-21,5.17985
2023-11-22,6.18705
2023-11-23,5.46762
2023-11-24,2.01438
2023-11-25,1.58273
2023-11-26,2.01438
2023-11-27,3.741
2023-11-28,5.03597
2023-11-29,6.33093
2023-11-30,3.59712
2023-12-01,3.88489
2023-12-02,1.43884
2023-12-03,0.71942
2023-12-04,9.4964
2023-12-05,5.32374
2023-12-06,5.75539
2023-12-07,4.89208
2023-12-08,3.59712
2023-12-09,1.58273
2023-12-10,1.15107
2023-12-11,5.17985
2023-12-12,6.90647
2023-12-13,7.48201
2023-12-14,6.18705
2023-12-15,7.05035
2023-12-16,1.43884
2023-12-17,1.00719
2023-12-18,54.82014
2023-12-19,78.70503
2023-12-20,33.95683
2023-12-21,19.42446
2023-12-22,11.07913
2023-12-23,3.59712
2023-12-24,2.30215
2023-12-25,3.30935
2023-12-26,17.41007
2023-12-27,11.07913
2023-12-28,13.23741
2023-12-29,7.33812
2023-12-30,3.741
2023-12-31,8.05755
2024-01-01,8.20143
2024-01-02,18.12949
2024-01-03,13.95683
2024-01-04,12.08633
2024-01-05,8.4892
2024-01-06,4.60431
2024-01-07,7.19424
2024-01-08,10.21582
2024-01-09,8.92086
2024-01-10,6.90647
2024-01-11,11.65467
2024-01-12,8.34532
2024-01-13,3.02158
2024-01-14,1.58273
2024-01-15,7.19424
2024-01-16,10.21582
2024-01-17,7.62589
2024-01-18,7.76978
2024-01-19,8.20143
2024-01-20,4.02877
2024-01-21,1.43884
2024-01-22,7.76978
2024-01-23,4.89208
2024-01-24,7.19424
2024-01-25,12.51798
2024-01-26,8.4892
2024-01-27,4.02877
2024-01-28,2.15827
2024-01-29,5.32374
2024-01-30,7.48201
2024-01-31,6.33093
2024-02-01,8.77697
2024-02-02,5.32374
2024-02-03,3.16546
2024-02-04,2.44604
2024-02-05,5.61151
2024-02-06,6.47482
2024-02-07,5.17985
2024-02-08,5.17985
2024-02-09,3.30935
2024-02-10,0.8633
2024-02-11,1.8705
2024-02-12,2.15827
2024-02-13,12.23021
2024-02-14,13.38129
2024-02-15,12.08633
2024-02-16,8.34532
2024-02-17,3.02158
2024-02-18,3.88489
2024-02-19,5.32374
2024-02-20,7.05035
2024-02-21,8.77697
2024-02-22,5.89928
2024-02-23,6.04316
2024-02-24,3.30935
2024-02-25,2.01438
2024-02-26,7.76978
2024-02-27,8.63309
2024-02-28,4.31654
2024-02-29,4.17266
2024-03-01,2.58992
2024-03-02,1.58273
