date,개인IRP
2020-11-04,24.81751
2020-11-05,28.83211
2020-11-06,29.56204
2020-11-07,14.23357
2020-11-08,10.9489
2020-11-09,22.26277
2020-11-10,31.38686
2020-11-11,30.29197
2020-11-12,38.32116
2020-11-13,28.10218
2020-11-14,13.13868
2020-11-15,14.59854
2020-11-16,36.86131
2020-11-17,40.51094
2020-11-18,29.927
2020-11-19,35.40145
2020-11-20,26.27737
2020-11-21,15.69343
2020-11-22,21.16788
2020-11-23,43.79562
2020-11-24,43.06569
2020-11-25,44.52554
2020-11-26,40.87591
2020-11-27,35.40145
2020-11-28,21.53284
2020-11-29,20.07299
2020-11-30,54.01459
2020-12-01,45.62043
2020-12-02,49.27007
2020-12-03,43.43065
2020-12-04,43.06569
2020-12-05,21.16788
2020-12-06,26.27737
2020-12-07,50.72992
2020-12-08,55.47445
2020-12-09,63.13868
2020-12-10,54.01459
2020-12-11,55.83941
2020-12-12,12.04379
2020-12-13,19.34306
2020-12-14,52.18978
2020-12-15,59.12408
2020-12-16,59.85401
2020-12-17,60.21897
2020-12-18,43.79562
2020-12-19,24.45255
2020-12-20,20.43795
2020-12-21,58.02919
2020-12-22,53.28467
2020-12-23,62.04379
2020-12-24,67.88321
2020-12-25,42.33576
2020-12-26,28.83211
2020-12-27,27.73722
2020-12-28,82.84671
2020-12-29,98.17518
2020-12-30,98.9051
2020-12-31,89.41605
2021-01-01,21.89781
2021-01-02,19.70802
2021-01-03,25.54744
2021-01-04,45.62043
2021-01-05,41.24087
2021-01-06,67.15328
2021-01-07,35.76642
2021-01-08,44.89051
2021-01-09,22.62773
2021-01-10,21.16788
2021-01-11,41.24087
2021-01-12,47.08029
2021-01-13,49.63503
2021-01-14,48.9051
2021-01-15,50.72992
2021-01-16,26.64233
2021-01-17,31.38686
2021-01-18,63.86861
2021-01-19,85.76642
2021-01-20,75.54744
2021-01-21,77.00729
2021-01-22,64.59854
2021-01-23,36.13138
2021-01-24,35.76642
2021-01-25,76.27737
2021-01-26,72.9927
2021-01-27,81.38686
2021-01-28,62.04379
2021-01-29,54.74452
2021-01-30,31.02189
2021-01-31,23.72262
2021-02-01,61.67883
2021-02-02,46.35036
2021-02-03,52.9197
2021-02-04,51.82481
2021-02-05,43.79562
2021-02-06,31.75182
2021-02-07,27.00729
2021-02-08,50.36496
2021-02-09,52.9197
2021-02-10,50.72992
2021-02-11,25.18248
2021-02-12,17.51824
2021-02-13,24.45255
2021-02-14,27.00729
2021-02-15,61.67883
2021-02-16,64.9635
2021-02-17,56.20437
2021-02-18,52.9197
2021-02-19,55.47445
2021-02-20,26.27737
2021-02-21,34.67153
2021-02-22,62.77372
2021-02-23,55.83941
2021-02-24,55.10948
2021-02-25,59.85401
2021-02-26,52.18978
2021-02-27,17.15328
2021-02-28,25.18248
2021-03-01,25.54744
2021-03-02,51.45985
2021-03-03,49.27007
2021-03-04,47.08029
2021-03-05,44.52554
2021-03-06,20.07299
2021-03-07,21.53284
2021-03-08,46.71532
2021-03-09,48.17518
2021-03-10,48.9051
2021-03-11,48.9051
2021-03-12,37.9562
2021-03-13,14.23357
2021-03-14,16.42335
2021-03-15,39.78102
2021-03-16,39.78102
2021-03-17,44.16058
2021-03-18,29.56204
2021-03-19,33.21167
2021-03-20,21.16788
2021-03-21,15.32846
2021-03-22,31.75182
2021-03-23,41.24087
2021-03-24,33.57664
2021-03-25,47.08029
2021-03-26,32.48175
2021-03-27,14.9635
2021-03-28,13.50364
2021-03-29,32.48175
2021-03-30,38.32116
2021-03-31,31.75182
2021-04-01,33.9416
2021-04-02,23.72262
2021-04-03,13.13868
2021-04-04,12.04379
2021-04-05,31.75182
2021-04-06,32.84671
2021-04-07,37.22627
2021-04-08,34.67153
2021-04-09,30.29197
2021-04-10,12.04379
2021-04-11,16.78832
2021-04-12,30.29197
2021-04-13,41.24087
2021-04-14,27.37226
2021-04-15,36.13138
2021-04-16,33.57664
2021-04-17,9.48905
2021-04-18,8.75912
2021-04-19,34.67153
2021-04-20,31.75182
2021-04-21,35.40145
2021-04-22,22.9927
2021-04-23,28.83211
2021-04-24,13.13868
2021-04-25,18.9781
2021-04-26,25.9124
2021-04-27,36.86131
2021-04-28,30.65693
2021-04-29,21.53284
2021-04-30,26.64233
2021-05-01,9.48905
2021-05-02,6.9343
2021-05-03,24.81751
2021-05-04,25.9124
2021-05-05,13.13868
2021-05-06,35.40145
2021-05-07,24.08759
2021-05-08,11.31386
2021-05-09,13.86861
2021-05-10,40.14598
2021-05-11,36.86131
2021-05-12,28.83211
2021-05-13,31.02189
2021-05-14,24.81751
2021-05-15,9.85401
2021-05-16,21.16788
2021-05-17,25.54744
2021-05-18,29.56204
2021-05-19,14.9635
2021-05-20,28.83211
2021-05-21,23.35766
2021-05-22,14.23357
2021-05-23,12.77372
2021-05-24,27.00729
2021-05-25,40.14598
2021-05-26,32.48175
2021-05-27,33.21167
2021-05-28,28.46715
2021-05-29,12.77372
2021-05-30,13.86861
2021-05-31,35.03649
2021-06-01,32.84671
2021-06-02,30.65693
2021-06-03,33.57664
2021-06-04,35.76642
2021-06-05,10.9489
2021-06-06,10.9489
2021-06-07,27.73722
2021-06-08,35.03649
2021-06-09,25.54744
2021-06-10,37.59124
2021-06-11,20.43795
2021-06-12,13.50364
2021-06-13,5.83941
2021-06-14,28.83211
2021-06-15,37.59124
2021-06-16,39.78102
2021-06-17,36.13138
2021-06-18,29.19708
2021-06-19,12.77372
2021-06-20,13.50364
2021-06-21,27.00729
2021-06-22,25.18248
2021-06-23,30.29197
2021-06-24,26.27737
2021-06-25,29.19708
2021-06-26,10.58394
2021-06-27,11.67883
2021-06-28,35.40145
2021-06-29,26.64233
2021-06-30,37.59124
2021-07-01,32.84671
2021-07-02,26.64233
2021-07-03,14.59854
2021-07-04,10.9489
2021-07-05,34.67153
2021-07-06,33.57664
2021-07-07,26.64233
2021-07-08,27.73722
2021-07-09,21.89781
2021-07-10,10.9489
2021-07-11,8.75912
2021-07-12,25.9124
2021-07-13,27.37226
2021-07-14,32.84671
2021-07-15,27.37226
2021-07-16,24.45255
2021-07-17,11.31386
2021-07-18,10.58394
2021-07-19,24.81751
2021-07-20,21.53284
2021-07-21,32.84671
2021-07-22,29.927
2021-07-23,35.03649
2021-07-24,11.31386
2021-07-25,10.58394
2021-07-26,32.11678
2021-07-27,34.67153
2021-07-28,36.86131
2021-07-29,32.11678
2021-07-30,24.81751
2021-07-31,8.75912
2021-08-01,9.48905
2021-08-02,26.64233
2021-08-03,25.9124
2021-08-04,33.9416
2021-08-05,32.48175
2021-08-06,25.18248
2021-08-07,10.9489
2021-08-08,11.31386
2021-08-09,25.54744
2021-08-10,38.68613
2021-08-11,32.48175
2021-08-12,19.70802
2021-08-13,31.38686
2021-08-14,14.59854
2021-08-15,11.67883
2021-08-16,17.88321
2021-08-17,32.48175
2021-08-18,33.9416
2021-08-19,32.48175
2021-08-20,29.56204
2021-08-21,11.67883
2021-08-22,7.66423
2021-08-23,31.02189
2021-08-24,28.46715
2021-08-25,37.22627
2021-08-26,36.49635
2021-08-27,36.49635
2021-08-28,12.40875
2021-08-29,11.67883
2021-08-30,36.13138
2021-08-31,39.05109
2021-09-01,32.11678
2021-09-02,30.29197
2021-09-03,30.29197
2021-09-04,9.48905
2021-09-05,13.13868
2021-09-06,27.37226
2021-09-07,27.73722
2021-09-08,29.927
2021-09-09,20.80291
2021-09-10,31.75182
2021-09-11,11.31386
2021-09-12,9.85401
2021-09-13,22.62773
2021-09-14,27.73722
2021-09-15,30.29197
2021-09-16,29.927
2021-09-17,25.9124
2021-09-18,12.40875
2021-09-19,11.67883
2021-09-20,7.29927
2021-09-21,7.66423
2021-09-22,14.9635
2021-09-23,40.87591
2021-09-24,38.32116
2021-09-25,14.59854
2021-09-26,17.88321
2021-09-27,32.48175
2021-09-28,31.38686
2021-09-29,34.67153
2021-09-30,30.65693
2021-10-01,28.46715
2021-10-02,16.42335
2021-10-03,13.50364
2021-10-04,14.9635
2021-10-05,35.76642
2021-10-06,27.37226
2021-10-07,28.46715
2021-10-08,31.75182
2021-10-09,10.9489
2021-10-10,9.12408
2021-10-11,12.77372
2021-10-12,30.29197
2021-10-13,38.32116
2021-10-14,36.86131
2021-10-15,34.67153
2021-10-16,22.26277
2021-10-17,14.23357
2021-10-18,32.84671
2021-10-19,35.76642
2021-10-20,35.40145
2021-10-21,31.38686
2021-10-22,29.56204
2021-10-23,9.48905
2021-10-24,13.13868
2021-10-25,35.40145
2021-10-26,42.33576
2021-10-27,27.73722
2021-10-28,34.30656
2021-10-29,31.38686
2021-10-30,13.50364
2021-10-31,11.67883
2021-11-01,38.32116
2021-11-02,42.33576
2021-11-03,41.9708
2021-11-04,31.02189
2021-11-05,33.57664
2021-11-06,11.31386
2021-11-07,17.88321
2021-11-08,32.48175
2021-11-09,38.68613
2021-11-10,34.67153
2021-11-11,35.40145
2021-11-12,38.32116
2021-11-13,16.78832
2021-11-14,18.61313
2021-11-15,46.35036
2021-11-16,49.27007
2021-11-17,36.49635
2021-11-18,35.40145
2021-11-19,39.78102
2021-11-20,17.88321
2021-11-21,13.86861
2021-11-22,33.21167
2021-11-23,37.59124
2021-11-24,39.78102
2021-11-25,44.52554
2021-11-26,36.49635
2021-11-27,15.69343
2021-11-28,18.61313
2021-11-29,38.32116
2021-11-30,44.16058
2021-12-01,36.86131
2021-12-02,39.41605
2021-12-03,32.11678
2021-12-04,13.50364
2021-12-05,23.35766
2021-12-06,37.22627
2021-12-07,57.29927
2021-12-08,40.87591
2021-12-09,46.35036
2021-12-10,43.43065
2021-12-11,19.70802
2021-12-12,28.83211
2021-12-13,52.55474
2021-12-14,40.87591
2021-12-15,54.37956
2021-12-16,47.08029
2021-12-17,33.21167
2021-12-18,16.05839
2021-12-19,20.80291
2021-12-20,56.20437
2021-12-21,54.37956
2021-12-22,55.47445
2021-12-23,56.20437
2021-12-24,53.28467
2021-12-25,17.51824
2021-12-26,40.51094
2021-12-27,82.11678
2021-12-28,100.0
2021-12-29,70.07299
2021-12-30,89.41605
2021-12-31,83.9416
2022-01-01,14.59854
2022-01-02,17.15328
2022-01-03,42.70072
2022-01-04,41.9708
2022-01-05,46.35036
2022-01-06,36.49635
2022-01-07,29.927
2022-01-08,18.61313
2022-01-09,18.61313
2022-01-10,38.32116
2022-01-11,37.9562
2022-01-12,35.03649
2022-01-13,45.25547
2022-01-14,28.46715
2022-01-15,16.05839
2022-01-16,17.15328
2022-01-17,50.36496
2022-01-18,58.02919
2022-01-19,54.37956
2022-01-20,58.75912
2022-01-21,54.74452
2022-01-22,21.89781
2022-01-23,28.46715
2022-01-24,64.59854
2022-01-25,65.32846
2022-01-26,67.51824
2022-01-27,45.9854
2022-01-28,49.63503
2022-01-29,18.61313
2022-01-30,14.59854
2022-01-31,20.80291
2022-02-01,20.80291
2022-02-02,26.64233
2022-02-03,65.32846
2022-02-04,52.55474
2022-02-05,30.29197
2022-02-06,28.46715
2022-02-07,54.01459
2022-02-08,59.12408
2022-02-09,59.85401
2022-02-10,64.59854
2022-02-11,47.08029
2022-02-12,21.16788
2022-02-13,25.54744
2022-02-14,50.72992
2022-02-15,56.56934
2022-02-16,59.12408
2022-02-17,47.44525
2022-02-18,45.62043
2022-02-19,20.07299
2022-02-20,22.26277
2022-02-21,56.20437
2022-02-22,58.75912
2022-02-23,58.39416
2022-02-24,57.29927
2022-02-25,69.34306
2022-02-26,32.48175
2022-02-27,22.62773
2022-02-28,61.31386
2022-03-01,28.10218
2022-03-02,39.41605
2022-03-03,39.05109
2022-03-04,52.55474
2022-03-05,20.43795
2022-03-06,12.04379
2022-03-07,46.35036
2022-03-08,55.10948
2022-03-09,21.53284
2022-03-10,46.71532
2022-03-11,41.9708
2022-03-12,14.9635
2022-03-13,16.42335
2022-03-14,44.52554
2022-03-15,34.67153
2022-03-16,41.24087
2022-03-17,44.52554
2022-03-18,30.29197
2022-03-19,21.89781
2022-03-20,13.86861
2022-03-21,32.48175
2022-03-22,35.40145
2022-03-23,40.14598
2022-03-24,32.48175
2022-03-25,47.08029
2022-03-26,18.9781
2022-03-27,14.9635
2022-03-28,33.21167
2022-03-29,39.41605
2022-03-30,42.33576
2022-03-31,37.59124
2022-04-01,32.11678
2022-04-02,6.9343
2022-04-03,6.9343
2022-04-04,37.9562
2022-04-05,33.57664
2022-04-06,20.07299
2022-04-07,33.9416
2022-04-08,28.46715
2022-04-09,9.12408
2022-04-10,5.47445
2022-04-11,30.29197
2022-04-12,34.67153
2022-04-13,41.60583
2022-04-14,35.76642
2022-04-15,38.32116
2022-04-16,8.75912
2022-04-17,12.77372
2022-04-18,40.14598
2022-04-19,34.67153
2022-04-20,35.40145
2022-04-21,31.02189
2022-04-22,32.48175
2022-04-23,8.39416
2022-04-24,14.9635
2022-04-25,43.06569
2022-04-26,38.68613
2022-04-27,34.67153
2022-04-28,29.56204
2022-04-29,33.21167
2022-04-30,7.66423
2022-05-01,6.20437
2022-05-02,33.9416
2022-05-03,25.54744
2022-05-04,28.10218
2022-05-05,14.59854
2022-05-06,23.72262
2022-05-07,12.40875
2022-05-08,8.39416
2022-05-09,23.35766
2022-05-10,45.62043
2022-05-11,37.9562
2022-05-12,29.56204
2022-05-13,32.84671
2022-05-14,8.75912
2022-05-15,14.59854
2022-05-16,25.9124
2022-05-17,29.927
2022-05-18,30.65693
2022-05-19,25.54744
2022-05-20,28.83211
2022-05-21,7.66423
2022-05-22,7.29927
2022-05-23,28.10218
2022-05-24,25.54744
2022-05-25,40.87591
2022-05-26,35.40145
2022-05-27,35.03649
2022-05-28,12.04379
2022-05-29,7.66423
2022-05-30,38.32116
2022-05-31,36.49635
2022-06-01,18.24817
2022-06-02,25.18248
2022-06-03,31.38686
2022-06-04,7.66423
2022-06-05,5.47445
2022-06-06,6.9343
2022-06-07,36.86131
2022-06-08,41.9708
2022-06-09,31.02189
2022-06-10,27.37226
2022-06-11,5.83941
2022-06-12,9.85401
2022-06-13,33.21167
2022-06-14,36.86131
2022-06-15,36.86131
2022-06-16,33.9416
2022-06-17,28.46715
2022-06-18,8.39416
2022-06-19,14.59854
2022-06-20,25.9124
2022-06-21,28.10218
2022-06-22,32.84671
2022-06-23,28.83211
2022-06-24,32.11678
2022-06-25,7.29927
2022-06-26,8.02919
2022-06-27,36.49635
2022-06-28,31.38686
2022-06-29,29.56204
2022-06-30,35.40145
2022-07-01,22.9927
2022-07-02,9.48905
2022-07-03,8.75912
2022-07-04,25.9124
2022-07-05,29.19708
2022-07-06,34.67153
2022-07-07,30.29197
2022-07-08,23.35766
2022-07-09,6.56934
2022-07-10,12.04379
2022-07-11,27.37226
2022-07-12,29.56204
2022-07-13,29.927
2022-07-14,28.46715
2022-07-15,27.37226
2022-07-16,7.66423
2022-07-17,10.9489
2022-07-18,28.10218
2022-07-19,27.00729
2022-07-20,23.35766
2022-07-21,31.02189
2022-07-22,32.48175
2022-07-23,8.02919
2022-07-24,10.21897
2022-07-25,42.70072
2022-07-26,33.57664
2022-07-27,29.19708
2022-07-28,24.45255
2022-07-29,24.45255
2022-07-30,8.39416
2022-07-31,7.66423
2022-08-01,27.00729
2022-08-02,27.00729
2022-08-03,21.89781
2022-08-04,28.83211
2022-08-05,32.48175
2022-08-06,8.75912
2022-08-07,12.77372
2022-08-08,22.62773
2022-08-09,34.30656
2022-08-10,26.27737
2022-08-11,32.48175
2022-08-12,24.08759
2022-08-13,14.9635
2022-08-14,12.04379
2022-08-15,13.50364
2022-08-16,33.21167
2022-08-17,33.57664
2022-08-18,30.65693
2022-08-19,27.00729
2022-08-20,9.48905
2022-08-21,8.02919
2022-08-22,26.64233
2022-08-23,32.84671
2022-08-24,34.30656
2022-08-25,33.57664
2022-08-26,30.29197
2022-08-27,9.85401
2022-08-28,8.75912
2022-08-29,27.37226
2022-08-30,30.29197
2022-08-31,34.30656
2022-09-01,33.21167
2022-09-02,26.27737
2022-09-03,10.21897
2022-09-04,8.02919
2022-09-05,28.46715
2022-09-06,27.73722
2022-09-07,29.927
2022-09-08,29.927
2022-09-09,12.04379
2022-09-10,13.50364
2022-09-11,5.47445
2022-09-12,16.05839
2022-09-13,44.52554
2022-09-14,42.33576
2022-09-15,33.9416
2022-09-16,33.9416
2022-09-17,5.10948
2022-09-18,14.23357
2022-09-19,34.67153
2022-09-20,35.76642
2022-09-21,30.65693
2022-09-22,25.54744
2022-09-23,27.37226
2022-09-24,7.29927
2022-09-25,14.9635
2022-09-26,34.67153
2022-09-27,29.927
2022-09-28,25.18248
2022-09-29,27.37226
2022-09-30,25.18248
2022-10-01,9.85401
2022-10-02,6.56934
2022-10-03,10.21897
2022-10-04,39.41605
2022-10-05,31.38686
2022-10-06,41.9708
2022-10-07,24.45255
2022-10-08,9.48905
2022-10-09,9.48905
2022-10-10,9.48905
2022-10-11,25.54744
2022-10-12,25.54744
2022-10-13,19.70802
2022-10-14,26.64233
2022-10-15,8.39416
2022-10-16,10.9489
2022-10-17,28.83211
2022-10-18,24.45255
2022-10-19,24.45255
2022-10-20,30.29197
2022-10-21,23.35766
2022-10-22,6.20437
2022-10-23,8.02919
2022-10-24,23.72262
2022-10-25,32.48175
2022-10-26,27.37226
2022-10-27,36.13138
2022-10-28,26.27737
2022-10-29,9.48905
2022-10-30,4.37956
2022-10-31,31.75182
2022-11-01,31.75182
2022-11-02,35.03649
2022-11-03,36.86131
2022-11-04,26.64233
2022-11-05,19.70802
2022-11-06,19.70802
2022-11-07,36.13138
2022-11-08,29.56204
2022-11-09,31.38686
2022-11-10,38.32116
2022-11-11,28.46715
2022-11-12,9.12408
2022-11-13,15.32846
2022-11-14,34.67153
2022-11-15,39.78102
2022-11-16,36.86131
2022-11-17,29.927
2022-11-18,31.75182
2022-11-19,12.77372
2022-11-20,17.15328
2022-11-21,36.49635
2022-11-22,34.30656
2022-11-23,39.05109
2022-11-24,34.30656
2022-11-25,33.21167
2022-11-26,10.58394
2022-11-27,14.9635
2022-11-28,36.86131
2022-11-29,46.71532
2022-11-30,42.33576
2022-12-01,44.16058
2022-12-02,36.49635
2022-12-03,12.40875
2022-12-04,13.86861
2022-12-05,38.68613
2022-12-06,46.71532
2022-12-07,53.28467
2022-12-08,40.14598
2022-12-09,44.16058
2022-12-10,20.07299
2022-12-11,19.70802
2022-12-12,46.71532
2022-12-13,55.83941
2022-12-14,46.71532
2022-12-15,32.11678
2022-12-16,57.66423
2022-12-17,18.61313
2022-12-18,27.73722
2022-12-19,52.9197
2022-12-20,64.23357
2022-12-21,56.20437
2022-12-22,53.28467
2022-12-23,54.01459
2022-12-24,20.80291
2022-12-25,20.43795
2022-12-26,71.16788
2022-12-27,86.86131
2022-12-28,60.21897
2022-12-29,69.34306
2022-12-30,75.9124
2022-12-31,20.80291
2023-01-01,16.78832
2023-01-02,38.32116
2023-01-03,42.70072
2023-01-04,35.03649
2023-01-05,37.22627
2023-01-06,32.48175
2023-01-07,10.21897
2023-01-08,8.39416
2023-01-09,37.22627
2023-01-10,32.84671
2023-01-11,27.73722
2023-01-12,29.927
2023-01-13,23.72262
2023-01-14,13.86861
2023-01-15,17.15328
2023-01-16,44.89051
2023-01-17,44.16058
2023-01-18,44.89051
2023-01-19,41.24087
2023-01-20,31.75182
2023-01-21,17.15328
2023-01-22,18.61313
2023-01-23,18.61313
2023-01-24,16.78832
2023-01-25,54.01459
2023-01-26,67.15328
2023-01-27,57.29927
2023-01-28,23.72262
2023-01-29,23.72262
2023-01-30,52.55474
2023-01-31,52.18978
2023-02-01,45.62043
2023-02-02,50.0
2023-02-03,41.24087
2023-02-04,21.89781
2023-02-05,16.42335
2023-02-06,48.9051
2023-02-07,40.87591
2023-02-08,50.72992
2023-02-09,34.30656
2023-02-10,45.25547
2023-02-11,14.23357
2023-02-12,13.50364
2023-02-13,41.24087
2023-02-14,43.06569
2023-02-15,51.45985
2023-02-16,47.08029
2023-02-17,39.41605
2023-02-18,16.05839
2023-02-19,23.35766
2023-02-20,64.59854
2023-02-21,55.10948
2023-02-22,43.79562
2023-02-23,43.43065
2023-02-24,43.06569
2023-02-25,15.69343
2023-02-26,16.05839
2023-02-27,44.16058
2023-02-28,37.9562
2023-03-01,20.07299
2023-03-02,30.29197
2023-03-03,33.9416
2023-03-04,17.51824
2023-03-05,12.40875
2023-03-06,35.03649
2023-03-07,31.75182
2023-03-08,37.59124
2023-03-09,29.19708
2023-03-10,28.83211
2023-03-11,9.85401
2023-03-12,11.67883
2023-03-13,31.75182
2023-03-14,38.32116
2023-03-15,29.19708
2023-03-16,30.65693
2023-03-17,19.70802
2023-03-18,12.04379
2023-03-19,16.05839
2023-03-20,26.27737
2023-03-21,25.54744
2023-03-22,23.72262
2023-03-23,22.9927
2023-03-24,28.83211
2023-03-25,7.66423
2023-03-26,9.48905
2023-03-27,17.88321
2023-03-28,21.16788
2023-03-29,22.62773
2023-03-30,21.53284
2023-03-31,18.24817
2023-04-01,5.83941
2023-04-02,7.66423
2023-04-03,24.45255
2023-04-04,24.08759
2023-04-05,32.84671
2023-04-06,27.37226
2023-04-07,18.61313
2023-04-08,6.20437
2023-04-09,6.56934
2023-04-10,22.62773
2023-04-11,25.18248
2023-04-12,22.9927
2023-04-13,25.9124
2023-04-14,18.9781
2023-04-15,6.20437
2023-04-16,4.01459
2023-04-17,18.61313
2023-04-18,24.08759
2023-04-19,22.62773
2023-04-20,21.89781
2023-04-21,14.23357
2023-04-22,10.9489
2023-04-23,8.39416
2023-04-24,20.07299
2023-04-25,23.72262
2023-04-26,26.27737
2023-04-27,18.24817
2023-04-28,18.24817
2023-04-29,7.29927
2023-04-30,10.21897
2023-05-01,10.21897
2023-05-02,23.35766
2023-05-03,20.07299
2023-05-04,17.88321
2023-05-05,2.18978
2023-05-06,8.39416
2023-05-07,9.12408
2023-05-08,24.81751
2023-05-09,24.45255
2023-05-10,33.21167
2023-05-11,22.26277
2023-05-12,22.9927
2023-05-13,5.47445
2023-05-14,12.40875
2023-05-15,21.16788
2023-05-16,22.26277
2023-05-17,26.64233
2023-05-18,19.70802
2023-05-19,22.9927
2023-05-20,7.29927
2023-05-21,5.83941
2023-05-22,26.64233
2023-05-23,27.37226
2023-05-24,28.83211
2023-05-25,25.9124
2023-05-26,16.05839
2023-05-27,11.67883
2023-05-28,5.83941
2023-05-29,11.67883
