date,실손보험료
2023-05-31,10.45958
2023-06-01,14.10459
2023-06-02,8.8748
2023-06-03,5.70522
2023-06-04,5.22979
2023-06-05,12.67828
2023-06-06,5.70522
2023-06-07,12.99524
2023-06-08,15.21394
2023-06-09,7.13153
2023-06-10,6.81458
2023-06-11,8.0824
2023-06-12,12.04437
2023-06-13,11.72741
2023-06-14,15.21394
2023-06-15,17.59112
2023-06-16,14.26307
2023-06-17,4.4374
2023-06-18,5.54675
2023-06-19,11.72741
2023-06-20,13.47068
2023-06-21,18.54199
2023-06-22,19.01743
2023-06-23,11.41045
2023-06-24,9.03328
2023-06-25,4.75435
2023-06-26,16.00633
2023-06-27,11.56893
2023-06-28,14.10459
2023-06-29,15.21394
2023-06-30,10.3011
2023-07-01,6.18066
2023-07-02,6.49762
2023-07-03,11.25198
2023-07-04,10.45958
2023-07-05,9.98415
2023-07-06,9.66719
2023-07-07,9.03328
2023-07-08,5.07131
2023-07-09,4.12044
2023-07-10,13.94611
2023-07-11,7.92393
2023-07-12,11.56893
2023-07-13,15.21394
2023-07-14,8.39936
2023-07-15,6.33914
2023-07-16,4.59587
2023-07-17,10.14263
2023-07-18,10.14263
2023-07-19,11.41045
2023-07-20,9.35023
2023-07-21,12.67828
2023-07-22,3.80348
2023-07-23,6.33914
2023-07-24,11.0935
2023-07-25,16.00633
2023-07-26,9.66719
2023-07-27,10.93502
2023-07-28,10.61806
2023-07-29,4.59587
2023-07-30,4.75435
2023-07-31,10.3011
2023-08-01,7.92393
2023-08-02,7.60697
2023-08-03,8.55784
2023-08-04,6.81458
2023-08-05,5.38827
2023-08-06,4.12044
2023-08-07,8.71632
2023-08-08,5.70522
2023-08-09,9.66719
2023-08-10,7.92393
2023-08-11,9.35023
2023-08-12,3.80348
2023-08-13,3.16957
2023-08-14,8.39936
2023-08-15,5.38827
2023-08-16,7.44849
2023-08-17,5.70522
2023-08-18,4.27892
2023-08-19,5.38827
2023-08-20,4.27892
2023-08-21,6.18066
2023-08-22,9.98415
2023-08-23,8.55784
2023-08-24,8.71632
2023-08-25,6.49762
2023-08-26,2.85261
2023-08-27,5.38827
2023-08-28,5.8637
2023-08-29,6.49762
2023-08-30,7.92393
2023-08-31,8.55784
2023-09-01,5.38827
2023-09-02,3.80348
2023-09-03,4.12044
2023-09-04,7.13153
2023-09-05,7.13153
2023-09-06,11.72741
2023-09-07,10.93502
2023-09-08,4.75435
2023-09-09,2.53565
2023-09-10,3.48652
2023-09-11,5.38827
2023-09-12,9.19175
2023-09-13,7.29001
2023-09-14,6.33914
2023-09-15,8.71632
2023-09-16,4.59587
2023-09-17,3.16957
2023-09-18,6.18066
2023-09-19,5.8637
2023-09-20,7.60697
2023-09-21,10.61806
2023-09-22,7.76545
2023-09-23,2.06022
2023-09-24,1.90174
2023-09-25,9.66719
2023-09-26,8.39936
2023-09-27,5.22979
2023-09-28,5.38827
2023-09-29,5.07131
2023-09-30,2.69413
2023-10-01,5.22979
2023-10-02,6.02218
2023-10-03,5.70522
2023-10-04,5.38827
2023-10-05,7.76545
2023-10-06,11.88589
2023-10-07,7.76545
2023-10-08,2.85261
2023-10-09,2.85261
2023-10-10,6.18066
2023-10-11,9.19175
2023-10-12,9.19175
2023-10-13,8.8748
2023-10-14,5.38827
2023-10-15,3.96196
2023-10-16,7.76545
2023-10-17,7.29001
2023-10-18,8.8748
2023-10-19,10.14263
2023-10-20,9.98415
2023-10-21,6.33914
2023-10-22,3.48652
2023-10-23,8.0824
2023-10-24,11.72741
2023-10-25,9.98415
2023-10-26,10.61806
2023-10-27,7.76545
2023-10-28,4.59587
2023-10-29,4.4374
2023-10-30,8.39936
2023-10-31,7.76545
2023-11-01,8.0824
2023-11-02,8.24088
2023-11-03,6.81458
2023-11-04,2.85261
2023-11-05,4.75435
2023-11-06,8.0824
2023-11-07,7.76545
2023-11-08,8.55784
2023-11-09,9.66719
2023-11-10,8.71632
2023-11-11,1.90174
2023-11-12,3.96196
2023-11-13,12.36133
2023-11-14,12.99524
2023-11-15,10.45958
2023-11-16,7.76545
2023-11-17,6.18066
2023-11-18,3.16957
2023-11-19,5.54675
2023-11-20,5.38827
2023-11-21,5.07131
2023-11-22,8.8748
2023-11-23,7.44849
2023-11-24,6.6561
2023-11-25,2.85261
2023-11-26,5.22979
2023-11-27,8.24088
2023-11-28,11.72741
2023-11-29,6.49762
2023-11-30,10.93502
2023-12-01,7.44849
2023-12-02,6.02218
2023-12-03,6.02218
2023-12-04,17.11568
2023-12-05,10.3011
2023-12-06,9.66719
2023-12-07,14.10459
2023-12-08,9.82567
2023-12-09,6.02218
2023-12-10,7.76545
2023-12-11,15.37242
2023-12-12,11.0935
2023-12-13,12.04437
2023-12-14,15.05546
2023-12-15,14.10459
2023-12-16,7.92393
2023-12-17,7.29001
2023-12-18,87.48019
2023-12-19,82.56735
2023-12-20,23.77179
2023-12-21,23.93026
2023-12-22,15.68938
2023-12-23,10.45958
2023-12-24,6.6561
2023-12-25,9.35023
2023-12-26,19.33438
2023-12-27,14.58003
2023-12-28,16.00633
2023-12-29,15.68938
2023-12-30,9.50871
2023-12-31,13.78763
2024-01-01,12.99524
2024-01-02,26.46592
2024-01-03,20.44374
2024-01-04,17.43264
2024-01-05,12.20285
2024-01-06,9.19175
2024-01-07,10.3011
2024-01-08,13.62916
2024-01-09,12.99524
2024-01-10,12.5198
2024-01-11,15.68938
2024-01-12,10.45958
2024-01-13,3.645
2024-01-14,3.48652
2024-01-15,13.62916
2024-01-16,11.72741
2024-01-17,13.94611
2024-01-18,13.94611
2024-01-19,18.70047
2024-01-20,10.61806
2024-01-21,4.59587
2024-01-22,14.26307
2024-01-23,13.94611
2024-01-24,12.5198
2024-01-25,16.00633
2024-01-26,10.61806
2024-01-27,5.38827
2024-01-28,6.49762
2024-01-29,10.14263
2024-01-30,11.56893
2024-01-31,9.35023
2024-02-01,10.3011
2024-02-02,9.19175
2024-02-03,4.4374
2024-02-04,4.59587
2024-02-05,9.82567
2024-02-06,12.83676
2024-02-07,10.77654
2024-02-08,11.25198
2024-02-09,4.91283
2024-02-10,7.92393
2024-02-11,5.38827
2024-02-12,6.33914
2024-02-13,15.05546
2024-02-14,15.21394
2024-02-15,12.20285
2024-02-16,11.25198
2024-02-17,5.70522
2024-02-18,5.07131
2024-02-19,10.3011
2024-02-20,15.21394
2024-02-21,17.43264
2024-02-22,13.3122
2024-02-23,12.67828
2024-02-24,6.18066
2024-02-25,5.54675
2024-02-26,11.41045
2024-02-27,15.5309
2024-02-28,12.20285
2024-02-29,12.83676
2024-03-01,4.91283
2024-03-02,4.59587
2024-03-03,2.85261
2024-03-04,10.3011
2024-03-05,9.66719
2024-03-06,9.19175
2024-03-07,9.19175
2024-03-08,7.44849
2024-03-09,3.96196
2024-03-10,4.27892
2024-03-11,9.19175
2024-03-12,8.8748
2024-03-13,9.66719
2024-03-14,16.48177
2024-03-15,9.50871
2024-03-16,5.22979
2024-03-17,6.6561
2024-03-18,10.3011
2024-03-19,9.19175
2024-03-20,8.71632
