date,자산
2020-03-20,37.54435
2020-03-21,23.63378
2020-03-22,26.82753
2020-03-23,38.89283
2020-03-24,40.59616
2020-03-25,41.16394
2020-03-26,42.72533
2020-03-27,40.02838
2020-03-28,23.84669
2020-03-29,25.76295
2020-03-30,41.94464
2020-03-31,44.92547
2020-04-01,45.06742
2020-04-02,42.37047
2020-04-03,38.32505
2020-04-04,24.55642
2020-04-05,24.84031
2020-04-06,35.69907
2020-04-07,32.57629
2020-04-08,34.13768
2020-04-09,42.51242
2020-04-10,34.20865
2020-04-11,24.13058
2020-04-12,26.11781
2020-04-13,39.46061
2020-04-14,37.89921
2020-04-15,23.70475
2020-04-16,36.4088
2020-04-17,34.3506
2020-04-18,22.07239
2020-04-19,26.54364
2020-04-20,41.09297
2020-04-21,44.71256
2020-04-22,43.78992
2020-04-23,41.5188
2020-04-24,37.40241
2020-04-25,22.35628
2020-04-26,24.62739
2020-04-27,36.33782
2020-04-28,38.11213
2020-04-29,36.4088
2020-04-30,21.85947
2020-05-01,22.78211
2020-05-02,18.02696
2020-05-03,19.87224
2020-05-04,31.72462
2020-05-05,25.26614
2020-05-06,36.62171
2020-05-07,38.46699
2020-05-08,32.50532
2020-05-09,21.0078
2020-05-10,21.93044
2020-05-11,34.06671
2020-05-12,34.13768
2020-05-13,33.14407
2020-05-14,31.51171
2020-05-15,33.21504
2020-05-16,20.79488
2020-05-17,20.36905
2020-05-18,32.71823
2020-05-19,37.75727
2020-05-20,33.71185
2020-05-21,31.36976
2020-05-22,29.80837
2020-05-23,18.38183
2020-05-24,19.94322
2020-05-25,31.65365
2020-05-26,34.27963
2020-05-27,35.77004
2020-05-28,34.20865
2020-05-29,30.51809
2020-05-30,22.99503
2020-05-31,24.98225
2020-06-01,32.71823
2020-06-02,33.71185
2020-06-03,34.42157
2020-06-04,35.91199
2020-06-05,29.66643
2020-06-06,18.16891
2020-06-07,22.49822
2020-06-08,31.51171
2020-06-09,35.27324
2020-06-10,33.5699
2020-06-11,30.73101
2020-06-12,36.9056
2020-06-13,21.71753
2020-06-14,23.13697
2020-06-15,34.06671
2020-06-16,34.77643
2020-06-17,32.07948
2020-06-18,35.6281
2020-06-19,31.15684
2020-06-20,20.01419
2020-06-21,21.7885
2020-06-22,39.17672
2020-06-23,35.20227
2020-06-24,36.12491
2020-06-25,39.17672
2020-06-26,31.15684
2020-06-27,19.02058
2020-06-28,21.36266
2020-06-29,30.73101
2020-06-30,31.58268
2020-07-01,38.25408
2020-07-02,33.5699
2020-07-03,28.88573
2020-07-04,17.74308
2020-07-05,20.93683
2020-07-06,31.0149
2020-07-07,28.81476
2020-07-08,33.00212
2020-07-09,28.60184
2020-07-10,24.20156
2020-07-11,17.60113
2020-07-12,20.08516
2020-07-13,29.66643
2020-07-14,30.02129
2020-07-15,25.76295
2020-07-16,28.24698
2020-07-17,29.31156
2020-07-18,17.74308
2020-07-19,20.72391
2020-07-20,27.25337
2020-07-21,31.22782
2020-07-22,31.36976
2020-07-23,30.51809
2020-07-24,27.04045
2020-07-25,16.96238
2020-07-26,20.01419
2020-07-27,27.96309
2020-07-28,31.44073
2020-07-29,27.60823
2020-07-30,25.621
2020-07-31,24.3435
2020-08-01,17.03335
2020-08-02,17.60113
2020-08-03,23.98864
2020-08-04,28.4599
2020-08-05,30.44712
2020-08-06,25.90489
2020-08-07,25.55003
2020-08-08,17.74308
2020-08-09,16.3946
2020-08-10,26.54364
2020-08-11,25.19517
2020-08-12,28.10503
2020-08-13,26.4017
2020-08-14,22.71114
2020-08-15,15.61391
2020-08-16,17.03335
2020-08-17,20.29808
2020-08-18,26.4017
2020-08-19,26.04684
2020-08-20,26.75656
2020-08-21,24.20156
2020-08-22,15.54293
2020-08-23,17.24627
2020-08-24,27.75017
2020-08-25,27.96309
2020-08-26,27.89212
2020-08-27,30.80198
2020-08-28,27.04045
2020-08-29,17.03335
2020-08-30,20.93683
2020-08-31,27.04045
2020-09-01,34.13768
2020-09-02,36.55074
2020-09-03,39.95741
2020-09-04,36.26685
2020-09-05,22.42725
2020-09-06,26.11781
2020-09-07,36.97657
2020-09-08,38.67991
2020-09-09,38.60894
2020-09-10,39.74449
2020-09-11,37.18949
2020-09-12,25.1242
2020-09-13,24.55642
2020-09-14,37.97019
2020-09-15,36.62171
2020-09-16,40.66713
2020-09-17,36.83463
2020-09-18,32.22143
2020-09-19,21.07877
2020-09-20,23.56281
2020-09-21,31.86657
2020-09-22,33.35699
2020-09-23,33.99574
2020-09-24,33.14407
2020-09-25,27.53726
2020-09-26,23.91767
2020-09-27,22.42725
2020-09-28,33.42796
2020-09-29,30.44712
2020-09-30,14.83321
2020-10-01,16.32363
2020-10-02,16.18168
2020-10-03,20.01419
2020-10-04,26.54364
2020-10-05,34.20865
2020-10-06,36.76366
2020-10-07,33.64088
2020-10-08,32.57629
2020-10-09,20.36905
2020-10-10,20.58197
2020-10-11,24.98225
2020-10-12,31.65365
2020-10-13,33.71185
2020-10-14,36.83463
2020-10-15,35.77004
2020-10-16,28.53087
2020-10-17,20.86586
2020-10-18,23.56281
2020-10-19,34.20865
2020-10-20,37.40241
2020-10-21,40.38325
2020-10-22,35.27324
2020-10-23,30.80198
2020-10-24,18.87863
2020-10-25,23.13697
2020-10-26,32.07948
2020-10-27,32.50532
2020-10-28,37.04755
2020-10-29,32.64726
2020-10-30,28.31795
2020-10-31,22.21433
2020-11-01,19.37544
2020-11-02,31.08587
2020-11-03,31.36976
2020-11-04,28.24698
2020-11-05,29.59545
2020-11-06,26.68559
2020-11-07,21.29169
2020-11-08,19.09155
2020-11-09,30.73101
2020-11-10,33.14407
2020-11-11,30.66004
2020-11-12,32.71823
2020-11-13,29.80837
2020-11-14,18.59474
2020-11-15,20.29808
2020-11-16,32.07948
2020-11-17,35.6281
2020-11-18,32.43435
2020-11-19,30.51809
2020-11-20,28.53087
2020-11-21,20.08516
2020-11-22,20.65294
2020-11-23,30.58907
2020-11-24,31.65365
2020-11-25,33.14407
2020-11-26,30.30518
2020-11-27,29.09865
2020-11-28,22.14336
2020-11-29,23.98864
2020-11-30,33.14407
2020-12-01,37.26046
2020-12-02,36.97657
2020-12-03,32.15046
2020-12-04,27.11142
2020-12-05,21.85947
2020-12-06,34.49254
2020-12-07,36.76366
2020-12-08,36.62171
2020-12-09,37.61533
2020-12-10,37.47338
2020-12-11,32.36337
2020-12-12,23.34989
2020-12-13,24.41447
2020-12-14,39.24769
2020-12-15,34.91838
2020-12-16,35.98296
2020-12-17,40.45422
2020-12-18,31.79559
2020-12-19,21.93044
2020-12-20,23.066
2020-12-21,31.79559
2020-12-22,35.13129
2020-12-23,31.0149
2020-12-24,25.47906
2020-12-25,17.45919
2020-12-26,17.31724
2020-12-27,23.066
2020-12-28,30.94393
2020-12-29,33.42796
2020-12-30,34.49254
2020-12-31,31.22782
2021-01-01,28.88573
2021-01-02,28.53087
2021-01-03,28.67281
2021-01-04,34.06671
2021-01-05,38.11213
2021-01-06,36.19588
2021-01-07,35.91199
2021-01-08,38.32505
2021-01-09,28.24698
2021-01-10,29.66643
2021-01-11,40.09936
2021-01-12,35.34421
2021-01-13,40.59616
2021-01-14,37.61533
2021-01-15,36.69268
2021-01-16,26.18878
2021-01-17,24.55642
2021-01-18,34.77643
2021-01-19,34.91838
2021-01-20,33.14407
2021-01-21,33.00212
2021-01-22,29.80837
2021-01-23,23.42086
2021-01-24,24.41447
2021-01-25,34.06671
2021-01-26,33.42796
2021-01-27,36.26685
2021-01-28,32.78921
2021-01-29,29.24059
2021-01-30,19.94322
2021-01-31,26.18878
2021-02-01,32.36337
2021-02-02,33.64088
2021-02-03,31.36976
2021-02-04,32.43435
2021-02-05,28.17601
2021-02-06,23.066
2021-02-07,21.64655
2021-02-08,28.9567
2021-02-09,33.14407
2021-02-10,26.61462
2021-02-11,20.58197
2021-02-12,19.87224
2021-02-13,19.30447
2021-02-14,24.84031
2021-02-15,35.48616
2021-02-16,48.68701
2021-02-17,46.20298
2021-02-18,40.02838
2021-02-19,35.06032
2021-02-20,29.02767
2021-02-21,31.58268
2021-02-22,36.97657
2021-02-23,34.77643
2021-02-24,33.49893
2021-02-25,42.15755
2021-02-26,30.37615
2021-02-27,21.36266
2021-02-28,20.44002
2021-03-01,27.53726
2021-03-02,35.34421
2021-03-03,36.19588
2021-03-04,37.26046
2021-03-05,33.92476
2021-03-06,24.48545
2021-03-07,27.32434
2021-03-08,38.67991
2021-03-09,39.31866
2021-03-10,39.46061
2021-03-11,39.95741
2021-03-12,37.82824
2021-03-13,27.32434
2021-03-14,25.97586
2021-03-15,40.02838
2021-03-16,42.72533
2021-03-17,43.78992
2021-03-18,45.6352
2021-03-19,34.06671
2021-03-20,28.9567
2021-03-21,31.22782
2021-03-22,42.01561
2021-03-23,45.20936
2021-03-24,43.71894
2021-03-25,46.27395
2021-03-26,37.11852
2021-03-27,25.47906
2021-03-28,30.30518
2021-03-29,40.38325
2021-03-30,43.78992
2021-03-31,45.42228
2021-04-01,42.72533
2021-04-02,41.09297
2021-04-03,39.24769
2021-04-04,37.04755
2021-04-05,47.48048
2021-04-06,42.51242
2021-04-07,44.3577
2021-04-08,40.52519
2021-04-09,38.89283
2021-04-10,30.16323
2021-04-11,30.58907
2021-04-12,43.577
2021-04-13,43.00922
2021-04-14,40.09936
2021-04-15,39.88644
2021-04-16,41.5188
2021-04-17,28.88573
2021-04-18,31.22782
2021-04-19,42.51242
2021-04-20,49.60965
2021-04-21,44.00283
2021-04-22,39.95741
2021-04-23,40.17033
2021-04-24,28.9567
2021-04-25,30.87295
2021-04-26,41.5188
2021-04-27,43.78992
2021-04-28,42.01561
2021-04-29,40.2413
2021-04-30,37.97019
2021-05-01,34.42157
2021-05-02,37.54435
2021-05-03,82.5408
2021-05-04,72.74662
2021-05-05,39.67352
2021-05-06,41.80269
2021-05-07,41.16394
2021-05-08,34.20865
2021-05-09,34.13768
2021-05-10,43.86089
2021-05-11,41.87366
2021-05-12,44.28672
2021-05-13,39.74449
2021-05-14,40.66713
2021-05-15,30.58907
2021-05-16,32.43435
2021-05-17,40.02838
2021-05-18,37.97019
2021-05-19,32.78921
2021-05-20,42.01561
2021-05-21,36.9056
2021-05-22,30.73101
2021-05-23,29.7374
2021-05-24,36.33782
2021-05-25,42.08658
2021-05-26,39.38963
2021-05-27,44.57061
2021-05-28,41.80269
2021-05-29,26.82753
2021-05-30,30.44712
2021-05-31,41.94464
2021-06-01,41.022
2021-06-02,39.03477
2021-06-03,42.72533
2021-06-04,37.97019
2021-06-05,27.18239
2021-06-06,31.65365
2021-06-07,40.02838
2021-06-08,42.51242
2021-06-09,40.95102
2021-06-10,38.82185
2021-06-11,35.48616
2021-06-12,28.24698
2021-06-13,28.10503
2021-06-14,43.78992
2021-06-15,39.67352
2021-06-16,37.26046
2021-06-17,35.77004
2021-06-18,35.06032
2021-06-19,24.20156
2021-06-20,24.27253
2021-06-21,35.27324
2021-06-22,35.91199
2021-06-23,45.77714
2021-06-24,36.26685
2021-06-25,33.49893
2021-06-26,26.54364
2021-06-27,25.90489
2021-06-28,35.34421
2021-06-29,35.27324
2021-06-30,33.35699
2021-07-01,36.97657
2021-07-02,32.00851
2021-07-03,24.3435
2021-07-04,28.31795
2021-07-05,37.82824
2021-07-06,39.38963
2021-07-07,34.91838
2021-07-08,34.49254
2021-07-09,26.61462
2021-07-10,23.42086
2021-07-11,25.47906
2021-07-12,37.75727
2021-07-13,39.46061
2021-07-14,35.20227
2021-07-15,34.77643
2021-07-16,30.44712
2021-07-17,22.64017
2021-07-18,22.21433
2021-07-19,34.91838
2021-07-20,33.64088
2021-07-21,34.91838
2021-07-22,36.62171
2021-07-23,33.21504
2021-07-24,24.41447
2021-07-25,26.25975
2021-07-26,31.58268
2021-07-27,30.2342
2021-07-28,32.78921
2021-07-29,32.15046
2021-07-30,27.18239
2021-07-31,22.07239
2021-08-01,20.29808
2021-08-02,28.24698
2021-08-03,30.80198
2021-08-04,31.72462
2021-08-05,30.16323
2021-08-06,28.4599
2021-08-07,23.77572
2021-08-08,22.14336
2021-08-09,29.02767
2021-08-10,31.36976
2021-08-11,32.50532
2021-08-12,30.02129
2021-08-13,28.81476
2021-08-14,20.65294
2021-08-15,19.37544
2021-08-16,26.4017
2021-08-17,32.71823
2021-08-18,33.99574
2021-08-19,37.11852
2021-08-20,32.43435
2021-08-21,21.85947
2021-08-22,25.83392
2021-08-23,33.99574
2021-08-24,38.25408
2021-08-25,38.67991
2021-08-26,37.11852
2021-08-27,33.0731
2021-08-28,22.85308
2021-08-29,25.69198
2021-08-30,34.77643
2021-08-31,36.9056
2021-09-01,37.40241
2021-09-02,35.77004
2021-09-03,37.40241
2021-09-04,24.62739
2021-09-05,27.75017
2021-09-06,38.39602
2021-09-07,40.73811
2021-09-08,40.17033
2021-09-09,42.86728
2021-09-10,35.06032
2021-09-11,26.8985
2021-09-12,25.90489
2021-09-13,36.76366
2021-09-14,38.1831
2021-09-15,40.80908
2021-09-16,36.62171
2021-09-17,29.59545
2021-09-18,18.38183
2021-09-19,19.7303
2021-09-20,19.7303
2021-09-21,22.42725
2021-09-22,51.24201
2021-09-23,100.0
2021-09-24,38.67991
2021-09-25,29.09865
2021-09-26,30.44712
2021-09-27,36.19588
2021-09-28,44.78353
2021-09-29,40.09936
2021-09-30,36.69268
2021-10-01,30.44712
2021-10-02,23.91767
2021-10-03,25.1242
2021-10-04,26.11781
2021-10-05,36.97657
2021-10-06,37.11852
2021-10-07,34.27963
2021-10-08,29.16962
2021-10-09,23.77572
2021-10-10,24.20156
2021-10-11,53.93896
2021-10-12,50.17743
2021-10-13,41.09297
2021-10-14,38.11213
2021-10-15,35.20227
2021-10-16,26.25975
2021-10-17,29.66643
2021-10-18,34.98935
2021-10-19,38.82185
2021-10-20,37.82824
2021-10-21,35.6281
2021-10-22,34.56352
2021-10-23,22.78211
2021-10-24,27.32434
2021-10-25,33.71185
2021-10-26,36.9056
2021-10-27,34.56352
2021-10-28,33.0731
2021-10-29,28.60184
2021-10-30,22.21433
2021-10-31,30.66004
2021-11-01,32.43435
2021-11-02,41.5188
2021-11-03,36.76366
2021-11-04,52.66146
2021-11-05,33.21504
2021-11-06,19.65933
2021-11-07,24.62739
2021-11-08,33.78282
2021-11-09,36.76366
2021-11-10,32.93115
2021-11-11,34.49254
2021-11-12,32.86018
2021-11-13,27.04045
2021-11-14,34.8474
2021-11-15,37.75727
2021-11-16,37.40241
2021-11-17,35.41518
2021-11-18,32.15046
2021-11-19,37.47338
2021-11-20,23.56281
2021-11-21,24.48545
2021-11-22,33.5699
2021-11-23,34.13768
2021-11-24,35.13129
2021-11-25,35.41518
2021-11-26,55.35841
2021-11-27,35.84102
2021-11-28,26.82753
2021-11-29,33.14407
2021-11-30,43.78992
2021-12-01,30.02129
2021-12-02,33.0731
2021-12-03,30.51809
2021-12-04,23.27892
2021-12-05,31.51171
2021-12-06,38.04116
2021-12-07,32.57629
2021-12-08,35.13129
2021-12-09,36.55074
2021-12-10,32.93115
2021-12-11,21.29169
2021-12-12,39.53158
2021-12-13,30.44712
2021-12-14,33.85379
2021-12-15,32.43435
2021-12-16,45.91909
2021-12-17,48.61603
2021-12-18,23.49183
2021-12-19,24.13058
2021-12-20,33.28601
2021-12-21,33.5699
2021-12-22,31.79559
2021-12-23,30.87295
2021-12-24,25.90489
2021-12-25,18.59474
2021-12-26,22.42725
2021-12-27,26.68559
2021-12-28,32.07948
2021-12-29,32.64726
2021-12-30,29.38254
2021-12-31,25.90489
2022-01-01,22.21433
2022-01-02,38.75088
2022-01-03,37.40241
2022-01-04,36.12491
2022-01-05,36.97657
2022-01-06,37.6863
2022-01-07,32.86018
2022-01-08,23.49183
2022-01-09,26.33073
2022-01-10,38.11213
2022-01-11,35.55713
2022-01-12,34.63449
2022-01-13,35.69907
2022-01-14,32.64726
2022-01-15,22.92405
2022-01-16,23.91767
2022-01-17,35.27324
2022-01-18,34.70546
2022-01-19,34.91838
2022-01-20,35.27324
2022-01-21,30.37615
2022-01-22,21.14975
2022-01-23,23.42086
2022-01-24,32.71823
2022-01-25,34.42157
2022-01-26,31.51171
2022-01-27,35.06032
2022-01-28,28.67281
2022-01-29,34.42157
2022-01-30,19.37544
2022-01-31,19.30447
2022-02-01,22.71114
2022-02-02,25.90489
2022-02-03,36.26685
2022-02-04,34.98935
2022-02-05,28.53087
2022-02-06,28.60184
2022-02-07,37.97019
2022-02-08,36.55074
2022-02-09,33.99574
2022-02-10,28.81476
2022-02-11,30.02129
2022-02-12,19.94322
2022-02-13,20.15613
2022-02-14,31.93754
2022-02-15,31.0149
2022-02-16,33.92476
2022-02-17,29.80837
2022-02-18,30.66004
2022-02-19,19.44641
2022-02-20,20.44002
2022-02-21,30.30518
2022-02-22,32.07948
2022-02-23,32.71823
2022-02-24,34.56352
2022-02-25,29.02767
2022-02-26,22.42725
2022-02-27,20.65294
2022-02-28,35.69907
2022-03-01,26.04684
2022-03-02,41.37686
2022-03-03,35.41518
2022-03-04,34.06671
2022-03-05,23.70475
2022-03-06,26.04684
2022-03-07,35.48616
2022-03-08,31.79559
2022-03-09,21.29169
2022-03-10,35.6281
2022-03-11,32.43435
2022-03-12,22.99503
2022-03-13,24.62739
2022-03-14,33.0731
2022-03-15,38.32505
2022-03-16,39.38963
2022-03-17,38.39602
2022-03-18,36.19588
2022-03-19,24.84031
2022-03-20,24.98225
2022-03-21,38.1831
2022-03-22,38.75088
2022-03-23,39.81547
2022-03-24,38.46699
2022-03-25,33.5699
2022-03-26,30.80198
2022-03-27,22.85308
2022-03-28,43.93186
2022-03-29,39.88644
2022-03-30,36.19588
2022-03-31,38.60894
2022-04-01,28.53087
2022-04-02,23.91767
2022-04-03,22.71114
2022-04-04,35.69907
