date,비과세종합저축
2023-05-26,4.13961
2023-05-27,3.02353
2023-05-28,2.94237
2023-05-29,4.03814
2023-05-30,4.70779
2023-05-31,5.88474
2023-06-01,5.49918
2023-06-02,4.1599
2023-06-03,3.18587
2023-06-04,2.5974
2023-06-05,4.22077
2023-06-06,3.91639
2023-06-07,4.30194
2023-06-08,4.22077
2023-06-09,4.99188
2023-06-10,3.22646
2023-06-11,3.18587
2023-06-12,5.07305
2023-06-13,4.80925
2023-06-14,4.62662
2023-06-15,5.11363
2023-06-16,3.81493
2023-06-17,2.75974
2023-06-18,2.78003
2023-06-19,3.95698
2023-06-20,3.83522
2023-06-21,4.05844
2023-06-22,4.26136
2023-06-23,4.38311
2023-06-24,1.90746
2023-06-25,2.41477
2023-06-26,4.70779
2023-06-27,4.18019
2023-06-28,4.60633
2023-06-29,3.87581
2023-06-30,3.53084
2023-07-01,2.78003
2023-07-02,3.20616
2023-07-03,4.50487
2023-07-04,4.4237
2023-07-05,5.09334
2023-07-06,5.01217
2023-07-07,4.4034
2023-07-08,2.25243
2023-07-09,2.37418
2023-07-10,15.30032
2023-07-11,8.42126
2023-07-12,6.14853
2023-07-13,5.21509
2023-07-14,5.05275
2023-07-15,2.69886
2023-07-16,1.78571
2023-07-17,5.49918
2023-07-18,4.84983
2023-07-19,4.76866
2023-07-20,4.6672
2023-07-21,5.11363
2023-07-22,2.39448
2023-07-23,2.61769
2023-07-24,3.81493
2023-07-25,5.1948
2023-07-26,4.01785
2023-07-27,3.73376
2023-07-28,3.67288
2023-07-29,2.25243
2023-07-30,2.21185
2023-07-31,4.60633
2023-08-01,4.01785
2023-08-02,4.28165
2023-08-03,3.3685
2023-08-04,3.34821
2023-08-05,2.71915
2023-08-06,2.69886
2023-08-07,8.80681
2023-08-08,5.53977
2023-08-09,6.79788
2023-08-10,6.71672
2023-08-11,5.1948
2023-08-12,3.53084
2023-08-13,3.16558
2023-08-14,6.61525
2023-08-15,4.22077
2023-08-16,5.68181
2023-08-17,5.56006
2023-08-18,6.02678
2023-08-19,2.90178
2023-08-20,2.96266
2023-08-21,4.95129
2023-08-22,4.6875
2023-08-23,4.44399
2023-08-24,4.58603
2023-08-25,5.51948
2023-08-26,3.85551
2023-08-27,2.37418
2023-08-28,5.43831
2023-08-29,4.87012
2023-08-30,5.13392
2023-08-31,5.41801
2023-09-01,4.30194
2023-09-02,2.8409
2023-09-03,3.22646
2023-09-04,6.43262
2023-09-05,5.21509
2023-09-06,4.60633
2023-09-07,4.60633
2023-09-08,5.15422
2023-09-09,3.08441
2023-09-10,3.53084
2023-09-11,4.87012
2023-09-12,4.30194
2023-09-13,3.81493
2023-09-14,4.56574
2023-09-15,4.20048
2023-09-16,3.125
2023-09-17,3.87581
2023-09-18,4.64691
2023-09-19,4.6875
2023-09-20,4.24107
2023-09-21,3.93668
2023-09-22,3.08441
2023-09-23,2.82061
2023-09-24,2.37418
2023-09-25,4.84983
2023-09-26,4.4034
2023-09-27,4.28165
2023-09-28,2.35389
2023-09-29,1.86688
2023-09-30,2.92207
2023-10-01,4.97159
2023-10-02,7.5487
2023-10-03,4.01785
2023-10-04,6.29058
2023-10-05,5.94561
2023-10-06,5.03246
2023-10-07,2.92207
2023-10-08,2.45535
2023-10-09,3.08441
2023-10-10,7.0211
2023-10-11,6.33116
2023-10-12,5.51948
2023-10-13,5.01217
2023-10-14,2.92207
2023-10-15,3.18587
2023-10-16,6.12824
2023-10-17,6.27029
2023-10-18,5.9659
2023-10-19,5.25568
2023-10-20,5.60064
2023-10-21,3.3685
2023-10-22,3.49025
2023-10-23,5.82386
2023-10-24,7.04139
2023-10-25,7.69074
2023-10-26,6.41233
2023-10-27,6.20941
2023-10-28,4.20048
2023-10-29,4.70779
2023-10-30,6.65584
2023-10-31,6.98051
2023-11-01,7.26461
2023-11-02,6.39204
2023-11-03,5.86444
2023-11-04,3.79464
2023-11-05,3.77435
2023-11-06,6.25
2023-11-07,5.80357
2023-11-08,5.7224
2023-11-09,4.50487
2023-11-10,5.15422
2023-11-11,2.96266
2023-11-12,3.08441
2023-11-13,5.82386
2023-11-14,5.9862
2023-11-15,6.4935
2023-11-16,5.43831
2023-11-17,4.97159
2023-11-18,3.42938
2023-11-19,4.72808
2023-11-20,6.04707
2023-11-21,6.65584
2023-11-22,6.47321
2023-11-23,5.60064
2023-11-24,5.60064
2023-11-25,3.65259
2023-11-26,3.79464
2023-11-27,6.45292
2023-11-28,6.53409
2023-11-29,5.84415
2023-11-30,5.1948
2023-12-01,6.25
2023-12-02,3.18587
2023-12-03,3.85551
2023-12-04,7.7922
2023-12-05,6.51379
2023-12-06,5.84415
2023-12-07,5.1948
2023-12-08,4.97159
2023-12-09,3.46996
2023-12-10,4.46428
2023-12-11,6.12824
2023-12-12,6.39204
2023-12-13,6.27029
2023-12-14,5.88474
2023-12-15,5.29626
2023-12-16,3.22646
2023-12-17,3.32792
2023-12-18,5.68181
2023-12-19,6.83847
2023-12-20,6.31087
2023-12-21,5.37743
2023-12-22,5.23538
2023-12-23,3.83522
2023-12-24,3.40909
2023-12-25,4.20048
2023-12-26,7.42694
2023-12-27,7.14285
2023-12-28,6.06737
2023-12-29,6.69642
2023-12-30,3.57142
2023-12-31,3.65259
2024-01-01,4.70779
2024-01-02,8.09659
2024-01-03,7.56899
2024-01-04,7.14285
2024-01-05,6.31087
2024-01-06,5.09334
2024-01-07,4.38311
2024-01-08,6.39204
2024-01-09,6.29058
2024-01-10,6.65584
2024-01-11,6.02678
2024-01-12,4.97159
2024-01-13,3.83522
2024-01-14,4.56574
2024-01-15,6.41233
2024-01-16,7.0211
2024-01-17,7.44724
2024-01-18,7.10227
2024-01-19,6.57467
2024-01-20,4.78896
2024-01-21,4.78896
2024-01-22,6.83847
2024-01-23,5.53977
2024-01-24,5.62094
2024-01-25,8.38068
2024-01-26,6.83847
2024-01-27,4.38311
2024-01-28,4.6875
2024-01-29,8.38068
2024-01-30,8.5836
2024-01-31,7.44724
2024-02-01,7.36607
2024-02-02,6.55438
2024-02-03,3.75405
2024-02-04,3.87581
2024-02-05,7.04139
2024-02-06,6.43262
2024-02-07,5.62094
2024-02-08,5.80357
2024-02-09,4.05844
2024-02-10,3.22646
2024-02-11,4.89042
2024-02-12,4.60633
2024-02-13,8.3198
2024-02-14,7.26461
2024-02-15,6.25
2024-02-16,5.9862
2024-02-17,2.82061
2024-02-18,4.30194
2024-02-19,5.64123
2024-02-20,7.65016
2024-02-21,9.49675
2024-02-22,9.74025
2024-02-23,10.10551
2024-02-24,6.65584
2024-02-25,6.93993
2024-02-26,13.10876
2024-02-27,8.92857
2024-02-28,9.55762
2024-02-29,8.64448
2024-03-01,5.51948
2024-03-02,4.80925
2024-03-03,4.95129
2024-03-04,10.71428
2024-03-05,8.86769
2024-03-06,7.77191
2024-03-07,6.79788
2024-03-08,6.2297
2024-03-09,4.13961
2024-03-10,4.50487
2024-03-11,5.84415
2024-03-12,5.68181
2024-03-13,5.76298
2024-03-14,4.80925
2024-03-15,5.29626
2024-03-16,3.28733
2024-03-17,3.55113
2024-03-18,6.63555
2024-03-19,5.49918
2024-03-20,5.62094
