date,인테리어액자
2020-08-08,49.40747
2020-08-09,63.90154
2020-08-10,64.53965
2020-08-11,59.79945
2020-08-12,56.97356
2020-08-13,52.23336
2020-08-14,47.402
2020-08-15,50.50136
2020-08-16,58.52324
2020-08-17,66.45396
2020-08-18,59.16134
2020-08-19,62.26071
2020-08-20,63.90154
2020-08-21,56.70009
2020-08-22,58.34092
2020-08-23,75.8432
2020-08-24,62.26071
2020-08-25,67.09206
2020-08-26,64.26618
2020-08-27,67.36554
2020-08-28,62.53418
2020-08-29,68.45943
2020-08-30,78.2133
2020-08-31,70.55606
2020-09-01,74.47584
2020-09-02,77.66636
2020-09-03,65.26891
2020-09-04,67.63901
2020-09-05,73.56426
2020-09-06,86.69097
2020-09-07,84.13855
2020-09-08,77.30173
2020-09-09,72.65268
2020-09-10,63.53691
2020-09-11,67.09206
2020-09-12,65.45123
2020-09-13,82.86235
2020-09-14,71.46763
2020-09-15,62.71649
2020-09-16,58.88787
2020-09-17,61.89608
2020-09-18,57.52051
2020-09-19,55.42388
2020-09-20,60.43755
2020-09-21,62.26071
2020-09-22,55.05925
2020-09-23,52.50683
2020-09-24,50.13673
2020-09-25,41.75022
2020-09-26,52.87146
2020-09-27,63.26344
2020-09-28,48.95168
2020-09-29,37.83044
2020-09-30,40.9298
2020-10-01,42.84412
2020-10-02,45.30537
2020-10-03,54.5123
2020-10-04,67.36554
2020-10-05,52.68915
2020-10-06,51.32178
2020-10-07,48.13126
2020-10-08,47.12853
2020-10-09,54.23883
2020-10-10,53.78304
2020-10-11,65.45123
2020-10-12,54.23883
2020-10-13,54.5123
2020-10-14,49.58979
2020-10-15,45.85232
2020-10-16,50.68368
2020-10-17,46.03463
2020-10-18,52.68915
2020-10-19,56.8824
2020-10-20,53.8742
2020-10-21,56.51777
2020-10-22,54.32999
2020-10-23,52.41567
2020-10-24,46.7639
2020-10-25,56.97356
2020-10-26,56.79124
2020-10-27,54.69462
2020-10-28,56.2443
2020-10-29,47.76663
2020-10-30,46.58158
2020-10-31,46.39927
2020-11-01,57.79398
2020-11-02,53.41841
2020-11-03,52.68915
2020-11-04,49.86326
2020-11-05,45.12306
2020-11-06,49.22515
2020-11-07,42.47948
2020-11-08,56.15314
2020-11-09,54.60346
2020-11-10,55.87967
2020-11-11,51.23062
2020-11-12,54.32999
2020-11-13,47.76663
2020-11-14,45.67
2020-11-15,59.98176
2020-11-16,55.24156
2020-11-17,52.41567
2020-11-18,57.33819
2020-11-19,58.88787
2020-11-20,50.68368
2020-11-21,49.40747
2020-11-22,68.36827
2020-11-23,54.60346
2020-11-24,52.96262
2020-11-25,64.44849
2020-11-26,55.24156
2020-11-27,46.67274
2020-11-28,52.41567
2020-11-29,72.10574
2020-11-30,60.34639
2020-12-01,61.6226
2020-12-02,61.07566
2020-12-03,67.91248
2020-12-04,57.15587
2020-12-05,68.91522
2020-12-06,81.40382
2020-12-07,68.0948
2020-12-08,65.90701
2020-12-09,66.54512
2020-12-10,65.26891
2020-12-11,56.60893
2020-12-12,61.80492
2020-12-13,67.18322
2020-12-14,65.36007
2020-12-15,65.36007
2020-12-16,57.42935
2020-12-17,63.53691
2020-12-18,49.68094
2020-12-19,61.71376
2020-12-20,80.94804
2020-12-21,65.81586
2020-12-22,63.17228
2020-12-23,57.79398
2020-12-24,47.76663
2020-12-25,62.80765
2020-12-26,70.37374
2020-12-27,84.50319
2020-12-28,72.01458
2020-12-29,62.07839
2020-12-30,62.89881
2020-12-31,54.69462
2021-01-01,65.7247
2021-01-02,68.0948
2021-01-03,74.11121
2021-01-04,71.74111
2021-01-05,60.43755
2021-01-06,62.71649
2021-01-07,63.9927
2021-01-08,63.9927
2021-01-09,68.27711
2021-01-10,78.66909
2021-01-11,69.18869
2021-01-12,56.60893
2021-01-13,69.18869
2021-01-14,61.98723
2021-01-15,66.18049
2021-01-16,56.15314
2021-01-17,75.93436
2021-01-18,71.28532
2021-01-19,62.26071
2021-01-20,67.82133
2021-01-21,65.08659
2021-01-22,58.34092
2021-01-23,72.835
2021-01-24,78.2133
2021-01-25,61.80492
2021-01-26,60.43755
2021-01-27,64.17502
2021-01-28,68.82406
2021-01-29,55.05925
2021-01-30,70.00911
2021-01-31,78.03099
2021-02-01,68.55059
2021-02-02,62.35186
2021-02-03,60.9845
2021-02-04,61.89608
2021-02-05,56.06198
2021-02-06,63.53691
2021-02-07,71.64995
2021-02-08,64.72196
2021-02-09,54.42114
2021-02-10,51.95989
2021-02-11,45.21422
2021-02-12,49.04284
2021-02-13,59.52597
2021-02-14,60.80218
2021-02-15,67.18322
2021-02-16,52.23336
2021-02-17,60.16408
2021-02-18,57.79398
2021-02-19,47.76663
2021-02-20,59.70829
2021-02-21,68.55059
2021-02-22,76.75478
2021-02-23,69.00638
2021-02-24,58.88787
2021-02-25,65.99817
2021-02-26,61.25797
2021-02-27,67.27438
2021-02-28,79.21604
2021-03-01,94.89516
2021-03-02,67.54785
2021-03-03,59.52597
2021-03-04,56.60893
2021-03-05,56.97356
2021-03-06,65.7247
2021-03-07,75.29626
2021-03-08,61.89608
2021-03-09,58.6144
2021-03-10,64.72196
2021-03-11,68.7329
2021-03-12,62.44302
2021-03-13,57.88514
2021-03-14,76.75478
2021-03-15,62.98997
2021-03-16,64.26618
2021-03-17,64.08386
2021-03-18,58.43208
2021-03-19,54.96809
2021-03-20,72.10574
2021-03-21,85.05013
2021-03-22,87.69371
2021-03-23,91.61349
2021-03-24,79.39835
2021-03-25,78.66909
2021-03-26,69.27985
2021-03-27,75.2051
2021-03-28,85.59708
2021-03-29,80.5834
2021-03-30,71.103
2021-03-31,64.53965
2021-04-01,58.88787
2021-04-02,63.17228
2021-04-03,65.54238
2021-04-04,76.48131
2021-04-05,75.2051
2021-04-06,69.00638
2021-04-07,65.90701
2021-04-08,63.9927
2021-04-09,55.97082
2021-04-10,57.79398
2021-04-11,69.64448
2021-04-12,73.01731
2021-04-13,74.38468
2021-04-14,68.64175
2021-04-15,73.83773
2021-04-16,61.16681
2021-04-17,64.72196
2021-04-18,69.8268
2021-04-19,67.09206
2021-04-20,69.09753
2021-04-21,63.08113
2021-04-22,63.08113
2021-04-23,54.42114
2021-04-24,51.59525
2021-04-25,58.06745
2021-04-26,56.42661
2021-04-27,56.70009
2021-04-28,52.68915
2021-04-29,53.41841
2021-04-30,45.67
2021-05-01,46.21695
2021-05-02,56.06198
2021-05-03,53.50957
2021-05-04,58.6144
2021-05-05,57.97629
2021-05-06,55.97082
2021-05-07,51.23062
2021-05-08,51.77757
2021-05-09,60.25524
2021-05-10,55.87967
2021-05-11,56.2443
2021-05-12,59.43482
2021-05-13,48.58705
2021-05-14,49.95442
2021-05-15,48.31358
2021-05-16,62.26071
2021-05-17,64.35733
2021-05-18,51.59525
2021-05-19,51.95989
2021-05-20,55.51504
2021-05-21,44.75843
2021-05-22,48.58705
2021-05-23,52.23336
2021-05-24,50.04557
2021-05-25,47.49316
2021-05-26,46.7639
2021-05-27,41.75022
2021-05-28,45.67
2021-05-29,47.49316
2021-05-30,57.24703
2021-05-31,48.58705
2021-06-01,50.31905
2021-06-02,49.86326
2021-06-03,52.96262
2021-06-04,42.20601
2021-06-05,39.92707
2021-06-06,52.23336
2021-06-07,51.68641
2021-06-08,48.49589
2021-06-09,45.94348
2021-06-10,41.38559
2021-06-11,37.64813
2021-06-12,46.7639
2021-06-13,61.71376
2021-06-14,52.59799
2021-06-15,47.85779
2021-06-16,51.04831
2021-06-17,45.30537
2021-06-18,41.65907
2021-06-19,39.10665
2021-06-20,42.6618
2021-06-21,42.38833
2021-06-22,47.49316
2021-06-23,49.68094
2021-06-24,48.0401
2021-06-25,42.0237
2021-06-26,44.02917
2021-06-27,46.58158
2021-06-28,47.76663
2021-06-29,48.67821
2021-06-30,39.83591
2021-07-01,37.55697
2021-07-02,41.93254
2021-07-03,41.84138
2021-07-04,53.14494
2021-07-05,44.3938
2021-07-06,54.5123
2021-07-07,44.84958
2021-07-08,45.39653
2021-07-09,45.39653
2021-07-10,46.85505
2021-07-11,55.87967
2021-07-12,47.85779
2021-07-13,51.41294
2021-07-14,51.04831
2021-07-15,48.95168
2021-07-16,45.39653
2021-07-17,67.27438
2021-07-18,67.54785
2021-07-19,54.87693
2021-07-20,51.32178
2021-07-21,50.04557
2021-07-22,47.31084
2021-07-23,43.39106
2021-07-24,45.39653
2021-07-25,52.05104
2021-07-26,46.58158
2021-07-27,50.59252
2021-07-28,43.66453
2021-07-29,50.59252
2021-07-30,44.30264
2021-07-31,48.40474
2021-08-01,51.77757
2021-08-02,54.96809
2021-08-03,49.7721
2021-08-04,53.69188
2021-08-05,48.40474
2021-08-06,46.49042
2021-08-07,53.05378
2021-08-08,58.52324
2021-08-09,55.78851
2021-08-10,53.23609
2021-08-11,57.33819
2021-08-12,46.85505
2021-08-13,42.20601
2021-08-14,53.50957
2021-08-15,54.60346
2021-08-16,66.08933
2021-08-17,57.88514
2021-08-18,55.87967
2021-08-19,61.25797
2021-08-20,52.1422
2021-08-21,59.52597
2021-08-22,62.44302
2021-08-23,58.52324
2021-08-24,63.08113
2021-08-25,54.23883
2021-08-26,53.78304
2021-08-27,56.2443
2021-08-28,50.13673
2021-08-29,57.88514
2021-08-30,59.98176
2021-08-31,55.33272
2021-09-01,54.96809
2021-09-02,53.14494
2021-09-03,50.31905
2021-09-04,53.96536
2021-09-05,63.90154
2021-09-06,48.49589
2021-09-07,47.31084
2021-09-08,57.61166
2021-09-09,51.23062
2021-09-10,50.22789
2021-09-11,40.65633
2021-09-12,56.42661
2021-09-13,52.68915
2021-09-14,50.50136
2021-09-15,49.68094
2021-09-16,48.86052
2021-09-17,41.47675
2021-09-18,41.02096
2021-09-19,41.20328
2021-09-20,41.65907
2021-09-21,42.0237
2021-09-22,52.1422
2021-09-23,49.134
2021-09-24,50.22789
2021-09-25,54.05651
2021-09-26,62.26071
2021-09-27,61.34913
2021-09-28,58.24977
2021-09-29,63.81039
2021-09-30,56.60893
2021-10-01,46.58158
2021-10-02,59.07019
2021-10-03,62.44302
2021-10-04,67.54785
2021-10-05,48.67821
2021-10-06,51.86873
2021-10-07,55.60619
2021-10-08,56.06198
2021-10-09,54.32999
2021-10-10,62.89881
2021-10-11,59.2525
2021-10-12,52.50683
2021-10-13,53.05378
2021-10-14,48.76937
2021-10-15,48.95168
2021-10-16,48.49589
2021-10-17,56.06198
2021-10-18,52.50683
2021-10-19,45.76116
2021-10-20,47.76663
2021-10-21,53.8742
2021-10-22,47.402
2021-10-23,51.68641
2021-10-24,61.44029
2021-10-25,51.68641
2021-10-26,50.95715
2021-10-27,54.23883
2021-10-28,49.31631
2021-10-29,45.76116
2021-10-30,44.75843
2021-10-31,57.33819
2021-11-01,53.23609
2021-11-02,56.70009
2021-11-03,57.15587
2021-11-04,55.42388
2021-11-05,50.77484
2021-11-06,52.96262
2021-11-07,62.98997
2021-11-08,63.26344
2021-11-09,53.23609
2021-11-10,52.1422
2021-11-11,50.86599
2021-11-12,45.39653
2021-11-13,51.13947
2021-11-14,56.70009
2021-11-15,54.05651
2021-11-16,54.32999
2021-11-17,53.05378
2021-11-18,48.86052
2021-11-19,47.58432
2021-11-20,49.68094
2021-11-21,69.73564
2021-11-22,61.53144
2021-11-23,58.06745
2021-11-24,50.68368
2021-11-25,53.50957
2021-11-26,42.6618
2021-11-27,51.68641
2021-11-28,65.08659
2021-11-29,55.15041
2021-11-30,50.68368
2021-12-01,46.94621
2021-12-02,49.86326
2021-12-03,40.47402
2021-12-04,50.86599
2021-12-05,60.71103
2021-12-06,55.97082
2021-12-07,50.86599
2021-12-08,50.68368
2021-12-09,46.67274
2021-12-10,52.59799
2021-12-11,46.49042
2021-12-12,60.34639
2021-12-13,48.49589
2021-12-14,49.58979
2021-12-15,47.402
2021-12-16,47.58432
2021-12-17,43.75569
2021-12-18,43.48222
2021-12-19,58.6144
2021-12-20,53.96536
2021-12-21,46.30811
2021-12-22,50.50136
2021-12-23,44.84958
2021-12-24,43.93801
2021-12-25,46.39927
2021-12-26,62.53418
2021-12-27,49.40747
2021-12-28,54.32999
2021-12-29,53.96536
2021-12-30,50.86599
2021-12-31,40.74749
2022-01-01,51.04831
2022-01-02,64.44849
2022-01-03,59.89061
2022-01-04,61.71376
2022-01-05,55.42388
2022-01-06,59.16134
2022-01-07,60.89334
2022-01-08,67.4567
2022-01-09,79.03372
2022-01-10,60.61987
2022-01-11,64.35733
2022-01-12,60.89334
2022-01-13,56.42661
2022-01-14,53.32725
2022-01-15,57.97629
2022-01-16,69.91795
2022-01-17,60.61987
2022-01-18,59.07019
2022-01-19,59.79945
2022-01-20,56.15314
2022-01-21,51.95989
2022-01-22,62.53418
2022-01-23,75.75205
2022-01-24,66.3628
2022-01-25,60.52871
2022-01-26,54.60346
2022-01-27,52.50683
2022-01-28,45.12306
2022-01-29,51.32178
2022-01-30,56.15314
2022-01-31,50.4102
2022-02-01,61.34913
2022-02-02,78.03099
2022-02-03,70.28258
2022-02-04,89.60802
2022-02-05,98.72379
2022-02-06,100.0
2022-02-07,72.1969
2022-02-08,55.15041
2022-02-09,61.89608
2022-02-10,57.06472
2022-02-11,53.50957
2022-02-12,65.81586
2022-02-13,71.19416
2022-02-14,60.07292
2022-02-15,61.25797
2022-02-16,60.34639
2022-02-17,58.70556
2022-02-18,53.60072
2022-02-19,59.70829
2022-02-20,96.26253
2022-02-21,75.2051
2022-02-22,69.37101
2022-02-23,70.64721
2022-02-24,74.47584
2022-02-25,62.89881
2022-02-26,70.28258
2022-02-27,80.40109
2022-02-28,73.01731
2022-03-01,81.49498
2022-03-02,67.09206
2022-03-03,59.61713
2022-03-04,54.96809
2022-03-05,48.58705
2022-03-06,68.64175
2022-03-07,56.8824
2022-03-08,51.23062
2022-03-09,46.30811
2022-03-10,42.84412
2022-03-11,51.04831
2022-03-12,58.24977
2022-03-13,73.56426
2022-03-14,62.89881
2022-03-15,63.17228
2022-03-16,58.34092
2022-03-17,58.79671
2022-03-18,46.7639
2022-03-19,55.15041
2022-03-20,63.3546
2022-03-21,58.70556
2022-03-22,50.59252
2022-03-23,58.24977
2022-03-24,58.70556
2022-03-25,46.49042
2022-03-26,59.79945
2022-03-27,61.25797
2022-03-28,56.06198
2022-03-29,54.96809
2022-03-30,55.60619
2022-03-31,52.59799
2022-04-01,51.13947
2022-04-02,47.21969
2022-04-03,57.33819
2022-04-04,52.41567
2022-04-05,46.67274
2022-04-06,47.67547
2022-04-07,44.3938
2022-04-08,43.2999
2022-04-09,49.95442
2022-04-10,54.78577
2022-04-11,56.15314
2022-04-12,53.50957
2022-04-13,58.79671
2022-04-14,55.69735
2022-04-15,50.31905
2022-04-16,42.75296
2022-04-17,51.13947
2022-04-18,53.60072
2022-04-19,51.68641
2022-04-20,49.58979
2022-04-21,52.59799
2022-04-22,45.76116
2022-04-23,43.20875
2022-04-24,56.97356
2022-04-25,48.22242
2022-04-26,48.67821
2022-04-27,50.59252
2022-04-28,48.0401
2022-04-29,41.29443
2022-04-30,43.39106
2022-05-01,63.81039
2022-05-02,64.08386
2022-05-03,61.6226
2022-05-04,58.52324
2022-05-05,53.41841
2022-05-06,58.43208
2022-05-07,51.68641
2022-05-08,59.70829
2022-05-09,60.71103
2022-05-10,58.43208
2022-05-11,64.81312
2022-05-12,58.88787
2022-05-13,57.97629
2022-05-14,60.07292
2022-05-15,60.80218
2022-05-16,55.78851
2022-05-17,50.68368
2022-05-18,49.22515
2022-05-19,44.02917
2022-05-20,39.74475
2022-05-21,33.72835
2022-05-22,40.20054
2022-05-23,39.10665
2022-05-24,70.19143
2022-05-25,66.27164
2022-05-26,51.5041
2022-05-27,52.59799
2022-05-28,41.29443
2022-05-29,50.59252
2022-05-30,58.70556
2022-05-31,52.23336
2022-06-01,50.31905
2022-06-02,52.1422
2022-06-03,68.64175
2022-06-04,79.58067
2022-06-05,77.39288
2022-06-06,80.21877
2022-06-07,76.48131
2022-06-08,82.04193
2022-06-09,66.18049
2022-06-10,93.07201
2022-06-11,65.99817
2022-06-12,90.24612
2022-06-13,99.63536
2022-06-14,65.81586
2022-06-15,68.64175
2022-06-16,45.94348
2022-06-17,40.20054
2022-06-18,36.37192
2022-06-19,45.30537
2022-06-20,42.29717
2022-06-21,43.57338
2022-06-22,41.47675
2022-06-23,47.49316
2022-06-24,36.1896
2022-06-25,41.11212
2022-06-26,41.84138
2022-06-27,43.20875
2022-06-28,41.02096
2022-06-29,51.23062
2022-06-30,52.1422
2022-07-01,38.83318
2022-07-02,35.64266
2022-07-03,41.47675
2022-07-04,42.29717
2022-07-05,45.85232
2022-07-06,39.47128
2022-07-07,40.01823
2022-07-08,35.5515
2022-07-09,46.67274
2022-07-10,52.87146
2022-07-11,57.97629
2022-07-12,60.71103
2022-07-13,67.36554
2022-07-14,62.07839
2022-07-15,50.77484
2022-07-16,51.04831
2022-07-17,54.42114
2022-07-18,53.32725
2022-07-19,50.95715
2022-07-20,48.13126
2022-07-21,51.23062
2022-07-22,42.0237
2022-07-23,39.47128
2022-07-24,56.51777
2022-07-25,57.70282
2022-07-26,53.50957
2022-07-27,47.03737
2022-07-28,35.27803
2022-07-29,34.82224
2022-07-30,34.9134
2022-07-31,74.11121
2022-08-01,42.93527
2022-08-02,46.12579
2022-08-03,42.57064
2022-08-04,39.47128
2022-08-05,41.75022
2022-08-06,38.46855
2022-08-07,40.56517
2022-08-08,42.93527
2022-08-09,41.02096
2022-08-10,44.3938
2022-08-11,41.75022
2022-08-12,39.01549
2022-08-13,37.9216
2022-08-14,43.39106
2022-08-15,57.61166
2022-08-16,50.4102
2022-08-17,54.78577
2022-08-18,38.37739
2022-08-19,51.59525
2022-08-20,66.81859
2022-08-21,76.11668
2022-08-22,73.74658
2022-08-23,62.35186
2022-08-24,57.33819
2022-08-25,58.52324
2022-08-26,56.60893
2022-08-27,49.04284
2022-08-28,53.32725
2022-08-29,64.26618
2022-08-30,62.98997
2022-08-31,53.69188
2022-09-01,46.12579
2022-09-02,36.73655
2022-09-03,33.72835
2022-09-04,42.47948
2022-09-05,39.47128
2022-09-06,31.63172
2022-09-07,33.54603
2022-09-08,27.52962
2022-09-09,28.53236
2022-09-10,24.3391
2022-09-11,29.99088
2022-09-12,39.47128
2022-09-13,45.48769
2022-09-14,36.64539
2022-09-15,37.2835
2022-09-16,35.64266
2022-09-17,33.27256
2022-09-18,35.46034
2022-09-19,40.10938
2022-09-20,36.1896
2022-09-21,39.6536
2022-09-22,33.91066
2022-09-23,33.1814
2022-09-24,31.90519
2022-09-25,29.80856
2022-09-26,41.20328
2022-09-27,36.28076
2022-09-28,36.09845
2022-09-29,36.1896
2022-09-30,30.44667
2022-10-01,32.90793
2022-10-02,36.82771
2022-10-03,42.11485
2022-10-04,40.47402
2022-10-05,33.27256
2022-10-06,35.64266
2022-10-07,31.90519
2022-10-08,27.34731
2022-10-09,35.18687
2022-10-10,35.36918
2022-10-11,39.28896
2022-10-12,36.64539
2022-10-13,34.9134
2022-10-14,33.63719
2022-10-15,36.64539
2022-10-16,35.64266
2022-10-17,38.01276
2022-10-18,38.46855
2022-10-19,38.65086
2022-10-20,35.00455
2022-10-21,27.25615
2022-10-22,33.45487
2022-10-23,32.72561
2022-10-24,37.2835
2022-10-25,36.82771
2022-10-26,35.64266
2022-10-27,37.10118
2022-10-28,33.27256
2022-10-29,31.99635
2022-10-30,32.08751
2022-10-31,32.45214
2022-11-01,37.01002
2022-11-02,38.01276
2022-11-03,33.1814
2022-11-04,36.91886
2022-11-05,30.90246
2022-11-06,36.1896
2022-11-07,39.56244
2022-11-08,40.20054
2022-11-09,34.09298
2022-11-10,32.99908
2022-11-11,33.36371
2022-11-12,34.45761
2022-11-13,42.38833
2022-11-14,47.49316
2022-11-15,40.47402
2022-11-16,33.54603
2022-11-17,32.72561
2022-11-18,31.4494
2022-11-19,36.28076
2022-11-20,37.19234
2022-11-21,32.54329
2022-11-22,36.28076
2022-11-23,35.91613
2022-11-24,31.08477
2022-11-25,28.62351
2022-11-26,31.4494
2022-11-27,34.45761
2022-11-28,38.28623
2022-11-29,41.11212
2022-11-30,34.09298
2022-12-01,38.83318
2022-12-02,32.90793
2022-12-03,27.71194
2022-12-04,34.82224
2022-12-05,38.19507
2022-12-06,38.74202
2022-12-07,37.83044
2022-12-08,42.84412
2022-12-09,33.91066
2022-12-10,35.27803
2022-12-11,40.56517
2022-12-12,36.91886
2022-12-13,34.45761
2022-12-14,36.46308
2022-12-15,33.36371
2022-12-16,31.17593
2022-12-17,33.27256
2022-12-18,35.91613
2022-12-19,37.10118
2022-12-20,32.63445
2022-12-21,37.73928
2022-12-22,29.71741
2022-12-23,29.17046
2022-12-24,23.51868
2022-12-25,29.71741
2022-12-26,30.8113
2022-12-27,32.54329
2022-12-28,30.53783
2022-12-29,31.81403
2022-12-30,26.34457
2022-12-31,27.89425
2023-01-01,32.45214
2023-01-02,35.73381
2023-01-03,37.83044
2023-01-04,35.5515
2023-01-05,35.27803
2023-01-06,29.35278
2023-01-07,31.54056
2023-01-08,36.82771
2023-01-09,38.28623
2023-01-10,37.19234
2023-01-11,41.38559
2023-01-12,39.01549
2023-01-13,41.20328
2023-01-14,44.02917
2023-01-15,42.38833
2023-01-16,45.12306
2023-01-17,39.28896
2023-01-18,38.65086
2023-01-19,39.74475
2023-01-20,35.73381
2023-01-21,36.46308
2023-01-22,36.00729
2023-01-23,41.38559
2023-01-24,48.13126
2023-01-25,43.93801
2023-01-26,45.48769
2023-01-27,47.49316
2023-01-28,47.76663
2023-01-29,58.15861
2023-01-30,55.15041
2023-01-31,53.05378
2023-02-01,59.34366
2023-02-02,45.12306
2023-02-03,40.74749
2023-02-04,37.37465
2023-02-05,42.75296
2023-02-06,38.10391
2023-02-07,41.75022
2023-02-08,47.76663
2023-02-09,50.95715
2023-02-10,49.86326
2023-02-11,55.24156
2023-02-12,69.27985
2023-02-13,68.0948
2023-02-14,62.98997
2023-02-15,69.37101
2023-02-16,59.79945
2023-02-17,61.89608
2023-02-18,80.03646
2023-02-19,83.68277
2023-02-20,81.58614
2023-02-21,90.51959
2023-02-22,81.6773
2023-02-23,89.79033
2023-02-24,58.52324
2023-02-25,67.82133
2023-02-26,61.80492
2023-02-27,57.33819
2023-02-28,40.74749
2023-03-01,50.31905
2023-03-02,52.23336
2023-03-03,43.48222
2023-03-04,52.96262
2023-03-05,54.78577
2023-03-06,59.61713
2023-03-07,43.39106
2023-03-08,40.2917
2023-03-09,36.64539
2023-03-10,37.2835
2023-03-11,37.2835
2023-03-12,43.20875
2023-03-13,50.68368
2023-03-14,76.11668
2023-03-15,44.3938
2023-03-16,51.5041
2023-03-17,33.8195
2023-03-18,34.82224
2023-03-19,46.21695
2023-03-20,40.10938
2023-03-21,41.29443
2023-03-22,43.84685
2023-03-23,37.64813
2023-03-24,38.37739
2023-03-25,39.01549
2023-03-26,54.87693
2023-03-27,52.41567
2023-03-28,42.0237
2023-03-29,38.74202
2023-03-30,43.84685
2023-03-31,64.72196
2023-04-01,49.95442
2023-04-02,48.31358
2023-04-03,42.6618
2023-04-04,38.74202
2023-04-05,37.10118
2023-04-06,39.6536
2023-04-07,31.90519
2023-04-08,37.37465
2023-04-09,38.28623
2023-04-10,42.20601
2023-04-11,43.39106
2023-04-12,36.64539
2023-04-13,39.10665
2023-04-14,38.83318
2023-04-15,30.35551
2023-04-16,39.01549
2023-04-17,34.00182
2023-04-18,35.73381
2023-04-19,36.28076
2023-04-20,33.54603
2023-04-21,31.17593
2023-04-22,27.43846
2023-04-23,32.45214
2023-04-24,30.72014
2023-04-25,30.62898
2023-04-26,29.99088
2023-04-27,31.63172
2023-04-28,27.62078
2023-04-29,28.53236
2023-04-30,36.00729
2023-05-01,39.19781
2023-05-02,34.00182
2023-05-03,29.0793
2023-05-04,32.08751
2023-05-05,33.72835
2023-05-06,39.74475
2023-05-07,33.1814
2023-05-08,35.46034
2023-05-09,36.64539
2023-05-10,32.63445
2023-05-11,29.17046
2023-05-12,30.26435
2023-05-13,32.08751
2023-05-14,38.5597
2023-05-15,36.64539
2023-05-16,35.82497
2023-05-17,31.26709
2023-05-18,29.62625
2023-05-19,27.52962
2023-05-20,36.1896
2023-05-21,35.46034
2023-05-22,35.36918
2023-05-23,33.1814
2023-05-24,36.09845
2023-05-25,36.37192
2023-05-26,28.89699
2023-05-27,31.54056
2023-05-28,39.19781
2023-05-29,32.72561
