date,차보험
2020-10-09,21.86948
2020-10-10,17.10758
2020-10-11,14.46208
2020-10-12,21.69312
2020-10-13,17.81305
2020-10-14,21.86948
2020-10-15,19.04761
2020-10-16,18.34215
2020-10-17,19.75308
2020-10-18,20.98765
2020-10-19,24.51499
2020-10-20,18.16578
2020-10-21,21.69312
2020-10-22,18.16578
2020-10-23,19.22398
2020-10-24,15.16754
2020-10-25,14.81481
2020-10-26,22.75132
2020-10-27,24.51499
2020-10-28,23.63315
2020-10-29,19.92945
2020-10-30,16.57848
2020-10-31,13.93298
2020-11-01,13.22751
2020-11-02,20.98765
2020-11-03,20.98765
2020-11-04,20.63492
2020-11-05,19.22398
2020-11-06,14.99118
2020-11-07,14.63844
2020-11-08,12.87477
2020-11-09,20.45855
2020-11-10,21.16402
2020-11-11,25.92592
2020-11-12,24.86772
2020-11-13,19.04761
2020-11-14,15.87301
2020-11-15,15.34391
2020-11-16,20.10582
2020-11-17,18.34215
2020-11-18,19.22398
2020-11-19,16.04938
2020-11-20,20.10582
2020-11-21,12.52204
2020-11-22,15.34391
2020-11-23,22.22222
2020-11-24,19.92945
2020-11-25,17.98941
2020-11-26,15.87301
2020-11-27,15.69664
2020-11-28,17.10758
2020-11-29,13.75661
2020-11-30,23.63315
2020-12-01,23.10405
2020-12-02,13.40388
2020-12-03,17.28395
2020-12-04,19.92945
2020-12-05,13.75661
2020-12-06,16.57848
2020-12-07,20.63492
2020-12-08,20.10582
2020-12-09,21.34038
2020-12-10,23.10405
2020-12-11,20.45855
2020-12-12,16.22574
2020-12-13,10.58201
2020-12-14,18.16578
2020-12-15,26.80776
2020-12-16,24.51499
2020-12-17,19.04761
2020-12-18,18.16578
2020-12-19,16.04938
2020-12-20,13.58024
2020-12-21,23.10405
2020-12-22,21.16402
2020-12-23,22.75132
2020-12-24,17.81305
2020-12-25,15.16754
2020-12-26,14.81481
2020-12-27,14.10934
2020-12-28,22.92768
2020-12-29,21.51675
2020-12-30,23.45679
2020-12-31,19.04761
2021-01-01,15.69664
2021-01-02,15.69664
2021-01-03,17.81305
2021-01-04,29.62962
2021-01-05,26.63139
2021-01-06,22.22222
2021-01-07,18.51851
2021-01-08,21.69312
2021-01-09,16.57848
2021-01-10,19.92945
2021-01-11,27.33686
2021-01-12,20.45855
2021-01-13,21.34038
2021-01-14,29.62962
2021-01-15,19.92945
2021-01-16,14.46208
2021-01-17,19.04761
2021-01-18,22.75132
2021-01-19,19.04761
2021-01-20,17.98941
2021-01-21,20.63492
2021-01-22,17.98941
2021-01-23,17.10758
2021-01-24,13.40388
2021-01-25,21.86948
2021-01-26,17.98941
2021-01-27,19.57671
2021-01-28,17.81305
2021-01-29,15.69664
2021-01-30,20.10582
2021-01-31,15.69664
2021-02-01,20.10582
2021-02-02,21.16402
2021-02-03,18.51851
2021-02-04,19.22398
2021-02-05,16.22574
2021-02-06,19.75308
2021-02-07,15.69664
2021-02-08,20.81128
2021-02-09,19.04761
2021-02-10,19.57671
2021-02-11,18.16578
2021-02-12,18.16578
2021-02-13,16.04938
2021-02-14,22.39858
2021-02-15,27.16049
2021-02-16,19.57671
2021-02-17,20.81128
2021-02-18,23.63315
2021-02-19,17.46031
2021-02-20,17.81305
2021-02-21,15.87301
2021-02-22,23.28042
2021-02-23,19.04761
2021-02-24,21.34038
2021-02-25,16.75485
2021-02-26,18.34215
2021-02-27,16.57848
2021-02-28,14.63844
2021-03-01,17.98941
2021-03-02,22.57495
2021-03-03,17.81305
2021-03-04,23.28042
2021-03-05,19.04761
2021-03-06,16.75485
2021-03-07,16.93121
2021-03-08,20.45855
2021-03-09,20.10582
2021-03-10,17.98941
2021-03-11,19.22398
2021-03-12,22.75132
2021-03-13,15.87301
2021-03-14,14.10934
2021-03-15,20.98765
2021-03-16,18.34215
2021-03-17,19.57671
2021-03-18,22.22222
2021-03-19,21.51675
2021-03-20,13.75661
2021-03-21,14.99118
2021-03-22,23.28042
2021-03-23,18.16578
2021-03-24,18.16578
2021-03-25,18.34215
2021-03-26,17.63668
2021-03-27,15.87301
2021-03-28,15.16754
2021-03-29,25.57319
2021-03-30,18.87125
2021-03-31,15.52028
2021-04-01,16.22574
2021-04-02,19.22398
2021-04-03,17.10758
2021-04-04,19.75308
2021-04-05,22.75132
2021-04-06,23.28042
2021-04-07,18.69488
2021-04-08,17.98941
2021-04-09,18.16578
2021-04-10,18.16578
2021-04-11,15.69664
2021-04-12,26.63139
2021-04-13,19.57671
2021-04-14,18.69488
2021-04-15,18.34215
2021-04-16,21.34038
2021-04-17,14.46208
2021-04-18,18.16578
2021-04-19,17.28395
2021-04-20,15.34391
2021-04-21,19.40035
2021-04-22,17.46031
2021-04-23,17.98941
2021-04-24,17.10758
2021-04-25,17.98941
2021-04-26,23.28042
2021-04-27,20.63492
2021-04-28,18.69488
2021-04-29,22.39858
2021-04-30,17.28395
2021-05-01,21.34038
2021-05-02,17.63668
2021-05-03,22.75132
2021-05-04,17.63668
2021-05-05,14.63844
2021-05-06,29.10052
2021-05-07,23.63315
2021-05-08,19.22398
2021-05-09,18.34215
2021-05-10,21.86948
2021-05-11,24.33862
2021-05-12,19.92945
2021-05-13,19.40035
2021-05-14,20.81128
2021-05-15,15.87301
2021-05-16,16.04938
2021-05-17,24.69135
2021-05-18,19.22398
2021-05-19,18.34215
2021-05-20,25.22045
2021-05-21,19.40035
2021-05-22,14.63844
2021-05-23,19.57671
2021-05-24,24.33862
2021-05-25,19.92945
2021-05-26,22.04585
2021-05-27,23.80952
2021-05-28,18.87125
2021-05-29,17.81305
2021-05-30,13.40388
2021-05-31,24.33862
2021-06-01,18.16578
2021-06-02,20.45855
2021-06-03,22.22222
2021-06-04,21.16402
2021-06-05,16.22574
2021-06-06,15.34391
2021-06-07,24.33862
2021-06-08,24.33862
2021-06-09,20.98765
2021-06-10,21.34038
2021-06-11,21.51675
2021-06-12,14.10934
2021-06-13,17.98941
2021-06-14,20.98765
2021-06-15,23.10405
2021-06-16,22.39858
2021-06-17,23.10405
2021-06-18,20.81128
2021-06-19,16.04938
2021-06-20,13.75661
2021-06-21,21.16402
2021-06-22,20.98765
2021-06-23,21.16402
2021-06-24,19.57671
2021-06-25,20.81128
2021-06-26,14.28571
2021-06-27,13.22751
2021-06-28,17.28395
2021-06-29,25.57319
2021-06-30,23.10405
2021-07-01,22.04585
2021-07-02,19.57671
2021-07-03,19.75308
2021-07-04,18.34215
2021-07-05,26.27865
2021-07-06,20.98765
2021-07-07,21.16402
2021-07-08,17.28395
2021-07-09,21.69312
2021-07-10,21.16402
2021-07-11,15.34391
2021-07-12,25.92592
2021-07-13,24.51499
2021-07-14,21.51675
2021-07-15,18.69488
2021-07-16,24.16225
2021-07-17,17.28395
2021-07-18,18.69488
2021-07-19,26.10229
2021-07-20,25.57319
2021-07-21,26.45502
2021-07-22,23.63315
2021-07-23,22.22222
2021-07-24,21.86948
2021-07-25,19.75308
2021-07-26,25.92592
2021-07-27,26.63139
2021-07-28,20.81128
2021-07-29,21.86948
2021-07-30,18.34215
2021-07-31,14.63844
2021-08-01,13.93298
2021-08-02,25.04409
2021-08-03,23.80952
2021-08-04,26.27865
2021-08-05,19.75308
2021-08-06,19.75308
2021-08-07,16.22574
2021-08-08,16.40211
2021-08-09,24.69135
2021-08-10,20.28218
2021-08-11,23.98589
2021-08-12,17.63668
2021-08-13,19.92945
2021-08-14,21.69312
2021-08-15,15.16754
2021-08-16,22.39858
2021-08-17,23.63315
2021-08-18,20.98765
2021-08-19,23.45679
2021-08-20,22.22222
2021-08-21,13.75661
2021-08-22,16.22574
2021-08-23,21.16402
2021-08-24,20.28218
2021-08-25,22.57495
2021-08-26,19.57671
2021-08-27,21.16402
2021-08-28,16.93121
2021-08-29,14.28571
2021-08-30,22.22222
2021-08-31,21.51675
2021-09-01,21.69312
2021-09-02,19.04761
2021-09-03,20.81128
2021-09-04,16.57848
2021-09-05,15.87301
2021-09-06,22.92768
2021-09-07,23.63315
2021-09-08,15.16754
2021-09-09,17.81305
2021-09-10,20.28218
2021-09-11,17.98941
2021-09-12,13.58024
2021-09-13,20.63492
2021-09-14,16.22574
2021-09-15,16.04938
2021-09-16,19.92945
2021-09-17,19.75308
2021-09-18,12.69841
2021-09-19,12.69841
2021-09-20,14.81481
2021-09-21,14.81481
2021-09-22,14.63844
2021-09-23,21.86948
2021-09-24,19.04761
2021-09-25,16.22574
2021-09-26,15.69664
2021-09-27,20.28218
2021-09-28,21.34038
2021-09-29,24.33862
2021-09-30,19.22398
2021-10-01,17.98941
2021-10-02,13.05114
2021-10-03,14.81481
2021-10-04,16.22574
2021-10-05,21.51675
2021-10-06,21.86948
2021-10-07,24.16225
2021-10-08,24.69135
2021-10-09,14.10934
2021-10-10,15.52028
2021-10-11,13.75661
2021-10-12,16.04938
2021-10-13,19.40035
2021-10-14,14.46208
2021-10-15,20.98765
2021-10-16,14.63844
2021-10-17,12.52204
2021-10-18,19.57671
2021-10-19,13.75661
2021-10-20,16.93121
2021-10-21,13.05114
2021-10-22,15.87301
2021-10-23,14.46208
2021-10-24,14.10934
2021-10-25,22.57495
2021-10-26,20.45855
2021-10-27,20.45855
2021-10-28,17.81305
2021-10-29,20.45855
2021-10-30,12.52204
2021-10-31,13.75661
2021-11-01,22.57495
2021-11-02,20.98765
2021-11-03,13.22751
2021-11-04,14.99118
2021-11-05,17.98941
2021-11-06,11.81657
2021-11-07,15.52028
2021-11-08,22.75132
2021-11-09,19.22398
2021-11-10,18.51851
2021-11-11,16.93121
2021-11-12,13.05114
2021-11-13,13.05114
2021-11-14,11.81657
2021-11-15,23.10405
2021-11-16,16.57848
2021-11-17,17.98941
2021-11-18,20.81128
2021-11-19,16.40211
2021-11-20,13.58024
2021-11-21,11.64021
2021-11-22,19.57671
2021-11-23,20.98765
2021-11-24,21.34038
2021-11-25,16.75485
2021-11-26,14.63844
2021-11-27,14.46208
2021-11-28,13.05114
2021-11-29,17.98941
2021-11-30,16.93121
2021-12-01,16.93121
2021-12-02,16.57848
2021-12-03,17.28395
2021-12-04,12.16931
2021-12-05,17.46031
2021-12-06,18.51851
2021-12-07,19.22398
2021-12-08,16.75485
2021-12-09,21.69312
2021-12-10,20.10582
2021-12-11,14.63844
2021-12-12,14.99118
2021-12-13,23.80952
2021-12-14,16.22574
2021-12-15,15.69664
2021-12-16,19.04761
2021-12-17,14.46208
2021-12-18,14.28571
2021-12-19,16.40211
2021-12-20,25.39682
2021-12-21,20.10582
2021-12-22,15.34391
2021-12-23,17.81305
2021-12-24,16.93121
2021-12-25,14.81481
2021-12-26,18.16578
2021-12-27,24.16225
2021-12-28,18.51851
2021-12-29,21.69312
2021-12-30,15.69664
2021-12-31,19.04761
2022-01-01,12.52204
2022-01-02,17.10758
2022-01-03,23.28042
2022-01-04,23.63315
2022-01-05,16.93121
2022-01-06,20.10582
2022-01-07,16.40211
2022-01-08,14.10934
2022-01-09,13.40388
2022-01-10,22.22222
2022-01-11,19.57671
2022-01-12,19.92945
2022-01-13,16.57848
2022-01-14,18.51851
2022-01-15,14.10934
2022-01-16,11.64021
2022-01-17,20.63492
2022-01-18,21.34038
2022-01-19,16.04938
2022-01-20,19.22398
2022-01-21,18.34215
2022-01-22,15.34391
2022-01-23,14.81481
2022-01-24,18.69488
2022-01-25,16.40211
2022-01-26,21.16402
2022-01-27,19.75308
2022-01-28,16.22574
2022-01-29,13.58024
2022-01-30,16.04938
2022-01-31,14.63844
2022-02-01,10.22927
2022-02-02,16.93121
2022-02-03,26.45502
2022-02-04,18.69488
2022-02-05,18.87125
2022-02-06,11.28747
2022-02-07,18.34215
2022-02-08,15.87301
2022-02-09,14.63844
2022-02-10,18.16578
2022-02-11,16.57848
2022-02-12,15.52028
2022-02-13,11.64021
2022-02-14,16.57848
2022-02-15,15.87301
2022-02-16,19.57671
2022-02-17,20.81128
2022-02-18,20.28218
2022-02-19,9.5238
2022-02-20,16.93121
2022-02-21,20.45855
2022-02-22,18.34215
2022-02-23,18.34215
2022-02-24,15.87301
2022-02-25,16.22574
2022-02-26,16.22574
2022-02-27,13.40388
2022-02-28,19.22398
2022-03-01,18.69488
2022-03-02,18.16578
2022-03-03,15.16754
2022-03-04,18.16578
2022-03-05,13.05114
2022-03-06,15.52028
2022-03-07,20.98765
2022-03-08,18.16578
2022-03-09,10.93474
2022-03-10,19.04761
2022-03-11,14.63844
2022-03-12,14.63844
2022-03-13,14.99118
2022-03-14,19.40035
2022-03-15,18.34215
2022-03-16,21.16402
2022-03-17,13.40388
2022-03-18,17.98941
2022-03-19,12.69841
2022-03-20,11.99294
2022-03-21,22.39858
2022-03-22,17.98941
2022-03-23,14.10934
2022-03-24,16.22574
2022-03-25,15.52028
2022-03-26,13.05114
2022-03-27,18.16578
2022-03-28,19.22398
2022-03-29,16.57848
2022-03-30,23.98589
2022-03-31,20.28218
2022-04-01,19.40035
2022-04-02,12.16931
2022-04-03,15.52028
2022-04-04,21.51675
2022-04-05,19.92945
2022-04-06,21.51675
2022-04-07,18.51851
2022-04-08,19.57671
2022-04-09,11.81657
2022-04-10,9.87654
2022-04-11,18.16578
2022-04-12,17.81305
2022-04-13,14.81481
2022-04-14,17.28395
2022-04-15,14.10934
2022-04-16,13.05114
2022-04-17,16.75485
2022-04-18,21.16402
2022-04-19,19.04761
2022-04-20,20.28218
2022-04-21,16.57848
2022-04-22,15.87301
2022-04-23,16.04938
2022-04-24,14.28571
2022-04-25,19.75308
2022-04-26,21.16402
2022-04-27,20.28218
2022-04-28,20.45855
2022-04-29,15.16754
2022-04-30,13.93298
2022-05-01,15.16754
2022-05-02,20.98765
2022-05-03,21.69312
2022-05-04,18.87125
2022-05-05,16.75485
2022-05-06,15.87301
2022-05-07,10.75837
2022-05-08,15.34391
2022-05-09,17.63668
2022-05-10,20.98765
2022-05-11,17.10758
2022-05-12,19.92945
2022-05-13,21.69312
2022-05-14,11.64021
2022-05-15,13.22751
2022-05-16,16.22574
2022-05-17,17.10758
2022-05-18,15.34391
2022-05-19,15.52028
2022-05-20,17.81305
2022-05-21,12.69841
2022-05-22,15.16754
2022-05-23,18.34215
2022-05-24,16.57848
2022-05-25,16.22574
2022-05-26,22.39858
2022-05-27,16.04938
2022-05-28,14.10934
2022-05-29,10.22927
2022-05-30,18.34215
2022-05-31,16.40211
2022-06-01,17.10758
2022-06-02,19.04761
2022-06-03,20.10582
2022-06-04,9.87654
2022-06-05,17.46031
2022-06-06,15.34391
2022-06-07,26.80776
2022-06-08,17.63668
2022-06-09,20.45855
2022-06-10,16.04938
2022-06-11,15.87301
2022-06-12,13.93298
2022-06-13,20.81128
2022-06-14,17.46031
2022-06-15,19.75308
2022-06-16,18.51851
2022-06-17,15.34391
2022-06-18,13.05114
2022-06-19,12.87477
2022-06-20,19.75308
2022-06-21,17.63668
2022-06-22,16.75485
2022-06-23,17.46031
2022-06-24,17.98941
2022-06-25,10.93474
2022-06-26,15.34391
2022-06-27,18.87125
2022-06-28,12.69841
2022-06-29,18.51851
2022-06-30,18.16578
2022-07-01,17.98941
2022-07-02,12.34567
2022-07-03,11.64021
2022-07-04,23.10405
2022-07-05,19.22398
2022-07-06,19.92945
2022-07-07,17.10758
2022-07-08,15.69664
2022-07-09,13.05114
2022-07-10,10.93474
2022-07-11,22.92768
2022-07-12,16.57848
2022-07-13,16.22574
2022-07-14,18.69488
2022-07-15,19.40035
2022-07-16,11.99294
2022-07-17,12.16931
2022-07-18,17.28395
2022-07-19,22.57495
2022-07-20,18.16578
2022-07-21,16.75485
2022-07-22,15.87301
2022-07-23,10.22927
2022-07-24,16.22574
2022-07-25,20.10582
2022-07-26,16.93121
2022-07-27,13.40388
2022-07-28,19.75308
2022-07-29,20.63492
2022-07-30,15.34391
2022-07-31,10.40564
2022-08-01,17.98941
2022-08-02,14.46208
2022-08-03,17.98941
2022-08-04,18.16578
2022-08-05,15.34391
2022-08-06,15.52028
2022-08-07,16.57848
2022-08-08,20.63492
2022-08-09,34.74426
2022-08-10,27.33686
2022-08-11,24.69135
2022-08-12,22.57495
2022-08-13,16.22574
2022-08-14,15.34391
2022-08-15,16.04938
2022-08-16,21.86948
2022-08-17,23.10405
2022-08-18,20.63492
2022-08-19,19.92945
2022-08-20,18.34215
2022-08-21,13.75661
2022-08-22,20.63492
2022-08-23,18.69488
2022-08-24,17.98941
2022-08-25,18.69488
2022-08-26,20.45855
2022-08-27,12.69841
2022-08-28,14.81481
2022-08-29,20.81128
2022-08-30,20.98765
2022-08-31,16.22574
2022-09-01,16.93121
2022-09-02,16.93121
2022-09-03,14.28571
2022-09-04,12.52204
2022-09-05,17.63668
2022-09-06,15.34391
2022-09-07,13.05114
2022-09-08,22.39858
2022-09-09,17.46031
2022-09-10,16.04938
2022-09-11,14.63844
2022-09-12,14.46208
2022-09-13,21.69312
2022-09-14,17.98941
2022-09-15,17.28395
2022-09-16,14.63844
2022-09-17,12.16931
2022-09-18,10.40564
2022-09-19,20.28218
2022-09-20,14.63844
2022-09-21,16.93121
2022-09-22,16.04938
2022-09-23,17.10758
2022-09-24,11.46384
2022-09-25,11.46384
2022-09-26,16.40211
2022-09-27,16.57848
2022-09-28,14.46208
2022-09-29,15.69664
2022-09-30,17.63668
2022-10-01,12.69841
2022-10-02,12.52204
2022-10-03,11.81657
2022-10-04,19.75308
2022-10-05,15.34391
2022-10-06,14.28571
2022-10-07,20.98765
2022-10-08,16.57848
2022-10-09,11.46384
2022-10-10,10.75837
2022-10-11,19.22398
2022-10-12,19.92945
2022-10-13,14.10934
2022-10-14,17.98941
2022-10-15,15.16754
2022-10-16,12.69841
2022-10-17,20.63492
2022-10-18,17.46031
2022-10-19,17.98941
2022-10-20,19.04761
2022-10-21,19.92945
2022-10-22,11.11111
2022-10-23,11.46384
2022-10-24,15.69664
2022-10-25,14.81481
2022-10-26,15.69664
2022-10-27,14.63844
2022-10-28,17.10758
2022-10-29,14.81481
2022-10-30,6.3492
2022-10-31,21.86948
2022-11-01,17.63668
2022-11-02,14.63844
2022-11-03,11.28747
2022-11-04,14.10934
2022-11-05,11.64021
2022-11-06,11.28747
2022-11-07,21.86948
2022-11-08,14.10934
2022-11-09,14.28571
2022-11-10,14.81481
2022-11-11,13.58024
2022-11-12,11.81657
2022-11-13,9.5238
2022-11-14,21.51675
2022-11-15,13.75661
2022-11-16,14.81481
2022-11-17,15.52028
2022-11-18,15.69664
2022-11-19,11.28747
2022-11-20,11.46384
2022-11-21,16.57848
2022-11-22,12.34567
2022-11-23,14.63844
2022-11-24,14.46208
2022-11-25,12.69841
2022-11-26,11.11111
2022-11-27,14.81481
2022-11-28,19.22398
2022-11-29,16.04938
2022-11-30,14.81481
2022-12-01,14.10934
2022-12-02,15.34391
2022-12-03,11.81657
2022-12-04,10.75837
2022-12-05,18.51851
2022-12-06,17.81305
2022-12-07,13.75661
2022-12-08,12.34567
2022-12-09,14.81481
2022-12-10,14.46208
2022-12-11,12.69841
2022-12-12,19.40035
2022-12-13,22.04585
2022-12-14,18.69488
2022-12-15,16.04938
2022-12-16,14.46208
2022-12-17,12.16931
2022-12-18,14.63844
2022-12-19,22.22222
2022-12-20,17.98941
2022-12-21,19.22398
2022-12-22,17.46031
2022-12-23,15.34391
2022-12-24,16.04938
2022-12-25,10.75837
2022-12-26,23.80952
2022-12-27,21.16402
2022-12-28,16.22574
2022-12-29,12.69841
2022-12-30,15.87301
2022-12-31,14.46208
2023-01-01,14.46208
2023-01-02,21.16402
2023-01-03,20.63492
2023-01-04,19.40035
2023-01-05,18.16578
2023-01-06,14.99118
2023-01-07,11.81657
2023-01-08,15.87301
2023-01-09,20.81128
2023-01-10,20.98765
2023-01-11,43.73897
2023-01-12,32.62786
2023-01-13,19.92945
2023-01-14,12.69841
2023-01-15,14.28571
2023-01-16,23.80952
2023-01-17,18.69488
2023-01-18,18.87125
2023-01-19,14.81481
2023-01-20,13.40388
2023-01-21,11.28747
2023-01-22,10.75837
2023-01-23,11.99294
2023-01-24,12.34567
2023-01-25,21.34038
2023-01-26,17.63668
2023-01-27,15.87301
2023-01-28,13.05114
2023-01-29,9.87654
2023-01-30,19.92945
2023-01-31,15.52028
2023-02-01,18.87125
2023-02-02,17.98941
2023-02-03,15.52028
2023-02-04,7.58377
2023-02-05,14.28571
2023-02-06,14.99118
2023-02-07,19.04761
2023-02-08,19.04761
2023-02-09,19.57671
2023-02-10,19.04761
2023-02-11,13.22751
2023-02-12,13.40388
2023-02-13,23.98589
2023-02-14,15.16754
2023-02-15,17.46031
2023-02-16,16.22574
2023-02-17,16.75485
2023-02-18,13.75661
2023-02-19,13.75661
2023-02-20,21.34038
2023-02-21,20.10582
2023-02-22,21.86948
2023-02-23,16.93121
2023-02-24,19.92945
2023-02-25,15.34391
2023-02-26,14.81481
2023-02-27,19.57671
2023-02-28,17.63668
2023-03-01,12.52204
2023-03-02,19.57671
2023-03-03,19.04761
2023-03-04,10.93474
2023-03-05,14.10934
2023-03-06,19.75308
2023-03-07,16.22574
2023-03-08,14.46208
2023-03-09,15.87301
2023-03-10,14.81481
2023-03-11,13.58024
2023-03-12,7.05467
2023-03-13,18.69488
2023-03-14,13.05114
2023-03-15,13.05114
2023-03-16,15.52028
2023-03-17,16.57848
2023-03-18,13.58024
2023-03-19,16.40211
2023-03-20,16.22574
2023-03-21,16.04938
2023-03-22,17.81305
2023-03-23,17.46031
2023-03-24,16.04938
2023-03-25,14.28571
2023-03-26,15.87301
2023-03-27,17.28395
2023-03-28,22.75132
2023-03-29,17.28395
2023-03-30,15.34391
2023-03-31,11.64021
2023-04-01,13.93298
2023-04-02,14.28571
2023-04-03,14.99118
2023-04-04,12.87477
2023-04-05,19.40035
2023-04-06,16.40211
2023-04-07,17.10758
2023-04-08,12.16931
2023-04-09,10.75837
2023-04-10,17.81305
2023-04-11,17.28395
2023-04-12,20.10582
2023-04-13,15.34391
2023-04-14,15.16754
2023-04-15,14.99118
2023-04-16,11.81657
2023-04-17,22.22222
2023-04-18,14.63844
2023-04-19,13.58024
2023-04-20,16.40211
2023-04-21,14.10934
2023-04-22,13.22751
2023-04-23,10.05291
2023-04-24,20.45855
2023-04-25,19.40035
2023-04-26,15.69664
2023-04-27,15.52028
2023-04-28,13.93298
2023-04-29,15.16754
2023-04-30,13.40388
2023-05-01,15.16754
2023-05-02,19.04761
2023-05-03,16.93121
2023-05-04,15.16754
2023-05-05,16.04938
2023-05-06,12.87477
2023-05-07,13.93298
2023-05-08,20.10582
2023-05-09,17.10758
2023-05-10,16.22574
2023-05-11,15.87301
2023-05-12,19.92945
2023-05-13,12.52204
2023-05-14,13.22751
2023-05-15,17.63668
2023-05-16,19.40035
2023-05-17,14.28571
2023-05-18,14.46208
2023-05-19,16.22574
2023-05-20,11.81657
2023-05-21,15.16754
2023-05-22,17.28395
2023-05-23,18.69488
2023-05-24,19.40035
2023-05-25,15.16754
2023-05-26,13.40388
2023-05-27,11.28747
2023-05-28,14.81481
