date,실비보험순위
2021-01-01,12.26765
2021-01-02,13.75464
2021-01-03,14.37422
2021-01-04,24.03965
2021-01-05,26.51796
2021-01-06,26.27013
2021-01-07,22.057
2021-01-08,19.82651
2021-01-09,10.285
2021-01-10,12.39157
2021-01-11,20.44609
2021-01-12,24.28748
2021-01-13,27.26146
2021-01-14,25.40272
2021-01-15,28.99628
2021-01-16,16.48079
2021-01-17,14.49814
2021-01-18,27.01363
2021-01-19,32.58983
2021-01-20,29.61586
2021-01-21,29.24411
2021-01-22,28.3767
2021-01-23,16.23296
2021-01-24,13.25898
2021-01-25,29.24411
2021-01-26,32.71375
2021-01-27,28.74845
2021-01-28,24.16356
2021-01-29,24.78314
2021-01-30,11.52416
2021-01-31,12.01982
2021-02-01,21.3135
2021-02-02,21.43742
2021-02-03,26.0223
2021-02-04,20.57001
2021-02-05,20.07434
2021-02-06,11.0285
2021-02-07,13.50681
2021-02-08,24.78314
2021-02-09,25.40272
2021-02-10,20.69392
2021-02-11,7.68277
2021-02-12,11.52416
2021-02-13,9.16976
2021-02-14,10.03717
2021-02-15,25.27881
2021-02-16,30.97893
2021-02-17,26.39405
2021-02-18,21.3135
2021-02-19,25.15489
2021-02-20,15.98513
2021-02-21,13.01115
2021-02-22,25.27881
2021-02-23,29.24411
2021-02-24,27.38537
2021-02-25,31.10285
2021-02-26,23.42007
2021-02-27,14.2503
2021-02-28,14.2503
2021-03-01,19.33085
2021-03-02,26.27013
2021-03-03,21.06567
2021-03-04,24.78314
2021-03-05,18.71127
2021-03-06,12.6394
2021-03-07,14.49814
2021-03-08,25.03097
2021-03-09,23.54399
2021-03-10,27.50929
2021-03-11,25.40272
2021-03-12,24.65923
2021-03-13,10.78066
2021-03-14,13.38289
2021-03-15,25.40272
2021-03-16,24.53531
2021-03-17,24.90706
2021-03-18,25.89838
2021-03-19,21.06567
2021-03-20,14.00247
2021-03-21,12.88723
2021-03-22,24.53531
2021-03-23,28.3767
2021-03-24,26.0223
2021-03-25,23.79182
2021-03-26,22.057
2021-03-27,15.11771
2021-03-28,12.01982
2021-03-29,21.3135
2021-03-30,27.75712
2021-03-31,26.51796
2021-04-01,18.33952
2021-04-02,17.3482
2021-04-03,8.17843
2021-04-04,10.78066
2021-04-05,16.97645
2021-04-06,21.93308
2021-04-07,20.07434
2021-04-08,17.22428
2021-04-09,19.7026
2021-04-10,10.285
2021-04-11,9.78934
2021-04-12,20.69392
2021-04-13,23.04832
2021-04-14,19.82651
2021-04-15,17.3482
2021-04-16,16.6047
2021-04-17,12.76332
2021-04-18,12.26765
2021-04-19,20.69392
2021-04-20,20.69392
2021-04-21,23.91573
2021-04-22,21.68525
2021-04-23,16.35687
2021-04-24,7.68277
2021-04-25,10.16109
2021-04-26,19.82651
2021-04-27,23.79182
2021-04-28,18.71127
2021-04-29,19.7026
2021-04-30,18.21561
2021-05-01,6.19578
2021-05-02,9.78934
2021-05-03,17.96778
2021-05-04,18.46344
2021-05-05,16.10904
2021-05-06,26.88971
2021-05-07,22.92441
2021-05-08,12.26765
2021-05-09,10.40892
2021-05-10,22.55266
2021-05-11,28.87236
2021-05-12,26.27013
2021-05-13,23.29615
2021-05-14,21.43742
2021-05-15,12.6394
2021-05-16,11.89591
2021-05-17,25.03097
2021-05-18,25.27881
2021-05-19,12.14374
2021-05-20,21.68525
2021-05-21,19.57868
2021-05-22,15.73729
2021-05-23,13.38289
2021-05-24,22.92441
2021-05-25,25.27881
2021-05-26,27.01363
2021-05-27,27.26146
2021-05-28,24.53531
2021-05-29,12.14374
2021-05-30,16.10904
2021-05-31,25.65055
2021-06-01,25.27881
2021-06-02,25.77447
2021-06-03,23.6679
2021-06-04,21.18959
2021-06-05,11.0285
2021-06-06,11.40024
2021-06-07,23.6679
2021-06-08,27.01363
2021-06-09,27.50929
2021-06-10,23.79182
2021-06-11,22.30483
2021-06-12,13.25898
2021-06-13,18.83519
2021-06-14,37.29863
2021-06-15,33.58116
2021-06-16,28.74845
2021-06-17,29.86369
2021-06-18,24.65923
2021-06-19,16.48079
2021-06-20,19.7026
2021-06-21,37.67038
2021-06-22,38.53779
2021-06-23,47.08798
2021-06-24,40.39653
2021-06-25,38.90954
2021-06-26,18.9591
2021-06-27,23.6679
2021-06-28,60.84262
2021-06-29,71.62329
2021-06-30,100.0
2021-07-01,16.85254
2021-07-02,12.01982
2021-07-03,6.56753
2021-07-04,5.45229
2021-07-05,14.49814
2021-07-06,15.48946
2021-07-07,17.59603
2021-07-08,11.27633
2021-07-09,11.27633
2021-07-10,6.93928
2021-07-11,8.05452
2021-07-12,13.63073
2021-07-13,12.6394
2021-07-14,15.11771
2021-07-15,15.48946
2021-07-16,11.40024
2021-07-17,8.42627
2021-07-18,7.55885
2021-07-19,15.48946
2021-07-20,15.98513
2021-07-21,13.87856
2021-07-22,15.86121
2021-07-23,10.03717
2021-07-24,6.93928
2021-07-25,7.18711
2021-07-26,12.14374
2021-07-27,11.77199
2021-07-28,12.26765
2021-07-29,12.39157
2021-07-30,10.78066
2021-07-31,6.69144
2021-08-01,4.58488
2021-08-02,16.6047
2021-08-03,13.01115
2021-08-04,13.13506
2021-08-05,11.77199
2021-08-06,11.64807
2021-08-07,6.56753
2021-08-08,7.68277
2021-08-09,14.37422
2021-08-10,16.10904
2021-08-11,18.58736
2021-08-12,12.76332
2021-08-13,9.78934
2021-08-14,5.82403
2021-08-15,8.05452
2021-08-16,9.16976
2021-08-17,17.84386
2021-08-18,13.38289
2021-08-19,14.12639
2021-08-20,14.12639
2021-08-21,8.17843
2021-08-22,8.55018
2021-08-23,15.86121
2021-08-24,18.21561
2021-08-25,13.38289
2021-08-26,14.74597
2021-08-27,14.12639
2021-08-28,9.16976
2021-08-29,8.17843
2021-08-30,18.9591
2021-08-31,17.59603
2021-09-01,13.50681
2021-09-02,17.59603
2021-09-03,10.40892
2021-09-04,5.08054
2021-09-05,8.05452
2021-09-06,12.76332
2021-09-07,15.61338
2021-09-08,15.61338
2021-09-09,15.36555
2021-09-10,13.50681
2021-09-11,8.42627
2021-09-12,7.55885
2021-09-13,15.73729
2021-09-14,13.50681
2021-09-15,12.6394
2021-09-16,14.00247
2021-09-17,8.6741
2021-09-18,4.58488
2021-09-19,4.21313
2021-09-20,6.19578
2021-09-21,8.17843
2021-09-22,8.30235
2021-09-23,17.22428
2021-09-24,13.50681
2021-09-25,9.78934
2021-09-26,9.66542
2021-09-27,18.83519
2021-09-28,16.23296
2021-09-29,15.11771
2021-09-30,15.61338
2021-10-01,11.64807
2021-10-02,8.55018
2021-10-03,7.68277
2021-10-04,12.39157
2021-10-05,18.71127
2021-10-06,14.49814
2021-10-07,13.50681
2021-10-08,15.61338
2021-10-09,6.44361
2021-10-10,6.3197
2021-10-11,10.53283
2021-10-12,14.12639
2021-10-13,15.73729
2021-10-14,17.3482
2021-10-15,13.13506
2021-10-16,8.6741
2021-10-17,8.17843
2021-10-18,14.37422
2021-10-19,16.10904
2021-10-20,14.62205
2021-10-21,10.78066
2021-10-22,10.03717
2021-10-23,7.80669
2021-10-24,7.06319
2021-10-25,16.48079
2021-10-26,12.26765
2021-10-27,14.62205
2021-10-28,10.285
2021-10-29,12.6394
2021-10-30,7.55885
2021-10-31,6.44361
2021-11-01,12.51548
2021-11-02,12.14374
2021-11-03,14.37422
2021-11-04,11.15241
2021-11-05,11.27633
2021-11-06,5.70012
2021-11-07,7.80669
2021-11-08,14.86988
2021-11-09,11.15241
2021-11-10,13.87856
2021-11-11,9.04584
2021-11-12,12.6394
2021-11-13,4.46096
2021-11-14,6.56753
2021-11-15,15.36555
2021-11-16,13.87856
2021-11-17,12.88723
2021-11-18,10.78066
2021-11-19,10.285
2021-11-20,5.20446
2021-11-21,6.69144
2021-11-22,14.49814
2021-11-23,12.14374
2021-11-24,15.86121
2021-11-25,14.62205
2021-11-26,11.64807
2021-11-27,7.68277
2021-11-28,6.81536
2021-11-29,13.75464
2021-11-30,15.24163
2021-12-01,12.76332
2021-12-02,10.53283
2021-12-03,12.51548
2021-12-04,7.06319
2021-12-05,8.42627
2021-12-06,14.37422
2021-12-07,15.11771
2021-12-08,13.38289
2021-12-09,14.2503
2021-12-10,15.98513
2021-12-11,7.43494
2021-12-12,8.42627
2021-12-13,16.72862
2021-12-14,18.33952
2021-12-15,17.96778
2021-12-16,17.22428
2021-12-17,11.27633
2021-12-18,5.45229
2021-12-19,10.90458
2021-12-20,18.09169
2021-12-21,18.09169
2021-12-22,19.82651
2021-12-23,17.96778
2021-12-24,16.85254
2021-12-25,14.62205
2021-12-26,12.76332
2021-12-27,23.17224
2021-12-28,26.88971
2021-12-29,28.12887
2021-12-30,23.79182
2021-12-31,20.32218
2022-01-01,12.01982
2022-01-02,15.11771
2022-01-03,22.92441
2022-01-04,26.51796
2022-01-05,19.45477
2022-01-06,22.55266
2022-01-07,17.96778
2022-01-08,16.10904
2022-01-09,12.6394
2022-01-10,18.09169
2022-01-11,17.96778
2022-01-12,17.59603
2022-01-13,17.96778
2022-01-14,15.61338
2022-01-15,6.44361
2022-01-16,7.68277
2022-01-17,17.10037
2022-01-18,16.97645
2022-01-19,18.09169
2022-01-20,15.36555
2022-01-21,17.22428
2022-01-22,10.285
2022-01-23,9.78934
2022-01-24,19.45477
2022-01-25,20.32218
2022-01-26,18.58736
2022-01-27,14.62205
2022-01-28,10.78066
2022-01-29,4.33705
2022-01-30,7.55885
2022-01-31,5.20446
2022-02-01,8.30235
2022-02-02,10.90458
2022-02-03,19.57868
2022-02-04,19.33085
2022-02-05,12.26765
2022-02-06,7.9306
2022-02-07,17.84386
2022-02-08,21.3135
2022-02-09,17.3482
2022-02-10,18.21561
2022-02-11,16.35687
2022-02-12,8.55018
2022-02-13,9.16976
2022-02-14,17.47211
2022-02-15,15.11771
2022-02-16,15.11771
2022-02-17,14.00247
2022-02-18,13.25898
2022-02-19,4.83271
2022-02-20,9.16976
2022-02-21,22.057
2022-02-22,31.47459
2022-02-23,28.62453
2022-02-24,30.85501
2022-02-25,34.6964
2022-02-26,32.83767
2022-02-27,36.67905
2022-02-28,42.37918
2022-03-01,34.94423
2022-03-02,33.95291
2022-03-03,13.87856
2022-03-04,10.90458
2022-03-05,7.31102
2022-03-06,7.18711
2022-03-07,14.86988
2022-03-08,13.13506
2022-03-09,5.70012
2022-03-10,14.2503
2022-03-11,13.63073
2022-03-12,10.65675
2022-03-13,10.53283
2022-03-14,14.9938
2022-03-15,15.36555
2022-03-16,11.27633
2022-03-17,16.6047
2022-03-18,10.53283
2022-03-19,9.04584
2022-03-20,5.94795
2022-03-21,15.24163
2022-03-22,13.01115
2022-03-23,12.26765
2022-03-24,14.49814
2022-03-25,12.88723
2022-03-26,9.29368
2022-03-27,9.41759
2022-03-28,12.26765
2022-03-29,14.00247
2022-03-30,14.74597
2022-03-31,13.01115
2022-04-01,10.40892
2022-04-02,5.70012
2022-04-03,7.31102
2022-04-04,10.90458
2022-04-05,11.64807
2022-04-06,14.12639
2022-04-07,13.50681
2022-04-08,13.25898
2022-04-09,5.70012
2022-04-10,7.18711
2022-04-11,13.50681
2022-04-12,14.12639
2022-04-13,14.74597
2022-04-14,13.75464
2022-04-15,11.27633
2022-04-16,7.18711
2022-04-17,7.18711
2022-04-18,12.76332
2022-04-19,11.77199
2022-04-20,13.01115
2022-04-21,11.89591
2022-04-22,10.03717
2022-04-23,7.68277
2022-04-24,7.9306
2022-04-25,15.36555
2022-04-26,14.12639
2022-04-27,12.76332
2022-04-28,11.64807
2022-04-29,8.55018
2022-04-30,7.06319
2022-05-01,7.55885
2022-05-02,15.86121
2022-05-03,11.64807
2022-05-04,11.27633
2022-05-05,6.81536
2022-05-06,11.40024
2022-05-07,6.44361
2022-05-08,7.80669
2022-05-09,14.74597
2022-05-10,13.38289
2022-05-11,10.53283
2022-05-12,12.26765
2022-05-13,8.17843
2022-05-14,6.81536
2022-05-15,6.56753
2022-05-16,12.14374
2022-05-17,14.9938
2022-05-18,12.26765
2022-05-19,10.78066
2022-05-20,13.01115
2022-05-21,5.20446
2022-05-22,4.21313
2022-05-23,11.27633
2022-05-24,14.9938
2022-05-25,14.62205
2022-05-26,11.89591
2022-05-27,9.29368
2022-05-28,4.46096
2022-05-29,4.83271
2022-05-30,13.13506
2022-05-31,11.0285
2022-06-01,5.70012
2022-06-02,11.52416
2022-06-03,9.78934
2022-06-04,5.5762
2022-06-05,3.9653
2022-06-06,6.93928
2022-06-07,10.16109
2022-06-08,12.51548
2022-06-09,10.16109
2022-06-10,8.42627
2022-06-11,5.94795
2022-06-12,5.32837
2022-06-13,12.6394
2022-06-14,12.76332
2022-06-15,12.14374
2022-06-16,11.77199
2022-06-17,11.64807
2022-06-18,7.68277
2022-06-19,5.08054
2022-06-20,13.25898
2022-06-21,12.39157
2022-06-22,12.6394
2022-06-23,12.39157
2022-06-24,9.41759
2022-06-25,6.07187
2022-06-26,5.32837
2022-06-27,10.90458
2022-06-28,13.01115
2022-06-29,14.37422
2022-06-30,11.0285
2022-07-01,8.6741
2022-07-02,6.07187
2022-07-03,5.5762
2022-07-04,10.65675
2022-07-05,10.90458
2022-07-06,11.0285
2022-07-07,11.27633
2022-07-08,10.16109
2022-07-09,5.45229
2022-07-10,6.19578
2022-07-11,9.78934
2022-07-12,15.73729
2022-07-13,13.87856
2022-07-14,12.01982
2022-07-15,9.41759
2022-07-16,5.94795
2022-07-17,5.08054
2022-07-18,13.75464
2022-07-19,9.04584
2022-07-20,15.48946
2022-07-21,10.285
2022-07-22,12.14374
2022-07-23,6.56753
2022-07-24,5.32837
2022-07-25,13.25898
2022-07-26,15.48946
2022-07-27,13.75464
2022-07-28,12.01982
2022-07-29,11.89591
2022-07-30,7.18711
2022-07-31,6.93928
2022-08-01,10.90458
2022-08-02,9.54151
2022-08-03,11.0285
2022-08-04,11.40024
2022-08-05,12.01982
2022-08-06,7.43494
2022-08-07,5.32837
2022-08-08,11.64807
2022-08-09,8.55018
2022-08-10,13.63073
2022-08-11,9.78934
2022-08-12,11.0285
2022-08-13,6.3197
2022-08-14,6.81536
2022-08-15,5.45229
2022-08-16,12.76332
2022-08-17,12.26765
2022-08-18,11.64807
2022-08-19,10.16109
2022-08-20,5.70012
2022-08-21,4.83271
2022-08-22,12.26765
2022-08-23,14.49814
2022-08-24,14.00247
2022-08-25,12.39157
2022-08-26,14.74597
2022-08-27,6.69144
2022-08-28,5.94795
2022-08-29,11.64807
2022-08-30,11.64807
2022-08-31,10.78066
2022-09-01,10.03717
2022-09-02,13.25898
2022-09-03,5.5762
2022-09-04,6.19578
2022-09-05,13.50681
2022-09-06,10.78066
2022-09-07,10.16109
2022-09-08,7.9306
2022-09-09,4.21313
2022-09-10,4.21313
2022-09-11,4.83271
2022-09-12,7.43494
2022-09-13,15.73729
2022-09-14,11.52416
2022-09-15,13.63073
2022-09-16,12.26765
2022-09-17,8.92193
2022-09-18,6.69144
2022-09-19,12.6394
2022-09-20,12.01982
2022-09-21,9.66542
2022-09-22,12.14374
2022-09-23,11.89591
2022-09-24,5.32837
2022-09-25,7.06319
2022-09-26,14.2503
2022-09-27,14.2503
2022-09-28,13.38289
2022-09-29,12.51548
2022-09-30,11.0285
2022-10-01,6.07187
2022-10-02,5.82403
2022-10-03,9.66542
2022-10-04,20.57001
2022-10-05,18.33952
2022-10-06,13.25898
2022-10-07,10.90458
2022-10-08,4.95662
2022-10-09,5.5762
2022-10-10,5.94795
2022-10-11,12.6394
2022-10-12,11.0285
2022-10-13,16.23296
2022-10-14,13.25898
2022-10-15,6.19578
2022-10-16,6.81536
2022-10-17,12.76332
2022-10-18,13.63073
2022-10-19,13.01115
2022-10-20,11.89591
2022-10-21,10.78066
2022-10-22,8.30235
2022-10-23,6.81536
2022-10-24,11.89591
2022-10-25,18.58736
2022-10-26,13.87856
2022-10-27,11.27633
2022-10-28,11.40024
2022-10-29,4.70879
2022-10-30,4.70879
2022-10-31,12.6394
2022-11-01,13.63073
2022-11-02,14.62205
2022-11-03,11.27633
2022-11-04,9.91325
2022-11-05,5.5762
2022-11-06,6.19578
2022-11-07,14.12639
2022-11-08,12.51548
2022-11-09,10.65675
2022-11-10,9.66542
2022-11-11,12.01982
2022-11-12,4.95662
2022-11-13,7.68277
2022-11-14,13.38289
2022-11-15,15.24163
2022-11-16,13.87856
2022-11-17,11.0285
2022-11-18,9.04584
2022-11-19,6.3197
2022-11-20,6.19578
2022-11-21,14.2503
2022-11-22,11.15241
2022-11-23,14.86988
2022-11-24,12.76332
2022-11-25,10.78066
2022-11-26,9.16976
2022-11-27,6.3197
2022-11-28,12.14374
2022-11-29,15.61338
2022-11-30,12.6394
2022-12-01,13.01115
2022-12-02,10.285
2022-12-03,3.71747
2022-12-04,7.06319
2022-12-05,10.40892
2022-12-06,9.54151
2022-12-07,12.51548
2022-12-08,15.48946
2022-12-09,11.89591
2022-12-10,7.18711
2022-12-11,4.08921
2022-12-12,16.23296
2022-12-13,14.62205
2022-12-14,16.35687
2022-12-15,13.50681
2022-12-16,12.39157
2022-12-17,7.06319
2022-12-18,8.42627
2022-12-19,16.6047
2022-12-20,15.73729
2022-12-21,17.96778
2022-12-22,16.97645
2022-12-23,11.0285
2022-12-24,4.95662
2022-12-25,6.07187
2022-12-26,13.87856
2022-12-27,19.57868
2022-12-28,15.86121
2022-12-29,18.71127
2022-12-30,12.26765
2022-12-31,6.3197
2023-01-01,3.84138
2023-01-02,14.62205
2023-01-03,16.85254
2023-01-04,13.75464
2023-01-05,11.52416
2023-01-06,13.13506
2023-01-07,5.94795
2023-01-08,8.05452
2023-01-09,18.83519
2023-01-10,16.97645
2023-01-11,15.24163
2023-01-12,15.48946
2023-01-13,14.74597
2023-01-14,8.6741
2023-01-15,6.69144
2023-01-16,15.24163
2023-01-17,14.9938
2023-01-18,13.13506
2023-01-19,11.40024
2023-01-20,9.91325
2023-01-21,6.3197
2023-01-22,6.07187
2023-01-23,7.43494
2023-01-24,10.40892
2023-01-25,18.33952
2023-01-26,22.80049
2023-01-27,18.21561
2023-01-28,8.79801
2023-01-29,7.9306
2023-01-30,14.74597
2023-01-31,13.87856
2023-02-01,15.98513
2023-02-02,13.25898
2023-02-03,13.01115
2023-02-04,9.66542
2023-02-05,7.31102
2023-02-06,11.0285
2023-02-07,11.77199
2023-02-08,13.63073
2023-02-09,13.01115
2023-02-10,13.01115
2023-02-11,7.80669
2023-02-12,9.16976
2023-02-13,14.49814
2023-02-14,14.2503
2023-02-15,16.10904
2023-02-16,15.11771
2023-02-17,12.51548
2023-02-18,6.07187
2023-02-19,7.68277
2023-02-20,14.49814
2023-02-21,16.72862
2023-02-22,13.75464
2023-02-23,15.73729
2023-02-24,11.27633
2023-02-25,6.44361
2023-02-26,8.05452
2023-02-27,14.49814
2023-02-28,13.87856
2023-03-01,9.04584
2023-03-02,14.49814
2023-03-03,10.78066
2023-03-04,7.68277
2023-03-05,8.05452
2023-03-06,14.9938
2023-03-07,12.88723
2023-03-08,11.52416
2023-03-09,11.52416
2023-03-10,12.14374
2023-03-11,8.92193
2023-03-12,5.82403
2023-03-13,16.97645
2023-03-14,13.87856
2023-03-15,15.11771
2023-03-16,14.86988
2023-03-17,12.14374
2023-03-18,7.18711
2023-03-19,7.9306
2023-03-20,17.22428
2023-03-21,17.71995
2023-03-22,14.00247
2023-03-23,14.86988
2023-03-24,12.6394
2023-03-25,7.68277
2023-03-26,7.9306
2023-03-27,15.48946
2023-03-28,12.6394
2023-03-29,14.74597
2023-03-30,12.51548
2023-03-31,9.91325
2023-04-01,6.56753
2023-04-02,5.94795
2023-04-03,12.88723
2023-04-04,11.27633
2023-04-05,13.87856
2023-04-06,12.01982
2023-04-07,13.25898
2023-04-08,5.94795
2023-04-09,6.07187
2023-04-10,17.84386
2023-04-11,13.01115
2023-04-12,12.51548
2023-04-13,12.39157
2023-04-14,12.51548
2023-04-15,5.32837
2023-04-16,6.81536
2023-04-17,18.83519
2023-04-18,10.53283
2023-04-19,13.01115
2023-04-20,12.76332
2023-04-21,14.2503
2023-04-22,7.68277
2023-04-23,6.07187
2023-04-24,12.6394
2023-04-25,16.97645
2023-04-26,15.11771
2023-04-27,15.11771
2023-04-28,11.40024
2023-04-29,5.32837
2023-04-30,6.56753
2023-05-01,7.18711
2023-05-02,12.51548
2023-05-03,14.9938
2023-05-04,9.78934
2023-05-05,5.45229
2023-05-06,7.18711
2023-05-07,6.3197
2023-05-08,15.36555
2023-05-09,14.62205
2023-05-10,13.87856
2023-05-11,14.2503
2023-05-12,12.26765
2023-05-13,6.69144
2023-05-14,7.68277
2023-05-15,12.51548
2023-05-16,14.37422
2023-05-17,13.87856
2023-05-18,13.63073
2023-05-19,13.38289
2023-05-20,6.3197
2023-05-21,9.16976
2023-05-22,15.86121
2023-05-23,15.86121
2023-05-24,18.33952
2023-05-25,16.35687
2023-05-26,12.14374
2023-05-27,7.80669
2023-05-28,7.31102
2023-05-29,8.6741
