date,P2P대출
2023-05-29,3.55618
2023-05-30,7.96586
2023-05-31,7.53911
2023-06-01,6.31578
2023-06-02,5.66145
2023-06-03,3.41394
2023-06-04,3.18634
2023-06-05,7.56756
2023-06-06,4.35277
2023-06-07,7.62446
2023-06-08,8.2788
2023-06-09,5.77524
2023-06-10,3.58463
2023-06-11,3.44238
2023-06-12,8.25035
2023-06-13,7.99431
2023-06-14,8.3357
2023-06-15,7.19772
2023-06-16,5.94594
2023-06-17,3.32859
2023-06-18,4.21052
2023-06-19,7.19772
2023-06-20,7.53911
2023-06-21,6.74253
2023-06-22,6.23044
2023-06-23,5.77524
2023-06-24,3.10099
2023-06-25,2.98719
2023-06-26,8.25035
2023-06-27,7.82361
2023-06-28,6.23044
2023-06-29,6.74253
2023-06-30,8.2219
2023-07-01,2.7596
2023-07-02,3.81223
2023-07-03,7.90896
2023-07-04,5.88904
2023-07-05,6.60028
2023-07-06,8.3357
2023-07-07,6.91322
2023-07-08,2.98719
2023-07-09,2.78805
2023-07-10,8.30725
2023-07-11,7.68136
2023-07-12,6.79943
2023-07-13,8.25035
2023-07-14,5.633
2023-07-15,4.12517
2023-07-16,3.81223
2023-07-17,8.5633
2023-07-18,5.86059
2023-07-19,6.62873
2023-07-20,6.97012
2023-07-21,6.60028
2023-07-22,3.24324
2023-07-23,3.30014
2023-07-24,5.43385
2023-07-25,6.85633
2023-07-26,7.36842
2023-07-27,6.05974
2023-07-28,4.75106
2023-07-29,2.8165
2023-07-30,3.55618
2023-07-31,6.11664
2023-08-01,6.57183
2023-08-02,5.12091
2023-08-03,5.94594
2023-08-04,4.89331
2023-08-05,3.27169
2023-08-06,2.33285
2023-08-07,6.97012
2023-08-08,6.94167
2023-08-09,6.08819
2023-08-10,6.00284
2023-08-11,6.17354
2023-08-12,3.55618
2023-08-13,2.7027
2023-08-14,6.85633
2023-08-15,5.4623
2023-08-16,7.36842
2023-08-17,6.62873
2023-08-18,6.31578
2023-08-19,3.30014
2023-08-20,2.78805
2023-08-21,6.37268
2023-08-22,7.14082
2023-08-23,7.59601
2023-08-24,6.65718
2023-08-25,6.42958
2023-08-26,3.10099
2023-08-27,2.78805
2023-08-28,6.79943
2023-08-29,5.77524
2023-08-30,6.23044
2023-08-31,5.20625
2023-09-01,4.77951
2023-09-02,2.532
2023-09-03,2.33285
2023-09-04,6.28733
2023-09-05,6.85633
2023-09-06,5.03556
2023-09-07,5.80369
2023-09-08,5.2347
2023-09-09,3.15789
2023-09-10,2.532
2023-09-11,6.54338
2023-09-12,8.53485
2023-09-13,7.33997
2023-09-14,6.08819
2023-09-15,6.28733
2023-09-16,2.78805
2023-09-17,3.21479
2023-09-18,6.11664
2023-09-19,6.11664
2023-09-20,6.42958
2023-09-21,6.57183
2023-09-22,5.633
2023-09-23,2.4182
2023-09-24,3.44238
2023-09-25,6.31578
2023-09-26,5.74679
2023-09-27,4.60881
2023-09-28,2.16216
2023-09-29,1.70697
2023-09-30,2.07681
2023-10-01,2.07681
2023-10-02,3.49928
2023-10-03,3.58463
2023-10-04,7.82361
2023-10-05,6.71408
2023-10-06,5.3485
2023-10-07,3.07254
2023-10-08,3.01564
2023-10-09,4.15362
2023-10-10,7.93741
2023-10-11,7.93741
2023-10-12,7.76671
2023-10-13,6.08819
2023-10-14,3.35704
2023-10-15,3.24324
2023-10-16,8.0512
2023-10-17,7.14082
2023-10-18,8.2219
2023-10-19,6.97012
2023-10-20,6.40113
2023-10-21,3.55618
2023-10-22,3.41394
2023-10-23,6.88477
2023-10-24,7.51066
2023-10-25,5.54765
2023-10-26,7.51066
2023-10-27,6.23044
2023-10-28,2.7027
2023-10-29,3.27169
2023-10-30,6.23044
2023-10-31,6.42958
2023-11-01,6.51493
2023-11-02,6.20199
2023-11-03,5.4054
2023-11-04,2.38975
2023-11-05,3.64153
2023-11-06,4.66571
2023-11-07,6.11664
2023-11-08,7.16927
2023-11-09,6.48648
2023-11-10,4.97866
2023-11-11,3.21479
2023-11-12,3.30014
2023-11-13,6.57183
2023-11-14,7.42532
2023-11-15,7.11237
2023-11-16,5.94594
2023-11-17,6.17354
2023-11-18,3.21479
2023-11-19,3.32859
2023-11-20,8.90469
2023-11-21,6.40113
2023-11-22,6.88477
2023-11-23,7.56756
2023-11-24,6.54338
2023-11-25,3.69843
2023-11-26,3.15789
2023-11-27,7.25462
2023-11-28,6.79943
2023-11-29,5.86059
2023-11-30,6.45803
2023-12-01,5.80369
2023-12-02,3.41394
2023-12-03,3.84068
2023-12-04,6.85633
2023-12-05,6.57183
2023-12-06,6.37268
2023-12-07,5.94594
2023-12-08,6.60028
2023-12-09,4.29587
2023-12-10,2.93029
2023-12-11,6.54338
2023-12-12,7.65291
2023-12-13,6.23044
2023-12-14,6.77098
2023-12-15,6.31578
2023-12-16,2.98719
2023-12-17,2.98719
2023-12-18,7.99431
2023-12-19,6.71408
2023-12-20,6.34423
2023-12-21,6.94167
2023-12-22,5.20625
2023-12-23,2.98719
2023-12-24,3.41394
2023-12-25,2.95874
2023-12-26,6.71408
2023-12-27,6.57183
2023-12-28,5.60455
2023-12-29,4.89331
2023-12-30,2.56045
2023-12-31,2.33285
2024-01-01,2.07681
2024-01-02,5.91749
2024-01-03,5.91749
2024-01-04,4.52347
2024-01-05,4.92176
2024-01-06,3.21479
2024-01-07,3.01564
2024-01-08,6.20199
2024-01-09,5.60455
2024-01-10,5.94594
2024-01-11,7.45376
2024-01-12,5.32005
2024-01-13,2.95874
2024-01-14,3.30014
2024-01-15,6.74253
2024-01-16,6.74253
2024-01-17,4.89331
2024-01-18,5.20625
2024-01-19,6.54338
2024-01-20,2.5889
2024-01-21,2.4751
2024-01-22,6.31578
2024-01-23,5.66145
2024-01-24,6.45803
2024-01-25,6.91322
2024-01-26,5.2916
2024-01-27,3.44238
2024-01-28,3.61308
2024-01-29,6.00284
2024-01-30,5.60455
2024-01-31,6.57183
2024-02-01,7.11237
2024-02-02,5.1778
2024-02-03,2.78805
2024-02-04,3.01564
2024-02-05,6.77098
2024-02-06,5.5192
2024-02-07,5.88904
2024-02-08,3.95448
2024-02-09,2.5889
2024-02-10,2.01991
2024-02-11,1.84921
2024-02-12,2.84495
2024-02-13,6.99857
2024-02-14,6.17354
2024-02-15,5.5192
2024-02-16,5.26315
2024-02-17,2.7596
2024-02-18,3.35704
2024-02-19,5.03556
2024-02-20,5.633
2024-02-21,6.71408
2024-02-22,6.17354
2024-02-23,4.58036
2024-02-24,1.96301
2024-02-25,2.44665
2024-02-26,7.73826
2024-02-27,7.19772
2024-02-28,6.23044
2024-02-29,5.2347
2024-03-01,3.38549
2024-03-02,1.99146
2024-03-03,3.21479
2024-03-04,6.34423
2024-03-05,5.77524
2024-03-06,5.77524
2024-03-07,4.46657
2024-03-08,4.92176
2024-03-09,3.07254
2024-03-10,2.73115
2024-03-11,6.79943
2024-03-12,5.88904
2024-03-13,5.86059
2024-03-14,5.71834
2024-03-15,5.66145
2024-03-16,2.90184
2024-03-17,3.35704
2024-03-18,6.88477
2024-03-19,7.33997
2024-03-20,6.71408
